,Temporal_Pole_Sup_L,Thal_VPL_R,Insula_R,Frontal_Inf_Orb_2_L,Vermis_4_5,Frontal_Sup_2_R,Cerebellum_10_R,ACC_sub_L,Thal_MGN_R,SN_pr_R,Cerebellum_Crus2_R,Hippocampus_R,Lingual_R,Thal_PuL_R,Thal_PuL_L,Thal_PuI_L,Postcentral_R,Rolandic_Oper_L,Vermis_8,Frontal_Sup_Medial_L,Angular_R,Hippocampus_L,Caudate_R,Thal_IL_L,Cingulate_Mid_R,Thal_PuA_L,Fusiform_L,Temporal_Inf_R,Cerebellum_9_L,Occipital_Sup_R,Raphe_M,Thal_MDm_L,Temporal_Pole_Mid_L,Thal_PuA_R,Precuneus_L,Cerebellum_6_R,ACC_sup_R,Putamen_L,Thal_VL_L,Thal_LP_R,SupraMarginal_R,Temporal_Pole_Mid_R,OFCant_R,Thal_MGN_L,Occipital_Inf_L,Thal_PuI_R,Paracentral_Lobule_R,Occipital_Mid_R,Cerebellum_10_L,Frontal_Inf_Oper_R,Thal_LGN_R,Temporal_Mid_L,Heschl_R,ParaHippocampal_L,ACC_pre_L,Frontal_Mid_2_L,Thal_VPL_L,Parietal_Sup_R,Vermis_6,Frontal_Med_Orb_L,Cerebellum_3_L,Precentral_R,Cingulate_Mid_L,Insula_L,Postcentral_L,Rectus_L,Parietal_Sup_L,Red_N_L,Heschl_L,LC_R,SN_pr_L,Caudate_L,Vermis_3,Cerebellum_4_5_L,Frontal_Inf_Tri_L,Rolandic_Oper_R,Raphe_D,Temporal_Mid_R,Red_N_R,Cingulate_Post_L,OFCpost_R,Frontal_Inf_Tri_R,Supp_Motor_Area_R,Cerebellum_6_L,Thal_VA_L,Thal_LP_L,ParaHippocampal_R,Occipital_Inf_R,Thal_PuM_R,N_Acc_R,OFClat_L,Cerebellum_7b_R,Cingulate_Post_R,OFClat_R,Lingual_L,Cerebellum_Crus1_L,Thal_MDm_R,SN_pc_L,Rectus_R,ACC_sup_L,LC_L,OFCpost_L,Frontal_Inf_Oper_L,SupraMarginal_L,Vermis_1_2,Temporal_Sup_R,Parietal_Inf_R,Cerebellum_7b_L,Cerebellum_3_R,OFCmed_L
Temporal_Pole_Sup_L,1.0,-0.3203005175650755,-0.25898085406491556,0.3774954782021158,-0.08197922804486388,0.22725959258438133,0.11155170001441375,-0.20056485970264926,-0.05936895312212476,0.3839068987351468,0.4806365665842311,0.006092247290551101,-0.0874887571676203,-0.22242395010936455,-0.01186684715119626,-0.08772461259610408,-0.07795289681754433,0.1484600832413462,-0.28814219599542956,0.12234041547475076,-0.2556968358823358,0.3469000427075478,-0.018643109163669673,0.33195744616383366,0.3266064609111816,0.0896629947983008,0.4945976251063122,-0.18661757473314947,-0.02433932168396699,0.0020426143325995606,-0.36706925564999826,-0.032675358410684,0.3958190679170813,-0.14565695898190148,-0.06605437397290345,0.3665274785905174,0.39714007548071467,-0.02344801878823476,0.2671113180448093,0.009159872281042076,-0.0017409435387316552,0.21422548557115537,0.38878605779660863,0.1386970040388199,0.24506654809331516,0.043194389179168347,-0.0653345550932229,-0.06147782970133568,0.15846961607911272,-0.037847562980043346,0.346056587835464,0.407633968437587,0.011697202370802823,0.12131518644852596,-0.11741959919746203,-0.05841647578338489,0.10331462923925236,-0.09036515244561467,0.08947515672052192,-0.5599792454331156,0.4188627779209446,0.1273460352037185,0.4956211454873042,-0.03900557301978122,0.1232048654299525,-0.5419178862081581,-0.12486355550914978,0.11519932369376308,0.17045594455780264,-0.4224477302483501,-0.25810628863531343,0.08541334442051665,0.02312385405882013,0.014581453394451542,0.3125095554654726,-0.05799410669936313,0.24631767501222837,-0.3116345400250685,0.027628930137111936,-0.11351115680087369,0.4016363402423174,0.06593418002354419,0.1817537880026773,0.5413432475115688,0.31354935475181767,0.08701161219602377,0.13278783567011795,0.004252030954825609,-0.11468687721165217,-0.6155399370812985,0.609237801017505,0.6242252777929647,-0.14625713489621964,-0.08816957808708044,0.10795209446354538,0.5932561830288571,0.17725813029937346,0.24464869515920468,-0.16866791415851015,0.25739034432307206,0.4272664192586267,0.4497676849261805,0.2982972756002945,-0.07738254269608638,-0.0745764810939945,-0.21430222441773114,-0.1513218876211802,0.8143708827399854,-0.37590208209530057,-0.04022169660121858
Thal_VPL_R,-0.3203005175650755,1.0,0.3842866195559561,-0.2874234285951092,0.6283006184457662,0.08147805424623221,0.036161102443195266,0.15369244042371358,0.5789135291164482,0.17383435983084533,0.13296942467742198,0.36956538973168,0.6492871318023055,0.7319226470758555,0.4342555055364584,0.4279343450035576,0.5521914108629371,-0.0858101357215424,0.4472878650225774,0.011870548334804836,0.5770812034239342,0.0508572961339322,0.29900372350471766,0.0010366383650281948,0.21285105988064884,0.40767474546987037,0.19047921253662284,0.6048159405842346,0.3750321636679596,0.5054900994924618,0.18472882156589496,0.4708299856650456,-0.25564312644006737,0.49189430125948713,0.4700341838252914,0.2778106830607235,-0.10005521844679861,0.08470937706948659,0.3027124443030114,0.12113296704055818,0.515903728935194,-0.21709838628470585,-0.3847302079146315,0.07170792138724578,-0.018788463054795895,0.45617654898549237,0.4770066306436856,0.42866213393109937,-0.0014525571562225804,0.542996728677129,0.17508024113708656,0.036729739143629966,0.424004746280851,0.27721373374312214,-0.16325832538823815,0.5463538428943837,0.4611001023837184,0.2892220232150235,0.4272892558131547,0.30663294039687844,-0.14156026479530653,0.26521988821052783,0.08473354955792914,0.010867048683869809,0.2634756733275325,0.20430324777349987,0.45270722016227327,0.0309509040521537,-0.10003945731366518,0.3263658902279636,0.32882146457307293,0.08623712504776214,0.35777249765634916,0.43749262460455773,-0.10326637977143469,0.5140876900748633,-0.27151808174330555,0.5741008971243473,0.06046323017708115,0.440143044646664,-0.2508973048161529,0.4712865553162207,0.3238724657859749,0.05467691621266341,0.41378376212695506,0.4213044843621515,0.2216045288146334,0.46912938145756555,0.797733572764251,0.2549344423099511,-0.16161931735752164,-0.013398283782733474,0.6282522221453787,0.046616505899725824,0.4878236467409183,-0.21345492583283285,0.17077986866782768,0.1189542582704583,0.043463750549433626,-0.08993032511150109,0.0991272060486641,-0.3580957192040104,0.11339972751756093,0.4188681482360467,0.32106088367760044,0.44936649048343036,0.42613941365744024,-0.2818226668874223,0.5500038022238121,0.19677134616079103
Insula_R,-0.25898085406491556,0.3842866195559561,1.0,0.15320559574754844,0.5992194455717119,0.27840463244868985,0.24948477312184084,0.3164244480201389,0.5532247899628565,0.05809427949500227,0.2004664349712749,0.24677041331483868,0.5516041678276437,0.2504954892769415,0.257943729677868,0.2027720205962741,0.44426590237323255,0.22034852379145115,0.6401882193835823,0.375691069511266,0.24099713482307922,-0.044089681281164,0.3485983670277669,0.06558476337180805,0.33008408001437106,-0.01840346355725573,0.13625401652459126,0.6311694431844156,0.4991750387279327,0.2104635342172989,0.27699457011760503,0.26556923737310806,0.052348459221516784,0.4619278625828671,0.08729605416085036,0.3723363442273577,0.17117861963355022,0.44460338601585414,0.030157359898356922,0.3156687729869054,0.39723715341418253,0.05371464865774216,0.09223340966071655,0.15917614959857773,0.22561145783594846,0.1729582883637499,0.20530658930659287,0.2584169292694262,0.06864474496235479,0.43239389337666245,0.27645618642231645,-0.01146626596371096,0.740490223090589,0.1918755526605077,0.36462199412659047,0.388073755678412,0.29167232891133216,-0.26543839683925585,0.5024202772823323,0.2840802607392393,-0.3356305626551586,0.20803363810772516,0.17777712439749394,0.417025589096134,0.15811362325958642,0.0914024590904409,-0.08250123697487244,-0.08923347143188383,0.07347684039881947,0.41122737817850835,0.17451582923290918,0.2541467382342913,0.19930643871456544,0.33090172257536205,0.17599429091736515,0.76153200636154,-0.18032969161983564,0.7297876097299086,-0.041956689131623856,0.20581476619888883,0.09461385043869146,0.4533963853568668,-0.02431217718112696,0.19969210352937203,0.18549499122424515,0.07851527103058008,0.16876091930418416,0.5704195907214494,0.16540739633059048,0.2747343477180864,-0.1414952349253205,-0.04794829504592138,0.3601250663302482,-0.14990892408849027,0.43895778145185005,-0.2902211083325996,0.014842041995327753,-0.177408774309984,-0.10058622955712339,0.21599745806748705,-0.059278144237085405,-0.2782519931488266,0.22420971926222089,0.2519694091180968,0.06383496285150297,0.7376113185122902,0.39677822994432854,-0.318072495079692,0.3664592285340737,-0.18032717591777764
Frontal_Inf_Orb_2_L,0.3774954782021158,-0.2874234285951092,0.15320559574754844,1.0,-0.009060903947242207,0.7194759399641782,0.29250508565960964,-0.13493401912298436,0.05623839162383909,0.02546882213624465,-0.08042497792291439,0.16307583877376225,0.031066079197963614,-0.05855096190342115,0.16098842364975013,0.10084101527638273,0.20303227563403944,0.6466425752349164,-0.16554947453153948,0.8175903240496004,-0.29588814647418793,0.5647243223263119,0.4599787803100675,0.39798770391710386,0.6548281880237727,0.03430772008408167,0.4314273881131636,-0.18988725882648702,-0.03672518787305298,-0.2111240293713458,-0.09047491916373013,0.22377122012710343,0.13662701940523525,-0.027084661817335258,0.09118058864354257,-0.041855387252708064,0.6730700786834417,0.7908416398609793,0.24230847334627148,0.3016233276808179,0.2983587372278724,-0.08369338184878194,0.7589859250943589,0.5361201656525757,0.47400254403250414,0.22865987931342377,0.239490118404966,-0.3149830045838087,0.41933790289562306,0.20070793124580258,0.5513054683052039,0.5449456962199511,-0.030417027474049618,0.32412105982183004,0.6040871733628614,0.22923732177580425,0.17155725674577596,-0.05730759887029284,-0.009587840861249525,-0.000299720723368444,0.2613455983956992,0.4372588889944258,0.5040121482506319,0.7643136622703541,0.49185326338065016,-0.054460204431559196,-0.2576265683017771,0.19320637697568885,0.7466042764243784,-0.2580878091316277,-0.6182507972299167,0.49836306806461234,0.22059442109793495,0.24087081285757037,0.859693898557972,0.17204598719325415,0.23408446841372776,-0.15897050154530734,0.06965855415031964,0.2471970934850224,0.525746228829015,0.16571056617123425,0.21209434505414343,0.30801513663678187,0.14911881309475328,-0.0689286439906544,0.16451141086884377,-0.2241754579777853,-0.147182976571014,0.11212757836635871,0.1630467520712736,0.022289728957456515,0.17928099264139574,-0.5363470502064472,0.19449971315089912,0.1219340791851238,0.21443916225171922,0.05293370647346289,-0.02655269062526301,0.8299319766806664,0.30441482879330795,0.3451955401061017,0.7439286938604368,0.26459438400512675,-0.16858406033734247,0.052481185841397875,0.33557115921106945,0.24652311556354728,-0.518941139828906,-0.1709158415639052
Vermis_4_5,-0.08197922804486388,0.6283006184457662,0.5992194455717119,-0.009060903947242207,1.0,0.22586082373476812,-0.07617701912503445,0.35566851926827897,0.6182603786606189,0.28762460492794023,0.3585100929743407,0.3413872040402204,0.8737745167986452,0.45461375746888366,0.4698972724634068,0.4913246804363541,0.606356444280476,0.2805066909636542,0.5673467323067,0.19781217914274268,0.562946439527827,0.046300382655226895,0.46935454346805594,0.14827208467770261,0.3681376597606973,0.34117544133784855,0.5919978297272525,0.818377904546287,0.5807513785268843,0.6019313415250895,0.23235195677004217,0.2063581770311752,-0.037258264766816714,0.38732194294006117,0.5225450506883287,0.6680682264423191,-0.08156049188748492,0.31184256634152646,0.2584294455823204,0.28563266571655543,0.5996297907399053,-0.007267374269966435,-0.08575387919049808,0.08984343690125758,0.17185193714344582,0.40074528399129405,0.5637182258853862,0.6545007634663946,-0.00686939743668282,0.5582950967789011,0.2874691367448432,0.3636192886951496,0.5176681267359058,0.4422719947025548,0.07157476682360091,0.5340697206715173,0.6097135252397083,0.24665265764581962,0.8336972635080941,0.18317897361370414,0.037714400633161185,0.287662557694139,0.26100308680288575,0.2906643287571663,0.3655065076524951,-0.0043139682782776965,0.4149817230011356,0.16151638622899447,0.05395878186616784,0.4206126641248299,0.43773844839423776,0.22097124648536012,0.38258546338597194,0.6129258020832513,0.1558743657901784,0.6936886105220509,-0.3026406900312458,0.7482946001918944,0.06166377779031485,0.3888749044229743,-0.09204106410585638,0.48523552356728955,0.2958401497103829,0.506746182424909,0.40400555154365897,0.5925597699291766,0.29492365695153616,0.7061089697955935,0.3708128768615241,0.22618821322010454,-0.05884857140696331,0.22292700826286885,0.6821396963251332,-0.06327944298497222,0.8492705200350118,-0.03581030830284132,0.011827338484425284,0.20729326393389202,0.05582508123589407,0.06531437704272013,0.3449176076282449,-0.35331619120001245,0.31649999501997,0.5679319269500304,0.41484237078328334,0.4517483421682632,0.4372757928466633,-0.1240579295272646,0.5647448080546567,-0.07525912934989702
Frontal_Sup_2_R,0.22725959258438133,0.08147805424623221,0.27840463244868985,0.7194759399641782,0.22586082373476812,1.0,0.2404461839121401,0.048054945310408576,0.20333776264389536,0.15492787651672424,-0.1640016761026241,0.3324839495509161,0.29908760039599497,0.24774799917770574,0.4397486744853885,0.40153267050784763,0.5425069336670701,0.5580285651279896,-0.11453225456723148,0.8106093350332056,0.11167958856051327,0.5847373491354411,0.564398365442695,0.29698027174908037,0.7301596348200495,0.297272955240308,0.456465481785328,-0.019885469911482514,-0.027098497485189034,0.08575826007900343,-0.06909716409963972,0.32630463582968783,0.09624303027599797,0.028013055258120916,0.4551338456212161,-0.057363641136990814,0.5955626202561464,0.7338674785782028,0.4079135727280794,0.2978309657928225,0.5994448139726313,-0.07786116505402178,0.5221918136709375,0.5833665274530027,0.3793309934107241,0.46633111867677773,0.5448419845339788,-0.10521306682254024,0.29172248776863335,0.5642786836753406,0.5619617176099332,0.5604696629905174,0.1520182225028259,0.44531966087124375,0.4231667900748088,0.5720765458890951,0.46777988002510196,0.2405729973909962,0.010698183469794492,0.31899031049891585,0.37763798955729466,0.6506795680260611,0.5511636953197709,0.6774489034177402,0.6610494942037043,0.23185815066006887,0.11443141526544738,0.25264226997932404,0.5934076335043997,-0.059707216429071695,-0.287577422211866,0.4062915508433691,0.41852249712774287,0.48741199335440166,0.7781755730011649,0.4311849987145808,0.10498350220955126,0.0794192275589654,0.13186445959248075,0.5170470176787976,0.2690847909550388,0.43249057265340873,0.5609348407694584,0.18799718355061373,0.40097651497301945,0.1036793108903282,0.19397960217656474,-0.11333436143378732,0.11766105945028459,0.11779873942301666,0.029259220352444232,-0.04124768734258936,0.48535726239681665,-0.5217661786152045,0.3938609433711645,0.013489187403109597,0.2923245712613439,0.10680914582594264,0.060820672526307754,0.7515752279425861,0.41831711469394844,0.2068592943327968,0.7565710028572777,0.5168919471322023,0.08308106220072282,0.2701512188628135,0.6161690974119743,0.04901488105568847,-0.29738311071820533,0.0028059597885825315
Cerebellum_10_R,0.11155170001441375,0.036161102443195266,0.24948477312184084,0.29250508565960964,-0.07617701912503445,0.2404461839121401,1.0,-0.1013414279781205,0.3064709191601593,0.22713518048871326,0.06688267809562619,0.6487202352283956,0.05117874684816525,0.00917190955094978,0.101521529222106,0.07657196343292703,0.22876040648203363,-0.12757522386141096,0.1432744029678733,0.31238231770522756,-0.21500513163441623,0.6201739160269931,0.36324574580493335,0.031829060738648184,0.3326299653961387,-0.04703184223665208,-0.017964109702844556,0.06876055042698398,0.2932163893916415,-0.36417647069459225,-0.18850362352379468,0.605159051839542,0.016175494754185123,0.21843635314309257,-0.044343522428705505,-0.17461437150771872,0.5729684141373677,0.3264176950481979,0.3459960608035652,0.3496673796512292,0.21176987220103125,-0.2654680027346373,0.16908956288238264,0.4380254855261239,0.039749131254944524,0.2882225241875996,0.005843632314429808,-0.5025529682100179,0.5773210496243683,0.24719992059135046,0.5622868133418089,-0.11094782346949138,0.39484297236514465,0.39220808126063894,0.12272987297252007,0.30745173619936456,0.03222006633214662,-0.32316528650681936,-0.13359890582159023,-0.09292459215721575,-0.3673702681227847,0.24708156045041774,0.2894197026563132,0.0772979998027125,0.1253375209597976,-0.13683202422074373,-0.2661190965816797,0.003683833501311197,0.22952883628421908,-0.0925845041571655,-0.4125496073068367,0.5144929900827252,0.5028537901500127,0.3006764348567986,0.26245312467945675,0.3637382902501409,0.18193151183653877,0.06819560900235698,0.1522072514557054,0.08491915404410186,0.486354207927183,0.4856716918973539,0.14474737631960954,-0.21669553198114777,0.3109509073323862,-0.25605144178584077,0.5916322003763966,-0.03742014253404069,0.09780816996059355,0.07085339317342591,0.1458550276405554,0.06850541208041079,0.05324539508175184,-0.2178563300828202,-0.073087222132183,-0.09738478373127303,0.5585403951253839,0.044039924728445465,0.059355521974666835,0.3622995064586353,0.03701570096280585,0.20534369241708092,0.23694905600488864,-0.10355458655823342,-0.2147438543450262,0.6292777576475591,0.2173945000935177,0.023756004342175188,-0.18471965546644434,0.1694140387545487
ACC_sub_L,-0.20056485970264926,0.15369244042371358,0.3164244480201389,-0.13493401912298436,0.35566851926827897,0.048054945310408576,-0.1013414279781205,1.0,0.11523138197766568,-0.016869210302716216,0.08424011960556939,0.11449711724528167,0.26934632726972324,0.023887956085786494,0.055575344074915774,0.06037201115437901,0.15429863891657994,-0.05063630408334896,0.2627913631354397,-0.005643642161810347,0.13765095275627945,-0.15375428475041428,0.11064882617163584,-0.16125585578763532,0.025188922495231726,0.0034984026996497646,0.06912960131170241,0.30499586223569386,0.1907461932004422,0.1099825916419403,0.18725810332880594,-0.0021050618990851888,-0.13136239584408346,0.08931980220482182,0.07440808345176705,0.24144823130649848,-0.11955881671083579,0.026299099494380147,-0.015264340336078371,0.10131569427075808,0.11174409609883318,-0.024212317428711896,-0.17561769637398902,-0.05528788566891964,-0.10212583342056349,-0.012193742316312057,0.1665011462150718,0.20063912169402312,-0.1289245155027578,0.15139260303048013,-0.048502785417208,-0.10947887507628747,0.2173015162619577,0.05751806928968325,0.04654097778733482,0.1585169180013926,0.03993194139200316,-0.0075441961748585135,0.2685167808175754,0.11965397310454728,-0.10594085684785888,0.022984860047813662,0.017297755578665527,0.011514686469441942,-0.06645835872202487,0.018362975637370313,0.10653565757979523,-0.020990025901812422,-0.1923409981003082,0.2411748798874351,0.28401336233595154,0.028255177026908246,0.011797823643087622,0.19203655083956883,-0.08967690705477668,0.23996671331223962,-0.10956925397313315,0.30897985116781923,-0.003048615645264382,0.04626277532480404,-0.08523864161170853,0.15617413157678695,0.03611612308621271,0.06812479872725342,0.019564338415729216,0.03821261179596832,0.07371232341979478,0.2178291502129951,0.024835399974640814,0.1389198798924471,0.007461042391045905,-0.004533185632063875,0.14806966516123538,-0.022509637600021087,0.2320791158877289,-0.04398396173705391,-0.08665037690428316,-0.013615551147907821,-0.0158031323058238,-0.08979011842261897,-0.02621460621487989,-0.25042877062222524,-0.07339192586657525,0.0035168585337438476,0.1759997259072113,0.22817208964158173,0.06284872448191875,-0.1795306852689902,0.3741836571396826,0.12553217252420582
Thal_MGN_R,-0.05936895312212476,0.5789135291164482,0.5532247899628565,0.05623839162383909,0.6182603786606189,0.20333776264389536,0.3064709191601593,0.11523138197766568,1.0,0.3624396654920995,0.2555016062176421,0.4661707135316252,0.6084106414912119,0.4209333433248245,0.33413896619062516,0.41897588450146983,0.4921876779037819,0.1107025002908825,0.37648282727561544,0.21267892115231404,0.31646609517065766,0.3106495663507304,0.4403216353092157,0.23237981086640747,0.37434143956171334,0.2869852007635517,0.3551780370905142,0.5439303391535781,0.5366961474949121,0.26603160606192144,0.18937352934979423,0.44902480051324156,0.016330264760871693,0.4305965314996787,0.3033885114597512,0.33932654931581563,0.21843648381899106,0.321110080370442,0.4389351568714291,0.21915344907223333,0.4889393959234086,-0.07806593583519487,-0.11577922071181379,0.4082367607307769,0.1167174863094959,0.4577245917272453,0.3606777553340595,0.18379218121568985,0.1124461965634903,0.47508614333730076,0.5877994006834437,0.1662948457052731,0.5918138314942003,0.5315779614089406,0.13074140312492508,0.46122862489772554,0.48728010228147506,0.020095444222209796,0.4617951219172807,0.06145265766423299,-0.08523716771626909,0.2833289146083301,0.325896781980014,0.2574825920111723,0.24064586884084344,-0.07881475466921675,0.18700501075656764,0.12597463734109782,0.16483646973137664,0.2553081565310269,0.127578297625676,0.4317557320493292,0.5628330538381114,0.5570827800609675,0.19200758518066174,0.5887837677777022,-0.04197728856748015,0.46400346794935093,0.14907535130137792,0.3023567993381219,0.09886014278898873,0.5100980376625497,0.2664802250717988,0.22167345410012065,0.45951450865201543,0.30175525401122727,0.4047951018352805,0.45028594061725125,0.44962395064916444,0.13203611593612682,-0.0931599110967176,0.10277618483049303,0.4604180886976052,-0.0356261749381042,0.47468356719234167,-0.12646840264244488,0.2824389124237893,0.2652648562591317,-0.09390489800771132,0.15640325330946522,0.2877391546917178,-0.2180459937302911,0.27771426297609164,0.30342131025314156,0.27920872386701645,0.5209609317258362,0.3718310888381734,-0.10345314065884091,0.35233537708155377,0.09733906041276637
SN_pr_R,0.3839068987351468,0.17383435983084533,0.05809427949500227,0.02546882213624465,0.28762460492794023,0.15492787651672424,0.22713518048871326,-0.016869210302716216,0.3624396654920995,1.0,0.35340824072227084,0.5290974585572902,0.18162669944361431,0.2173935350661952,0.2471137002063799,0.36295727301584285,0.2129103270920657,-0.13808949477992477,-0.04441389634813638,-0.00912591939709786,0.1590939163487585,0.5061487162853271,0.17582660374524903,0.35042008491822946,0.33694171527109784,0.26594825707180614,0.4117573516380012,0.14357936777742425,0.36308567781891027,0.1112947753002081,-0.311931510553987,0.3659496330689373,0.07573076197156428,0.16973307526229778,0.2619717222077176,0.26909517923858683,0.3216612467879242,0.029306516053068866,0.4513286167686131,0.07365904660594638,0.3511459506143807,0.02744119642826825,-0.02613910577791264,0.28464734936456604,0.009885857737178056,0.2864893248811714,0.13942475009684244,0.04387640625011656,0.023739827449932294,0.28863760998964616,0.46977560207328223,0.1749265448034686,0.30962159582939663,0.5128420478150443,-0.10285221108354006,0.36885942142196826,0.4417232496585563,0.17249459874200887,0.1571719607653177,-0.2775132988372719,0.2776404948463125,0.19683966009381967,0.5139755243034558,-0.06292567725162754,0.1335460056819597,-0.3150845843419822,0.29893772397991925,0.1558543211850089,-0.01956261512581242,0.04048468904957745,0.19074734490234804,0.3632343221051757,0.5964736835236213,0.6201193672970533,0.13442093408019842,0.3359850118517311,0.08226356215986624,0.016309697042947373,0.34081478619110767,0.10601123146481337,0.25037373107490796,0.4007185792990881,0.32899482841892946,0.1648751516935021,0.5993326917491784,0.3657843600817003,0.5470723583981315,0.08651960571572713,0.12801160836729455,-0.27893657519732934,0.21736889561425,0.3501648147490051,0.20412490440509146,0.04287608533050292,0.21985885298095592,0.14986386026349718,0.5020962077436689,0.6449048801507262,0.009093721784147883,0.13876118052519862,0.4179938605053318,0.15221448151675515,0.13533946156278379,0.08767508702354344,0.42073284952592793,0.20110660992047932,0.11519528190905474,0.3302087268863919,0.23828357791761973,0.09033318867661949
