,Temporal_Pole_Sup_L,Thal_VPL_R,Insula_R,Frontal_Inf_Orb_2_L,Vermis_4_5,Frontal_Sup_2_R,Cerebellum_10_R,ACC_sub_L,Thal_MGN_R,SN_pr_R,Cerebellum_Crus2_R,Hippocampus_R,Lingual_R,Thal_PuL_R,Thal_PuL_L,Thal_PuI_L,Postcentral_R,Rolandic_Oper_L,Vermis_8,Frontal_Sup_Medial_L,Angular_R,Hippocampus_L,Caudate_R,Thal_IL_L,Cingulate_Mid_R,Thal_PuA_L,Fusiform_L,Temporal_Inf_R,Cerebellum_9_L,Occipital_Sup_R,Raphe_M,Thal_MDm_L,Temporal_Pole_Mid_L,Thal_PuA_R,Precuneus_L,Cerebellum_6_R,ACC_sup_R,Putamen_L,Thal_VL_L,Thal_LP_R,SupraMarginal_R,Temporal_Pole_Mid_R,OFCant_R,Thal_MGN_L,Occipital_Inf_L,Thal_PuI_R,Paracentral_Lobule_R,Occipital_Mid_R,Cerebellum_10_L,Frontal_Inf_Oper_R,Thal_LGN_R,Temporal_Mid_L,Heschl_R,ParaHippocampal_L,ACC_pre_L,Frontal_Mid_2_L,Thal_VPL_L,Parietal_Sup_R,Vermis_6,Frontal_Med_Orb_L,Cerebellum_3_L,Precentral_R,Cingulate_Mid_L,Insula_L,Postcentral_L,Rectus_L,Parietal_Sup_L,Red_N_L,Heschl_L,LC_R,SN_pr_L,Caudate_L,Vermis_3,Cerebellum_4_5_L,Frontal_Inf_Tri_L,Rolandic_Oper_R,Raphe_D,Temporal_Mid_R,Red_N_R,Cingulate_Post_L,OFCpost_R,Frontal_Inf_Tri_R,Supp_Motor_Area_R,Cerebellum_6_L,Thal_VA_L,Thal_LP_L,ParaHippocampal_R,Occipital_Inf_R,Thal_PuM_R,N_Acc_R,OFClat_L,Cerebellum_7b_R,Cingulate_Post_R,OFClat_R,Lingual_L,Cerebellum_Crus1_L,Thal_MDm_R,SN_pc_L,Rectus_R,ACC_sup_L,LC_L,OFCpost_L,Frontal_Inf_Oper_L,SupraMarginal_L,Vermis_1_2,Temporal_Sup_R,Parietal_Inf_R,Cerebellum_7b_L,Cerebellum_3_R,OFCmed_L
Thal_IL_L,0.33195744616383366,0.0010366383650281948,0.06558476337180805,0.39798770391710386,0.14827208467770261,0.29698027174908037,0.031829060738648184,-0.16125585578763532,0.23237981086640747,0.35042008491822946,0.14892546491171016,0.18308944136803845,0.054414942021134956,0.22328039841430994,0.07817164778696001,0.23146905607211576,-0.009839239238523308,0.3825949559764283,-0.17523870516735837,0.39345774139127426,0.03709540827325795,0.3035779833816063,0.14419577460573824,1.0,0.34009479746055254,-0.2024652162539135,0.4388441147282446,0.007841406605669407,0.02959422281303019,0.0018816285107414335,-0.17281231761563112,0.18255562066369582,0.46561645377565813,0.26979293213281336,0.1345158321410049,0.2042791174520033,0.4237236503532409,0.31439641243019123,0.17485566881147324,-0.26117545073971,0.1406323134164928,0.14580934232006057,0.35524249586947465,0.07198913115819024,0.24981919219651294,0.0911087052286612,0.01502879470206753,0.05733060390647796,0.11629396884793172,0.021673526420138336,0.3146517766458388,0.40879092378804033,0.021809679564547133,0.35830671964702226,0.15217656192424095,0.07362990779031321,0.30562086966251173,0.06378950720987593,0.17621261829691562,-0.13961820101304584,0.3846367739233796,0.08401090659093507,0.4636929828512918,0.49544098732347075,0.17067188320906274,-0.20238506888544142,0.01954722332238276,-0.045984267719461264,0.1852452065365665,0.14801411042510265,-0.17428734925536019,0.36337366104105173,0.2815700277274816,0.23153095820789893,0.5139254651526192,0.1617126373676798,0.06302918597194924,-0.08095185233205392,0.3567523093897278,0.01333459783153932,0.5008025427511644,0.117416724988559,0.15541805959012103,0.3460713984568518,0.33801981774003176,0.29521884136567234,0.005887118377967765,0.05834180626987917,-0.033287194651807454,-0.2602114271716097,0.03186000129448491,-0.015501304754144359,0.03268914586634187,-0.09261661273700433,0.22723951228650102,-0.03217395632677015,0.36141941620511225,0.2747107305087074,-0.3307547158211899,0.30068294712515903,0.4355181484238813,0.4194615986604185,0.2909910279148435,0.19376990413574724,0.012241196069177538,-0.04879822135539116,0.06709260488290797,0.3213533046050476,-0.17280186289846913,-0.3869830588987531
Cingulate_Mid_R,0.3266064609111816,0.21285105988064884,0.33008408001437106,0.6548281880237727,0.3681376597606973,0.7301596348200495,0.3326299653961387,0.025188922495231726,0.37434143956171334,0.33694171527109784,0.1717609961223236,0.4336546240295022,0.37634321776306623,0.3224012127391754,0.43668575018183986,0.39566529366587033,0.4541717701374998,0.4727177284292609,0.03295293681529599,0.7163307052041706,0.06888278757753238,0.6392483096491698,0.6393642660195479,0.34009479746055254,1.0,0.26989816045493575,0.6346604215895603,0.15874103852341528,0.18770884329526036,0.11568045771044938,-0.17821269703944792,0.43526860945669443,-0.05496407698501147,0.19820568719572193,0.33746791645350044,0.23818815932500245,0.5758254641940046,0.6625577066300791,0.4420692396170169,0.417551472777704,0.6351767736776062,-0.09673627660675972,0.43747240363659734,0.5363828435016491,0.36351321447988094,0.46378587621387235,0.4330290850958514,-0.036868176283525164,0.3622418882936289,0.4533325327797149,0.6861161391398537,0.5738888997496752,0.30827531717217355,0.4979152011716694,0.3582855528794748,0.5586132894454992,0.4744888700894692,0.11580269113357707,0.25581824122843755,0.10683911823805463,0.2629314085495151,0.48528779035643055,0.8576252466327413,0.5580409168262793,0.5602304407602842,-0.03581132207587011,0.1676503624182745,0.24952976971302998,0.5279541455588849,-0.11452124346165449,-0.2605258336820148,0.5938964759181313,0.5447988387549159,0.5747666346615167,0.6526146821230799,0.5240997747240467,0.13258979774174026,0.13303752396184998,0.13678872681545878,0.38419577764960283,0.37177217531193385,0.43583396764714855,0.456229016894271,0.3677633529790623,0.5368453124903274,0.38428651284397897,0.3771041393953036,0.09640553265398387,0.2744243321446161,0.17612122435535715,0.15873149197691488,0.25779291749914063,0.5082355419499452,-0.3956399789998816,0.4524081426308784,0.016318171775217542,0.41237755423683176,0.2846420130748231,0.15802565664142415,0.7027984001410394,0.4787515690230807,0.17633029333413752,0.6726561147359762,0.4491955193673622,0.08188068486439665,0.34054138442950005,0.517680841475993,0.21087604495118123,-0.18347959147242363,0.03263758615333197
Thal_PuA_L,0.0896629947983008,0.40767474546987037,-0.01840346355725573,0.03430772008408167,0.34117544133784855,0.297272955240308,-0.04703184223665208,0.0034984026996497646,0.2869852007635517,0.26594825707180614,-0.0059803164468131605,0.18457911720760356,0.45921964879627675,0.31590756926343405,0.6542216507723302,0.47153507227464686,0.5375059641247856,0.11291743166569312,-0.07724017533662304,0.04814804213826432,0.44442735293043717,0.3568659398200622,0.34133182719239635,-0.2024652162539135,0.26989816045493575,1.0,0.35802178597256135,0.06300100857631258,0.052165208396598155,0.49768227949276544,0.07337077210475902,0.14645526814794976,-0.22877628951642995,-0.06881386193894354,0.5894997976354659,0.05295744545028658,-0.07389934298014983,0.1660031419880887,0.41090521749320275,0.35038837434261677,0.5223041874116428,-0.055283680097005725,-0.06322803446701887,0.3493068925801706,0.10157024152598013,0.6062846535425334,0.5933499694125287,0.2227556317408897,0.06447348837893499,0.5588696724016559,0.33678264318272655,0.4145780721714201,0.07099462801405015,0.3082855796018274,7.912527690772277e-05,0.4352790533543147,0.5850999144737693,0.4765383409268517,0.11015270506463692,0.1892408630066529,0.381785485089578,0.479130103094694,0.1388371048281252,0.019436727698588892,0.4882594375077821,0.12021553430967355,0.40241659616327907,0.5254919233836962,0.24146609035655575,-0.06172932900915388,0.18185100069078983,0.07399421680732711,0.31799814558021827,0.41630836607372773,0.2061074453974192,0.19551295065140217,0.033951857140321465,0.10887264465851751,-0.031163209792884908,0.6236788973112618,-0.2886109643453733,0.31235687068831347,0.5300461350396981,0.17251514536646986,0.3072246581677955,0.37216579066629224,0.2251651534559888,0.04613187002245877,0.3684548674902848,0.14279985519520572,0.052207892588665636,0.2437771524442413,0.5702598766174672,-0.10717286635231227,0.438043178369436,0.2669821809257173,-0.004114796950463475,0.3486780272639261,0.3335771939877471,0.12067844898234457,0.38745793818314606,-0.2354825489775686,0.41725103772130007,0.4673561058462973,0.4074198217847744,0.07139248076490269,0.44384101173526597,0.03168098839387493,0.05804762274503931,0.3179024040289912
Fusiform_L,0.4945976251063122,0.19047921253662284,0.13625401652459126,0.4314273881131636,0.5919978297272525,0.456465481785328,-0.017964109702844556,0.06912960131170241,0.3551780370905142,0.4117573516380012,0.4184014867670896,0.2470970465542675,0.5204357814274722,0.2712129367949305,0.42919048299835383,0.45621121867274833,0.381896682306303,0.49146984702668184,-0.013327593943656282,0.3884354590894076,0.18047093531676558,0.45130209081655664,0.48687136873507725,0.4388441147282446,0.6346604215895603,0.35802178597256135,1.0,0.30369027156543343,0.23435272675325533,0.3249876277686313,-0.1335127617526544,0.1402321444118656,0.09379638243516354,0.015798822146421736,0.3995719365361103,0.5972293967748018,0.23357012542991248,0.4252119428812584,0.4482896309980853,0.17515657259710635,0.5113048107694188,0.02183745679909459,0.3019660439200331,0.23610095072258497,0.3238852573928312,0.4230016420164436,0.43175551253466893,0.28438697972292853,0.27104440890673226,0.36654434616876086,0.520056151997196,0.7941255346481361,0.18442802831798305,0.5225049616859369,0.03141330683366805,0.4059127805910552,0.5481228759126305,0.237020232472152,0.5794115722971861,-0.1543918245927502,0.5451307264594809,0.379697557676858,0.6477586143167959,0.4129868775424573,0.4919772198655458,-0.31300022886937895,0.21314072260702693,0.29031539550409186,0.35522016203230916,-0.08202454399662758,-0.04028537626762756,0.3741608683721191,0.4307957594837003,0.5502097086950741,0.5321457024025321,0.36319931270173605,0.06336867945846165,0.1258530670687023,0.15038971882733876,0.26315609866895984,0.26700190828077036,0.3175712261834159,0.45178925830295014,0.7755716195847555,0.5577045419754874,0.5901968771683435,0.2711510688475134,0.35947332883645333,0.19140172554019835,-0.08154857511270604,0.3052242966988936,0.4427916702470342,0.44587049048713673,-0.21993060293723482,0.7223606974564925,0.32467602840529763,0.21993126618661374,0.40642646512032604,-0.06297117030920717,0.34208950560028945,0.7641981880008119,0.016912232479199145,0.5719813804269765,0.47038517692989684,0.18976201971443032,0.012179283603678622,0.2771896503409727,0.45324391669888087,-0.07045684090819637,-0.12134111166070345
Temporal_Inf_R,-0.18661757473314947,0.6048159405842346,0.6311694431844156,-0.18988725882648702,0.818377904546287,-0.019885469911482514,0.06876055042698398,0.30499586223569386,0.5439303391535781,0.14357936777742425,0.4707979807027762,0.3047623475447148,0.7847671277792826,0.3870167864670205,0.30228769511616754,0.2418146867160352,0.49004991310371754,0.046716666437649906,0.8041986429722323,0.03143891899190599,0.4717188230457318,-0.14515996686467403,0.26566193498199053,0.007841406605669407,0.15874103852341528,0.06300100857631258,0.30369027156543343,1.0,0.6392334090441253,0.47627084064382014,0.23500495896567572,0.24055149045429483,-0.06704292641402147,0.501949367691263,0.29995346608286966,0.681990029370349,-0.17245315059005698,0.14108399890435339,0.06284310655067901,0.24867506401757175,0.41174670122173185,-0.07912730791928371,-0.2505729611882401,-0.11876709311841374,0.12173708114714896,0.2222204166878714,0.3844794814525031,0.60875013042292,0.04551435145488166,0.4259249852904839,0.0630178759408008,0.06601768767339808,0.5513255057935791,0.23963263079657537,-0.044748862674442384,0.4382514958459279,0.37732939795085263,-0.0003242005832195463,0.8581684374539009,0.12790307816620874,-0.385826474856735,0.13458669387864883,0.04560801285449028,0.045561093563889245,0.1743739132005304,-0.03712190276162375,0.2810421512623281,-0.03308237491107267,-0.17861120890991594,0.426887999485386,0.4820295049012142,0.07057104325448667,0.17847605338946612,0.3218398350454611,-0.08607006060371193,0.6462905219823327,-0.4310654521021474,0.88387186921681,-0.005014389530084769,0.21852263954329387,-0.09233995722873675,0.4652526415884637,0.07545016269834406,0.357302234285827,0.24955494677085852,0.44140657652923876,0.22028792851364098,0.8545433509285004,0.30917033334237265,0.20248392283028316,-0.05875319517865826,0.19043274543808086,0.5275400640854696,-0.03384075800215976,0.6608945251616797,-0.17915362448217337,-0.018566008630752057,-0.06848660990292177,-0.08455844096732236,-0.14069456477866663,0.05123273008276953,-0.400958649812787,0.10722989341642371,0.38443722028356253,0.17698014924896074,0.5692099196436261,0.3011266807299817,-0.19616202693765156,0.6380829868395771,-0.08411253545825594
Cerebellum_9_L,-0.02433932168396699,0.3750321636679596,0.4991750387279327,-0.03672518787305298,0.5807513785268843,-0.027098497485189034,0.2932163893916415,0.1907461932004422,0.5366961474949121,0.36308567781891027,0.4013118943696964,0.40440577981700826,0.4902920113295634,0.16176544967211542,0.03624715711948215,0.0688895752366023,0.21393666669191105,-0.0032154643634316124,0.6979804669356781,-0.014158063962370217,0.1567875001892054,0.10097106049220346,0.1533835312888295,0.02959422281303019,0.18770884329526036,0.052165208396598155,0.23435272675325533,0.6392334090441253,1.0,0.17921951076225537,0.19380250079286274,0.32895345256226305,-0.053890747515799246,0.3691421074750467,0.03417512292740883,0.46056814703010546,0.05580820420566005,0.10465289422867737,0.23196001780245368,0.17686351570984793,0.21266342303623675,-0.05236669707122838,-0.09766778563394822,0.2626934145056696,0.0045508691954898135,0.04549403837376146,0.09015662071945434,0.23931447946190723,0.06184069562316589,0.15955707979224243,0.2808769831813764,-0.010787170573916406,0.6509167433139996,0.41656980433371366,0.015247845258437552,0.24685009410915656,0.20501135096180728,-0.09165246711701618,0.6090460659512543,-0.07950914872005208,-0.40323138553603505,-0.03030889996246815,0.24739130614331017,0.056836761926864064,0.016052375721916094,-0.11143943152915804,0.1372325686943143,0.06233360332585329,0.034810904267951685,0.18580334357905987,0.19967854135759078,0.26667397187214925,0.26726790988037014,0.48129315114337246,-0.05906384746606941,0.48779048191994473,-0.09978998526092595,0.5111483952947271,-0.006699105900619697,-0.056718035611336245,-0.010033017702676963,0.24956713109119866,-0.1124969497898788,0.2560005747613175,0.32779057468463835,0.26215168057994226,0.5300460858497219,0.4752820077232118,0.30915545811439565,0.09417325179418749,-0.03527840898928369,0.1520374167668685,0.23913896735015563,0.008561769417343806,0.3532135717671788,-0.04685760908680956,0.08500251141049164,0.17088072113595895,0.04142181477922281,-8.816939117976886e-05,-0.077713480039409,-0.21109427691408333,0.039614212288872505,0.07852804809995483,0.293927149365896,0.45994500118931725,0.10188304290631615,-0.06824230294754734,0.5666330502758766,0.03691120395851486
Occipital_Sup_R,0.0020426143325995606,0.5054900994924618,0.2104635342172989,-0.2111240293713458,0.6019313415250895,0.08575826007900343,-0.36417647069459225,0.1099825916419403,0.26603160606192144,0.1112947753002081,0.27601793278505987,-0.10285991007029036,0.6574709188489712,0.4278981198951331,0.4928124082191723,0.3607709046797847,0.5187285073826231,0.21841399848493623,0.26524967334141986,-0.10280931425948699,0.8181342059964221,-0.1872246387933188,0.04224978038280503,0.0018816285107414335,0.11568045771044938,0.49768227949276544,0.3249876277686313,0.47627084064382014,0.17921951076225537,1.0,0.10365477260556073,-0.15278339414827133,-0.05551879459469436,0.14760211020834035,0.6355697922302903,0.47113901094205435,-0.35846841465117046,-0.010780895807274541,-0.0416167040598854,0.04907323710074515,0.3941075664916628,0.11637949070893797,-0.22131839149742402,-0.10795793926220036,0.18406150164902443,0.33667890302686915,0.5159730463349688,0.8764079268531965,-0.2018164828937059,0.37393879109618644,-0.02840630055375308,0.39715081880816894,0.21777621806275604,0.002162841846743635,-0.2250593163048709,0.29553924333845033,0.488719448471781,0.5276692647607795,0.5245937865692943,0.2768953788991173,0.21639152960026595,0.258518430688593,0.03201651940088764,0.02215861566725188,0.4324673499213033,0.1626738596166161,0.5807948431992007,0.12578562941867782,-0.08829856878278518,0.16691346108051955,0.4335733191465216,-0.31542219501459934,-0.045052581005035536,0.1429212099859265,-0.05203522094395104,0.3128781272675102,-0.28717780934079035,0.5492289591251158,-0.13760353594539365,0.4438842770812715,-0.4301733216563329,0.14765460918417558,0.350009393602764,0.4391725435819255,0.21463205130331134,0.5358450200035696,-0.18012844195139727,0.5561039855672052,0.3910698150252611,0.08436226229391146,-0.07423220368525314,0.25634169537425683,0.531706246347465,0.0952491916215438,0.6164134347164584,0.0187512772010267,-0.2907245839095991,0.06808198524616296,0.06107574306156999,-0.2039874467379423,0.19003319449905,-0.37546814770232106,0.23576715730833223,0.5833637726920458,0.3118880451019525,0.0740572155849641,0.44342114060219195,-0.008016251991900541,0.28048373218664124,0.0317078959658504
Raphe_M,-0.36706925564999826,0.18472882156589496,0.27699457011760503,-0.09047491916373013,0.23235195677004217,-0.06909716409963972,-0.18850362352379468,0.18725810332880594,0.18937352934979423,-0.311931510553987,-0.10875329747773799,-0.1903546734464192,0.2591423666079814,0.0822820621029051,0.01880860032967376,-0.06072186775661851,0.04570375814294451,0.17373697744742245,0.3437550216532083,-0.021865101328878738,0.08233729663197266,-0.3609292483598132,0.1104096180995795,-0.17281231761563112,-0.17821269703944792,0.07337077210475902,-0.1335127617526544,0.23500495896567572,0.19380250079286274,0.10365477260556073,1.0,-0.2577546326153852,0.05236653842038327,-0.1263009633913378,-0.033992435780488744,0.08286543589562143,-0.3006501962014833,0.08935801783032439,0.004442509625487646,-0.16982061387310313,-0.05930148436839906,0.21503892079041892,0.03006523764296428,0.07690557061515232,-0.28840925080279206,-0.14314584796137017,0.06745165195203748,0.19341970425650382,-0.13135379575891204,0.054861388740905896,-0.1642128510291496,-0.08456250086486987,0.08289005148948175,-0.03186302069561534,0.1484847374733517,-0.11717207678993474,-0.014413552170541586,-0.07898282710418518,0.260099732973319,0.21499448150875297,-0.16953421466677807,-0.09822023601613104,-0.3216137687290816,0.16881489389053633,-0.06041438642208756,0.2886125333354299,-0.056066828455463756,-0.113457333201995,-0.033792171950250936,0.1682087293746323,0.10064056023733389,-0.12737209869551497,-0.2169097242722097,-0.12542021177263174,-0.07096339186320931,0.06521801727332978,0.11327112507554406,0.2868232381039039,-0.36231618046948266,0.061216053717533685,-0.3768401990884503,-0.12503459097502234,-0.1856349158220634,0.059965205588487065,-0.28577261453952385,-0.12715385521997605,-0.21611670163161292,0.19983099290838963,0.14626118792645398,0.26045923504424273,-0.27280542634889143,-0.22035629540249535,0.11176147485724,0.03678516616719014,0.11810126077972734,0.05539784150446681,-0.5302700915883927,-0.08978440913280455,-0.022420311699525977,-0.16701374000614186,-0.252058204265954,-0.3317900062756687,-0.003715647693122145,0.07393368247996111,0.12446635424673864,0.07064700606313946,0.033956645979758955,-0.37325500569799813,0.2866135888472316,0.024739773280653018
Thal_MDm_L,-0.032675358410684,0.4708299856650456,0.26556923737310806,0.22377122012710343,0.2063581770311752,0.32630463582968783,0.605159051839542,-0.0021050618990851888,0.44902480051324156,0.3659496330689373,-0.0033980135826456458,0.6835213542100416,0.21219427468940286,0.29468213927944464,0.23447884062047736,0.3337406775352854,0.35129192508677115,-0.15507856690986843,0.1408815421390752,0.3722226360884776,-0.027708592524274763,0.6202231247691526,0.3627771746544083,0.18255562066369582,0.43526860945669443,0.14645526814794976,0.1402321444118656,0.24055149045429483,0.32895345256226305,-0.15278339414827133,-0.2577546326153852,1.0,-0.20088175317834941,0.6344920888275056,0.16609154330753137,-0.07117854799018578,0.540874497987967,0.3198125504877466,0.3964341958853455,0.43750964459117314,0.4820033477645886,-0.4915782054839784,0.01762639888646841,0.3694191295471737,0.21327514127032188,0.45083588255071855,0.24642631691771077,-0.29052213499098956,0.27671896716084016,0.4104623679275838,0.5355979583897501,-0.07682000566661923,0.4132908748604391,0.5668258203098724,0.20181063480821834,0.5587214167173015,0.2517990609285039,-0.02597583036230517,0.01636060498114645,0.03174948336722073,-0.19145724587870785,0.30910761525338365,0.3879359708732986,0.1199206502058844,0.16714098444193914,-0.06377291204349639,0.08151865859730938,0.20822666599954828,0.2038041732989561,0.13093570520543496,-0.13797262590993234,0.5984547444520532,0.6521014058192426,0.5944795996589907,0.2565376423164257,0.4585426283834879,-0.18051023992920148,0.1430393265027214,0.3287881809125675,0.29526769067452624,0.37945171654485665,0.5996113322795051,0.22723529471622247,-0.2104810434269014,0.45399001621985524,0.09137185188901016,0.6777775677842559,-0.02185806456721541,0.39902034279242143,0.1976417937425722,0.06753792630821405,-0.04980013030626252,0.3940626894686387,-0.21108732610565686,0.1189365471639401,-0.1933098644403775,0.7456600327363907,0.1427235722623625,0.06789995943502745,0.43541209694546534,0.16970691083715664,0.15100240843365265,0.2514472908555269,0.08720122965701456,0.13703640000224201,0.5770851416675948,0.34522547066829906,-0.07202642837409783,0.15228280359159715,0.15072399660799116
Temporal_Pole_Mid_L,0.3958190679170813,-0.25564312644006737,0.052348459221516784,0.13662701940523525,-0.037258264766816714,0.09624303027599797,0.016175494754185123,-0.13136239584408346,0.016330264760871693,0.07573076197156428,0.1993453785703767,-0.054932419696056604,-0.0499748240159547,-0.15544530339733592,-0.10946760923552488,-0.09046655295359408,-0.12209052219918082,0.1230707604926053,-0.09923923365685963,0.06909600053714095,-0.10089290428832753,-0.02744799641080686,-0.061715034794386524,0.46561645377565813,-0.05496407698501147,-0.22877628951642995,0.09379638243516354,-0.06704292641402147,-0.053890747515799246,-0.05551879459469436,0.05236653842038327,-0.20088175317834941,1.0,-0.05600364081522615,-0.17450699892738095,0.16377605654113392,0.18849939066451987,0.01869484645755547,0.1409609970103058,-0.42307662136941226,-0.13716820279164682,0.5920352348647734,0.2045371507102847,-0.05246094966494633,0.008776496381697411,-0.12498438657864312,-0.16945761234270307,0.012280617900331126,0.05331483954242226,-0.02555863610874306,0.0406464950670733,0.08367780016630523,0.023019165495255046,0.07103035386375693,-0.04742953046161938,-0.21216861348362806,0.13158030811754992,-0.1856125156407995,0.023758910695310196,-0.2228561056715601,0.1660106050654321,0.002583360615251488,0.07243957265573377,0.16125533219912266,-0.073725820714592,-0.21159557045316058,-0.28670066491757723,-0.1973651780336109,0.00026759226659825897,0.16727220728315487,-0.020714316259966403,-0.006916447403965275,-0.08750028929434521,-0.1486604841671988,0.2182281989695408,-0.004485839396418538,0.23683032728845177,-0.07615182396338441,0.15364235704489299,-0.12848511579137453,0.29630767710794936,0.050040695179681655,0.026228622404453488,0.2461295652057728,0.11303189103495587,-0.2198709002853148,-0.2277778501617942,0.07602771126375307,-0.2945923098378074,-0.5590021268082735,0.19498184432732898,0.13087856068373907,-0.20907023057239688,-0.002278318827642397,0.017659260632611317,0.31586072940511245,0.013118101341892122,-0.07806884763428446,-0.34796900153387217,0.0006864780546493286,0.15870519105401018,0.31559704673160316,0.029217726719508962,-0.09870768368314448,-0.2195956956698599,-0.05313025518217183,-0.15846539528769757,0.3592521266943329,-0.17476410454229913,-0.2360470280759194
Thal_PuA_R,-0.14565695898190148,0.49189430125948713,0.4619278625828671,-0.027084661817335258,0.38732194294006117,0.028013055258120916,0.21843635314309257,0.08931980220482182,0.4305965314996787,0.16973307526229778,0.16770538551137143,0.28087703785415763,0.3289337924744494,0.23811232153022327,0.08168267691877629,0.08913901935381498,0.19043938838835528,-0.047328154865912915,0.4717099464984523,0.16354390853864734,0.14830964245063066,0.04359401772396108,0.009713055717508965,0.26979293213281336,0.19820568719572193,-0.06881386193894354,0.015798822146421736,0.501949367691263,0.3691421074750467,0.14760211020834035,-0.1263009633913378,0.6344920888275056,-0.05600364081522615,1.0,0.033418309022784934,0.2272789617742829,0.13634767041800971,0.09595229869616557,-0.08305873206712824,0.3687606777788773,0.23088533111422518,-0.2861296263789849,-0.1222756528379881,-0.018443129771126627,0.33089787201872356,0.12590975924471648,0.08809236136581196,0.1606485358330045,-0.004979511509490387,0.16060784726974728,0.12770507610115198,-0.14726009311396074,0.4750890423728982,0.1950837491009671,0.19249885202776681,0.24570914995243878,0.13897358606610558,-0.15937207173593212,0.34516925076676847,0.07413695289782316,-0.3816230247499795,0.009499675967903081,0.17644391750965138,0.08554552245765061,-0.01729319333247742,-0.07621668132921643,0.038745221686690395,0.03694042100440571,-0.001722664154521136,0.392297847964992,0.1957567384462518,0.2963528194260095,0.24738402427099804,0.27654244726413835,-0.02303960281392542,0.4224589313804786,-0.5292783534973883,0.4546213438456628,0.08195277074741639,0.08973488916013177,0.13870795917681766,0.28623932417508474,-0.11444413658758294,-0.0014470211699082831,0.10804265572286188,0.2584994155612881,0.2973702033153905,0.36408146008343306,0.257457494987791,0.23644888343667872,-0.11993516086360657,-0.049796577437417104,0.28554397486834165,-0.07728028072846763,0.23132720817535204,-0.37838779502735187,0.35550015786842654,-0.13184571423975186,-0.04305795819982277,0.13801266989432795,-0.05833009292788578,-0.004663467224201685,-0.007472538592921772,0.08106851078185774,0.004162385831184362,0.4643661046953488,0.21076906584991437,-0.17147708481911128,0.3469905972074147,-0.21719661790179826
Precuneus_L,-0.06605437397290345,0.4700341838252914,0.08729605416085036,0.09118058864354257,0.5225450506883287,0.4551338456212161,-0.044343522428705505,0.07440808345176705,0.3033885114597512,0.2619717222077176,-0.05509058321085124,0.3607991249990743,0.6107390359409554,0.6106251513561137,0.7233099619939861,0.6540114263888078,0.7688279831304925,0.27581639428553334,0.015336294225632449,0.26943183111038893,0.7976973637951827,0.3292634293180389,0.4813487021506804,0.1345158321410049,0.33746791645350044,0.5894997976354659,0.3995719365361103,0.29995346608286966,0.03417512292740883,0.6355697922302903,-0.033992435780488744,0.16609154330753137,-0.17450699892738095,0.033418309022784934,1.0,0.09781457414158977,0.03994918716657393,0.378027199250043,0.2609725084126365,0.18598849050102204,0.7149133239069211,-0.12381649507926921,-0.026894127297651522,0.19598270772107254,0.14305342170815716,0.6712768645483391,0.8635998251902771,0.4578272369703816,0.05718219325144823,0.6773198911458048,0.31091446879437284,0.5008196601832505,0.015743937911908673,0.3687703710097176,-0.041936865890729105,0.6652163103934886,0.6831859303807426,0.7781683579713425,0.23066773916479322,0.3904518311639868,0.378453455289308,0.5964110893277369,0.18125841453693226,0.2649230184465765,0.6986573994788063,0.2930713010813988,0.713219382169835,0.2827263877170219,0.1670410237904384,0.20291231274673008,0.18585329586865884,0.06500839235528216,0.44704870719780904,0.4990236229638129,0.33956747339990867,0.41267882297704883,-0.14761599667025996,0.3754017352241415,0.21286621136301836,0.7876848360822495,-0.1476861277906507,0.480782433903593,0.7732176919727586,0.14336509106732817,0.4074327309529742,0.4921705300318989,0.12684137846845042,0.18784747574099306,0.3647037905689812,0.21443511181474992,-0.1392182079911658,0.05024043753189676,0.7616665692358144,-0.1512039990416086,0.61068682468788,-0.09625398845522462,0.12870343762743294,0.3196860309116099,0.17183682674673012,0.1926931735788714,0.4239264112369748,-0.16692851692498645,0.534167622159007,0.7351067484938345,0.441872098037661,0.2424220009807817,0.701610801529739,-0.11330508081069728,0.13908921772430313,0.11659703424224035
