,Frontal_Inf_Orb_2_R,Cingulate_Mid_R,Raphe_D,Cerebellum_6_R,Supp_Motor_Area_R,OFCmed_R,Cerebellum_Crus2_R,OFCant_R,Heschl_L,Cerebellum_10_R,Frontal_Inf_Tri_R,Rectus_R,Thal_LGN_R,Rectus_L,Frontal_Inf_Oper_L,Cerebellum_Crus1_L,Vermis_3,Temporal_Pole_Mid_R,Temporal_Mid_R,ACC_sup_L,Temporal_Inf_R,Insula_R,Frontal_Med_Orb_L,Calcarine_L,Cerebellum_8_L,Thal_IL_L,Pallidum_L,Postcentral_L,SupraMarginal_L,Thal_VPL_L,Lingual_R,Precuneus_L,Thal_MGN_L,Thal_VPL_R,Insula_L,Cerebellum_4_5_R,Olfactory_L,Thal_PuI_L,Temporal_Inf_L,Olfactory_R,Thal_PuM_R,SN_pr_R,Temporal_Pole_Sup_R,Thal_PuI_R,Occipital_Sup_L,Thal_VL_L,Frontal_Inf_Oper_R,Heschl_R,ACC_sup_R,Frontal_Mid_2_L,Cuneus_R,Occipital_Mid_R,Occipital_Inf_R,Vermis_8,ACC_pre_L,Frontal_Sup_Medial_L,Thal_LP_R,Thal_VL_R,Cerebellum_3_R,OFClat_R
Frontal_Inf_Tri_R,0.44177908976331093,0.43583396764714855,-0.10175348366662375,0.19567504117979634,0.5881541435646042,0.13688522367821723,0.15692149469777236,-0.05864070785646397,0.041360658439562346,0.4856716918973539,1.0,0.02112150681864267,0.5588353587197563,-0.08859288146138439,0.39755392683072055,0.004978802319041814,0.6399170466944238,-0.20322982370615456,0.43319018909305845,0.30164395068249306,0.4652526415884637,0.4533963853568668,0.08862319661087836,0.23078821288804943,0.08668541144169176,0.117416724988559,0.32738841552741144,0.37683726313562205,0.37759745607904577,0.5890014397121531,0.5040859207178384,0.480782433903593,0.3064203008762493,0.4712865553162207,0.14647046611286463,0.620128983956116,-0.30580003853467763,0.4754986753459443,0.07438131631295203,0.00020373109730227677,0.26831159853805736,0.4007185792990881,0.2052515771338543,0.5987187048253838,-0.026276674510824924,0.5543316409051439,0.8372725479528162,0.44995704027632705,0.4708322891958941,0.8027787891527726,0.08567482377380732,0.04681181851643993,0.2593337348078787,0.1774609558093398,0.13756916153093451,0.3760000901830454,0.3093873185147196,0.630499400929518,0.24373178011723623,-0.1657089452077491
Rectus_R,-0.09527119444798551,0.15802565664142415,-0.07811931875812289,-0.23324847138022733,0.11232335427502894,0.028892940495260623,-0.2304124235769757,-0.08313624383746225,0.1603811207161719,0.059355521974666835,0.02112150681864267,1.0,0.052394302292025574,0.23582332584776278,0.011170284524361118,-0.00392182929802055,0.1611757440080779,-0.15853100079482016,-0.014721154038476942,0.12931778156632376,-0.08455844096732236,-0.10058622955712339,0.23140885883331747,-0.10002065241020856,-0.07011488071931145,-0.3307547158211899,0.37289073233493575,0.10619654431337146,0.0987270771808935,0.14455979290392448,0.022554481707007815,0.17183682674673012,0.19318360452928263,0.043463750549433626,-0.03316119188467343,0.16558072921679684,-0.017289196666415173,0.11628218206335718,-0.05163694128049823,-0.35195606457874196,0.07321787025412774,0.009093721784147883,-0.2886317500328424,0.12273582002702967,-0.10677314482806538,0.13942607003969013,0.1115752003456207,-0.048495484180274565,-0.06840283368737057,0.11844141566358697,-0.03933640227756098,-0.019526167665728907,-0.21036771407530674,-0.03303385325384968,0.1541309758768039,0.024307068615055934,0.3675588986922973,0.13037250557322672,0.03735519291653104,0.05343972156046091
Thal_LGN_R,0.48000804912925576,0.6861161391398537,0.2396077395156564,0.07487605814781252,0.494017919969961,0.23280537861919304,0.12885486103847912,0.3478671460984163,0.49164587814127103,0.5622868133418089,0.5588353587197563,0.052394302292025574,1.0,-0.1611984527471627,0.6085892112527612,0.09572323833113731,0.7049897021868448,-0.16814518171344878,0.03851820740769648,0.6201574107463161,0.0630178759408008,0.27645618642231645,-0.09152002494467786,0.12343080165763463,0.27578909241694377,0.3146517766458388,0.47833045063946117,0.47972796085984654,0.28307893623259955,0.482346353129426,0.3375109437417302,0.31091446879437284,0.739197669561203,0.17508024113708656,0.4231773101605571,0.7193835195147479,-0.3316368478169956,0.4358987474416796,0.5003099471003818,-0.05539867887831662,0.28247465029543745,0.46977560207328223,-0.02131178529885455,0.5862272262440231,-0.1288752698692141,0.6110363135411242,0.5108097266019265,0.38623505317933715,0.6586749459155612,0.5187507630590501,-0.10675226242840413,-0.24787935702737302,-0.001926271936168965,-0.047229670712115285,0.2932140734114244,0.5493170495717736,0.39101222374753336,0.6778150444792108,-0.17377539330655495,-0.23331323534712378
Rectus_L,-0.40712323668472855,-0.03581132207587011,-0.06023401363022952,-0.480989556541681,0.17899770139353,-0.432871877297702,-0.6499492507036991,-0.028403629643854972,0.16645894439027434,-0.13683202422074373,-0.08859288146138439,0.23582332584776278,-0.1611984527471627,1.0,0.16747542773824733,-0.5231804550613852,-0.02376677912494565,-0.10222354304993728,0.17924988756889973,0.07213826887629377,-0.03712190276162375,0.0914024590904409,0.8336369413278534,0.02279365133568001,-0.7189451952882608,-0.20238506888544142,0.27013855273867793,0.31172271925692846,0.43658711807165446,0.09741566423266335,0.17555507803130477,0.2930713010813988,0.1431795868172149,0.20430324777349987,0.2501182938179634,-0.04496555222866649,0.395947411291833,0.11627512083909398,-0.14550247158736995,-0.31451879092708834,0.21759047901638814,-0.3150845843419822,-0.26177526587921635,0.14434761281858957,-0.09835403113366219,-0.08750559021038037,0.23152491761463775,-0.11734712651723214,-0.18238838635408086,0.2067660195097434,-0.0415359046842607,0.06323038634128925,-0.15391760940790425,0.09841101594284579,0.12686763110723964,0.2364583206950321,0.05117758293026928,-0.014584140208830117,-0.0239905320796505,-0.1366118826274871
Frontal_Inf_Oper_L,0.2011117405753057,0.6726561147359762,0.11964185412221721,0.11993058329824646,0.6127922270429519,-0.0936398360507056,0.011192236175830995,0.5744788708878777,0.658383087990189,0.23694905600488864,0.39755392683072055,0.011170284524361118,0.6085892112527612,0.16747542773824733,1.0,0.06186766856467489,0.3529210007538604,-0.08962911731610632,0.16816415990994685,0.7019332022307135,0.10722989341642371,0.22420971926222089,0.27339075499490556,0.5016861842971112,0.05640388783738039,0.2909910279148435,0.5870876426928879,0.8590013240750446,0.7123379993918909,0.5354144767746996,0.46752096802926,0.534167622159007,0.5046655820000243,0.11339972751756093,0.6888115169104743,0.4293915919960513,-0.1597023053821089,0.4201144357034743,0.671779859848156,-0.20656074101452399,0.19281363632358262,0.13533946156278379,-0.07460364680722177,0.6084327268297409,0.11371890048443732,0.35215957844513607,0.6164416281409433,0.05934873690527738,0.42780578797773666,0.5360752397273695,0.1293208790375018,0.04431874428145377,0.09495557560656728,0.006015389534840064,0.3614488762284204,0.7579888975179668,0.3948929637485162,0.5351700846619972,-0.31763918427682925,-0.5576303898575815
Cerebellum_Crus1_L,0.2110645495634272,0.016318171775217542,0.312899248996905,0.34203523757324,0.07682017018738674,0.2525322027876592,0.44705520169589785,0.2253992113988164,-0.08582296992876869,-0.09738478373127303,0.004978802319041814,-0.00392182929802055,0.09572323833113731,-0.5231804550613852,0.06186766856467489,1.0,-0.14925272244455765,0.3019781962283691,-0.30755584401049385,-0.012234926550790736,-0.17915362448217337,-0.2902211083325996,-0.61243157744638,0.07729313073773912,0.7395773336090753,-0.03217395632677015,-0.12117251639921821,-0.0739335018131138,-0.2047489931637904,0.0580731663161446,-0.12837289913512942,-0.09625398845522462,0.004379452555361937,-0.21345492583283285,-0.19349410409922552,-0.06206610087318485,-0.10470812219487777,-0.043733895501537105,0.31790148734973933,-0.14316181061965091,-0.05903836254157693,0.14986386026349718,0.059474314594595054,-0.039016659608060396,0.22281143119483815,0.2975464675531884,-0.038865648975182,-0.07192204421148568,0.08604248353594855,-0.1920506153157099,0.12570990586769906,0.014948265524688155,-0.05487221972748685,-0.27291254038517293,-0.17021133048911477,-0.1743701530398992,-0.16543190069962832,0.13208427564944528,-0.06994971191310452,0.041611784528813776
Vermis_3,0.31800125247200317,0.5447988387549159,0.06317482976829554,-0.0445791750264666,0.5413939581365157,0.3488780453276971,-0.06316310448988974,0.03726520299046444,0.2667726778240019,0.5028537901500127,0.6399170466944238,0.1611757440080779,0.7049897021868448,-0.02376677912494565,0.3529210007538604,-0.14925272244455765,1.0,-0.2600177017556717,0.07882597722110879,0.3805106480811746,0.17847605338946612,0.19930643871456544,0.09743193259709065,0.022778766611211938,0.12469452316151186,0.2815700277274816,0.5522279833898434,0.34262026465747636,0.30926327648274715,0.5326479713704684,0.3387632624030253,0.44704870719780904,0.4880730616819777,0.35777249765634916,0.27644457585063414,0.921326367015501,-0.42295181081645417,0.6431380414108546,0.2881158649731444,0.07007340405020752,0.29928767868564243,0.5964736835236213,-0.08207657890160984,0.6365472265314074,-0.09490896761871388,0.596268265179376,0.5558537106934082,0.29056049539017154,0.44903890450687434,0.6383787470865487,-0.10253670409463145,-0.1794712464968636,-0.03041416734755396,-0.04786401385887297,0.1110060082931864,0.4089508902898698,0.33602167923909987,0.671728631430178,0.1035268172193117,-0.08720083113700988
Temporal_Pole_Mid_R,-0.15573065807854697,-0.09673627660675972,0.3570650745875106,0.27798998143143056,-0.05254201430426649,-0.2031905260334718,0.31801557890065846,0.09629204723143388,-0.11466604675058158,-0.2654680027346373,-0.20322982370615456,-0.15853100079482016,-0.16814518171344878,-0.10222354304993728,-0.08962911731610632,0.3019781962283691,-0.2600177017556717,1.0,0.0019208234723093731,-0.24777306609670277,-0.07912730791928371,0.05371464865774216,-0.11288250661201538,0.21032912079254024,0.15878712462598887,0.14580934232006057,-0.3233832860304521,-0.08432299793471469,-0.10993900256252738,0.06945195599177564,-0.028487776877375613,-0.12381649507926921,-0.09870507568513982,-0.21709838628470585,0.026614965689375453,-0.2421386466415712,0.04100439890169217,-0.08304170320819525,0.08577374712271336,0.011542489816627626,-0.19917007321880986,0.02744119642826825,0.23297416633143656,-0.2600562653109231,0.312231601027953,0.00565738058257455,-0.14301655610621988,-0.02472455938815668,-0.20915644123774998,-0.2870680484110698,0.2428406291599091,0.2260358635076789,0.18729784624313833,-0.0221542582397007,-0.15082622057064224,-0.18390347850203076,-0.4372706539174649,-0.3240972637527382,-0.03193374900389003,0.15119780628007667
Temporal_Mid_R,-0.09517177529166529,0.13303752396184998,-0.40920253366248444,0.5188293429062044,0.0886887356895456,-0.5065564524548085,0.31503906886713146,-0.2102204650466875,-0.10904384258098265,0.06819560900235698,0.43319018909305845,-0.014721154038476942,0.03851820740769648,0.17924988756889973,0.16816415990994685,-0.30755584401049385,0.07882597722110879,0.0019208234723093731,1.0,-0.08859013113443188,0.88387186921681,0.7297876097299086,0.3560171055733383,0.6268753881467097,-0.433596833579185,-0.08095185233205392,0.033426520214698385,0.2943584953468285,0.45312104756976557,0.3739335779782705,0.7797177536329374,0.3754017352241415,-0.04671902986334662,0.5741008971243473,0.1408377596737106,0.07891689628918944,0.27631220455960154,0.2724018844625726,-0.21102574360674967,-0.048608137758946374,0.24734574551662297,0.016309697042947373,0.44525905846502917,0.22305370074510855,0.30887058495746106,-0.053080727482119894,0.4838410762588543,0.5187498776793315,-0.20602654538228365,0.44587343459736584,0.4878326010969106,0.6313522923222922,0.8177194091520333,0.816169492419171,0.07142939341227852,0.07665611903957342,0.3001432898962794,-0.09865356224037049,0.5283440583595755,-0.09957306416658511
ACC_sup_L,0.5199147782730448,0.7027984001410394,0.10381688035319878,-0.1444369532040575,0.3039160955977758,0.11383609603163727,-0.1562803245340012,0.650954913251767,0.6589945701627496,0.3622995064586353,0.30164395068249306,0.12931778156632376,0.6201574107463161,0.07213826887629377,0.7019332022307135,-0.012234926550790736,0.3805106480811746,-0.24777306609670277,-0.08859013113443188,1.0,-0.14069456477866663,0.21599745806748705,0.1094436362693523,0.08611526415797799,0.14217947164297176,0.30068294712515903,0.5052980758643281,0.4994331639882422,0.3133246660489617,0.2643755702025749,0.09829112688175183,0.1926931735788714,0.5550935455045233,-0.08993032511150109,0.6404775613074979,0.4169881330533538,-0.2910644220665143,0.21228855318139755,0.4471251529425971,-0.04669887133572878,0.013288758471741415,0.13876118052519862,-0.04009659986814242,0.3509005722248452,-0.2905610527911981,0.28803050639929945,0.3434386726089347,0.09245969800332177,0.7574081300088695,0.3631283758018951,-0.2710738628509668,-0.3583091248393259,-0.2599972944294932,-0.1304727578959313,0.5840230152873377,0.8117477727834026,0.46113729189367714,0.5629515362078474,-0.3528848419707073,-0.5593950331637183
Temporal_Inf_R,-0.03730478796787952,0.15874103852341528,-0.4310654521021474,0.681990029370349,0.07545016269834406,-0.30164563813048173,0.4707979807027762,-0.2505729611882401,-0.17861120890991594,0.06876055042698398,0.4652526415884637,-0.08455844096732236,0.0630178759408008,-0.03712190276162375,0.10722989341642371,-0.17915362448217337,0.17847605338946612,-0.07912730791928371,0.88387186921681,-0.14069456477866663,1.0,0.6311694431844156,0.12790307816620874,0.5097313428902321,-0.2300427924683136,0.007841406605669407,0.0164978575794014,0.1743739132005304,0.38443722028356253,0.37732939795085263,0.7847671277792826,0.29995346608286966,-0.11876709311841374,0.6048159405842346,0.045561093563889245,0.14570208350550795,0.21661859824478258,0.2418146867160352,-0.13268290551698067,0.055163112872167644,0.30917033334237265,0.14357936777742425,0.42115505041321,0.2222204166878714,0.30555590715379843,0.06284310655067901,0.4259249852904839,0.5513255057935791,-0.17245315059005698,0.4382514958459279,0.4930152519221826,0.60875013042292,0.8545433509285004,0.8041986429722323,-0.044748862674442384,0.03143891899190599,0.24867506401757175,-0.022865050271373182,0.6380829868395771,-0.03384075800215976
Insula_R,0.2802565873081744,0.33008408001437106,-0.18032969161983564,0.3723363442273577,-0.02431217718112696,-0.41469212831748603,0.2004664349712749,0.09223340966071655,0.07347684039881947,0.24948477312184084,0.4533963853568668,-0.10058622955712339,0.27645618642231645,0.0914024590904409,0.22420971926222089,-0.2902211083325996,0.19930643871456544,0.05371464865774216,0.7297876097299086,0.21599745806748705,0.6311694431844156,1.0,0.2840802607392393,0.3542106363120699,-0.3275650303732604,0.06558476337180805,0.13114584990756442,0.15811362325958642,0.2519694091180968,0.29167232891133216,0.5516041678276437,0.08729605416085036,0.15917614959857773,0.3842866195559561,0.417025589096134,0.18215144298749936,0.2874729346500824,0.2027720205962741,-0.1279122047353853,0.05859846312623776,0.16540739633059048,0.05809427949500227,0.6442064582350636,0.1729582883637499,0.024659810077993696,0.030157359898356922,0.43239389337666245,0.740490223090589,0.17117861963355022,0.388073755678412,0.17303738926517045,0.2584169292694262,0.5704195907214494,0.6401882193835823,0.36462199412659047,0.375691069511266,0.3156687729869054,-0.008154974080880777,0.3664592285340737,-0.14990892408849027
