,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pc_R,1.0,-0.059867636419630305,0.2765770399553254,0.12262399299851451,0.26626619770709664,0.07841614875612743,-0.30805918952675687,-0.22705583731465767,-0.16393585056047258,-0.13489800620890172,-0.10356477496768929,0.22960247598378197,-0.16035388456441207,-0.14125440938200584,0.503230412958718
Thal_MDl_L,-0.059867636419630305,1.0,-0.015334866031776029,0.34011706917946516,0.05783399900962107,0.3403106194688397,0.0010943325534600841,0.1087207201460743,0.2955079244821435,0.17053635589962562,0.5496816694412741,0.38776736950503277,0.40359297020424717,-0.01011851513391228,0.3198771491119961
OFCpost_R,0.2765770399553254,-0.015334866031776029,1.0,0.2415383357474489,0.48321094627906874,0.10616479057401693,-0.19027182530951522,-0.11925058553097946,-0.09233995722873675,-0.18597207898187632,0.12432123645158043,0.4294993348949941,-0.1226336290784679,-0.028469625585557903,0.3035006639707514
Temporal_Sup_R,0.12262399299851451,0.34011706917946516,0.2415383357474489,1.0,0.010843955800174335,0.6664092856361847,-0.12104389214596006,0.41303318276871076,0.5692099196436261,0.5337029821264513,0.2888072196379776,0.42690630670400326,0.2958880434711667,0.2921587639045341,0.2448149218604103
OFClat_L,0.26626619770709664,0.05783399900962107,0.48321094627906874,0.010843955800174335,1.0,0.02935780463251853,0.015043621370949063,0.05939824157086487,-0.05875319517865826,-0.16421031620143206,0.07087900661633031,0.15664972117627168,-0.04617514559504648,0.14261546274189146,0.3330263984964535
Heschl_R,0.07841614875612743,0.3403106194688397,0.10616479057401693,0.6664092856361847,0.02935780463251853,1.0,0.017678456476487425,0.47720677224105085,0.5513255057935791,0.4974819669353384,0.3966356654011126,0.38623505317933715,0.06598645913988574,0.3606942238937541,0.1785476478421982
Cuneus_L,-0.30805918952675687,0.0010943325534600841,-0.19027182530951522,-0.12104389214596006,0.015043621370949063,0.017678456476487425,1.0,0.35318060842577,0.2964018516951413,0.05389533927787834,0.21140360917871362,-0.01769255497339039,0.5090023631282536,0.2545703763220353,-0.37752699558653524
Occipital_Inf_R,-0.22705583731465767,0.1087207201460743,-0.11925058553097946,0.41303318276871076,0.05939824157086487,0.47720677224105085,0.35318060842577,1.0,0.8545433509285004,0.698810494559809,0.24291156481487153,-0.001926271936168965,0.22134401235308646,0.8439296375795651,-0.356839012024947
Temporal_Inf_R,-0.16393585056047258,0.2955079244821435,-0.09233995722873675,0.5692099196436261,-0.05875319517865826,0.5513255057935791,0.2964018516951413,0.8545433509285004,1.0,0.8041986429722323,0.4066022059189594,0.0630178759408008,0.3844794814525031,0.778132710466922,-0.1820704809626513
Vermis_8,-0.13489800620890172,0.17053635589962562,-0.18597207898187632,0.5337029821264513,-0.16421031620143206,0.4974819669353384,0.05389533927787834,0.698810494559809,0.8041986429722323,1.0,0.20014361577333661,-0.047229670712115285,0.13973084502496355,0.7237445073812829,-0.039689864177398726
Thal_AV_L,-0.10356477496768929,0.5496816694412741,0.12432123645158043,0.2888072196379776,0.07087900661633031,0.3966356654011126,0.21140360917871362,0.24291156481487153,0.4066022059189594,0.20014361577333661,1.0,0.3568613785770658,0.2805866472513542,0.09707610970923468,0.145648932808136
Thal_LGN_R,0.22960247598378197,0.38776736950503277,0.4294993348949941,0.42690630670400326,0.15664972117627168,0.38623505317933715,-0.01769255497339039,-0.001926271936168965,0.0630178759408008,-0.047229670712115285,0.3568613785770658,1.0,0.3816330210316606,-0.15389306574086445,0.31375438367101227
Paracentral_Lobule_R,-0.16035388456441207,0.40359297020424717,-0.1226336290784679,0.2958880434711667,-0.04617514559504648,0.06598645913988574,0.5090023631282536,0.22134401235308646,0.3844794814525031,0.13973084502496355,0.2805866472513542,0.3816330210316606,1.0,0.0498906022826494,-0.1360042144394526
Vermis_9,-0.14125440938200584,-0.01011851513391228,-0.028469625585557903,0.2921587639045341,0.14261546274189146,0.3606942238937541,0.2545703763220353,0.8439296375795651,0.778132710466922,0.7237445073812829,0.09707610970923468,-0.15389306574086445,0.0498906022826494,1.0,-0.2627226472783657
Amygdala_R,0.503230412958718,0.3198771491119961,0.3035006639707514,0.2448149218604103,0.3330263984964535,0.1785476478421982,-0.37752699558653524,-0.356839012024947,-0.1820704809626513,-0.039689864177398726,0.145648932808136,0.31375438367101227,-0.1360042144394526,-0.2627226472783657,1.0
