,Occipital_Mid_L,Calcarine_L,Olfactory_L,Supp_Motor_Area_L,Thal_MDl_L,Cerebellum_Crus2_R,Temporal_Pole_Sup_L,Thal_PuA_L,Cerebellum_6_L,Cerebellum_6_R,Frontal_Inf_Tri_L,Thal_LP_L,Vermis_6,Red_N_R,ACC_sub_R,Thal_VPL_R,Raphe_D,Cerebellum_8_L,LC_R,Vermis_7,Lingual_L,ACC_pre_L,Frontal_Sup_Medial_R,Hippocampus_R,Caudate_R,Frontal_Inf_Oper_R,Putamen_L,Lingual_R,Caudate_L,Cuneus_L,Thal_AV_L,Thal_PuM_R,Thal_VPL_L,Frontal_Inf_Oper_L,Cingulate_Post_R,Parietal_Sup_L,Cuneus_R,Rolandic_Oper_R,Precuneus_L,Rolandic_Oper_L,Cingulate_Mid_L,Vermis_4_5,LC_L,Temporal_Sup_L,Frontal_Sup_2_L,Thal_LGN_L,Thal_VA_R,Heschl_R,Pallidum_R,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_R,Temporal_Mid_L,Raphe_M,OFCant_R,Frontal_Sup_2_R,OFClat_L,Thal_PuL_L,Vermis_1_2,Frontal_Mid_2_L,ACC_sup_R,Cerebellum_8_R,SupraMarginal_R,Postcentral_L,SN_pc_L,Thal_Re_L,Cerebellum_10_R,Thal_PuI_L,Vermis_3,Fusiform_L,OFCpost_R,Temporal_Mid_R,ACC_sup_L,Thal_PuA_R,Temporal_Pole_Sup_R,Insula_R,Frontal_Sup_Medial_L,Cerebellum_Crus2_L,Postcentral_R,Angular_R,Cerebellum_Crus1_R,Cingulate_Mid_R,Temporal_Sup_R,Occipital_Inf_R,N_Acc_L,Thal_VL_L,OFCmed_R,Paracentral_Lobule_L,OFCmed_L,Occipital_Mid_R,Cerebellum_Crus1_L
Occipital_Mid_L,1.0,0.6280340866631512,0.02075271891579445,0.5043264612477473,0.07211882633792199,0.25973340737727657,0.27807468100132937,0.4718552308155496,0.6027969443891157,0.4639878550874519,0.21343385985297686,0.6357932648153103,0.45856319128043455,-0.10710122029310376,-0.10227206939643922,0.21793243354838632,-0.07391202676266796,0.12096149025829277,-0.0033153000083544107,0.2346531301580031,0.5589020064343204,-0.17275646134800024,0.22416058602016947,-0.19378748097241863,0.1400386367929876,0.26862509252702466,0.09943872470209571,0.4423808209266443,-0.20176069314984277,0.7712597365900888,0.1691012718597057,0.20912529496981963,0.5347712851018276,0.37825714704670094,0.4208556969875936,0.5605607532223638,0.7514156681321901,0.09284478151072939,0.5593367205564654,0.4413500724159638,0.2587895480248839,0.4407949029350666,0.4611776224180464,0.44383393405383925,0.0987383149175997,0.10988565399127583,0.041685863811104104,-0.017900534192668044,-0.15126368204388302,0.08500707409078725,-0.41327873943409377,0.6428569090032723,0.08015696957434729,0.05816561587118783,0.20743876866570096,-0.004743923347791635,0.4600644245170377,0.32719754684548863,0.15607026598606225,-0.22901628743896937,0.16317260395446376,0.3373526326984573,0.4703599209691444,0.24380751177966117,0.28261909405077296,-0.4487184222669352,0.35155803483300135,-0.02349503198941659,0.5504390877129857,-0.25147689941983753,0.19822600506477914,-0.05444024392020068,-0.11737531893495573,-0.11633552738482861,-0.04718970746282621,0.027690848492846434,0.3783063984858253,0.34710086024692444,0.5883890560370975,0.1391609332160236,0.26516925786033574,-0.21977706181014325,0.3440309449460386,-0.10866565782834096,0.08141072624782393,-0.1941360493846289,0.4204960273578432,-0.05117110881803562,0.6630082174658543,0.2632162218420293
Calcarine_L,0.6280340866631512,1.0,0.038209429757830794,0.44546679612614726,0.044088798400992835,0.39476128719926057,0.1343597895877024,0.3545748295078933,0.6761956674287899,0.6068121489430238,0.2885516326509129,0.4719672765633325,0.636992426474072,-0.0757575026265767,0.004461105891857811,0.341703207356042,-0.19942529029989728,-0.05725245660513049,0.21505238532568297,0.4694103895062492,0.8388639406410592,-0.033520664937989386,0.31371584781007483,-0.03041152192833996,0.29535205020494915,0.4476552437433383,0.3248678174789116,0.719190934458922,-0.12867527503311518,0.7709732188965623,0.12401217647125541,0.17129068065990025,0.5219739739823321,0.5016861842971112,0.5190584793525442,0.24292906043071563,0.7300423692357858,0.4078136412454809,0.6009476254572139,0.49730368360636856,0.1341688472393858,0.6792008151087406,0.36749872466283967,0.5283922473558035,0.30743031627661194,0.2733828681821683,0.03200918832086107,0.136877839607285,0.07719845499998874,0.10501706056494332,-0.26666116422031894,0.5825884698786092,0.12441625478743829,0.1100639851560173,0.27808932014433996,0.06888278064439142,0.5996815476330338,0.09120102144472735,0.3161269429100607,-0.188819688393253,-0.020371011980904262,0.48048970722406625,0.5967795469246082,0.021783210394531922,0.27473520831531467,-0.2479013406908133,0.44855493616850917,0.022778766611211938,0.5391249756285974,-0.12435563891525671,0.6268753881467097,0.08611526415797799,0.11045796421125657,0.22238160274122287,0.3542106363120699,0.18681369575375337,0.3525868810611227,0.6043979846274842,0.6286792926611642,0.36134314692387554,0.2798816317144182,0.19193565298625873,0.6766504818745152,-0.01177596751233244,-0.049666851906061626,-0.3701762862655795,0.496084392489227,-0.1803291781584464,0.7417107377196009,0.07729313073773912
Olfactory_L,0.02075271891579445,0.038209429757830794,1.0,-0.04582586042446202,-0.047310470862868534,-0.11463118918542059,-0.4958640809740355,0.016346280541187024,0.0005839071205486646,0.04641342787919602,-0.33076628974615285,-0.13453363219649214,0.20740622515463072,-0.3809763756178465,-0.2091438920275195,0.26474910758314557,-0.05348846629541937,-0.4484145317053841,0.12842750490324734,0.1212225616998527,0.014566412030941233,-0.038694222946989716,-0.03934673581547677,-0.36519139826112124,-0.1862894007391855,-0.07853260578837933,-0.10759024242391352,0.20440316492825866,-0.40409078548044136,0.028131007392390644,-0.23223528200590207,0.29330181211855266,-0.20574117650600743,-0.1597023053821089,0.03523613871745111,-0.06981665323156352,0.15587435973334365,-0.08591119718513919,-0.15192713779236244,0.047916268651882046,-0.44463546537493426,0.15888715502409628,-0.4365616377942372,-0.15863141453880572,-0.024460105181147253,0.49035012215737317,-0.4295130408104755,0.14332929595302424,-0.17510596179519994,-0.1825084664485688,-0.3373789268550538,-0.222748955689846,0.5815629956932038,-0.15462174196793563,-0.2554102525907188,-0.3306149362831141,-0.10194548735889647,0.01728686406041112,-0.2166980846187305,-0.44681160035218737,-0.4936534380717167,-0.1780436648679474,-0.13030916871275813,-0.31514301343603085,0.06696581603426584,-0.3334509487662996,-0.21878597764549118,-0.42295181081645417,-0.26864706981071895,-0.5478933838109583,0.27631220455960154,-0.2910644220665143,-0.02722891990265759,0.2074971458918669,0.2874729346500824,-0.20339942023031626,-0.24389485292530994,-0.02977422495946545,0.0952705124411736,0.23109923712982733,-0.3467733940814744,-0.035243261485505537,0.19440407343092403,0.11735840426583395,-0.25217651078263176,-0.6247966817493311,-0.22356032396587666,0.05335086997422379,0.26203089181624106,-0.10470812219487777
Supp_Motor_Area_L,0.5043264612477473,0.44546679612614726,-0.04582586042446202,1.0,0.3772158925101214,0.08911097340204174,-0.043081720814246986,0.6170431838912969,0.08552462542971034,0.17394815095484306,0.05515419196019255,0.4642819476631588,0.21530159872393537,0.19203533646406096,-0.11451859635928957,0.5607959547169316,-0.2091886475169994,0.007918550845893034,0.21756699206418356,0.002024397425973053,0.4939243993665601,-0.2653510935553085,0.2525991886086235,0.3313837273588353,0.3604528652084771,0.6891579796784758,0.12491148019397043,0.5562708285524329,-0.04373285016709041,0.4614858288235913,0.2518212482669583,0.461797146596528,0.6523775930281563,0.34572114475036064,0.6756431158394589,0.7211340948272223,0.4887584129379375,0.35579255158661655,0.7968401078742736,-0.011703394639312715,0.13935621842222967,0.47972846600483793,0.36788421836117646,0.2048822929009553,0.15907315761508653,-0.04744640487166204,0.46415854285443064,0.08968983131694673,0.34929664294488205,-0.19361029193333387,-0.32394752760849227,0.3010893830410497,-0.06084010709185018,-0.24402780965123846,0.28958571271756267,0.004087964458165335,0.6346223109815093,0.4391388165493837,0.6715525546429411,-0.10571514210205941,0.08724726989173152,0.6361523712451223,0.5643247589580304,0.31075062907100987,0.19872750060833091,-0.08513760152938724,0.5257734803817253,0.37943182132798126,0.30116334756944735,-0.30543333325886357,0.33228084978106087,0.024588699369318363,0.03516542959366801,-0.18926536879299746,0.03222999546920053,0.021534189683560325,-0.009836973300112312,0.719053185420506,0.7042452898130138,0.07545063273943699,0.2485658804960069,0.20577643816117774,0.2436504074658308,0.20971087134092203,0.3243713025884037,-0.10194065131072355,0.5738742356510147,0.37237831803914495,0.4295523158385666,0.012794241128404186
Thal_MDl_L,0.07211882633792199,0.044088798400992835,-0.047310470862868534,0.3772158925101214,1.0,0.0033975782156238825,0.05895839727518296,0.518769508233957,-0.009044165793286736,0.06396231413527374,0.17219971860942632,0.20156220987937096,0.1840285145704881,0.03324751229762521,0.2947066992599038,0.4241210476820283,-0.3057661130747818,0.033107215854973546,0.11361771316522223,-0.149960039930679,0.30613118819637486,0.17768180746599957,0.2425966323816329,0.34857440755117025,0.3321850495733006,0.5079472777014538,0.21969761153748782,0.38161310001788173,0.3786325149326004,0.0010943325534600841,0.5496816694412741,0.3024012507837247,0.44141877648950156,0.2860482494787003,0.5121270552878472,0.15693668590217738,-0.024329320142108108,0.3296379798028754,0.22114678572045152,-0.049566988164680595,0.157446038709816,0.34999107927653506,0.23518639996619833,0.06763505706202226,0.18363887551317776,0.2061732195707953,0.427438107362848,0.3403106194688397,0.317161725905078,-0.12425518430142109,0.139675519003157,0.10039032752627478,-0.04989719395629526,-0.06006373900718458,0.25600347295186493,0.05783399900962107,0.3247205286153937,0.2864045242353893,0.4904309826047772,0.1975578752126369,0.014472439103220668,0.46466364533041044,0.23902475046891375,0.062081323787271395,-0.22570644263469375,0.2894510544799039,0.29755064500483475,0.4179227905338778,0.21364215377415344,-0.015334866031776029,0.19903621960646867,0.27389766706676816,0.4608177302421774,-0.05105073946124306,0.2073241286629321,0.19994211647070875,-0.1076979702950509,0.4431329651662825,0.10191111798881598,0.11312518841292879,0.2785804599531813,0.34011706917946516,0.1087207201460743,0.07712731775206914,0.4097041835712518,0.07157681134580428,0.26499586440640616,0.17639360866210074,-0.02572326440152977,0.09944970876965568
Cerebellum_Crus2_R,0.25973340737727657,0.39476128719926057,-0.11463118918542059,0.08911097340204174,0.0033975782156238825,1.0,0.4806365665842311,-0.0059803164468131605,0.6826045475085791,0.8584102250440774,-0.10273786574166671,0.24473542039971824,0.6098886920063712,-0.03308713036030312,0.10279874541663825,0.13296942467742198,0.027294356503648396,0.544379499043604,-0.03625621862267298,0.7968978980947933,0.31045717789238986,-0.2907462218015665,-0.41058500624013555,0.1050020986056115,-0.019899120538411922,0.0012717260751512092,-0.14109075083341618,0.2689223196417096,0.060501375678793906,0.24313263201852067,0.22695544364512593,0.11967744175674469,0.1245773866259113,0.011192236175830995,-0.06678424003672234,0.023790175767430175,0.4606565759538622,0.2173546163542569,-0.05509058321085124,-0.11575000861095407,0.33777208169575457,0.3585100929743407,0.2144450931909742,-0.001093815476819619,-0.2552627095509076,0.10958698682630778,0.15549892797074583,0.38477699894902206,0.29372032704703116,0.1993453785703767,0.13919569848517374,0.10697879194440632,-0.10875329747773799,-0.01500081589689909,-0.1640016761026241,0.5749785789071509,0.1125492804336601,-0.13240107039583976,-0.020226431801735563,-0.024255757887208677,0.5001382251282745,0.037464978478394174,-0.02150130569616426,0.16952733526147049,-0.07963932352645835,0.06688267809562619,-0.020675383141408616,-0.06316310448988974,0.4184014867670896,0.28422468590264083,0.31503906886713146,-0.1562803245340012,0.16770538551137143,0.4285098361425192,0.2004664349712749,-0.22627466692575252,0.7535901136067009,0.08325063354534969,0.11096111202894596,0.7128206605412273,0.1717609961223236,0.18597644627466012,0.6543278650218138,-0.3032537774834836,0.08438209634231081,0.08736815579683113,-0.023465986885943257,-0.028150314899416527,0.3974484367950794,0.44705520169589785
Temporal_Pole_Sup_L,0.27807468100132937,0.1343597895877024,-0.4958640809740355,-0.043081720814246986,0.05895839727518296,0.4806365665842311,1.0,0.0896629947983008,0.5413432475115688,0.3665274785905174,0.3125095554654726,0.08701161219602377,0.08947515672052192,0.027628930137111936,0.07974057879058224,-0.3203005175650755,0.24631767501222837,0.706915744971141,-0.4224477302483501,0.2359095404705351,0.10795209446354538,-0.11741959919746203,-0.05762648671677078,0.006092247290551101,-0.018643109163669673,-0.037847562980043346,-0.02344801878823476,-0.0874887571676203,0.08541334442051665,0.17508329102071482,0.18040033741771277,-0.11468687721165217,0.10331462923925236,0.2982972756002945,-0.14625713489621964,-0.12486355550914978,0.10183898742492485,-0.05799410669936313,-0.06605437397290345,0.1484600832413462,0.4956211454873042,-0.08197922804486388,0.4272664192586267,0.2575017235707152,-0.060428613227101684,-0.18721735137507237,0.12516549220369114,0.011697202370802823,-0.11069461371923277,0.3958190679170813,0.29110837875333045,0.407633968437587,-0.36706925564999826,0.38878605779660863,0.22725959258438133,0.609237801017505,-0.01186684715119626,-0.0745764810939945,-0.05841647578338489,0.39714007548071467,0.6360102579822549,-0.0017409435387316552,0.1232048654299525,0.24464869515920468,-0.2307237600401002,0.11155170001441375,-0.08772461259610408,0.02312385405882013,0.4945976251063122,0.4016363402423174,-0.3116345400250685,0.25739034432307206,-0.14565695898190148,-0.08518669398449116,-0.25898085406491556,0.12234041547475076,0.7532930334132916,-0.07795289681754433,-0.2556968358823358,0.018086994429191504,0.3266064609111816,-0.21430222441773114,0.004252030954825609,-0.6383285069122535,0.2671113180448093,0.30712290134778997,0.19574580554009274,-0.04022169660121858,-0.06147782970133568,0.5932561830288571
Thal_PuA_L,0.4718552308155496,0.3545748295078933,0.016346280541187024,0.6170431838912969,0.518769508233957,-0.0059803164468131605,0.0896629947983008,1.0,0.17251514536646986,0.05295744545028658,0.2061074453974192,0.37216579066629224,0.11015270506463692,-0.031163209792884908,-0.04232024204136279,0.40767474546987037,0.033951857140321465,0.1003792724666033,-0.06172932900915388,-0.15005009415474443,0.438043178369436,7.912527690772277e-05,0.2374841524113965,0.18457911720760356,0.34133182719239635,0.5588696724016559,0.1660031419880887,0.45921964879627675,0.07399421680732711,0.41325480627436334,0.26224254495259425,0.3684548674902848,0.5850999144737693,0.41725103772130007,0.5702598766174672,0.40241659616327907,0.31496022387642664,0.19551295065140217,0.5894997976354659,0.11291743166569312,0.1388371048281252,0.34117544133784855,0.38745793818314606,0.27119528808125365,0.10125939570872305,0.05754873308106629,0.448203247256394,0.07099462801405015,0.11464055557728273,-0.22877628951642995,-0.23410466975231248,0.4145780721714201,0.07337077210475902,-0.06322803446701887,0.297272955240308,0.052207892588665636,0.6542216507723302,0.4074198217847744,0.4352790533543147,-0.07389934298014983,0.09027223204569242,0.5223041874116428,0.4882594375077821,0.3486780272639261,0.06406332379659349,-0.04703184223665208,0.47153507227464686,0.31799814558021827,0.35802178597256135,-0.2886109643453733,0.10887264465851751,0.12067844898234457,-0.06881386193894354,-0.2678914872480187,-0.01840346355725573,0.04814804213826432,0.08031969296511522,0.5375059641247856,0.44442735293043717,-0.13668791913136757,0.26989816045493575,0.07139248076490269,0.04613187002245877,0.13296226211855594,0.41090521749320275,-0.0780370823047199,0.4858963686983175,0.3179024040289912,0.2227556317408897,0.2669821809257173
Cerebellum_6_L,0.6027969443891157,0.6761956674287899,0.0005839071205486646,0.08552462542971034,-0.009044165793286736,0.6826045475085791,0.5413432475115688,0.17251514536646986,1.0,0.8131320536794635,0.3265476010194051,0.44306831022388166,0.7221101264672792,-0.14542934666372334,0.02158567768650282,0.05467691621266341,0.05617562389550485,0.35080509568027124,-0.14012266101661788,0.6098616703903942,0.6434165916454108,-0.03881357729722941,0.07669525286893959,-0.16470374565876972,0.15996444993278358,0.10852431228503914,0.23505463638918808,0.45983287044902527,0.022943125255768453,0.5299775593537557,0.1574884501004106,0.07995955580881627,0.30690476152099055,0.4302177165730125,0.17189925850846988,-0.023041966376362612,0.585047850501653,0.1875591964785231,0.14336509106732817,0.5234552632702961,0.3980865024079472,0.506746182424909,0.47200177414795946,0.5544296306473969,0.11364211565890621,0.313568830054652,-0.056303102302367354,0.16824877721538078,-0.0331687710205915,0.2461295652057728,-0.06948843315957752,0.6778153417259567,0.059965205588487065,0.3031415387262538,0.18799718355061373,0.36369049242402796,0.2700628402452729,-0.07240847235172472,0.027804997588239597,-0.033542725551141,0.27037633609740597,0.20367863246450416,0.363483563662577,0.14581959252131874,0.12489011491366873,-0.21669553198114777,0.12661097889908918,-0.09165284199555107,0.7755716195847555,0.12733697263945382,0.25653595062441414,0.1168258092082174,-0.0014470211699082831,0.2283159856578647,0.19969210352937203,0.14771505769815235,0.7583457069123354,0.21022569851714182,0.14680539266750078,0.4172429551956987,0.3677633529790623,-0.102819115368693,0.595853045669984,-0.2562246886180798,0.09600673508152349,-0.16504444159994344,0.28249666601701434,-0.24163867449610477,0.4905308575705486,0.41749443607338765
Cerebellum_6_R,0.4639878550874519,0.6068121489430238,0.04641342787919602,0.17394815095484306,0.06396231413527374,0.8584102250440774,0.3665274785905174,0.05295744545028658,0.8131320536794635,1.0,-0.005537031133757318,0.46051154679389594,0.8655281778518367,-0.09881212978833115,0.14293733970055508,0.2778106830607235,-0.1500033305222579,0.32102104693442735,0.13682795927468525,0.8214705412019462,0.5933908075037924,-0.17951364747489085,-0.16682311774030087,0.03372581283972785,0.10309385872083801,0.13217932279767977,-0.015569525832865144,0.5213219874325421,0.011975084641966414,0.46099186945270443,0.31220622476926824,0.1521683092637433,0.2721208183807501,0.11993058329824646,0.18331991803530454,0.15747082182608818,0.6660106315629402,0.3849157327533643,0.09781457414158977,0.1295459694176886,0.31615222640514473,0.6680682264423191,0.28925773102147423,0.15649368171894473,-0.06482524744781423,0.2929765057969515,0.07815152595680948,0.40917691891312685,0.2507173548669087,0.16377605654113392,0.007695540249070183,0.2752966291910202,0.08286543589562143,0.01682626563365059,-0.057363641136990814,0.39881710677828325,0.18712654579440643,0.061382393668130156,0.12390185174960064,-0.13714157368721522,0.27366165938340126,0.19921785834991976,0.07759075143690815,0.1376809433154334,0.06395110734644378,-0.17461437150771872,0.09649374140216566,-0.0445791750264666,0.5972293967748018,0.12533186506084712,0.5188293429062044,-0.1444369532040575,0.2272789617742829,0.4794441487914683,0.3723363442273577,-0.08031406736573624,0.6295933015761148,0.2059241037835734,0.2565275545444711,0.7863367935241667,0.23818815932500245,0.17375769994660048,0.8100695574921595,-0.22763452827784325,0.06615116791579434,-0.14520290497708663,0.012526445715678456,-0.16817168807950658,0.6412241191497895,0.34203523757324
