,Thal_PuI_L,Cingulate_Mid_R,Thal_MDl_L,SupraMarginal_L,N_Acc_L,Paracentral_Lobule_R,ACC_sup_L,Thal_PuM_L,Heschl_L,Temporal_Pole_Mid_R,ParaHippocampal_R,Occipital_Inf_L,Vermis_8,Cerebellum_3_L,Rectus_R,Rolandic_Oper_L,Thal_IL_R,Precentral_L,Postcentral_R,Parietal_Sup_L,ACC_sub_R,Thal_MDl_R,Cerebellum_9_R,LC_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_L,Parietal_Inf_L,ParaHippocampal_L,Precuneus_R,OFCant_R,Thal_VPL_R,Temporal_Inf_L,Insula_L,Cerebellum_7b_R,Cerebellum_6_R,Thal_PuI_R,Thal_AV_R,OFCpost_R,Cerebellum_6_L,Angular_R,Calcarine_R,Thal_PuL_L,Vermis_4_5,Amygdala_R,OFCmed_R,Thal_PuM_R,Temporal_Mid_R,Thal_AV_L,Thal_LP_L,Cuneus_L,Hippocampus_R,OFCpost_L,Frontal_Mid_2_R,Temporal_Pole_Mid_L,Thal_MGN_R
Frontal_Sup_Medial_L,0.2881164288343536,0.7163307052041706,0.19994211647070875,0.4612250857488722,0.15315496598943132,0.39544155034040124,0.8117477727834026,0.35272085811778264,0.6251244473961166,-0.18390347850203076,0.17381941438857546,0.40088593919754073,-0.030720522084271198,0.21438164353789288,0.024307068615055934,0.6645348849239897,0.4319471451273206,0.43804876023359757,0.3918490699604283,-0.08541746674262772,0.11090964119965477,0.2568380149845741,0.18402390706532235,0.02568239123506969,-0.1743701530398992,1.0,0.16877768535472343,0.4260756862883471,0.2973323689046485,0.634106878814878,0.011870548334804836,0.46565422988273025,0.8091215065074774,-0.17685344154280222,-0.08031406736573624,0.4022646595184174,-0.059753579331782526,0.38865393447586055,0.14771505769815235,-0.0902919788684137,0.04579496107713594,0.307209946596215,0.19781217914274268,-0.01177500661385763,0.007383781409815074,0.06937590651915053,0.07665611903957342,0.14405318620297736,0.07450867484873083,0.05683003609171444,0.27412325024630424,0.2288923369570263,0.6562115666116448,0.06909600053714095,0.21267892115231404
Parietal_Inf_L,0.489769970252732,0.44782796305255906,0.37630943545275947,0.6558401930309486,0.18833899499974752,0.6448606042443489,0.048923791328674714,0.544173152167412,0.03861319599073315,-0.19004174896915177,0.31600995531983134,0.058381247399938704,0.19395239700678993,0.24511282598155612,0.21012897765001812,0.15241736114150314,0.09964749930549792,0.4340018356525871,0.5982075003697557,0.768929526990889,0.08807354287838408,0.42804209006709676,0.06928342469961857,0.14095826593122587,-0.09595285047212045,0.16877768535472343,1.0,0.5093870084669634,0.7718336674693125,-0.18653264617987186,0.5581144865683589,0.2891541450631493,0.06750273958321837,0.18753092506772442,0.36622776424961734,0.5424004284143052,0.4474779891184578,-0.1897855600718787,0.24736163179172155,0.619241957562629,0.6243970087612748,0.5175347232330186,0.6487900877333009,-0.15138168654395381,-0.04325080373509408,0.4689839314838895,0.4014678600829026,0.4916501261623227,0.7009440376899237,0.4706655057367841,0.38661569369227483,-0.19629479132495867,0.5210729233165362,-0.24490640000528086,0.45353426843913935
ParaHippocampal_L,0.452056628612291,0.4979152011716694,0.47379428659051137,0.300465689334267,0.22772170363315045,0.357315104823503,0.3963602045078649,0.3042090381361459,0.32578048633577433,-0.2403581670130123,0.6868137902634767,-0.03172867544570976,-0.011051465684551126,0.23000395328056758,0.15799680970430416,0.12975305187691127,0.4264767796127101,0.2662616751287661,0.3617095300290053,0.30486677340376617,0.03407705299282889,0.5009802643855981,0.11344618775192623,0.09683938014265661,0.06469890257627796,0.4260756862883471,0.5093870084669634,1.0,0.49858855523190326,0.11619954480471233,0.27721373374312214,0.3761217398213905,0.3356303069186961,-0.005978340347913096,0.07881902935307664,0.47287725483689,0.4913658780902124,0.31666438826885224,0.0819547363674507,0.10035804300442633,0.22271743498540872,0.3044173067276475,0.4422719947025548,0.2808556523918258,0.31618895985896267,0.25187169746844423,0.07112293500338047,0.4829315008554665,0.331260878099711,0.0524003308696451,0.6736449642849066,0.140221030255722,0.569544964100693,0.07103035386375693,0.5315779614089406
Precuneus_R,0.6689554264363714,0.41991016974917045,0.3915213274130316,0.6988349487274793,0.26670870058820706,0.8590136112940497,0.23799705258068202,0.7821770638022515,0.1621234345144198,-0.1845969325571179,0.23507563039988907,0.07029909191143609,0.01219493771621821,0.3608490824449989,0.21451729578999887,0.189562943537669,0.2662477846343923,0.6290608575784237,0.7521074520420751,0.7333783945511368,-0.07062574876287973,0.36564908598575624,-0.07354618904027493,0.23975968555065374,-0.08476708825113664,0.2973323689046485,0.7718336674693125,0.49858855523190326,1.0,-0.04983083082803913,0.538268655831386,0.2556387836282159,0.2105966929851798,0.007162942658152387,0.06544283573760266,0.703536279596045,0.37036016049273807,-0.15072954252628423,0.055664480704911146,0.708923125497827,0.7177782248723035,0.6906978798066987,0.5510196023758407,-0.09837177054112696,-0.06545363936660732,0.4357396981182283,0.3340256925732922,0.36400813617844524,0.47437035874646216,0.5501421314048958,0.45173044746202146,-0.14259046789540744,0.6025712433471013,-0.158314202625368,0.36822956268007645
OFCant_R,-0.0005001349628813235,0.43747240363659734,-0.06006373900718458,0.1598338218235368,-0.2223952088391495,0.0922257309580141,0.650954913251767,0.11972009328446465,0.42991029914624185,0.09629204723143388,0.03346791486145057,0.3597420824352734,-0.17114134808950623,0.3248981393836289,-0.08313624383746225,0.55991456100445,0.41158085741255107,0.15605162834395636,0.03974287073328816,-0.29591399700733545,0.05399927047299376,0.07058108655128456,0.303301007302955,-0.20261116913860405,0.2253992113988164,0.634106878814878,-0.18653264617987186,0.11619954480471233,-0.04983083082803913,1.0,-0.3847302079146315,0.46796824861766867,0.5523603519089877,0.07464078709918534,0.01682626563365059,0.0514451645596437,-0.18401421173286722,0.4078901974360626,0.3031415387262538,-0.33426214887124167,-0.10512800029477327,0.1014137015795655,-0.08575387919049808,0.1373851095678561,0.01595866520322161,-0.19541527853575216,-0.2102204650466875,-0.014417668184630004,-0.11698187528488267,0.05188983592667167,-0.047136135456765725,0.3724906845438297,0.45998714206001035,0.2045371507102847,-0.11577922071181379
Thal_VPL_R,0.4279343450035576,0.21285105988064884,0.4241210476820283,0.4188681482360467,0.3126160914946086,0.4770066306436856,-0.08993032511150109,0.4620995605906461,-0.10003945731366518,-0.21709838628470585,0.2216045288146334,-0.018788463054795895,0.4472878650225774,-0.14156026479530653,0.043463750549433626,-0.0858101357215424,-0.05918250137043426,0.33815139135199523,0.5521914108629371,0.45270722016227327,-0.08845341488992343,0.3543384316543065,-0.038260843008699724,0.3263658902279636,-0.21345492583283285,0.011870548334804836,0.5581144865683589,0.27721373374312214,0.538268655831386,-0.3847302079146315,1.0,-0.10074012221844883,0.010867048683869809,-0.013398283782733474,0.2778106830607235,0.45617654898549237,0.3617988153089909,-0.2508973048161529,0.05467691621266341,0.5770812034239342,0.5430458936777354,0.4342555055364584,0.6283006184457662,-0.12904424466532202,-0.17883912283115372,0.797733572764251,0.5741008971243473,0.3461277874607027,0.4213044843621515,0.23940700806576143,0.36956538973168,-0.3580957192040104,0.21131085156982785,-0.25564312644006737,0.5789135291164482
Temporal_Inf_L,0.3398497416120896,0.5693682353961432,0.10545297070972877,0.4286955230790658,-0.13436355434942332,0.28776604940327494,0.4471251529425971,0.4330359778522955,0.5783547889642516,0.08577374712271336,0.06104610972965747,0.43254529117599166,-0.3288596128786324,0.7105122976579388,-0.05163694128049823,0.6441171913245458,0.5681386763127156,0.38996355618636996,0.22450544598839323,0.014049992878059416,-0.04713409238055479,0.1740206048541244,0.4819297688708221,-0.32012594627994495,0.31790148734973933,0.46565422988273025,0.2891541450631493,0.3761217398213905,0.2556387836282159,0.46796824861766867,-0.10074012221844883,1.0,0.49117959955869445,0.33045255677500524,0.258055712386674,0.37401859488519634,0.08625957803923809,0.2275424029478754,0.6663356661784868,0.01227389363792091,0.13197684043762553,0.327299745679679,0.19131134413704678,-0.15493637499000745,0.17005733950800472,0.05860456535124721,-0.21102574360674967,0.16354488176778034,0.3886615789998847,0.3530579403983435,-0.016744106234154867,0.20453551567287298,0.5531663157298422,0.18658081649136044,0.11601791147988297
Insula_L,0.3362151854831682,0.5580409168262793,-0.0012081654667187396,0.5020236340104014,0.27465008956436204,0.34288332620088063,0.6404775613074979,0.3724976802430541,0.6930188360758733,0.026614965689375453,-0.043261660099641136,0.3978977865435221,0.051872490811435065,0.2260634605561973,-0.03316119188467343,0.8196456870174597,0.22792399832945723,0.3651328222962699,0.3360788968305552,-0.10902989399545424,-0.06873049937209318,0.06775606471847993,0.31439707626717883,0.12866084405921102,-0.19349410409922552,0.8091215065074774,0.06750273958321837,0.3356303069186961,0.2105966929851798,0.5523603519089877,0.010867048683869809,0.49117959955869445,1.0,-0.24507809055857527,-0.0021652159349750378,0.2870290027899918,-0.19484587025534444,0.2510327446633645,0.30524634606707907,0.050722793393359576,0.04345435252852046,0.262367725593642,0.2906643287571663,-0.24263970297237633,-0.13778877446134627,0.02002551117795618,0.1408377596737106,-0.024545010920980374,0.10595169367276105,0.20237212272408422,0.11120449940312367,0.09270867750929503,0.44956935793672004,0.16125533219912266,0.2574825920111723
Cerebellum_7b_R,0.06584079057637099,0.25779291749914063,0.11378888845950708,-0.04554479393881405,-0.3041377436557051,0.06703066310253038,-0.03315256748448951,0.13039639230451436,-0.09481768361090707,0.2796657120353924,0.17434060161522633,0.13735481363354324,0.048493042884625866,0.14725716147904594,-0.0017064406782468788,-0.0692295051853799,0.09075630494962512,0.11613083668283398,0.11058217307803837,0.062470603650829536,0.1565024157071727,0.18390850699666,0.3054024915317841,-0.19069050825413497,0.6185569695012401,-0.17685344154280222,0.18753092506772442,-0.005978340347913096,0.007162942658152387,0.07464078709918534,-0.013398283782733474,0.33045255677500524,-0.24507809055857527,1.0,0.6664814019951972,0.12636634565139762,0.18975744720873405,0.25045478958714507,0.6084868220094926,0.04848189676460695,0.26688192654466797,0.21284801161093458,0.22292700826286885,0.17820139315684871,0.16123557965670593,0.06381809371719056,0.06988205057626194,0.17396572543321268,0.21787041333898793,0.25893790506608766,0.10099616143360897,0.10581990094266983,0.29498188053513674,0.13087856068373907,0.10277618483049303
Cerebellum_6_R,0.09649374140216566,0.23818815932500245,0.06396231413527374,0.17858768625007324,-0.22763452827784325,0.147766224000066,-0.1444369532040575,0.13821855156583537,-0.19887219862373035,0.27798998143143056,0.07077222732354874,0.17852814378139886,0.4702721396288944,0.022613173967574136,-0.23324847138022733,0.1295459694176886,-0.3205775501752344,-0.027083156874285284,0.2059241037835734,0.15747082182608818,0.14293733970055508,0.22625305797224787,0.4247530226926005,0.13682795927468525,0.34203523757324,-0.08031406736573624,0.36622776424961734,0.07881902935307664,0.06544283573760266,0.01682626563365059,0.2778106830607235,0.258055712386674,-0.0021652159349750378,0.6664814019951972,1.0,0.011599061128531069,0.11428510309195478,0.12533186506084712,0.8131320536794635,0.2565275545444711,0.4979114993714697,0.18712654579440643,0.6680682264423191,-0.18696199541152447,-0.14520290497708663,0.1521683092637433,0.5188293429062044,0.31220622476926824,0.46051154679389594,0.46099186945270443,0.03372581283972785,-0.13634710821072826,0.21305061304249964,0.16377605654113392,0.33932654931581563
Thal_PuI_R,0.6980981067921821,0.46378587621387235,0.5061305106966388,0.6075265601837685,0.2098113069084535,0.7083846770373745,0.3509005722248452,0.7180487084384339,0.2954947241285357,-0.2600562653109231,0.29115183975040865,0.3423107014928135,-0.026357982436143845,0.2930051385523808,0.12273582002702967,0.26563173752444397,0.4801682165107275,0.7322283109824798,0.7408319267001032,0.30904095562478395,0.07546838258165195,0.36985297444816734,0.06403396188951375,0.14002432924607852,-0.039016659608060396,0.4022646595184174,0.5424004284143052,0.47287725483689,0.703536279596045,0.0514451645596437,0.45617654898549237,0.37401859488519634,0.2870290027899918,0.12636634565139762,0.011599061128531069,1.0,0.33523054478076786,0.0583166433104227,0.10087240505390305,0.4190883405579276,0.48167131626096327,0.7058324488867376,0.40074528399129405,-0.05527513052859985,0.08002066947985913,0.4099315038874227,0.22305370074510855,0.286845637407965,0.3304366885136827,0.24837194035585708,0.44075865934029623,-0.14872946949242266,0.6460044200644796,-0.12498438657864312,0.4577245917272453
Thal_AV_R,0.35623150463762143,0.2745960086438167,0.4834871659563488,0.0726864624237439,0.10557585283359697,0.20283580304121526,0.09529553976483107,0.12654352456211476,-0.01382598830535716,-0.3066841158549917,0.5826727846329067,0.07845034095989938,-0.05089431817317052,0.09182331226783756,0.20469799440098715,-0.3105230522969005,0.25846221307058354,0.21205415127423913,0.22125947879129684,0.3644675644708492,0.2741286301121855,0.6517553783377616,-0.066149512909697,0.04098532129402756,0.0637297861571873,-0.059753579331782526,0.4474779891184578,0.4913658780902124,0.37036016049273807,-0.18401421173286722,0.3617988153089909,0.08625957803923809,-0.19484587025534444,0.18975744720873405,0.11428510309195478,0.33523054478076786,1.0,0.1328842286719276,-0.06340722368473525,0.13427129511698951,0.18406446246115507,0.21937622506625937,0.25489997089765587,0.28166021824317145,0.4312122938116212,0.2660293048152853,0.03281990619255081,0.6738317775954574,0.3332822322395922,0.03566842350036591,0.48717611123652316,0.16797884682807449,0.303159278997462,-0.2436785591071775,0.3169755523665457
OFCpost_R,0.06461174781987988,0.37177217531193385,-0.015334866031776029,-0.2184158350615015,-0.10841776789787094,-0.1226336290784679,0.4378860062670356,-0.15460259861860948,0.11355581426910724,-0.05089938407944364,0.3811097037524428,0.15426223462525415,-0.18597207898187632,0.042924715202283574,-0.2322679673621213,-0.009309227023012102,0.3270200816286471,-0.016070687248764256,-0.05308168207710534,-0.23563673837906154,0.13567708770896453,0.21946028915582838,0.03230007764023789,-0.031867371326843814,0.25346152139748984,0.38865393447586055,-0.1897855600718787,0.31666438826885224,-0.15072954252628423,0.4078901974360626,-0.2508973048161529,0.2275424029478754,0.2510327446633645,0.25045478958714507,0.12533186506084712,0.0583166433104227,0.1328842286719276,1.0,0.12733697263945382,-0.35728234430459305,-0.22194362951405583,-0.034865595219429835,-0.09204106410585638,0.3035006639707514,0.5981599157382795,-0.23198040375717624,-0.19626298883682536,0.12432123645158043,-0.13790545098304893,-0.19027182530951522,0.4749091842244725,0.5502025917536003,0.3744720056629923,0.29630767710794936,0.09886014278898873
Cerebellum_6_L,0.12661097889908918,0.3677633529790623,-0.009044165793286736,0.32558393221901166,-0.2562246886180798,0.20510124678741878,0.1168258092082174,0.31296633104151206,0.22347552502298912,0.3216753073912646,-0.08023773304239974,0.3924974808571504,0.20875335891447047,0.3385692836457761,-0.22046976957756756,0.5234552632702961,-0.007184056750778079,0.14366950953271007,0.21022569851714182,-0.023041966376362612,0.02158567768650282,0.09809700609357945,0.6735026609599413,-0.14012266101661788,0.41749443607338765,0.14771505769815235,0.24736163179172155,0.0819547363674507,0.055664480704911146,0.3031415387262538,0.05467691621266341,0.6663356661784868,0.30524634606707907,0.6084868220094926,0.8131320536794635,0.10087240505390305,-0.06340722368473525,0.12733697263945382,1.0,0.14680539266750078,0.38683934754586136,0.2700628402452729,0.506746182424909,-0.26972536087731674,-0.16504444159994344,0.07995955580881627,0.25653595062441414,0.1574884501004106,0.44306831022388166,0.5299775593537557,-0.16470374565876972,-0.08169406642605834,0.33920849914987306,0.2461295652057728,0.22167345410012065
Angular_R,0.5101558332312578,0.06888278757753238,0.10191111798881598,0.5818267145427338,0.2191720426284801,0.6024221396187925,-0.2194924894185484,0.638743101907258,-0.16002294130201658,0.07485582857298649,-0.08139352025312371,0.05960114962760997,0.24578780557282842,0.1360334642768608,0.09745145232353158,0.08763997211633935,-0.216209927652751,0.40334578022566825,0.5986936165937923,0.7192702574190332,-0.11366352963722816,0.12341567477099125,0.03261197381051658,0.3545695983365291,-0.19408273949242616,-0.0902919788684137,0.619241957562629,0.10035804300442633,0.708923125497827,-0.33426214887124167,0.5770812034239342,0.01227389363792091,0.050722793393359576,0.04848189676460695,0.2565275545444711,0.4190883405579276,0.13427129511698951,-0.35728234430459305,0.14680539266750078,1.0,0.6951291639148586,0.5827450208715219,0.562946439527827,-0.38251763725524074,-0.26697214186805523,0.3801742179428628,0.5834244050881079,0.15419821911322842,0.4952532464532262,0.6711550378490712,0.1496945336901736,-0.3297837086828301,0.19042731583046588,-0.10089290428832753,0.31646609517065766
Calcarine_R,0.43955679326223035,0.15945840151562038,0.28391883500016646,0.5546080628652011,0.0067555024600102175,0.6830894008707988,-0.033523544688881315,0.7135533852605563,-0.10755320587986379,0.013145775064900259,0.06161280236604099,0.13908303114378595,0.3237297315000299,0.18416013056625313,-0.011577780447878487,0.1612852874877001,-0.16396796959565907,0.3553228780616631,0.6291194587719544,0.4934253397512063,0.03521438455435251,0.2463442509086886,0.1510480528944668,0.3469781383529037,0.056374886686513394,0.04579496107713594,0.6243970087612748,0.22271743498540872,0.7177782248723035,-0.10512800029477327,0.5430458936777354,0.13197684043762553,0.04345435252852046,0.26688192654466797,0.4979114993714697,0.48167131626096327,0.18406446246115507,-0.22194362951405583,0.38683934754586136,0.6951291639148586,1.0,0.6120816304292732,0.7345310184826694,-0.24059310927407032,-0.30534565588741536,0.37209528186583374,0.584164276635509,0.3338538703310236,0.4880710750494896,0.6965264570046783,0.20408258653151215,-0.3181897385543806,0.3794646434896155,-0.01182218856217565,0.41424604568865103
Thal_PuL_L,0.6277107894283467,0.43668575018183986,0.3247205286153937,0.663981752458232,0.2415958123705079,0.7383320425839356,0.27001865935435165,0.8564794457865171,0.1796455383338406,-0.04737573218736832,0.15842627224278255,0.28729761514200747,0.07208329316390936,0.31413213602101664,0.1614835579895069,0.2835124454767229,0.25888818444578365,0.6689831937819657,0.74190139180794,0.35031676793118094,-0.004132614657583976,0.2680692458239648,0.1660814872823188,0.17461772641466802,0.0187061366906449,0.307209946596215,0.5175347232330186,0.3044173067276475,0.6906978798066987,0.1014137015795655,0.4342555055364584,0.327299745679679,0.262367725593642,0.21284801161093458,0.18712654579440643,0.7058324488867376,0.21937622506625937,-0.034865595219429835,0.2700628402452729,0.5827450208715219,0.6120816304292732,1.0,0.4698972724634068,-0.1581375478678719,-0.09654171824411908,0.30758037728149,0.3850397147611136,0.1983096673706134,0.4698799104077131,0.4425392909241273,0.32093793309263413,-0.18191796266817928,0.5813330464382641,-0.10946760923552488,0.33413896619062516
Vermis_4_5,0.4913246804363541,0.3681376597606973,0.34999107927653506,0.5679319269500304,0.1903319307033926,0.5637182258853862,0.06531437704272013,0.5228657483604369,0.05395878186616784,-0.007267374269966435,0.29492365695153616,0.17185193714344582,0.5673467323067,0.037714400633161185,0.05582508123589407,0.2805066909636542,-0.21340997206023699,0.26405136636068555,0.606356444280476,0.4149817230011356,0.1433667931810334,0.3719816065820897,0.26411850340587406,0.4206126641248299,-0.03581030830284132,0.19781217914274268,0.6487900877333009,0.4422719947025548,0.5510196023758407,-0.08575387919049808,0.6283006184457662,0.19131134413704678,0.2906643287571663,0.22292700826286885,0.6680682264423191,0.40074528399129405,0.25489997089765587,-0.09204106410585638,0.506746182424909,0.562946439527827,0.7345310184826694,0.4698972724634068,1.0,-0.2321101238584954,-0.2891247147582238,0.3708128768615241,0.7482946001918944,0.43899502166822496,0.5925597699291766,0.5365841195011597,0.3413872040402204,-0.35331619120001245,0.39679060812213174,-0.037258264766816714,0.6182603786606189
Amygdala_R,-0.20946536624119316,0.07719175184847059,0.3198771491119961,-0.4219439521128936,-0.06563634404328059,-0.1360042144394526,0.22808915149720702,-0.23813900599542112,0.0932304789209391,-0.19215424060226696,0.6228416069106381,-0.1968869066316294,-0.039689864177398726,-0.24768978102260542,0.2708388282324931,-0.3789704586693479,0.39560813185980326,-0.02645602411180523,-0.08275523883717267,-0.10405361169690268,0.06792538881874327,0.3195866438357177,-0.02881596501973683,-0.3143327018653552,0.3978869533806296,-0.01177500661385763,-0.15138168654395381,0.2808556523918258,-0.09837177054112696,0.1373851095678561,-0.12904424466532202,-0.15493637499000745,-0.24263970297237633,0.17820139315684871,-0.18696199541152447,-0.05527513052859985,0.28166021824317145,0.3035006639707514,-0.26972536087731674,-0.38251763725524074,-0.24059310927407032,-0.1581375478678719,-0.2321101238584954,1.0,0.3196239099242084,0.017181706548222316,-0.23544168965023346,0.145648932808136,-0.35164351275081857,-0.37752699558653524,0.4222224967024607,0.3191414291487537,0.21059414651250677,-0.09725789613898277,0.022370239353253968
OFCmed_R,0.08281293441841384,0.12618351709351755,0.07157681134580428,-0.29192064343134544,0.050715244294604986,-0.2091345288926517,0.11383609603163727,-0.19597794790597495,-0.024934550045988824,-0.2031905260334718,0.3827383349897646,-0.05136733209027608,-0.4933263859207969,0.18169786300727936,0.028892940495260623,-0.2926747223874853,0.4456353901429915,-0.07411724267308271,-0.2447278436453506,0.06935323921394271,0.0929634600786066,0.22828004732094298,-0.260233500560099,-0.12632736899909905,0.2525322027876592,0.007383781409815074,-0.04325080373509408,0.31618895985896267,-0.06545363936660732,0.01595866520322161,-0.17883912283115372,0.17005733950800472,-0.13778877446134627,0.16123557965670593,-0.14520290497708663,0.08002066947985913,0.4312122938116212,0.5981599157382795,-0.16504444159994344,-0.26697214186805523,-0.30534565588741536,-0.09654171824411908,-0.2891247147582238,0.3196239099242084,1.0,-0.08365524127142683,-0.5065564524548085,0.18069370789027764,-0.00239469378613605,-0.225476829513264,0.36106689102970974,0.602360340714621,0.08559575395909116,0.047452259230141736,-0.022984254845082867
Thal_PuM_R,0.3317618066595787,0.2744243321446161,0.3024012507837247,0.2933053817678747,0.19983957440573716,0.3412998351537104,0.013288758471741415,0.36481701005669454,0.003207303438436486,-0.19917007321880986,0.2154282045691243,-0.07310841309064735,0.2546934717737525,-0.01117045049071027,0.07321787025412774,0.006788400938099773,0.181928700509578,0.3109550178023086,0.39478121235033986,0.4023806674993792,-0.24888072218907195,0.22098394939670826,0.05512745392679831,0.006557382088176953,-0.05903836254157693,0.06937590651915053,0.4689839314838895,0.25187169746844423,0.4357396981182283,-0.19541527853575216,0.797733572764251,0.05860456535124721,0.02002551117795618,0.06381809371719056,0.1521683092637433,0.4099315038874227,0.2660293048152853,-0.23198040375717624,0.07995955580881627,0.3801742179428628,0.37209528186583374,0.30758037728149,0.3708128768615241,0.017181706548222316,-0.08365524127142683,1.0,0.24734574551662297,0.21590822961194553,0.2877948035716344,0.14758659322710893,0.26453043419395933,-0.2348302952987477,0.22755493177553043,-0.2945923098378074,0.44962395064916444
Temporal_Mid_R,0.2724018844625726,0.13303752396184998,0.19903621960646867,0.45312104756976557,0.14206677594479675,0.41462815308324974,-0.08859013113443188,0.3530990787896182,-0.10904384258098265,0.0019208234723093731,0.0672721169712479,0.16717606097345608,0.816169492419171,-0.40971676238950305,-0.014721154038476942,0.13266722819750923,-0.4819198960701557,0.26359549958946116,0.5942829731782918,0.2131755624713122,0.15513373458383156,0.2212023924144304,0.21736640668346055,0.4242897447357214,-0.30755584401049385,0.07665611903957342,0.4014678600829026,0.07112293500338047,0.3340256925732922,-0.2102204650466875,0.5741008971243473,-0.21102574360674967,0.1408377596737106,0.06988205057626194,0.5188293429062044,0.22305370074510855,0.03281990619255081,-0.19626298883682536,0.25653595062441414,0.5834244050881079,0.584164276635509,0.3850397147611136,0.7482946001918944,-0.23544168965023346,-0.5065564524548085,0.24734574551662297,1.0,0.2688689981059338,0.3099629723702484,0.3557023917145475,0.2179452252484059,-0.4795638860062797,0.20985318463279798,-0.07615182396338441,0.46400346794935093
Thal_AV_L,0.2558033868991799,0.36706740448560105,0.5496816694412741,0.23294321500098616,-0.08098292164328114,0.2805866472513542,0.19658027619517138,0.17182462614435434,0.05911234456246579,-0.2784326306298509,0.49913761083553243,0.28109762741625455,0.20014361577333661,0.05988971100036149,0.0029610880370184844,-0.03923397673632061,0.07996777048877514,0.16211973534535343,0.28087271749772047,0.3261112018504102,0.42643515641314694,0.6920010007586902,0.18363003715541956,0.0761463663757138,-0.04117479439776411,0.14405318620297736,0.4916501261623227,0.4829315008554665,0.36400813617844524,-0.014417668184630004,0.3461277874607027,0.16354488176778034,-0.024545010920980374,0.17396572543321268,0.31220622476926824,0.286845637407965,0.6738317775954574,0.12432123645158043,0.1574884501004106,0.15419821911322842,0.3338538703310236,0.1983096673706134,0.43899502166822496,0.145648932808136,0.18069370789027764,0.21590822961194553,0.2688689981059338,1.0,0.4705821340588436,0.21140360917871362,0.3172636253819095,0.07258681277836775,0.3912615407740813,-0.1993480057942064,0.4511874949679055
Thal_LP_L,0.4300659100815525,0.38428651284397897,0.20156220987937096,0.547041790918285,0.13074607184486073,0.39504548039463067,0.0013197623855570803,0.4848095715319691,0.01639239138660604,-0.11508980448044949,0.16754382322399175,0.22846084533949604,0.18385189315280567,0.3269209805587768,0.15836247019352778,0.2703439643983046,-0.05183860878013564,0.1625516858261856,0.31079832655470346,0.554393377285534,0.24653515137722734,0.3283549855410333,0.16198835425601193,0.13007804642788984,-0.07481274185568294,0.07450867484873083,0.7009440376899237,0.331260878099711,0.47437035874646216,-0.11698187528488267,0.4213044843621515,0.3886615789998847,0.10595169367276105,0.21787041333898793,0.46051154679389594,0.3304366885136827,0.3332822322395922,-0.13790545098304893,0.44306831022388166,0.4952532464532262,0.4880710750494896,0.4698799104077131,0.5925597699291766,-0.35164351275081857,-0.00239469378613605,0.2877948035716344,0.3099629723702484,0.4705821340588436,1.0,0.5348607441777596,0.12582941090645322,-0.16617473744004302,0.24851066455819085,-0.2198709002853148,0.30175525401122727
Cuneus_L,0.3654707140152353,0.1627535301057883,0.0010943325534600841,0.5568480685498037,-0.05698604837083192,0.5090023631282536,-0.003036479867445323,0.5984478475482131,-0.005710714921838013,0.1889146276984622,-0.20595453551860401,0.21709347941341933,0.05389533927787834,0.46770079429661027,-0.0058471242571085215,0.37465466250450524,-0.1124723456722933,0.29945414713026874,0.40159060648232503,0.5523217693309793,-0.05419300428705138,0.06851086119245224,0.23037013968631134,0.14289927269034108,0.20181826680861858,0.05683003609171444,0.4706655057367841,0.0524003308696451,0.5501421314048958,0.05188983592667167,0.23940700806576143,0.3530579403983435,0.20237212272408422,0.25893790506608766,0.46099186945270443,0.24837194035585708,0.03566842350036591,-0.19027182530951522,0.5299775593537557,0.6711550378490712,0.6965264570046783,0.4425392909241273,0.5365841195011597,-0.37752699558653524,-0.225476829513264,0.14758659322710893,0.3557023917145475,0.21140360917871362,0.5348607441777596,1.0,-0.10950266024224668,-0.12083489206129856,0.30369690190202764,0.09035576813131731,0.1002123500679795
Hippocampus_R,0.4192547559191102,0.4336546240295022,0.34857440755117025,0.10410794920916291,0.23401210179635834,0.34050073159522537,0.30339648699585287,0.23188984755216246,0.0698086281059453,-0.2819821258623375,0.7468776099616556,-0.14964271703187115,0.1587196359928856,-0.1496452428078144,0.14910351547609244,-0.20249433430472735,0.2939915528723916,0.3239022910992033,0.42210008434250645,0.28442478893210027,0.08371991093697795,0.4710624938153995,-0.14841348196507348,0.2207418363252153,-0.04532265711824792,0.27412325024630424,0.38661569369227483,0.6736449642849066,0.45173044746202146,-0.047136135456765725,0.36956538973168,-0.016744106234154867,0.11120449940312367,0.10099616143360897,0.03372581283972785,0.44075865934029623,0.48717611123652316,0.4749091842244725,-0.16470374565876972,0.1496945336901736,0.20408258653151215,0.32093793309263413,0.3413872040402204,0.4222224967024607,0.36106689102970974,0.26453043419395933,0.2179452252484059,0.3172636253819095,0.12582941090645322,-0.10950266024224668,1.0,0.13805756704325498,0.5281632401841364,-0.054932419696056604,0.4661707135316252
