,Thal_PuI_R,Rolandic_Oper_R,Supp_Motor_Area_R,Thal_PuM_L,Frontal_Sup_2_R,Frontal_Inf_Oper_L,Thal_VL_L,Occipital_Mid_L,Red_N_L,Raphe_D,ACC_sub_L,Parietal_Inf_R,Heschl_R,Thal_VL_R,OFCpost_R,Cuneus_L,Hippocampus_L,Thal_VPL_L,Thal_PuL_L,Thal_VA_R,Insula_R,OFCant_R,Thal_LP_L,Temporal_Pole_Mid_R,Temporal_Pole_Sup_L,N_Acc_R,OFCmed_L,Frontal_Mid_2_L,Precuneus_R,Paracentral_Lobule_R,Occipital_Sup_R,SupraMarginal_R,Cingulate_Post_R,Cerebellum_9_L,Parietal_Sup_L,Thal_IL_R,OFCpost_L,Precentral_R,Thal_VPL_R,Cerebellum_6_L,Frontal_Inf_Oper_R,Rolandic_Oper_L,Temporal_Inf_R,Cerebellum_3_L,Angular_L,Temporal_Mid_R,Vermis_4_5,Occipital_Inf_R,Thal_LGN_L,Vermis_6,Pallidum_L,Thal_PuM_R,Olfactory_L,Raphe_M,Temporal_Sup_L,Thal_PuI_L,Lingual_L,Putamen_R,Vermis_10,Olfactory_R,Rectus_R,Frontal_Med_Orb_R,ACC_sup_R,Calcarine_L,Frontal_Inf_Tri_L,Frontal_Med_Orb_L,Thal_Re_L,Frontal_Inf_Orb_2_R,Cerebellum_9_R,Thal_AV_R,Frontal_Sup_2_L,OFClat_R,Frontal_Sup_Medial_R,Cerebellum_4_5_R,Thal_LP_R
ACC_sub_L,-0.012193742316312057,0.23996671331223962,0.03611612308621271,0.02805047026556,0.048054945310408576,-0.07339192586657525,-0.015264340336078371,0.03977601133591793,-0.020990025901812422,-0.10956925397313315,1.0,0.06284872448191875,0.2173015162619577,-0.13079588446902007,-0.08523864161170853,0.09301986009557238,-0.15375428475041428,0.03993194139200316,0.055575344074915774,0.11417814779543817,0.3164244480201389,-0.17561769637398902,0.03821261179596832,-0.024212317428711896,-0.20056485970264926,0.1389198798924471,0.12553217252420582,0.1585169180013926,0.09786663880849544,0.1665011462150718,0.1099825916419403,0.11174409609883318,0.14806966516123538,0.1907461932004422,0.10653565757979523,-0.2815173119116392,-0.25042877062222524,0.022984860047813662,0.15369244042371358,0.06812479872725342,0.15139260303048013,-0.05063630408334896,0.30499586223569386,-0.10594085684785888,0.054158984837198915,0.30897985116781923,0.35566851926827897,0.2178291502129951,0.13700562255165535,0.2685167808175754,0.025643930745465147,0.024835399974640814,0.17904411847034205,0.18725810332880594,-0.08132351875708374,0.06037201115437901,0.2320791158877289,0.09976259282355589,0.027369872949478354,-0.10980546638767484,-0.0158031323058238,0.15384779342992272,-0.11955881671083579,0.16649157638920506,-0.08967690705477668,0.11965397310454728,0.009968287657581516,0.026489747150413176,-0.018120147652286474,0.016974513571414083,0.09170973799618957,-0.022509637600021087,0.03470071349386594,0.015285826850689879,0.10131569427075808
Parietal_Inf_R,0.6401802008274289,0.5555799705036956,0.5931108739195174,0.6835880625754422,0.6161690974119743,0.6483747117766863,0.22961919084596166,0.24432306634615106,0.17337518585655495,-0.1134403575873968,0.06284872448191875,1.0,0.17340832794760028,0.43188946902502445,-0.07924158510051535,0.3556006438702821,0.37467167180932975,0.5899538128346257,0.6392663427262049,0.20055530509010105,0.39677822994432854,0.12240493974182615,0.23521247409690302,-0.16635803865820395,-0.1513218876211802,0.42064877600109846,0.055743171213196545,0.710620682979426,0.6718128372077993,0.7270137835119064,0.44342114060219195,0.8054374983106161,0.7190362456607974,0.10188304290631615,0.28750496376758633,0.26674246693435927,-0.2464415927975426,0.7382660524366044,0.42613941365744024,0.10957248225668755,0.7080019293423845,0.41873319262816594,0.3011266807299817,0.10472087545407723,0.2791311849026973,0.5122711056442472,0.4372757928466633,0.2272411171383991,0.2929249750893423,0.17473407791475495,0.5478946955422043,0.3139788641972239,-0.0689598051479002,0.033956645979758955,0.5407748895187612,0.6008247266805251,0.5575004071464921,0.5351925388237426,0.38052722958310214,-0.20509277454828806,0.13866416846236126,-0.02406191872810091,0.17935405077432906,0.5277741614513929,0.4881642644396871,0.5563725280952211,0.2613972288839675,-0.035065616077421084,0.2093550653669361,0.16305155398516236,0.6344157994367119,-0.4011190322173868,0.6315222022574518,0.4554981795707973,0.42709108352431846
Heschl_R,0.13927106975773965,0.6704897081810146,-0.015652902470870325,0.03714642473834243,0.1520182225028259,0.05934873690527738,0.2139562597427101,-0.017900534192668044,-0.015523348291398653,-0.08926770554846239,0.2173015162619577,0.17340832794760028,1.0,0.12292271243419924,0.10616479057401693,0.017678456476487425,0.10729541806387806,0.250043512015617,0.13862140602802353,0.16757497011314604,0.740490223090589,-0.03429269020666707,0.10513476111903763,-0.02472455938815668,0.011697202370802823,-0.010137832932287377,0.010717888037887102,0.32722816159680446,0.11063827552954314,0.06598645913988574,0.21777621806275604,0.2659614972588111,0.2518034866126885,0.6509167433139996,0.06497094542089343,-0.1528360099836155,-0.12536084814962445,0.05033634569402904,0.424004746280851,0.16824877721538078,0.2937241553833932,-0.0788120984246754,0.5513255057935791,-0.26598911731397146,0.06648527113149451,0.5187498776793315,0.5176681267359058,0.47720677224105085,0.43970938275118077,0.44143698589935576,-0.05671645281592542,0.3540992441583459,0.14332929595302424,0.08289005148948175,-0.12029552860149018,0.11617333587814434,0.3102328739630833,0.4005315773005218,0.04267639554910952,0.10341950109673231,-0.048495484180274565,0.2274549364571433,0.25863235783215893,0.136877839607285,-0.03329711476322726,-0.029947208087492738,-0.012802839448128375,0.31640628292180223,0.40364875955663937,0.23617606468682717,0.18537918135473344,0.0594506488952507,0.06182104207521686,0.3090098909746442,0.23526180642953648
Thal_VL_R,0.6282762950910274,0.3246402562591271,0.5897500146621129,0.43311898018852674,0.5776915962982195,0.5351700846619972,0.7562727991052575,-0.008766132683925135,0.32418141995686006,0.12262507820438799,-0.13079588446902007,0.43188946902502445,0.12292271243419924,1.0,0.3473837794451973,-0.05469709187920621,0.8086136490593001,0.5040514604461555,0.43031651582349745,0.4412412913678592,-0.008154974080880777,0.1730535142644823,0.12142174063946334,-0.3240972637527382,0.220607233125018,0.024460009171924778,0.2979183388240884,0.621894757454725,0.4952382434688753,0.4644151936850926,-0.08016142267251683,0.5769255993496029,0.4872517511887075,0.016028326767958553,0.1376806050206268,0.7936983435070253,0.2308178624657936,0.5698466765286327,0.3693409182264453,-0.02379698649321545,0.6042250719289443,0.06358894316327078,-0.022865050271373182,0.30349357359520607,0.11207655707100188,-0.09865356224037049,0.1493058165792885,-0.18668169509998023,-0.13193328611045071,-0.09931047768515774,0.5735482980478648,0.37299792793595865,-0.39597143278398617,-0.22011008738099463,0.3047412593884154,0.44801144060932824,0.2556949395901724,0.43724862549409144,0.16842727887973932,-0.01833629834191172,0.13037250557322672,0.07704128049911572,0.6039735000173763,-0.011204395752136907,0.5469268417528085,0.0442318505051907,0.007855460970931776,0.3405448836468118,-0.0049396367725321735,0.49516938825031226,0.3793110057986632,-0.3481444279004573,0.39077022157095254,0.6888032962901657,0.2519958231109574
OFCpost_R,0.0583166433104227,0.16759676549515634,0.025596110249493854,-0.15460259861860948,0.2690847909550388,0.1889881681698938,0.18939161235980334,-0.25147689941983753,-0.029565561850821105,0.1486819337097573,-0.08523864161170853,-0.07924158510051535,0.10616479057401693,0.3473837794451973,1.0,-0.19027182530951522,0.48315033538768504,-0.007314679432882687,-0.034865595219429835,0.05426904974775154,0.09461385043869146,0.4078901974360626,-0.13790545098304893,-0.05089938407944364,0.4016363402423174,-0.28379196017362757,-0.16231757657884907,0.050857588410096494,-0.15072954252628423,-0.1226336290784679,-0.4301733216563329,0.061890679567828386,-0.17993626763599332,-0.010033017702676963,-0.23563673837906154,0.3270200816286471,0.5502025917536003,0.14465861423414642,-0.2508973048161529,0.12733697263945382,-0.00022672318699311944,-0.009309227023012102,-0.09233995722873675,0.042924715202283574,-0.1779800645251773,-0.19626298883682536,-0.09204106410585638,-0.11925058553097946,-0.1972939615699533,-0.07078694241944657,0.07939097083672411,-0.23198040375717624,-0.5478933838109583,-0.3768401990884503,0.10038846264008328,0.06461174781987988,-0.10866497391782975,0.484268685389267,0.15241513735845041,0.4344129429144313,-0.2322679673621213,0.030417712714370028,0.6926740217624912,-0.12435563891525671,0.4556114897772775,-0.5178321238132979,-0.2158291955182026,0.8300774839904564,0.03230007764023789,0.1328842286719276,0.20321634466983912,-0.17407896819770197,0.020607526207993568,0.3348177738097248,0.03422150442132816
Cuneus_L,0.24837194035585708,0.18859305375492258,0.34389140781641875,0.5984478475482131,0.2275240373647921,0.34332841047595164,-0.0329576280905015,0.7712597365900888,0.18373948438560792,-0.18474369027154505,0.09301986009557238,0.3556006438702821,0.017678456476487425,-0.05469709187920621,-0.19027182530951522,1.0,-0.10766689850357113,0.49386805418857177,0.4425392909241273,0.02309128182795906,0.05959393718575073,0.05188983592667167,0.5348607441777596,0.1889146276984622,0.17508329102071482,-0.03587910946797299,-0.114524213878323,0.18059677043917888,0.5501421314048958,0.5090023631282536,0.8393264755488096,0.3039342169945157,0.43721149287101013,0.029725811846719668,0.5523217693309793,-0.1124723456722933,-0.12083489206129856,0.27072964623412793,0.23940700806576143,0.5299775593537557,0.27443872825239374,0.37465466250450524,0.2964018516951413,0.46770079429661027,0.7033615295378487,0.3557023917145475,0.5365841195011597,0.35318060842577,0.1852943920131586,0.46599437565230395,0.0613294400357476,0.14758659322710893,0.028131007392390644,0.061197529490852394,0.3282854594371671,0.3654707140152353,0.602310482711809,0.19810742634102582,0.291701447596895,-0.02195035467741971,-0.0058471242571085215,-0.05457106949545441,-0.17791938481851888,0.7709732188965623,0.18800848250764485,0.11141933634827383,0.33215495757660174,-0.32373887919274563,0.23037013968631134,0.03566842350036591,0.1578376191605159,0.0017155424978212825,0.26818028889466056,0.002251768173607343,-0.05285166303685874
Hippocampus_L,0.5745327539567163,0.30664100263494404,0.5324910100406616,0.3265498330555077,0.5847373491354411,0.53954487271639,0.659790869077137,-0.05040540508585397,0.3798590727108347,0.2405013051849019,-0.15375428475041428,0.37467167180932975,0.10729541806387806,0.8086136490593001,0.48315033538768504,-0.10766689850357113,1.0,0.41393675988740747,0.34785589923719096,0.526566071292263,-0.044089681281164,0.2707579732894218,0.12660019226390773,-0.2868405981488645,0.3469000427075478,0.0004727534712559252,0.24659389770347392,0.5368715796787872,0.40016023571523157,0.3294038032862019,-0.1872246387933188,0.503631558164319,0.3321886793749963,0.10097106049220346,0.09401570756104756,0.7727794978279701,0.3211495488448132,0.48326361312281596,0.0508572961339322,-0.019238605928480514,0.4398195316081566,0.12953913057765476,-0.14515996686467403,0.2986820594414828,0.07955160306190745,-0.21554073109839245,0.046300382655226895,-0.29105296041762263,-0.12439310831055779,-0.16134150787760373,0.5552482548379593,0.14707808923184928,-0.5793937201761732,-0.3609292483598132,0.40415619734248165,0.4243367566295179,0.17670541036936566,0.4493258250781084,0.18530029546104193,-0.024906078600728705,0.16458181063446103,-0.0066015702872842235,0.6896376433135453,-0.09066723795239137,0.6039823660433361,-0.06393922960149218,-0.040133464779003244,0.4798419146192327,0.12504377561213356,0.4640180741890532,0.38921759114997617,-0.2819086049975666,0.3562050897472303,0.7923784490897098,0.3351207297059942
Thal_VPL_L,0.653296117873398,0.5500762537494469,0.6661497407574893,0.7430689730868695,0.46777988002510196,0.5354144767746996,0.5195287649408283,0.5347712851018276,0.3374991359288585,-0.07315822671338708,0.03993194139200316,0.5899538128346257,0.250043512015617,0.5040514604461555,-0.007314679432882687,0.49386805418857177,0.41393675988740747,1.0,0.7206905229098098,0.42631069790855664,0.29167232891133216,0.04084813246290557,0.5532178738715808,0.06945195599177564,0.10331462923925236,0.043833950724790204,0.0321150902502027,0.6619119301856402,0.7199953523507625,0.6789806050963308,0.488719448471781,0.7250955293561062,0.7148643265846876,0.20501135096180728,0.47476142409190936,0.257536545744185,-0.12194561846921556,0.5749394081623158,0.4611001023837184,0.30690476152099055,0.7135780882566364,0.3082600894006455,0.37732939795085263,0.3770320253859533,0.6013460702349915,0.3739335779782705,0.6097135252397083,0.30344030054188253,0.16629101978002359,0.3661994897832524,0.44236474316652613,0.30364980770197164,-0.20574117650600743,-0.014413552170541586,0.45621115400993417,0.7237590612134452,0.6518340257924018,0.5313762089516503,0.4035787721416068,-0.08189770834718725,0.14455979290392448,0.009393337500496302,0.16812264118012274,0.5219739739823321,0.45708963383883267,0.2791799323144961,0.2748351947700418,-0.08203871216317908,0.17769832738918395,0.3167821933578992,0.38130255351080233,-0.1651088661370337,0.4748353744058282,0.5571999747129093,0.18683583214959215
Thal_PuL_L,0.7058324488867376,0.45389218160343964,0.6617322175133831,0.8564794457865171,0.4397486744853885,0.5793460945021061,0.23285546512706018,0.4600644245170377,0.2732900809251938,-0.1083758732929476,0.055575344074915774,0.6392663427262049,0.13862140602802353,0.43031651582349745,-0.034865595219429835,0.4425392909241273,0.34785589923719096,0.7206905229098098,1.0,0.3122000653609288,0.257943729677868,0.1014137015795655,0.4698799104077131,-0.04737573218736832,-0.01186684715119626,0.2510975264102952,0.13009847896445745,0.5646668833793138,0.6906978798066987,0.7383320425839356,0.4928124082191723,0.7188302465837326,0.6968984046054453,0.03624715711948215,0.35031676793118094,0.25888818444578365,-0.18191796266817928,0.6628414177734425,0.4342555055364584,0.2700628402452729,0.6870503026291344,0.2835124454767229,0.30228769511616754,0.31413213602101664,0.4607550618946614,0.3850397147611136,0.4698972724634068,0.29390957218307234,0.05093244161270527,0.26638821038445865,0.45788158892274416,0.30758037728149,-0.10194548735889647,0.01880860032967376,0.4593088394305175,0.6277107894283467,0.6083241699462719,0.45422665748086094,0.38199577488405617,-0.23106607119297484,0.1614835579895069,0.01691748010441737,0.05012558237324741,0.5996815476330338,0.39841306708312285,0.32200522392945846,0.1638744745475862,-0.08427369628469071,0.1660814872823188,0.21937622506625937,0.36820657226971926,-0.2625600127341095,0.42914785966708613,0.4461746299952126,0.3410424187785708
Thal_VA_R,0.4003220180449944,0.30519819878772936,0.3819575848906844,0.2289326173389782,0.14217601395794835,0.08188328506635656,0.4900411904732692,0.041685863811104104,0.3137640109019545,-0.04867145707317771,0.11417814779543817,0.20055530509010105,0.16757497011314604,0.4412412913678592,0.05426904974775154,0.02309128182795906,0.526566071292263,0.42631069790855664,0.3122000653609288,1.0,-0.020711515201247595,-0.23244568076000494,0.3495976128292594,-0.16304204501726485,0.12516549220369114,0.06959043043351,0.36603063795003365,0.4573177159903585,0.3939660512019962,0.24658623098314203,0.08866355033548055,0.4114241566017255,0.292482831808413,0.19414745239297457,0.35875980088528414,0.24108683636742692,0.09127582204810941,0.21054288375085528,0.22256986367880283,-0.056303102302367354,0.3759267906408846,-0.2243884838757888,0.12239896039237448,0.10413266741866836,0.23055284462668046,0.05102573121572003,0.26734283568935835,-0.00372249685686863,-0.187784469206298,0.044078623077448434,0.34933386202835776,0.1379918923905729,-0.4295130408104755,-0.3206001655220539,0.021862262979572174,0.42011072340476774,0.19849679163920564,0.10519037225660151,0.015948499056165282,-0.1054642077384636,0.48428050796595284,0.06072865257825616,0.12278669033737809,0.03200918832086107,0.02198591731414336,-0.044265002333619366,0.06027583398508694,0.0667694007388012,-0.07690261993796174,0.6707148586910975,-0.0614667911028023,-0.009571133638218718,-0.02214209761311871,0.6312815570517532,0.37867344132952
Insula_R,0.1729582883637499,0.76153200636154,-0.02431217718112696,0.17317002815645297,0.27840463244868985,0.22420971926222089,0.030157359898356922,-0.04718970746282621,-0.08923347143188383,-0.18032969161983564,0.3164244480201389,0.39677822994432854,0.740490223090589,-0.008154974080880777,0.09461385043869146,0.05959393718575073,-0.044089681281164,0.29167232891133216,0.257943729677868,-0.020711515201247595,1.0,0.09223340966071655,0.07851527103058008,0.05371464865774216,-0.25898085406491556,0.2747343477180864,-0.18032717591777764,0.388073755678412,0.11274172140690898,0.20530658930659287,0.2104635342172989,0.39723715341418253,0.3601250663302482,0.4991750387279327,-0.08250123697487244,-0.31478709240001695,-0.2782519931488266,0.20803363810772516,0.3842866195559561,0.19969210352937203,0.43239389337666245,0.22034852379145115,0.6311694431844156,-0.3356305626551586,0.01160508375516362,0.7297876097299086,0.5992194455717119,0.5704195907214494,0.6032429399067927,0.5024202772823323,0.13114584990756442,0.16540739633059048,0.2874729346500824,0.27699457011760503,0.13010129293227107,0.2027720205962741,0.43895778145185005,0.645684154634047,0.293197340324679,0.05859846312623776,-0.10058622955712339,0.131663896903488,0.17117861963355022,0.3542106363120699,0.17599429091736515,0.2840802607392393,0.10515054036254107,0.2802565873081744,0.37917263721425953,-0.0521429261324313,0.49340475253723426,-0.14990892408849027,0.3543561308033044,0.18215144298749936,0.3156687729869054
OFCant_R,0.0514451645596437,0.040209612280285315,0.050812516259810855,0.11972009328446465,0.5221918136709375,0.5744788708878777,0.02153059385074798,0.05816561587118783,0.07590631143513245,0.2721818325182896,-0.17561769637398902,0.12240493974182615,-0.03429269020666707,0.1730535142644823,0.4078901974360626,0.05188983592667167,0.2707579732894218,0.04084813246290557,0.1014137015795655,-0.23244568076000494,0.09223340966071655,1.0,-0.11698187528488267,0.09629204723143388,0.38878605779660863,-0.0005272704893410427,-0.26008265052859736,-0.005070892299679451,-0.04983083082803913,0.0922257309580141,-0.22131839149742402,0.14406332189820398,0.0217508086860947,-0.09766778563394822,-0.29591399700733545,0.41158085741255107,0.3724906845438297,0.27124635442352135,-0.3847302079146315,0.3031415387262538,0.010804924077392421,0.55991456100445,-0.2505729611882401,0.3248981393836289,-0.01654290931536161,-0.2102204650466875,-0.08575387919049808,-0.19386223541271902,0.16342813900346503,-0.032391476204053395,0.2105497057050291,-0.19541527853575216,-0.15462174196793563,0.03006523764296428,0.5256973595772353,-0.0005001349628813235,0.066177646343662,0.48083354829746117,0.2959826133653381,-0.020418128831648306,-0.08313624383746225,-0.22765060626831388,0.5006153695242072,0.1100639851560173,0.6779674481773199,-0.06656159190377564,-0.0845538399820666,0.46624148413633903,0.303301007302955,-0.18401421173286722,0.5180872493949576,-0.4981582967491602,0.483980648448658,0.10070086442660542,0.17345021708497807
Thal_LP_L,0.3304366885136827,0.2977231894317398,0.30447098266133543,0.4848095715319691,0.1036793108903282,0.21859284895456918,0.1334621680397366,0.6357932648153103,0.35657969810014534,-0.326328147021985,0.03821261179596832,0.23521247409690302,0.10513476111903763,0.12142174063946334,-0.13790545098304893,0.5348607441777596,0.12660019226390773,0.5532178738715808,0.4698799104077131,0.3495976128292594,0.07851527103058008,-0.11698187528488267,1.0,-0.11508980448044949,0.08701161219602377,0.1677718233488635,-0.09613414610133776,0.35777099702275517,0.47437035874646216,0.39504548039463067,0.5358450200035696,0.4155226134634364,0.4901754668642426,0.26215168057994226,0.554393377285534,-0.05183860878013564,-0.16617473744004302,0.13043964611806605,0.4213044843621515,0.44306831022388166,0.2547428691431581,0.2703439643983046,0.44140657652923876,0.3269209805587768,0.7554259861682052,0.3099629723702484,0.5925597699291766,0.4143348926598938,0.144656964185915,0.5767848551967897,0.22966540968318735,0.2877948035716344,-0.13453363219649214,-0.12715385521997605,0.34257446371111505,0.4300659100815525,0.5933676367271056,0.20762465116461015,0.25831102965481095,0.062409782311361274,0.15836247019352778,0.006245039701567558,-0.15356444370619313,0.4719672765633325,0.10838273703129603,0.12999782433867155,0.2965621290837254,-0.32393378431112474,0.16198835425601193,0.3332822322395922,0.07637358470482736,0.021557965372047433,0.20409532047285225,0.3202297515186095,0.2097770751551866
Temporal_Pole_Mid_R,-0.2600562653109231,-0.06442070070888196,-0.05254201430426649,-0.031127997111193042,-0.07786116505402178,-0.08962911731610632,0.00565738058257455,0.23793845712528489,-0.17961272907159676,0.3570650745875106,-0.024212317428711896,-0.16635803865820395,-0.02472455938815668,-0.3240972637527382,-0.05089938407944364,0.1889146276984622,-0.2868405981488645,0.06945195599177564,-0.04737573218736832,-0.16304204501726485,0.05371464865774216,0.09629204723143388,-0.11508980448044949,1.0,0.21422548557115537,-0.38314784762771736,-0.09917411805394685,-0.2870680484110698,-0.1845969325571179,-0.18974137935643143,0.11637949070893797,-0.17719129870006814,-0.24419375469636506,-0.05236669707122838,-0.11966696348800304,-0.22718200257388246,0.06952851482057808,-0.11389347811697721,-0.21709838628470585,0.3216753073912646,-0.14301655610621988,0.09068744049549138,-0.07912730791928371,0.17534839229953658,0.04890589315085116,0.0019208234723093731,-0.007267374269966435,0.18729784624313833,-0.04315835385110592,0.09864786571566388,-0.3233832860304521,-0.19917007321880986,0.04100439890169217,0.21503892079041892,0.045300801528103674,-0.08304170320819525,0.011297038761915647,-0.08018611433740348,0.2299582644198789,0.011542489816627626,-0.15853100079482016,-0.22446488765556763,-0.20915644123774998,0.21032912079254024,-0.03410912332365936,-0.11288250661201538,0.1196453081382128,-0.15573065807854697,0.23143078047684779,-0.3066841158549917,-0.12483180999581396,0.15119780628007667,-0.1822347936455537,-0.2421386466415712,-0.4372706539174649
Temporal_Pole_Sup_L,0.043194389179168347,-0.05799410669936313,0.1817537880026773,0.005067944062327297,0.22725959258438133,0.2982972756002945,0.2671113180448093,0.27807468100132937,0.11519932369376308,0.24631767501222837,-0.20056485970264926,-0.1513218876211802,0.011697202370802823,0.220607233125018,0.4016363402423174,0.17508329102071482,0.3469000427075478,0.10331462923925236,-0.01186684715119626,0.12516549220369114,-0.25898085406491556,0.38878605779660863,0.08701161219602377,0.21422548557115537,1.0,-0.6155399370812985,-0.04022169660121858,-0.05841647578338489,-0.06103742559001958,-0.0653345550932229,0.0020426143325995606,-0.0017409435387316552,-0.14625713489621964,-0.02433932168396699,-0.12486355550914978,0.42000613908060763,0.4497676849261805,0.1273460352037185,-0.3203005175650755,0.5413432475115688,-0.037847562980043346,0.1484600832413462,-0.18661757473314947,0.4188627779209446,0.15644895870622752,-0.3116345400250685,-0.08197922804486388,0.004252030954825609,-0.18721735137507237,0.08947515672052192,-0.23242520529014463,-0.11468687721165217,-0.4958640809740355,-0.36706925564999826,0.2575017235707152,-0.08772461259610408,0.10795209446354538,0.08815096232588854,0.1467436332008912,0.06510070560169331,-0.16866791415851015,-0.15877300434022257,0.39714007548071467,0.1343597895877024,0.3125095554654726,-0.5599792454331156,-0.2307237600401002,0.29110837875333045,0.3967097213049115,0.12686983175540925,-0.060428613227101684,-0.08816957808708044,-0.05762648671677078,0.14519421544810432,0.009159872281042076
N_Acc_R,0.19622436449805006,0.19780969126067702,0.016885029382156642,0.24242196463193966,0.11779873942301666,0.18413780256433546,-0.16928508341097284,-0.12104003155322841,0.16771542825305266,-0.27374749815441324,0.1389198798924471,0.42064877600109846,-0.010137832932287377,0.024460009171924778,-0.28379196017362757,-0.03587910946797299,0.0004727534712559252,0.043833950724790204,0.2510975264102952,0.06959043043351,0.2747343477180864,-0.0005272704893410427,0.1677718233488635,-0.38314784762771736,-0.6155399370812985,1.0,0.013012273113854769,0.2275108260265223,0.215249263598668,0.27703586350058645,0.08436226229391146,0.2691873808808009,0.3760446618036882,0.09417325179418749,0.06922236583544437,-0.09151445237837781,-0.32776594860245556,0.12715832393295456,0.2549344423099511,-0.177207459860736,0.19395830226844013,0.27658662519636756,0.20248392283028316,-0.24944903647102673,-0.02729083070911803,0.3122931853950628,0.22618821322010454,0.03311762542334388,0.3504358314306068,0.10690090953562308,0.5778643823862873,0.1954169870844115,0.27724509277509396,0.26045923504424273,0.23502652614527167,0.20334421188035484,0.17753460655694045,0.21748816490835526,0.10029563593315638,-0.357645394464023,0.4228574972864914,-0.00676226666067498,-0.13333194106846774,0.08990260720641718,0.07954936535585642,0.554160294034977,0.15724165870417395,-0.13003293346698708,-0.05304488642961135,-0.05695141168496665,0.35757333647416445,-0.19532717864720375,0.3988820383814132,0.08278196374463637,0.47685554572318317
OFCmed_L,0.18519066618983968,0.020531366074329985,0.2516919276410753,0.045836678218326564,0.0028059597885825315,-0.0017193285038149097,0.3470270779594129,-0.05117110881803562,0.04044543944157051,0.16511612933128147,0.12553217252420582,0.055743171213196545,0.010717888037887102,0.2979183388240884,-0.16231757657884907,-0.114524213878323,0.24659389770347392,0.0321150902502027,0.13009847896445745,0.36603063795003365,-0.18032717591777764,-0.26008265052859736,-0.09613414610133776,-0.09917411805394685,-0.04022169660121858,0.013012273113854769,1.0,0.19486075495674895,0.20216243850864854,0.1445192796869207,0.0317078959658504,0.12464633341205249,0.09899227325073527,0.03691120395851486,0.228184067196081,0.25871942855147767,-0.051618723370665004,0.14909895586842886,0.19677134616079103,-0.24163867449610477,0.22836629485577922,-0.33614227676978486,-0.08411253545825594,-0.027748441570342106,-0.010028673376150635,-0.0855128681677854,-0.07525912934989702,-0.1676602906995718,-0.16776822788376958,-0.20794319607795242,0.09937120588057392,0.3154543277796603,0.05335086997422379,0.024739773280653018,-0.16572979440547642,0.018298542530457033,-0.10869937390024816,-0.16898413777232543,-0.26584069541084804,-0.3672291473869718,0.32523824817961644,0.18165491209993065,0.020987577489284752,-0.1803291781584464,-0.18789777599912122,0.04364852880564554,-0.022698001789173108,-0.03385219567716935,-0.14323173353634613,0.20568395670586911,-0.11984921251928914,0.007986076652875176,-0.11537526756471449,0.165356228064368,0.031103764295734897
Frontal_Mid_2_L,0.6594447537577778,0.7341982140784362,0.6729246838262973,0.5458292877844407,0.5720765458890951,0.5360752397273695,0.5024494219296779,0.15607026598606225,0.27458847466079717,-0.17493180290816732,0.1585169180013926,0.710620682979426,0.32722816159680446,0.621894757454725,0.050857588410096494,0.18059677043917888,0.5368715796787872,0.6619119301856402,0.5646668833793138,0.4573177159903585,0.388073755678412,-0.005070892299679451,0.35777099702275517,-0.2870680484110698,-0.05841647578338489,0.2275108260265223,0.19486075495674895,1.0,0.7169613226095426,0.7231066596244062,0.29553924333845033,0.8446223313056277,0.7699147950419242,0.24685009410915656,0.435277172449038,0.3030899472587712,-0.1332828808042576,0.6152791068043569,0.5463538428943837,0.027804997588239597,0.8273934327581458,0.10100585001884203,0.4382514958459279,0.11676404543266215,0.3658268840469481,0.44587343459736584,0.5340697206715173,0.24076535246838676,0.10000037766478212,0.25026807077420155,0.47821360516098455,0.3636022360439916,-0.2166980846187305,-0.11717207678993474,0.3308337327950233,0.5612109322374331,0.5601334937079794,0.49355331544645936,0.25302915254517394,-0.0999571261831109,0.11844141566358697,0.09320808097043942,0.33299903438418865,0.3161269429100607,0.4005358456926276,0.41994838682010177,0.256295950704446,0.12767485153828684,0.0520777695281704,0.4452834510676553,0.505487819894162,-0.36300258694451754,0.523500140058353,0.6710148200990016,0.3879755378272067
Precuneus_R,0.703536279596045,0.48439708362945066,0.7486122673538289,0.7821770638022515,0.4841331004855146,0.49070775146151635,0.37935465912663385,0.5135724095417024,0.35312226891433723,-0.14460914341066292,0.09786663880849544,0.6718128372077993,0.11063827552954314,0.4952382434688753,-0.15072954252628423,0.5501421314048958,0.40016023571523157,0.7199953523507625,0.6906978798066987,0.3939660512019962,0.11274172140690898,-0.04983083082803913,0.47437035874646216,-0.1845969325571179,-0.06103742559001958,0.215249263598668,0.20216243850864854,0.7169613226095426,1.0,0.8590136112940497,0.5942888047747886,0.7967680215067523,0.8695379423702297,0.09172862841073248,0.7333783945511368,0.2662477846343923,-0.14259046789540744,0.5545629136668285,0.538268655831386,0.055664480704911146,0.7310715905617285,0.189562943537669,0.32198449825803843,0.3608490824449989,0.6446395698823367,0.3340256925732922,0.5510196023758407,0.12284374318886047,0.03315940986434967,0.20309171617927632,0.46370896826491903,0.4357396981182283,-0.136389445328349,-0.01843558100825751,0.334993310823211,0.6689554264363714,0.5743555161894706,0.30170699210827195,0.23550382743704254,-0.2060682845308897,0.21451729578999887,0.07771935378095267,0.1103714120716551,0.46334765361517066,0.31814475372778794,0.38932259212405257,0.2587008030459679,-0.12791632752156848,-0.07354618904027493,0.37036016049273807,0.4015002768875166,-0.1316820315053628,0.5023508741804417,0.55159818017906,0.2317445273902093
