,Thal_LP_L,OFCmed_L,Vermis_4_5,LC_R,Cerebellum_10_L,Cerebellum_8_L,Thal_PuA_L,Temporal_Sup_L,Angular_R,Thal_MDm_R,Thal_AV_L,Parietal_Sup_R,OFCpost_L,Fusiform_L,Cerebellum_3_R,Paracentral_Lobule_L,Occipital_Inf_R,Vermis_8,N_Acc_L,SN_pc_L,Vermis_7,Cerebellum_10_R,Thal_MGN_L,Rectus_R,Calcarine_R,Cerebellum_3_L,Cerebellum_4_5_L,ACC_pre_R,Amygdala_L,Olfactory_R,Temporal_Pole_Mid_R,Supp_Motor_Area_R,Frontal_Sup_2_R,ACC_sub_R,ACC_sup_L,Cerebellum_Crus1_L,Lingual_R,ACC_pre_L,Rectus_L,Caudate_L,Frontal_Med_Orb_L,Occipital_Inf_L,ACC_sup_R,Thal_PuL_L,Frontal_Mid_2_L,Caudate_R,Parietal_Inf_L,Raphe_M,Cingulate_Post_R,Red_N_R,Putamen_L,Frontal_Sup_2_L,Occipital_Mid_L,Temporal_Pole_Sup_L,Cerebellum_8_R,Temporal_Pole_Mid_L,Thal_VPL_L,Thal_MDl_R,Cerebellum_7b_R,OFClat_L,OFCmed_R,Angular_L,ParaHippocampal_L,Cerebellum_Crus1_R,Temporal_Pole_Sup_R,SN_pr_L,Vermis_1_2,Frontal_Mid_2_R,LC_L,Cerebellum_7b_L,Thal_LGN_R,Precentral_R,Vermis_3,Thal_PuI_L,Precentral_L,Frontal_Sup_Medial_R,Frontal_Inf_Orb_2_L,Thal_AV_R,Temporal_Inf_R,Rolandic_Oper_L,Vermis_9,Putamen_R,Temporal_Inf_L,Thal_PuM_L,Cuneus_L
Thal_AV_L,0.4705821340588436,0.016551033403312185,0.43899502166822496,0.0761463663757138,-0.1244645680078765,0.12249110786085803,0.26224254495259425,0.007853119529549629,0.15419821911322842,0.37675402120786805,1.0,0.09286502488260563,0.07258681277836775,0.3398973330517932,0.27057117717118306,0.10176940754093095,0.24291156481487153,0.20014361577333661,-0.08098292164328114,0.2548997333879346,-0.010822402722337136,0.11441008921970462,0.22736322114820423,0.0029610880370184844,0.3338538703310236,0.05988971100036149,0.5221082031769246,-0.015999660926869753,0.08451824002038308,0.267191037667819,-0.2784326306298509,0.11814507713294507,0.19363702887642056,0.42643515641314694,0.19658027619517138,-0.04117479439776411,0.3680064778471888,0.19765465477724578,-0.18802090256063275,0.31361181831964896,-0.07044944119096673,0.28109762741625455,0.2511403578223651,0.1983096673706134,0.4419300180164648,0.13427010712704576,0.4916501261623227,-0.19281665060629302,0.42522892257325456,0.10478421315713199,0.05475884545478862,0.11435271796039377,0.1691012718597057,0.18040033741771277,0.12077730641035014,-0.1993480057942064,0.3501405880439425,0.6920010007586902,0.17396572543321268,0.07087900661633031,0.18069370789027764,0.31677898843311664,0.4829315008554665,0.24379424064204655,-0.04752041112908138,0.21739965874505598,0.37210964368066735,0.3912615407740813,0.27778915170629553,0.0470692529741266,0.3568613785770658,0.13311321699032094,0.38811346796461066,0.2558033868991799,0.16211973534535343,0.1597131403994379,0.0723290267748839,0.6738317775954574,0.4066022059189594,-0.03923397673632061,0.09707610970923468,0.2452324076635281,0.16354488176778034,0.17182462614435434,0.21140360917871362
Parietal_Sup_R,0.39641536835352936,0.1719698784695414,0.24665265764581962,0.13823464226540091,-0.25495509804798905,0.08256911256881276,0.4765383409268517,0.16340055281928825,0.6620982195364317,0.0477337825516231,0.09286502488260563,1.0,-0.009179233871114986,0.237020232472152,0.16235122303173566,0.42437131494098246,-0.13902686735340294,-0.25678216022126116,0.24438609082881005,0.37290525117198237,-0.16465889980290366,-0.32316528650681936,0.031242344045136816,0.22195379039382998,0.4663580969761339,0.45596699678540686,0.34055633603175817,-0.13486630225902405,-0.038144965029145106,-0.12001694103597517,-0.08614159622447039,0.5568686691049118,0.2405729973909962,-0.2318727526919288,0.01488254280837011,0.08275087847056635,0.23140901274220133,-0.1882644935593788,0.210544144372764,-0.03840846635536556,0.18816492584198335,-0.08672314337898546,-0.08536952864236028,0.42084896975192154,0.3332156035246475,0.19750083194260748,0.5535384867539358,-0.07898282710418518,0.48078870599922974,0.23615173017502963,0.07116120066389948,0.09553838598486473,0.5653855704378371,-0.09036515244561467,0.20693526891545674,-0.1856125156407995,0.45427409340224517,0.10772136072913578,-0.02674875864819541,-0.12591755716939454,0.08715952397367048,0.6418862184834501,0.22438282460216394,-0.21860623175658425,-0.3165570707013203,0.19835503387837938,0.4973021342463967,0.24752807966956258,0.277525032923939,-0.00393443971238277,0.03222530374767714,0.2946446196956208,0.23129547425881744,0.4390777474528199,0.34136808622346304,0.23817747410198514,-0.05730759887029284,0.21243416367628637,-0.0003242005832195463,0.053962745396563906,-0.2278173596251418,0.012418154738265016,0.16939216626147002,0.5336856317873576,0.6095058622715817
OFCpost_L,-0.16617473744004302,-0.051618723370665004,-0.35331619120001245,-0.076336748179417,0.0007924309076595966,0.5082815777188359,-0.2354825489775686,-0.03792416515328714,-0.3297837086828301,0.39748687462381554,0.07258681277836775,-0.009179233871114986,1.0,0.016912232479199145,-0.29596619621146153,-0.05480117308973922,-0.39314993110157037,-0.46543066276380907,-0.10474049266538835,0.17997170401298576,-0.09063957395451824,0.20534369241708092,0.03228318364554745,0.029383700349263017,-0.3181897385543806,0.2188387867133616,-0.023531562075201132,0.24433753864480606,0.07330742150398241,0.35661190829186146,0.06952851482057808,-0.007028815653468994,0.2068592943327968,0.044192196268975574,0.3063778310020878,0.28675361542287237,-0.4628685591562138,0.11367252859803822,-0.26049557305511567,0.3473853555905149,-0.33444127144444075,0.03177871660504789,0.4995146103500597,-0.18191796266817928,-0.1332828808042576,-0.015508250463352441,-0.19629479132495867,-0.3317900062756687,-0.3126409609235206,0.2773373701256479,0.03580661723130623,0.04093294705113788,-0.12249301630423132,0.4497676849261805,0.5692496123021163,0.31559704673160316,-0.12194561846921556,0.11619708733046409,0.10581990094266983,0.30352565428469336,0.602360340714621,-0.08469869853045395,0.140221030255722,-0.19646719261289647,-0.08724823888827501,-0.3868669028154937,-0.08370221127486326,0.13429323630603637,0.1518234088326532,0.44979812453862,0.11278918927399997,-0.08172773261103708,0.09156169319629126,-0.11111284907803862,-0.10554277036599062,0.03035082304848663,0.3451955401061017,0.16797884682807449,-0.400958649812787,-0.05136522712604329,-0.35915467267252393,0.0783644960922641,0.20453551567287298,-0.24035195008959376,-0.12083489206129856
Fusiform_L,0.5901968771683435,-0.12134111166070345,0.5919978297272525,-0.08202454399662758,0.27104440890673226,0.41096588298471703,0.35802178597256135,0.642661963155326,0.18047093531676558,0.21993126618661374,0.3398973330517932,0.237020232472152,0.016912232479199145,1.0,-0.07045684090819637,0.4809581653795089,0.35947332883645333,-0.013327593943656282,-0.030697761211969495,0.40642646512032604,0.24762287931719723,-0.017964109702844556,0.23610095072258497,-0.06297117030920717,0.4103026592266431,0.5451307264594809,0.5502097086950741,0.25181394232718435,0.2731606356366644,0.03465910636951125,0.02183745679909459,0.45178925830295014,0.456465481785328,0.04640438294833361,0.34208950560028945,0.32467602840529763,0.5204357814274722,0.03141330683366805,-0.31300022886937895,0.3741608683721191,-0.1543918245927502,0.3238852573928312,0.23357012542991248,0.42919048299835383,0.4059127805910552,0.48687136873507725,0.528386045847506,-0.1335127617526544,0.44587049048713673,0.15038971882733876,0.4252119428812584,0.29258140726957604,0.5504390877129857,0.4945976251063122,0.3676944701053083,0.09379638243516354,0.5481228759126305,0.3271819581640882,0.4427916702470342,0.3052242966988936,0.12671227814123068,0.579998572034181,0.5225049616859369,0.13028170575447726,0.023731859545687795,-0.04028537626762756,0.18976201971443032,0.597439157773692,0.7641981880008119,0.45324391669888087,0.520056151997196,0.379697557676858,0.4307957594837003,0.45621121867274833,0.33202229412604733,0.29830169669223916,0.4314273881131636,0.2628696118711938,0.30369027156543343,0.49146984702668184,0.24897747006781148,0.48719349631905473,0.8240507132050631,0.4844109320326055,0.45097458285342656
Cerebellum_3_R,0.24798971548561824,0.12117595637944727,0.5647448080546567,0.550131670805847,-0.39901043646760564,-0.09608941948412857,0.05804762274503931,-0.4142300869912554,0.3693588651587819,-0.03334820332021782,0.27057117717118306,0.16235122303173566,-0.29596619621146153,-0.07045684090819637,1.0,-0.272827698638557,0.41250174748070345,0.576886794051776,0.172628800793923,0.13971355393672547,0.3553534630510063,-0.18471965546644434,-0.184338145478289,0.03735519291653104,0.4280657407132679,-0.3570173933858471,0.2773527905564896,-0.461480990057063,-0.39495819851619546,0.05249267526527529,-0.03193374900389003,-0.11194172316865293,-0.29738311071820533,0.05799126196996584,-0.3528848419707073,-0.06994971191310452,0.3677676490457927,-0.132643944602258,-0.0239905320796505,-0.02967299039003607,-0.016802235379296676,-0.2966652227616473,-0.29988204538103147,0.06395484434132358,0.18801771497881817,0.013155034179927036,0.3491129224471569,0.2866135888472316,0.24333763025745267,0.10062227062494086,-0.23676754225968166,-0.16900015612892738,0.058904859566912576,-0.37590208209530057,-0.09386647979634904,-0.17476410454229913,0.1660048047080525,0.20364652022554397,0.038902213591457416,-0.06107910550388674,-0.20476508548284458,0.22057911229126562,0.12302349273144893,0.6435054010231352,0.29948702939875904,0.6120413879645316,0.4682513681783633,-0.12187158155296236,-0.18995312973788056,-0.24472800338608833,-0.17377539330655495,-0.14428743438104386,0.1035268172193117,0.10251221993046374,-0.16506519025580998,-0.21175077845760298,-0.518941139828906,0.25785756068254556,0.6380829868395771,-0.35739414461981145,0.5324173115220989,-0.007658939622925627,-0.5084273353552641,-0.006027640820706414,0.16691995335192586
Paracentral_Lobule_L,0.2246709406677184,0.09647408233246368,0.27819404970363415,-0.045818198689332366,0.4466223108491853,0.058094978138775906,0.4858963686983175,0.7078219547675225,0.38937320720862206,0.20549512518103977,0.10176940754093095,0.42437131494098246,-0.05480117308973922,0.4809581653795089,-0.272827698638557,1.0,0.06861325933974165,-0.08955459124726987,0.09870017299146921,0.1939161326513584,-0.1836179758356066,0.24577368313441583,0.4212538578517982,-0.015940180725803957,0.42137012863784007,0.39953071966556064,0.37251461614096915,0.470320012399091,0.3687909302205301,-0.2368939131027532,-0.12297002896180614,0.8491082201561291,0.6585838195331869,-0.1440140930797662,0.5018133932753324,0.027860786281529677,0.46992353991467956,0.08904837797846935,0.1850230055668975,0.18991955852191858,0.295526297736072,0.41300671666270344,0.31990238533565707,0.6691337474451937,0.5954135948130508,0.5605452886682818,0.43983673571197834,-0.08884349273345478,0.6173723416143194,0.1566789086072733,0.6686223519432067,0.5676341157754698,0.4204960273578432,0.19574580554009274,0.11529705280229606,-0.001650922606899733,0.5820576685889034,0.22328622778977064,0.12745916284792425,0.029153238418862207,-0.03710015876534914,0.37563328945165714,0.3320615824159911,-0.21694766697343112,-0.159715424535861,-0.21482237174143737,0.09295561288033308,0.7508685842858275,0.5579633300049428,0.11963937429220706,0.5661150624758722,0.8700499308384891,0.42876292215729617,0.5389976362741105,0.8617862010749063,0.5782267713401557,0.4876855669366294,0.07013933397991613,0.08753044503895568,0.5060372652061962,-0.16219408986838377,0.5092203310779672,0.5591934502851906,0.7517406612827489,0.3485167555353984
Occipital_Inf_R,0.4143348926598938,-0.1676602906995718,0.7061089697955935,0.28553575221089716,0.06780817630716653,-0.13350073078075175,0.04613187002245877,0.13295340286759644,0.46611543005959677,-0.18306966076485257,0.24291156481487153,-0.13902686735340294,-0.39314993110157037,0.35947332883645333,0.41250174748070345,0.06861325933974165,1.0,0.698810494559809,-0.06268893304063951,-0.11047507604173336,0.674958955383813,-0.03742014253404069,-0.23744848671847626,-0.21036771407530674,0.5597816954563866,-0.23703419558246044,0.09042770192592005,-0.20433382447506615,-0.20577236133104085,0.07954571091934419,0.18729784624313833,0.03528970120091677,-0.11333436143378732,0.13174690904923153,-0.2599972944294932,-0.05487221972748685,0.7112408933243067,-0.2088659434159196,-0.15391760940790425,-0.12079837546936308,0.05003452184261057,0.20928479471392983,-0.30478155023644443,0.29390957218307234,0.24076535246838676,0.10744500647189927,0.3641880896813639,0.19983099290838963,0.31976309134351805,-0.17307610701609044,0.03668183206042663,0.027075472436919233,0.3440309449460386,0.004252030954825609,-0.15949716758079385,0.07602771126375307,0.30344030054188253,0.15596260303961812,0.3895195248870771,0.05939824157086487,-0.35018593888956145,0.3260109610027717,-0.0023833409793847103,0.7986770061971001,0.47749916431278183,0.3948166967274773,-0.03461077104736502,0.09990175779729019,0.12018989308578945,0.03704299475939786,-0.001926271936168965,0.10421336437458487,-0.03041416734755396,0.1686867174570497,0.09091136585628831,-0.06977561239597384,-0.2241754579777853,0.023412655879050184,0.8545433509285004,0.1284030702059471,0.8439296375795651,0.20954751346774858,0.03814485288930729,0.2461314487420977,0.35318060842577
Vermis_8,0.18385189315280567,-0.08803546673675157,0.5673467323067,0.3219629284599378,0.11921458868934062,-0.3544049343975119,-0.07724017533662304,0.004835254376718759,0.24578780557282842,-0.2153845678436057,0.20014361577333661,-0.25678216022126116,-0.46543066276380907,-0.013327593943656282,0.576886794051776,-0.08955459124726987,0.698810494559809,1.0,0.016759739953082612,-0.25398805049491063,0.370651601808554,0.1432744029678733,-0.0318439119646159,-0.03303385325384968,0.3237297315000299,-0.6811326326837707,0.09787036558225379,-0.12125331227581247,-0.07386559549562736,-0.09922518263210413,-0.0221542582397007,-0.21638010871877653,-0.11453225456723148,0.1838382776779803,-0.1304727578959313,-0.27291254038517293,0.576051803026094,0.04372284676982331,0.09841101594284579,-0.0439328369252756,0.17296468206315402,0.09964003362968504,-0.2373006835077158,0.07208329316390936,0.17628460107988234,0.09912508825607243,0.19395239700678993,0.3437550216532083,0.2788569856783268,-0.2329873431911381,0.09862523859256198,0.18489242572703005,0.007199210683824553,-0.28814219599542956,-0.3989721602231078,-0.09923923365685963,0.09990192651012726,0.16479247171110908,0.048493042884625866,-0.16421031620143206,-0.4933263859207969,0.02890704355676534,-0.011051465684551126,0.725543938709697,0.42603640545967775,0.3067002533967593,-0.02825575264137279,-0.011249838839076478,-0.3102416447862718,-0.3210976708199291,-0.047229670712115285,-0.005973285545650203,-0.04786401385887297,-0.016808998023498254,-0.01918668260583825,0.04345732728672104,-0.16554947453153948,-0.05089431817317052,0.8041986429722323,0.08681656042430011,0.7237445073812829,0.19045259165369513,-0.3288596128786324,0.04228096343803118,0.05389533927787834
N_Acc_L,0.13074607184486073,0.1985368214597317,0.1903319307033926,0.3016516498978507,0.074549341223794,-0.2903661025735559,0.13296226211855594,0.07922687189863495,0.2191720426284801,0.10381927247924796,-0.08098292164328114,0.24438609082881005,-0.10474049266538835,-0.030697761211969495,0.172628800793923,0.09870017299146921,-0.06268893304063951,0.016759739953082612,1.0,0.09949139382556836,-0.1593347726193037,0.01933546048922885,0.09878685968616345,0.48109873947953613,0.0067555024600102175,-0.07570741617016918,0.24457356543808817,-0.04398626322960317,0.015997445526251455,-0.16514986565950412,-0.2519159648185164,0.17902089454870868,0.06115282422262054,-0.1322210402856909,0.07133449000174617,-0.2585794094769371,0.14235752832306334,0.22632438129472962,0.30457181920925336,0.3634938724166061,0.39708368277878164,-0.1709450069538052,-0.11976178080078095,0.2415958123705079,0.2545889308902658,0.48243675001266745,0.18833899499974752,0.21945799817782755,0.2776102950492203,0.16871987956769754,0.33617731490230707,0.1689839591387865,-0.10866565782834096,-0.6383285069122535,-0.2580840954208245,-0.37464728017678056,0.16505538667366323,-0.02997855145477108,-0.3041377436557051,-0.3424831402081465,0.050715244294604986,0.06898581476270674,0.22772170363315045,-0.15918067931320362,-0.11591677025941648,-0.003933071104290836,0.10551019825100638,0.009997020017832682,0.016348214069753907,-0.4574210435830155,0.010546269672070823,0.13500922246592223,0.2887222532636703,0.34817762930092866,0.1879928789696708,0.20683316038694832,-0.03722202542603637,0.10557585283359697,0.11947933964318729,0.0406817211090912,0.04648134657973231,0.20075171140437828,-0.13436355434942332,0.19582963156012173,-0.05698604837083192
SN_pc_L,0.348031682731171,0.2208302724220454,0.20729326393389202,-0.07397997321514976,-0.0738138573623021,0.4011616461029768,0.3486780272639261,0.11310034066633842,0.1506344425275655,0.3127656517513031,0.2548997333879346,0.37290525117198237,0.17997170401298576,0.40642646512032604,0.13971355393672547,0.1939161326513584,-0.11047507604173336,-0.25398805049491063,0.09949139382556836,1.0,-0.08714902931526537,0.044039924728445465,0.32585871674581407,0.21766648987676626,0.14084250549936292,0.43458145841990614,0.5585501864416731,-0.07335736163563886,0.18455554103819935,0.04488188395739188,0.02268302781483334,0.35899628219205104,0.10680914582594264,-0.04123700695367744,0.08533454773011266,0.28091351008429155,0.07483584685884555,-0.06714761784539632,-0.24100273809982065,0.3759732181725937,-0.27755039728511577,-0.16447128771988545,0.18314871786155293,0.1830659874169015,0.21261790851894388,0.2843012332668431,0.409348304511711,-0.08978440913280455,0.13875154438454093,0.25496943691678403,0.025459381743837488,-0.10305407491015617,0.24380751177966117,0.24464869515920468,0.44714700018685066,-0.07806884763428446,0.33970641712430294,0.27383332146534795,0.2632303572532014,0.13980544919865848,0.32565194694058747,0.3852904020172838,0.51181133731738,-0.10473611690216426,-0.2069987172332341,-0.016010549570932352,0.48961639190272144,0.3088719886869183,0.4429447807679621,0.2709616749172511,0.4285390310115137,0.14196759746059665,0.5085783049639101,0.3649725420142726,0.13083875239296786,-0.07641870290852018,0.05293370647346289,0.4210411110489272,-0.06848660990292177,-0.047742714122285854,-0.15454647257466153,0.1509602792009234,0.3358667958480714,0.18564518306997418,0.16383959285194713
Vermis_7,0.14603339427891773,-0.19746839693818685,0.35270774460075843,0.1880358488221478,-0.08561679406406725,0.3204197736861581,-0.15005009415474443,-0.08027683518760209,0.11896090638404289,-0.2469636864733497,-0.010822402722337136,-0.16465889980290366,-0.09063957395451824,0.24762287931719723,0.3553534630510063,-0.1836179758356066,0.674958955383813,0.370651601808554,-0.1593347726193037,-0.08714902931526537,1.0,-0.2527141013499238,-0.4895273942936043,-0.2613247246291034,0.30468268747854665,-0.149869998365605,-0.26217421984578954,-0.3190320515827874,-0.35569914069948316,0.13035817698085667,0.34428090952080387,-0.17725773038951748,-0.318828531538052,0.025357652163949432,-0.3214522333527786,0.382618892901632,0.20632543351169316,-0.26275295031931145,-0.5523092445180311,-0.18274556812449336,-0.442679483581588,0.07559818574093054,-0.30817339818026773,0.02931461551902229,-0.19261033817760434,-0.09081292161559501,0.0007926431759757982,0.1139012921021457,-0.1113558289155958,-0.12459804079393856,-0.2036174212580299,-0.2964283945087189,0.2346531301580031,0.2359095404705351,0.24580010042809533,0.21538643642865452,-0.0124542718853873,-0.07236956838247986,0.619958437764243,0.46152595651334044,-0.11395453780739108,0.1458548369453989,-0.30263677552865226,0.7367413538946957,0.5168548241826515,0.2520576232932831,-0.22688942967148257,-0.08173443828841263,0.05471052815301911,0.4577768830971768,-0.2520613500299685,-0.06969089045222865,-0.3399727696387196,-0.09356687780492827,-0.18077913938894338,-0.4061402335739383,-0.19934567444308554,-0.08338933664810635,0.49473722026859773,-0.06893317053255575,0.8252591038780377,0.02589933141419617,-0.03098497802395122,-0.06096414768295805,0.29648093268725945
Cerebellum_10_R,-0.25605144178584077,0.1694140387545487,-0.07617701912503445,-0.0925845041571655,0.5773210496243683,0.1345024168929489,-0.04703184223665208,0.0407526111833791,-0.21500513163441623,0.5585403951253839,0.11441008921970462,-0.32316528650681936,0.20534369241708092,-0.017964109702844556,-0.18471965546644434,0.24577368313441583,-0.03742014253404069,0.1432744029678733,0.01933546048922885,0.044039924728445465,-0.2527141013499238,1.0,0.4380254855261239,0.059355521974666835,-0.17181250925441793,-0.3673702681227847,0.3006764348567986,0.4258111763278517,0.4229291781745622,-0.04722150595116114,-0.2654680027346373,0.14474737631960954,0.2404461839121401,0.12189677404519131,0.3622995064586353,-0.09738478373127303,0.05117874684816525,0.12272987297252007,-0.13683202422074373,0.5144929900827252,-0.09292459215721575,0.039749131254944524,0.5729684141373677,0.101521529222106,0.30745173619936456,0.36324574580493335,-0.02770820671287144,-0.18850362352379468,0.05324539508175184,0.1522072514557054,0.3264176950481979,0.25318833382017236,-0.4487184222669352,0.11155170001441375,0.1433649195401658,0.016175494754185123,0.03222006633214662,0.33156886930958174,0.06850541208041079,0.1458550276405554,0.3167051744105785,-0.3505971974591209,0.39220808126063894,-0.005587806434817778,0.13390273433453964,-0.4125496073068367,-0.2147438543450262,0.37303222343580106,0.03701570096280585,0.023756004342175188,0.5622868133418089,0.24708156045041774,0.5028537901500127,0.07657196343292703,0.25167340209499417,0.06750125127027667,0.29250508565960964,0.2064310706206202,0.06876055042698398,-0.12757522386141096,-0.1531078266984606,0.31979958096926797,-0.012122478172246296,-0.04181627012898544,-0.4932732039157743
Thal_MGN_L,-0.039827197399082005,0.2520876696514845,0.08984343690125758,-0.2475454312467425,0.2686040440468607,0.05445072493233986,0.3493068925801706,0.3771847476487454,-0.08339653482942208,0.27819289421196153,0.22736322114820423,0.031242344045136816,0.03228318364554745,0.23610095072258497,-0.184338145478289,0.4212538578517982,-0.23744848671847626,-0.0318439119646159,0.09878685968616345,0.32585871674581407,-0.4895273942936043,0.4380254855261239,1.0,0.19318360452928263,-0.07173023784776972,0.13269749925806326,0.5434764455491039,0.35462628198049956,0.4827318224453819,-0.2860308369140986,-0.09870507568513982,0.3238840960510336,0.5833665274530027,-0.0647995174174883,0.5550935455045233,0.004379452555361937,0.18886459536510988,0.409784240447822,0.1431795868172149,0.5060568428637754,0.10646015812511161,0.07364994527871858,0.5099802810784086,0.2058561811387063,0.37736418928240933,0.46064616050320045,0.17111602035015708,0.07690557061515232,0.2932139825979632,0.06616940030263965,0.5201360582257256,0.4779906187028269,-0.06645375647974121,0.1386970040388199,0.05144889079400388,-0.05246094966494633,0.29624773012967437,0.3123155920664507,-0.0473452143065352,-0.04538980341309972,0.03180907567149062,-0.02900081531707008,0.5245855647446866,-0.26598990790591254,-0.2223204639848095,-0.38900790820586545,0.15468917427290255,0.5454058417186638,0.16608970182899585,-0.046007865876826294,0.739197669561203,0.4217277433675084,0.4880730616819777,0.213139273206177,0.43748858523261386,0.44137695378131103,0.5361201656525757,0.21293504434524674,-0.11876709311841374,0.28716047666594413,-0.31543776284521896,0.46112766694618373,0.3352041166471184,0.23032048082002138,-0.0994390695231878
Rectus_R,0.15836247019352778,0.32523824817961644,0.05582508123589407,-0.0391270216343489,0.019666508001960094,-0.07011488071931145,0.3335771939877471,0.020993845254019778,0.09745145232353158,-0.02124644626224764,0.0029610880370184844,0.22195379039382998,0.029383700349263017,-0.06297117030920717,0.03735519291653104,-0.015940180725803957,-0.21036771407530674,-0.03303385325384968,0.48109873947953613,0.21766648987676626,-0.2613247246291034,0.059355521974666835,0.19318360452928263,1.0,-0.011577780447878487,-0.020034672935071045,0.21027998543372262,-0.16464340881936906,0.3897650091793297,-0.35195606457874196,-0.15853100079482016,0.11232335427502894,0.060820672526307754,0.1747751764139838,0.12931778156632376,-0.00392182929802055,0.022554481707007815,0.1541309758768039,0.23582332584776278,0.19723315427563384,0.23140885883331747,-0.1000439166760777,-0.06840283368737057,0.1614835579895069,0.11844141566358697,0.2525297074698986,0.21012897765001812,-0.022420311699525977,0.14600299547691434,-0.055732948573428316,0.06089065700562179,0.02837143523771245,-0.005436507229331898,-0.16866791415851015,-0.07225191398941498,-0.34796900153387217,0.14455979290392448,0.14308187853552892,-0.0017064406782468788,-0.1308474518398366,0.028892940495260623,0.07631274685248998,0.15799680970430416,-0.25553734835464925,-0.2886317500328424,0.04031836666651749,0.22073846830962884,0.05733661784663479,-0.06023857413804615,-0.2470146151597909,0.052394302292025574,-0.015351499914150761,0.1611757440080779,0.11628218206335718,0.0892277832789111,0.15802026471867228,-0.02655269062526301,0.20469799440098715,-0.08455844096732236,-0.008769857886332033,-0.16641043698252583,-0.005674222783828759,-0.05163694128049823,0.1190745459602111,-0.0058471242571085215
Calcarine_R,0.4880710750494896,0.020929832359528933,0.7345310184826694,0.3469781383529037,-0.11857758226202707,-0.07357044806059906,0.5033967827540717,0.2064941465186164,0.6951291639148586,-0.08625998947594464,0.3338538703310236,0.4663580969761339,-0.3181897385543806,0.4103026592266431,0.4280657407132679,0.42137012863784007,0.5597816954563866,0.3237297315000299,0.0067555024600102175,0.14084250549936292,0.30468268747854665,-0.17181250925441793,-0.07173023784776972,-0.011577780447878487,1.0,0.18416013056625313,0.315344010198772,-0.09266426948649913,-0.04011457963016872,-0.1306989995861251,0.013145775064900259,0.4399499825893805,0.1494559153003014,0.03521438455435251,-0.033523544688881315,0.056374886686513394,0.7972082405821598,-0.16138518942167615,0.034666368224966417,-0.11568595973267945,0.16814462232934008,0.13908303114378595,-0.16314671759239055,0.6120816304292732,0.4267306707524777,0.27156990009517085,0.6243970087612748,0.15879053815917682,0.6929929294078723,0.05103483594404867,0.10653185942612356,0.17491459432637022,0.5505616004722003,0.017848695252835733,-0.030611167763820734,-0.01182218856217565,0.5558980887773343,0.2463442509086886,0.26688192654466797,0.025664881766691867,-0.30534565588741536,0.5811533685281742,0.22271743498540872,0.39838639628026395,0.14810254590244265,0.46035165912166504,0.40117841636397783,0.3794646434896155,0.3102024375993729,-0.014370483506937298,0.1402685960243069,0.3489433884330316,0.20615759329174566,0.43955679326223035,0.3553228780616631,0.21981745609762204,-0.13790495871693897,0.18406446246115507,0.5962747000258645,0.1612852874877001,0.4106019843791277,0.21311305406086753,0.13197684043762553,0.7135533852605563,0.6965264570046783
Cerebellum_3_L,0.3269209805587768,-0.027748441570342106,0.037714400633161185,-0.18173949777252105,-0.1077396715035692,0.3329303233421404,0.381785485089578,0.4058789019336425,0.1360334642768608,0.04971123417137189,0.05988971100036149,0.45596699678540686,0.2188387867133616,0.5451307264594809,-0.3570173933858471,0.39953071966556064,-0.23703419558246044,-0.6811326326837707,-0.07570741617016918,0.43458145841990614,-0.149869998365605,-0.3673702681227847,0.13269749925806326,-0.020034672935071045,0.18416013056625313,1.0,0.23087453278023054,0.14245741256647915,0.08317494075550756,0.028660910691019968,0.17534839229953658,0.49737467201203833,0.37763798955729466,-0.19379224587709654,0.23917039347387015,0.3505674255058697,0.000115345919064856,-0.023277539399594392,-0.014522264056783632,0.0446218624859909,-0.020868218675824644,0.13022228883353676,0.16642848875099772,0.31413213602101664,0.11676404543266215,0.154926530887281,0.24511282598155612,-0.16953421466677807,0.1669606369939801,0.17184351201114498,0.14800769249967763,0.0760440308943051,0.5386099064457466,0.4188627779209446,0.37277821921289056,0.1660106050654321,0.3770320253859533,-0.026365939005479535,0.14725716147904594,0.13056442130222293,0.18169786300727936,0.4892823362535489,0.23000395328056758,-0.43318351753134465,-0.32651051865686964,-0.05287580674459574,0.30619615290908453,0.35421793837546717,0.6849091903926143,0.3741739706868262,0.25229976928076414,0.29669388655466744,0.1911176540162438,0.3602553921339837,0.2860851428955973,0.2572536841379985,0.2613455983956992,0.09182331226783756,-0.385826474856735,0.3362639674997674,-0.3776170595396204,0.13649217988600734,0.7105122976579388,0.42651489047145824,0.46770079429661027
