,Thal_MDm_L,Occipital_Inf_L,Thal_Re_L,Thal_VL_L,Rectus_R,N_Acc_R,Frontal_Mid_2_L,Cerebellum_Crus2_L,OFCmed_L,ACC_sub_L,OFCant_L,Angular_R,Frontal_Sup_2_R,Lingual_R,Thal_VPL_L,Vermis_3,Precentral_L,Thal_PuI_R,Cerebellum_Crus1_R,VTA_R,Thal_LGN_L,Cuneus_R,Vermis_6,Heschl_R,Precentral_R,Raphe_D,Red_N_R,Thal_VPL_R,Temporal_Pole_Mid_R,Cuneus_L,Cingulate_Post_R,Thal_PuL_L,SN_pr_L,Precuneus_L,Parietal_Sup_R,Supp_Motor_Area_R,Lingual_L,Thal_AV_L,Frontal_Med_Orb_R,Caudate_R,Frontal_Inf_Oper_R,Vermis_9,Temporal_Mid_R,Temporal_Pole_Sup_R,Frontal_Sup_2_L,Occipital_Mid_L,Thal_LP_L,Temporal_Sup_L,Thal_VA_R,Cerebellum_6_R,LC_L,Cingulate_Post_L,Cerebellum_Crus1_L,Temporal_Mid_L,LC_R,VTA_L,ACC_sub_R,Vermis_10,Thal_MDl_R,Thal_PuL_R,SN_pc_L,Thal_AV_R,Temporal_Pole_Mid_L,Temporal_Sup_R,Temporal_Inf_L,Vermis_4_5,Thal_PuM_L,N_Acc_L,ParaHippocampal_L,Cerebellum_9_R,Angular_L,Cerebellum_7b_R,Parietal_Sup_L,OFCant_R,SupraMarginal_L,Cerebellum_10_R,Temporal_Pole_Sup_L,Fusiform_L,Frontal_Mid_2_R,OFClat_R,Caudate_L,Parietal_Inf_R,Thal_MDm_R,Thal_PuM_R,ACC_sup_L,Olfactory_L,Putamen_L,Occipital_Inf_R,Raphe_M,Thal_PuI_L,Occipital_Sup_R,Cerebellum_3_R,Vermis_8,Rolandic_Oper_R,Cerebellum_4_5_R,Vermis_1_2,Red_N_L,Hippocampus_R,OFCpost_R,Supp_Motor_Area_L,OFClat_L,Amygdala_R,Insula_L,Pallidum_L,Postcentral_R,Parietal_Inf_L,OFCmed_R,Occipital_Mid_R,Calcarine_L,ACC_sup_R,ParaHippocampal_R,Thal_IL_L,SN_pc_R,Rectus_L,Occipital_Sup_L,Calcarine_R,Insula_R,Paracentral_Lobule_L,Thal_LGN_R,Thal_VA_L,Rolandic_Oper_L,Cerebellum_7b_L,Cerebellum_4_5_L,SupraMarginal_R,Olfactory_R,SN_pr_R,Frontal_Med_Orb_L,ACC_pre_L,Precuneus_R,OFCpost_L
Thal_MDm_L,1.0,0.21327514127032188,-0.1361738021230045,0.3964341958853455,0.06789995943502745,0.1976417937425722,0.5587214167173015,-0.23356478388639595,0.15072399660799116,-0.0021050618990851888,-0.19619526362886514,-0.027708592524274763,0.32630463582968783,0.21219427468940286,0.2517990609285039,0.6521014058192426,0.3235803971946756,0.45083588255071855,0.027318109994375936,0.30656713971649613,0.09139296161652502,-0.28240798541554696,0.01636060498114645,0.4132908748604391,0.30910761525338365,-0.18051023992920148,0.3287881809125675,0.4708299856650456,-0.4915782054839784,-0.2583241215857038,0.3940626894686387,0.23447884062047736,-0.13797262590993234,0.16609154330753137,-0.02597583036230517,0.22723529471622247,0.1189365471639401,0.5510250593655198,0.18671640100293002,0.3627771746544083,0.4104623679275838,-0.12182665353218941,0.1430393265027214,0.07079090162145756,0.31984803823436514,-0.2942219641779622,0.09137185188901016,0.010752617981695488,0.4053410699955691,-0.07117854799018578,0.16970691083715664,0.29526769067452624,-0.1933098644403775,-0.07682000566661923,0.13093570520543496,0.5297353099427841,0.2798472917327929,-0.07273111905922147,0.7083718417908064,0.29468213927944464,0.1427235722623625,0.6282030980249182,-0.20088175317834941,0.5770851416675948,0.008495709923316523,0.2063581770311752,0.1417187840211387,0.18817313114651407,0.5668258203098724,-0.03938902506955022,-0.10049869474559357,-0.04980013030626252,0.08151865859730938,0.01762639888646841,0.08720122965701456,0.605159051839542,-0.032675358410684,0.1402321444118656,0.43813337556372395,-0.21108732610565686,0.5984547444520532,0.34522547066829906,0.7456600327363907,0.39902034279242143,0.43541209694546534,-0.26054699465050335,0.3198125504877466,-0.02185806456721541,-0.2577546326153852,0.3337406775352854,-0.15278339414827133,0.15228280359159715,0.1408815421390752,0.4585426283834879,0.614899600450485,0.13703640000224201,0.20822666599954828,0.6835213542100416,0.37945171654485665,0.1775575654348209,0.06753792630821405,0.3807825035967899,0.1199206502058844,0.39068466688422115,0.35129192508677115,0.2672685570060551,0.3603570232399745,-0.29052213499098956,-0.15275888723674358,0.540874497987967,0.6777775677842559,0.18255562066369582,0.14626231318593763,-0.06377291204349639,-0.39231618923191997,0.068207319653875,0.26556923737310806,0.23529857460069778,0.5355979583897501,0.45399001621985524,-0.15507856690986843,-0.07202642837409783,0.5944795996589907,0.4820033477645886,0.19310309559757122,0.3659496330689373,0.03174948336722073,0.20181063480821834,0.30935759370394994,0.15100240843365265
Occipital_Inf_L,0.21327514127032188,1.0,-0.12809915929063057,-0.1922784507828409,-0.1000439166760777,0.12209791022116,0.1987268749424882,0.21524060372750886,-0.2835006921735471,-0.10212583342056349,-0.11719738065561745,0.05960114962760997,0.3793309934107241,0.20098209991442423,0.20686728421832373,0.0528609763806902,0.3879507657544282,0.3423107014928135,-0.006587018187710482,-0.04781263240708667,0.28648556028463096,0.08889591615269088,0.21802434656122804,0.07159812007868349,0.4523685688601289,-0.31975091078299644,0.015044734014344769,-0.018788463054795895,-0.12683211107413225,0.21709347941341933,0.21722134658305753,0.28729761514200747,-0.128736684054056,0.14305342170815716,-0.08672314337898546,0.16295408786300608,0.366542497537646,0.28109762741625455,-0.04519089256465687,0.06195176420734681,0.18107522418955257,0.08199787671329817,0.16717606097345608,0.1188811884530446,0.3879345566382113,0.203384585148783,0.22846084533949604,0.5352027576435122,-0.034218120143556,0.17852814378139886,0.30120741958369385,0.2941554234848402,-0.05761271802056414,0.4723535464592326,-0.03112482728577717,0.43936326565326517,0.45427889541983074,0.3056279990831591,0.38440579663316177,-0.023829301989765933,-0.16447128771988545,0.07845034095989938,0.008776496381697411,0.05614048225303548,0.43254529117599166,0.17185193714344582,0.31310606765168947,-0.1709450069538052,-0.03172867544570976,0.4259604685767653,0.10149748611280283,0.13735481363354324,-0.1824277259018972,0.3597420824352734,0.3770452010593148,0.039749131254944524,0.24506654809331516,0.3238852573928312,0.34237770891540736,-0.3695933315054508,0.11433257069245159,0.40527235010084184,0.0680404052067809,-0.07310841309064735,0.4481062432985026,-0.1322725302596249,0.42329366421415954,0.20928479471392983,-0.28840925080279206,0.19950174607875917,0.18406150164902443,-0.2966652227616473,0.09964003362968504,0.10690553667429867,0.11780150910804253,-0.17792696184030132,0.17441388800208163,-0.14964271703187115,0.15426223462525415,0.045438682964948796,0.05822163426771589,-0.1968869066316294,0.3978977865435221,0.23323282748243188,0.32109230735925953,0.058381247399938704,-0.05136733209027608,0.09761763180948851,0.3986532591420898,0.181621504453937,-0.019624075626780774,0.24981919219651294,-0.5841395946430804,-0.024273334323679674,0.11617243814867878,0.13908303114378595,0.22561145783594846,0.41300671666270344,0.2517276798797623,0.06918595187327971,0.49935799017427523,0.201744440251126,0.0775452371797483,0.31622784439421847,0.22734716829027013,0.009885857737178056,0.15071824015608734,0.2675576025173017,0.07029909191143609,0.03177871660504789
Thal_Re_L,-0.1361738021230045,-0.12809915929063057,1.0,0.1029942174177535,0.03007127584422563,0.15724165870417395,0.256295950704446,-0.1358213056259029,-0.022698001789173108,0.009968287657581516,0.0808483676618981,0.35670264365422366,0.19316049257435453,0.22148015936362123,0.2748351947700418,0.08875301101995338,0.1893014567597056,0.08031541828986956,-0.08078502312497716,-0.07673342646954047,0.06309072019601025,0.3533844593360714,0.14985844089457948,-0.012802839448128375,0.08102318576064488,0.04941521810037887,0.017837968381174338,0.253854795019837,0.1196453081382128,0.33215495757660174,0.2230447696733383,0.1638744745475862,0.09574816096072665,0.3085916257733521,0.270074193862066,0.21485967844260465,0.2588287444459832,0.008134058021796982,-0.03079132359559252,0.18520790459307304,0.18376865450634725,0.04720998046180243,0.17650127012862069,-0.10087856343674853,0.18358583577645454,0.28261909405077296,0.2965621290837254,0.24480752330910965,0.06027583398508694,0.06395110734644378,0.1299171762043934,0.1410352683543332,-0.2603564402632168,0.3212275044818929,0.12246586546165997,-0.26252298392804363,-0.35551863086591184,0.36669826202269,-0.1725541798198725,0.444034909229552,0.04461817818997496,0.0334017525284645,-0.09265763120587561,-0.015502049855615678,0.19217795079769842,0.2448046226791908,0.1915850997783535,0.3609597750558297,0.10814817163243629,0.0581969214623213,0.3803410371977452,-0.2093744972537939,0.3265084202936436,-0.0845538399820666,0.3947174196853748,-0.2683397366586981,-0.2307237600401002,0.21625178467117692,0.08512644649573445,0.013426778912421174,-0.014255405156276428,0.2613972288839675,-0.04324810495784617,0.23301337213132028,-0.04854689290315953,0.06696581603426584,0.21024144837739517,0.11546314929883984,0.06174223784290651,0.24068789741887955,0.30563147032848265,0.06472172919805955,-0.033033505005891646,0.24593463570311924,0.10424821451570672,0.15567982740431238,-0.07576288066342418,-0.02300715863876988,-0.2158291955182026,0.19872750060833091,-0.28873465823284616,-0.46923103261488186,0.33001210920577434,0.2264528523359632,0.17950161014874164,0.331590483776907,-0.15987449773219856,0.3270479486649216,0.27473520831531467,-0.13360043355953,-0.23422769332283103,0.2223022990519042,-0.10135562730691243,0.3471840708802012,0.28410189644740297,0.12132251641176839,0.10515054036254107,0.1345740076351917,-0.02523055313643633,0.26976823394328553,0.27166761050834465,-0.20645286752089753,0.1624428342344891,0.20786493077094326,0.006417686340623264,-0.009253737074336493,0.4107439353577915,0.045494132213557664,0.2587008030459679,-0.09776585594323128
Thal_VL_L,0.3964341958853455,-0.1922784507828409,0.1029942174177535,1.0,0.13942607003969013,-0.16928508341097284,0.5024494219296779,0.07270102583716491,0.3470270779594129,-0.015264340336078371,0.02259140034052891,0.013023701758152085,0.4079135727280794,0.27746955501957654,0.5195287649408283,0.596268265179376,0.37195633840098624,0.397123126633531,-0.03646847843329116,0.42403922866764343,-0.05302627808675687,-0.07953689119215551,0.07277838321560387,0.2139562597427101,0.33965856259920835,0.3794028629320018,0.20096295172739242,0.3027124443030114,0.00565738058257455,-0.0329576280905015,0.3436151617186473,0.23285546512706018,-0.1046764336808198,0.2609725084126365,0.18144986449266062,0.4644765116760747,0.2568534003227249,0.2323539061498069,0.013050349652207043,0.600518513811866,0.5159505287604416,-0.1732216287856877,-0.053080727482119894,-0.1720337616501837,0.20666115002673058,0.08141072624782393,0.1334621680397366,0.20967823373084202,0.4900411904732692,0.06615116791579434,0.4217703370630148,0.2519485476796127,0.2975464675531884,0.2877198896916643,-0.11054811529185776,0.04222359441074613,-0.27397931959381444,0.14955019185563234,0.3033639258022568,0.26215203421057465,0.4521464089492998,0.3763165218894897,0.1409609970103058,0.2304188196492109,0.37955817207014353,0.2584294455823204,0.2643069591878318,0.1315442586378009,0.6872263658920406,0.0674440861961217,0.208442002958831,0.1805758980243305,0.20461759701213394,0.02153059385074798,0.19996433776780875,0.3459960608035652,0.2671113180448093,0.4482896309980853,0.5551149081480835,-0.12769091555302667,0.5445827415544418,0.22961919084596166,0.4241281450495348,0.33996634196988457,0.28803050639929945,-0.25217651078263176,0.2939069321909232,-0.06587225098249187,0.004442509625487646,0.3226104760316931,-0.0416167040598854,0.003734273939074291,-0.11506031096641602,0.344514381468865,0.6021244926789459,0.2688887436601165,0.25902098233043247,0.553751617996539,0.18939161235980334,0.3243713025884037,0.14428462877167955,0.37162313113395123,0.16455441315988717,0.40252491496034076,0.32813778560031925,0.39117426823072665,0.23134974055585192,-0.18651684949702085,-0.049666851906061626,0.4201049090117162,0.5147956343729158,0.17485566881147324,0.44046561567357584,-0.08750559021038037,-0.13321850359411497,0.06786987764467059,0.030157359898356922,0.3448050634459583,0.6110363135411242,0.6540534852331371,0.00591063618296921,0.13421846464729836,0.6178878048343412,0.4252053065357637,-0.13791884730156684,0.4513286167686131,-0.08313800355827532,0.08868689876318397,0.37935465912663385,0.09612345253055704
Rectus_R,0.06789995943502745,-0.1000439166760777,0.03007127584422563,0.13942607003969013,1.0,0.4228574972864914,0.11844141566358697,-0.2535056284089805,0.32523824817961644,-0.0158031323058238,0.09184944035910379,0.09745145232353158,0.060820672526307754,0.022554481707007815,0.14455979290392448,0.1611757440080779,0.0892277832789111,0.12273582002702967,-0.25553734835464925,0.24605304133995196,-0.06274029572927561,-0.03933640227756098,-0.10626023306391129,-0.048495484180274565,-0.015351499914150761,-0.07811931875812289,-0.055732948573428316,0.043463750549433626,-0.15853100079482016,-0.0058471242571085215,0.14600299547691434,0.1614835579895069,0.04031836666651749,0.17183682674673012,0.22195379039382998,0.11232335427502894,-0.029802326232611,0.0029610880370184844,-0.05313517116546492,0.2525297074698986,0.1115752003456207,-0.16641043698252583,-0.014721154038476942,-0.2886317500328424,0.02837143523771245,-0.005436507229331898,0.15836247019352778,0.020993845254019778,0.48428050796595284,-0.23324847138022733,-0.06023857413804615,0.09912931787882337,-0.00392182929802055,0.030535067528001086,-0.0391270216343489,0.1425681643114155,0.1747751764139838,-0.12117579087196473,0.14308187853552892,-0.007083068955969879,0.21766648987676626,0.20469799440098715,-0.34796900153387217,0.05312394019235019,-0.05163694128049823,0.05582508123589407,0.1190745459602111,0.48109873947953613,0.15799680970430416,-0.15607293229003577,0.07631274685248998,-0.0017064406782468788,0.2614359450810238,-0.08313624383746225,0.0987270771808935,0.059355521974666835,-0.16866791415851015,-0.06297117030920717,0.05733661784663479,0.05343972156046091,0.19723315427563384,0.13866416846236126,-0.02124644626224764,0.07321787025412774,0.12931778156632376,-0.017289196666415173,0.06089065700562179,-0.21036771407530674,-0.022420311699525977,0.11628218206335718,0.06107574306156999,0.03735519291653104,-0.03303385325384968,0.024817334583145306,0.16558072921679684,0.22073846830962884,0.2606693980076181,0.14910351547609244,-0.2322679673621213,0.2186945545269188,-0.1308474518398366,0.2708388282324931,-0.03316119188467343,0.37289073233493575,0.06545191554126288,0.21012897765001812,0.028892940495260623,-0.019526167665728907,-0.10002065241020856,-0.06840283368737057,0.3171721619275489,-0.3307547158211899,0.02258913521310666,0.23582332584776278,-0.10677314482806538,-0.011577780447878487,-0.10058622955712339,-0.015940180725803957,0.052394302292025574,-0.017290429043633277,-0.008769857886332033,-0.2470146151597909,0.21027998543372262,0.11688534117555034,-0.35195606457874196,0.009093721784147883,0.23140885883331747,0.1541309758768039,0.21451729578999887,0.029383700349263017
N_Acc_R,0.1976417937425722,0.12209791022116,0.15724165870417395,-0.16928508341097284,0.4228574972864914,1.0,0.2275108260265223,-0.529223208692339,0.013012273113854769,0.1389198798924471,0.02440217600960829,0.17296165207867786,0.11779873942301666,0.28581237575055535,0.043833950724790204,0.1549733387355434,0.181628582697507,0.19622436449805006,-0.1737649064915625,-0.08306682523749531,0.3504358314306068,-0.042410949411815516,0.10690090953562308,-0.010137832932287377,0.12715832393295456,-0.27374749815441324,-0.16139357233792723,0.2549344423099511,-0.38314784762771736,-0.03587910946797299,0.3760446618036882,0.2510975264102952,0.00404094915151825,0.21443511181474992,0.05679873487515114,0.016885029382156642,0.17753460655694045,0.007454195725283238,-0.00676226666067498,0.35691568301814475,0.19395830226844013,0.06700341037724256,0.3122931853950628,-0.06825400627831,0.35757333647416445,-0.12104003155322841,0.1677718233488635,0.23502652614527167,0.06959043043351,-0.22310178930625163,-0.16655225070603083,0.29625632039020783,-0.4987586904152641,0.078495418467652,0.16091546328398332,0.26266597288531185,0.17497665441964647,0.10029563593315638,0.1168201936378543,0.20293235125302764,-0.12133791053047747,-0.05695141168496665,-0.5590021268082735,0.24947936447153418,-0.13403005546827154,0.22618821322010454,0.24242196463193966,0.6779339826768414,0.05649122919391823,-0.05304488642961135,-0.02729083070911803,-0.3627587927021927,0.06922236583544437,-0.0005272704893410427,0.32662264138849456,0.07085339317342591,-0.6155399370812985,-0.08154857511270604,0.021006191916155374,-0.19532717864720375,0.21974883219260058,0.42064877600109846,-0.12630184902188193,0.1954169870844115,0.2412882568355746,0.27724509277509396,0.4249068472671867,0.03311762542334388,0.26045923504424273,0.20334421188035484,0.08436226229391146,0.08359768516331667,0.2803874319592994,0.19780969126067702,0.08278196374463637,0.07494068846741908,0.16771542825305266,0.05858290663320903,-0.28379196017362757,0.08458773548492288,-0.475251316465869,-0.09595043613258815,0.34236179565697555,0.5778643823862873,0.2854011716363989,0.13365508175555857,-0.2864812387279898,0.042780890454430995,0.08990260720641718,-0.13333194106846774,0.08336414734558147,-0.2602114271716097,-0.23460266305939317,0.48591822673606067,-0.1379187653966914,0.09041824726666481,0.2747343477180864,0.13762375901800397,0.01499189608083428,-0.21287428693463917,0.27658662519636756,-0.6158420765953373,0.184298716366133,0.2691873808808009,-0.357645394464023,-0.27893657519732934,0.554160294034977,0.3885439597698004,0.215249263598668,-0.32776594860245556
Frontal_Mid_2_L,0.5587214167173015,0.1987268749424882,0.256295950704446,0.5024494219296779,0.11844141566358697,0.2275108260265223,1.0,-0.22545730021231775,0.19486075495674895,0.1585169180013926,-0.20160076336588612,0.4487301798055666,0.5720765458890951,0.5971827169470624,0.6619119301856402,0.6383787470865487,0.705021306932261,0.6594447537577778,0.047669511755801225,0.302240623488363,0.10000037766478212,0.14128778383988497,0.25026807077420155,0.32722816159680446,0.6152791068043569,-0.17493180290816732,0.25740249108858576,0.5463538428943837,-0.2870680484110698,0.18059677043917888,0.7699147950419242,0.5646668833793138,0.13712864924506085,0.6652163103934886,0.3332156035246475,0.6729246838262973,0.5601334937079794,0.4419300180164648,0.09320808097043942,0.6084913937702765,0.8273934327581458,-0.002456258458751885,0.44587343459736584,0.024583515091031276,0.505487819894162,0.15607026598606225,0.35777099702275517,0.3308337327950233,0.4573177159903585,0.12390185174960064,0.37800260629438215,0.6720758294193709,-0.1920506153157099,0.3362415827378969,0.19477248465868682,0.30076270128832555,0.03420156056227597,0.25302915254517394,0.5156903205636952,0.5926021245878498,0.21261790851894388,0.4452834510676553,-0.21216861348362806,0.5744600582022145,0.2197425172061182,0.5340697206715173,0.5458292877844407,0.2545889308902658,0.5576572746138924,0.0520777695281704,0.3658268840469481,-0.005434478584557582,0.435277172449038,-0.005070892299679451,0.6364926149833512,0.30745173619936456,-0.05841647578338489,0.4059127805910552,0.7271661052739802,-0.36300258694451754,0.3394596172482828,0.710620682979426,0.4466615090955655,0.3636022360439916,0.3631283758018951,-0.2166980846187305,0.5057940756818559,0.24076535246838676,-0.11717207678993474,0.5612109322374331,0.29553924333845033,0.18801771497881817,0.17628460107988234,0.7341982140784362,0.6710148200990016,0.35926927823089616,0.27458847466079717,0.587631250088035,0.050857588410096494,0.6715525546429411,-2.9152556592373317e-05,0.00044286100897951403,0.28812985667632335,0.47821360516098455,0.7838833732157311,0.7021105565070829,-0.029946609723224642,0.12578032635680525,0.3161269429100607,0.33299903438418865,0.39326003986929886,0.07362990779031321,0.014962062351665023,0.2067660195097434,0.038195452364221005,0.4267306707524777,0.388073755678412,0.5954135948130508,0.5187507630590501,0.6127697016630527,0.10100585001884203,-0.19955517445461465,0.7068436957251792,0.8446223313056277,-0.0999571261831109,0.36885942142196826,0.41994838682010177,0.1505060537084893,0.7169613226095426,-0.1332828808042576
Cerebellum_Crus2_L,-0.23356478388639595,0.21524060372750886,-0.1358213056259029,0.07270102583716491,-0.2535056284089805,-0.529223208692339,-0.22545730021231775,1.0,-0.07540037418693982,-0.0882449674337411,0.19484556011439935,-0.1044074238108169,-0.016754836716717684,-0.030899409531084235,0.0489289815257368,-0.17662156283016756,0.0102394082282246,-0.03728476458279548,0.2554634406169364,0.045800439180837704,-0.13364118601250388,0.3575138738215394,0.28075163114148977,-0.04302994505266989,0.1331477384039234,0.19405769836737394,-0.003495916940115738,-0.20460027846455006,0.3643715899936169,0.31005152773535605,-0.21993671533310108,0.06770267873048402,-0.1674060101786454,-0.08275359466621214,-0.0382185046847766,0.09062022997517928,0.17325454694183798,0.01290011272119517,-0.14013542198597326,-0.06196237593237083,-0.13249299390964542,0.29343105826790755,-0.17532380182673596,0.15469193185191016,-0.2630999310138628,0.3783063984858253,0.14590315338319154,0.20905359799059434,0.034547437762820585,0.6295933015761148,0.41577301032423647,-0.18673887261835959,0.7184965393142609,0.3428889489313916,-0.2765672992072571,-0.14049311503787104,-0.038483500970944974,0.23209878675644705,0.011985617304625185,-0.12952630267951243,0.2214504845671101,0.01807596951473547,0.3289575218925968,-0.2830382148351576,0.5147857538579974,0.05077835303682688,0.04042356924367132,-0.4056112421020404,-0.10205634376207916,0.40032756517016427,0.2004906363288857,0.8074302000853936,-0.10335422976111021,0.23586068034389673,-0.114158931534527,-0.14693415591472136,0.7532930334132916,0.5324842865405425,0.20469292363675554,-0.026081091820328157,-0.013744443155885149,-0.21693435841020284,-0.01820692930639554,-0.07970535895634856,0.008808060456471175,-0.24389485292530994,-0.09921602792437155,0.2514348190373205,-0.20889158771093935,-0.04388153341416607,0.15377850740505059,-0.15244353314171444,-0.1638423090770962,-0.16131006415950666,-0.03683170677686855,-0.20588177264581795,-0.045636997039608926,-0.13399301549068343,0.36922975214785203,-0.009836973300112312,0.7124950748309143,0.009160623376229844,-0.06993523817763347,-0.2562846848992337,-0.07858665296362546,-0.027835105951059414,0.2252057934095203,0.19855398221576728,0.3525868810611227,0.05530986681615712,-0.06713477048447565,0.2558577819423774,0.09642119905157927,-0.7105858048988744,0.4277570843090254,0.12818897307136431,-0.19714945041483803,0.11180077823451048,0.14025252141289704,0.1837053026677684,0.09512280139739973,0.9251966512239707,-0.14807388756435083,-0.08286391240203098,0.09802951274636153,0.23606067430187017,-0.6748621833948849,-0.25555301189664725,-0.16524248460388158,0.2379039362062325
OFCmed_L,0.15072399660799116,-0.2835006921735471,-0.022698001789173108,0.3470270779594129,0.32523824817961644,0.013012273113854769,0.19486075495674895,-0.07540037418693982,1.0,0.12553217252420582,0.18152502754565727,0.051064031289846,0.0028059597885825315,0.024067405990120416,0.0321150902502027,0.11684159059228377,0.264858885415377,0.18519066618983968,-0.13362911691649174,0.30025976321702474,-0.16776822788376958,-0.07008861042403704,-0.20794319607795242,0.010717888037887102,0.14909895586842886,0.16511612933128147,0.034025186593237874,0.19677134616079103,-0.09917411805394685,-0.114524213878323,0.09899227325073527,0.13009847896445745,-0.05122679758838955,0.11659703424224035,0.1719698784695414,0.2516919276410753,-0.10869937390024816,0.016551033403312185,0.18165491209993065,0.12943642261991456,0.22836629485577922,-0.19285583463350667,-0.0855128681677854,-0.2198245891358686,-0.11984921251928914,-0.05117110881803562,-0.09613414610133776,-0.16572979440547642,0.36603063795003365,-0.16817168807950658,-0.057389166851859706,0.13707707475069034,0.1542448688643555,-0.1332653802309351,-0.1978516937493822,-0.07658260082098164,-0.22641321391967267,-0.26584069541084804,0.025314815150726342,0.10291665525860712,0.2208302724220454,0.20568395670586911,-0.2360470280759194,0.10862447035559368,-0.14107245173667404,-0.07525912934989702,0.045836678218326564,0.1985368214597317,0.17042008976385684,-0.14323173353634613,-0.010028673376150635,0.11462901311869714,0.228184067196081,-0.26008265052859736,0.008383132199563208,0.1694140387545487,-0.04022169660121858,-0.12134111166070345,0.11569273149080411,0.007986076652875176,0.010670969311810578,0.055743171213196545,0.10028977758227527,0.3154543277796603,-0.028981512787607806,0.05335086997422379,-0.13124826828393982,-0.1676602906995718,0.024739773280653018,0.018298542530457033,0.0317078959658504,0.12117595637944727,-0.08803546673675157,0.020531366074329985,0.165356228064368,0.14113568694211928,0.04044543944157051,0.24114382242018872,-0.16231757657884907,0.37237831803914495,0.1561910558155652,0.3489394028541938,-0.29207089921987195,0.09937120588057392,0.16896843504322653,0.21249695901750723,0.10944142782905747,-0.13666544183266727,-0.1803291781584464,0.020987577489284752,0.23948756064312637,-0.3869830588987531,0.35167465959775823,0.14676802169211145,-0.14376771506895408,0.020929832359528933,-0.18032717591777764,0.09647408233246368,0.12843633490320905,0.20519324139295733,-0.33614227676978486,-0.026858554253010487,0.14863683006702455,0.12464633341205249,-0.3672291473869718,0.09033318867661949,0.04364852880564554,-0.1567495653701894,0.20216243850864854,-0.051618723370665004
ACC_sub_L,-0.0021050618990851888,-0.10212583342056349,0.009968287657581516,-0.015264340336078371,-0.0158031323058238,0.1389198798924471,0.1585169180013926,-0.0882449674337411,0.12553217252420582,1.0,0.08083839001721922,0.13765095275627945,0.048054945310408576,0.26934632726972324,0.03993194139200316,0.011797823643087622,-0.02121160381221339,-0.012193742316312057,0.2764411091663792,-0.14425708007169008,0.13700562255165535,0.16975629544301,0.2685167808175754,0.2173015162619577,0.022984860047813662,-0.10956925397313315,-0.003048615645264382,0.15369244042371358,-0.024212317428711896,0.09301986009557238,0.14806966516123538,0.055575344074915774,0.28401336233595154,0.07440808345176705,-0.0075441961748585135,0.03611612308621271,0.2320791158877289,0.030346662128990235,0.15384779342992272,0.11064882617163584,0.15139260303048013,0.3001057273311038,0.30897985116781923,0.26115197732189893,0.09170973799618957,0.03977601133591793,0.03821261179596832,-0.08132351875708374,0.11417814779543817,0.24144823130649848,-0.02621460621487989,0.04626277532480404,-0.04398396173705391,-0.10947887507628747,0.2411748798874351,-0.010928900046830323,0.1219822129435157,0.027369872949478354,0.03658748514977067,0.023887956085786494,-0.013615551147907821,0.016974513571414083,-0.13136239584408346,0.22817208964158173,-0.16857436918353544,0.35566851926827897,0.02805047026556,0.11837653286743594,0.05751806928968325,-0.018120147652286474,0.054158984837198915,-0.004533185632063875,0.10653565757979523,-0.17561769637398902,0.0035168585337438476,-0.1013414279781205,-0.20056485970264926,0.06912960131170241,-0.00357591036842394,-0.022509637600021087,0.028255177026908246,0.06284872448191875,-0.08665037690428316,0.024835399974640814,-0.08979011842261897,0.17904411847034205,0.026299099494380147,0.2178291502129951,0.18725810332880594,0.06037201115437901,0.1099825916419403,0.3741836571396826,0.2627913631354397,0.23996671331223962,0.015285826850689879,0.1759997259072113,-0.020990025901812422,0.11449711724528167,-0.08523864161170853,0.13878461548702675,0.007461042391045905,-0.07777609081102667,0.011514686469441942,0.025643930745465147,0.15429863891657994,0.12687750633023026,-0.2157341136523753,0.20063912169402312,0.16649157638920506,-0.11955881671083579,0.07371232341979478,-0.16125585578763532,-0.0709772628787586,0.018362975637370313,0.13129725144213453,0.22503981331292403,0.3164244480201389,-0.023636590476463316,-0.048502785417208,0.019564338415729216,-0.05063630408334896,-0.1795306852689902,0.19203655083956883,0.11174409609883318,-0.10980546638767484,-0.016869210302716216,0.11965397310454728,0.04654097778733482,0.09786663880849544,-0.25042877062222524
