,Temporal_Pole_Mid_L,OFCmed_R,Parietal_Sup_L,Rolandic_Oper_R,Temporal_Mid_L,Thal_VPL_R,Heschl_R,Lingual_R,N_Acc_L,Cingulate_Post_L,Angular_R,Parietal_Inf_R,Thal_PuM_L,N_Acc_R,Cerebellum_10_R,ACC_sub_L,Rolandic_Oper_L,Temporal_Pole_Sup_L,Thal_PuA_L,Raphe_M,Thal_LP_R,ACC_sup_L,Thal_LGN_R,Cerebellum_10_L,VTA_R,Cerebellum_Crus1_R,Caudate_L,Thal_IL_R,Cerebellum_4_5_L,Putamen_L,Paracentral_Lobule_L,OFClat_L,Vermis_3,ACC_sup_R,Cingulate_Post_R,Putamen_R,OFCant_R,Temporal_Sup_L,Frontal_Sup_Medial_L,Postcentral_R,Temporal_Mid_R,Cerebellum_7b_L,Heschl_L,Precuneus_R,Frontal_Mid_2_R,Thal_PuL_R,Thal_VL_L,Thal_LGN_L,Thal_MGN_L,Thal_LP_L,Fusiform_R,Caudate_R,SN_pr_L,Cerebellum_4_5_R,Amygdala_R,Occipital_Sup_R,Insula_R,VTA_L,Insula_L,Thal_IL_L,Cerebellum_8_R,Frontal_Inf_Orb_2_R,SupraMarginal_L,Thal_MGN_R,Frontal_Med_Orb_L,Cerebellum_Crus2_L,Parietal_Sup_R,Cingulate_Mid_R,LC_L,Vermis_8,Parietal_Inf_L,ACC_sub_R,Occipital_Inf_L,Hippocampus_R,Cerebellum_3_R,Thal_VA_R,Frontal_Sup_2_R,ParaHippocampal_R,Temporal_Sup_R,Vermis_10
Temporal_Pole_Mid_L,1.0,-0.12467219607990217,-0.4124061226874226,-0.45276709260029774,0.6830085233219356,0.305750250407523,-0.007567734967896315,0.04830013909829312,-0.48367907977283714,0.11723052550043724,-0.18465699485746528,0.10167326747523574,0.04752339945247719,-0.161758354516668,0.030327677373146403,0.13953643927531897,0.17250731733609873,0.5421921672069024,0.02660466663702174,-0.13828769640900845,0.01386393624980724,-0.35026607780521596,-0.03771030264095791,-0.21096245249362644,0.09925127402289191,-0.27109800549747276,0.15370076796063167,0.07829096300664304,0.09392124657686247,0.24025243540636057,-0.09310470415071564,-0.047473879863478466,0.06293357246751213,-0.06494095493347754,0.019454730159898577,-0.13234707532060136,0.08691147836945035,0.5444430000636923,0.6678661895431569,-0.07754120153840902,-0.3239109610328165,0.19036344232036406,0.4716847961179878,-0.010660996472882557,0.009015042970240868,0.056597845862638926,0.1602959919159424,0.23550509881521817,-0.0430270199546717,-0.1485143535649105,-0.04526025223362287,-0.22446761627085765,0.20206904915330925,-0.0008311158858841631,-0.10579647486406288,-0.36500970712575864,0.2159237865010027,0.41127871845562375,0.17688743399529508,-0.024156215235496735,-0.13382780419373416,-0.060798134655889895,0.3845648528502912,-0.026245571153456132,0.06738395943322131,0.1947142740583628,-0.4195594548708988,-0.03980800500204249,-0.11849774352289502,0.19516255104954153,0.15449014359302096,0.2488731339369286,0.4667126431765888,-0.15608936789070046,-0.02265658639580186,-0.35215122114877434,0.15872757847247568,-0.03802545200731308,-0.4007546681395171,0.01699811353373766
OFCmed_R,-0.12467219607990217,1.0,0.314774208982063,0.459865120326442,-0.2242700093721112,-0.27523532941710277,0.130821769022582,0.22593980726135784,-0.19038556264987438,0.22495746354448873,0.14476928873726336,-0.43374104388600854,0.014082079560798662,-0.1949939609490927,0.3067908828321841,0.4020579502483539,-0.134132450448836,0.2714808367527759,0.1754424490098431,0.2313287922432571,0.10486421595850667,-0.14845436499806125,0.01355262515406959,-0.11121743763221219,0.4792966957303344,0.4330000783388955,0.2272139701397318,-0.25445426432817403,0.22131597180538748,0.0548807584637272,-0.19636386754636787,0.24659898338463096,0.15184119671228508,0.14398864414852114,0.23670610548371868,0.22727203662333967,0.416567559438274,-0.25340423268860096,0.10022248729280486,-0.17163492308470962,0.4925790265655395,-0.19126035547082731,-0.018609852594178525,0.004842027004606206,0.24757002369911554,-0.12655248813119194,0.06789425014161075,-0.01579766751377315,0.30592300024050745,-0.22813311624468646,0.5636601935045511,0.28486026250611673,0.007779852605968477,0.21648424730460766,0.49318252441765265,0.41639953061933715,0.37946473252871016,0.003860825713744559,-0.04668181336978541,0.14573739558362508,0.4345477230608142,0.6917620797194687,-0.2157801111145554,-0.02518975577754066,0.5500889585764448,0.09797519146721217,0.23331162173663525,0.18054139415257897,0.39849497927187155,0.252704695173711,-0.19074169639644217,0.503340697616328,-0.35846118341805655,0.6216215437634699,0.07919102516101957,0.3928326732533459,0.14300356204147335,0.3342026826037839,0.4370849283233579,0.1874633324002928
Parietal_Sup_L,-0.4124061226874226,0.314774208982063,1.0,0.5426897792570489,-0.6046656596947385,0.0475661475682178,0.07983515227216184,0.5099328633757154,0.37261047039417966,0.026069282963121967,0.6334046461829254,0.03057824303359552,0.4959012514177377,0.44416559629974073,-0.16048121388662112,-0.40968525145561996,-0.1853023336716341,-0.5295153410797154,-0.03746450795780479,-0.1166485656013045,0.285260513126592,0.23172175348571494,-0.24415766968364508,0.02339374434407597,-0.053060519927329255,0.6233075689215092,-0.27576019082381353,-0.08760211239856026,0.05988270104377024,-0.2044342563596715,0.2761361562724881,-0.21176672439474165,0.5073760560205347,-0.00024211818566829602,0.11735312645775482,0.06796743688202461,-0.17803316173955344,-0.46572316147552806,-0.4480237571943957,0.15542445478747874,0.6742380682620996,-0.38246519440110927,-0.6132618457701722,0.2892462197450188,0.16297891956886368,-0.4070420572888131,-0.5428620658969202,-0.26858016243851807,-0.33018851850982545,0.2343049399752501,0.4297824975234426,0.351739202014867,-0.027096954692490124,0.22573791274741253,0.30614541256114125,0.8333244871760278,0.14210030445267824,-0.1096527355541475,-0.2063043176942145,0.2997298189745217,0.5706637783429999,0.0800137794606775,-0.08284511816075048,-0.05691737101101528,0.2240220132912813,0.3570673019774342,0.7754697450400321,0.16745497007080512,0.43740047999838355,0.37178492983807426,0.18176620148002898,-0.41669357821824593,-0.5749982602214581,0.15705207087684847,0.4970417552950437,0.17500516548204217,0.051804048701919445,-0.012857750647200327,0.6133166293214836,0.1655245705595498
Rolandic_Oper_R,-0.45276709260029774,0.459865120326442,0.5426897792570489,1.0,-0.44787310731251134,0.003261262873384943,0.4069238487159955,0.4738099551052861,0.45294684300846183,0.5688114968396895,0.5271230135849754,-0.0961965292244666,0.3544684223323822,0.4114192688641706,0.31467411340614737,-0.14942200061255853,0.22444262579771423,-0.291909791955519,0.38125345520642573,0.2358514281236573,0.3878105999501193,0.44803517311994684,0.05384800335087964,0.4137585535210013,0.20480251304891975,0.5763567369675728,0.2616249824241063,0.04559882360731507,0.4285155600485115,0.3618112769659095,0.199804156040249,0.12252429400909207,0.4624674234668788,0.3942237829368912,0.5404840108173847,0.520738824437819,0.12325972499651322,-0.28080568531712724,-0.2899907331895423,0.32031685670639126,0.6861806881102426,-0.10836451512262389,-0.21517909365963103,0.3236952788531635,0.579916820654605,0.022246389042068816,-0.06162307327711732,0.05097646494622303,0.18954766416827196,0.29760059945083867,0.577150879803366,0.7493141713673364,0.00727016909614541,0.4483931054022629,0.42412621157565644,0.5931860269735532,0.5363126193115509,0.06223740647138616,0.3013596312008298,0.4458534686001619,0.5508634536690391,0.4369856219163146,-0.2517478113087514,0.20243813715406456,0.1706396228747536,0.1848133897994622,0.4516581706435179,0.6391915240017138,0.5485612076587048,0.30259326130316644,-0.05029111380138294,-0.18145934149230375,-0.5685368621523695,0.6374576001592857,0.5800967398499334,0.6208203524316496,0.3925696593912856,0.4862601300810582,0.8556492226889423,0.48455387817027257
Temporal_Mid_L,0.6830085233219356,-0.2242700093721112,-0.6046656596947385,-0.44787310731251134,1.0,0.40273259700223796,0.17181263764784785,-0.17509210996393398,-0.24594799248206778,0.20494560540391302,-0.41156231804105986,0.15851993697940753,-0.22580212618549114,-0.28675400131110174,0.28251093759775403,0.252217893237155,0.5602479021106348,0.6179482746138409,0.07922978997822591,-0.030398200761457897,0.13668675831468796,-0.11201597818791978,0.1927860495412271,0.12649086222201605,-0.06720713545788705,-0.5966295478782777,0.4653352109438253,0.3927669840208555,0.1124246574648845,0.35623480059198404,0.10307353169837952,0.2608221770205748,-0.20697908434114284,0.19711063208757373,0.10399787501316647,0.15261447475528347,0.29725332262534526,0.9028139482339524,0.690577110398532,-0.0102925133537147,-0.6527736560159582,0.5918293357436168,0.622404051218254,0.12987048509691507,0.16740612450997397,0.22795915396423508,0.5875488355981132,0.5896950219704025,0.07200738451745223,0.11382248924458334,-0.3626559287552173,-0.1238161671972876,0.30641227032017593,-0.08882796239594296,-0.16105230532065026,-0.6646800310748252,0.25579685319918416,0.44601329900067643,0.4629684030110134,-0.23063359473776146,-0.4250635336359857,-0.0939327294409985,0.6249983640037948,0.09374677556342297,-0.20815495625044542,-0.20820542831945874,-0.49516327152693074,0.1438087111674059,-0.21960861558286435,-0.2590925192820614,0.29226723578580555,0.3110241978361841,0.4838356613850285,-0.172945638724835,-0.11459836262372426,-0.12313238984333574,0.3424063510776333,0.11764503276798305,-0.5927523939261893,0.13813379605618686
Thal_VPL_R,0.305750250407523,-0.27523532941710277,0.0475661475682178,0.003261262873384943,0.40273259700223796,1.0,0.36967260753854375,0.24757698249178808,0.34130871968895854,0.2954187739672827,0.2190455901203833,0.4640144700762811,0.43444876795340254,0.20615690955685312,0.1050323813002165,-0.30626765737628936,0.5548063543239238,0.00038944946676463404,0.2080882088022465,-0.07885751916263546,0.40271707977887294,0.4356629417613092,0.07760126932559964,0.320718052386048,-0.255602433108977,-0.19780398351031492,0.2849973461793435,0.49165551756338005,0.13267324969402106,0.3987912371621927,0.5285502535748302,0.1361191015662743,0.31600909801401145,0.37378537546106244,0.2560977500743978,0.43160885661293735,-0.0037744153592306857,0.5498712209129978,0.22308799423586517,0.3298413753537042,-0.17450725744171963,0.33313243315715235,0.15606041812859284,0.5239817869558147,0.30399022737084075,0.046570652809632886,0.14763652673680486,0.4763282520660867,-0.17920317430025826,0.5486999734667072,-0.06186838525977737,0.29431275751505415,0.3245831622501044,0.06092319008142573,0.0171472086672702,-0.04258785439689465,0.4331415687088495,0.26317720895866475,0.48269049107966616,0.10782244517138696,-0.053863683936412415,-0.26595501792516557,0.5952091088638692,0.09929438212963211,-0.2794951840647614,0.0874242741478346,0.22470048709380985,0.3386299796393422,0.14148211270760594,0.036439095582931416,0.572617836100859,-0.3405012616663407,0.09816300106297861,-0.1330616396693196,0.4964323892897462,0.16353515838538193,0.4064496518998552,0.17224518818975898,-0.05547542026618094,0.39302263514422664
Heschl_R,-0.007567734967896315,0.130821769022582,0.07983515227216184,0.4069238487159955,0.17181263764784785,0.36967260753854375,1.0,0.3398685092673237,0.333321480781193,0.4904185890561316,0.164444547050282,0.3646789878949499,0.08569784505827265,0.0637981565171535,0.5353575235560214,0.05739461303665759,0.49923316871712686,0.14261260851205199,0.20438504343356498,0.50463922106996,0.20823091733437804,0.4808834357994228,0.5566526613420516,0.5857725718783312,0.027131585075809428,-0.20102864314409027,0.4496105226954321,0.3027928404259904,0.5469567273251338,0.49846198089607674,0.5687229782446958,0.3820912282177055,0.40010785612223343,0.6066972989581407,0.5634736859370858,0.6994826788570688,0.2272989959470114,0.3330306242759158,0.19447830278297906,0.6456852921698913,-0.020809976097396515,0.12430545250409875,0.20122787853712412,0.6129789077306332,0.6816937928525957,0.211836789659221,0.32166598707659527,0.11707616659121431,0.09274861281154442,0.31566931634002404,0.2954492749191833,0.35320991054750345,0.13470839996282363,0.45761152425185675,0.13012566029468106,0.011652521631562157,0.5681036306756063,-0.03353590412861197,0.6332793143964538,-0.14573859187684135,-0.15703916658720118,0.1586212354805144,0.21827638663117935,0.5193489786779657,-0.17944969034915748,-0.21883040655018288,0.23685768119990205,0.6949900080798931,0.15117868603192286,-0.07669551363842882,0.20433845241518922,0.02546986502555414,-0.12756286165170394,0.39571705016342207,0.480435825175965,0.531621900945066,0.7015709673117229,0.6897206534205348,0.29967655797299037,0.5420635616996715
Lingual_R,0.04830013909829312,0.22593980726135784,0.5099328633757154,0.4738099551052861,-0.17509210996393398,0.24757698249178808,0.3398685092673237,1.0,0.25651097867719264,0.34065258107257607,0.8390845394704259,0.1881823190039855,0.6918940505903309,0.4401900667332802,0.05216479051729903,-0.46383038247019653,0.08365405877347058,-0.32850024049853505,-0.06147799378260982,-0.10050268920171156,0.2900721343127561,0.09890366863656047,-0.06397728438049963,0.12227329913655142,0.08923310354886996,0.5615322057231487,-0.08728479742010657,0.041751141662721786,0.5768432136146338,0.2208605628298857,0.4055244136959325,-0.3026029942462424,0.8938294979751418,-0.006706346170649273,0.5120180878690287,0.11730412717626455,-0.19026864795964085,0.004135616927161518,-0.08086871701395107,0.2985451036550453,0.6905357906860798,-0.1234669916852111,-0.38816728225381847,0.6324235397942627,0.4209675372536011,-0.39457193795487466,-0.4819724450940755,-0.03508117343262693,-0.3675016789200137,0.2675213980864683,0.7294859224635294,0.36641423216242797,0.10122662670519225,0.6812936553491431,0.4915781832447432,0.6690437624082047,0.4241872829172393,0.2642222668577499,0.07300133241206856,0.4840690075443336,0.6387812793800735,0.09228492506977796,0.26733243274143176,0.14172791751194297,0.17042222590795825,0.43886365171118413,0.45926270802419933,0.4799603100509526,0.3232904125168848,0.5345122047869612,0.4605561841778381,-0.38919202074757026,-0.4160957902469855,0.3841765648350025,0.7486210309635744,0.029524900474672596,0.37706440659202023,0.22518095653623157,0.7096442153178308,0.4609358364805477
N_Acc_L,-0.48367907977283714,-0.19038556264987438,0.37261047039417966,0.45294684300846183,-0.24594799248206778,0.34130871968895854,0.333321480781193,0.25651097867719264,1.0,0.17470667561615028,0.3913847765071408,0.3650211349983882,0.34413437557111276,0.38830003338259184,0.18406630797700618,-0.49392263544849696,0.4298853217947282,-0.5621258134107533,0.11744704477129772,0.09579550027640388,0.29337268954751666,0.7880747210641759,0.16948147380162948,0.6282923728952289,-0.47422082732446813,0.07042151661579096,0.04556677033385792,0.49033585785219,0.15732185388760123,0.11540433757784718,0.6844884615779854,0.12240027020165592,0.3161164655759558,0.4415486639092941,0.2541256820824662,0.5213205817359096,-0.055835002065170676,0.009735268826318784,-0.48365562659451455,0.48475861210950116,0.16543122811298647,0.13027974845348994,-0.41118599983045223,0.5729959060342875,0.31909618442661397,0.02052908886240993,-0.09620038059244274,0.12122687413369618,-0.1789119513401675,0.6401865214242985,0.074648889330764,0.417078775465905,0.15003083448711724,0.16504897608118024,0.1138924860149083,0.2698814136814783,0.18094185766668813,-0.15888457401720862,0.3193794161311149,0.07588474524437212,0.05429878538440975,-0.20431816427474225,0.1922088708893083,0.22520536220274442,-0.4961183845103965,-0.11156976874577551,0.4644743485415818,0.4291183486324823,0.14992718797948512,-0.12804321410689154,0.39582343135398873,-0.5752798262553656,-0.3191364695487311,0.08954467830605026,0.46913771052680914,0.42800706335196653,0.2767155336073958,0.2500862884120139,0.35042389534342716,0.3894227932966132
Cingulate_Post_L,0.11723052550043724,0.22495746354448873,0.026069282963121967,0.5688114968396895,0.20494560540391302,0.2954187739672827,0.4904185890561316,0.34065258107257607,0.17470667561615028,1.0,0.14544929946699542,-0.2082736923745854,0.09796039685803387,0.18158156233184922,0.511252198979115,0.08327350854342883,0.5657202300248961,0.15174927313327996,0.5288153814667959,0.3359704929198651,0.5308003906772164,0.33283418761985917,0.19014648841776696,0.38954804520946684,0.3240242442155281,0.1881460466770992,0.5682504517698399,0.18188109346798248,0.5695287636902918,0.6475603628488467,0.10874429398129436,0.18240601314053775,0.30855892688709663,0.5741217005449784,0.7676792944243256,0.5531666535476968,0.27062826253485306,0.3426055506600264,0.32458449230396796,0.14521481140445985,0.22703115125968304,0.10072562544302842,0.3437869033011359,0.2859200004093141,0.5335962450619213,0.2955586950419425,0.383746957617759,0.3515004578471863,0.3812798795084943,0.13612335329816724,0.45382662780942185,0.5300276707684886,0.18788281755316735,0.46691819492436154,0.23348901064194189,0.04329155643990952,0.734694057035048,0.3052540568272323,0.6387295100333563,0.29629117919397047,0.25880794938055784,0.35407451842376125,0.11803896670301585,0.353925724347111,0.06645653431169943,-0.019109385905204397,-0.03136330515096631,0.7220790804600252,0.44847405083741904,0.26215136679017137,0.053108800572426694,0.05012770069796708,-0.19007761413930854,0.6236490801692602,0.4054904762107241,0.4575830902405779,0.5140384367616312,0.6444437115782095,0.37158991988669654,0.5724929403140897
