,Thal_MGN_R,Thal_IL_R,Temporal_Sup_L,Frontal_Mid_2_L,ACC_pre_L,Thal_PuM_R,OFCpost_R,Thal_PuI_R,Heschl_R,Frontal_Inf_Tri_R,Supp_Motor_Area_L,Calcarine_R,SN_pc_L,ACC_sup_R,Parietal_Sup_R,SupraMarginal_L,Thal_LP_L,Cerebellum_3_R,Frontal_Sup_2_R,Rectus_L,Cuneus_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_L,N_Acc_L,Cingulate_Mid_R,Frontal_Sup_Medial_L,SN_pr_R,Hippocampus_L,Caudate_L,Temporal_Pole_Mid_L,Thal_PuA_L,Cerebellum_10_R,OFCant_R,Paracentral_Lobule_R,Occipital_Mid_R,Occipital_Sup_R,Cerebellum_4_5_R,Temporal_Mid_L,Vermis_7,Cingulate_Post_L,ParaHippocampal_L,Red_N_L,Insula_L,Rectus_R,Angular_L,Parietal_Inf_R,Vermis_3,ACC_sub_R,OFCant_L,Putamen_R,Cerebellum_Crus1_R,Rolandic_Oper_L,Thal_MGN_L,Thal_VPL_L,Vermis_10,Thal_AV_R,VTA_R,Cerebellum_Crus1_L,OFCpost_L,Temporal_Pole_Sup_R,Cerebellum_8_R,Frontal_Inf_Orb_2_L,VTA_L,Supp_Motor_Area_R,Thal_LP_R,Fusiform_R,Occipital_Inf_R,Pallidum_L,Cingulate_Mid_L,Temporal_Inf_R,Precuneus_L,Cerebellum_7b_R,Raphe_D,Cerebellum_4_5_L,Frontal_Inf_Oper_R,Cerebellum_3_L,Thal_PuA_R,Vermis_1_2,Occipital_Sup_L,Pallidum_R,Thal_PuL_R,Cerebellum_9_R,Temporal_Pole_Sup_L,Heschl_L,Cingulate_Post_R,Thal_VA_L,OFClat_R,Thal_PuL_L,Thal_AV_L,Frontal_Sup_2_L,Thal_LGN_L,Cerebellum_Crus2_R,Putamen_L,Thal_PuI_L,Thal_IL_L,Temporal_Pole_Mid_R,Insula_R,Cerebellum_9_L,Postcentral_L,Frontal_Mid_2_R,Hippocampus_R,OFCmed_L,Rolandic_Oper_R,Parietal_Inf_L,OFClat_L,Thal_MDl_L,Thal_MDm_L,Parietal_Sup_L,Vermis_9,Red_N_R
Thal_MGN_R,1.0,0.2825376354756563,0.22125306439066073,0.42965760402614,0.09572823904637585,0.5849288050796466,0.20400759703770643,0.5240717095680583,0.5193489786779657,0.3492117679324539,0.3330115965824975,0.012100182806854988,0.08031478325431449,0.44566583039279767,-0.03167200928747352,0.0018650581994564058,0.030146709323975302,0.16870597078748478,0.48040077626014954,0.10622729137725116,-0.09988262005669539,0.1395770707766279,0.3438259706509968,0.22520536220274442,0.5356779911422322,0.29082284551385185,0.2486568296702444,0.38872550091343566,0.27077392737266387,-0.026245571153456132,0.09771513108723422,0.42677120887570397,0.3484381984804249,0.38670970759851236,-0.077332219153531,-0.11988978288860197,0.5337868180319689,0.09374677556342297,-0.19604096136993818,0.353925724347111,0.3975879683395103,0.17746710524419987,0.430396729986694,0.068271279272249,-0.026327242625510172,0.11527682809689394,0.17444613433705033,0.14435457183799538,0.1704669058151001,0.38120519414532666,-0.23829419143826253,0.3076142860702917,0.15725711843287898,0.20701454781082168,0.39194185422098055,0.2584691187930898,-0.07006495628566418,-0.24497606734527058,0.2830284602899349,-0.0900498028285118,-0.27733182138732965,0.32845743582782455,0.0403691970652693,0.42737970935793723,0.1800434604366479,0.19990333808178787,-0.10131660505563055,0.24953824764080998,0.5769983121554341,-0.14598945651529086,0.2697697335005013,-0.2217214591228954,0.16736260577589648,0.5988563174402342,0.32963601829346784,0.443917238649668,0.5650451395975723,0.1346275281461081,-0.1846123042551851,0.39082494898562586,0.46817132879933304,-0.21889367427655154,0.21490077675659697,0.2796356215793745,0.5049296518718124,0.2544472570497047,0.20875870975121288,0.039958055056407975,0.24100448011131692,0.44778455724669963,0.061996005814107226,-0.23407902080457826,0.2578376020421424,-0.01618964040798656,-0.06231730883939519,-0.11579775438285525,0.26342046207651265,-0.24106000690366863,0.18632618809181942,0.44201237609728633,0.4397806701148755,0.01699926163783067,0.20243813715406456,-0.03632671493252725,0.1922034808170915,0.14411932027362928,-0.036812369930336375,-0.05691737101101528,-0.202734748981426,0.2458344648146097
Thal_IL_R,0.2825376354756563,1.0,0.4660739229261782,0.47924664348547596,-0.2147468856102181,0.5033103689257749,-0.01147686281297371,0.26524257536545565,0.3027928404259904,0.16057289532181945,0.4246451632587656,-0.07156806925442424,0.23706448596225452,0.3548114687961663,0.007631207741428901,0.398708111043497,0.4994546906211454,0.22076475070589358,0.4533229464726794,-0.03721187861443402,-0.20719684945205094,-0.13057591313737082,0.36079548753206636,0.49033585785219,0.36840607971836675,0.16352629559850115,-0.04205191513517574,0.33923465650178514,0.39463304300304025,0.07829096300664304,0.07935798338009181,0.28420273909295757,0.2798076071821587,0.5754880025597419,-0.2766334852446677,-0.19244037317411686,0.10828773938149,0.3927669840208555,-0.3472955949755342,0.18188109346798248,0.35963666287482654,0.3924017243209736,0.4400715799257557,0.08395494961813171,0.34180435889176397,0.4198525602857074,0.10251208715349773,-0.13294875001703096,0.0002453592741681839,0.4307804186282146,-0.362852414572385,0.5409690091257329,-0.0231620561726401,0.5318172114537791,0.43238147982549324,0.5658540120171024,-0.4561437710182813,0.08005565971204322,0.130069366267332,-0.27331947126499906,-0.30086458528774124,0.31336941993788897,0.23124495030612108,0.49354249721489235,0.29804519194744683,-0.17347130411209935,-0.2743562540580926,0.007700800334340279,0.36701090020978555,-0.3927488814111489,0.4739494154717351,-0.3486916178825891,0.2040525253569968,0.23127542084324063,0.058322096896508344,0.34112579414051486,0.5803851048588377,0.2844291326968547,-0.1854278368539158,0.04943643626694935,0.25850238208618453,-0.19501599991339832,0.03150109753952464,0.17024031047735835,0.19561648467381149,0.5050602037099767,-0.15386409092228595,0.3994243146294425,0.41713354223129717,0.45249110206626486,0.4344806564681444,-0.3074531271129712,0.2781870565826396,0.4058462610657228,-0.01482629853452965,-0.3097660620396612,0.21395082830418122,-0.1834422269520935,0.4749339166621553,0.38976235739992166,-0.08809233275242445,-0.1611375197383973,0.04559882360731507,0.38039049620119225,0.2554805294832731,0.02351655412729643,0.027747426850086496,-0.08760211239856026,-0.067022980092419,0.19226660665710207
Temporal_Sup_L,0.22125306439066073,0.4660739229261782,1.0,0.5909621310548611,0.0010259731208817618,0.4219818712836484,0.06389221516934113,0.22607070368903565,0.3330306242759158,0.07907048735775898,0.20654279662039907,-0.07786057985489762,0.5298318241203809,0.3298097200629625,-0.3565539531477234,0.7590392796819566,0.31567643311349,0.08850412534339311,0.4668115704208837,-0.31663351807312873,-0.5098232192480204,-0.08778959417411722,0.7675071819901252,0.009735268826318784,0.3345856684683124,0.6003020015203981,-0.048877601464087254,0.6327620743858712,0.4651169615324501,0.5444430000636923,0.09188741543433365,0.35667853553710877,0.2499485018032138,0.29573710495916483,-0.5844522117267311,-0.5532949372603259,0.040159190189821614,0.9028139482339524,-0.41680407309080836,0.3426055506600264,0.6587358952169935,0.5891978214984996,0.6335730674553147,-0.35919873946439695,0.33466822262788365,0.24126977587763676,-0.03407410378711803,0.1319961978111474,0.04816554780607606,0.30335689423640955,-0.5472168261112225,0.7608455287672217,-0.05649143119119772,0.6794063379858072,0.26790598471131033,0.1687034673663833,-0.12520445269187405,0.3088296733657083,0.11400766862250435,-0.3695398294973565,-0.3523079432065088,0.48983409884972295,0.3832062697638457,0.33501828039076864,0.2312888780103922,-0.2564610068672923,-0.549815878979849,-0.06407861736421834,0.515860317953129,-0.5311898770939091,0.39908139174311913,-0.49972762135788173,0.41107185155506765,0.24054697053168944,-0.04586869616366301,0.24310685067263052,0.48776488924125955,0.3331510792705163,-0.428570569417209,0.05867017224792401,0.24666565968235174,-0.18883805425000302,0.42475238931892517,0.4716621894953904,0.3195206854727549,0.5878443485808882,-0.29002569970027553,0.5069789921781126,0.1404601431907581,0.6582204958444661,0.615556118991785,-0.49774848309454983,0.43819854149512966,0.41586541530028537,-0.20697048216479488,-0.39426794275319926,0.4008964143230626,-0.04689464693800041,0.5735317592459759,0.30053184235407016,-0.06523548559148948,-0.3350134024902965,-0.28080568531712724,0.5180286632466811,0.2898732398702748,0.06343652540065359,0.010067108124130003,-0.46572316147552806,-0.12831825817667636,0.41885088559413786
Frontal_Mid_2_L,0.42965760402614,0.47924664348547596,0.5909621310548611,1.0,-0.29902456379627007,0.6754877695158455,0.10759287571205822,0.3462080415538755,0.5225238556090606,0.4261101563066591,0.7835278355698051,0.13956317858118056,0.45090904203920046,0.7075834910845128,0.08170974361786912,0.5303183644303832,0.53422691209635,0.37481964204055696,0.6028030321943411,0.0415177702322455,-0.09904716971098683,0.07448368147608406,0.4425330117235378,0.569510713606455,0.7026527837723349,0.18071356840155245,0.18510987427593442,0.4505734307216704,0.3921832876329935,0.02207964587403187,0.24325989635776546,0.5377706120966858,0.2519897140483858,0.5434947965257948,-0.13187062608698488,-0.1137612874118596,0.3238938416659887,0.323331788313796,-0.15037203280258457,0.5134230974078335,0.40008493298410397,0.44389794203988653,0.7171005487146592,0.052617652763443074,0.27114915042058635,0.19012882314345841,0.23287022661413964,-0.14831136582280252,-0.22837650288159186,0.6049481007315297,-0.19037836867443642,0.8157997755548778,-0.030224363862674717,0.632308820816587,0.534642018897804,0.32105112633771693,-0.17770585376922407,0.11390066759957782,-0.0027505541521257925,-0.07340521282406559,-0.0738049353133421,0.2719321981796568,0.17931558104638218,0.8019828455586543,0.36793782508234835,0.1377692271371587,-0.0913416629666268,0.0906501934930159,0.6960504925731315,-0.13449227891752685,0.5733054124929055,-0.13801454872945296,0.3412720384807435,0.4352116099731326,0.32937125142817797,0.4311696979646752,0.6503053595906186,0.4542533617411983,-0.12721903441209492,0.36629357416178165,0.3011469002192895,0.009461868948565369,-0.0737016865517355,0.03287764254514412,0.5753844645026117,0.5504255619117451,0.061954800266645356,0.35671279923548016,0.44713830809756555,0.6486941098454124,0.4586303308475459,-0.15881569345833524,0.40491587501127807,0.4878556213398123,-0.09610954112028029,-0.17299161111401845,0.510493698914555,-0.028085618461674972,0.7725892027897522,0.5275198335427906,0.3143364020137367,-0.19100238477506268,0.247872557991601,0.5728918312474806,0.21852629189374598,0.028482144093752108,-0.1072318525879741,0.027540797358084096,0.04785616801555654,0.44467032097913495
ACC_pre_L,0.09572823904637585,-0.2147468856102181,0.0010259731208817618,-0.29902456379627007,1.0,-0.0025242650804840772,0.6487620113421934,-0.08479424167562946,-0.013071315855495489,0.22846973780459556,-0.49205872640918685,-0.25660644908326685,-0.09567442895162982,0.04841440611932566,-0.34175019132132817,-0.29656626218901705,-0.4644995576462376,-0.2871741890996237,0.20524043305605744,0.3429630584617316,-0.3035972296232776,0.6565340861567444,0.3921686378264525,-0.6688882940507713,-0.011591180682179333,0.5915135211161661,0.19754670635135607,0.40768079682179786,0.39879835421577936,0.26014219034781244,0.3012773281282884,0.2357771211223636,0.49781378414511274,-0.2879885391654176,-0.17632568369164645,-0.22444962203828236,0.14311327014014327,0.1912269161853625,-0.09102979214027507,0.06536720469654957,0.4361352619345451,-0.22511337252693972,0.034485708721567726,0.09834743172247315,-0.3812040117928224,-0.26526518630931817,-0.244716772260953,0.8730305469142168,0.8694203193503546,-0.07796743111290115,-0.15074198055825463,-0.2125087566517092,0.42967174796178326,0.005441035762572114,0.08230317618102793,0.05777097883893347,0.4472251426598069,-0.2393673533606933,0.7435899972046718,0.2084808777349647,-0.13564785093193182,0.43947340835900395,0.16139863628390835,-0.4135800851641034,-0.16108037290167737,0.16689682027463784,-0.2160539768387325,0.4289002884493531,0.1471337553081385,0.005421053378154874,-0.34229308532120817,-0.14269890972131571,0.1138706448950147,0.22684391286886538,0.030826319618373878,0.011744580766240754,-0.14552687054802688,-0.03390601735157229,-0.21678520362613582,0.28247974758267047,0.2591081656108967,-0.1099318654338177,0.758970232137502,0.5012848338158878,-0.0061789196772855555,-0.07679934196309025,0.5285560597889312,-0.06336098242615582,-0.2353233742695667,0.32373132264315635,0.13616836191294296,-0.07570824624665581,0.20937853520225813,-0.48530757617189885,-0.01600092690263883,0.24376422125220754,0.06349628235778937,-0.0445358895508527,-0.41763783897293316,0.17972160307520543,0.3667784736325845,0.5285810781106699,-0.07581740232195523,-0.4268077326439084,0.33700329199682627,0.5874230729547458,0.4605264700882712,-0.25802797633643926,-0.20017034384149954,-0.05141013805217065
Thal_PuM_R,0.5849288050796466,0.5033103689257749,0.4219818712836484,0.6754877695158455,-0.0025242650804840772,1.0,0.3363919260643842,0.3698892425922241,0.6507785106273438,0.3845165495721611,0.542685099746072,-0.1149360287572463,0.29431350203896295,0.7757583568122506,0.08472171391867347,0.19453556589317209,0.24956190182208826,0.20026014487517682,0.6038890518358092,0.29774154188991,-0.19534794557995783,0.19338402618236056,0.5204127571845286,0.41090536026200974,0.6465625466690162,0.25592342000456464,0.19004210631619214,0.6003211002731642,0.5827259567610156,-0.0934436653184624,0.27706422556570104,0.6966089692625873,0.43619566441537955,0.563664134298082,-0.11918839983581796,-0.16780297455252555,0.2904789695230309,0.26204399843920756,-0.246263301994376,0.5575106581448207,0.5709036862427955,0.3036980646805808,0.6639611083151098,0.21743059645674595,0.12426753191189444,0.12081930558896757,0.12827570881303513,0.1613470100204929,0.12049617802717888,0.7650866550587228,-0.32856916557860394,0.6424785848468753,0.22481945651231952,0.5427112710314298,0.5317517034474407,0.609160465127031,-0.021394599927799237,-0.20071922971782927,0.3548772110775318,-0.17647587276293816,-0.27885678566023203,0.5626465378251668,-0.01581864812308374,0.6887473389957823,0.3514829557511456,0.08577374437408145,-0.09848439511174799,0.42488946209175776,0.7250545055211332,-0.25776655893669037,0.3036792652870479,-0.26081701113865957,0.1766488666925398,0.4349833700924977,0.295975761651153,0.37763078105249237,0.8116509214502544,0.22995269323401699,-0.1658982874978572,0.6247193206477575,0.47988181460555035,-0.1796636708948988,0.24232980211831767,0.32285527837838107,0.6305656166454954,0.5493488639849946,0.27377950182980265,0.2712240788442913,0.5859442535291801,0.6016570294478564,0.29335067709167423,-0.3241800549746763,0.41664540141231554,0.14662176456698703,-0.22068570605220508,-0.22590132215264538,0.5113470922010392,-0.21682361271294395,0.3661870742623312,0.5639075309720802,0.4264164698575919,0.1235690978952954,0.3277195085561224,0.13651892132304996,0.5043599717811945,0.29728075612325305,0.018631206593714852,-0.059913786533961955,-0.17142298687357124,0.3688155728972245
OFCpost_R,0.20400759703770643,-0.01147686281297371,0.06389221516934113,0.10759287571205822,0.6487620113421934,0.3363919260643842,1.0,-0.020587697118037877,0.18106854375625794,0.28222031010049475,-0.05881265624552384,-0.012127768466218351,0.16225588916929792,0.36843133139979195,-0.07016078232895943,-0.04340566427219714,-0.23364741864761626,-0.12779316587034598,0.3229088038147893,0.6837040666487306,-0.011112004319837958,0.6550357038994327,0.3280372228543989,-0.1668257580028583,0.2739829117763105,0.3640966776829137,0.16356566067597456,0.46681257719173663,0.4365879276833341,0.015662662954879277,0.2548909238551843,0.5341197273139675,0.6760804850076698,-0.04681568303638283,0.12434026608880934,0.041503074893433835,0.22986677971932795,0.1176520448521965,0.0583945324898171,0.2214480816566823,0.48729002804618593,-0.11818373637664048,0.14732985451338318,0.47602666340461836,-0.07895948575107965,-0.3217491626683394,-0.052987422084482,0.7425968273153855,0.6306780864193138,0.30212823649761794,0.04505892192006574,0.07164923610538736,0.38350913678773485,0.1363037291279818,0.2676720375848231,0.2632070471528329,0.3627803207909787,-0.19540926684946594,0.7040673641454509,0.3965971057790293,0.05784849641521701,0.44857540343609154,0.10106316546592789,-0.04689949559853315,0.0710409703766622,0.40127836121477833,0.1088705881351152,0.4323058498980024,0.32732979527041517,0.22531666179324625,-0.07615495010243396,0.0697890183910146,0.19218525464385586,0.3593926824570737,0.20210200903109243,0.22940537764276603,0.22493557873118109,-0.005484417486123232,-0.07180343279815646,0.6399957602078696,0.15274059328857265,0.10565440849713476,0.535607610011046,0.21733255723736408,0.22756022149406885,0.04495118191835397,0.6899715969019277,0.043336512176866106,0.14746401245654933,0.2952797159259313,0.23403783840789572,0.03795943429380234,0.18196406295074735,-0.2650807844760888,-0.031474170695967967,0.48267842768914543,0.2886086201340115,0.032458709912084396,-0.011831629333673729,0.3535713202270275,0.6604312946287161,0.7107469850178931,0.2182300397343657,-0.12627512546414912,0.40844318973228866,0.5814072226495657,0.47348608822804883,-0.033092079299292296,0.011164448267471738,0.05049357004575666
Thal_PuI_R,0.5240717095680583,0.26524257536545565,0.22607070368903565,0.3462080415538755,-0.08479424167562946,0.3698892425922241,-0.020587697118037877,1.0,0.5313968083930213,0.32374197074058564,0.39345464316273143,0.3671264532336626,0.20310126735737405,0.28136821214877,0.13471633735788388,0.18518614928034685,0.353238933357757,0.5708092877798702,0.5107897424490222,-0.027510018077162614,0.048219543994197964,0.03888282225849473,0.2007807219611796,0.27495743823322694,0.4929076889914403,0.17797877270999285,0.1106902314805843,0.2261059615787553,0.16618499274907977,0.09312187346278868,0.14301652054407246,0.1810237249644609,0.02353048441494304,0.5860882772680303,-0.07793195046869994,0.06723443546593037,0.5150913526841361,0.06011169204725744,-0.05779218316157538,0.24829793489462934,0.18032998972283792,0.1916071735111831,0.4569535901210772,-0.06860549270647141,0.3696476418774795,0.4991880635973959,0.5573592008184867,-0.1518801993608634,0.004590948016742297,0.3025606773718284,-0.12457231771991667,0.3112670480236707,-0.18247434613215072,0.23811850671914583,0.4442894927653565,0.0760992670039155,-0.17020983388836516,0.05210056028715079,0.04381812365738444,0.04813830726411525,-0.05042784473873003,0.07063799666350991,0.10064221877376966,0.5076558490943526,0.07001859586673256,0.2903509491785618,-0.08693977699737651,0.06436348424616739,0.41878054437576007,-0.06996509746447488,0.6236854616985588,-0.025430998710944924,0.18717786354354482,0.5589726595983299,0.4185580436848258,0.5717810925783126,0.4045952351727742,0.35553233367612747,0.02283821278899001,0.0728161424923473,0.15018258758117353,0.00031732323728080286,-0.0016967508395042904,0.08189284635697774,0.4924605145750464,0.23292452323473017,-0.0027779048117081723,0.24927460974793847,0.13105895524183211,0.435185259343284,0.18126374477907184,0.029163006834283908,0.45615645121353926,0.452196101916444,0.1660935220207912,-0.17552792572723203,0.34012145972352575,0.04367971714019336,0.3606271497111454,0.48305126849364644,0.2911583391219141,-0.044594574035010257,0.21890819758766486,0.3039755127323111,0.10323715103228683,-0.1254513573943909,-0.07343323244741262,0.010047557305256973,0.15467591511958187,0.20454599078057734
Heschl_R,0.5193489786779657,0.3027928404259904,0.3330306242759158,0.5225238556090606,-0.013071315855495489,0.6507785106273438,0.18106854375625794,0.5313968083930213,1.0,0.5274617397746383,0.5523357760247066,0.15674089975477531,0.29049840279230416,0.6066972989581407,0.23685768119990205,0.21827638663117935,0.31566931634002404,0.480435825175965,0.7015709673117229,0.2967031084892475,0.016462955765752726,0.1586212354805144,0.412059099818744,0.333321480781193,0.6949900080798931,0.19447830278297906,0.23880914527479194,0.5035801032218931,0.4496105226954321,-0.007567734967896315,0.20438504343356498,0.5353575235560214,0.2272989959470114,0.6602715582917315,-0.005533554990068539,0.011652521631562157,0.45761152425185675,0.17181263764784785,-0.15276292195248117,0.4904185890561316,0.4428451009473194,0.34816549960248566,0.6332793143964538,0.1786053685303029,0.24586325297259767,0.3646789878949499,0.40010785612223343,0.02546986502555414,0.07232610531251438,0.6994826788570688,-0.20102864314409027,0.49923316871712686,0.09274861281154442,0.3458866756654497,0.5420635616996715,0.38817793452833227,0.027131585075809428,-0.11587250727943502,0.23455100548098537,-0.042318511601565745,-0.15703916658720118,0.2986394639235107,-0.03353590412861197,0.6935550624081194,0.20823091733437804,0.2954492749191833,0.01589277809494958,0.31200211172592335,0.6684050179642081,-0.14404738296098468,0.498162506890534,-0.10103398622411203,0.17891148326944878,0.5469567273251338,0.5029438538914182,0.5449471913751681,0.565331516414786,0.23326529639657734,0.03764031863108423,0.43408727095711086,0.211836789659221,-0.07340727348935971,0.14261260851205199,0.20122787853712412,0.5634736859370858,0.44606401205838175,0.13767071258512867,0.25792558310652847,0.3656941464669855,0.5471714398972435,0.11707616659121431,-0.0961744618605267,0.49846198089607674,0.3047255008030138,-0.14573859187684135,-0.22358701192770997,0.5681036306756063,-0.08546864924077159,0.36287878846680743,0.6816937928525957,0.39571705016342207,0.19224840480279987,0.4069238487159955,0.20433845241518922,0.3820912282177055,0.1766380439617351,0.031433923165106466,0.07983515227216184,0.061147192608691864,0.41823622061692145
Frontal_Inf_Tri_R,0.3492117679324539,0.16057289532181945,0.07907048735775898,0.4261101563066591,0.22846973780459556,0.3845165495721611,0.28222031010049475,0.32374197074058564,0.5274617397746383,1.0,0.43149705935471777,0.24950283920313027,0.18726917908337548,0.5117810080789247,0.16706056360283902,-0.034970716069162994,0.2116571085471552,0.43640833380826677,0.6831421523569338,0.4494933940492897,0.12337161637332707,0.6119698611973011,0.1876359342545555,0.25870959002548344,0.7313725466486377,0.08568481607781113,0.42888678915270867,0.38141474981638407,0.5367374201684287,-0.1320265481660965,0.47821709724333844,0.49629433707048765,0.21561489665871564,0.3208713297726803,0.07174701263825982,0.16521870168792357,0.4815441422572726,-0.046732974298559486,0.07658330525461388,0.5590593392480931,0.2685326687909774,0.09647172045286591,0.5909729103413943,0.33603965856015083,0.038292468897589284,0.07775083984342462,0.2964149066557709,0.13881093270806655,0.2504181580287955,0.43220532115230526,0.17411383327557753,0.3599908738474819,0.27506358326726765,0.18976961814832813,0.5715164185213342,0.4405847753238086,0.28711031429963785,0.04444558201973149,0.3716865753098541,0.44858795080316377,0.21928458470203616,0.16291079223715552,0.24306191829966828,0.46070692614253383,0.2437067031796383,0.4821098617874299,0.09575369233979661,0.4547669220573286,0.5705162251148644,0.29122329602336283,0.32412462888062116,0.18781051807867308,0.4328288594065844,0.558917118673233,0.8243768939655176,0.4582233234735105,0.2837028386881822,0.4688938938682667,0.13285914365205834,0.5035605317864716,0.23004403509680157,0.26837532517846446,0.04158720469761471,0.03892094512384159,0.5497465419407095,0.4331141322965767,0.5201213184352147,-0.02959031255973455,0.21198984706762966,0.5280415356653858,0.28819870701311434,0.1752806059301332,0.6342366744906899,0.19868599444043275,0.2334166697217323,0.285363082897852,0.5608311523808883,0.16810344561487534,0.202551577273342,0.7394399120358109,0.6375950565096608,0.393160244770556,0.6661273051718128,0.07707531711047183,0.3345260863013057,0.438576976153824,0.3911849776642732,0.21531344323139484,0.28402593261538656,0.43189947661275147
