,ACC_sub_R,ParaHippocampal_L,Thal_PuA_L,Frontal_Inf_Oper_L,Thal_MDm_R,Precuneus_L,Olfactory_R,Frontal_Inf_Orb_2_R,Cuneus_R,Putamen_R,Temporal_Mid_R,ACC_sup_L,Calcarine_L,Heschl_R,Thal_PuA_R,Red_N_L,Precentral_L,Vermis_3,Raphe_D,SN_pr_L,Thal_MGN_L,Supp_Motor_Area_R,SupraMarginal_R,Cerebellum_8_R,Thal_VA_R,Thal_LP_L,Raphe_M,Thal_PuM_R,Occipital_Inf_R,Rectus_R,Pallidum_L,Cerebellum_8_L,Frontal_Med_Orb_R,OFCpost_L,Postcentral_L,Cingulate_Mid_L,Vermis_8,Cerebellum_9_R,Red_N_R,Cingulate_Mid_R,Postcentral_R,Frontal_Sup_Medial_R,Thal_MDl_L,Frontal_Sup_2_R,Cerebellum_Crus1_R,Caudate_L,Precuneus_R,Temporal_Pole_Sup_R,Fusiform_L,Rolandic_Oper_R,Pallidum_R,Thal_LP_R,Parietal_Sup_L,Rectus_L,Cuneus_L
ACC_sub_R,1.0,0.6022252532740994,0.24393208621932863,0.1199885659518507,-0.49701762653171117,-0.3942473148840157,0.6673519067105191,0.5927186461906733,-0.47682930564214576,0.04664467507727693,-0.2860274110056055,-0.3117897497775506,-0.3847239107158358,0.02546986502555414,0.0250721642112446,-0.0695550988091654,-0.34607132222569276,-0.42753244535869617,0.02327009437409607,-0.051421648653100546,0.5302276665945953,-0.3414737396123741,-0.5156079210793831,-0.32178790523418804,0.17790536140940907,-0.47502524473193336,0.33989783877499713,0.1613470100204929,-0.3360367219283787,0.09627352693791805,0.42189895905951297,-0.09028252750068935,0.48226856580904087,0.8006885562144737,-0.3398417880142041,0.2331183336703714,-0.23915213785879424,-0.2750697493542687,-0.02392609403645671,-0.027996050350473624,-0.1947624162053714,0.2832420074886136,0.596933415126381,0.17240632702317205,-0.32288892422328896,0.4451166738965573,-0.277192489520736,0.016162794367681026,0.3105401709301466,-0.18145934149230375,0.39353665574698354,-0.1845908256672245,-0.41669357821824593,0.36419764111724584,-0.4991039422799964
ParaHippocampal_L,0.6022252532740994,1.0,0.29688175148720064,0.5592783607117456,-0.3310621161354153,0.1426320028348345,0.5474854409392326,0.2502699247104118,-0.6645134645072536,0.42426754963357516,-0.5645867271520292,0.1579089262954482,-0.16216017121440895,0.4428451009473194,0.5635677350597795,0.3812441445625191,0.1504653271134185,-0.2422730570025522,0.1887685337737815,0.1820916316380698,0.3402291379524439,0.24787450419894316,-0.25868898030485754,-0.5897831956657194,0.32513391761620386,-0.018733985318879418,0.4642773230509005,0.5709036862427955,-0.6107169428219938,-0.08798315556071093,0.32678475485064684,-0.13936427023665082,-0.10555442692779063,0.6065088254965656,0.17758740272180115,0.6266960424937088,-0.46218042324953956,-0.4517536495602496,0.26232122958614496,0.40695314544351563,0.2873563771168566,0.36403965818031125,0.4596084676392334,0.6021656959830735,-0.6652460192408799,0.6334331112887225,0.24088641967599297,-0.3400350503266361,0.8747138299804292,-0.1444314417900793,0.3730891803185373,0.0178004936419404,-0.5575290222963142,0.1164458523745039,-0.36947345256625364
Thal_PuA_L,0.24393208621932863,0.29688175148720064,1.0,0.2166615475647931,0.06448463526144953,-0.04377329359888367,0.48332698265426616,0.41055358918247636,-0.15665971742239754,0.4729473823615692,0.044522539263051844,0.45877408763994254,-0.21286678680607493,0.20438504343356498,0.20293619424321283,0.040965527637478724,-0.07471570312197126,-0.057908059087486995,0.3922199415463161,0.13857504850584268,0.5436581652901872,0.2578933686209562,0.18521152229604007,0.008602324123558554,0.5242228664375197,0.19081605374744628,0.32042073911087904,0.27706422556570104,-0.10405245216341617,0.2461452931445374,0.6171010636129772,-0.03790945938542213,0.035692544618265716,0.45904764191230135,-0.1257615573837429,0.48681050265836623,-0.03740213007070338,0.07916182059652352,0.36532078231682447,0.41197000482494284,0.224518045729469,0.4870712955855654,0.5866156305809694,0.4418182679595515,-0.01008907259418226,0.6265179762871937,0.06162822871837337,0.07387332584589476,0.1960768896914074,0.38125345520642573,0.4222975810090142,0.2992222246104776,-0.03746450795780479,0.3393926812513373,-0.13547564143337984
Frontal_Inf_Oper_L,0.1199885659518507,0.5592783607117456,0.2166615475647931,1.0,0.09424360210392821,0.3073361340495374,0.3535804975536694,0.10794324128789783,-0.24026355831542656,0.5246933776638693,-0.1818052615533264,0.2645653420764255,0.12491935595948235,0.4728309665306002,0.601820319637984,0.43903674391770015,0.5540867154052498,0.15882683847334836,0.5104645844077746,0.3604371658383674,0.1844431891744951,0.5431755106890215,-0.12689557485580333,-0.07004823714182315,0.20731434008929076,0.18880345839723717,0.2244338393026803,0.6125517432555138,-0.19538880208814502,-0.0649055596151731,0.2008393005329681,0.24495057419941882,-0.29000496319575503,0.0903743508594611,0.4808465724710365,0.7736865808411625,0.009056292895558192,0.08160720539551909,0.5561495380649305,0.6273651522704422,0.1249491593141872,0.15703551429945917,0.28115015707611807,0.5266553434970811,-0.19839425202772173,0.4609026361450121,0.3612754390997354,-0.113382229709973,0.5524056039445479,0.10060476265833312,0.44323888504189923,0.35566341616870656,-0.26344546518532885,-0.032252654553535126,0.10111976344453927
Thal_MDm_R,-0.49701762653171117,-0.3310621161354153,0.06448463526144953,0.09424360210392821,1.0,0.3739185440907531,-0.3046076219692915,-0.13577569243508839,0.538488913481285,0.10495764145883749,0.5074065743818486,0.05813934371785113,0.48782345889345646,0.009044484366440142,0.15507807132129262,0.13390329132874823,0.17657520542661365,0.543192035123215,0.5328780191328858,0.056849611402942306,-0.1106133502179418,0.20716102548253532,0.5497511142495469,0.5947035043227583,0.10150263978697681,0.293046807816106,-0.2142720761103728,-0.025728396017243256,0.3576230324987769,0.21783799956962108,-0.06753664131750552,0.41851588413188034,-0.02230961570080282,-0.35638483454224584,0.24702902464186904,0.05328875865663415,0.5517518219369438,0.6633710898629945,0.4425843443029838,0.2880302312233117,0.04296908504464482,0.1723249472311471,0.012863663404327534,0.15241483548480184,0.5296658573901906,0.09050266436510153,0.3554429860824214,0.38665482384795763,-0.1983787946237328,0.3876295041168167,0.053003635092510305,0.49331619985138825,0.3654321353422043,-0.006891581193274953,0.6016973661812274
Precuneus_L,-0.3942473148840157,0.1426320028348345,-0.04377329359888367,0.3073361340495374,0.3739185440907531,1.0,-0.15153842991552444,-0.12577037292966622,0.2117234462113716,0.32053507890525285,0.12768738711253727,0.4680722751106026,0.7515500080630776,0.498162506890534,0.4126606342478108,0.33920672073170516,0.738856320541279,0.6550573964542454,0.21920945503338188,0.22917877518598156,-0.4796343203102544,0.6521143893593746,0.5513623315274404,0.03800465696565721,0.10342592925785232,0.6241703017249919,-0.04450097868839713,0.3036792652870479,0.018067957683115435,-0.01896656481816813,-0.201082125959487,-0.09833239325169335,-0.2883358447389298,-0.18306736369869034,0.7895864642396355,0.2884481542165222,0.0007399017665827265,0.07831860040759152,0.251888119374957,0.5269051481591724,0.6332113861452282,0.3030522127240826,-0.3590358239824935,0.60886318438339,-0.07463448944524306,0.11289985181149427,0.9147753259695129,0.07617846492485579,0.4311253630087714,0.18969017637365188,-0.026431801009652894,0.14629957324627807,0.2626659465708282,-0.05500411895451008,0.5518230414980917
Olfactory_R,0.6673519067105191,0.5474854409392326,0.48332698265426616,0.3535804975536694,-0.3046076219692915,-0.15153842991552444,1.0,0.6788832576406626,-0.28360719341628093,0.4443437997115209,-0.14442788572120235,0.21721148691286804,-0.29909483695888195,0.26256550161905806,0.3153881312748259,0.12014960159173622,0.035569110304441105,-0.23076672598571227,0.19432433628070694,0.34783408202100535,0.5177728931742974,0.17682364072312656,-0.23976119583319466,-0.1844207416355079,0.489850978090586,-0.0420739840898005,0.28422061600456405,0.4982834641834111,-0.1302675304640684,0.3833030243092077,0.5594999733087226,-0.1697065645587303,0.17387489571404688,0.8194761346125853,-0.05670215238277497,0.518434868950828,-0.2730353759243203,-0.12380973746021273,0.15628331522297667,0.36507250841104666,0.08063361219304799,0.33495585083434753,0.5814198365284058,0.39578584300648884,-0.20800522955725226,0.5877027438491442,0.05286387003587084,0.09464318372295287,0.36683501042030664,0.23407812085939556,0.5883710319129801,0.10892638459631054,-0.15850050215669714,0.5276634170332335,-0.39121495546754587
Frontal_Inf_Orb_2_R,0.5927186461906733,0.2502699247104118,0.41055358918247636,0.10794324128789783,-0.13577569243508839,-0.12577037292966622,0.6788832576406626,1.0,-0.010530358496992274,0.19205349938598573,0.31789049957194987,-0.012506027009952288,-0.07234744300063192,0.1586212354805144,-0.04484172458987461,-0.14276877327143642,-0.07652591459963441,0.01851560556703519,0.23297627359151915,0.10742781635869204,0.41738049496893903,-0.026317207782296004,-0.011150681342453738,0.22826369720320086,0.39184526195854885,-0.145755733020473,0.1768095299767758,0.19338402618236056,0.11682682331470046,0.4216828804234952,0.4790195396321249,-0.043924851965834975,0.5179099266587803,0.6090425559632925,-0.1315894237845226,0.324138284360746,-0.009370557593938853,0.23191696900455372,0.09231041320394563,0.3319238364945541,-0.056527878156764064,0.5800905012554359,0.5585925509824248,0.3218533251700115,0.19066346600277492,0.42696084904402926,-0.0028289774482085565,0.5403928191082185,0.12799635974920925,0.4369856219163146,0.52908684304423,0.0007469132127729503,0.0800137794606775,0.5478686858052902,-0.1504527554120716
Cuneus_R,-0.47682930564214576,-0.6645134645072536,-0.15665971742239754,-0.24026355831542656,0.538488913481285,0.2117234462113716,-0.28360719341628093,-0.010530358496992274,1.0,-0.020773453859711997,0.855273116573935,0.014901701094424308,0.45490112890267415,0.016462955765752726,-0.15693348153020675,-0.26006744907954976,0.15452869667319294,0.5900167032899971,0.1136628632295072,-0.10089190099876742,-0.28614282727816703,0.09561985778483048,0.5986309427526534,0.7936819778526136,0.055458012778435636,0.08153025657302021,-0.16549512917009968,-0.19534794557995783,0.88958227858951,0.4993440060534231,-0.11884777776652518,0.17045928228105675,0.3745350623954302,-0.39344737143222763,0.09319174684409844,-0.2531149244329796,0.649792031519598,0.7118447370774387,0.05162680146366327,0.13625177994141308,-0.0008044707991547101,0.0054772375023232804,-0.1712435095995721,-0.08710655357059317,0.8431078327894929,-0.34893670009507294,0.24766340109243568,0.6653789837973813,-0.5380209092754702,0.532753624627721,0.11095871951473131,0.3095402766116816,0.7931240769228612,0.3658787941816068,0.7460856588044534
Putamen_R,0.04664467507727693,0.42426754963357516,0.4729473823615692,0.5246933776638693,0.10495764145883749,0.32053507890525285,0.4443437997115209,0.19205349938598573,-0.020773453859711997,1.0,-0.04282813046954753,0.6588798105931815,-0.054595357070349376,0.6994826788570688,0.654383985155015,0.30596913613363275,0.3868380664122645,0.20350974533134283,0.23062928226177704,0.2384731560893725,0.30534818616681264,0.7404158626605929,0.29687542443375575,-0.11129422866227645,0.7961909826379556,0.45109706155267376,0.46239980583648455,0.7650866550587228,0.07876700809865372,0.4026089613408783,0.5730250275074165,-0.12248097959455789,-0.2691570943262521,0.32253310697524695,0.28815371356636443,0.6945135395867906,-0.14350516246156056,-0.00948321408154129,0.39859710007483073,0.6845281820959356,0.5329949853920835,0.19781844409157384,0.3407921970642632,0.6491462712186042,-0.15603619281426687,0.6554418329318689,0.4882588895251191,-0.09044395737159866,0.42537717656119833,0.520738824437819,0.6491239459272803,0.4039251940342949,0.06796743688202461,0.44878939715587496,0.017952170136768725
