,Hippocampus_L,Vermis_7,Thal_PuA_L,Cerebellum_Crus2_L,Cingulate_Post_L,SupraMarginal_R,SupraMarginal_L,Frontal_Inf_Tri_L,ParaHippocampal_R,Supp_Motor_Area_R,Postcentral_L,Fusiform_R,Heschl_R,OFCant_R,Vermis_10,Angular_R,Cerebellum_3_R,Temporal_Sup_R,Vermis_6,Cerebellum_9_R,Vermis_8,Pallidum_L,Temporal_Pole_Sup_R,Temporal_Pole_Mid_R,SN_pc_L,Hippocampus_R,Thal_IL_R,Occipital_Mid_R,Cerebellum_4_5_R,Thal_VA_L,Parietal_Inf_L,Vermis_3,OFCmed_L,Cerebellum_6_R,Insula_L,Vermis_9,Thal_PuM_L,Vermis_4_5,Thal_MDl_R,Parietal_Sup_R,Cuneus_R,Thal_MDm_R,Temporal_Sup_L,Thal_PuA_R,Cerebellum_7b_R,Supp_Motor_Area_L,OFClat_L,Postcentral_R,Parietal_Inf_R,Red_N_R,Calcarine_L,Rectus_R,Cingulate_Post_R,Raphe_D,Lingual_R,Temporal_Inf_R,VTA_R,Frontal_Sup_Medial_R,Frontal_Inf_Tri_R,Thal_VPL_L,Cingulate_Mid_L,Cerebellum_Crus2_R,OFCpost_R,Raphe_M,Thal_IL_L,Cerebellum_4_5_L,Frontal_Inf_Oper_R,Cingulate_Mid_R,OFClat_R,Paracentral_Lobule_R,Precuneus_R,LC_L,Thal_VPL_R,Occipital_Inf_R,Thal_AV_R,Frontal_Sup_Medial_L,Olfactory_L,Thal_VL_L,Thal_PuI_R,Insula_R,Thal_LP_R,Paracentral_Lobule_L,Fusiform_L,Putamen_R,ACC_sup_R,Cerebellum_3_L,Thal_MGN_R,Thal_VA_R,Caudate_L,ACC_sub_L,Frontal_Inf_Orb_2_L,Frontal_Sup_2_R,Calcarine_R,Lingual_L,Frontal_Inf_Orb_2_R,Precuneus_L,Frontal_Mid_2_R,Rectus_L,Occipital_Inf_L,Precentral_L,ACC_pre_L,OFCant_L,Pallidum_R,Amygdala_L,Rolandic_Oper_R,Heschl_L,Temporal_Mid_R,Occipital_Sup_L,Thal_LP_L,Parietal_Sup_L,Temporal_Pole_Mid_L,Frontal_Inf_Oper_L,N_Acc_R,OFCmed_R,Thal_MDl_L,OFCpost_L,Vermis_1_2,Cerebellum_7b_L,Thal_PuL_R,Thal_MDm_L
Hippocampus_L,1.0,-0.4088168379505681,0.45164253914299607,-0.42664719260902584,0.5042662759152693,-0.20789232890594342,0.22561403902844207,0.8117035607354272,0.6449839171045503,0.29130770491849795,0.16773054216880448,0.02027141949504194,0.5035801032218931,0.4608664339374551,0.3489400036129573,-0.3872152669028924,-0.07725838631708058,-0.22988266130575516,-0.3240455473202955,-0.26098504883577966,-0.25125797244292775,0.4560137513143726,-0.22662245657993638,-0.21088946911081827,0.36104752302449933,0.40282852955625503,0.33923465650178514,-0.5192530921181377,0.16583322714985976,0.5419806320689291,0.020362678536760808,-0.16285069710788444,0.16847234501566516,-0.2127821297543022,0.70271594112233,-0.2309275404679041,-0.3168419416374963,0.37078215769283107,-0.2306965887149175,-0.4036161953972801,-0.5640924634451493,-0.1836274985463881,0.6327620743858712,0.5883566606820853,-0.4368228891342624,0.13665801168999275,0.5812334665693987,0.23799225150638642,0.07645947647050272,0.42622174372445665,-0.1557824414483925,-0.036204919230323096,0.39457342503289916,0.32330176078272627,-0.13865588158891806,-0.38330953882161867,0.24150761298732532,0.3907332054089464,0.38141474981638407,0.5596924000289083,0.7328950975442848,-0.45272092488335836,0.46681257719173663,0.5753662194558617,-0.2779433488122101,0.39160289317219066,0.1428235518155396,0.4870247773454254,0.23435220342788363,0.24392151821778468,0.22728756014394733,0.05170559075341251,0.2083750309945127,-0.5099990635677918,0.3490758705540301,0.6004551371997314,0.6293318302391412,0.8049596975577789,0.2261059615787553,0.45925832398692157,0.1484581243407468,0.1745259758122922,0.7601212545107844,0.503402281733118,0.6095000010140824,0.2770468094377863,0.38872550091343566,0.40720614307820036,0.7449488122171973,0.5961545202749987,0.6574198509555945,0.599340061051949,-0.29461610359586554,-0.04136295018426116,0.29978046921364654,0.11023628830491863,0.473373293493037,0.1940651920194259,0.32201805056963273,0.1576589744700804,0.40768079682179786,0.42478530601772346,0.48269778902009475,0.5427368340087605,-0.008308998246951242,0.6392246643675622,-0.4241187499630577,-0.4801761417510344,0.02641441816938957,-0.5317815065262442,0.33725855556308343,0.6076758529092133,-0.2746283662146333,0.10207687065800178,0.5919287486383569,0.5930818699178503,0.1409035609940031,0.37446924419319505,0.5146114683748477,0.3641923993212876
Vermis_7,-0.4088168379505681,1.0,0.0016602257304134502,0.5733587816117612,0.25294945665321683,0.3431066083075227,-0.1976644384055281,-0.3837713938737155,-0.0669830805772242,-0.04847070550752127,-0.19923152548395456,0.6978470253068404,-0.15276292195248117,-0.10337355441861923,0.12991804306573126,0.5575153584975947,0.34773459958320996,0.638101225056484,0.6388193577044347,0.8627121042289951,0.7978206486507952,0.035356119737538196,0.6257244159656195,0.6154628259848615,0.12720057479950908,0.3589748889582751,-0.3472955949755342,0.7119150169475845,0.30255932894554555,-0.2775387590398376,-0.09516423606390455,0.5124580744476879,0.25837439831326303,0.8155783331045514,-0.2816354794399863,0.8013822551663055,0.4647698607332188,0.33319920098425987,0.5458275242343708,0.2802547822490799,0.7002055587231485,0.4935363199864152,-0.41680407309080836,-0.29856485797069315,0.8621200149439301,0.052006441334779864,-0.4556701778922404,-0.23154813461756554,-0.42483531621286114,0.16133098049481903,0.29068907518446324,0.3226371440620104,0.26186941273047243,0.29254035661827643,0.5535973004290102,0.83388773442497,0.3759488749722846,-0.03390378654569627,0.07658330525461388,-0.5886085126345886,-0.08300938294974236,0.762070422282634,0.0583945324898171,-0.18651276811488557,0.5957741517354084,0.20288368337039117,0.295616238853085,0.11146401588071152,0.07150793483130473,-0.3245204266569815,-0.07383510341442627,0.41267414003672626,-0.08633870144027546,0.7055267395185701,-0.02469702554860459,-0.1778369648226966,-0.27869027314648953,-0.5111828655048702,-0.05779218316157538,0.24586022942719415,0.25856652778305683,-0.2578677532241534,-0.6198942225184072,-0.0763519625504823,-0.20965425158890727,0.1770588643819256,-0.19604096136993818,-0.02312569382065984,-0.241329026470157,-0.3504200512554164,-0.46947787888349624,-0.13509879172219943,0.6570287592961146,0.7717260302897534,0.16907573648515464,-0.09893769505484785,-0.006963829139625061,0.24042560397848856,-0.5389614910827268,-0.09198867217229897,-0.09102979214027507,-0.2744575839689684,0.19198628721201424,0.01617833626204926,0.461712355486252,-0.26949553200230475,0.8038408759125452,0.487694575462491,-0.15670420206520516,0.47410528599464874,-0.02529797328028488,-0.0030070869887275026,0.27589757038628004,0.42594777269233447,0.1032592917973158,-0.3436280559970534,0.14798410191434783,-0.3513919255128216,-0.42272070091220265,0.32488337512461835
Thal_PuA_L,0.45164253914299607,0.0016602257304134502,1.0,0.044112103285595804,0.5288153814667959,0.18521152229604007,-0.18221818645705282,0.364685091506346,0.4807120482247702,0.2578933686209562,-0.1257615573837429,0.18097125803262765,0.20438504343356498,0.26869807376506677,0.44063023115166017,-0.06800876630531819,0.2214825950395528,0.20660749296991518,-0.11367273771090072,0.07916182059652352,-0.03740213007070338,0.6171010636129772,0.07387332584589476,0.023180572040438815,0.04970822951086265,0.4442068211288783,0.07935798338009181,-0.11700484005723598,0.13260341401081327,0.3697722827311788,-0.1584548753517848,-0.057908059087486995,0.2847889551100369,0.0027762182178977775,0.5692743567605578,0.08364354782441386,0.11201811728286293,0.2018210736169571,0.02013119645356847,-0.04678369782353585,-0.15665971742239754,0.06448463526144953,0.09188741543433365,0.20293619424321283,0.03853904508876483,0.23059381246698912,0.47031652148972103,0.224518045729469,0.013640210902436428,0.36532078231682447,-0.21286678680607493,0.2461452931445374,0.24808982728734383,0.3922199415463161,-0.06147799378260982,0.026490673408243848,0.21359448060731004,0.4870712955855654,0.47821709724333844,0.411438782781438,0.48681050265836623,0.021038124349263523,0.2548909238551843,0.32042073911087904,0.3105568479399639,0.23459550855879283,0.282942536187846,0.41197000482494284,0.2852117964471417,0.03121817859567185,0.06162822871837337,0.5040536248924538,0.2080882088022465,-0.10405245216341617,0.331185061946219,0.24640320004864746,0.5505705941605474,0.46330510472812786,0.14301652054407246,0.40587375266324766,0.2992222246104776,0.019537134108739886,0.1960768896914074,0.4729473823615692,0.5390412949447797,0.10595892926009814,0.09771513108723422,0.5242228664375197,0.6265179762871937,0.37627317049043635,0.3198472806141285,0.4418182679595515,-0.0641249803698527,0.01960659440632947,0.41055358918247636,-0.04377329359888367,0.4297966686721346,0.3393926812513373,0.1084826353889848,-0.07471570312197126,0.3012773281282884,0.312420636562793,0.4222975810090142,0.27223638772179676,0.38125345520642573,0.35507498484950367,0.044522539263051844,-0.11964192093646481,0.19081605374744628,-0.03746450795780479,0.02660466663702174,0.2166615475647931,0.013527816999839225,0.1754424490098431,0.5866156305809694,0.45904764191230135,0.47580009072036944,0.18827875990378598,0.39988338968641207,0.4873474278872905
Cerebellum_Crus2_L,-0.42664719260902584,0.5733587816117612,0.044112103285595804,1.0,-0.019109385905204397,0.3477338397212518,0.035410963869091795,-0.30273404699280365,-0.293696622406647,-0.122241138983787,-0.049241426949131535,0.3222583722356281,-0.21883040655018288,-0.2879459042762132,0.010850275191476471,0.5003731392205131,0.3857718981980513,0.37854594680494325,0.5288047813943048,0.599268766350795,0.5249292287599759,-0.148499401804899,0.42670500401312106,0.3730112041635855,0.07425090628578479,-0.04614047619286577,-0.2086860600944486,0.32900162383626197,0.08860343975759749,-0.14563114473341726,0.13603390386568928,0.41340731557836946,0.04831119453788485,0.5591632069334368,-0.21432356837156516,0.6230147808447707,0.582811057897932,-0.026500911966768494,0.5710863272246978,0.2140370017712246,0.46717150517186884,0.432481113197593,-0.22643792084195888,-0.34287343575918516,0.5760890355204986,-0.01751974359847799,-0.3669921753900185,-0.08729803723362203,0.006557764002665163,0.099031330798124,0.4544824929030695,-0.03821960374601049,-0.0441987997893536,0.24522054514339436,0.43886365171118413,0.4796154252810902,0.06882942843092575,0.05292729193435045,0.028713494995489912,-0.30439672169265386,-0.2522573329566485,0.6020136600628022,-0.17827499647802328,-0.3944279572902995,0.5166316400907607,0.0305105560700331,0.13999004600868148,-0.05666338915419802,-0.19655887570978106,-0.1756116699940386,-0.012277012046881556,0.29228311596430284,0.0874242741478346,0.3099627813990824,-0.1488550577047727,-0.15571855289348221,-0.217988013123973,-0.507417147512807,-0.011154884641912364,0.07153826485184761,0.09284543901758142,-0.07964788318082147,-0.43973675869977846,-0.2283609647684358,-0.30537832732078296,0.11746216805063846,-0.35644610454492975,-0.22034469686802827,-0.18566885432348595,-0.3576086544132894,-0.48723155906072524,-0.1173801319919863,0.5392207656554969,0.49667719309588176,0.011474053350416971,0.11868395595868678,-0.0457633013279446,-0.06475914459210509,-0.04574786757967345,-0.08295761514618498,-0.07228633318294382,-0.18429456937488561,-0.2515991628647117,0.06481589271176855,0.1848133897994622,-0.28938984956714614,0.5197886330342454,0.3563039674249175,0.10717248534170902,0.3570673019774342,0.1947142740583628,-0.2177050090577378,0.33268547623669675,0.09797519146721217,-0.17650428160725526,-0.30204759183515356,0.2111733050669813,-0.1881316435266759,-0.38481162355082577,0.16166949659195085
Cingulate_Post_L,0.5042662759152693,0.25294945665321683,0.5288153814667959,-0.019109385905204397,1.0,0.20681046938695488,0.11803896670301585,0.39691854531961357,0.6444437115782095,0.4423711645896497,0.15995407426175556,0.45382662780942185,0.4904185890561316,0.27062826253485306,0.5724929403140897,0.14544929946699542,0.4054904762107241,0.37158991988669654,0.14629168754312025,0.3876982402638476,0.26215136679017137,0.4442060979817326,0.20746025020693848,0.1483203567633794,0.3594750216986107,0.6236490801692602,0.18188109346798248,0.11833244752186062,0.46691819492436154,0.4618253261246308,0.053108800572426694,0.30855892688709663,0.14472059318104832,0.37931750818792564,0.6387295100333563,0.3551558917759127,0.09796039685803387,0.6674764222488777,0.2046272177423115,-0.03136330515096631,0.05521248734793457,0.3298335475836667,0.3426055506600264,0.46184812322428104,0.2027731165857361,0.38428155040661643,0.18240601314053775,0.14521481140445985,-0.2082736923745854,0.6634926221156207,0.10825978609963235,0.21091040686840798,0.7676792944243256,0.5842006958115095,0.34065258107257607,0.22984168663354107,0.3240242442155281,0.42526901947517537,0.5590593392480931,0.263334441851445,0.7597707423306203,0.09392088242200983,0.2214480816566823,0.3359704929198651,0.29629117919397047,0.5695287636902918,0.5237639138107917,0.7220790804600252,0.21357357070291544,0.1125225130131008,0.2859200004093141,0.44847405083741904,0.2954187739672827,0.11180904328561556,0.4534321446903526,0.32458449230396796,0.32211364101013956,0.383746957617759,0.24829793489462934,0.734694057035048,0.5308003906772164,0.10874429398129436,0.28225639022249166,0.5531666535476968,0.5741217005449784,0.46877700347828666,0.353925724347111,0.4575830902405779,0.5682504517698399,0.08327350854342883,0.25089872734405405,0.5140384367616312,0.2826238977820435,0.4605799819951538,0.35407451842376125,0.15320204449647398,0.5335962450619213,0.2239552816604686,-0.19007761413930854,0.24241522551752084,0.06536720469654957,-0.02321295734081003,0.6178526453475497,0.22714054964586058,0.5688114968396895,0.3437869033011359,0.22703115125968304,-0.003438237280824131,0.13612335329816724,0.026069282963121967,0.11723052550043724,0.612480290967194,0.18158156233184922,0.22495746354448873,0.5051956097437011,0.15085599484388285,0.4607174727574725,0.10072562544302842,0.2955586950419425,0.45429902350333484
SupraMarginal_R,-0.20789232890594342,0.3431066083075227,0.18521152229604007,0.3477338397212518,0.20681046938695488,1.0,-0.0822467801432501,-0.33753587386712425,0.1724347860546534,0.4757974392931327,0.16335014279055013,0.42956690358727634,0.2940054531576592,-0.2993160698783965,0.3517017517213667,0.8387239210002142,0.6788704161857476,0.779324998668892,0.4937353138747591,0.4463564344373654,0.3125092613883868,0.14337482622674338,0.38053518426221045,0.24017175055817733,0.05473682556387486,0.21707954738991728,0.12765331088987475,0.4317021882574927,0.3359951282146426,0.1422520977968763,0.22252708298610815,0.6116638778725325,0.24455432874225894,0.520298441647671,0.1352376947436251,0.5730105209889881,0.6890982382556738,0.2881164981500026,0.24702635451336577,0.6005351921279828,0.5986309427526534,0.5497511142495469,-0.25645997849435265,0.08434902297798899,0.5207738656597402,0.49754057001828156,-0.037581650216180255,0.606620546680166,0.47639906208233124,0.22068529336005988,0.4306729456010397,0.3639348690630907,0.31452337231771504,0.18623271852343556,0.6297087042158894,0.39984921938050044,-0.011962153577168105,0.38117628402604153,0.46797790790363336,-0.17080689327491844,0.07579179305412415,0.5584509449406835,-0.15325496363560295,0.062415399107797725,0.43363655333401074,0.2601285124119306,0.6995178092762399,0.49518248604857434,0.0022675756288015746,0.4701350005531342,0.552913452566601,0.37770731375320443,0.19400091742445752,0.44686263848369884,0.2357185325279866,-0.40630788028413495,0.03181334924483784,-0.44159787874054257,0.3325370592824586,0.2593036168830662,0.23748972900613735,0.46589907993141005,-0.06622382212296399,0.29687542443375575,0.10989474455672144,0.39952949518976394,0.0055385120122933085,0.3617077298658827,0.01586006296964026,-0.44303998952798035,-0.3651023069169718,0.4091671447925257,0.6309506797736518,0.317871384483432,-0.011150681342453738,0.5513623315274404,0.5343210197724435,0.27137760309131576,-0.34694194542155365,0.1842936278859774,-0.34109189922351824,-0.28259171231747393,0.1307254108169574,-0.3260008745867723,0.6714752222467022,-0.43079118368368047,0.6156436482335342,0.5305228827508073,0.4046312779075225,0.5418022794950963,-0.29972895849334463,-0.12689557485580333,0.660298890623207,0.04599866124622335,-0.07773186915786526,-0.20253243685053776,0.31628021147266083,-0.034038112078683576,-0.227868739587584,0.143113773418569
SupraMarginal_L,0.22561403902844207,-0.1976644384055281,-0.18221818645705282,0.035410963869091795,0.11803896670301585,-0.0822467801432501,1.0,0.3369603329445892,-0.04708399481789445,0.2872229098732175,0.8066806252138929,-0.1315923618557215,0.21827638663117935,-0.006242368580385464,0.15393473505051303,0.14501746309973168,0.24966882209072488,-0.24526210399407128,0.05244694463292495,0.07462352078060418,-0.022043059051978175,-0.39065658578872275,-0.08938317204823662,-0.13594148755697855,0.5689544576560646,-0.19146514394350667,0.398708111043497,-0.22764601728003972,-0.040522591657426645,0.3569018052890484,0.8407085934267009,0.20230685995337885,-0.3069795367157749,0.10379818648066964,0.31577859938722047,0.1504190807718147,0.24818713511757637,0.08077454105199207,0.121259636995884,0.003493733612840957,-0.04830299993348817,0.28370010149492136,0.7590392796819566,0.3718794912051857,-0.1561222229133094,0.28610198734197667,0.0077687399735080305,-0.03621074635120837,0.24034770121789711,0.32286235409748876,0.5484995037434415,-0.2457967800181147,0.17981238039239297,0.3403478439505195,0.26733243274143176,-0.23162314108237503,-0.22088625078180874,0.004254717037662834,-0.034970716069162994,0.4786269823941156,0.18940150528702013,-0.13006843215485153,-0.04340566427219714,-0.19310985090102184,-0.11797374655586769,0.06092333269649871,-0.05118059356500663,0.1764327156981508,-0.35205989551232636,0.2826637401833754,0.48922921125087443,-0.07840451617512534,0.5952091088638692,-0.166413473945823,-0.018640723105239194,0.25825546680873607,0.002328216943322805,0.0819562257146744,0.18518614928034685,0.29156134719685345,0.2310627722703689,0.48073666415905875,0.43724710512545656,0.11316640042527797,0.14802234768493225,0.1955537858843547,0.0018650581994564058,-0.214683763677946,0.12394144876414238,-0.2842800943654668,0.0808858583821383,0.2348613354660104,0.27138033320188737,0.2204735985976096,-0.27312278725512257,0.5756246163249013,0.09730869187807153,-0.2753677711746624,0.11112845453386941,0.667466379803289,-0.29656626218901705,-0.22889030381967343,-0.1387905373010292,0.056086283248590635,-0.2517478113087514,-0.022215997144333647,-0.20670269071095887,-0.027388746233994482,0.4106736628058453,-0.08284511816075048,0.3845648528502912,0.49853658711252974,0.08107837720053497,-0.2157801111145554,-0.25558609668972404,-0.20445329171919935,0.2252533422813126,0.3647611066832297,-0.21212898882763556,-0.11025161719974481
Frontal_Inf_Tri_L,0.8117035607354272,-0.3837713938737155,0.364685091506346,-0.30273404699280365,0.39691854531961357,-0.33753587386712425,0.3369603329445892,1.0,0.5178779211755784,0.28206968455093434,0.15766020718407134,-0.13446072831660003,0.412059099818744,0.5278102995014672,0.3483899488535475,-0.47236381168776864,-0.03591904788585398,-0.4324850703382571,-0.24100205017177845,-0.33459740164246926,-0.2844688313363248,0.3257629375244349,-0.4442916737832674,-0.39443084928914945,0.3867309239707592,0.1501613658527617,0.36079548753206636,-0.6001789743232843,0.10848030377103697,0.5253285634682376,0.06135015559465033,-0.15545403431189622,-0.03567976470470629,-0.2914035689865035,0.6933737967797469,-0.29172336718317177,-0.32178567790504076,0.23091507886440382,-0.1826740729999409,-0.4094883863310921,-0.6399080033460799,-0.18326495456966627,0.7675071819901252,0.5003084672606801,-0.5529715843793235,0.06196355385242379,0.5178873333915556,0.2320951518881951,0.16669539766339378,0.4623543022804265,-0.08174603971215232,-0.1738594469644343,0.29755474505563917,0.33127570380468585,-0.21229156467936744,-0.5668865536851498,0.05510795148401111,0.2439564556201392,0.1876359342545555,0.5806024109971749,0.6736620222264044,-0.5280399956610973,0.3280372228543989,0.29283748268900733,-0.24605915889873806,0.3266972471262951,-0.07583226936408984,0.3788107472689051,-0.055748278574956955,0.22975807177674845,0.19023415188695164,0.01231210251039254,0.3777268344758426,-0.5948066349725037,0.28186180638433694,0.8197162945415281,0.5365731013346334,0.7670421143451983,0.2007807219611796,0.469461506891623,0.16779221782857637,0.15585913563875328,0.6404956448089981,0.4494602698247448,0.5206143548862788,0.20221176952527664,0.3438259706509968,0.21230322893491382,0.6534527503373907,0.4927910770106507,0.7615088153700266,0.581466924742719,-0.31942034686587745,-0.02924546152099316,0.19140473831812416,0.13243086593783807,0.4289970398099951,-0.03955504145260714,0.4402221209741276,0.12364157608174024,0.3921686378264525,0.423743347618118,0.3116151642836127,0.6632918394440529,-0.2063183623056039,0.7968257649682089,-0.5976347790608492,-0.5083060323306382,0.04222040859607048,-0.5280595707262563,0.5941250860144986,0.6586991290321947,-0.3549353511658032,-0.00047339943766033717,0.4076500376257161,0.5080609741365093,0.22185775363456234,0.45877592530525746,0.5147309328122125,0.20286019749630743
ParaHippocampal_R,0.6449839171045503,-0.0669830805772242,0.4807120482247702,-0.293696622406647,0.6444437115782095,0.1724347860546534,-0.04708399481789445,0.5178779211755784,1.0,0.5752487859889439,0.16311124646509353,0.4378919805832148,0.6897206534205348,0.5051878914332574,0.6211613912904254,-0.020807097206033222,0.319138522337627,0.2802561777930874,0.06351408304050232,-0.058990423709124086,-0.07323710426436945,0.5539802379641102,0.036316696300461575,-0.041736300506883116,0.19780872166570862,0.7146783985909335,0.24284234025947019,0.009000949251798243,0.6083457126006859,0.3571732271042348,-0.04561784293374249,0.24908951923685627,0.34767536958330786,0.13029921221621285,0.6673309653022127,-0.02582786046239341,-0.1252004159921773,0.7066489431854711,-0.30045638868609087,0.06431720491394467,-0.10043959619572732,-0.10863916048686979,0.24057059797240063,0.5980784451516191,-0.07986677376044274,0.43986616729150135,0.4367450296489873,0.5174655933860365,0.09559111864470074,0.3867125524349158,0.01549605296624691,0.3538128987118683,0.6326447229631248,0.24193724974653072,0.22518095653623157,-0.030572780274716216,0.12704815972136876,0.4252835869140472,0.5393303642957239,0.37193254397360986,0.7961095858372523,-0.09871013596433459,0.5029390301046924,0.571766366687789,0.03077048501143447,0.7039386269597823,0.49449390725480047,0.7497594972152214,0.4233203780144563,0.4493037400427697,0.4594410886116965,0.32085771410637975,0.17224518818975898,-0.0143299008981292,0.4141437659207031,0.3648463071966451,0.6222629495162815,0.4955798596217404,0.44732252897503155,0.6271436652107054,0.24535252301612043,0.3608231003934328,0.5335583309725423,0.7090065549811857,0.7403726652115873,0.5977324257553741,0.6132122720986207,0.6156600426717327,0.5580080543421555,0.3431422748566638,0.5222323220430467,0.7113760539621572,0.07274416471785618,0.13772363023300196,0.45958244904222273,0.27238036253186376,0.700740319655933,0.47510298999206757,-0.08016421517709937,0.3040514734120608,0.2634876747933172,0.29750140246468815,0.695474495243747,0.22526491889700795,0.4862601300810582,0.36672218718221367,0.013444910188873086,-0.12333344880460316,0.14833007054730735,-0.012857750647200327,-0.03802545200731308,0.5466039058737688,-0.10932635687757514,0.3342026826037839,0.4559349562612607,0.5215203544704929,0.2641525206116294,0.1524849770661973,0.4933016711204439,0.22034258227625572
Supp_Motor_Area_R,0.29130770491849795,-0.04847070550752127,0.2578933686209562,-0.122241138983787,0.4423711645896497,0.4757974392931327,0.2872229098732175,0.28206968455093434,0.5752487859889439,1.0,0.5938031334340612,0.19081811421925968,0.6935550624081194,0.12852991273900166,0.6095186185114646,0.2981453198064237,0.6020683907884938,0.3205472414977632,0.19223035676806047,0.03447735873272383,-0.07447962445529206,0.2084949788591949,-0.10389467660379502,-0.2769996081369074,0.3542011768056979,0.2851452725046211,0.49354249721489235,0.04033535883203799,0.399758911534002,0.52305539835135,0.4201555713877411,0.436459692957156,-0.05736381525558481,0.16096512285679687,0.6750325437074106,0.1603768293059466,0.2403083001030005,0.4698103172264749,-0.23430581932985087,0.37962101261310416,0.09561985778483048,0.20716102548253532,0.33501828039076864,0.6461778898758601,-0.005844558415159603,0.9058796167612675,0.26574480810792245,0.7217393579706566,0.4772162389611999,0.4272371401081541,0.2467196507278504,0.2044934284991752,0.5682498848400745,0.23270614014149535,0.34799354247306424,-0.12646158145865904,-0.24337104799146764,0.1973756646078321,0.46070692614253383,0.4765933809362867,0.647281541204798,-0.02528964386635418,-0.04689949559853315,0.25120476637060046,0.012005172638898824,0.45680678688985116,0.497045297391667,0.7829560757916659,-0.030593671512867283,0.7916724033787534,0.7228221471758769,0.1914292272024888,0.54764288522579,0.07862154914423757,0.4482891660380294,-0.04012728895496402,0.3220830264007418,0.19610677688314512,0.5076558490943526,0.5393666737495458,0.3620616527289917,0.8254099570504637,0.4202507796282729,0.7404158626605929,0.6612450901231693,0.5114107708125999,0.42737970935793723,0.5432101209467881,0.3368590583132199,-0.29802521170214347,0.2003175921535144,0.7093247121207964,0.23034240270111803,0.11310944245166775,-0.026317207782296004,0.6521143893593746,0.6932138433500644,0.1700928387373478,-0.25271837598168123,0.7106227680982581,-0.4135800851641034,-0.27374350733362607,0.34453030972832727,-0.24746462301412392,0.47197345631847115,-0.022632478463440218,0.022975922680511893,0.10108495928661926,0.6525632953369079,0.2443473683364498,-0.16073528292635297,0.5431755106890215,0.24695063063062372,-0.08668222624549217,-0.04625645564636519,-0.02616094133132118,0.449977925813414,0.26197160732571645,0.22609047269308305,-0.1909760226044469
