,VTA_L,ACC_pre_R,ACC_sub_R,Frontal_Inf_Oper_L,ACC_pre_L,Temporal_Mid_R,Cerebellum_8_L,Thal_PuA_R,OFClat_L,Occipital_Sup_L,Cerebellum_Crus2_L,Angular_L,Precentral_L,Parietal_Inf_R,Thal_VA_R,Thal_PuL_L,ACC_sub_L,Supp_Motor_Area_L,Red_N_L,Vermis_1_2,OFCant_L,Temporal_Pole_Sup_R,Rectus_L,SN_pc_R,Thal_VPL_R,Thal_PuI_L,Cingulate_Post_R,N_Acc_L,Thal_LP_L,Amygdala_L,Olfactory_L,Temporal_Sup_L,Rolandic_Oper_R,Thal_MDm_R,Cerebellum_6_L,Frontal_Mid_2_R,Parietal_Sup_R,Temporal_Inf_L,Thal_AV_R,Putamen_L,Thal_LGN_R,Paracentral_Lobule_R,Temporal_Inf_R,Cingulate_Mid_R,Lingual_L,Frontal_Inf_Orb_2_L,Caudate_R,Thal_MDl_R,Thal_PuM_L,Rolandic_Oper_L,Frontal_Inf_Orb_2_R,Postcentral_R,Thal_VPL_L,Hippocampus_L,Frontal_Med_Orb_R,Red_N_R,Occipital_Mid_L,Occipital_Sup_R,Hippocampus_R,Heschl_L,Vermis_7,OFCpost_R,Thal_IL_R,Frontal_Med_Orb_L,Cerebellum_10_R,Vermis_4_5,Cerebellum_7b_R,Insula_R,Temporal_Pole_Mid_L,VTA_R,Vermis_10,OFCpost_L,Temporal_Pole_Sup_L,Thal_IL_L,Angular_R,Cingulate_Post_L,Cerebellum_4_5_R,SN_pc_L,Cerebellum_3_L,Thal_MGN_L,Calcarine_R,Thal_VL_R,Raphe_D,Thal_AV_L,Fusiform_R,Precentral_R,Thal_VA_L,Cingulate_Mid_L,Thal_PuI_R,Cerebellum_Crus1_R,Rectus_R,Pallidum_R,Cerebellum_6_R,OFCmed_R,Cuneus_L,N_Acc_R,ParaHippocampal_L,Thal_MDl_L,Cerebellum_7b_L,Paracentral_Lobule_L
VTA_L,1.0,0.2092322187427888,-0.0004089919592858921,0.3606266811532741,0.16139863628390835,0.11259871454517989,0.46071952088559964,0.03179788366176741,-0.13822130482943215,-0.10141228223995888,0.3081727664931498,0.12888650821756015,0.03383086557278527,-0.1074489432612501,-0.07008192374522754,-0.15437493449286926,-0.06326459932638345,0.02507929134233603,0.06421624494484383,0.6377290420704748,0.12873581127386927,0.23766129330486813,-0.15710378678264503,0.2698783335656863,0.26317720895866475,0.17379904872270366,0.25240968836767835,-0.15888457401720862,0.08443339003787348,0.4889043058983149,0.12396900367292034,0.3832062697638457,0.06223740647138616,0.4654671859670739,0.5279722884285564,0.2865983243046368,-0.24920405006789556,0.5244749127933327,0.19599000693865212,0.3828816166262362,-0.20526319985576152,-0.1404539989678979,0.1382610187690179,0.30468829668902897,0.49024785532973864,0.06800334873470917,0.3082023054498893,0.47129994987705115,0.15727366040055182,0.25258088026785214,0.15510036069286298,-0.09654159130468261,0.09752365715932607,0.16875358351506817,0.10278413251879227,0.37404570537516063,-0.1538185222791274,-0.02279324766716677,0.17116090648478702,0.28529114643320336,0.2929671773389369,0.10106316546592789,0.23124495030612108,0.3220658261325085,0.08783046889051054,0.27584134173173674,0.13098468942337907,0.25643173236222744,0.41127871845562375,0.1119414090460128,0.3654204388956558,0.013802167472178039,0.21520923439054432,0.5230996753222634,0.1297868584847622,0.3052540568272323,0.2905536850948404,0.5113904087331277,0.24734564027920766,0.09419355281848267,0.29766391063772996,0.4999203734772236,0.7717531630998326,-0.01175340893006843,0.2071146969927621,-0.14846251030378987,0.32464483112107373,0.2989972119428555,0.10064221877376966,0.15049127014079006,-0.10178987897243785,0.020509579126865365,0.35164610171704713,0.003860825713744559,0.23976093532720166,-0.008881758627799892,0.1171869750532798,0.3035504742821495,0.3587860477422736,-0.0735386732726944
ACC_pre_R,0.2092322187427888,1.0,0.8424834342704747,0.17439889348641077,0.915713597499325,-0.053284835211230556,0.14750884124968341,-0.03352222293946099,0.33128466601829687,-0.23718214037805865,-0.0740406376328862,-0.30169367555079946,-0.3043839196722687,-0.29498948107422757,0.1336939039300334,-0.03712768566446216,0.7659090689900566,-0.37409459299225284,-0.06072772090907466,0.06643719908176685,0.749159239257261,0.21844006523583623,0.31255051978809767,0.4249345302734342,-0.22373650807962206,-0.37883828463243036,0.1795337668642033,-0.5926398149381334,-0.37197421854380014,0.7691119763749421,0.4443269351582843,0.16190527370796579,-0.010312374914425786,-0.25829917076807796,0.06078627632061044,0.27798771695997365,-0.3610154757960342,0.5955481931557479,0.11488218069133918,0.31582692865357637,0.24725355667662088,-0.2158609298704341,0.047924672899783534,0.12837203417574694,0.08383834067890855,0.48728540486473926,0.07264954463214604,0.041109672622912576,-0.3177339081065437,-0.0056220055266574635,0.6930455171648341,-0.13792010866877724,0.09144205207127352,0.506476188172321,0.5969808060369822,0.12378241482588458,-0.2256644649561624,-0.22140977284286564,0.46941764515184436,0.5280977147072572,-0.009701093283059854,0.6729622376545097,-0.1368339047667223,0.5078950488790037,0.3361041029662698,0.2700990782496815,-0.11595032087320578,0.2787941492171736,0.37342505434245904,0.47192718069604384,0.1994985466895985,0.6634715442963952,0.7425826857410317,0.027814259225289833,-0.32196840499860435,0.2701097601860514,0.23189492771345357,0.049890195340597,0.17245346311106208,0.41477435413094393,-0.1465339405447453,-0.003909709889782314,0.2239487792773235,-0.16985719489106266,0.2637613940446987,-0.15014444429143897,0.003389461031103927,0.30077661665040223,-0.0029216144790691527,-0.1192041327816753,0.10065430174774975,0.3780832047690942,0.02901766459451235,0.5624015838151042,-0.2412046584451812,-0.4755036633135923,0.5094116521024133,0.6044274474325048,0.07518275995898623,-0.3425063918090693
ACC_sub_R,-0.0004089919592858921,0.8424834342704747,1.0,0.1199885659518507,0.8730305469142168,-0.2860274110056055,-0.09028252750068935,0.0250721642112446,0.46596536906472374,-0.3937622636308703,-0.29492369379608374,-0.4152892728458989,-0.34607132222569276,-0.3171968918535286,0.17790536140940907,0.03167770832853657,0.9260095751028182,-0.4347042400046662,-0.0695550988091654,-0.19370049943805395,0.814653639819703,0.016162794367681026,0.36419764111724584,0.4425307968957129,-0.3405012616663407,-0.526605864925195,-0.03187919951408062,-0.5752798262553656,-0.47502524473193336,0.653649724629605,0.5199248303714541,0.1319961978111474,-0.18145934149230375,-0.49701762653171117,-0.22068889669998137,0.1174043105340046,-0.4365863565399399,0.5292067106157006,0.0729603473346086,0.16127855676412062,0.33043306844325604,-0.25444398559585013,-0.14221129961204892,-0.027996050350473624,-0.21174324049003032,0.5884388222862729,-0.10696951292161475,-0.21377201331318071,-0.5612337840568152,-0.0689785423539467,0.5927186461906733,-0.1947624162053714,0.13028255870859276,0.5686602584159403,0.48226856580904087,-0.02392609403645671,-0.3611751191383957,-0.4159712610877599,0.3639335163598297,0.5494603555441222,-0.2414991361370198,0.7425968273153855,-0.13294875001703096,0.3418109068978771,0.39324130402313767,0.0724097400338688,-0.32568004735388884,0.0855555866818364,0.2488731339369286,0.4292021725924806,-0.007942998456466628,0.8006885562144737,0.7976818590011233,-0.26492535062685746,-0.583832941867546,0.05012770069796708,-0.020600925638777128,-0.04573352837358889,-0.06763423937368698,0.5302276665945953,-0.4564815316864289,-0.1957596992546274,0.02327009437409607,-0.12750566736278443,0.026566774885153323,-0.11817378391929087,0.016137064738651112,0.2331183336703714,-0.1518801993608634,-0.32288892422328896,0.09627352693791805,0.39353665574698354,-0.2800189618776612,0.503340697616328,-0.4991039422799964,-0.6445965254216895,0.6022252532740994,0.596933415126381,0.07192576919195948,-0.37742452119034176
Frontal_Inf_Oper_L,0.3606266811532741,0.17439889348641077,0.1199885659518507,1.0,-0.04224851950137638,-0.1818052615533264,0.24495057419941882,0.601820319637984,0.22227292082850833,-0.3313958723587122,-0.2177050090577378,0.11928554365707152,0.5540867154052498,-0.0670591893790201,0.20731434008929076,0.14434068779045758,0.01812867959857333,0.4346448423420492,0.43903674391770015,0.37113388366879085,-0.059818888667600136,-0.113382229709973,-0.032252654553535126,0.5047196109891899,0.3855706922525252,0.1989921030239091,0.625041765134803,0.17251131806847844,0.18880345839723717,0.29237265797639544,0.3305984789132558,0.7067122621258582,0.10060476265833312,0.09424360210392821,0.2385823169532848,0.4345589699415425,-0.24061972555094868,0.45690542634964276,0.2654757598533643,0.44928995343270034,0.3674328628209295,0.24958231310445075,-0.12369811160931293,0.6273651522704422,0.3388173333333782,0.44693211917196696,0.13955865897919031,-0.06287512947803343,-0.11857421478265816,0.7663668376990072,0.10794324128789783,0.1249491593141872,0.4780309250614612,0.6076758529092133,-0.29000496319575503,0.5561495380649305,-0.3363809687926915,-0.2781506996813295,0.4016843553116196,0.40923091577946236,-0.0030070869887275026,0.2785540239074404,0.3077972921429476,-0.1891321346818863,0.5607411994435645,0.5489308713801939,-0.169805626602238,0.5728920150713036,0.2904844343057189,0.09299640429167548,0.4507355942072371,0.0903743508594611,0.3011511371490248,-0.038528481930388374,-0.1218719285892056,0.612480290967194,0.32975011049733843,0.5820281735948986,0.40731588243076977,0.1844431891744951,0.0935189578398102,0.4012373188263184,0.5104645844077746,0.29044780944519477,0.1924523434755902,0.19892681655629016,0.5176421258762928,0.7736865808411625,0.2710583164814977,-0.19839425202772173,-0.0649055596151731,0.44323888504189923,0.12716340953522381,0.031101571199489975,0.10111976344453927,-0.13170298773789582,0.5592783607117456,0.28115015707611807,0.36879505923871214,0.31972937690526343
ACC_pre_L,0.16139863628390835,0.915713597499325,0.8730305469142168,-0.04224851950137638,1.0,-0.08690646032726393,-0.011038853319586834,-0.14552687054802688,0.33700329199682627,-0.21678520362613582,-0.07228633318294382,-0.3812040117928224,-0.46459567768712395,-0.26526518630931817,0.11251948174898192,-0.06336098242615582,0.8493335252045884,-0.49205872640918685,-0.22511337252693972,-0.03390601735157229,0.8694203193503546,0.2084808777349647,0.3429630584617316,0.31528381207746026,-0.3339922513907105,-0.48530757617189885,-0.0061789196772855555,-0.6688882940507713,-0.4644995576462376,0.7304126923866163,0.44786978053369225,0.0010259731208817618,-0.07581740232195523,-0.36337648853953436,-0.06801419810209629,0.17972160307520543,-0.34175019132132817,0.5055413106002487,0.05777097883893347,0.20937853520225813,0.2134882435021938,-0.2879885391654176,0.005421053378154874,-0.011591180682179333,-0.09158611730024764,0.43947340835900395,0.027155043323359475,-0.04312811527718938,-0.4053525856541775,-0.2125087566517092,0.6565340861567444,-0.14158914462313973,0.005441035762572114,0.40768079682179786,0.6846115784868944,-0.05141013805217065,-0.22280657015843816,-0.22444962203828236,0.3667784736325845,0.5012848338158878,-0.09102979214027507,0.6487620113421934,-0.2147468856102181,0.5842205832487746,0.2357771211223636,0.11240555052106607,-0.14269890972131571,0.06349628235778937,0.26014219034781244,0.4472251426598069,0.08230317618102793,0.7435899972046718,0.758970232137502,-0.01600092690263883,-0.3792814305551921,0.06536720469654957,0.14311327014014327,-0.09567442895162982,0.011744580766240754,0.42967174796178326,-0.25660644908326685,-0.15018417412080753,0.1138706448950147,-0.2353233742695667,0.16689682027463784,-0.1451685912898265,-0.07679934196309025,0.1471337553081385,-0.08479424167562946,-0.15074198055825463,0.09834743172247315,0.28247974758267047,-0.08771044424990858,0.5278817697844388,-0.36985846713212117,-0.5083589263214147,0.4361352619345451,0.5874230729547458,0.013088853992062286,-0.4263501143422665
Temporal_Mid_R,0.11259871454517989,-0.053284835211230556,-0.2860274110056055,-0.1818052615533264,-0.08690646032726393,1.0,0.2247830684521979,-0.2505516686836009,-0.34718635295216516,0.666994940243833,0.5197886330342454,0.1337666196788227,0.058850752365761795,-0.27076695064611467,0.1277701421415106,-0.4293915442001092,-0.3278785336317249,0.19153099737475407,-0.3259613558649995,0.16395183916156558,-0.21312043972865272,0.8738504091397231,0.4353257540321614,-0.25363041340908415,-0.17450725744171963,0.07666784244612344,0.29432439909299957,0.16543122811298647,-0.005262901261755113,-0.21844101706344518,-0.15283322601973273,-0.5439103774719622,0.6861806881102426,0.5074065743818486,0.36727812724674275,0.17411256910189735,0.500760703957712,-0.33675696852010467,0.00523782740536973,0.006480119390334458,-0.3865596153195319,-0.13117524474252235,0.9521162832098405,0.2389146561242396,0.600417927560814,-0.5707885829691958,0.45574546068483746,0.4442200394032642,0.5778293024689116,-0.2780976796611043,0.31789049957194987,-0.06588071333116238,-0.5104410544097184,-0.4241187499630577,0.48386752772122466,0.09253095332331725,0.5447526155710771,0.8695480272430052,0.4983746622585809,-0.5630310422568803,0.8038408759125452,0.1370246209061849,-0.3168538257372654,0.40641159162059154,-0.07699158216276615,0.38238550037463986,0.9195923133858603,0.22439224664678997,-0.3239109610328165,0.3420700012840353,0.17911232081681447,-0.24682922305025573,-0.49275422682476,0.5784019772163661,0.7773437539425573,0.22703115125968304,0.3797767861207897,0.01203616425611682,0.27982767043728274,-0.07803180681066552,0.7704123125280224,0.3258254518293831,0.23062525969006603,-0.028380898927725044,0.776829724986314,-0.3586586179461201,-0.24756007261478988,-0.11972511262274162,0.07306598738831076,0.9322112201089641,0.4883502135614617,0.24771673023211507,0.8494792122504797,0.4925790265655395,0.6531075174008393,0.4587198004867781,-0.5645867271520292,0.05838921705767507,-0.41879157602604816,-0.039125952721482754
Cerebellum_8_L,0.46071952088559964,0.14750884124968341,-0.09028252750068935,0.24495057419941882,-0.011038853319586834,0.2247830684521979,1.0,-0.09830919030914125,-0.4140005411706036,0.007188732057870184,0.4100989645372957,0.09084665492654925,-0.15848014453763795,-0.25662259374332286,-0.25919822479692006,-0.3325910848492447,-0.20656906681367035,-0.13433559860045516,0.20121060756162823,0.21322892680561342,-0.24596936130529343,0.15672650531354324,-0.25049664103972563,0.2896191003710772,0.14650299884705675,-0.07283144948519006,0.21340667808037916,-0.3545638841979724,-0.12805355516622507,0.37270835753489884,-0.23150966930244568,0.1655190054692724,0.04894947626011549,0.41851588413188034,0.5528007769452938,-0.031500409851911354,-0.19715641394753647,0.4862211895169222,-0.05598520650028272,0.11184767120436448,-0.3232692269079569,-0.2894966562144908,0.2755690584119722,0.08807583523680797,0.6935235889927677,-0.16287917301390165,-0.0575140462566466,0.6701771417431698,0.24433934837106555,0.04404395482636533,-0.043924851965834975,-0.24548524298103988,-0.27081931175446367,-0.002478010084478958,0.1428019935213298,0.4587817886121677,-0.014771472141928685,0.12523801863994832,0.029357664278314547,0.1900844277287474,0.5648178332758829,-0.08868223378007947,-0.11956189137335527,0.23132094883089463,-0.07268148603064734,0.20416359769091694,0.3817996417554095,0.3397869369430622,0.4838456740271573,0.2929475114847759,0.020172862236497235,-0.2885693576387633,0.11958308018322708,0.3820649374163625,0.19392365494136676,0.35657189626930136,0.1047474121879231,0.4241687416458984,0.13086729330254457,0.04713022032484854,0.3941698988300087,0.240317819735904,0.46888507393655915,-0.21317562910072296,0.22959852191577923,-0.2827876153964148,-0.02753601135071023,0.10102936338553853,-0.03291540638940077,0.3812626928825664,-0.20273921357981214,-0.004308341459849429,0.4608060062760873,0.08024584612586634,0.38642074385054287,0.21991994397944337,-0.13936427023665082,0.15145995410128343,0.06218011898237597,-0.28677357870210846
Thal_PuA_R,0.03179788366176741,-0.03352222293946099,0.0250721642112446,0.601820319637984,-0.14552687054802688,-0.2505516686836009,-0.09830919030914125,1.0,0.43336642107790074,-0.18561191749660383,-0.34287343575918516,0.2886844691219932,0.5167128562599171,0.2417953591333337,0.48204127092698557,0.36778197844615523,0.02573371049640687,0.5404581639828165,0.44041981791045776,0.20245547873267164,-0.02109005119478995,-0.2243905610698555,0.14202325169353172,0.33538262202088404,0.4666138406365101,0.2943890249032958,0.5148588684669967,0.47535154221826587,0.32277888252447906,-0.0025244352892650496,0.42399264751179877,0.48776488924125955,0.21314975952547202,0.15507807132129262,0.07327265208501083,0.4933995332320646,0.013548979214420128,0.20195359079268183,0.4936553545533118,0.3903293319593,0.48800710097878913,0.5613550839951699,-0.3105669261361454,0.590484284095471,-0.0377190761237008,0.46420247859151015,0.2500010117874902,-0.13386398266497662,-0.06316065854952625,0.6297542525627008,-0.04484172458987461,0.42220269543737887,0.5467116075253653,0.5883566606820853,-0.37808276080763187,0.45564956818285324,-0.072727474454801,-0.1946434058893779,0.2704378372499247,0.2571018112269135,-0.29856485797069315,0.22493557873118109,0.5803851048588377,-0.37939586820471805,0.6049717214261457,0.386660917116381,-0.27885962498714717,0.44283902755432936,0.030122892534578106,-0.1484989399953799,0.47754499757422175,0.21138939987671695,0.20644865429952894,-0.17313332167925496,-0.04948693468388548,0.46184812322428104,0.23658514835985334,0.373248886889864,0.39127311390457664,0.14192498838435097,-0.030745633265202833,0.4380612797560025,0.25526924775756915,0.4406590045723265,0.008569488433725453,0.4580168714464992,0.5712304088072151,0.636251995473602,0.4045952351727742,-0.3368340160601585,0.09304760496760799,0.43773739952573065,-0.07172932957121018,-0.03290868011795622,-0.003965884102466259,0.017291589002947375,0.5635677350597795,0.17119056902552465,0.3190229878063452,0.5296605544587147
OFClat_L,-0.13822130482943215,0.33128466601829687,0.46596536906472374,0.22227292082850833,0.33700329199682627,-0.34718635295216516,-0.4140005411706036,0.43336642107790074,1.0,-0.2334517572289405,-0.3669921753900185,-0.06507379317193196,0.009890327977292997,0.20945723542621905,0.6028331038658761,0.32690791072196645,0.5549691191974034,0.12784583326730684,0.14197863433454785,0.012613303606914558,0.5257634114779659,-0.21132105030596132,0.41896317907288233,0.2855013223376489,0.1361191015662743,0.06107927432761654,0.12163849217114324,0.12240027020165592,0.12367835210273133,0.20212311534894545,0.6130957488821448,0.2898732398702748,0.12252429400909207,-0.234589865608308,-0.2823405334696192,0.4021527208471117,-0.04655124857286959,0.1756428218711372,0.4966963709345384,0.47051258767147436,0.42795337180532417,0.31025286042322686,-0.36469097373319315,0.2567971224218916,-0.38666844946382545,0.6555142855063827,0.3554963470193473,-0.3194276208822246,-0.18316338980051353,0.3814581448452471,0.3124966986279797,0.2912789045595383,0.508366684095158,0.5812334665693987,-0.040356723606036995,0.11822292596602185,-0.09658229866846842,-0.3606356012032282,0.22349635894536565,0.41730096698225966,-0.4556701778922404,0.40844318973228866,0.2554805294832731,-0.1435051664684314,0.527343281148502,0.03912597841550908,-0.3976654781354984,0.27584121674614753,-0.047473879863478466,0.12807168600447952,0.2655287459076555,0.6429253617849056,0.5272088978408063,-0.30338138954829097,-0.29955118839817957,0.18240601314053775,-0.1051560829356304,-0.00828664698502658,0.024076523935526672,0.42665101612392975,-0.4211706570825927,0.19439050461235344,0.011156187977459734,0.3279675803427984,-0.1535708019807489,0.3164247586308685,0.5225851446928059,0.3777705124753531,0.10323715103228683,-0.47268263911770236,0.2526396627052929,0.4189125384351105,-0.40803849928450836,0.24659898338463096,-0.35327146114215213,-0.23400309322561508,0.6032851074518252,0.4027051229675679,0.3119173104404569,0.18619748073515738
Occipital_Sup_L,-0.10141228223995888,-0.23718214037805865,-0.3937622636308703,-0.3313958723587122,-0.21678520362613582,0.666994940243833,0.007188732057870184,-0.18561191749660383,-0.2334517572289405,1.0,0.3563039674249175,0.2693724919197303,0.12014439800486532,0.0359007480811183,0.0479888973608442,-0.24936527936411337,-0.38305715355034453,0.1857519454147232,-0.23027993109751518,-0.0037054904057195106,-0.2643659007693323,0.4522392074746231,0.34740159020239864,-0.29380139172756853,0.09277368330283228,0.20523174639472805,0.08294171857463851,0.1814760745192193,0.09460011384578525,-0.3312685718491033,-0.2427379534957832,-0.428570569417209,0.4325199657302929,0.34193236449653486,0.2014791006375215,0.10155874865397413,0.7562445967808743,-0.39634839998124666,-0.08161506731869687,-0.15459189823923236,-0.3522731052817113,0.061899409064193445,0.5500335468557638,0.07541723561371867,0.3348477758341859,-0.4775068001082074,0.29514049037809337,0.24629592716003781,0.5250616764244537,-0.3027351659248002,0.013595493723767508,0.06348730872415657,-0.40865388012913323,-0.4801761417510344,0.36470400328823205,0.04688617828470714,0.7161565941743209,0.8046239869098626,0.10502609518776874,-0.5753697830973888,0.487694575462491,-0.07180343279815646,-0.1854278368539158,0.3001648138422235,-0.14064874443821646,0.12334632738667689,0.6379796823662072,0.11529363071732338,-0.26308946673101363,0.10692476426060472,-0.0043846640231812286,-0.30310530432589755,-0.46255216936217664,0.232503842566969,0.6836664309036916,-0.003438237280824131,0.11866182959550454,-0.09640805715115673,0.04902228024882601,-0.3067324765165672,0.5940148269544959,0.21166276797471587,-0.03944896441071536,0.0577416163867874,0.41490486434371765,-0.15770257286128953,-0.24824214893087698,-0.27115800398227946,0.02283821278899001,0.6332457250579069,0.45091248005865325,0.07980079624712313,0.5155532599305399,0.29299906399204345,0.6720463800310904,0.4644976599358779,-0.5670942756250317,-0.20667584846719952,-0.4286734685350481,0.1569969983399379
