,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R
Vermis_8,-0.08230241546405855,0.6220224156980889,-0.0030171553649119805,0.4541455760746357,-0.5029287162040832,-0.07669551363842882,0.6383898620274117,0.5717562884264822,0.673919347796317,-0.08563299832970346,1.0,-0.23519694851468265,-0.0345247397414368,-0.26276564489817855,0.7260137901831675,0.17206528730534829,-0.28637387529236363,-0.1059131571134992,0.32797755525140404,-0.039572099293125364,0.3285632730796726,-0.009370557593938853,-0.25468000261868784,-0.10735392550784655,0.7978206486507952,0.23021129891714778,-0.06111113333908563,0.37178492983807426,0.0007399017665827265,0.3125092613883868
Thal_AV_L,0.218315914296512,-0.2555276224321997,0.14746401245654933,0.18978609131654256,0.3279675803427984,0.3656941464669855,-0.03698213421119952,0.18469109901004582,-0.08719762023530774,0.10003043480520184,-0.23519694851468265,1.0,0.0741467533157766,0.39923311096906167,-0.012329259652797547,0.08521870721481052,0.1404601431907581,0.48547980289592274,-0.15039986849840872,0.3516411718595074,0.07924166657972281,0.11601918057338786,0.3717392642584772,0.26796000338685355,-0.025479351465094963,0.17328812474713529,0.3672518295543679,0.16769624193874694,0.16316201572943542,0.1591134791171097
Thal_MGN_L,-0.14922776819922953,-0.06309483883972565,0.38350913678773485,-0.010715780252599734,0.42665101612392975,0.09274861281154442,-0.4347265663011832,-0.1218045899950807,0.04785004670679948,-0.07766682647554848,-0.0345247397414368,0.0741467533157766,1.0,-0.2720923936575526,-0.1067905291841483,0.0590876859862008,-0.05649143119119772,0.3493705730522543,0.5806774227491208,-0.3576551244496074,0.26089788867866404,0.41738049496893903,0.29265962984596694,-0.44673044318910493,0.018862783511173025,0.4366218362924808,0.4067916607816987,-0.33018851850982545,-0.4796343203102544,-0.16706942194313582
Paracentral_Lobule_R,0.2555509663939095,-0.36475646030747094,-0.04681568303638283,0.17677717082438799,0.31025286042322686,0.6602715582917315,0.18422938234474281,-0.10253175233905466,-0.3342360157912312,0.35891757584362544,-0.26276564489817855,0.39923311096906167,-0.2720923936575526,1.0,-0.022565518033333617,0.07022789793777723,0.29573710495916483,0.45079486055770146,-0.2698822700198329,0.6043445495692661,-0.0562544323718231,-0.10767799034730692,0.505083618864572,0.5676605290271493,-0.3245204266569815,0.05305309780832817,0.3437732566231973,0.1760670587224708,0.8006037339271939,0.4701350005531342
Vermis_9,0.022981716395194387,0.6449592268996758,0.011164448267471738,0.7166178326068255,-0.29994877421900584,0.061147192608691864,0.7622642932851658,0.6026879585002142,0.7446107264807986,0.012027023249868112,0.7260137901831675,-0.012329259652797547,-0.1067905291841483,-0.022565518033333617,1.0,0.4305825288347499,-0.12831825817667636,-0.10768186019536094,0.402257117913988,0.17564532987076578,0.4648937357608324,0.12289393966385116,-0.021047666376694016,0.17920467605457174,0.8013822551663055,0.3140942858099004,-0.06435293243072888,0.49386671593223447,0.29796530276708977,0.5730105209889881
Amygdala_R,0.1238043806059875,0.11135815212041338,0.5276471742385156,0.553190611943239,0.09988713496845794,0.13012566029468106,0.24890142284601205,0.2868834179959434,0.5111589568078516,-0.25233545614979375,0.17206528730534829,0.08521870721481052,0.0590876859862008,0.07022789793777723,0.4305825288347499,1.0,-0.0866926317150597,0.1597123567492494,0.47545795730939144,0.16748174542007782,0.3810859237940202,0.596094296804186,0.12666234478740168,0.1804104804096806,0.3138613685373463,0.6044194470287407,0.2080589342679219,0.30614541256114125,0.27023710639694587,0.3230753178852458
Temporal_Sup_L,0.35895565575619104,-0.0352297917421423,0.06389221516934113,-0.41742300733238163,0.2898732398702748,0.3330306242759158,0.01105054354116116,-0.549815878979849,-0.5311898770939091,0.5891978214984996,-0.28637387529236363,0.1404601431907581,-0.05649143119119772,0.29573710495916483,-0.12831825817667636,-0.0866926317150597,1.0,0.3298097200629625,0.010067108124130003,0.45055754328927033,0.41107185155506765,-0.08778959417411722,0.6335730674553147,0.5735317592459759,-0.41680407309080836,-0.06523548559148948,0.35667853553710877,-0.46572316147552806,0.39908139174311913,-0.25645997849435265
ACC_sup_R,0.18648764713390933,-0.2746931612172807,0.36843133139979195,0.09393871850716183,0.5037106290319524,0.6066972989581407,-0.08872639538384779,-0.07234351637274004,-0.17097371582873744,0.29488345903200014,-0.1059131571134992,0.48547980289592274,0.3493705730522543,0.45079486055770146,-0.10768186019536094,0.1597123567492494,0.3298097200629625,1.0,0.12326750850653444,0.44606492674255194,0.28601508725587027,0.26873599567062256,0.7219555361862963,0.33473280907492836,-0.20965425158890727,0.46898171059010707,0.6652974649515984,-0.00024211818566829602,0.2747257685358089,0.10989474455672144
Thal_MDm_L,-0.1246255855152714,0.4175835519505577,0.47348608822804883,0.29020138153425457,0.20000481286157684,0.031433923165106466,0.08644456982190676,0.0603080052134065,0.38810176285539116,-0.15357862620128082,0.32797755525140404,-0.15039986849840872,0.5806774227491208,-0.2698822700198329,0.402257117913988,0.47545795730939144,0.010067108124130003,0.12326750850653444,1.0,-0.28419224470230126,0.550444381447805,0.4557088006269233,0.14270785672982367,-0.24704089623767125,0.32488337512461835,0.5142715954446002,0.29155530325279577,-0.1119860908001958,-0.13113125452996613,0.143113773418569
Precentral_L,0.3107860558647886,-0.184937586172999,0.03763144846230279,0.13501140451415136,0.009890327977292997,0.4388277388179957,0.40164281176852434,0.11463600022196364,-0.0008005160691821643,0.37095938966305364,-0.039572099293125364,0.3516411718595074,-0.3576551244496074,0.6043445495692661,0.17564532987076578,0.16748174542007782,0.45055754328927033,0.44606492674255194,-0.28419224470230126,1.0,0.16290673281928275,-0.07652591459963441,0.4273050187550211,0.9371952238659944,-0.09198867217229897,0.18219041715895934,0.29950361466417547,0.23233000087178687,0.738856320541279,0.1842936278859774
Raphe_D,0.25186185716729376,0.4878366191063103,0.19218525464385586,0.2576864435583301,0.011156187977459734,0.17891148326944878,0.3209852463892451,0.021860540463553447,0.24366598483815374,0.20718520595666076,0.3285632730796726,0.07924166657972281,0.26089788867866404,-0.0562544323718231,0.4648937357608324,0.3810859237940202,0.41107185155506765,0.28601508725587027,0.550444381447805,0.16290673281928275,1.0,0.23297627359151915,0.42000856387435453,0.23629988819378098,0.29254035661827643,0.4048119499357851,0.25379381096455245,-0.04765749310000647,0.21920945503338188,0.18623271852343556
Frontal_Inf_Orb_2_R,0.10742781635869204,-0.052617344553252766,0.6550357038994327,0.36608702603040916,0.3124966986279797,0.1586212354805144,-0.1504527554120716,0.11682682331470046,0.3864856483994365,-0.14276877327143642,-0.009370557593938853,0.11601918057338786,0.41738049496893903,-0.10767799034730692,0.12289393966385116,0.596094296804186,-0.08778959417411722,0.26873599567062256,0.4557088006269233,-0.07652591459963441,0.23297627359151915,1.0,0.2780869127860265,-0.1315894237845226,0.16907573648515464,0.70090403176256,0.34854671922262387,0.0800137794606775,-0.12577037292966622,-0.011150681342453738
Insula_L,0.28409325028174987,-0.22015978646112522,0.14732985451338318,0.05594930500582142,0.5668766639702231,0.6332793143964538,-0.062039301745851844,-0.35849272723711556,-0.30064022749907116,0.4944395043613514,-0.25468000261868784,0.3717392642584772,0.29265962984596694,0.505083618864572,-0.021047666376694016,0.12666234478740168,0.6335730674553147,0.7219555361862963,0.14270785672982367,0.4273050187550211,0.42000856387435453,0.2780869127860265,1.0,0.4080338325237887,-0.2816354794399863,0.35242260700287337,0.5877817849617499,-0.2063043176942145,0.417742423619323,0.1352376947436251
Postcentral_L,0.30574754450316866,-0.08074540215285646,-0.011831629333673729,0.03709195199870135,0.025464407423191143,0.36287878846680743,0.3989622950372974,-0.002377770041569286,-0.09147932522608339,0.42360968556230016,-0.10735392550784655,0.26796000338685355,-0.44673044318910493,0.5676605290271493,0.17920467605457174,0.1804104804096806,0.5735317592459759,0.33473280907492836,-0.24704089623767125,0.9371952238659944,0.23629988819378098,-0.1315894237845226,0.4080338325237887,1.0,-0.19923152548395456,0.021757302759973823,0.2148149676796064,0.16457324212291513,0.7895864642396355,0.16335014279055013
Vermis_7,-0.018413117131739952,0.5458275242343708,0.0583945324898171,0.638101225056484,-0.4556701778922404,-0.15276292195248117,0.584661696611044,0.7055267395185701,0.83388773442497,-0.25966264130096006,0.7978206486507952,-0.025479351465094963,0.018862783511173025,-0.3245204266569815,0.8013822551663055,0.3138613685373463,-0.41680407309080836,-0.20965425158890727,0.32488337512461835,-0.09198867217229897,0.29254035661827643,0.16907573648515464,-0.2816354794399863,-0.19923152548395456,1.0,0.3589748889582751,-0.14239247480464415,0.47410528599464874,-0.09893769505484785,0.3431066083075227
Hippocampus_R,0.06778929667906895,-0.006615139083069553,0.6604312946287161,0.5956918956526475,0.22349635894536565,0.39571705016342207,0.1679882567526797,0.3173740017984061,0.5405145885863541,-0.0854015093583632,0.23021129891714778,0.17328812474713529,0.4366218362924808,0.05305309780832817,0.3140942858099004,0.6044194470287407,-0.06523548559148948,0.46898171059010707,0.5142715954446002,0.18219041715895934,0.4048119499357851,0.70090403176256,0.35242260700287337,0.021757302759973823,0.3589748889582751,1.0,0.5955005146701663,0.15705207087684847,0.07172503042359055,0.21707954738991728
Cerebellum_10_R,0.10010731894208405,-0.22916664577062998,0.5341197273139675,0.1024012484869157,0.527343281148502,0.5353575235560214,-0.037773239001910895,-0.0963213233052722,-0.07165200784650956,0.27093825602151583,-0.06111113333908563,0.3672518295543679,0.4067916607816987,0.3437732566231973,-0.06435293243072888,0.2080589342679219,0.35667853553710877,0.6652974649515984,0.29155530325279577,0.29950361466417547,0.25379381096455245,0.34854671922262387,0.5877817849617499,0.2148149676796064,-0.14239247480464415,0.5955005146701663,1.0,-0.16048121388662112,0.1790997803707435,0.0615039858831207
Parietal_Sup_L,-0.027096954692490124,0.17535919490535273,-0.033092079299292296,0.6133166293214836,-0.21176672439474165,0.07983515227216184,0.5643652649189393,0.7743625202078323,0.5547988926382781,-0.15961044136355662,0.37178492983807426,0.16769624193874694,-0.33018851850982545,0.1760670587224708,0.49386671593223447,0.30614541256114125,-0.46572316147552806,-0.00024211818566829602,-0.1119860908001958,0.23233000087178687,-0.04765749310000647,0.0800137794606775,-0.2063043176942145,0.16457324212291513,0.47410528599464874,0.15705207087684847,-0.16048121388662112,1.0,0.2626659465708282,0.5418022794950963
Precuneus_L,0.22917877518598156,-0.008345054980876867,-0.07615495010243396,0.2902667621226773,0.046837708421310555,0.498162506890534,0.5518230414980917,0.018067957683115435,-0.0575451620193468,0.33920672073170516,0.0007399017665827265,0.16316201572943542,-0.4796343203102544,0.8006037339271939,0.29796530276708977,0.27023710639694587,0.39908139174311913,0.2747257685358089,-0.13113125452996613,0.738856320541279,0.21920945503338188,-0.12577037292966622,0.417742423619323,0.7895864642396355,-0.09893769505484785,0.07172503042359055,0.1790997803707435,0.2626659465708282,1.0,0.5513623315274404
SupraMarginal_R,-0.07731237402476311,0.24702635451336577,-0.15325496363560295,0.779324998668892,-0.037581650216180255,0.2940054531576592,0.5806463855195914,0.44686263848369884,0.39984921938050044,-0.027022722497411583,0.3125092613883868,0.1591134791171097,-0.16706942194313582,0.4701350005531342,0.5730105209889881,0.3230753178852458,-0.25645997849435265,0.10989474455672144,0.143113773418569,0.1842936278859774,0.18623271852343556,-0.011150681342453738,0.1352376947436251,0.16335014279055013,0.3431066083075227,0.21707954738991728,0.0615039858831207,0.5418022794950963,0.5513623315274404,1.0
