,Occipital_Sup_L,Thal_AV_L,Occipital_Inf_L,Frontal_Mid_2_R,Rolandic_Oper_R,Cingulate_Post_L,Thal_LP_L,Frontal_Inf_Oper_L,Hippocampus_R,Cerebellum_8_L,Postcentral_R,Olfactory_L,Rolandic_Oper_L,SN_pr_R,LC_L,ParaHippocampal_R,Cerebellum_3_L,Vermis_8,Frontal_Sup_2_R,Thal_VPL_L,Heschl_L,Thal_PuA_R,Lingual_R,Temporal_Mid_L,Cerebellum_Crus2_L,Thal_VPL_R,Rectus_L,Paracentral_Lobule_R,Thal_LGN_L,Cerebellum_9_L,Raphe_D,Thal_IL_R,Thal_PuM_L,SupraMarginal_R,Thal_LGN_R,Occipital_Inf_R,Cingulate_Mid_L,Olfactory_R,Cerebellum_4_5_L,Cerebellum_Crus2_R,ACC_sup_L,Temporal_Pole_Sup_L,Parietal_Sup_R,Frontal_Med_Orb_R,OFCpost_R,Thal_MGN_R,Cerebellum_10_L,Supp_Motor_Area_L,Thal_AV_R,Frontal_Inf_Tri_R,ACC_sub_R,Angular_R,VTA_R,Pallidum_L,Vermis_9,Thal_VL_R,Caudate_L,Caudate_R,ParaHippocampal_L,Thal_MDm_L,Cerebellum_4_5_R,Thal_PuL_L,Frontal_Inf_Oper_R,Parietal_Inf_L,Frontal_Med_Orb_L,Vermis_7,Postcentral_L,Heschl_R,Lingual_L,Hippocampus_L,SupraMarginal_L,Thal_VA_R,Cerebellum_7b_L,Amygdala_R,ACC_sup_R,Vermis_10,ACC_sub_L,Red_N_R,Frontal_Mid_2_L,Thal_MDm_R,Frontal_Inf_Orb_2_L,Thal_PuM_R,Supp_Motor_Area_R,Thal_IL_L,Thal_PuI_R
Occipital_Sup_L,1.0,0.0577416163867874,-0.5653117226276299,0.10155874865397413,0.4325199657302929,-0.003438237280824131,0.09460011384578525,-0.3313958723587122,0.10502609518776874,0.007188732057870184,0.06348730872415657,-0.2427379534957832,-0.3027351659248002,-0.014848358875184332,0.25363463387087953,-0.12333344880460316,0.04902228024882601,0.4478783509779219,-0.010622297322848298,-0.40865388012913323,-0.5753697830973888,-0.18561191749660383,0.5121568257629409,-0.5201205276645327,0.3563039674249175,0.09277368330283228,0.34740159020239864,0.061899409064193445,-0.29913912434268486,0.3252908047305266,-0.03944896441071536,-0.1854278368539158,0.5250616764244537,0.5305228827508073,-0.3522731052817113,0.7816949626926994,-0.27115800398227946,-0.2837902346530007,-0.058005250743508784,0.68181546423793,0.052076566468893616,-0.46255216936217664,0.7562445967808743,0.36470400328823205,-0.07180343279815646,-0.1846123042551851,-0.11126116643638484,0.1857519454147232,-0.08161506731869687,0.13285914365205834,-0.3937622636308703,0.6836664309036916,0.10692476426060472,-0.1213414311025825,0.511170954997632,0.21166276797471587,-0.3149814010570181,0.29514049037809337,-0.5670942756250317,-0.024962458145212543,0.11866182959550454,-0.24936527936411337,0.3272841411382794,0.19979596899222052,0.3001648138422235,0.487694575462491,0.07932068695385691,0.03764031863108423,0.3348477758341859,-0.4801761417510344,-0.027388746233994482,0.0479888973608442,-0.4286734685350481,0.22670388869561303,-0.12207752691790369,-0.0043846640231812286,-0.38305715355034453,0.04688617828470714,-0.12721903441209492,0.34193236449653486,-0.4775068001082074,-0.1658982874978572,0.10108495928661926,0.232503842566969,0.02283821278899001
Thal_AV_L,0.0577416163867874,1.0,-0.36436505295212224,0.3727345608215275,0.41694223587464163,0.24769835044900065,0.3860316889604965,0.29044780944519477,0.17328812474713529,-0.21317562910072296,0.285846752945985,0.2891421626385191,0.4601453987191933,0.07610336326872572,0.0903629237129337,0.34684914874847383,0.13419911888549965,-0.23519694851468265,0.2815821266901981,0.395330145612457,0.02633471196710035,0.4406590045723265,-0.014015682476645277,0.008663363902069812,-0.22190573298715047,0.2636219174854991,0.32447873911869146,0.39923311096906167,0.22784080904006004,-0.0759249230449401,0.07924166657972281,0.41713354223129717,-0.0361632418812026,0.1591134791171097,0.25379856915310683,0.18469109901004582,0.3508431967667798,0.3474429983408982,0.1497506470724743,-0.14732953365648563,0.5029323831515733,-0.0948817429504192,0.3059910110135448,-0.3057682856984051,0.14746401245654933,0.24100448011131692,0.4630738599252127,0.5146649380884277,0.6123322294615177,0.21198984706762966,-0.12750566736278443,0.04218187033412485,-0.20412953947676474,0.29168422582347314,-0.012329259652797547,0.22621086074809116,0.31558150206096663,0.38955756398809693,0.15315358699671758,-0.15039986849840872,0.047166859857967855,0.0884705823582115,0.2222917562513218,0.10180148877492295,-0.12142286402473414,-0.025479351465094963,0.26796000338685355,0.3656941464669855,-0.14269154906968037,0.12122861757419047,0.08029215914581755,0.5912443344943106,0.327749758614239,0.08521870721481052,0.48547980289592274,0.3246568733406453,-0.0933346193934736,0.0630294841026811,0.44713830809756555,0.0605995634891997,0.3538987382785697,0.5859442535291801,0.5607299706379268,-0.04179647759781336,0.13105895524183211
Occipital_Inf_L,-0.5653117226276299,-0.36436505295212224,1.0,-0.16453231263291052,-0.5685368621523695,-0.19007761413930854,-0.11407592309741328,-0.02802346145740251,-0.3536490421735335,-0.03036458802223944,0.031007554631506715,0.15479630060062236,0.014971564029195819,-0.09878233654629606,-0.24063178645908562,-0.08016421517709937,-0.14377959056867334,-0.341753142275226,-0.005723216472952272,0.2831473293266342,0.44012292136158765,0.07494778654602435,-0.4160957902469855,0.4838356613850285,-0.04574786757967345,0.09816300106297861,-0.3733106817827829,-0.03140350289586009,0.17536872205806173,-0.30379320555098216,-0.11189961535756948,0.1133325843319249,-0.2366078627016738,-0.34694194542155365,0.15429576468740896,-0.7188280481413829,-0.026304039702979894,0.037593452984361925,-0.14737547399721135,-0.4526947969996874,-0.14521858495387238,0.5084831062425894,-0.5336569784894275,-0.17616710328092203,-0.05386049117877457,-0.014699533603444287,-0.06823652102366053,-0.32407904925219827,-0.16027936613994348,-0.27470039455667317,0.3158227946231433,-0.47252606723793916,-0.14883408573878557,-0.03581065104488835,-0.44403099596019796,-0.19631832699761836,0.16072272109463945,-0.33238723191995245,0.4246864613916737,-0.04261963864884501,-0.26151233317730777,0.3144120291858822,-0.4355556280110229,-0.11049689031951725,-0.24769077840547615,-0.5389614910827268,-0.13481498073791282,-0.12756286165170394,-0.3239302140975013,0.32201805056963273,0.11112845453386941,-0.23309437007357758,0.23431122698026785,-0.26385537165435097,-0.08003382250872464,-0.17592688105566878,0.3354769923359432,-0.036485854202766003,-0.14172243400265075,-0.2699711226394822,0.2970509329923334,-0.08076390036982617,-0.25271837598168123,-0.2838105531145876,0.017734172397726625
Frontal_Mid_2_R,0.10155874865397413,0.3727345608215275,-0.16453231263291052,1.0,0.579916820654605,0.5335962450619213,0.38661884249024747,0.4345589699415425,0.5717788810469068,-0.031500409851911354,0.6938035686322023,0.5746468248739645,0.5178753861726958,0.419730211986656,0.3813691525357798,0.700740319655933,0.64003813351041,-0.04089164918434888,0.9311795021066122,0.3546660475087918,0.1969507859483299,0.4933995332320646,0.4209675372536011,0.16740612450997397,-0.0457633013279446,0.30399022737084075,0.3880018110161889,0.6158406327520238,0.36770696758579324,0.11703961453454077,0.4720989943930479,0.38976235739992166,0.16886837691999845,0.5343210197724435,0.4670252126039625,0.04468707810268878,0.7040592982021592,0.4076065728680125,0.69570424620262,0.06606686075301714,0.47245216678598,0.199797385790608,0.21439161979317728,0.02524488776493773,0.3535713202270275,0.44201237609728633,0.6703445004191759,0.5663289433962023,0.5306280015863283,0.7394399120358109,0.1174043105340046,0.3168761939477044,0.07970294082009452,0.4561189801266134,0.2164819642363855,0.5047788852241959,0.5829220443633564,0.6810814080442035,0.47420847225449003,0.2789356277463794,0.5872702508014822,0.1659062392756221,0.7363869967690446,0.18586552177395088,0.0753512962347002,-0.006963829139625061,0.31331761727091595,0.6816937928525957,0.20628293562514272,0.473373293493037,0.09730869187807153,0.6154933944878157,0.32169764775423454,0.43651454376650833,0.6029688415802817,0.7112758225232493,0.12638061994118166,0.486422676292085,0.5275198335427906,0.21195053562519386,0.36005668911087996,0.5639075309720802,0.6932138433500644,0.2096893406445094,0.48305126849364644
Rolandic_Oper_R,0.4325199657302929,0.41694223587464163,-0.5685368621523695,0.579916820654605,1.0,0.5688114968396895,0.29760059945083867,0.10060476265833312,0.6374576001592857,0.04894947626011549,0.32031685670639126,0.26338498847211295,0.22444262579771423,0.46170438794543867,0.5485612076587048,0.4862601300810582,0.3993459337045506,0.30259326130316644,0.3925696593912856,-0.03216883691981739,-0.21517909365963103,0.21314975952547202,0.4738099551052861,-0.44787310731251134,0.1848133897994622,0.003261262873384943,0.5706224645558553,0.2166082537183653,0.05097646494622303,0.38119919409083114,0.3231849886567859,0.04559882360731507,0.3544684223323822,0.6714752222467022,0.05384800335087964,0.5866079982189877,0.3533798231618242,0.23407812085939556,0.4285155600485115,0.4954007936791054,0.44803517311994684,-0.291909791955519,0.4516581706435179,0.1614051148302485,0.2182300397343657,0.20243813715406456,0.4137585535210013,0.5390664573712907,0.4996139246321045,0.6661273051718128,-0.18145934149230375,0.5271230135849754,0.20480251304891975,0.4681201764972956,0.5357385394009897,0.41678285251286085,0.2616249824241063,0.7493141713673364,-0.1444314417900793,0.27548037355343874,0.4483931054022629,-0.23138927695302505,0.8013252552486301,-0.05029111380138294,0.1706396228747536,0.461712355486252,0.05105370904242956,0.4069238487159955,0.29728641428986136,-0.008308998246951242,-0.2517478113087514,0.6208203524316496,-0.10836451512262389,0.42412621157565644,0.3942237829368912,0.48455387817027257,-0.14942200061255853,0.33679528457050545,0.247872557991601,0.3876295041168167,-0.06841448449933961,0.3277195085561224,0.47197345631847115,0.4458534686001619,0.21890819758766486
Cingulate_Post_L,-0.003438237280824131,0.24769835044900065,-0.19007761413930854,0.5335962450619213,0.5688114968396895,1.0,0.13612335329816724,0.612480290967194,0.6236490801692602,0.35657189626930136,0.14521481140445985,0.32211364101013956,0.5657202300248961,0.44911073370207033,0.44847405083741904,0.6444437115782095,0.46877700347828666,0.26215136679017137,0.5140384367616312,0.263334441851445,0.3437869033011359,0.46184812322428104,0.34065258107257607,0.20494560540391302,-0.019109385905204397,0.2954187739672827,0.2239552816604686,0.1125225130131008,0.3515004578471863,0.3837248799241957,0.5842006958115095,0.18188109346798248,0.09796039685803387,0.20681046938695488,0.19014648841776696,0.11180904328561556,0.7597707423306203,0.3253825056721758,0.5695287636902918,0.09392088242200983,0.33283418761985917,0.15174927313327996,-0.03136330515096631,-0.02281511970736662,0.2214480816566823,0.353925724347111,0.38954804520946684,0.38428155040661643,0.4534321446903526,0.5590593392480931,0.05012770069796708,0.14544929946699542,0.3240242442155281,0.4442060979817326,0.3551558917759127,0.534238899769211,0.5682504517698399,0.5300276707684886,0.3011154763097576,0.45429902350333484,0.46691819492436154,-0.09521398373647172,0.5237639138107917,0.053108800572426694,0.06645653431169943,0.25294945665321683,0.15995407426175556,0.4904185890561316,0.4605799819951538,0.5042662759152693,0.11803896670301585,0.4575830902405779,0.10072562544302842,0.23348901064194189,0.5741217005449784,0.5724929403140897,0.08327350854342883,0.6634926221156207,0.5134230974078335,0.3298335475836667,0.25089872734405405,0.5575106581448207,0.4423711645896497,0.29629117919397047,0.24829793489462934
Thal_LP_L,0.09460011384578525,0.3860316889604965,-0.11407592309741328,0.38661884249024747,0.29760059945083867,0.13612335329816724,1.0,0.18880345839723717,-0.11619907100318022,-0.12805355516622507,0.45084038671378046,0.14689163813876432,0.5852657872578959,0.09996530995316716,0.10787613021152628,0.14833007054730735,0.31942050707704306,-0.1728955649261942,0.3822067482874727,0.6085599959455853,-0.21455413868052217,0.32277888252447906,0.2675213980864683,0.11382248924458334,0.10717248534170902,0.5486999734667072,-0.07077640733672341,0.5786800657801953,0.4535750657836723,0.044614144046554796,0.18413681291057543,0.4994546906211454,0.466544293511649,0.4046312779075225,0.11269364689352529,0.009942581051478662,0.21978354877282738,-0.0420739840898005,0.12860355115886057,0.050077102111055025,0.6544666122238878,-0.3622492022951934,0.29331973540072814,-0.5456024923678833,-0.23364741864761626,0.030146709323975302,0.5852005338102038,0.7303831227179876,0.3130094842658946,0.2116571085471552,-0.47502524473193336,0.3066547985930996,-0.5112835057257755,-0.023125313747809968,0.22668832640504963,0.3989612284744081,0.20392166218164287,0.4207494799067918,-0.018733985318879418,-0.2542222211401077,0.11066355871712712,0.49001209407534047,0.26546021862166724,0.6076690306357714,-0.4618225627113466,-0.15670420206520516,0.6514614808615562,0.31566931634002404,-0.05776777977702199,0.02641441816938957,0.4106736628058453,0.21333311861800278,0.30730896571032473,0.0746624694508089,0.32953339963345096,0.44543804398599773,-0.43420730577219313,0.16767459843240626,0.53422691209635,0.293046807816106,-0.00743008050826164,0.24956190182208826,0.6525632953369079,0.20540706214664625,0.353238933357757
Frontal_Inf_Oper_L,-0.3313958723587122,0.29044780944519477,-0.02802346145740251,0.4345589699415425,0.10060476265833312,0.612480290967194,0.18880345839723717,1.0,0.4016843553116196,0.24495057419941882,0.1249491593141872,0.3305984789132558,0.7663668376990072,0.21359276200036145,0.15363631307414452,0.5466039058737688,0.40731588243076977,0.009056292895558192,0.5266553434970811,0.4780309250614612,0.40923091577946236,0.601820319637984,0.14417065071276502,0.5495139340196593,-0.2177050090577378,0.3855706922525252,-0.032252654553535126,0.24958231310445075,0.4718971398956963,0.14684618269851504,0.5104645844077746,0.3077972921429476,-0.11857421478265816,-0.12689557485580333,0.3674328628209295,-0.19538880208814502,0.7736865808411625,0.3535804975536694,0.512340590400778,-0.25649235407473886,0.2645653420764255,0.3011511371490248,-0.24061972555094868,-0.29000496319575503,0.2785540239074404,0.4471160747906906,0.40444414406798346,0.4346448423420492,0.2654757598533643,0.257614560019617,0.1199885659518507,-0.1218719285892056,0.09299640429167548,0.2008393005329681,0.06750866257885423,0.4012373188263184,0.4609026361450121,0.13955865897919031,0.5592783607117456,0.1499072217131029,0.32975011049733843,0.14434068779045758,0.21132846573026315,0.3188685503662823,-0.1891321346818863,-0.0030070869887275026,0.4808465724710365,0.4728309665306002,0.3388173333333782,0.6076758529092133,0.49853658711252974,0.20731434008929076,0.36879505923871214,0.07971597898979034,0.573501304585344,0.4507355942072371,0.01812867959857333,0.5561495380649305,0.7681176906973803,0.09424360210392821,0.44693211917196696,0.6125517432555138,0.5431755106890215,-0.038528481930388374,0.2710583164814977
Hippocampus_R,0.10502609518776874,0.17328812474713529,-0.3536490421735335,0.5717788810469068,0.6374576001592857,0.6236490801692602,-0.11619907100318022,0.4016843553116196,1.0,0.029357664278314547,0.11760094795584054,0.4763194623606746,0.17818254882453757,0.42853163309659476,0.5205691790311308,0.7146783985909335,0.49994868688353306,0.23021129891714778,0.4841413584776276,0.011072521442339545,0.09797812164350532,0.2704378372499247,0.3841765648350025,-0.172945638724835,-0.04614047619286577,-0.1330616396693196,0.6246908593464976,0.05305309780832817,0.16574877399710947,0.2663119597657862,0.4048119499357851,-0.08809233275242445,0.00732712502181717,0.21707954738991728,0.3381547814277343,0.3173740017984061,0.5935999764170763,0.5634144957429319,0.6840458642577738,0.24500142707018605,0.18626129220333654,0.15674004397972516,0.05737921724358907,0.39930577551655394,0.6604312946287161,0.4397806701148755,0.29359367674974884,0.2622442851056743,0.30096865633772235,0.6375950565096608,0.3639335163598297,0.19468065908682228,0.5141284507549575,0.4997819513581767,0.3140942858099004,0.33516253293342063,0.40311288550717167,0.4866147235918567,0.28956701408832763,0.5142715954446002,0.6102320557196413,-0.1863481638845867,0.6614449771320472,-0.1273241572262084,0.336332944383789,0.3589748889582751,0.021757302759973823,0.39571705016342207,0.41702238116056145,0.40282852955625503,-0.19146514394350667,0.5246100116923318,-0.06916866575038122,0.6044194470287407,0.46898171059010707,0.49817040850524236,0.32042101003123546,0.3054887027712225,0.3143364020137367,0.07365783226719148,0.1923893156774144,0.4264164698575919,0.2851452725046211,0.2828218277151572,0.2911583391219141
Cerebellum_8_L,0.007188732057870184,-0.21317562910072296,-0.03036458802223944,-0.031500409851911354,0.04894947626011549,0.35657189626930136,-0.12805355516622507,0.24495057419941882,0.029357664278314547,1.0,-0.24548524298103988,-0.23150966930244568,0.04404395482636533,0.18084337381533808,0.07556762623122923,-0.07878990673810925,0.13086729330254457,0.6740466578848398,-0.041704761757760125,-0.27081931175446367,0.1900844277287474,-0.09830919030914125,0.3186052211395774,0.25939084760690767,0.4100989645372957,0.14650299884705675,-0.25049664103972563,-0.2894966562144908,0.03764003375180238,0.7743220666058092,0.46888507393655915,-0.11956189137335527,0.24433934837106555,0.04169901106000758,-0.3232692269079569,0.11147524695524136,0.10102936338553853,-0.1697065645587303,0.11138880822608586,0.30464664124706414,-0.3589162983808842,0.11958308018322708,-0.19715641394753647,0.1428019935213298,-0.08868223378007947,-0.23317486992980468,-0.3708659358388537,-0.13433559860045516,-0.05598520650028272,-0.1093066233167859,-0.09028252750068935,0.19392365494136676,0.2929475114847759,0.00018171887639553805,0.5418909747207393,0.240317819735904,-0.0186215965511665,-0.0575140462566466,-0.13936427023665082,0.29025391856681754,0.1047474121879231,-0.3325910848492447,0.02191080434077162,-0.01360839212933335,0.23132094883089463,0.5648178332758829,-0.1446418002171713,-0.10034352396501614,0.6935235889927677,-0.002478010084478958,0.13780148463791322,-0.25919822479692006,0.06218011898237597,-0.10830542974976971,-0.1657567662164236,0.020172862236497235,-0.20656906681367035,0.4587817886121677,-0.10504641529254956,0.41851588413188034,-0.16287917301390165,-0.15559439896130067,-0.10591697824186491,0.3820649374163625,-0.03291540638940077
