,Thal_MGN_L,Cerebellum_3_L,Cingulate_Post_R,Cerebellum_3_R,Thal_VL_L,Insula_R,Olfactory_L,SN_pr_L,Supp_Motor_Area_L,Precuneus_R,OFCpost_R,Olfactory_R,Pallidum_L,Frontal_Inf_Oper_L,Postcentral_L,Thal_PuI_L,LC_L,SN_pc_R,Frontal_Mid_2_L,Frontal_Sup_Medial_L,Insula_L,Thal_AV_L,Cerebellum_Crus2_R,Frontal_Inf_Tri_L,Calcarine_R,Raphe_M,OFCant_L,Precuneus_L,Lingual_L,Heschl_L,Occipital_Mid_L,Calcarine_L,Thal_PuL_R,Vermis_7,Parietal_Inf_L,Rectus_R,Vermis_9,ParaHippocampal_L,Temporal_Sup_R,Caudate_L,VTA_R,Thal_VPL_L,Cerebellum_6_L,N_Acc_L,Parietal_Inf_R,Occipital_Inf_R,Thal_VL_R,Cerebellum_Crus2_L,Cerebellum_7b_R,Thal_PuM_L,Frontal_Sup_2_L,Hippocampus_R,Frontal_Sup_Medial_R,Amygdala_L,Temporal_Mid_R,Cerebellum_8_R,Rolandic_Oper_L,N_Acc_R,Temporal_Pole_Mid_R,Thal_MDl_L,Lingual_R,Temporal_Mid_L,ACC_sup_L,Fusiform_R,Pallidum_R,Vermis_4_5,Cingulate_Post_L,Temporal_Pole_Mid_L,Thal_VA_R,Thal_LGN_L,Red_N_L,OFClat_R,Frontal_Med_Orb_L,Cerebellum_7b_L,Thal_VPL_R,Vermis_10,Thal_IL_L,OFCpost_L,Thal_IL_R,Thal_VA_L,SupraMarginal_R,Amygdala_R,Thal_PuA_R,Temporal_Pole_Sup_R,Thal_LP_R,Cerebellum_8_L,ACC_sub_R,Angular_L,Heschl_R,Frontal_Inf_Tri_R,Cerebellum_4_5_L,Frontal_Inf_Oper_R,Temporal_Sup_L,Thal_PuI_R,ACC_sub_L,Thal_MDl_R,Precentral_L,Vermis_6,VTA_L,Frontal_Sup_2_R,Hippocampus_L,ACC_sup_R,Thal_PuL_L,ACC_pre_R,Cerebellum_Crus1_L,Temporal_Inf_L,Rectus_L,Thal_MGN_R,Thal_PuM_R,Putamen_L,Temporal_Pole_Sup_L,Vermis_3,Raphe_D,OFClat_L,Cerebellum_4_5_R,Cerebellum_9_L,Thal_LGN_R,Occipital_Sup_L,Thal_MDm_R,OFCant_R,Frontal_Inf_Orb_2_R,Cingulate_Mid_L,Parietal_Sup_R,Frontal_Med_Orb_R,Cingulate_Mid_R
Thal_MGN_L,1.0,-0.09437927246127435,0.09572168398893625,-0.2783391883107617,0.5851144279179877,0.21641554891862788,0.4819881628538197,-0.14922776819922953,-0.13852479664441242,-0.30835249254660363,0.38350913678773485,0.5177728931742974,0.6906830681620787,0.1844431891744951,-0.44673044318910493,-0.4904710086526896,0.28543863145878806,0.45781629078800945,-0.030224363862674717,0.2664129881459923,0.29265962984596694,0.0741467533157766,-0.1861782780694643,0.34200607458646426,-0.38037427793775747,0.5000497426723058,0.47178855982349754,-0.4796343203102544,-0.07234555334636622,0.5468381890510774,-0.33931247807865134,-0.5915062668841333,0.4433038908399424,0.018862783511173025,-0.5287180381693015,0.2964490025592277,-0.1067905291841483,0.3402291379524439,-0.010715780252599734,0.5426274965259464,0.4574797779056235,0.05821715669627923,-0.3711961621532235,-0.1789119513401675,-0.3707589500482325,-0.1218045899950807,0.05813998192043512,-0.2059535787393847,-0.07174038144479704,-0.3494389217901249,0.22873154972887128,0.4366218362924808,0.20100206749772545,0.3440813900112644,-0.07803180681066552,-0.10771056573625828,0.06780479666533411,-0.22391692753513998,0.10545055811872872,0.7714253145911734,-0.3675016789200137,0.07200738451745223,0.04155185548743573,0.12023047147908292,0.5134123932660775,0.11897125973148966,0.3812798795084943,-0.0430270199546717,0.4467724052086135,0.19283530901764157,-0.07766682647554848,0.42557255645020653,0.18670928931308114,0.02923426909743674,-0.17920317430025826,0.1505086291245087,0.0881054897281646,0.585121109669725,-0.0231620561726401,0.26629481496946744,-0.16706942194313582,0.0590876859862008,0.14192498838435097,0.00031737606888982903,0.12127721006807585,0.04713022032484854,0.5302276665945953,-0.5614637186060213,0.09274861281154442,0.27506358326726765,0.11664240405849988,0.048201441206876694,-0.05649143119119772,-0.18247434613215072,0.6019937235989793,-0.06309483883972565,-0.3576551244496074,-0.3726278264840764,0.09419355281848267,0.12948960906748214,0.505280038483963,0.3493705730522543,-0.27403743333845276,0.41477435413094393,-0.21631831562013326,0.3402106038166008,0.3733529241055458,0.15725711843287898,0.22481945651231952,0.39672946526545383,0.44413862469912846,-0.4062352542917036,0.26089788867866404,0.42665101612392975,-0.01790510553227767,0.001961678610696629,0.1980521543052997,-0.3067324765165672,-0.1106133502179418,0.4142738320548137,0.41738049496893903,0.42914832506100065,-0.321007952286758,0.15349500484349873,0.1816492272465427
Cerebellum_3_L,-0.09437927246127435,1.0,0.5738524068669567,0.6324164964736565,0.019347742385035865,0.479878177563272,0.27251112179759246,0.2799039637406103,0.43787250681656953,0.6767687004663214,0.22940537764276603,0.17348700522267432,0.08553932839958908,0.40731588243076977,0.4119196814001868,0.3208331155864781,0.3005374880126724,0.14834350956074036,0.4311696979646752,0.18813139212952393,0.4282278607826532,0.13419911888549965,0.1810379255965512,0.20221176952527664,0.5165624113321793,0.07934506691112601,-0.0009748544400765701,0.6315451127879838,0.4696672625567553,0.010611576430749416,0.10982932370483182,0.6149579839820544,0.08826972642230246,0.1770588643819256,0.30205105110029523,0.11003379402976264,0.40650041499431855,0.253999111726091,0.47182695072942127,0.23504011341477507,-0.05663868424367817,0.14398050396433465,0.5450787824668613,0.32425673115886855,0.2771199349529606,0.07722111897721089,0.4064324517529549,0.11746216805063846,0.1521972066072691,0.3125116803428001,0.4410040260685715,0.49994868688353306,0.38951420931454184,0.14888546621604273,0.27982767043728274,0.188882567071435,0.3873642666321167,0.10516208960091847,0.08832220494510477,0.05204454089554849,0.7099233785486726,0.07098299443060957,0.2903439966201815,0.6112524805684849,0.26126490208035663,0.7069175435439568,0.46877700347828666,0.09054596222093156,0.2579486661332874,0.15091957339371428,0.21565250657214105,0.15226930265678382,0.007493140166590762,0.09616000631339108,0.2568265359953188,0.7557768950002313,0.34754292643776497,0.06771840245007464,0.34112579414051486,0.2685826826380116,0.39952949518976394,0.45766746659607327,0.39127311390457664,0.2833194006416182,0.22465990796292218,0.13086729330254457,-0.06763423937368698,0.2933703548456162,0.5449471913751681,0.4582233234735105,0.8775445500927881,0.5747592853069023,0.24310685067263052,0.5717810925783126,-0.12589756214307066,0.029843407787496272,0.4493791953880686,0.43211054628040885,0.24734564027920766,0.6381281135958,0.2770468094377863,0.3340632721583061,0.12080338775654474,0.17245346311106208,0.18302594942450182,0.17886470346930614,0.15522188003558005,0.443917238649668,0.37763078105249237,0.4331645876769094,-0.008772252143317083,0.7234670703417779,0.35306198236297354,0.024076523935526672,0.8450253707102663,0.24773002023149335,0.43904503579581616,0.04902228024882601,0.2706148889747393,0.24745112763832178,0.2682204008634927,0.514094166167376,0.1517715871429628,-0.04126845513623498,0.6493509810484833
Cingulate_Post_R,0.09572168398893625,0.5738524068669567,1.0,0.4820536841097601,0.19745268283956993,0.6510093609820606,0.23478644915205846,0.19871814560438786,0.5067521018793658,0.5529894231112573,0.22756022149406885,0.2446063683932668,0.3037334579075148,0.625041765134803,0.3232361571557244,0.198733782622359,0.3572732730520057,0.34932235359527364,0.5753844645026117,0.28051709800555324,0.5430138151919368,0.3490095750055987,0.15760636729470484,0.29755474505563917,0.4334462613604167,0.25713503226306167,-0.04423242475130502,0.4020999780249782,0.4746822056323275,0.1592638776962022,0.03308085449052811,0.305818028862748,0.22639522183825267,0.26186941273047243,0.19115264540616766,0.19977674684442287,0.35371329360755616,0.27668842506374436,0.48682796537023126,0.39890184002770923,0.20078320984605516,0.18817401438776044,0.3030797164124624,0.2541256820824662,-0.022225309580540354,0.1784723344533064,0.447416494617059,-0.0441987997893536,0.2212186885829042,0.12766069203957064,0.47678107154034005,0.6337664004706047,0.45419948903418605,0.1460531755590888,0.29432439909299957,0.2560678971762091,0.49547098495229225,0.1567369086439834,0.1480947493185625,0.2589219258070286,0.5120180878690287,0.10399787501316647,0.2973657861066558,0.5218591888614605,0.5772423859748371,0.7724758244440229,0.7676792944243256,0.019454730159898577,0.4049146313341306,0.20818668025230028,0.20204147209190387,0.23060645845535818,0.0984441120460591,0.13236417514616408,0.2560977500743978,0.5494913341251267,0.20827222979580887,0.058199649173642336,0.19561648467381149,0.38008685315040147,0.31452337231771504,0.32170693159866554,0.5148588684669967,0.2754978055647067,0.4320937741318099,0.21340667808037916,-0.03187919951408062,0.20774646439631037,0.5634736859370858,0.5497465419407095,0.6725669797690607,0.630662314757738,0.3195206854727549,0.4924605145750464,-0.06177624250103665,0.08552791616237859,0.4237727750668104,0.28618337106198166,0.25240968836767835,0.587619179404531,0.39457342503289916,0.4947973445836774,-0.03141869124492943,0.1795337668642033,0.1580239901875814,0.17118828984693854,0.22195384199386878,0.5049296518718124,0.6305656166454954,0.5037116592148396,0.041230949524875986,0.49001513969771165,0.46319646666314673,0.12163849217114324,0.5878519508131448,0.3151005059367727,0.32431117724531194,0.08294171857463851,0.2866748035602322,0.2149497027191494,0.3098960169951607,0.6931739117868922,0.0961220133739697,0.0046292174586548725,0.7890499356050622
Cerebellum_3_R,-0.2783391883107617,0.6324164964736565,0.4820536841097601,1.0,-0.2332361585578638,0.5430571726107108,0.047501144988061295,0.24413793805146256,0.6343711218145046,0.6560003234655308,-0.12779316587034598,-0.11623166568911554,0.09271814777565561,0.20855654208067534,0.4543057139497098,0.6763579094966018,0.4426783995931095,-0.05470058709526321,0.37481964204055696,-0.0632928151277482,0.38124110497380354,0.2117777092202565,0.49788294294592095,-0.03591904788585398,0.6981747446991109,-0.08056462048262324,-0.282556725438653,0.6758572737885523,0.4610164261831327,-0.21307481462775127,0.4097052337455017,0.6688867705350373,-0.18658566429955595,0.34773459958320996,0.46494382739422246,0.16255127754550844,0.6665127312601056,-0.19221579806502642,0.6276470703472711,0.1532800274477639,-0.1641498692517854,0.16454432073521144,0.5694354083828758,0.46913771052680914,0.39789837972305464,0.35445367406480444,0.5772719106683808,0.3857718981980513,0.44908605669798835,0.7322489765076992,0.2618549009177097,0.2334532480615974,0.2870940745949021,-0.1379834579005576,0.4784739678895221,0.4524131144586567,0.37324830307794876,0.5307510816059543,0.050153376810228946,-0.14401696846419051,0.7486210309635744,-0.11459836262372426,0.4317433535266857,0.47524014932779374,0.11537879632492178,0.40205494897027133,0.4054904762107241,-0.02265658639580186,0.2594444438951906,0.2103104431903968,0.2397102537373197,-0.10427077214636289,-0.0664954652539819,0.04877962296800742,0.4964323892897462,0.6461702941439439,0.5302600460327304,-0.2146334096024797,0.22076475070589358,0.2617905832031649,0.6788704161857476,0.3671756707356413,0.2586270319052592,0.36813430231446037,0.34697706742744944,0.19639889892397802,-0.4826064415404649,0.4748615980913578,0.480435825175965,0.43640833380826677,0.49252417882027555,0.6149623373585915,0.08850412534339311,0.5708092877798702,-0.47491699536363907,0.27481115897429326,0.4426456772711854,0.6773655896034375,0.24328815667878834,0.5072389089216256,-0.07725838631708058,0.2628503980431105,0.1112573494821752,-0.16215514933861308,0.3042797839940537,-0.13405600778618515,0.10989738299372664,0.16870597078748478,0.20026014487517682,0.4135630249574156,-0.31072688466400267,0.8451957823941172,0.37944946145049524,-0.04160994118130472,0.5346721183356452,0.47864458775394525,0.056082382887109594,0.3764766235814065,0.5629179655789869,-0.03884406921884651,0.04755274664932637,0.3014910886817928,0.4746733077203018,-0.10974758773522063,0.559741298363198
Thal_VL_L,0.5851144279179877,0.019347742385035865,0.19745268283956993,-0.2332361585578638,1.0,0.28509820709709904,0.621042548204698,0.17047190624692665,0.054342753291561526,-0.024726065356292005,0.38557180659658047,0.6554227723676491,0.5094581455014799,0.4954245938471735,0.029835899356150237,-0.14492023507884771,0.025430575439438507,0.6030457536884756,0.36690931232990753,0.5585081995860844,0.6246529721305046,0.2649967298385425,-0.6382567677650998,0.7670421143451983,-0.6086309333201713,0.3921613883573717,0.5456933658610947,-0.16231310306934327,-0.3543219630211944,0.7461851256031756,-0.4899447422367664,-0.4617885120781077,0.6655385971510513,-0.5111828655048702,-0.1483023262198027,-0.022569156941703344,-0.4601842934029577,0.7698231369764669,-0.4079146115260696,0.7658940335324911,0.11510013459215185,0.6562752279595652,-0.28186362998396436,-0.09620038059244274,-0.08976601269106169,-0.5608389945751827,0.11037377491443695,-0.507417147512807,-0.5971414547505963,-0.5594935926432504,0.6364068654998137,0.23912243986887302,0.248938252699062,0.43517434502538666,-0.5906034271797962,-0.5480549771696503,0.5338620461002089,-0.45388007272248454,-0.33394648187562254,0.5881956371335276,-0.4819724450940755,0.5875488355981132,0.19874174588770985,-0.25230944790283494,0.420187663552092,0.11281185588108589,0.383746957617759,0.1602959919159424,0.4437553787258104,0.5510869882478289,0.2883900301729988,0.28411095898021577,-0.09599610646189534,0.4295442699861221,0.14763652673680486,0.30734227419631005,-0.2583569987961601,0.6763086344530133,0.35859331209441325,0.5508332204211811,-0.44159787874054257,-0.014130213038692357,0.480899896686509,-0.33558042901540597,0.11974111962753316,-0.15499404450638332,0.6027385185405728,-0.2786488998931847,0.32166598707659527,0.2696881146135185,0.21243780419900965,-0.04996683097661058,0.5388167918748564,0.010508876819007138,0.6555596935687606,-0.2896078513025172,0.013985371529085891,-0.5821949156499261,0.15617151898872256,0.40724404791589763,0.8049596975577789,0.5620311868668263,0.2910617006127716,0.478928999990659,-0.25008191307040195,0.5183837526018227,0.1233145604251217,0.3372907333183663,0.5958970897220505,0.4751603487945037,0.6549132434197165,-0.44686186077676926,0.25238372676247134,0.6479271049950667,-0.013369006175847745,-0.33690297359478877,0.49135502692178396,-0.6054502244984121,-0.30334141485192695,0.6065226160892624,0.33456276234333615,0.6318223017564722,-0.4792536553167351,-0.1641007167357386,0.2946022898062236
Insula_R,0.21641554891862788,0.479878177563272,0.6510093609820606,0.5430571726107108,0.28509820709709904,1.0,0.44734712223101253,0.30603483110139257,0.4608044022967105,0.429060075623505,0.2886086201340115,0.39861058697396073,0.37217655776029246,0.5728920150713036,0.31070285031118317,0.2845742132411793,0.4020589294643835,0.5842696360781567,0.510493698914555,0.33980643268888844,0.6863483467431183,0.3078390851403716,0.178376661265652,0.469461506891623,0.3484219826274407,0.3179901183808604,0.0271276534191855,0.33909870587051605,0.4530812921424276,0.24861035749826474,0.10824335245161047,0.2876197389019467,0.10351624016924765,0.24586022942719415,0.25190366668655395,0.31908055412834535,0.45071099012962623,0.2875632873760904,0.3761975668716098,0.5148715668766586,0.2256507473622135,0.31157259874570853,0.3742127943618347,0.18094185766668813,0.013879610389691557,0.16496396170993105,0.5547828685544567,0.07153826485184761,0.2541181905805212,0.27153483443501747,0.5481590073707343,0.5362225134373839,0.37902707651712986,0.24636311948406947,0.22439224664678997,0.2775117903893554,0.5752983543808248,0.23422552860353751,0.12193740287356239,0.3579010637331249,0.4241872829172393,0.25579685319918416,0.34669324388043427,0.4228681211311019,0.5585690979266282,0.5807313511347295,0.734694057035048,0.2159237865010027,0.45641034714165,0.3551300393702899,0.5046008159461244,0.16495350479567583,0.04249490199398357,0.16892254078160204,0.4331415687088495,0.5061671782252642,0.210607722313471,0.2091730832970938,0.21395082830418122,0.42977907509094765,0.2593036168830662,0.2637853423732615,0.44283902755432936,0.2275095971465567,0.4203236457020128,0.3397869369430622,0.0855555866818364,0.20086273344571756,0.5681036306756063,0.5608311523808883,0.49285790766955667,0.5405770721996002,0.4008964143230626,0.34012145972352575,0.047891896305942386,0.15754697254388358,0.3735788558766238,0.36930961983172017,0.25643173236222744,0.6048240642716606,0.45925832398692157,0.5422110423371711,0.025828367378250065,0.2787941492171736,0.24220812359896096,0.3049538133473583,0.3324920049079221,0.26342046207651265,0.5113470922010392,0.6112631807482266,0.19333526360050005,0.424070818956459,0.501979033984251,0.27584121674614753,0.37414115381587393,0.42073765754498893,0.2535734340374966,0.11529363071732338,0.3092402514767356,0.2740081906227247,0.4307265474127164,0.6360546224057421,0.16085949405088223,0.03407276647595843,0.6732301461984355
Olfactory_L,0.4819881628538197,0.27251112179759246,0.23478644915205846,0.047501144988061295,0.621042548204698,0.44734712223101253,1.0,0.20986096317192218,0.2569752387611808,0.25794331511403645,0.5933057064884769,0.805690935697977,0.5226226071479612,0.3305984789132558,0.10661797691097717,-0.006889843695416034,0.3107566895717009,0.520931948807563,0.3661807057756145,0.3406322784851683,0.6003411310140359,0.2891421626385191,-0.18193673227373966,0.5365731013346334,-0.2054074726995055,0.4195786452413843,0.5708697228041775,0.10964772840914454,-0.18652795313128392,0.3641558156072352,-0.1453554805977727,-0.15487287008844336,0.42189505097244123,-0.27869027314648953,-0.036810576725753386,0.3926654485217487,-0.14747862017841318,0.6226297773854602,0.04221770593929612,0.6470069927153571,0.07485180440294668,0.4771443513790645,-0.07268972775303707,0.12942279158340952,0.11750679277741725,-0.2256539163490344,0.21873931160762855,-0.217988013123973,-0.19025386670263555,-0.23481537538336092,0.6133267271260857,0.4763194623606746,0.5274465410022982,0.3156046712643915,-0.15283322601973273,-0.21951813627060257,0.3647247269955365,-0.12444912687365403,0.0387470335219072,0.548656775378603,-0.10842628554507872,0.2567725456769908,0.36837732421463815,0.10201265370218565,0.48629381725206905,0.28417644012367327,0.32211364101013956,-0.016207333423634153,0.5193698024748656,0.4637707366731933,0.314308768105735,0.48798706400237635,0.061160687874692345,0.31513334352507627,0.06782161402206342,0.39108005007525887,-0.014892609889900288,0.7722045513702601,0.3238067179797962,0.3923088164212289,0.03181334924483784,0.4009019351906189,0.42399264751179877,0.063167620759674,0.11141032093804872,-0.23150966930244568,0.5199248303714541,-0.04333225354665281,0.34807374006284003,0.5187341873050192,0.36806412288241286,0.3289151658468468,0.2741954748960707,0.1861355490452796,0.5665491935845128,-0.2542015659845589,0.12683423050026696,-0.2952449952997451,0.12396900367292034,0.5974408430439802,0.6293318302391412,0.5675429555918461,0.2362673579505033,0.4443269351582843,-0.21842741212768688,0.30573949674015444,0.4936600363262177,0.3818969316427672,0.45376136735681927,0.4980353812602254,0.5144289982478247,-0.15197662299905326,0.2799918749988651,0.6130957488821448,0.21061018473217466,-0.14503183665014682,0.48073337490935,-0.2427379534957832,-0.1330812076626058,0.5728237264412417,0.5562840013349348,0.5316423623066558,-0.08499780720763915,0.08035613297001003,0.4787570821797721
SN_pr_L,-0.14922776819922953,0.2799039637406103,0.19871814560438786,0.24413793805146256,0.17047190624692665,0.30603483110139257,0.20986096317192218,1.0,0.29952786801877773,0.22807038722388906,0.09022929751298572,0.34783408202100535,-0.00991518814201131,0.3604371658383674,0.30574754450316866,0.24993437814766192,-0.03911429357870748,0.4102569554449376,0.36457405143862837,0.223576325622106,0.28409325028174987,0.218315914296512,-0.09371323296397618,0.30795386561871047,0.06671714440463439,-0.27431048583340084,-0.04180181380077499,0.22917877518598156,0.1310901083427978,0.12851304771732594,-0.10018220921354813,0.2267491247596405,0.0887872049068678,-0.018413117131739952,0.2269875069465836,-0.0892435007757813,0.022981716395194387,0.1820916316380698,-0.07264234777179482,0.15857834552949202,-0.3226357721802745,0.3572755458311758,0.24520169962972446,0.15003083448711724,0.10779580230375127,-0.10185038788765079,0.18248417680814058,0.039273532030254334,-0.0945954401898712,0.023111760763865185,0.2875771199499285,0.06778929667906895,-0.015306842095737155,0.14297963870829966,-0.14983439643084082,-0.025436960739104838,0.3723733165247438,-0.12226640023782002,-0.13168896518935677,-0.02936536433572915,0.10122662670519225,0.30641227032017593,0.1628775796490716,0.02833373273475635,0.01047146068053439,0.15960366256479053,0.18788281755316735,0.20206904915330925,0.07487410948836584,0.38040945224548617,0.40611590903109623,-0.15856568310950966,-0.030630118619732912,0.37559927306623214,0.3245831622501044,0.32341680204164297,0.16441815502806892,0.031834461759393855,0.2644863933261821,0.23530596099978365,-0.07731237402476311,0.1238043806059875,0.2169201114513419,-0.07785907462521362,0.14628733636236252,0.16164259141455276,-0.051421648653100546,0.13360381317638917,0.13470839996282363,0.019423697528885665,0.2872394390347363,-0.0035526819829933133,0.35895565575619104,0.15454203464190408,-0.13282590832556798,-0.06290854816004236,0.3107860558647886,0.09140580689864913,0.4164160972489561,0.2550464693663684,0.14426986501124966,0.18648764713390933,0.21818152738522098,0.040724114330914205,0.1571412474578713,0.22644036470744328,-0.10580205410486307,0.1268803473941371,0.28789953425848747,0.1635963706575506,0.08608126533789541,0.18434969112948454,0.25186185716729376,-0.0399833632845376,0.2506623295435688,0.14068528249496834,0.2099872332756651,-0.15338419331439293,0.056849611402942306,0.2620994856581607,0.10742781635869204,0.2820163098994627,-0.054152958309607056,-0.22306996909789872,0.2452339734597876
Supp_Motor_Area_L,-0.13852479664441242,0.43787250681656953,0.5067521018793658,0.6343711218145046,0.054342753291561526,0.4608044022967105,0.2569752387611808,0.29952786801877773,1.0,0.6458392208996847,-0.05881265624552384,0.10706159596306566,0.14720187244726823,0.4346448423420492,0.6491845331703956,0.5956964977372495,0.2579686181557868,0.09828066131623028,0.7835278355698051,-0.19992072408834258,0.5336337686876688,0.5146649380884277,0.17323808532274856,0.06196355385242379,0.31847351239574556,0.16436723870898165,-0.39132641362382325,0.6122134806150673,0.10525726354922854,-0.25670824245618223,0.2834000098461768,0.28741711052029156,0.11589615064718317,0.052006441334779864,0.47190114850759246,0.24925767302800286,0.28135989037319725,0.047321343293022074,0.40712848514910616,0.2200421933064952,-0.2937636985717434,0.4426499632468329,0.19309609913020098,0.7720297446104775,0.35228135136766203,0.22762049312558832,0.4201944618582832,-0.01751974359847799,0.1752313262434742,0.3328783669360342,0.37411033963227897,0.2622442851056743,0.17017486332652204,-0.41076125108585565,0.19153099737475407,0.14779982347675658,0.5911566090053736,0.36656498191068737,-0.11079621406192584,-0.1372818689367755,0.38418548837427147,-0.06838294550430288,0.7798378718598457,0.23341693078534845,0.31673461984347817,0.3724479369355242,0.38428155040661643,-0.2761396749601892,0.4560844465839933,0.2436291087077691,0.35918818727306023,0.011394578912093587,-0.38405906310540805,0.1266068319783532,0.4534681795752021,0.5415931726272849,0.0885609240273042,-0.1303766252884267,0.4246451632587656,0.41493737887654536,0.49754057001828156,0.16513339056402787,0.5404581639828165,0.085276536692343,0.3675837686838241,-0.13433559860045516,-0.4347042400046662,0.37844247428102396,0.5523357760247066,0.43149705935471777,0.35264621153680314,0.49327134154628954,0.20654279662039907,0.39345464316273143,-0.4067627019711423,-0.1369572765441189,0.7391516975507714,0.2254880282820426,0.02507929134233603,0.5579308473674076,0.13665801168999275,0.5616731901686927,0.2622895170384484,-0.37409459299225284,0.053420168219036786,-0.27522750309971505,0.20431707371996194,0.3330115965824975,0.542685099746072,0.28852801534694017,-0.3743092096345091,0.44821662729883055,0.20017804145423992,0.12784583326730684,0.3338402214449047,0.0934336293666113,0.2802497778731082,0.1857519454147232,0.29736636102648484,0.07574118426150442,-0.02898489328066696,0.49940023007636003,0.4218793733012469,-0.44690544760610235,0.6978251672240378
Precuneus_R,-0.30835249254660363,0.6767687004663214,0.5529894231112573,0.6560003234655308,-0.024726065356292005,0.429060075623505,0.25794331511403645,0.22807038722388906,0.6458392208996847,1.0,0.10776162163094034,0.05286387003587084,-0.018408537446919875,0.3612754390997354,0.7126837249738125,0.6594214082321607,0.22367214738844032,-0.027908172389620078,0.6001549762512557,0.07120168443344703,0.4869496701050051,0.3441848460207859,0.12538874395124425,0.19023415188695164,0.5163975958494578,0.09422352541563653,-0.08425621958310692,0.9147753259695129,0.22851427919346792,-0.14492904163865378,0.265112713509314,0.6455458222025988,-0.006781467332708176,-0.07383510341442627,0.6571168836188856,0.19363028972227525,0.27523390660128505,0.24088641967599297,0.3700501373133484,0.2657762545775301,-0.2510247110088018,0.34476099370735896,0.45478897534061485,0.5729959060342875,0.6218898923178016,0.08994892264375175,0.5642229941839919,-0.012277012046881556,0.04200437569769819,0.4479745049073309,0.5172485614000614,0.25460824419189015,0.36198534581916253,-0.0958393017694892,0.15572770259251942,0.02612992954464083,0.48657917167591425,0.21692559362009453,-0.07316255793504646,-0.17242674253016368,0.6324235397942627,0.12987048509691507,0.5278650179115678,0.3368346242539526,0.1965264304384872,0.4848058959592399,0.2859200004093141,-0.010660996472882557,0.34708794120915887,0.2485115291432071,0.2621072925860224,0.015168108106043625,-0.1982309996078808,0.22624654451481313,0.5239817869558147,0.6238498397102292,0.10572239421330824,0.012274741595076695,0.5313905571172356,0.3919133950179105,0.552913452566601,0.3987704511821978,0.5681207368854898,0.1273610200164599,0.2747601497155754,-0.17004602092132148,-0.277192489520736,0.6338772786527961,0.6129789077306332,0.435607177964304,0.5429019929206655,0.5293560042362221,0.3635164476298769,0.6515520646906449,-0.26695356187249886,-0.11042312286396379,0.7060011862609712,0.3105902072701829,0.12110637455508338,0.695152347272097,0.22728756014394733,0.42442734665562265,0.4068195923410239,-0.14359695218201257,0.11920739228400694,-0.03877329465495465,0.19341379461153402,0.4118645504536705,0.5178685707043732,0.4157337582769986,-0.12001152079694806,0.6339433621278825,0.2407040760913051,0.20482826193503914,0.507560957239807,0.03474669188119234,0.36015419600661963,0.2309083909767324,0.3554429860824214,0.09028171581282762,-0.0028289774482085565,0.4288849714190393,0.4347237980714087,-0.19397064159403526,0.6500329478047288
