,Occipital_Sup_R,OFCmed_L,Cuneus_L,Calcarine_R,Fusiform_L,Thal_MGN_L,Thal_VA_L,OFClat_L,Temporal_Sup_R,Frontal_Sup_2_L,Raphe_D,Insula_L,SN_pc_R,Thal_MGN_R,VTA_R,SupraMarginal_L,Thal_PuI_R,LC_L,Olfactory_R,Thal_MDl_L,Thal_PuM_R,Thal_VPL_L,Caudate_R,ParaHippocampal_R,ACC_pre_R,Amygdala_L,Cerebellum_10_L,Cerebellum_3_L,Occipital_Mid_L,ACC_pre_L,OFCmed_R,Precentral_L,OFCant_L,OFCant_R,Frontal_Sup_2_R,Vermis_8,Cerebellum_Crus2_R,OFCpost_L,Vermis_6,Temporal_Inf_L,Temporal_Pole_Sup_L,Cerebellum_7b_R,SN_pr_R,Vermis_9,OFCpost_R,Temporal_Inf_R,Thal_VL_L,Temporal_Pole_Sup_R,ACC_sub_L,Putamen_R,Temporal_Pole_Mid_R,Cingulate_Mid_R,Hippocampus_L,Temporal_Mid_R,Parietal_Sup_R,Cerebellum_6_R,Thal_AV_R,Rectus_L,Angular_R,Thal_PuM_L,Rolandic_Oper_L,Putamen_L,Pallidum_L,Pallidum_R,Cingulate_Post_L
Raphe_D,0.04648803286966075,0.03908717325890271,0.3209852463892451,0.39030995882241054,0.21926282370170863,0.26089788867866404,0.44095994317984755,0.011156187977459734,0.2576864435583301,0.39761441423197014,1.0,0.42000856387435453,0.4085997144198949,0.16736260577589648,0.2413385213753775,0.3403478439505195,0.18717786354354482,0.4501124795654682,0.19432433628070694,0.44722881952892257,0.1766488666925398,0.21610297099800022,0.5240196326800255,0.24193724974653072,0.2239487792773235,0.38504160680182853,0.2668809634534919,0.35306198236297354,-0.11887561009474322,0.1138706448950147,0.12331909627918947,0.16290673281928275,0.08631938070423524,0.24556292464578955,0.44635117035151967,0.3285632730796726,0.13500843696034864,0.09255078377372251,0.06155584317395762,0.467179130591533,0.1753416179086989,0.21412315349666108,0.3870661281989978,0.4648937357608324,0.19218525464385586,0.24366598483815374,0.25238372676247134,0.3448439376456917,-0.020299678261966964,0.23062928226177704,0.3092755043944891,0.5424975752137867,0.32330176078272627,0.23062525969006603,-0.15166103341255105,0.4295576565863313,0.31457389395549884,0.00575470165324861,0.23827202049240082,0.22142696303135995,0.424112833336943,0.5757988458573193,0.21194684689448548,0.2835676887751569,0.5842006958115095
Insula_L,-0.3376772453756155,-0.019114395496936352,-0.062039301745851844,-0.05582429915794087,0.6669033893653139,0.29265962984596694,0.7220069170229692,0.5668766639702231,0.05594930500582142,0.7953199757121918,0.42000856387435453,1.0,0.5486544432426228,0.430396729986694,-0.008128128665701949,0.31577859938722047,0.4569535901210772,0.2394424660184949,0.44542695799548443,0.3180885997688018,0.6639611083151098,0.6951484327576497,0.4828579208583693,0.6673309653022127,0.1835664927989467,0.22494953310234958,0.6786674955584535,0.4282278607826532,-0.2408587322856668,0.034485708721567726,-0.04668181336978541,0.4273050187550211,0.1422384802995922,0.3520515482734783,0.7277717044312726,-0.25468000261868784,-0.31473821568660204,0.36498698215197317,-0.0774131830376047,0.2757730013240848,0.3016524422705887,-0.28428319487615034,0.36583275147491406,-0.021047666376694016,0.14732985451338318,-0.30064022749907116,0.6246529721305046,-0.17469883060986194,0.1955416003252086,0.6904803515746918,-0.3167043552438082,0.6932595195901294,0.70271594112233,-0.24422381549567374,-0.1040971240154038,-0.06835806503745534,0.46750472867180476,0.09134460024595578,-0.08277394131249952,0.026211631854214126,0.8390391377850029,0.7797442405710041,0.4402295853626209,0.41986709134594086,0.6387295100333563
SN_pc_R,-0.3425525665951024,0.06297442831691424,-0.16433634369093683,-0.19533943070475374,0.4069241300194373,0.45781629078800945,0.38831956341335944,0.2855013223376489,-0.15502452591335342,0.5407751815999705,0.4085997144198949,0.5486544432426228,1.0,0.2693571815730626,0.28282643646782096,0.08281701519060146,-0.0028453404984632954,0.0632557031498242,0.5646756883879585,0.5109514379001162,0.42303241280673487,0.32049328244519,0.15570118256149934,0.5341879750036417,0.4249345302734342,0.46678073533008635,0.17119190695382802,0.14834350956074036,-0.3385650118618613,0.31528381207746026,0.1496102682616874,0.019107709888731002,0.24432397361207303,0.36003794263174504,0.4483834836154492,-0.00852497874449209,-0.26793850788324575,0.3928657775872734,-0.13776078363905905,0.5339522336705474,0.5070232903311586,-0.2138857700497443,0.5258689488960288,-0.11320576697252191,0.2922875642047875,-0.19578275784302673,0.6030457536884756,-0.16931008744908707,0.4020855335545457,0.3599943846868205,-0.0648440437434917,0.4298448081571767,0.6342445622985725,-0.25363041340908415,-0.28521312363612833,-0.09355590606089874,0.28606111010328933,0.09733098903076629,-0.34195392194035484,-0.30683898562943146,0.4160101260049292,0.4517269674389556,0.3724843769108179,0.4513413625207649,0.5495831488784748
Thal_MGN_R,-0.11988978288860197,0.01699926163783067,-0.08904679200912567,0.012100182806854988,0.449793820218075,0.15725711843287898,0.2544472570497047,0.1922034808170915,0.09672516403220052,0.44778455724669963,0.16736260577589648,0.430396729986694,0.2693571815730626,1.0,-0.07006495628566418,0.0018650581994564058,0.5240717095680583,0.15847022018602808,0.3686652545467876,0.14411932027362928,0.5849288050796466,0.20701454781082168,0.13094901251657037,0.6132122720986207,0.12247893183696425,0.10725257325045394,0.476066489548958,0.443917238649668,-0.23120283142526032,0.09572823904637585,-0.02518975577754066,0.28962914850325394,0.1704669058151001,0.3484381984804249,0.48040077626014954,-0.17634880822721058,-0.23407902080457826,0.2830284602899349,-0.13178975970993081,0.14691795056262213,0.21490077675659697,-0.2217214591228954,0.2486568296702444,-0.202734748981426,0.20400759703770643,-0.14598945651529086,0.3372907333183663,-0.0900498028285118,0.13735190540563919,0.38120519414532666,-0.11579775438285525,0.5356779911422322,0.38872550091343566,-0.11628506059611604,-0.03167200928747352,0.0017763202546200233,0.2584691187930898,0.10622729137725116,-0.08020023573684713,-0.2530009545251102,0.3076142860702917,0.2578376020421424,0.24953824764080998,0.39082494898562586,0.353925724347111
VTA_R,0.0931356457447977,0.4368512611851491,0.12866843030158714,0.11280220197991109,-0.09716804770142524,0.4574797779056235,-0.03848464577593314,0.12807168600447952,0.24566453517663198,0.047438882216458485,0.2413385213753775,-0.008128128665701949,0.28282643646782096,-0.07006495628566418,1.0,-0.22088625078180874,-0.17020983388836516,0.2932406443861449,0.12196055400170658,0.5747457906984039,-0.021394599927799237,-0.33392789623809793,0.19073230757773618,0.12704815972136876,0.47192718069604384,0.4077794204674805,-0.29859230144655,-0.05663868424367817,-0.041524638342010464,0.4472251426598069,0.4792966957303344,-0.2796404949495799,0.27491198571670106,-0.023724168340703733,0.06182050829461443,0.393750460090101,0.2440752107569654,0.17546517558479668,0.10616855195423183,0.23395278403552347,0.2928043774707594,0.33325531368012024,0.17023167449598064,0.2506044042117405,0.3627803207909787,0.4535379509835698,0.11510013459215185,0.3797226719934954,0.4070909207032127,-0.019329758052516768,0.467102628399933,0.10594240130290507,0.24150761298732532,0.3420700012840353,-0.12311701791077785,0.2593377283533257,-0.004059245747404484,0.3332025468651782,0.02814343501809473,-0.038787028805586946,-0.19506710490512108,0.23492902834368104,0.36553424618287034,0.3944279327622713,0.3240242442155281
SupraMarginal_L,-0.138557809128863,-0.3069795367157749,0.40708830236753996,0.27138033320188737,0.43724710512545656,-0.39004622986587545,0.3569018052890484,0.0077687399735080305,-0.24526210399407128,0.34570822182386446,0.3403478439505195,0.31577859938722047,0.08281701519060146,0.0018650581994564058,-0.22088625078180874,1.0,0.18518614928034685,-0.07840451617512534,-0.13236123734057884,-0.25558609668972404,0.19453556589317209,0.4786269823941156,-0.013129485404691985,-0.04708399481789445,-0.16015189621916567,0.056086283248590635,0.1777692678845263,0.1955537858843547,-0.02586699007742716,-0.29656626218901705,-0.2157801111145554,0.667466379803289,-0.22889030381967343,-0.006242368580385464,0.2348613354660104,-0.022043059051978175,-0.13006843215485153,-0.20445329171919935,0.05244694463292495,0.2387221952240918,0.011006499819770168,-0.1561222229133094,-0.23322363866959367,0.1504190807718147,-0.04340566427219714,-0.23162314108237503,0.0819562257146744,-0.08938317204823662,-0.2842800943654668,0.11316640042527797,-0.13594148755697855,0.1764327156981508,0.22561403902844207,-0.20670269071095887,0.003493733612840957,0.10379818648066964,-0.018640723105239194,-0.2753677711746624,0.14501746309973168,0.24818713511757637,0.5419725540163608,0.15082845137893902,-0.39065658578872275,-0.1387905373010292,0.11803896670301585
Thal_PuI_R,0.06723443546593037,-0.044594574035010257,0.27776347236667404,0.3671264532336626,0.3060969391286612,-0.18247434613215072,0.23292452323473017,0.10323715103228683,0.3063583208997844,0.435185259343284,0.18717786354354482,0.4569535901210772,-0.0028453404984632954,0.5240717095680583,-0.17020983388836516,0.18518614928034685,1.0,0.1198809089795317,0.06850477090015701,-0.1254513573943909,0.3698892425922241,0.23811850671914583,0.22547902361494454,0.44732252897503155,-0.0029216144790691527,0.10264581815732331,0.4409028245730807,0.5717810925783126,0.021747236323738754,-0.08479424167562946,-0.10298238527299686,0.3981686698078458,0.004590948016742297,0.02353048441494304,0.5107897424490222,-0.008057126703468948,0.029163006834283908,0.04381812365738444,0.328213171275548,0.022799870921923312,-0.0016967508395042904,-0.025430998710944924,0.1106902314805843,0.15467591511958187,-0.020587697118037877,-0.06996509746447488,0.010508876819007138,0.04813830726411525,-0.13739823940545562,0.3025606773718284,-0.17552792572723203,0.4929076889914403,0.2261059615787553,0.07306598738831076,0.13471633735788388,0.2116282880581688,0.0760992670039155,-0.027510018077162614,0.3460531666522379,0.3206975433530642,0.3112670480236707,0.45615645121353926,0.06436348424616739,0.0728161424923473,0.24829793489462934
LC_L,0.4358993758556318,0.46201328758622195,0.2863426040641207,0.4024492723827213,-0.07448052736016807,0.28543863145878806,0.12427102326127262,0.14996037270120338,0.5223593190008579,0.21759040775971944,0.4501124795654682,0.2394424660184949,0.0632557031498242,0.15847022018602808,0.2932406443861449,-0.07840451617512534,0.1198809089795317,1.0,0.23134426593046398,0.3256088948512032,0.13895380301129082,0.01074740896271874,0.6181581532251885,0.32085771410637975,0.21832408057937158,0.1208113722366966,0.16887051219906757,0.3005374880126724,0.2954763389804752,0.19217929287515328,0.39849497927187155,0.07092273130510293,0.15673412809575943,0.2317629436993207,0.3093304686801982,0.33656642173050466,0.4925065395118399,0.19667557794132234,0.22104504129246802,0.04939032225129794,0.003523668507672554,0.48953063979978273,0.4042280936554274,0.468531672064383,0.32206837947541533,0.48989001695889395,0.025430575439438507,0.5084999327203612,0.1002165546742948,0.3236653753124529,0.45712964375386084,0.40537872925313667,0.05170559075341251,0.5097154297549032,0.28413566547456676,0.4781845711970498,0.2777638776588376,0.4416439087302143,0.3566311067086235,0.33683691934805604,0.09517291032468382,0.3819527322421405,0.4183538160546888,0.45928337767147026,0.44847405083741904
Olfactory_R,-0.21693202462155212,0.45465114690610564,-0.39121495546754587,-0.292319779747375,0.36683501042030664,0.5177728931742974,0.24538704125567204,0.5012220360898961,-0.010755195159310766,0.47891320852764474,0.19432433628070694,0.44542695799548443,0.5646756883879585,0.3686652545467876,0.12196055400170658,-0.13236123734057884,0.06850477090015701,0.23134426593046398,1.0,0.5814198365284058,0.4982834641834111,0.3990706479217241,0.2283492440091979,0.6421125509001591,0.5617365731788201,0.35437261347687404,0.299774695130555,0.17348700522267432,-0.23104279962922736,0.5526772848527922,0.525354931894219,0.035569110304441105,0.6375061281056901,0.7471706339974428,0.39578584300648884,-0.2730353759243203,-0.22538414481864258,0.8194761346125853,-0.29317794291229843,0.37221538519353903,0.553544763608587,-0.179541785368012,0.40062073133389686,-0.23769105449359473,0.7350020404175993,-0.0715956912169696,0.6554227723676491,0.09464318372295287,0.6430441188654016,0.4443437997115209,0.1003995297082128,0.36507250841104666,0.5359069198214974,-0.14442788572120235,-0.16297446880012859,-0.14057647024418388,0.4188211822321556,0.5276634170332335,-0.3800107459025382,-0.42308884056890816,0.27897747846593757,0.3203221926433103,0.5594999733087226,0.5883710319129801,0.3253825056721758
Thal_MDl_L,-0.1739369650411306,0.5210219363716149,-0.2628363830604765,-0.18340069285668692,0.18705962022507866,0.7714253145911734,0.2750004397065906,0.4027051229675679,0.12532479533104382,0.32987140260989123,0.44722881952892257,0.3180885997688018,0.5109514379001162,0.14411932027362928,0.5747457906984039,-0.25558609668972404,-0.1254513573943909,0.3256088948512032,0.5814198365284058,1.0,0.29728075612325305,0.08320327915311741,0.40238191587668565,0.4559349562612607,0.6044274474325048,0.4906626851423013,0.11880184522244733,0.05204454089554849,-0.2633883518796993,0.5874230729547458,0.4989764156481446,-0.2979570097957479,0.5490815340514644,0.4381033158133104,0.3273534721081698,0.07233483950779378,-0.07063366033166632,0.616753939247598,-0.27070211186963783,0.475814140672577,0.5537874504687151,0.040484925845615444,0.368853368036061,0.04897120447759406,0.5814072226495657,0.14691880405600358,0.5881956371335276,0.2173400134682728,0.639241351789409,0.3407921970642632,0.27630229690747987,0.33778188744699,0.5919287486383569,0.05838921705767507,-0.26003574782299566,0.033144878525964934,0.4238284192122703,0.49923467029238455,-0.24286500309158748,-0.2807419322105825,0.12170818450773072,0.4992351986642092,0.6528635166341236,0.6039006561795375,0.5051956097437011
Thal_PuM_R,-0.16780297455252555,0.1235690978952954,-0.09068997971102845,-0.1149360287572463,0.5622646705421628,0.22481945651231952,0.5493488639849946,0.5043599717811945,0.05026177090059828,0.6016570294478564,0.1766488666925398,0.6639611083151098,0.42303241280673487,0.5849288050796466,-0.021394599927799237,0.19453556589317209,0.3698892425922241,0.13895380301129082,0.4982834641834111,0.29728075612325305,1.0,0.5427112710314298,0.33147214974740724,0.7086372519591335,0.12576313464175629,0.022546821666243288,0.6298832354083335,0.37763078105249237,-0.08134394024075418,-0.0025242650804840772,0.15141753745326547,0.4827016307167153,0.12049617802717888,0.43619566441537955,0.6038890518358092,-0.22633748073695598,-0.3241800549746763,0.3548772110775318,-0.14340777661213422,0.18285759057969145,0.24232980211831767,-0.26081701113865957,0.19004210631619214,-0.17142298687357124,0.3363919260643842,-0.25776655893669037,0.5958970897220505,-0.17647587276293816,0.18333050268564932,0.7650866550587228,-0.22590132215264538,0.6465625466690162,0.6003211002731642,-0.2155799516015883,0.08472171391867347,-0.10468481868898932,0.609160465127031,0.29774154188991,-0.1205166151506301,-0.1916387805293053,0.6424785848468753,0.41664540141231554,0.42488946209175776,0.6247193206477575,0.5575106581448207
