,Occipital_Sup_R,OFCmed_L,Cuneus_L,Calcarine_R,Fusiform_L,Thal_MGN_L,Thal_VA_L,OFClat_L,Temporal_Sup_R,Frontal_Sup_2_L,Raphe_D,Insula_L,SN_pc_R,Thal_MGN_R,VTA_R,SupraMarginal_L,Thal_PuI_R,LC_L,Olfactory_R,Thal_MDl_L,Thal_PuM_R,Thal_VPL_L,Caudate_R,ParaHippocampal_R,ACC_pre_R,Amygdala_L,Cerebellum_10_L,Cerebellum_3_L,Occipital_Mid_L,ACC_pre_L,OFCmed_R,Precentral_L,OFCant_L,OFCant_R,Frontal_Sup_2_R,Vermis_8,Cerebellum_Crus2_R,OFCpost_L,Vermis_6,Temporal_Inf_L,Temporal_Pole_Sup_L,Cerebellum_7b_R,SN_pr_R,Vermis_9,OFCpost_R,Temporal_Inf_R,Thal_VL_L,Temporal_Pole_Sup_R,ACC_sub_L,Putamen_R,Temporal_Pole_Mid_R,Cingulate_Mid_R,Hippocampus_L,Temporal_Mid_R,Parietal_Sup_R,Cerebellum_6_R,Thal_AV_R,Rectus_L,Angular_R,Thal_PuM_L,Rolandic_Oper_L,Putamen_L,Pallidum_L,Pallidum_R,Cingulate_Post_L
Occipital_Sup_R,1.0,0.4203874832850624,0.7001073085311842,0.7491213595693904,-0.5040975914494864,-0.2951684486968461,-0.3094491376059791,-0.3606356012032282,0.7771026639364507,-0.3557423318559225,0.04648803286966075,-0.3376772453756155,-0.3425525665951024,-0.11988978288860197,0.0931356457447977,-0.138557809128863,0.06723443546593037,0.4358993758556318,-0.21693202462155212,-0.1739369650411306,-0.16780297455252555,-0.4880307703876375,0.3562645795710629,-0.03198272947074372,-0.22140977284286564,-0.3737938827441153,-0.10942521422466724,0.23938426376254382,0.7259369240459788,-0.22444962203828236,0.41639953061933715,0.1256055166310052,-0.29934278252680757,-0.2262711369825327,-0.016601209716913253,0.5908380333885797,0.8659745253245822,-0.31876848516502954,0.6677079973447921,-0.4091389004097775,-0.5409530368839313,0.8398990814038851,0.11975712993946003,0.6914803486411805,0.041503074893433835,0.7616441149364999,-0.6861253569397412,0.6783700610915256,-0.45624086760180044,0.01832748831731851,0.5962688029747351,0.15985559816102635,-0.5533432893602397,0.8695480272430052,0.7281994319262044,0.7460865084369044,-0.009363182905392013,0.4311348747549961,0.8064338357875551,0.5938528875467952,-0.32608851489869284,-0.18842098200249832,-0.06238346371899569,0.1515102262057013,0.04329155643990952
OFCmed_L,0.4203874832850624,1.0,0.09850339933376986,0.14906655326917126,-0.06409832469924824,0.34822572693214476,-0.08753581319537235,0.39118566942421795,0.46329422891435124,0.0297789059786403,0.03908717325890271,-0.019114395496936352,0.06297442831691424,0.01699926163783067,0.4368512611851491,-0.3069795367157749,-0.044594574035010257,0.46201328758622195,0.45465114690610564,0.5210219363716149,0.1235690978952954,-0.1614814442670651,0.38619841707749036,0.34767536958330786,0.46258024339863174,0.16121164663885124,-0.053958150150840004,0.08576494058273039,0.36650579746306067,0.5285810781106699,0.8432862139780765,-0.19416023930682752,0.5172618386314796,0.3013842741598169,0.22479316900725071,0.18250628986831377,0.4156991633755251,0.58380200996013,0.14882494764432425,0.08759689656266881,0.29946785866562914,0.4217583083351588,0.19042411355668695,0.2657571500677774,0.7107469850178931,0.43454000849010066,0.06813633708320303,0.5603464576709268,0.47798575883768535,0.26650839511355756,0.5346153272652866,0.2031333861136578,0.16847234501566516,0.44680290391399086,0.32947167091044427,0.28864899721002313,0.2643883069940912,0.8913673004757172,0.20229692136898011,0.0559612823641297,-0.22942497026303074,0.12103065263158244,0.5088020151504924,0.5618621368421459,0.14472059318104832
Cuneus_L,0.7001073085311842,0.09850339933376986,1.0,0.9071095155241834,-0.18692055689246043,-0.4347265663011832,-0.05456145703259637,-0.35327146114215213,0.5634033979841221,-0.0700083253734928,0.3209852463892451,-0.062039301745851844,-0.16433634369093683,-0.08904679200912567,0.12866843030158714,0.40708830236753996,0.27776347236667404,0.2863426040641207,-0.39121495546754587,-0.2628363830604765,-0.09068997971102845,-0.2787831445500292,0.2637149142961356,-0.031914703387638105,-0.2412046584451812,-0.13578855723742642,-0.08044758468395194,0.37310643461979515,0.5238542261784903,-0.36985846713212117,0.14357749613626852,0.40164281176852434,-0.46391246656526175,-0.3553480461575439,0.1809268657811202,0.6383898620274117,0.6626834671427366,-0.495178174679551,0.7227372771289177,-0.1132898426177943,-0.38742428890691355,0.6576637392351466,-0.03711285352064114,0.7622642932851658,-0.09705752909348586,0.5415982603258237,-0.6160799819647627,0.4636009490176705,-0.5769486135452436,0.017952170136768725,0.4058643657312752,0.28433104436009954,-0.2934525151405407,0.6531075174008393,0.5598939216907307,0.7698892271343835,-0.14646435144191242,0.08860134826629869,0.8462046411492724,0.7554153448708816,0.014986375510356994,0.06461464336139322,-0.29923573815722,0.031634803490002486,0.21994300568393851
Calcarine_R,0.7491213595693904,0.14906655326917126,0.9071095155241834,1.0,-0.20176149293159062,-0.38037427793775747,-0.107911978827402,-0.4211706570825927,0.7039709875606136,-0.05030169542942057,0.39030995882241054,-0.05582429915794087,-0.19533943070475374,0.012100182806854988,0.11280220197991109,0.27138033320188737,0.3671264532336626,0.4024492723827213,-0.292319779747375,-0.18340069285668692,-0.1149360287572463,-0.29223759034586755,0.3441512228102716,0.07274416471785618,-0.1465339405447453,-0.07475829376537962,-0.026832242532965726,0.5165624113321793,0.4789477070745013,-0.25660644908326685,0.2136983873583819,0.3594636979485098,-0.35683867747348996,-0.25653065610503667,0.2126234440903391,0.6621617846583382,0.7437059586302478,-0.4082286979930408,0.7531583385443943,-0.11032895949282384,-0.40584596859770156,0.7338566936367331,0.11615368060617312,0.8207574835863672,-0.012127768466218351,0.663788783874303,-0.6086309333201713,0.62976879696536,-0.5374476101593411,0.0019705917469462083,0.5099548470182101,0.36852578315492107,-0.29461610359586554,0.7704123125280224,0.4781649735087857,0.8874213595376046,-0.10608081531488632,0.113741896527988,0.8844916456598927,0.7514933887690477,-0.007711702641246455,0.12976889055252205,-0.19910449321888038,0.0662761097977397,0.2826238977820435
Fusiform_L,-0.5040975914494864,-0.06409832469924824,-0.18692055689246043,-0.20176149293159062,1.0,0.07054532493902234,0.5510651163240062,0.5162342777718112,-0.2187098828519563,0.6932464358891335,0.21926282370170863,0.6669033893653139,0.4069241300194373,0.449793820218075,-0.09716804770142524,0.43724710512545656,0.3060969391286612,-0.07448052736016807,0.36683501042030664,0.18705962022507866,0.5622646705421628,0.6715559581407172,0.13546009713388174,0.5335583309725423,0.24767318118336448,0.25443982673303633,0.5775036111582419,0.4243112194036169,-0.3378647467638535,0.16872277133614957,-0.1526199767313444,0.4100673708351401,0.27168327571531103,0.3289761582815652,0.6583292041340943,-0.5222850847978907,-0.5608779916572918,0.4147322973009488,-0.35058169332783085,0.33197422680368494,0.4082077051669202,-0.5885631201166326,0.01142419662525617,-0.3414243917939381,0.29984042897812613,-0.49766045988018376,0.6133099139772318,-0.2757215173715185,0.32114000727296566,0.42537717656119833,-0.3066420407929493,0.49479364762274186,0.7601212545107844,-0.47205318133373675,-0.26338879287229994,-0.25687059967855574,0.2774465626249203,0.012150256552094977,-0.24338330821980989,-0.24947363604128503,0.6344186530048083,0.4831533009480106,0.13177782330120835,0.2414418303009943,0.28225639022249166
Thal_MGN_L,-0.2951684486968461,0.34822572693214476,-0.4347265663011832,-0.38037427793775747,0.07054532493902234,1.0,0.26629481496946744,0.42665101612392975,-0.010715780252599734,0.22873154972887128,0.26089788867866404,0.29265962984596694,0.45781629078800945,0.15725711843287898,0.4574797779056235,-0.39004622986587545,-0.18247434613215072,0.28543863145878806,0.5177728931742974,0.7714253145911734,0.22481945651231952,0.05821715669627923,0.2564727167996012,0.39261975335888105,0.41477435413094393,0.3440813900112644,0.11721048903509296,-0.09437927246127435,-0.33931247807865134,0.42967174796178326,0.30592300024050745,-0.3576551244496074,0.47178855982349754,0.4142738320548137,0.12948960906748214,-0.0345247397414368,-0.1861782780694643,0.585121109669725,-0.3726278264840764,0.3402106038166008,0.44413862469912846,-0.07174038144479704,0.3482450755708516,-0.1067905291841483,0.38350913678773485,0.04785004670679948,0.5851144279179877,0.00031737606888982903,0.6019937235989793,0.30534818616681264,0.10545055811872872,0.1816492272465427,0.505280038483963,-0.07803180681066552,-0.321007952286758,-0.16609176442588222,0.35533015660348094,0.3733529241055458,-0.379146807244891,-0.3494389217901249,0.06780479666533411,0.39672946526545383,0.6906830681620787,0.5134123932660775,0.3812798795084943
Thal_VA_L,-0.3094491376059791,-0.08753581319537235,-0.05456145703259637,-0.107911978827402,0.5510651163240062,0.26629481496946744,1.0,0.5225851446928059,-0.005134577741120784,0.5736847314577318,0.44095994317984755,0.7220069170229692,0.38831956341335944,0.2544472570497047,-0.03848464577593314,0.3569018052890484,0.23292452323473017,0.12427102326127262,0.24538704125567204,0.2750004397065906,0.5493488639849946,0.5933173409666611,0.5000146068116265,0.3571732271042348,0.003389461031103927,0.09831548929470313,0.6479033414924982,0.2685826826380116,-0.13479103927334007,-0.07679934196309025,-0.14094661240492423,0.29408662790696644,0.0653345505216273,0.26682368062577466,0.5577984899504701,-0.2680156351012082,-0.33364403100588164,0.2199326537415487,-0.1907046818032369,0.20237980520670737,0.21101239226295285,-0.29328883279454127,0.15315556336537872,-0.006350832385923975,0.04495118191835397,-0.30934304811231317,0.5508332204211811,-0.17726970567393227,0.08359734587617829,0.5930731847768517,-0.2553940464895258,0.5377466715288176,0.5419806320689291,-0.24756007261478988,-0.12196131815572507,-0.12115366544494889,0.5739095988759566,0.011581673151718961,-0.05549180360215775,0.044692778962147885,0.7001079771375194,0.636825588811885,0.3577369969679284,0.2999742627421387,0.4618253261246308
OFClat_L,-0.3606356012032282,0.39118566942421795,-0.35327146114215213,-0.4211706570825927,0.5162342777718112,0.42665101612392975,0.5225851446928059,1.0,-0.11012477858488828,0.47878616120998174,0.011156187977459734,0.5668766639702231,0.2855013223376489,0.1922034808170915,0.12807168600447952,0.0077687399735080305,0.10323715103228683,0.14996037270120338,0.5012220360898961,0.4027051229675679,0.5043599717811945,0.508366684095158,0.3554963470193473,0.4367450296489873,0.33128466601829687,0.20212311534894545,0.42245124795753525,0.024076523935526672,-0.09658229866846842,0.33700329199682627,0.24659898338463096,0.009890327977292997,0.5257634114779659,0.4117474063465382,0.44459211889240846,-0.5029287162040832,-0.398987062276023,0.6429253617849056,-0.3425196921882372,0.1756428218711372,0.5272088978408063,-0.3976654781354984,0.09790927929337265,-0.29994877421900584,0.40844318973228866,-0.36469097373319315,0.6479271049950667,-0.21132105030596132,0.5549691191974034,0.574949178806466,-0.23669603164621839,0.2567971224218916,0.5812334665693987,-0.34718635295216516,-0.04655124857286959,-0.40803849928450836,0.4966963709345384,0.41896317907288233,-0.29955118839817957,-0.18316338980051353,0.3814581448452471,0.47051258767147436,0.5282716164256357,0.4189125384351105,0.18240601314053775
Temporal_Sup_R,0.7771026639364507,0.46329422891435124,0.5634033979841221,0.7039709875606136,-0.2187098828519563,-0.010715780252599734,-0.005134577741120784,-0.11012477858488828,1.0,-0.09214900096915446,0.2576864435583301,0.05594930500582142,-0.15502452591335342,0.09672516403220052,0.24566453517663198,-0.24526210399407128,0.3063583208997844,0.5223593190008579,-0.010755195159310766,0.12532479533104382,0.05026177090059828,-0.3025617862035252,0.6388027022493606,0.2802561777930874,-0.0588844298497498,-0.23664914311983343,0.2118997488402158,0.47182695072942127,0.5222036485268464,-0.10276330001865513,0.4370849283233579,0.13501140451415136,-0.13758126548389613,-0.09546740566646558,0.2824832875997997,0.4541455760746357,0.7031785025394526,-0.09645034326234739,0.5719358358121316,-0.3344675203421221,-0.42509234413181507,0.7676003452993583,0.29688283793912534,0.7166178326068255,0.13786594106518255,0.7746727128821388,-0.4079146115260696,0.748957546904692,-0.28816068217313384,0.260175783408991,0.5678821737095129,0.5031083973296323,-0.22988266130575516,0.8866314716262987,0.5249706941066826,0.7546037692270973,0.23141748048047348,0.49430527640765687,0.7871288679775686,0.5632022957737366,-0.05598427756581657,0.258383387645175,0.25493700387904844,0.38181566436230885,0.37158991988669654
Frontal_Sup_2_L,-0.3557423318559225,0.0297789059786403,-0.0700083253734928,-0.05030169542942057,0.6932464358891335,0.22873154972887128,0.5736847314577318,0.47878616120998174,-0.09214900096915446,1.0,0.39761441423197014,0.7953199757121918,0.5407751815999705,0.44778455724669963,0.047438882216458485,0.34570822182386446,0.435185259343284,0.21759040775971944,0.47891320852764474,0.32987140260989123,0.6016570294478564,0.6440785654139211,0.3829533640070512,0.6274942353733612,0.43319567585616053,0.4909656915610661,0.57675905191235,0.4410040260685715,-0.23244530375044292,0.32373132264315635,0.019940962785640434,0.3923763571272131,0.3752688310945061,0.43698537515540087,0.8334166410676555,-0.24746787152125352,-0.27759334115561585,0.469738390099671,-0.08639912649822817,0.4369263859771846,0.49991843643105066,-0.36992320278626595,0.28455743867391214,-0.11927470676948221,0.2952797159259313,-0.3548691401948236,0.6364068654998137,-0.16908170233182104,0.38409232185850656,0.5212993518026987,-0.2602121652302079,0.6583956517364556,0.7401984109244039,-0.3094737275577577,-0.1356095029321028,-0.06384747688277927,0.3482020257333957,0.0906241038263386,-0.13165654431140444,-0.08554144251053251,0.6478385309719421,0.7091862562019553,0.3611545258042176,0.36257689884637406,0.4960954217842307
