,Frontal_Inf_Tri_L,Thal_PuL_R,Cerebellum_3_L,Cingulate_Mid_L,OFCant_L,Cerebellum_4_5_R,Vermis_1_2,Cerebellum_7b_R,ACC_sup_L,VTA_R,Vermis_3,Paracentral_Lobule_L,Cerebellum_9_R,Thal_VA_R,Cerebellum_Crus1_R,ParaHippocampal_L,Thal_MGN_L,OFCmed_L,Frontal_Med_Orb_R,Vermis_4_5,Occipital_Sup_R,Cerebellum_8_L,Vermis_9,Thal_IL_R,ParaHippocampal_R,Insula_R,Temporal_Pole_Mid_L,Amygdala_L,Thal_PuA_R,Occipital_Inf_R,Angular_L,Frontal_Sup_2_L,Thal_VA_L,Thal_LP_R,Thal_PuI_L,Frontal_Sup_Medial_L,Rectus_L,Thal_AV_R,Hippocampus_R,Angular_R,Cerebellum_10_L,Thal_PuM_R,Frontal_Mid_2_R,Thal_PuM_L,Frontal_Sup_2_R,LC_L,SN_pr_L,ACC_sup_R,Frontal_Sup_Medial_R,Cerebellum_Crus2_R,SupraMarginal_R,Thal_VPL_R,Parietal_Inf_R,OFClat_R,Vermis_6,ACC_pre_L,Cerebellum_3_R,Temporal_Mid_L,Red_N_L,Hippocampus_L,Cerebellum_7b_L,Caudate_L,Vermis_8,Thal_IL_L,Raphe_M,Cerebellum_9_L,Postcentral_R,Temporal_Sup_R,Cingulate_Post_R,SN_pr_R,Thal_VPL_L,Thal_PuI_R,Heschl_L,Olfactory_L,SN_pc_L
Frontal_Inf_Tri_L,1.0,0.5147309328122125,0.20221176952527664,0.6736620222264044,0.423743347618118,0.10848030377103697,0.22185775363456234,-0.5529715843793235,0.1082532870877638,0.05510795148401111,-0.15545403431189622,0.15585913563875328,-0.33459740164246926,0.21230322893491382,-0.6289027288530562,0.8072463840238772,0.34200607458646426,-0.03567976470470629,-0.1504999499363713,0.23091507886440382,-0.6276322088709411,0.10976986311012228,-0.29172336718317177,0.36079548753206636,0.5178779211755784,0.469461506891623,0.5941250860144986,0.6632918394440529,0.5003084672606801,-0.5948066349725037,-0.045219286207471766,0.8037224023060598,0.5253285634682376,0.16779221782857637,0.020354960159808286,0.8197162945415281,-0.03955504145260714,0.28186180638433694,0.1501613658527617,-0.47236381168776864,0.3021915767362381,0.5204127571845286,0.4289970398099951,-0.32178567790504076,0.581466924742719,0.01231210251039254,0.30795386561871047,0.5206143548862788,0.2439564556201392,-0.5280399956610973,-0.33753587386712425,0.3777268344758426,0.16669539766339378,-0.055748278574956955,-0.24100205017177845,0.3921686378264525,-0.03591904788585398,0.8123248054360844,0.46908312451823286,0.8117035607354272,0.45877592530525746,0.6534527503373907,-0.2844688313363248,-0.24605915889873806,0.29283748268900733,-0.13662503238540652,0.2320951518881951,-0.4324850703382571,0.29755474505563917,0.21648854122872613,0.5806024109971749,0.2007807219611796,0.7968257649682089,0.5365731013346334,0.3867309239707592
Thal_PuL_R,0.5147309328122125,1.0,0.08826972642230246,0.5614211440001816,0.3325542617862154,0.1394996261520853,0.17014736416441312,-0.5336052246311175,0.3015770246385322,-0.04034330482709218,-0.32748539045635966,0.016553786451283227,-0.49350802001957317,0.3272451958941756,-0.5136085643792406,0.5476515040900825,0.4433038908399424,-0.11213419978730077,-0.26041948287313904,0.13088127603090674,-0.5451357579050825,-0.252110354469167,-0.5039501389988782,0.25850238208618453,0.4933016711204439,0.10351624016924765,0.056597845862638926,0.2511241106245423,0.39962435055905365,-0.5048456498813122,-0.40521892983840585,0.49677955185776923,0.33786322356174514,0.08556236024565654,-0.22398513105436108,0.388610210422332,-0.026213206139054666,0.2868360744385723,0.22885021559851024,-0.5247421838278143,0.45320198789769867,0.47988181460555035,0.2994006782190215,-0.48727310506611526,0.3377159964783976,-0.0029509412488090974,0.0887872049068678,0.4640336947404146,0.24339779315653587,-0.5272069397273357,-0.227868739587584,0.046570652809632886,0.020038823105501875,0.21069092765689262,-0.44085507908242666,0.2591081656108967,-0.18658566429955595,0.22795915396423508,0.1007091365487667,0.5146114683748477,0.2206188509511097,0.45690974898086184,-0.4545356757784511,-0.12685737337760356,0.32566943852477465,-0.42572130030428385,0.2523313312236905,-0.2341722190830284,0.22639522183825267,0.2646297532050849,0.42863197638223044,0.15018258758117353,0.5424119382621292,0.42189505097244123,-0.1418344634789676
Cerebellum_3_L,0.20221176952527664,0.08826972642230246,1.0,0.514094166167376,-0.0009748544400765701,0.8450253707102663,0.45270322462145224,0.1521972066072691,0.2903439966201815,-0.05663868424367817,0.7234670703417779,0.5180575876717903,0.259097452654026,0.2579486661332874,0.09341838705849695,0.253999111726091,-0.09437927246127435,0.08576494058273039,-0.04126845513623498,0.7069175435439568,0.23938426376254382,0.13086729330254457,0.40650041499431855,0.34112579414051486,0.5977324257553741,0.479878177563272,0.09054596222093156,0.14888546621604273,0.39127311390457664,0.07722111897721089,0.2933703548456162,0.4410040260685715,0.2685826826380116,0.22465990796292218,0.3208331155864781,0.18813139212952393,0.15522188003558005,0.2966190600470812,0.49994868688353306,0.4232809564614262,0.48087400444526357,0.37763078105249237,0.64003813351041,0.3125116803428001,0.6381281135958,0.3005374880126724,0.2799039637406103,0.3340632721583061,0.38951420931454184,0.1810379255965512,0.39952949518976394,0.2568265359953188,0.2771199349529606,0.15226930265678382,0.43211054628040885,0.011744580766240754,0.6324164964736565,0.07098299443060957,0.21565250657214105,0.2770468094377863,0.09616000631339108,0.23504011341477507,0.12731502304273584,0.34754292643776497,0.07934506691112601,0.24773002023149335,0.5157318068316641,0.47182695072942127,0.5738524068669567,0.22590069916250988,0.14398050396433465,0.5717810925783126,0.010611576430749416,0.27251112179759246,0.29559399999467134
Cingulate_Mid_L,0.6736620222264044,0.5614211440001816,0.514094166167376,1.0,0.18716036296272934,0.49656728138623973,0.46380646839368617,-0.18057483228374208,0.4499350289092515,0.16267247943172922,0.16859250384986824,0.35140091204066665,-0.0006667428288502076,0.5323698023820537,-0.23236460297239425,0.6266960424937088,0.42914832506100065,0.06966784294132326,-0.19309932225871212,0.6413214925010092,-0.2495311128467834,0.10102936338553853,0.015907003161061847,0.36701090020978555,0.7961095858372523,0.6360546224057421,0.1623523522110932,0.32964213532100517,0.636251995473602,-0.20133902673817147,-0.012432790302108095,0.7776058784457617,0.5964712196373883,0.39007010685834675,0.11698658098681405,0.5091161710026295,0.20235408635085636,0.47751944690892173,0.5935999764170763,-0.10269018435459105,0.6239538620146421,0.7250545055211332,0.7040592982021592,-0.14031268712107184,0.7535718400541203,0.28040637517351624,0.2820163098994627,0.7566646821636521,0.4425936915387016,-0.23486186128614064,0.07579179305412415,0.3477560715469089,0.05166057206523583,0.22130386537677463,-0.06657588195666415,0.1471337553081385,0.3014910886817928,0.40553118825275325,0.34300946290927,0.7328950975442848,0.32085187600486936,0.6945610509067764,-0.04997869245444949,0.04183057709333015,0.4309542387302644,0.0519555660956519,0.42452190036463566,0.12989718776350148,0.6931739117868922,0.4063774945265384,0.5092453410754885,0.41878054437576007,0.5104805195589955,0.5316423623066558,0.39321124532774193
OFCant_L,0.423743347618118,0.3325542617862154,-0.0009748544400765701,0.18716036296272934,1.0,0.07328539104671357,-0.02977606321335875,-0.28466965127301774,-0.23779463263024175,0.27491198571670106,-0.33975566101047716,-0.2702504411609521,-0.27225820632438075,0.25703066914492484,-0.30928747583735644,0.4841130778193562,0.47178855982349754,0.5172618386314796,0.4878717030709203,0.03906262706107936,-0.29934278252680757,-0.24596936130529343,-0.33364947858379285,0.0002453592741681839,0.29750140246468815,0.0271276534191855,0.11432272580959221,0.6055037539228868,-0.02109005119478995,-0.290877310149699,-0.30600569749933415,0.3752688310945061,0.0653345505216273,-0.17204289042076634,-0.3728299885064577,0.5126942118515525,0.38612063297727206,0.21652141076257778,0.3048003301871018,-0.3835589425203624,0.03373946542473458,0.12049617802717888,0.24188419362367455,-0.41128347219904726,0.24816874914790868,0.15673412809575943,-0.04180181380077499,0.11917794397902308,0.4342598354439193,-0.24010055063918243,-0.28259171231747393,-0.22814805523710605,-0.07937446920835332,0.5456254963151688,-0.33559891046678697,0.8694203193503546,-0.282556725438653,0.21404769811974353,-0.22140623260377965,0.42478530601772346,0.14455829277972737,0.515089772987365,-0.3513177048885508,-0.03847688800292064,0.2017036854777282,-0.2284950402651576,0.004277639234201957,-0.13758126548389613,-0.04423242475130502,0.15834942078935896,0.15535474913330993,0.004590948016742297,0.5386619508133342,0.5708697228041775,-0.1285531147607671
Cerebellum_4_5_R,0.10848030377103697,0.1394996261520853,0.8450253707102663,0.49656728138623973,0.07328539104671357,1.0,0.432024103456914,0.22376211743048796,0.16619641075484287,0.0458066012244,0.6473158026510303,0.3019590087566251,0.27670562178981123,0.2008131765343554,0.21339404079251423,0.1437004167795086,-0.01790510553227767,0.13064629157155042,0.16324790723016658,0.8123924581625651,0.30952857440928755,0.1047474121879231,0.3392199741706428,0.10828773938149,0.6083457126006859,0.37414115381587393,-0.0008311158858841631,0.1868000281380385,0.23658514835985334,0.2032974189652518,0.06746011746871756,0.34579174310766825,0.08277651686463168,0.21381852696553394,0.08005170479372065,0.21017220197159728,0.19309979322894938,0.19292497388567395,0.6102320557196413,0.3722043195146961,0.37164708551012915,0.2904789695230309,0.5872702508014822,0.13362814059553815,0.5561224279661535,0.3241103276486933,0.2506623295435688,0.25722751886061096,0.4388298556178201,0.25410138213833144,0.3359951282146426,0.06092319008142573,0.07694675959710544,0.2502323359674445,0.3936512754860854,0.14311327014014327,0.5346721183356452,-0.08882796239594296,0.027062737281706793,0.16583322714985976,-0.048882415337552526,0.13971207288595275,0.2005127942558139,0.4243855119308632,0.048046384939818734,0.2575206548079096,0.42617078935315283,0.5280054152908679,0.5878519508131448,0.34038584571398245,-0.04390004215194799,0.5150913526841361,0.0305046808337952,0.21061018473217466,0.19201155471687692
Vermis_1_2,0.22185775363456234,0.17014736416441312,0.45270322462145224,0.46380646839368617,-0.02977606321335875,0.432024103456914,1.0,0.09003621264093323,0.3628556186246147,-0.07201197712013437,0.3370693337993442,0.28152968453276667,0.3253638995370969,0.20533353456242381,0.08413084066153881,0.09722316282243651,-0.00440461313897356,-0.14821378262723914,-0.19481735758575555,0.32622772116056603,0.0681311226852511,0.21322892680561342,0.33367233124972956,0.2844291326968547,0.2641525206116294,0.38815163106993356,0.08696995299381001,0.14163586843599132,0.20245547873267164,-0.024348147671438457,0.21555605711181547,0.46094331834747043,0.4627566442848742,0.38859367493150543,0.4556337685106803,0.21301157008117894,-0.09735814921530603,0.357922592618846,0.268661020366298,0.2507258090073095,0.4790160796056255,0.22995269323401699,0.5539002004353678,0.2963553801273765,0.5223441298434249,0.3549981057128011,0.4279043612715972,0.35206399585198217,0.4834137765619763,0.09267542413562502,0.31628021147266083,0.43888999174685067,0.14179637172450668,-0.006172243563313824,0.13857243255224888,-0.03390601735157229,0.5770545752015758,0.2154006175215895,0.11423195348584951,0.1409035609940031,0.3865611068139089,0.37720021616156646,0.056807657092287016,0.5922834729826677,-0.2790150619323889,0.39836442971346453,0.2647266613181402,0.31695208045004214,0.38562023857996275,0.3864036303383067,0.4106316560970853,0.35553233367612747,0.11728546798058558,0.2630415751238954,0.3264423363295543
Cerebellum_7b_R,-0.5529715843793235,-0.5336052246311175,0.1521972066072691,-0.18057483228374208,-0.28466965127301774,0.22376211743048796,0.09003621264093323,1.0,-0.06897256170406518,0.33325531368012024,0.5353894400681398,-0.10203509710734567,0.8892387012055193,0.061724006593775624,0.9446337589207989,-0.6260375305594307,-0.07174038144479704,0.4217583083351588,0.450432692140193,0.26370171852430085,0.8398990814038851,0.3817996417554095,0.8409569072750246,-0.3486916178825891,-0.07986677376044274,0.2541181905805212,-0.22023161430027427,-0.1848218849267088,-0.27885962498714717,0.8135253159937821,0.15277041912111197,-0.36992320278626595,-0.29328883279454127,0.2353677087166348,0.06089079888451018,-0.4005130448205751,0.38507336123906827,-0.031741771952825126,0.3649267126159652,0.712863705662017,-0.26532719582939385,-0.26081701113865957,0.02850107974059238,0.594373274164665,-0.12782734616379812,0.48953063979978273,-0.0945954401898712,-0.18045660628586965,0.08536482103185195,0.8952672682549764,0.5207738656597402,-0.08939995253894087,-0.3037096874354531,0.18339782357903395,0.6482386479703881,-0.14269890972131571,0.44908605669798835,-0.5678577685176391,-0.2429203783377597,-0.4368228891342624,-0.4149228674189849,-0.23774668515885505,0.7548973246072296,0.5541639653289288,-0.10298713341904227,0.7642512877793148,-0.16006018741932082,0.7676003452993583,0.2212186885829042,0.20704927368592635,-0.5142505593222452,-0.025430998710944924,-0.49679953884272804,-0.19025386670263555,0.09591275006236052
ACC_sup_L,0.1082532870877638,0.3015770246385322,0.2903439966201815,0.4499350289092515,-0.23779463263024175,0.16619641075484287,0.3628556186246147,-0.06897256170406518,1.0,-0.3113596546846938,0.17537456572434237,0.6913542811370489,-0.11215343423888922,0.5759872138466543,-0.13902540794543308,0.1579089262954482,0.04155185548743573,-0.025975039877822615,-0.5359528932528722,0.19327849514927412,0.059253504727453166,-0.3589162983808842,-0.011444063133360003,0.40646515243759995,0.48807267566964246,0.34669324388043427,-0.35026607780521596,-0.41691800557827696,0.5082820130727738,0.020650919739571887,0.2003951388783201,0.386367114520333,0.4271799265715388,0.24988196763798878,0.4606078364101271,-0.25102172088756214,0.22313799173797805,0.38873180684332975,0.18626129220333654,0.17977652196320043,0.6932623569766305,0.548424358137932,0.47245216678598,0.21135406354201516,0.46877811635122946,0.20387573200637274,0.1628775796490716,0.7185240764776604,0.1801771906819935,-0.06648055196642925,0.43840973171977243,0.4356629417613092,0.4398362741929236,0.08372752524010524,-0.023358539514145023,-0.4065389052426592,0.4317433535266857,-0.11201597818791978,0.281124133898688,0.21499839186513606,0.17286450199530462,0.3181476492784498,-0.2229971495111529,-0.021000799611382966,0.29478295704965995,-0.19699883062422538,0.6152659185132392,0.24971914075451881,0.2973657861066558,0.2238005853806496,0.5509655677984411,0.33738822900495524,-0.14869008255481342,0.36837732421463815,0.03146576902351067
VTA_R,0.05510795148401111,-0.04034330482709218,-0.05663868424367817,0.16267247943172922,0.27491198571670106,0.0458066012244,-0.07201197712013437,0.33325531368012024,-0.3113596546846938,1.0,-0.03795109423151693,-0.410832350359727,0.36450498714636215,0.18771850251226663,0.34348896513223454,0.10455268157083683,0.4574797779056235,0.4368512611851491,0.5775385428880639,0.32224992651877543,0.0931356457447977,0.2929475114847759,0.2506044042117405,-0.4561437710182813,0.12704815972136876,0.2256507473622135,0.09925127402289191,0.4077794204674805,-0.1484989399953799,0.19267129536462232,-0.25927405036475837,0.047438882216458485,-0.03848464577593314,0.049700846426004405,-0.356211523152761,0.185028930235112,0.3332025468651782,-0.004059245747404484,0.5141284507549575,0.02814343501809473,-0.29859230144655,-0.021394599927799237,0.07970294082009452,-0.038787028805586946,0.06182050829461443,0.2932406443861449,-0.3226357721802745,0.01141495445838353,0.28637923482111194,0.2440752107569654,-0.011962153577168105,-0.255602433108977,-0.4824171314155988,0.4573178725306445,0.10616855195423183,0.4472251426598069,-0.1641498692517854,-0.06720713545788705,-0.21982452069833927,0.24150761298732532,-0.21949098153556978,0.20701112444141917,0.393750460090101,0.07326294500644855,0.43692991841292234,0.31620991824067046,-0.293144426929646,0.24566453517663198,0.20078320984605516,0.17023167449598064,-0.33392789623809793,-0.17020983388836516,0.1403177530593071,0.07485180440294668,0.05056205196306731
