,Frontal_Inf_Orb_2_R,Cerebellum_7b_R,ParaHippocampal_L,Cerebellum_6_L,Calcarine_L,Thal_LGN_R,Cerebellum_8_R,Cerebellum_10_L,Thal_PuA_L,Frontal_Mid_2_R,Cuneus_R,Frontal_Mid_2_L,Thal_PuL_R,Olfactory_L,Cerebellum_4_5_L,Cerebellum_8_L,Precentral_R,SN_pc_L,Thal_MGN_R,OFCmed_L,Vermis_4_5,Caudate_R,OFClat_R,ParaHippocampal_R,Angular_R,Cerebellum_4_5_R,OFCpost_R,Cerebellum_Crus2_R,Vermis_6,OFCant_L,Hippocampus_R,OFCmed_R,Thal_VL_L,Supp_Motor_Area_L,Thal_PuA_R,Olfactory_R,Vermis_1_2,Pallidum_L,Frontal_Sup_Medial_R,Thal_PuI_L,Cerebellum_3_R,Thal_AV_L,Thal_PuI_R,Frontal_Inf_Oper_R,Pallidum_R,Raphe_M,Hippocampus_L,Vermis_10,Putamen_L,Insula_L,Cingulate_Post_L,ACC_pre_L,Thal_PuM_R,Temporal_Pole_Sup_R,N_Acc_L,Cerebellum_Crus2_L,Amygdala_R,Lingual_L,Frontal_Inf_Oper_L,Thal_VPL_R,Cingulate_Post_R,Thal_VPL_L,Postcentral_R,Thal_IL_R,Temporal_Mid_L,Thal_LP_R,Postcentral_L,Occipital_Inf_R,Thal_PuL_L,OFClat_L,OFCpost_L,SupraMarginal_L,Frontal_Inf_Tri_L,Thal_MDm_L,Occipital_Sup_L,Cuneus_L,Cerebellum_7b_L,Precuneus_L,Amygdala_L,Temporal_Pole_Sup_L,Cerebellum_6_R,Temporal_Sup_L,Thal_VA_L,Raphe_D,Fusiform_R,Cingulate_Mid_L,N_Acc_R,Cerebellum_Crus1_L,LC_L,SN_pr_R,Thal_LP_L,Angular_L,Occipital_Sup_R,Lingual_R,Rectus_R,OFCant_R,Thal_AV_R,Frontal_Sup_Medial_L,Occipital_Mid_L,ACC_pre_R,Cerebellum_10_R,Parietal_Sup_R,Frontal_Inf_Tri_R,ACC_sub_L,Temporal_Sup_R,SN_pc_R,Occipital_Inf_L,Frontal_Sup_2_L,ACC_sup_R,Cerebellum_9_R,Temporal_Mid_R,Frontal_Med_Orb_L,Fusiform_L,VTA_L,ACC_sub_R
Frontal_Inf_Orb_2_R,1.0,0.1951207953077928,0.2502699247104118,-0.016625967355300104,-0.07234744300063192,0.2239042567512229,0.22826369720320086,0.17565917404210102,0.41055358918247636,0.41962147188557336,-0.010530358496992274,0.07448368147608406,0.22614626895148787,0.5562840013349348,0.42895705723863203,-0.043924851965834975,-0.17090648011334877,0.02549585716057083,0.1395770707766279,0.5615877171158967,0.39514455913303,0.4175287139047649,0.768543819648295,0.45958244904222273,-0.046542399492612054,0.34466492752211275,0.6550357038994327,0.14260242681905594,0.03902866805683342,0.6121287670326362,0.70090403176256,0.6917620797194687,0.33456276234333615,-0.02898489328066696,-0.04484172458987461,0.6788832576406626,0.2523125173529724,0.4790195396321249,0.5800905012554359,-0.2241075040034539,0.04755274664932637,0.11601918057338786,0.03888282225849473,0.45495610365507294,0.52908684304423,0.1768095299767758,0.29978046921364654,0.33656287781836314,0.3577107980238444,0.2780869127860265,0.35407451842376125,0.6565340861567444,0.19338402618236056,0.5403928191082185,-0.20431816427474225,0.011474053350416971,0.596094296804186,0.08029302862764177,0.10794324128789783,-0.26595501792516557,0.3098960169951607,0.07693023528582006,-0.056527878156764064,-0.13057591313737082,-0.0939327294409985,0.0007469132127729503,-0.1315894237845226,0.11682682331470046,-0.12981683444811729,0.3124966986279797,0.6090425559632925,-0.27312278725512257,0.19140473831812416,0.4557088006269233,0.013595493723767508,-0.1504527554120716,-0.021893950126898244,-0.12577037292966622,0.3807877920234213,0.3056716599439303,0.22093234291340266,-0.08778959417411722,0.08501462919378584,0.23297627359151915,0.4710164367330414,0.324138284360746,-0.21866234437307916,-0.17191451297655203,0.40437278291033063,0.42987538054202834,-0.145755733020473,-0.2945074366743672,0.09380879217047822,0.09228492506977796,0.4216828804234952,0.5043635851319739,0.29460480713684245,0.2642326693718168,-0.02710161936011296,0.6930455171648341,0.34854671922262387,-0.052033479798092856,0.6119698611973011,0.5674342829931565,0.36608702603040916,0.3678138229425047,-0.20024698685092643,0.3320412621203654,0.26873599567062256,0.23191696900455372,0.31789049957194987,0.4995606763357619,0.12799635974920925,0.15510036069286298,0.5927186461906733
Cerebellum_7b_R,0.1951207953077928,1.0,-0.6260375305594307,0.3992381358807165,0.36079112661421264,-0.475319210063861,0.9371068881645996,-0.26532719582939385,0.03853904508876483,0.02850107974059238,0.8467763516510631,-0.13801454872945296,-0.5336052246311175,-0.19025386670263555,0.09444210128785652,0.3817996417554095,-0.4051103933438908,0.09591275006236052,-0.2217214591228954,0.4217583083351588,0.26370171852430085,0.3629822703927121,0.18339782357903395,-0.07986677376044274,0.712863705662017,0.22376211743048796,0.0697890183910146,0.8952672682549764,0.6482386479703881,-0.28466965127301774,0.3649267126159652,0.47618142470227515,-0.5971414547505963,0.1752313262434742,-0.27885962498714717,-0.179541785368012,0.09003621264093323,0.04834049376341839,0.08536482103185195,0.06089079888451018,0.44908605669798835,-0.02310488558503671,-0.025430998710944924,0.4499107476122808,0.19090743038163124,-0.10298713341904227,-0.4368228891342624,0.06144889429117637,-0.06270858709546087,-0.28428319487615034,0.2027731165857361,-0.14269890972131571,-0.26081701113865957,0.7820792240493137,0.09606252838542785,0.5760890355204986,0.4192856936506437,0.6353651540436683,-0.169805626602238,-0.08939995253894087,0.2212186885829042,-0.5142505593222452,-0.16006018741932082,-0.3486916178825891,-0.5678577685176391,0.2353677087166348,-0.06236232844363635,0.8135253159937821,-0.4518731998261602,-0.3976654781354984,-0.30814184282686946,-0.1561222229133094,-0.5529715843793235,0.2684390152672577,0.6379796823662072,0.6576637392351466,-0.4149228674189849,0.021085245889180745,-0.1848218849267088,-0.43628158615403567,0.8244518432165193,-0.49972762135788173,-0.29328883279454127,0.21412315349666108,0.6785629507678897,-0.18057483228374208,0.4963779054094392,0.3254920461881468,0.48953063979978273,0.20704927368592635,-0.008963680800421545,0.15277041912111197,0.8398990814038851,0.6154652116082117,0.4467094122005679,-0.24854297047280519,-0.031741771952825126,-0.4005130448205751,0.5521696420337302,-0.11595032087320578,-0.11736298406188132,0.48918683246689654,0.18781051807867308,-0.3614594146280354,0.7676003452993583,-0.2138857700497443,-0.5611266934036004,-0.36992320278626595,-0.18045660628586965,0.8892387012055193,0.9195923133858603,0.3818816742836761,-0.5885631201166326,0.13098468942337907,-0.32568004735388884
ParaHippocampal_L,0.2502699247104118,-0.6260375305594307,1.0,-0.007294399739568123,-0.16216017121440895,0.6124653339227808,-0.5897831956657194,0.39997759232649915,0.29688175148720064,0.47420847225449003,-0.6645134645072536,0.40008493298410397,0.5476515040900825,0.6226297773854602,0.3762095464141808,-0.13936427023665082,0.3962398750788898,0.2772517094672548,0.3975879683395103,0.09877047026228516,0.3005617623000321,0.0339708861130437,0.2174163165691259,0.5858902942895718,-0.46464109636911827,0.1437004167795086,0.48729002804618593,-0.619860085823011,-0.4358612830754036,0.4841130778193562,0.28956701408832763,0.03789727665263803,0.7698231369764669,0.047321343293022074,0.5635677350597795,0.5474854409392326,0.09722316282243651,0.32678475485064684,0.36403965818031125,-0.02543512023475149,-0.19221579806502642,0.15315358699671758,0.18032998972283792,0.0740490430310761,0.3730891803185373,0.4642773230509005,0.8862978884513364,0.27930204055340013,0.48876282937391813,0.6104565016041598,0.3011154763097576,0.4361352619345451,0.5709036862427955,-0.3400350503266361,-0.07046702486746304,-0.47761874839314405,0.05335831685739836,-0.19413460886609296,0.5592783607117456,0.11608286126679584,0.27668842506374436,0.5742421813042303,0.2873563771168566,0.35963666287482654,0.677329331889913,0.0178004936419404,0.17758740272180115,-0.6107169428219938,0.43299157754563194,0.6032851074518252,0.6065088254965656,0.24211966139887384,0.8072463840238772,0.20760441810516947,-0.5670942756250317,-0.36947345256625364,0.5142719483822554,0.1426320028348345,0.5007637978805733,0.7112475027426365,-0.3684872997008363,0.6587358952169935,0.49071515576176056,0.1887685337737815,-0.12459274618378798,0.6266960424937088,-0.41816163628220004,-0.11881924161097915,-0.0927393668117104,0.09363466592821805,-0.018733985318879418,0.0299182161205837,-0.6348141589465587,-0.2268402839375502,-0.08798315556071093,0.48767792179647246,0.2964947334227611,0.6009547970110758,-0.46468831156028845,0.5094116521024133,0.6925070508510764,-0.4256376340964231,0.2685326687909774,0.5860714000150945,-0.34631790676859087,0.5594104399916199,0.4246864613916737,0.6994607288880044,0.5223157371938226,-0.4517536495602496,-0.5645867271520292,-0.1793112471933802,0.8747138299804292,0.1171869750532798,0.6022252532740994
Cerebellum_6_L,-0.016625967355300104,0.3992381358807165,-0.007294399739568123,1.0,0.8313587577719911,-0.21433732589692503,0.5209693623913972,-0.007595847757513426,-0.10573748927141678,0.29628648523865475,0.3457657024002136,0.1698648013143974,-0.43092097042272887,-0.07268972775303707,0.3953988503448685,0.5528007769452938,-0.060238671449331614,0.5764269520913311,-0.08044515158917984,0.04111661973916554,0.3262914929852058,0.21018641313777792,-0.2601382685033534,-0.011262964909990358,0.5648300674149893,0.3756349903044243,0.049696584798656254,0.4433603305189221,0.5687349497263721,-0.2092453746427433,0.10107068267409232,0.08875584256225401,-0.28186362998396436,0.19309609913020098,0.07327265208501083,-0.23594326169704333,0.3662547020847151,-0.23997277174480994,0.261004239642453,0.502429753237365,0.5694354083828758,-0.1369916679605929,0.255076615436022,0.348082183448639,-0.08900257580736683,-0.281919441997053,0.05880768679113978,0.34467956116151954,0.22902080682369944,0.09363083975602154,0.2382227690788742,-0.06801419810209629,-0.09881900771507501,0.4169374136975952,0.016856250432219,0.474914414290897,0.3728054421944154,0.6927975867691349,0.2385823169532848,0.32896608466138266,0.3030797164124624,-0.023309548346037583,0.10026313742730586,0.16271099454901944,0.30787354295533575,0.2598217419296597,0.433158054526374,0.13486948236702345,0.12628676284221,-0.2823405334696192,-0.26459136482187534,0.5387597000354132,0.06265088335762527,0.27281477760789363,0.2014791006375215,0.6778932047270002,0.1628868348416985,0.5327816747706182,0.2478116914104456,-0.03076508282230176,0.708474115971701,0.351682535448311,0.1281927695359572,0.5069871449229719,0.42561278520028184,0.10315976961718128,0.32847083968689966,0.7414381291973675,0.17389406029044005,-0.008524878219510377,0.2664614969630967,0.5789886279787864,0.3348628534327687,0.7494485987236454,-0.10644906151837823,-0.09939221808899618,0.014627411006494733,0.1430487906846811,0.19570190095048526,0.06078627632061044,0.036503059324753506,0.09843679975728686,0.19598318917024296,-0.3301330660614667,0.31345985007292143,0.01570312809078495,-0.06433338274715455,0.16459195138772623,-0.10889050364542369,0.6165246276167212,0.36727812724674275,0.06316549504820425,0.14338800258389117,0.5279722884285564,-0.22068889669998137
Calcarine_L,-0.07234744300063192,0.36079112661421264,-0.16216017121440895,0.8313587577719911,1.0,-0.10641632307363086,0.438323652984634,0.06739778189159856,-0.21286678680607493,0.2981941993427469,0.45490112890267415,0.21429999496046429,-0.44398896345429,-0.15487287008844336,0.4254648880525982,0.3010522727418418,0.0797448738876166,0.37156597890873705,0.03925690307303621,-0.05986819712961307,0.3495704136534526,0.15922503193300921,-0.2426610078986434,0.01549605296624691,0.7043762755482922,0.47374226506547096,-0.06608004072133401,0.46467278704310483,0.6604005035808386,-0.26355299332664867,0.051525521451862594,0.0010557016812789482,-0.4617885120781077,0.28741711052029156,0.05140983759229705,-0.29909483695888195,0.36028118407136017,-0.38662109386566995,0.22700109212203676,0.6160260602438814,0.6688867705350373,-0.10665915159032048,0.4854869219539214,0.3599787426051877,-0.18996742602299196,-0.3376980726280587,-0.1557824414483925,0.35623138790739545,0.1420604709129629,0.05299829262514839,0.10825978609963235,-0.20087720248117227,-0.08566601944276356,0.3827224265187852,0.15310998381239282,0.4544824929030695,0.36735433536624945,0.6039641670094342,0.12491935595948235,0.39326081870618906,0.305818028862748,-0.018632237386693663,0.2433586985652828,0.1803737380819196,0.09896395539298644,0.15822440672710192,0.5752201305581733,0.23094992706078227,0.185336246473655,-0.3424813429284152,-0.3414432264916024,0.5484995037434415,-0.08174603971215232,-0.0008835400125038384,0.3729399110197909,0.7793304923727262,0.024533703314352853,0.7515500080630776,0.054224068958750246,-0.243631546943181,0.6685203642965075,0.24862300587823652,0.016190482321121136,0.31730685556533894,0.4371841017649687,0.016132331554928683,0.3397106442385533,0.4929559925735602,0.1641908600443161,-0.07179061439321735,0.3733517127123948,0.6700893703914619,0.45644079465064896,0.8442172258021922,-0.09493737031803244,-0.17538844382805935,-0.12724669354411014,0.06340921771380545,0.3622290750662515,-0.08621660618049012,-0.11630635959422513,0.3229420294288061,0.1531576989265047,-0.4779975024166047,0.3829318928524244,-0.16191433945907416,-0.13053923160229458,0.15554753422311673,-0.11229556837734497,0.4602680926426684,0.4045099283736249,0.0274859906482096,0.0931571399925584,0.3452811840443184,-0.3847239107158358
Thal_LGN_R,0.2239042567512229,-0.475319210063861,0.6124653339227808,-0.21433732589692503,-0.10641632307363086,1.0,-0.5534079421500603,0.4983950537146026,0.1743753114492752,0.4670252126039625,-0.43112699069228005,0.39014500470969177,0.5857681978266644,0.48073337490935,0.5052985232237598,-0.3232692269079569,0.6862287051528525,-0.014490247333035972,0.6184643803813531,0.04018955345742203,0.38167046402691757,0.0006502826439841513,0.210824122090453,0.7202876291538675,-0.2893596882586264,0.4031485333644967,0.2734619120278825,-0.4332077001039563,-0.10779522558280098,0.31020125020262146,0.3381547814277343,0.01355262515406959,0.49135502692178396,0.2802497778731082,0.48800710097878913,0.4798856567670244,0.08384433484853598,0.3512262730222217,0.18077103716498705,-0.025801397782927636,0.056082382887109594,0.25379856915310683,0.4703511803908466,0.14783228411508792,0.30285706797316425,0.43534632639074883,0.5456025820454777,0.396098363901704,0.3130807377291866,0.5321224473713999,0.19014648841776696,0.2134882435021938,0.6084202966695932,-0.33805804309008713,0.16948147380162948,-0.48578411109746306,0.018890793172658862,-0.22904922475166517,0.3674328628209295,0.07760126932559964,0.32431117724531194,0.4114499852525393,0.5792191958922119,0.24347387617196925,0.1927860495412271,-0.09066716136851029,0.13664962579587656,-0.3605865454160361,0.3190556301602434,0.42795337180532417,0.45124242651691615,-0.07540645329274369,0.5132482415798286,-0.16687158689796144,-0.3522731052817113,-0.34620572681265255,0.24121973904333338,0.24390947716216207,0.17448355047702857,0.34267456004452546,-0.2765466832380032,0.2656706816710948,0.2695487910214145,-0.12326367086333193,0.038747981285002446,0.57604391766586,-0.33720335024375614,-0.38503795830027376,-0.044152558593664314,0.17295266703996312,0.11269364689352529,-0.050365706145157764,-0.33798579550261604,-0.06397728438049963,-0.013509974858196735,0.3884482146784012,0.21108487069788948,0.3175509929675155,-0.259508670008975,0.24725355667662088,0.47988124271856486,-0.10394128893674827,0.2416427489333625,0.3480555887957734,-0.08562230753280141,0.3129121373670122,0.15429576468740896,0.5604445275430757,0.5128847397324163,-0.5082769268789645,-0.3865596153195319,-0.1927706314958679,0.5954470888537032,-0.20526319985576152,0.33043306844325604
Cerebellum_8_R,0.22826369720320086,0.9371068881645996,-0.5897831956657194,0.5209693623913972,0.438323652984634,-0.5534079421500603,1.0,-0.2379240276498995,0.008602324123558554,0.03668387083128198,0.7936819778526136,-0.0738049353133421,-0.5512620093510664,-0.21951813627060257,0.14265384262485403,0.5103749566656686,-0.5202753933496836,0.19508958931204023,-0.27733182138732965,0.3160962705359697,0.28191618292208703,0.36830451329835556,0.14526296285129667,-0.14036641964524818,0.698039833565134,0.24004881403641248,0.05784849641521701,0.8525048550251645,0.6151936392306553,-0.3066460664780918,0.3434787543831543,0.4345477230608142,-0.5480549771696503,0.14779982347675658,-0.2802466991604238,-0.1844207416355079,0.24112892127448596,-0.02771961311785743,0.14901906492381178,0.11203038290811558,0.4524131144586567,-0.04187208398806913,-0.05042784473873003,0.4471451464148646,0.14747086790455505,-0.258893367154068,-0.41999938180893753,0.11414448886812853,-0.03210054029129209,-0.2503845364303537,0.25880794938055784,-0.13564785093193182,-0.27885678566023203,0.823517468963572,0.05429878538440975,0.6170577214910857,0.4403554766407911,0.7031744449884034,-0.07004823714182315,-0.053863683936412415,0.2560678971762091,-0.44106377016021464,-0.272643644622421,-0.30086458528774124,-0.4250635336359857,0.30463264964340936,0.028226694715647253,0.7404676102422231,-0.4209903637280406,-0.4452862138748918,-0.3497012482388022,-0.01944746484887477,-0.5080423489821246,0.3143745979882046,0.5627454477542819,0.6768785290942302,-0.28475868713630853,0.03800465696565721,-0.11566634637833949,-0.42892088047780064,0.8574181486113219,-0.3523079432065088,-0.20740467837650003,0.36927844512992797,0.6393998908193096,-0.1510205642244934,0.47061660559021207,0.46262354584691884,0.46566347308638284,0.19006940231990962,0.032889221194540325,0.1810702467878722,0.7737938927735287,0.6387812793800735,0.3443141483793343,-0.19965195297051824,-0.012640750807112239,-0.31891827361329367,0.48967199657379906,-0.06062831755934029,-0.1564197388609355,0.36456556531693635,0.21928458470203616,-0.39753974948300264,0.721590811642581,-0.16405593530924137,-0.5438979221605242,-0.32934590725129465,-0.19457317837907237,0.9676646521161812,0.9021603954140184,0.3997599661389468,-0.5274131740612543,0.30089458884297215,-0.32178790523418804
Cerebellum_10_L,0.17565917404210102,-0.26532719582939385,0.39997759232649915,-0.007595847757513426,0.06739778189159856,0.4983950537146026,-0.2379240276498995,1.0,0.34343921423410884,0.6703445004191759,-0.14662384800813855,0.6711681102131485,0.45320198789769867,0.4354700541955332,0.48924440463480456,-0.3708659358388537,0.5593141567367366,0.16134380220889122,0.476066489548958,-0.053958150150840004,0.3258666541603797,0.5426973785382004,0.18243532821476607,0.5427517128722744,0.06492097926504109,0.37164708551012915,0.0762480420716302,-0.2405352522086104,-0.13551269792339254,0.03373946542473458,0.29359367674974884,-0.11121743763221219,0.4148795420007896,0.6533288019794464,0.6053316431675425,0.299774695130555,0.4790160796056255,0.31428590169445875,0.4162764553376796,0.44502629448728037,0.435781028547266,0.4630738599252127,0.4409028245730807,0.46450602578503636,0.3045878616386098,0.1858108099988808,0.3991457166163152,0.627644132328456,0.5183477749102037,0.6786674955584535,0.38954804520946684,-0.15252074585311576,0.6298832354083335,-0.05327005930018196,0.6282923728952289,-0.2573222429138256,0.21421065982953327,-0.19250752033299295,0.40444414406798346,0.320718052386048,0.4356460483386242,0.6004212783781961,0.6038747840968957,0.5601039799813843,0.12649086222201605,0.25606128406663176,0.4810621422250874,-0.1599256575029384,0.3343342937095846,0.42245124795753525,0.24020874403270176,0.1777692678845263,0.3021915767362381,0.030668657680008433,-0.11126116643638484,-0.08044758468395194,0.35326689521805665,0.5165954034657732,-0.15815019219012671,-0.07091080264270871,-0.056469173004001,0.3199280849794468,0.6479033414924982,0.2668809634534919,0.05414423165997682,0.6239538620146421,0.07108419317002661,-0.11693500198325485,0.16887051219906757,0.20395181195558026,0.5852005338102038,0.15481744755367136,-0.10942521422466724,0.12227329913655142,0.15137277134016408,0.3091678466936284,0.5378187244010197,0.0795852191532722,-0.04925566690399248,-0.07882570914719249,0.4396612304477322,0.10747834296837792,0.5744412127720956,-0.02044979648570418,0.2118997488402158,0.17119190695382802,-0.06823652102366053,0.57675905191235,0.66665302410873,-0.182778768707256,-0.09778524961982644,-0.3213828898917273,0.5775036111582419,0.0897170064285288,-0.09278758527550311
Thal_PuA_L,0.41055358918247636,0.03853904508876483,0.29688175148720064,-0.10573748927141678,-0.21286678680607493,0.1743753114492752,0.008602324123558554,0.34343921423410884,1.0,0.4297966686721346,-0.15665971742239754,0.24325989635776546,0.39988338968641207,0.5505705941605474,0.23459550855879283,-0.03790945938542213,0.13970572355182231,0.04970822951086265,0.09771513108723422,0.2847889551100369,0.2018210736169571,0.5985301646044024,0.2852117964471417,0.4807120482247702,-0.06800876630531819,0.13260341401081327,0.2548909238551843,0.021038124349263523,-0.11367273771090072,0.312420636562793,0.4442068211288783,0.1754424490098431,0.46330510472812786,0.23059381246698912,0.20293619424321283,0.48332698265426616,0.47580009072036944,0.6171010636129772,0.4870712955855654,0.06613844658833673,0.2214825950395528,0.12010962635235613,0.14301652054407246,0.282942536187846,0.4222975810090142,0.32042073911087904,0.45164253914299607,0.44063023115166017,0.6701420990963136,0.5692743567605578,0.5288153814667959,0.3012773281282884,0.27706422556570104,0.07387332584589476,0.11744704477129772,0.044112103285595804,0.31787391441489016,0.01960659440632947,0.2166615475647931,0.2080882088022465,0.24808982728734383,0.411438782781438,0.224518045729469,0.07935798338009181,0.07922978997822591,0.2992222246104776,-0.1257615573837429,-0.10405245216341617,0.045773125911236785,0.47031652148972103,0.45904764191230135,-0.18221818645705282,0.364685091506346,0.4873474278872905,-0.11964192093646481,-0.13547564143337984,0.18827875990378598,-0.04377329359888367,0.27223638772179676,0.28540576341342144,0.0027762182178977775,0.09188741543433365,0.3697722827311788,0.3922199415463161,0.18097125803262765,0.48681050265836623,0.013527816999839225,-0.054915052885592376,0.5040536248924538,0.44402781819788617,0.19081605374744628,-0.19172977840364755,-0.10442741315555705,-0.06147799378260982,0.2461452931445374,0.26869807376506677,0.331185061946219,0.24640320004864746,-0.0696448449894755,0.33012239066449706,0.35683281858898097,-0.04678369782353585,0.47821709724333844,0.37627317049043635,0.20660749296991518,0.3843785067532754,0.1084826353889848,0.47842948017744097,0.5390412949447797,0.07916182059652352,0.044522539263051844,0.05354746270995331,0.1960768896914074,0.24615690611350147,0.24393208621932863
Frontal_Mid_2_R,0.41962147188557336,0.02850107974059238,0.47420847225449003,0.29628648523865475,0.2981941993427469,0.4670252126039625,0.03668387083128198,0.6703445004191759,0.4297966686721346,1.0,0.06942322798769901,0.5275198335427906,0.2994006782190215,0.5746468248739645,0.69570424620262,-0.031500409851911354,0.5531222320476185,0.307055703899549,0.44201237609728633,0.3258587543039924,0.616953267179218,0.6810814080442035,0.28380579638062975,0.700740319655933,0.3168761939477044,0.5872702508014822,0.3535713202270275,0.06606686075301714,0.17789920256720687,0.24188419362367455,0.5717788810469068,0.24757002369911554,0.3167759082805911,0.5663289433962023,0.4933995332320646,0.4076065728680125,0.5539002004353678,0.4561189801266134,0.6943225925773744,0.3191932030748345,0.5497513129326608,0.3727345608215275,0.48305126849364644,0.7363869967690446,0.5359735175150072,0.27439358878523,0.473373293493037,0.7112758225232493,0.6763627378505378,0.6527558516582387,0.5335962450619213,0.17972160307520543,0.5639075309720802,0.1957215619435503,0.31909618442661397,-0.0457633013279446,0.43651454376650833,0.20628293562514272,0.4345589699415425,0.30399022737084075,0.6188237957242875,0.3546660475087918,0.6938035686322023,0.38976235739992166,0.16740612450997397,0.3321989562456246,0.31331761727091595,0.04468707810268878,0.1659062392756221,0.4021527208471117,0.37424816435319497,0.09730869187807153,0.4289970398099951,0.2789356277463794,0.10155874865397413,0.21512924667243644,0.32169764775423454,0.5593615075899319,0.2022278441407527,0.199797385790608,0.2802476755748964,0.30053184235407016,0.5331176115849509,0.4720989943930479,0.41878805034945266,0.7040592982021592,0.12939861108962106,-0.003636579659724297,0.3813691525357798,0.419730211986656,0.38661884249024747,0.2882817783265712,0.14517996953358933,0.4209675372536011,0.33278431407158104,0.38871526847388743,0.5306280015863283,0.30847359526788704,0.15991112170660432,0.27798771695997365,0.6065774023008454,0.21439161979317728,0.7394399120358109,0.12638061994118166,0.47659515781913425,0.38640212949996017,-0.16453231263291052,0.7006866800574716,0.6029688415802817,0.1338086810737704,0.17411256910189735,0.0753512962347002,0.5314151322241893,0.2865983243046368,0.1174043105340046
