,Pallidum_R,N_Acc_R,Angular_R,Postcentral_R,Angular_L,SupraMarginal_L,Thal_VPL_R,Temporal_Pole_Sup_R,Thal_VL_R,Vermis_1_2,SupraMarginal_R,Cerebellum_9_L,Cerebellum_6_R,Thal_VL_L,Thal_PuA_R,N_Acc_L,Supp_Motor_Area_L,Cerebellum_7b_R,ACC_pre_R,Olfactory_L,Cerebellum_4_5_L,Calcarine_L,Vermis_9,Parietal_Sup_L,Thal_PuL_L,OFCant_L,Occipital_Inf_R,ACC_sub_L,Parietal_Sup_R,Red_N_L,Caudate_R,SN_pc_R,Precentral_R,Cerebellum_10_R,Thal_MDl_L,OFCpost_R,Thal_LP_L,Raphe_D,Thal_PuI_R,Thal_PuL_R,Cerebellum_Crus1_R,Occipital_Mid_R,Thal_VPL_L,Cerebellum_9_R,Thal_MGN_R,Temporal_Pole_Mid_R,Vermis_6,Thal_AV_L,Frontal_Inf_Oper_R,ParaHippocampal_L,Caudate_L,Frontal_Sup_2_L,LC_L,Raphe_M,Fusiform_L,Paracentral_Lobule_L,Rectus_L,OFCmed_L,Fusiform_R,Temporal_Inf_L,OFClat_L,Putamen_R,Temporal_Pole_Mid_L,Frontal_Sup_2_R,Frontal_Med_Orb_R,Occipital_Inf_L,Calcarine_R,Precuneus_L,Frontal_Sup_Medial_R,Thal_AV_R,SN_pr_R,Supp_Motor_Area_R,Thal_PuM_L,Cerebellum_4_5_R,Cerebellum_Crus2_R,Vermis_4_5,Olfactory_R,Paracentral_Lobule_R,Hippocampus_R,Precentral_L,Cerebellum_3_L,Cingulate_Post_L,Rectus_R,Thal_LGN_R,Frontal_Inf_Tri_R,Cerebellum_3_R,Putamen_L,Frontal_Inf_Tri_L,Cingulate_Mid_R,Cerebellum_Crus2_L,Thal_MDm_R,Temporal_Pole_Sup_L,Temporal_Sup_L,Thal_MGN_L,SN_pr_L,LC_R,Cerebellum_10_L,Pallidum_L,Amygdala_L,Cerebellum_8_R,Vermis_7,ACC_pre_L,Occipital_Sup_R,Thal_MDm_L,Rolandic_Oper_L,OFClat_R,Cingulate_Post_R,Postcentral_L,Vermis_10,Red_N_R,Thal_PuI_L,Thal_MDl_R,Temporal_Mid_L,VTA_L,Frontal_Inf_Orb_2_R,Temporal_Sup_R,VTA_R,Lingual_L,Thal_LGN_L,Temporal_Mid_R,Frontal_Sup_Medial_L,Rolandic_Oper_R,Hippocampus_L,Heschl_R,Thal_LP_R,Vermis_3,Amygdala_R,Parietal_Inf_L,Thal_VA_L,ParaHippocampal_R,Parietal_Inf_R,Cerebellum_7b_L,Thal_IL_L,Temporal_Inf_R,Cerebellum_8_L
Pallidum_R,1.0,0.89413443195841,-0.2713144878754975,0.282681556188948,-0.7622153079117365,-0.7681378187376683,0.7955957929424577,0.7911628822374986,0.8970380253229822,0.45166664867681144,0.4005988500975691,0.5693765084842265,0.7798568757900045,0.9082580955870216,0.7886608279241907,0.2984978925878953,-0.34743614845398385,0.9901718241113426,-0.5161018215346932,0.4903366459839951,0.5488384188520399,0.9313254403137451,0.5124299235677917,-0.8733565166415138,0.47384728933853454,0.05195615124364413,-0.019369533168304472,0.30264469293852486,-0.9385125123648754,0.8453281319015817,0.3240175789896952,0.6704740232537206,0.2529835265867915,0.7612983714670877,0.7966647482849927,0.5835458494392902,0.5404441248449384,0.5847765045759794,0.9685115295574472,0.9673351944727435,0.9798554744392574,-0.2601128141436245,0.489272193007881,0.6207249478753435,0.6451244350349127,0.778485176096128,0.6946069090772163,0.8874943392409622,0.6604621088093113,0.798368087827212,-0.06396378832598966,-0.9200621533481511,0.5252349967754102,0.5734031606013283,0.5123563864253503,-0.7625748993995226,0.695667868572693,0.44854824648967156,0.9868552694891077,0.3636386738948429,0.4282467854760594,0.7534832656795233,0.6799283225420818,-0.652477572387642,0.5139680367124887,-0.659027412224949,0.8062919040055491,-0.25770386745135737,-0.7713908030551963,0.8905516890339813,0.9416036779497367,-0.10636757153171335,0.554162213527671,0.8129859984014879,0.7755611234711142,0.5928623770950616,0.5561321763917407,-0.27807189199041726,0.9612422898491785,-0.3735810092978231,0.4660245116023491,0.6232985416306716,0.7769859214439612,0.9603993865897775,0.5548083976250884,0.9964668603052089,0.2546818851393851,-0.5083987002728373,0.7827387611421728,0.5486448965206533,0.90135831625378,0.6402766323288661,0.28894452939856496,0.5035309292959365,0.9370130061795621,0.5765971550242823,0.5605885778607286,0.8775373657434852,0.5156849915299321,0.9059981660380881,0.3138027619530519,-0.49151522836270006,-0.4481261220697705,0.8579410744998087,0.45987648267064674,0.9284691478524029,0.6508392744990039,-0.4816537743223574,0.5488862811515136,0.7579116350816646,0.4655032542223864,0.9452903640996227,-0.14002223719061052,0.8307424090746115,0.8291411550956468,0.9018320084557275,0.6718418344440472,0.6821077134900076,0.43582731066471875,0.7774755411033946,-0.8566610703078195,0.8520527610163495,0.5471887612109035,0.8548776121425973,0.9561062100024593,0.5891282973645394,0.7516799626533078,-0.856073120504532,0.9444640516456942,0.9360383859528507,0.21926220286630807,0.6767092680179267,0.973065286948201,0.8971419483659364,0.5933769652589763
N_Acc_R,0.89413443195841,1.0,0.021866618812704058,0.2242199305883197,-0.5072859644249292,-0.760559448794788,0.7551177136569021,0.8184978281611064,0.6958802424266918,0.32226999975258064,0.4045141878292195,0.3199907245388363,0.6007573996416805,0.640033110069523,0.7753589222826275,0.5983838943751267,-0.7100031791639155,0.8495603027107493,-0.3268729238970623,0.7996483087917917,0.34817176600861766,0.8845107776101186,0.3171459923725938,-0.8759250629490296,0.1620215316294673,0.3616691143936535,0.26360375874816755,0.4709690485725466,-0.7939822503041827,0.8625369681906774,0.602555736232523,0.7366628124439479,0.32256738643203964,0.8221970343061981,0.6463454036105196,0.719567063619428,0.2328737419242601,0.6945719356297014,0.869817235593923,0.7967071830736592,0.8692072540214448,0.07557743248768044,0.18791307656932918,0.36477652961612556,0.6645062219475837,0.8380957291459706,0.5545665099447284,0.7164994473643792,0.6437972526280737,0.6493565295882182,0.28606203815583703,-0.7617107025484748,0.35443847170989773,0.7108754950843681,0.3316511323696568,-0.7505002718579423,0.9284771008292907,0.7407888943677451,0.939246955249322,0.22019067324794755,0.24279139182771203,0.8242523677766317,0.4889132593561087,-0.646066117045831,0.8100076877630658,-0.2928229623705406,0.833568659295048,-0.05779710890611121,-0.5942779302790379,0.6882516418296839,0.8935687578948828,-0.5045115418799432,0.299336431208802,0.6259272048442762,0.8297778116839437,0.3895784563295241,0.8121406213527316,-0.6055173527688309,0.9261994424024618,-0.5781501967782425,0.2923052653062114,0.426642724276842,0.8924398615555602,0.7994905785168835,0.5491454309617274,0.9075395307367625,0.6026637609654295,-0.34271233126498096,0.49584771710546593,0.7224491859027307,0.7772209400201388,0.4618129937733618,0.1191461917673525,0.23773637674775308,0.9204757904786324,0.6601316445315668,0.3010551927336552,0.962835215026139,0.7742357026606275,0.6972112734557765,0.5360587089709218,-0.1419302004539165,-0.07201265649535075,0.7405523433254931,0.2071674124714819,0.8256889785401887,0.4250659060050496,-0.6957688533885517,0.33089517863312745,0.8165330326767574,0.24030621157929005,0.8095006917104711,-0.14463883905919825,0.9659148874816678,0.85101109032175,0.8470756886003228,0.8043052026812135,0.5495170697588276,0.21862263684021566,0.7998802409923232,-0.6306015373435133,0.851671168907542,0.4128535518321032,0.878435720811251,0.8076891602879421,0.3854953114585958,0.8567260166363204,-0.717998984311526,0.7617635715600037,0.923988690104544,0.216812152895013,0.4045860391799448,0.7874136529660648,0.903061336499061,0.33385832009308375
Angular_R,-0.2713144878754975,0.021866618812704058,1.0,0.5953580836220081,0.17668951625825402,-0.31817877432018943,0.2851111911264831,0.3543005359912625,-0.11555624478585651,-0.8728792044864161,0.6364954810149853,-0.922622277691514,-0.7481657212090621,-0.568540565954781,0.3024626668250981,-0.025930751695299792,-0.6149034801110844,-0.37532603815178955,-0.12215850801971584,0.2914504697263365,-0.9040638740437016,-0.16486733162944878,-0.9180361986428685,-0.21043659168433282,-0.972376482079761,0.1392764555645584,0.9662413906823076,-0.2665238608682007,0.11116005180357065,0.26816451084031423,0.7022532466517365,0.5058786235137565,0.7691611758303235,0.3997270053498376,0.1292007551954177,0.6173314950736005,-0.9527549192491741,0.5993860239810558,-0.10631856161094684,-0.4862269303055263,-0.29460800015847805,0.9892169593944936,-0.9537482905770286,-0.8984167963134558,0.494104784239997,0.3758648699751584,-0.6926544660840148,-0.025380102828791277,0.44240955966817475,-0.7109508525236986,0.3739510121132539,0.3096237044138306,-0.8714660254193773,0.616381383296981,-0.8922205352127927,-0.2908861112974625,0.3763523822697561,0.6697532575831882,-0.14273998633075458,-0.891709733967906,-0.9068310102072217,0.4118064893965975,-0.8585819351851716,0.6588986246933966,0.21075850939024457,0.6233810227456568,0.30972136144521495,-0.14519698333959147,0.7404055728952433,-0.11224813373145223,0.04405185947534004,-0.575906045418475,-0.9354831349960556,-0.7464771619320182,0.3855073800681966,-0.8872605669357316,0.5872888986699256,-0.32610593241616465,-0.007691370979449414,-0.7149247137792484,-0.8985057067295141,-0.8706381988404752,0.38426140635290224,-0.18755765914351416,0.5344923461624629,-0.23509133998660792,0.45008997059293643,-0.16980213352677745,-0.17166920220799228,0.5969936375683981,0.03412276887912836,-0.854789758238587,-0.9096265153722881,-0.9212742732832174,-0.33339286337445234,0.5807092222483458,-0.9230797652019389,0.19757308885286679,0.6332146098979639,-0.6268176079313793,0.2651550242960866,0.41943687908683974,0.916413380488877,0.11060555958376468,-0.9632528095128893,0.0005016862016300192,-0.875696892175351,-0.6913752033122359,-0.8989383221854351,0.40735192617727034,-0.9427272281522623,-0.13156096733043207,-0.6445422709632909,0.2335179614329038,0.2992262665174556,0.12452795380722656,0.5247007720152105,-0.7365082467289521,-0.922878102695908,0.36157294841289905,0.6112423918616924,0.24912127302072232,-0.826094337156524,0.2391699055103467,-0.1911466745939125,-0.8929654961278175,0.4272363572995128,-0.02387792740645627,-0.16748965786738618,0.07959183303226948,0.6455835760478487,-0.835175026635075,-0.3816076102749625,0.17302333803625117,-0.9078459291706571
Postcentral_R,0.282681556188948,0.2242199305883197,0.5953580836220081,1.0,-0.6380469941499508,-0.783607834612932,0.7895427236491345,0.7367513742759813,0.6149008539150221,-0.6937515325595499,0.9725163520401423,-0.4813697015539661,-0.30998834525392527,0.1557143569841623,0.7751444022446057,-0.49799746501471853,-0.25578550507946146,0.20404900825270655,-0.8106710723584446,-0.039845143066587055,-0.559233550467854,0.23285809928568402,-0.5974883234407389,-0.6455621127620906,-0.4457140990871601,-0.4743595622333302,0.6765489999071657,-0.6129520651799587,-0.5606361593164515,0.6690614498608972,0.4367763222960752,0.8101829663953019,0.9561496842384538,0.7358949406631277,0.7578979153297833,0.7830885551010647,-0.39693517270759604,0.8211005747553494,0.46923615548777386,0.12961695610898077,0.22395278053282386,0.5008978112483821,-0.4586141334712414,-0.4207692936761064,0.8683461041482524,0.7170143308080837,-0.3802927359016402,0.650819845891888,0.887727764025019,-0.3091195245284755,-0.3075565643786086,-0.366939148962802,-0.5888261779447865,0.7596731844096277,-0.6050013029094969,-0.7639222484463127,0.3534533698431352,0.48086691542237675,0.32348894435586045,-0.7389573382730071,-0.6595693347791405,0.731429770109641,-0.4380679126943284,0.5192561562170707,-0.10343447009858746,-0.23265319320593442,0.673821751249191,-0.7652228475813122,0.2115677506838419,0.6280035995885694,0.5476972459842208,0.024578135602667476,-0.48746671423156024,-0.2639510128025044,0.7200176761713774,-0.5146825303900352,0.4942883116866435,0.15828573089247996,0.4785260313413189,-0.7479115064148153,-0.6467472223968302,-0.4927527121179412,0.6193864608191099,0.4481905932996042,0.9358924495223174,0.29215018586846164,-0.04366287190560229,-0.8310512354814599,0.622719245444852,0.6080883608973888,0.663713976016303,-0.4942682393223538,-0.7523147826846991,-0.4968290314249276,-0.008850130459696844,0.7849608925661813,-0.4707148168135703,0.47023446254625606,0.5186866096553313,-0.0397006543679688,-0.0629665109123174,-0.4195320499813298,0.23383056635515667,0.7191405256127045,-0.5658002461161474,0.5576797246682637,-0.42944766778485927,-0.7073610521626431,-0.5300372209634928,0.737928355201933,-0.5932029116464318,0.5269831050785578,-0.9378774462030963,0.3958663246838232,0.6901810967616077,0.6501480738486495,0.7169863065613827,-0.4428024411069708,-0.6161438855705,0.762454719912429,-0.08063376714411519,0.6895316581817907,-0.6012897765599984,0.6518376286368647,0.47693608409021315,-0.5208111747671375,0.6730184163155162,-0.6978698466551689,0.5206387173255838,0.5262637449722091,0.9703061767911162,-0.3079824113679792,0.2617761681049052,0.601373464718873,-0.44376202626616656
Angular_L,-0.7622153079117365,-0.5072859644249292,0.17668951625825402,-0.6380469941499508,1.0,0.8106199056355478,-0.8124357197205923,-0.7124673017246004,-0.9201172083701338,-0.04454041697127252,-0.6138137191839815,-0.2998279654486214,-0.40860378191126456,-0.7748659014148374,-0.8084882152512203,0.3596770035349244,-0.007497495485963981,-0.7410743151979031,0.9182361505440056,0.08736430546875654,-0.21123458869688955,-0.566734821322706,-0.18279008267455774,0.756203250972611,-0.3538370958930882,0.5903572434696911,0.0009427361588866816,0.3760348865477834,0.9196236127075257,-0.7234098082451283,0.005203967967502037,-0.6460655432420925,-0.47179146346009,-0.6914843575301098,-0.8325206849670725,-0.5287330867164118,-0.4115779748906339,-0.5867421330163688,-0.8224628564672903,-0.7542211310569851,-0.6802593447821925,0.25721058664564683,-0.3081130218761586,-0.3525792238451961,-0.6921119966037397,-0.6992174531477053,-0.24447754955007894,-0.8767107292857745,-0.7633905214341,-0.3959741421286245,0.6310471891425161,0.9050000506840773,-0.14369021116442723,-0.4792360252899984,-0.1419966252966857,0.8218152205313891,-0.34025802829836854,-0.1580223573809977,-0.7040867820447229,0.028299523009567323,-0.06493908887977187,-0.6805433425103549,-0.3675731792765939,0.18531357353083217,0.0846727628939231,0.870564939373627,-0.6681027984764992,0.7969995199483628,0.5915383248495817,-0.9388771994408363,-0.7850292244489633,-0.38998303556656966,-0.3035094588497623,-0.477753961045315,-0.6750332617122119,-0.2540234473975431,-0.2605840743152034,-0.32731753874767977,-0.7699068202208585,0.43595460816139053,-0.09208241625403502,-0.27485844913933316,-0.6022682572720103,-0.8127134914054763,-0.7110687758750124,-0.7393554082184274,0.304744789219893,0.9081484970757407,-0.8906637634366456,-0.3071483824080904,-0.878132224658045,-0.2755282067632791,0.06642406112687542,-0.240204688140309,-0.49725925776654756,-0.4951926264576128,-0.30052073348329345,-0.6031850220510974,-0.23142901935527388,-0.6336519887251137,0.24639126082214124,0.8910391349984794,0.5355121236283001,-0.8525918906450651,-0.22032733793627812,-0.7784917875956879,-0.34565980941947677,0.4075015719978408,-0.22009227577868504,-0.6790759062619328,-0.17832265708478082,-0.9093177955298629,0.5704443193073454,-0.4956860823053721,-0.7131241359877123,-0.8143323857646041,-0.5619416672106915,-0.22749377250420277,-0.1134274535056665,-0.7376996130708052,0.8052085961292089,-0.7636616321642369,-0.10709274149347643,-0.7577711807187012,-0.9046094367188586,-0.2546483544818327,-0.604481076238007,0.9460158417672809,-0.8722613335454242,-0.7415860750890472,-0.6057241200860057,-0.42007235450150315,-0.7733392043250392,-0.7472496645862825,-0.3259984948163954
SupraMarginal_L,-0.7681378187376683,-0.760559448794788,-0.31817877432018943,-0.783607834612932,0.8106199056355478,1.0,-0.9847108081353199,-0.9728290327206395,-0.8626440091002648,0.21121529736326908,-0.8586585483661197,0.05985119689003213,-0.2039459119527184,-0.5465023591079701,-0.9967460012214447,0.013422413592652992,0.5470270022432226,-0.6916319452296124,0.8066263187383984,-0.3923785560020867,0.1009603478319018,-0.678201752948505,0.13815108936454687,0.9629544197204319,0.11058330740311491,0.18963167088792937,-0.5227851959638583,0.17455763331171165,0.9025375415688992,-0.9601777882284669,-0.5496365412304334,-0.9577926164407802,-0.7855123126782181,-0.9778334431731971,-0.8910693574871512,-0.9191761053296211,0.03345489126908425,-0.9406050624844451,-0.8715207585997579,-0.630323532200421,-0.6938304669455714,-0.2809591943012922,0.12188668758952857,-0.005180303337521427,-0.9560730616405049,-0.9790197724817704,-0.09744124850396718,-0.8823309903272297,-0.9739320169109357,-0.2313118105982586,0.14717225536873613,0.7892645627056103,0.13030448959552918,-0.8822290127482252,0.1496859077082271,0.9906505582315646,-0.7695142062201921,-0.6975633013426763,-0.8025099737110681,0.3112508568257153,0.24339618485828005,-0.976141717515757,-0.080357093819714,0.1019251804708753,-0.36312513895443194,0.44241805689881364,-0.9293534048196015,0.6255993070057959,0.3211229605308291,-0.8735287308625176,-0.9186135267363741,0.18964106489501872,0.07203330862041317,-0.261606829789469,-0.964633397537996,0.0471841900200719,-0.7609551966730611,0.16804182848084198,-0.8989184435596218,0.8362152646934536,0.20206099711048842,0.010902671708287409,-0.9383628147228631,-0.8020307098553274,-0.94016627630112,-0.7742648790481176,-0.2354962190562026,0.8264121721409767,-0.7416124645110528,-0.7646089943320534,-0.9314452991193435,-0.009432508706793602,0.3855206284893155,0.13305186900401553,-0.5727566905005707,-0.8600588414936327,0.06698511962466851,-0.8880064646732045,-0.74643924210442,-0.45041799543802535,-0.16882945913194478,0.48020030032525857,-0.0004976219143861417,-0.9321716086645123,0.17840647578431468,-0.8722465696635419,-0.034679491546898915,0.85954977746304,0.09941225461843751,-0.9707770779375083,0.18445003776861624,-0.8923568192159144,0.7214934722126585,-0.8299249347535136,-0.9633413052970933,-0.9550991212324864,-0.9351429959129238,-0.06517094265019459,0.22725329633847693,-0.9839227505440825,0.5383070065648189,-0.9753903987416009,0.11094764168591051,-0.9765592028475443,-0.8632332684870363,0.05134552433772369,-0.9451002310937834,0.9473530740510274,-0.8356230865265164,-0.9170252990718447,-0.7759349575200717,-0.09786968025652248,-0.6861609005886853,-0.951712334200398,0.02825632233547574
Thal_VPL_R,0.7955957929424577,0.7551177136569021,0.2851111911264831,0.7895427236491345,-0.8124357197205923,-0.9847108081353199,1.0,0.9848580548328691,0.9093490360728885,-0.17703436058950747,0.870867977752161,-0.0028858827209956813,0.26433398988619167,0.6096616940655534,0.9923838671480123,-0.020428647221177744,-0.49435014429117113,0.7314877453877279,-0.776075962485291,0.3942644357155434,-0.04980645791037266,0.7471803229926921,-0.09779260459573648,-0.9728757929744418,-0.06441912219672008,-0.15871572108092402,0.49767737402717893,-0.12557659121559261,-0.9160760988012847,0.9753035075624747,0.5760330725901079,0.9650884501197002,0.7831683287765445,0.9740297534285521,0.950019058437557,0.9114982089030682,0.010836678881832443,0.9254964372331902,0.8944950237581628,0.6579606903090343,0.7491018879325467,0.24701302565513616,-0.05621866722375638,0.06670887925552758,0.9712170031582926,0.9724826649465996,0.18206468911585988,0.9349295774506657,0.9785461677934586,0.2856730240907798,-0.11754116173950038,-0.7759178566804147,-0.07292801083730617,0.895064756960681,-0.09526342590095806,-0.9646239777514503,0.7459305407433002,0.6854273683066607,0.8326430855498739,-0.2648090153845872,-0.18573828867890102,0.9687808793884619,0.11124210675201515,-0.10004062638813106,0.3662652187331596,-0.4584262408566213,0.9583725340539008,-0.5726694221169002,-0.31393175205635016,0.9111854545785335,0.9416725539748703,-0.1801185984895004,-0.018866483965090677,0.3102125538517651,0.9729615025839365,0.006369709890508906,0.7524135515773788,-0.1906735363461965,0.9151296489943462,-0.7674064343834602,-0.14955633919801303,0.04149143883430648,0.9282446761749826,0.8596465601195138,0.942886957015442,0.8059378334029232,0.25280487531183143,-0.7919529651891448,0.8129766427015058,0.796308548336081,0.9655322513911175,0.05705646261809199,-0.32865691830364324,-0.05814024639800583,0.6019534075343806,0.8963085032054005,-0.004233638578472768,0.8925218012376721,0.7421310772420366,0.5031947398284287,0.24967005483081423,-0.4676968244760167,-0.028309160545075433,0.9752866469140518,-0.1288546614340234,0.9251332245406156,0.09031076000938022,-0.8190072034943799,-0.03508946235013428,0.9726323754785976,-0.13243356086047273,0.9023322475500141,-0.671231698669469,0.8319467044808522,0.9790445559876724,0.9779000029231347,0.9269038788737413,0.13462820885081947,-0.16193217583404615,0.9901727847362459,-0.5361634263959292,0.9857222330808822,-0.05518925852637986,0.9705416006117835,0.8727890082103458,-0.0008263506503631348,0.943020180724699,-0.9486670375690285,0.8868852744143207,0.9361783689577758,0.7432507851875242,0.16831402939167256,0.7444751926044318,0.9625812426029549,0.032539681671549525
Temporal_Pole_Sup_R,0.7911628822374986,0.8184978281611064,0.3543005359912625,0.7367513742759813,-0.7124673017246004,-0.9728290327206395,0.9848580548328691,1.0,0.8528537961362735,-0.16696373223093544,0.8503966562207282,-0.03899145827274626,0.2577648731455919,0.5536081465434731,0.9817713474668084,0.12753957555280213,-0.6259089095899972,0.719785436319752,-0.6744686363689696,0.5386875023722907,-0.06615556578139063,0.7752003886878142,-0.11331970706656817,-0.9843220241094452,-0.13546691943299757,0.0016381370166035647,0.5724705305677307,5.136455345851718e-05,-0.8751900293943483,0.9915147403275477,0.6937538551907266,0.9829972196625448,0.7796855145598127,0.9936411412322014,0.911122638882066,0.9519362895233574,-0.05889037155874946,0.9518078730617194,0.8824931038515562,0.6311423474977045,0.7535446051226604,0.33764400813658546,-0.11505597508663327,0.029617313692628194,0.97035920414605,0.9928710082780059,0.19726615042933782,0.8935178738382857,0.9624302938223814,0.28994750476036024,0.04705012833622093,-0.7236398623374132,-0.07761802789191433,0.9400564177755768,-0.10193727931329775,-0.9505080396792011,0.8390252157268867,0.792272412271562,0.8485447259029856,-0.25913427314588916,-0.192384637228321,0.991170081795465,0.09097286131309966,-0.13861342527311143,0.5081642527857801,-0.33165550155336543,0.9797274024139723,-0.4541783748279712,-0.2726717010893231,0.8508659256950619,0.9445931290151084,-0.34394276108411326,-0.059357905388961234,0.2959746557257927,0.9967602020519306,-0.010749985739723788,0.8494428078486125,-0.349940679635094,0.9221757675425347,-0.8051474919758538,-0.15370091825295232,0.02726985926749744,0.9729470803654907,0.8359089920188066,0.9251861305008159,0.8077372789263078,0.4111248643519757,-0.6943031518754689,0.7330160069844432,0.8760672864274086,0.9340482522950231,0.04812312981127984,-0.3325297209478935,-0.09644901853167144,0.644067548718066,0.932910261663673,-0.043555836432841374,0.9409327616037668,0.8413871792710109,0.47970516858208523,0.3797531320912167,-0.32179357696920613,0.08487566725570149,0.9450204811325282,-0.1701057902567509,0.9189831764729811,0.06325656439829128,-0.8794020848137939,-0.05594156414387542,0.9948782311525812,-0.16162465128560702,0.8635052498612028,-0.6192844697847951,0.9002675664635353,0.9970071562340702,0.9711094107456304,0.9697579886716048,0.1510025632617145,-0.18211015088038382,0.9971830082185568,-0.46972576182765563,0.9929781746249337,-0.041483485179411125,0.981161165392982,0.8328994189576344,-0.018354898057120556,0.9840123251574364,-0.8967540967096664,0.847844190561845,0.9512861178095907,0.6959411636325493,0.13155726636315887,0.7173180987018795,0.9769577564640597,-0.00346637492106729
Thal_VL_R,0.8970380253229822,0.6958802424266918,-0.11555624478585651,0.6149008539150221,-0.9201172083701338,-0.8626440091002648,0.9093490360728885,0.8528537961362735,1.0,0.13566364446845022,0.6669275317853801,0.36529314339233776,0.555203807129848,0.866198773006563,0.8805727101480537,-0.10362261856764114,-0.16971226038293466,0.8803712441284809,-0.7627438717999439,0.20794870249110775,0.29725070798529396,0.8202812876610138,0.24809571763207608,-0.8893548777013728,0.3338999023433187,-0.27493381387335525,0.10742599759186625,-0.0747728033562319,-0.9740850729634476,0.8721691274594571,0.28359540375148506,0.7763830498915926,0.5165302092790581,0.8125894903443066,0.9569559433892558,0.6640237531834556,0.3997237796295327,0.6866374071482297,0.9417602085585537,0.8445157874846047,0.8718983373459045,-0.1630509060063603,0.3416432455064235,0.42967959677544865,0.802988915786777,0.817201766143018,0.45780785887903425,0.9911568386296122,0.8306825277356291,0.5537404431213767,-0.31649221521173293,-0.888859018081378,0.2592795006872684,0.6574917755945704,0.2447482315966158,-0.8459007007325665,0.538786997287366,0.38097617058494415,0.8798776513694065,0.06486309244231685,0.16353554818647942,0.7996828378112432,0.4291193164386183,-0.2924513570587951,0.20892456329687328,-0.7451015144915533,0.8475089804042216,-0.5517362122279881,-0.5737160388698811,0.9971146625474211,0.9276118309269163,0.11637332437242764,0.35353672052468554,0.5966926290761315,0.8222471398718453,0.34918402163303164,0.4828243007890469,-0.0019132337323133721,0.9117389024710078,-0.44908551799243807,0.19090174438814067,0.3759369157441584,0.7539961875653796,0.9632782764902805,0.7649592928127494,0.8934847794563413,0.01826068070851768,-0.7572764613862997,0.9568953425149431,0.5615388557984016,0.9823871699106026,0.37893949834994434,0.020402299523722633,0.3230134015914053,0.7009226100683407,0.692847510623312,0.3697902359782751,0.7885710906250285,0.45911601291385146,0.7564271471705666,0.1336569644596881,-0.6777662598680196,-0.4197864793322431,0.971009765654754,0.25236615495393117,0.953521529061048,0.43533558172579967,-0.5149899525904771,0.3211301085946773,0.8111057378497177,0.2364867614553736,0.9635632593964043,-0.4431690958785715,0.7023779072698342,0.8667847133071199,0.9424278924240401,0.7073238138035299,0.4156492696544324,0.20469669444028094,0.8553917030354311,-0.7685751043808511,0.8920253772815304,0.25160336174153025,0.8663924778740719,0.9537120646506824,0.34231056670764043,0.7621030716372802,-0.9591981504036466,0.9889557198322304,0.9007062063821429,0.5224705345041417,0.5163185382092821,0.9171923025961184,0.8902429599539914,0.39910138205468554
Vermis_1_2,0.45166664867681144,0.32226999975258064,-0.8728792044864161,-0.6937515325595499,-0.04454041697127252,0.21121529736326908,-0.17703436058950747,-0.16696373223093544,0.13566364446845022,1.0,-0.622796677982375,0.9461091147494431,0.892101202616835,0.5968405031230197,-0.18512146040828523,0.49535715397676217,0.20400916959011153,0.5368103849152388,0.31610758273371653,0.19923805206262124,0.97796817788383,0.43048500621090996,0.9857871555737361,0.018389214061917764,0.8810720120020276,0.31552068740611644,-0.7771083551578571,0.6766475923055939,-0.17664416751264103,-0.06747257289095342,-0.3207254954042559,-0.33317880393796717,-0.7391558910148556,-0.2048846653654435,-0.08286294496514157,-0.4031695332086693,0.8775161417052058,-0.4247526822930759,0.257655921319529,0.6053385779571543,0.49917176629617493,-0.801491910244474,0.9006260043627118,0.9280393932610596,-0.37734275560565783,-0.17772718813510496,0.8830829711685312,0.08285265927905007,-0.36854443769394374,0.8879865875073173,0.06744978047469961,-0.3413075366379495,0.9796191514295831,-0.3824183521252556,0.9858419948471439,0.19957687294933427,0.009565622143390249,-0.2937245793359212,0.3781019807369655,0.9903925529384728,0.9846625406559261,-0.21184444904592642,0.9429819592611206,-0.8993943641956014,0.27962329089593707,-0.40526192160543634,-0.09724541854834849,0.44014184953093666,-0.7831245489337437,0.11985151803965116,0.13971681666271307,0.11245812447985726,0.9440896423727234,0.8742335267564062,-0.17798396334393507,0.9686892017902786,-0.21650210341226622,-0.1632425639279031,0.2126807702373402,0.5553175564734568,0.9906502814279436,0.965172833839213,-0.11797000322998936,0.3065887546448137,-0.486131330816293,0.43555029198807604,0.03429428918296946,0.3491892476879265,0.10305726301707863,-0.282157727738548,0.05263004014102217,0.9658806900355702,0.9699273373614852,0.9257655939106706,0.6325028253712168,-0.37546805998822363,0.93752817849323,0.10154926846598995,-0.26792017690949366,0.7408772406545102,0.15895649550049387,-0.11215316187574158,-0.7001338319526748,-0.02866690535790531,0.9519382127756397,0.159490829611161,0.9412926989826088,0.4457672991028905,0.963428424982645,-0.20974428194460232,0.9679815173436658,0.20841626772108401,0.7742572090377503,0.10724944138218818,-0.09529562410071626,0.02824619069096746,-0.28412880905945737,0.9270554490862978,0.9672775258669501,-0.19769424667931257,-0.5973896107804413,-0.07029628219210374,0.9838583661655866,-0.050000917229426706,0.2651307754230082,0.9708751230610893,-0.17574948948079466,0.007521279703806153,0.24317029117001948,0.14121841719875203,-0.7457390773567911,0.8678988558225741,0.5004993882433727,0.03558183696928612,0.9326397402160879
