,Cerebellum_7b_R,Thal_PuL_L,Insula_R,Occipital_Inf_L,OFCpost_R,Thal_PuA_L,Cerebellum_4_5_R,Thal_MGN_L,Parietal_Inf_L,ACC_sub_R,Thal_MGN_R,Heschl_L,Putamen_R,Temporal_Mid_L,Cerebellum_3_R,Frontal_Med_Orb_R,Cuneus_L,Temporal_Mid_R,Precentral_L,Caudate_L,Calcarine_L,Putamen_L,Cerebellum_9_L,Parietal_Sup_L,OFCmed_L,Thal_LGN_L,Thal_LGN_R,Occipital_Mid_L,ParaHippocampal_R,Amygdala_R,Pallidum_R,SN_pc_R,Frontal_Med_Orb_L,Frontal_Inf_Oper_L,Angular_R,Cerebellum_7b_L,Cingulate_Post_L,Thal_MDl_R,Olfactory_L,Cerebellum_10_R,SupraMarginal_R,Thal_PuM_L,Thal_PuI_R,Rolandic_Oper_L,ACC_sup_R
Thal_MGN_R,0.5668664529483292,-0.2864883546751334,0.9773686857257516,-0.26874793476673403,0.9637161938491638,-0.21192693369520313,0.09796413956471964,-0.2617245382083772,-0.8585860704122534,-0.2704551072026434,1.0,-0.36446173043348723,0.9630868119000098,-0.7567032630861503,0.6640548555489791,0.35954476122814893,0.030011298107494984,0.976151017523553,-0.8408976228467787,-0.021793103247391213,0.6411770910175362,0.3241584967642974,-0.22002172271126813,-0.9214711279333128,0.7643242907839685,-0.3606749428129225,0.7385400963690948,-0.6230465265142878,0.8568014385173233,0.9433192790087953,0.6451244350349127,0.9909945671547604,0.14114586488585462,-0.7287459655472739,0.494104784239997,-0.03900966712398178,-0.172160953884136,0.776793867809077,0.40494461057706993,0.9660035049433476,0.9494243537625321,-0.23853684495488564,0.7780714232224963,-0.34461942931415807,-0.6628727876805472
Heschl_L,0.5494042459578393,0.9482706567838867,-0.38727611281560487,-0.5187598429160747,-0.4406011421030341,0.9755220615223771,0.8863239773015124,0.978467288646653,-0.03603127889685603,0.19286539998699312,-0.36446173043348723,1.0,-0.23876747869199047,0.7354814656611989,0.4316696080698473,0.13513913999193009,-0.7082455999650836,-0.20274789275741023,0.6182483042411286,-0.07285606393612151,0.4240297387665914,-0.10934133083398959,0.9842645172209503,0.02983914346842594,-0.39975028195896706,0.9954070076654739,0.34752664143044437,-0.27875093859814437,0.12564844426659474,-0.21833063645837125,0.4521730846957045,-0.34368749661531983,-0.08578000598405017,0.6992205461177012,-0.9333878132449269,0.9190513624152654,0.9785203099164869,0.2360961856303048,0.054236853359451935,-0.2276104257178278,-0.5848844016576474,0.9841006676441667,0.26797927833757773,0.9913646667685141,0.2061277839824665
Putamen_R,0.6705378042078197,-0.20311620962354254,0.987019045733255,-0.2790344832548728,0.9693482126174605,-0.10304333799435952,0.23630738745418312,-0.17807667771775298,-0.8760870559755047,-0.203514720487993,0.9630868119000098,-0.23876747869199047,1.0,-0.6548063698302593,0.7702805112646035,0.5313666950103741,-0.000982415347112869,0.993090381163471,-0.8672558914269808,0.06326094268842915,0.7223241791524587,0.4333432535089042,-0.1087849884507902,-0.9728868556023177,0.8298041235568533,-0.25248757033047803,0.7755001985349335,-0.6345588475187292,0.9321036247157671,0.9926408320830757,0.7534832656795233,0.9848732788981378,0.27494085310871824,-0.6336670022783865,0.4118064893965975,0.045641225054303014,-0.034884091573077654,0.8378818613206246,0.563768600619049,0.999398245286395,0.8464321094964359,-0.12666552689473315,0.8490215069468872,-0.23474075033264993,-0.5903050438407142
Temporal_Mid_L,-0.042514306957977935,0.5403825286388158,-0.7319312986073072,0.168386831801404,-0.7144158600859963,0.5728714733103683,0.4101892348113692,0.6543084340988549,0.6103731678400744,0.6582162373252048,-0.7567032630861503,0.7354814656611989,-0.6548063698302593,1.0,-0.1396910577422068,0.17299555878755007,-0.11786395146402506,-0.6599671250543913,0.8155179528092973,0.3844146018216664,-0.01392842457627989,0.12998670572748292,0.6117851829030266,0.5306804295073623,-0.4305900294668302,0.7504167795753375,-0.24776295416644756,0.44327102184984474,-0.3924491291583807,-0.5843207183860653,-0.14002223719061052,-0.7110116623445005,0.2454140540741935,0.9954558379552292,-0.6445422709632909,0.4845763859492396,0.6229128281051339,-0.42225487479727447,0.10949724368315004,-0.6521365339598946,-0.8842188399307743,0.6072158308647496,-0.3309142699158251,0.6681447521952534,0.7975275010482004
Cerebellum_3_R,0.9863203466971644,0.4411189696905368,0.6623404918266412,-0.6201749830660185,0.6089739751546185,0.547154656992763,0.7994353821549909,0.48241376459223445,-0.848953914529609,-0.08109876116041304,0.6640548555489791,0.4316696080698473,0.7702805112646035,-0.1396910577422068,1.0,0.550211065767599,-0.4838004334754334,0.7928953013290554,-0.38990739544598657,-0.01609045725988241,0.948365344916614,0.30348259505011443,0.54704237661215,-0.8849680972041453,0.4897187493803689,0.41825603266708955,0.9602738202877081,-0.7902306842541764,0.9472972650258602,0.7734110144658914,0.9964668603052089,0.692354727182867,0.16479541349416857,-0.1432589953387702,-0.23509133998660792,0.6552149382078555,0.6065549127709832,0.9383983477092153,0.52821593078302,0.7787823835971915,0.4187609056032035,0.5300293960806762,0.9664692969159694,0.4337925607757766,-0.4373973300696102
Frontal_Med_Orb_R,0.47347761635892777,-0.10820395055295162,0.48832105452817326,0.278221829114254,0.528263352508848,0.07162233306459345,0.36198768874272413,0.06863823310185628,-0.20892408277698268,0.6218792479944848,0.35954476122814893,0.13513913999193009,0.5313666950103741,0.17299555878755007,0.550211065767599,1.0,0.33770701856658586,0.46826592893861607,-0.40699082144270204,0.7836751352457046,0.6587758103163686,0.9340700833504814,0.11671049645879228,-0.5323585750575162,0.7968301191198109,0.12651801524538295,0.3935160592589206,0.04483592066842912,0.5891974832062797,0.6221912074880366,0.5139680367124887,0.4687607401097042,0.9099726618799608,0.2127928673731902,0.21075850939024457,0.1473758030437129,0.2574032170795526,0.3274197786173101,0.9954873923327968,0.522603819677284,0.12493453380617121,0.08809999409867919,0.4603015270410031,0.03258969327392576,0.33430288835230487
Cuneus_L,-0.5941174209974182,-0.8904028177035412,0.12304007934008539,0.9499028238347995,0.22621300028523622,-0.8309890515431687,-0.730032771100094,-0.7635975659625374,0.4634212633492913,0.5280798355639714,0.030011298107494984,-0.7082455999650836,-0.000982415347112869,-0.11786395146402506,-0.4838004334754334,0.33770701856658586,1.0,-0.07439784985061013,-0.320992603935465,0.7213812107549064,-0.31926330110360474,0.6191087624949194,-0.7925464525098022,0.18097013057880315,0.5016069032666126,-0.6895357125447106,-0.5084782145600291,0.7554921950661577,-0.2579537833640817,0.06439462926270427,-0.5280694783223798,0.07792357769694538,0.6639998206593638,-0.05360093338853217,0.82987433051572,-0.7903751545361426,-0.7229884907446728,-0.5369349523575324,0.39554728898234504,-0.016161693463154606,0.1394523988555606,-0.808077938651365,-0.4523292963979369,-0.7913702143301932,0.4986032644917501
Temporal_Mid_R,0.7038389083828199,-0.1447706597576267,0.9764766307671169,-0.3535631634721391,0.9523642560594823,-0.0536519758489556,0.27199722563542145,-0.1221124782022758,-0.9108810122014986,-0.24537311519053953,0.976151017523553,-0.20274789275741023,0.993090381163471,-0.6599671250543913,0.7928953013290554,0.46826592893861607,-0.07439784985061013,1.0,-0.8239261526451537,-0.004389123153405146,0.7472989226521722,0.36646201262014627,-0.06121889692197976,-0.9806266064863012,0.7762846531398642,-0.21077993254271352,0.8222763610624735,-0.6936907620091972,0.9418831823222115,0.9789578452611379,0.7774755411033946,0.9856289180907722,0.19375853360416284,-0.6405496623985995,0.36157294841289905,0.103414842966683,0.0003465100326301573,0.8692614517996337,0.4990945778210431,0.995529169868624,0.8656452075705053,-0.07924879584202925,0.8748290638459274,-0.1893092325832826,-0.6416023532338142
Precentral_L,-0.25595594572273067,0.5811977054160512,-0.9142820311854589,-0.03580450514701827,-0.9207295498777956,0.5141160481623039,0.20845679449485896,0.6042520670996109,0.6367717559803007,0.27782469457737075,-0.8408976228467787,0.6182483042411286,-0.8672558914269808,0.8155179528092973,-0.38990739544598657,-0.40699082144270204,-0.320992603935465,-0.8239261526451537,1.0,-0.08462411642915274,-0.31277312217440123,-0.397840793402196,0.5267203953660466,0.7439548709585899,-0.831686629287438,0.6474796336842358,-0.3746266233869258,0.3402126839728194,-0.6446948735279703,-0.8525584287904864,-0.3735810092978231,-0.8700877243014976,-0.3029065447440918,0.7956819921489218,-0.7149247137792484,0.41049474099496075,0.4539011697147346,-0.529654616286257,-0.46155656708532056,-0.8566646565764362,-0.8237229866815259,0.5354937594592873,-0.5138457654372297,0.6154306029323579,0.5211524353576165
Caudate_L,-0.08355321146066726,-0.3790884389321802,0.08828152730741781,0.7585078800067993,0.17977756984224175,-0.23346535911774718,-0.07308092634734238,-0.14703153674013966,0.3601725658289529,0.9243544463280781,-0.021793103247391213,-0.07285606393612151,0.06326094268842915,0.3844146018216664,-0.01609045725988241,0.7836751352457046,0.7213812107549064,-0.004389123153405146,-0.08462411642915274,1.0,0.2067665358550531,0.9230288259873719,-0.16812169248745662,-0.01401696688404837,0.5694930356952559,-0.05031852908285014,-0.12190036614372846,0.6113331842534612,0.04735188248299953,0.17815169701490183,-0.06396378832598966,0.07071862076933538,0.9534358198288587,0.45184863139607695,0.3739510121132539,-0.1684243449167903,-0.05292939280355869,-0.27791681161526954,0.7970711883538071,0.05335888781877116,-0.12052239349904695,-0.1981439217831844,-0.11065808623597355,-0.20139018386440866,0.7533139841729177
Calcarine_L,0.9332108381849512,0.3693931863772338,0.627762063373226,-0.43997347487353405,0.5996053820384383,0.5014602603066866,0.7635202903889873,0.4889217485788449,-0.7213514732952252,0.1623728213861944,0.6411770910175362,0.4240297387665914,0.7223241791524587,-0.01392842457627989,0.948365344916614,0.6587758103163686,-0.31926330110360474,0.7472989226521722,-0.31277312217440123,0.2067665358550531,1.0,0.476690784861431,0.5206393667793019,-0.8334352398649111,0.5562778094216951,0.4341802676665014,0.9285734387402709,-0.6217309891313884,0.9056892451230886,0.7521825643658598,0.9313254403137451,0.674411245516087,0.3317064910938557,0.001826491314006354,-0.16486733162944878,0.6370309401629801,0.5912669204406217,0.8243770152774911,0.6412579363534153,0.7317101896996038,0.39476589918342525,0.4936860192162591,0.897810442106159,0.39988484355211495,-0.23869001872151305
Putamen_L,0.2074456949386212,-0.3771752559307824,0.4419328890244403,0.5556455926428756,0.513670089113974,-0.2046827369037151,0.06873952675904285,-0.16385653174642384,-0.012698110821214923,0.7532756514059786,0.3241584967642974,-0.10934133083398959,0.4333432535089042,0.12998670572748292,0.30348259505011443,0.9340700833504814,0.6191087624949194,0.36646201262014627,-0.397840793402196,0.9230288259873719,0.476690784861431,1.0,-0.1488877932460825,-0.3845968824774043,0.8226183199473351,-0.09887112547963373,0.19113830072691637,0.2968801633078256,0.40778262952976196,0.5348864772534366,0.2546818851393851,0.42229737861158717,0.975614364542131,0.19408820038979446,0.45008997059293643,-0.10279920091651355,-0.01313743717725258,0.08489496958050537,0.9530257320803995,0.42370890265710115,0.17340885224939903,-0.18178685516015639,0.23694111674013918,-0.22488822031602373,0.46494325744654413
Cerebellum_9_L,0.661490619083085,0.9710733190447028,-0.26130441982293495,-0.6454311721583207,-0.3260756165729989,0.9970045647190324,0.9364172575299792,0.9891653851614889,-0.199255401624511,0.08046427344846285,-0.22002172271126813,0.9842645172209503,-0.1087849884507902,0.6117851829030266,0.54704237661215,0.11671049645879228,-0.7925464525098022,-0.06121889692197976,0.5267203953660466,-0.16812169248745662,0.5206393667793019,-0.1488877932460825,1.0,-0.10640307156295153,-0.35275273151265896,0.9803908712187088,0.4874754829688443,-0.437411752807111,0.2541898992759066,-0.1009163147992672,0.5693765084842265,-0.2104306729051685,-0.15856899852950118,0.5737138396378664,-0.922622277691514,0.964910606710393,0.9891844122146818,0.38439710031174207,0.03974548261375498,-0.09542258388329178,-0.4439046381109515,0.9988194705686538,0.40477528989947703,0.9903137473673246,0.04457000554658195
Parietal_Sup_L,-0.8125006181619565,-0.009168428378995544,-0.9287576238617958,0.4283635194631332,-0.8971215705654407,-0.1111165744915361,-0.43372991809768874,-0.03907431748746024,0.9254357540017718,0.19151550140872053,-0.9214711279333128,0.02983914346842594,-0.9728868556023177,0.5306804295073623,-0.8849680972041453,-0.5323585750575162,0.18097013057880315,-0.9806266064863012,0.7439548709585899,-0.01401696688404837,-0.8334352398649111,-0.3845968824774043,-0.10640307156295153,1.0,-0.739737439023952,0.04317576827198367,-0.8897333106174007,0.7376563545902376,-0.9836412053978102,-0.9654788485443668,-0.8733565166415138,-0.9411089962776704,-0.21758058374536515,0.5160817567022751,-0.21043659168433282,-0.26210433583965226,-0.17341745897668698,-0.9197195803752899,-0.5498614751067707,-0.9759544038048268,-0.763720012994573,-0.08831043788698217,-0.9348797872533929,0.022627894653038272,0.5957038237157891
OFCmed_L,0.3539860704882121,-0.5231836056432536,0.8573024654992086,0.27765310030988444,0.8984785901500889,-0.3772749870642723,-0.0222383697523117,-0.4040216184863608,-0.46371991364557935,0.2638198725413326,0.7643242907839685,-0.39975028195896706,0.8298041235568533,-0.4305900294668302,0.4897187493803689,0.7968301191198109,0.5016069032666126,0.7762846531398642,-0.831686629287438,0.5694930356952559,0.5562778094216951,0.8226183199473351,-0.35275273151265896,-0.739737439023952,1.0,-0.40398551532842947,0.43173504017523223,-0.10835208817768871,0.6998430987557326,0.87915034183978,0.44854824648967156,0.8318484140477105,0.7282771540648021,-0.3786751755962499,0.6697532575831882,-0.24499451157860555,-0.23188661047371892,0.4469425842039031,0.8396229186105695,0.8207521541090593,0.658066758862499,-0.3791467944437157,0.5260213615521304,-0.461634296573239,-0.09208286770673436
Thal_LGN_L,0.5376333428023358,0.9398300049627016,-0.39644964076899336,-0.4989744094175338,-0.4458019046680625,0.9683696132593118,0.8755526809651111,0.9860790670471772,-0.017691929626908545,0.22925137759020678,-0.3606749428129225,0.9954070076654739,-0.25248757033047803,0.7504167795753375,0.41825603266708955,0.12651801524538295,-0.6895357125447106,-0.21077993254271352,0.6474796336842358,-0.05031852908285014,0.4341802676665014,-0.09887112547963373,0.9803908712187088,0.04317576827198367,-0.40398551532842947,1.0,0.3505166980756415,-0.2579503453093297,0.1141647821101378,-0.22908775573426618,0.43582731066471875,-0.3452728825999891,-0.0831341386871928,0.7189042841326799,-0.922878102695908,0.9217533586106172,0.9717434950214835,0.2159336176898266,0.047572918782969036,-0.23995560227824067,-0.5734679915415491,0.9778534595907824,0.2553495305449703,0.9852823403939587,0.2280978181436548
Thal_LGN_R,0.9555484290424492,0.40574009201321887,0.6858159550877868,-0.6712197572006259,0.6320074912662935,0.4891197105008185,0.723818415689196,0.4507347799438104,-0.8924626015390366,-0.1632166159966263,0.7385400963690948,0.34752664143044437,0.7755001985349335,-0.24776295416644756,0.9602738202877081,0.3935160592589206,-0.5084782145600291,0.8222763610624735,-0.3746266233869258,-0.12190036614372846,0.9285734387402709,0.19113830072691637,0.4874754829688443,-0.8897333106174007,0.43173504017523223,0.3505166980756415,1.0,-0.8447442283588527,0.9307998494927309,0.7640532821137356,0.9603993865897775,0.7351472504191433,0.01659390432802891,-0.24579993381334034,-0.18755765914351416,0.6403458514715875,0.520206759806874,0.941089495294393,0.38408042101316137,0.7875925675020721,0.5446578251841125,0.46835600733521576,0.9649847076236414,0.36818041677197116,-0.5506404599064203
Occipital_Mid_L,-0.8075465084658661,-0.4812034468663265,-0.5492166793645415,0.9169935380582351,-0.457016576942063,-0.4772965558003053,-0.6001157203590873,-0.3768868852702269,0.9262778823533216,0.6449122082500395,-0.6230465265142878,-0.27875093859814437,-0.6345588475187292,0.44327102184984474,-0.7902306842541764,0.04483592066842912,0.7554921950661577,-0.6936907620091972,0.3402126839728194,0.6113331842534612,-0.6217309891313884,0.2968801633078256,-0.437411752807111,0.7376563545902376,-0.10835208817768871,-0.2579503453093297,-0.8447442283588527,1.0,-0.7480112265916273,-0.5651559993780841,-0.8149706038634461,-0.5837068093534612,0.4406759370959288,0.48022563416873376,0.3050839553975291,-0.5436994331520086,-0.41513096702476887,-0.9234335748442553,0.059486590886482026,-0.6465106897247309,-0.5102671111350877,-0.44065729628574846,-0.8453561466338801,-0.3602386427755893,0.8519057248694057
ParaHippocampal_R,0.8895062964363595,0.14192191008012126,0.8657351784310743,-0.4725451637922775,0.8295700964602271,0.25510999395905937,0.5688284068290828,0.18668095959551975,-0.9063889035754549,-0.11936969028994111,0.8568014385173233,0.12564844426659474,0.9321036247157671,-0.3924491291583807,0.9472972650258602,0.5891974832062797,-0.2579537833640817,0.9418831823222115,-0.6446948735279703,0.04735188248299953,0.9056892451230886,0.40778262952976196,0.2541898992759066,-0.9836412053978102,0.6998430987557326,0.1141647821101378,0.9307998494927309,-0.7480112265916273,1.0,0.933516452014771,0.9360383859528507,0.8837842634890206,0.24856540889723797,-0.3813956054409904,0.07959183303226948,0.3936883016218314,0.32608190469988146,0.9399328802624131,0.5935953464467008,0.936572346319859,0.65950954725644,0.23453156031862607,0.9674157668926548,0.12600126858414754,-0.5215701778334515
Amygdala_R,0.6695681490068743,-0.22023348862243128,0.9787737585201944,-0.20192103170539064,0.9708639175277921,-0.10303039684292814,0.24973740881142512,-0.1674832917243384,-0.8275503448503114,-0.08768827241342726,0.9433192790087953,-0.21833063645837125,0.9926408320830757,-0.5843207183860653,0.7734110144658914,0.6221912074880366,0.06439462926270427,0.9789578452611379,-0.8525584287904864,0.17815169701490183,0.7521825643658598,0.5348864772534366,-0.1009163147992672,-0.9654788485443668,0.87915034183978,-0.22908775573426618,0.7640532821137356,-0.5651559993780841,0.933516452014771,1.0,0.7516799626533078,0.9759102112311725,0.381827513139629,-0.5562549910717781,0.4272363572995128,0.05014185422206798,-0.014266618984545443,0.805190886546197,0.6538081302644574,0.9912157768292924,0.8102917241262183,-0.12222841284533423,0.8377578542952934,-0.2295979859470733,-0.4912244725253227
