,ACC_pre_L,Vermis_10,Frontal_Med_Orb_L,Thal_VL_R,VTA_R,Paracentral_Lobule_R,Vermis_8,N_Acc_R,Thal_PuA_L,Vermis_4_5,Cerebellum_10_L,Frontal_Inf_Orb_2_L,Rectus_L,Precuneus_R,Frontal_Inf_Orb_2_R,OFClat_R,Frontal_Sup_2_R,Caudate_L,Pallidum_R,Vermis_6,OFCant_L,Thal_VPL_R,Temporal_Mid_R,Precentral_L,Thal_LP_R,Parietal_Inf_L,SN_pc_L,Thal_PuL_R,Hippocampus_R,Cerebellum_6_R,Precentral_R,Heschl_R,Cerebellum_Crus1_R,Cuneus_R,OFCpost_R,Lingual_R,Temporal_Pole_Mid_L,SupraMarginal_R,OFCmed_R,Cerebellum_9_R,Occipital_Mid_R,Thal_VPL_L,Lingual_L,Cerebellum_4_5_R,ACC_sub_L,Cuneus_L,LC_R,Cerebellum_8_L,N_Acc_L,Cerebellum_4_5_L,Olfactory_R,Cerebellum_3_R,Cingulate_Mid_R,ACC_sub_R,SN_pc_R,ACC_sup_L,Hippocampus_L,Cingulate_Post_L,Amygdala_L,Red_N_L,Thal_PuI_L,Temporal_Mid_L,Cerebellum_6_L,OFCpost_L,Thal_MDm_R,Frontal_Mid_2_L,Parietal_Sup_R,SupraMarginal_L,Postcentral_L,Insula_L,Thal_MDl_R,Thal_LGN_R,ACC_sup_R,Temporal_Inf_L,Parietal_Inf_R
ACC_pre_L,1.0,-0.27405776609509,0.7788397662852714,-0.6777662598680196,-0.1480244627826823,-0.68796846668657,-0.3067141482386825,-0.1419302004539165,-0.4319621182785235,-0.29251855627648915,-0.3766197391316973,0.5372814581392208,0.07854677045369662,0.30030489475374106,-0.32010943187921975,-0.43821463027111707,0.11853191123038945,0.8996391603872802,-0.49151522836270006,-0.1419017412541435,0.8274022544949139,-0.4676968244760167,-0.3612634351287606,0.10943953284861134,-0.671497956701217,0.699402586312034,-0.23290427231973532,-0.5774664764176699,-0.43159644756706417,-0.3298679488127761,-0.16956824349309443,-0.39434016289857915,-0.3960598829369138,0.7052193141401519,-0.11992232911593709,-0.4131799973422319,-0.3871572910216863,-0.30781745415814427,-0.175583035619483,-0.40018676956354476,0.5226249813008109,-0.43495125000675333,-0.14982153026393066,-0.40238335957288696,0.5565527076256808,0.845920533076567,-0.07432790582821243,-0.38483909058929333,0.5936862758954169,-0.2704328949828322,0.18629639455200872,-0.44956665527511047,-0.7106356193963488,0.8660191458561775,-0.2525601974032322,0.9658352763477394,-0.11145770308042496,-0.2966671047994549,0.21977670408338953,-0.33677521098538804,-0.28890636214214555,0.4213048838886167,-0.2564873168750108,-0.1250380562422404,-0.574457667850766,0.6964819541490159,0.6667501224010866,0.48020030032525857,0.009312528854206383,0.15009806738255765,-0.661217907622679,-0.5309853491537213,0.8732515425987735,-0.07128165250005118,-0.4144549117196127
Vermis_10,-0.27405776609509,1.0,-0.06641691387179598,0.3211301085946773,-0.21816079907486072,-0.06011311459593414,0.9738600622443788,0.33089517863312745,0.9834439343951932,0.9961505025677042,0.99307411600295,0.6461431534159795,-0.013672093558197656,0.7399348560967526,0.012961664501839212,0.3080624716119868,-0.8394999051654662,-0.06448984198372149,0.5488862811515136,0.9352307657955155,0.17472287952410803,-0.03508946235013428,-0.08317458364350529,0.5464300449063163,0.3916846241999718,-0.14262449575275202,0.3626803488872822,0.6997439710278114,0.31126654603836823,0.9479033631273209,-0.6250465934633629,0.0419999120851953,0.6093598584629765,-0.7983839774372933,-0.3312087219176684,0.9085832818327786,0.9642386494979355,-0.4748352784997943,-0.18993166140243062,0.9888827685704631,-0.8542665986278041,0.9716771541419438,0.9564198753106703,0.9307901009641646,0.5732540963796039,-0.7215024475145415,-0.26112621018509474,0.9880952855852716,0.3374789055486017,0.9961257192327663,-0.22007672765670935,0.5328177626764549,0.3234191875439036,0.18540471323775307,-0.22426122467450052,-0.4171677001610185,0.9786357536197242,0.9925236347761486,-0.2679416853116358,0.04125014437994894,0.9890810686724226,0.6730632597806998,0.9988287148418493,0.30516471459467054,0.21385427114863054,-0.028940238711682276,-0.31723411200667134,0.09941225461843751,0.4293029237069781,0.9009297921227941,0.339793578753827,0.4626792957333378,0.13874172176396052,0.9613727041734906,-0.625151139899111
Frontal_Med_Orb_L,0.7788397662852714,-0.06641691387179598,1.0,-0.16684817112157105,0.3894241134685016,-0.9719027098442463,0.010816365368844083,0.5060676764503274,-0.2144531590783676,-0.04256716918750288,-0.17447431329085059,0.47436963980712993,0.6665708359199717,0.5623432836348803,0.2559209994078682,0.1189776272574397,-0.29387341336026557,0.9534358198288587,0.11968140128804275,0.18468224521429794,0.9338188222058285,0.06907266205161179,0.19375853360416284,-0.3029065447440918,-0.08274315152567252,0.1557920410552194,0.414915192842766,-0.019062586206746397,0.20259475918030742,0.057256891673293724,0.07014990110760157,0.2157256530466622,0.17677783149715875,0.6337860372668906,0.3609491923288261,0.01530174861349345,-0.054778759075313474,-0.004969964421924722,0.39327507155942487,-0.15519492737951443,0.5285730906756053,-0.2969079522786167,0.17859910611046492,0.014173093621262374,0.7542639295927795,0.6639998206593638,0.3454107927290302,-0.16313713780602068,0.8923051556044371,-0.04932388370696659,0.6859657501182729,0.16479541349416857,-0.3343540944674369,0.7963183999118638,0.25112012876080725,0.8402486915086884,0.12935164707770366,-0.022389275025153477,0.6880487029080841,0.24695138889233245,-0.1320766560649964,0.2454140540741935,-0.0436979944478289,0.47652774722857355,-0.02025214523169738,0.16036083270365536,0.08612437590517545,-0.07072844917645846,-0.4520634167596164,0.3025461379745015,-0.06886139533847074,0.01659390432802891,0.5997396630427548,0.04429018135670633,-0.19972402620534835
Thal_VL_R,-0.6777662598680196,0.3211301085946773,-0.16684817112157105,1.0,0.7073238138035299,-0.0019132337323133721,0.48099524581629854,0.6958802424266918,0.38385068501150715,0.34918402163303164,0.3697902359782751,-0.3710053593678072,0.538786997287366,0.2106845051572917,0.8667847133071199,0.953521529061048,-0.2924513570587951,-0.31649221521173293,0.8970380253229822,0.45780785887903425,-0.27493381387335525,0.9093490360728885,0.8553917030354311,-0.44908551799243807,0.9537120646506824,-0.9591981504036466,0.7835541890039261,0.8445157874846047,0.9117389024710078,0.555203807129848,0.5165302092790581,0.8663924778740719,0.8718983373459045,-0.34074612870582827,0.6640237531834556,0.6586210119486683,0.4291193164386183,0.6669275317853801,0.6911448255682903,0.42967959677544865,-0.1630509060063603,0.3416432455064235,0.4156492696544324,0.5966926290761315,-0.0747728033562319,-0.5430433530497691,0.692847510623312,0.39910138205468554,-0.10362261856764114,0.29725070798529396,0.4828243007890469,0.8934847794563413,0.9568953425149431,-0.38362817272830124,0.7763830498915926,-0.6052613744161854,0.25160336174153025,0.3759369157441584,0.45911601291385146,0.8721691274594571,0.2364867614553736,-0.4431690958785715,0.3088538302142736,0.7838967215700762,0.9823871699106026,-0.9088519960812117,-0.9740850729634476,-0.8626440091002648,-0.5149899525904771,0.01586086893967231,0.9635632593964043,0.9632782764902805,-0.7364399681134476,0.06486309244231685,0.5224705345041417
VTA_R,-0.1480244627826823,-0.21816079907486072,0.3894241134685016,0.7073238138035299,1.0,-0.460637381697978,-0.013460553430546463,0.8043052026812135,-0.21616514569341228,-0.16819076755116116,-0.2232032030698374,-0.4459327085980758,0.902726077776398,0.09507134719887615,0.9594691488490923,0.8080975723079828,-0.07421133513191937,0.18813286135221277,0.6718418344440472,0.05841100189082581,0.11173004373708703,0.9269038788737413,0.9688358297612288,-0.8992404443735104,0.7074700218363951,-0.7910954901269571,0.8156214092269323,0.4820797382752065,0.8452726334659195,0.10095217064430215,0.8177194824345092,0.9463491065154657,0.6264804945962892,0.3732103318177615,0.9899038446191233,0.1972403789763424,-0.061478994754801786,0.8469472651376029,0.9897962233711837,-0.1521616210646827,0.523139714221261,-0.30714887777566524,0.016805370220690757,0.13655521522855882,0.023006663070145178,0.1523640962229165,0.9396863093129767,-0.18683199086583105,0.22295406803232276,-0.22015737741554062,0.9350261207517422,0.6959121629953402,0.5507821864414184,-0.10379131576347726,0.9834305812775722,0.04373665799800354,-0.16849709663335127,-0.12913611450994722,0.9295898418777101,0.950511854230444,-0.31970933205114815,-0.6467290572616756,-0.2153224844017803,0.8444026014728454,0.824877565355712,-0.8098745006652135,-0.7544703759665595,-0.9351429959129238,-0.9617721939874992,-0.26997297635007345,0.7474064580651972,0.6943056786893568,-0.49146541993219106,-0.37876667643826895,0.712121270470512
Paracentral_Lobule_R,-0.68796846668657,-0.06011311459593414,-0.9719027098442463,-0.0019132337323133721,-0.460637381697978,1.0,-0.1638662094249102,-0.6055173527688309,0.08858461460493865,-0.08144449635298691,0.041781478714048144,-0.48876853158063543,-0.71577669984357,-0.6714463150334585,-0.3770397570760993,-0.29011335691566004,0.36761128080953087,-0.9299261387115767,-0.27807189199041726,-0.3384550936090705,-0.9278699223941476,-0.1906735363461965,-0.30073641763899434,0.2940263661353741,-0.0629475306777217,-0.024134878651334377,-0.536552084764498,-0.13860437692789268,-0.340474645366597,-0.21046235727935972,-0.10374893630622364,-0.32297787696469765,-0.35342797504044166,-0.535083354231505,-0.4240789536427906,-0.18010551387370982,-0.06512014375877291,-0.0629175926005766,-0.45096628917721027,0.014055655389262529,-0.4458402386702706,0.16844310006679136,-0.319020665770314,-0.16427648352571222,-0.8033031164822574,-0.5462513236152975,-0.44770405768811017,0.02264816406871169,-0.8869952893306118,-0.06772506355966525,-0.7264864222479006,-0.32316390552920593,0.14863273791230777,-0.8007279050379699,-0.3408013695950261,-0.7310663625522942,-0.2411287859747352,-0.10462764567850866,-0.730700767085478,-0.37232549977452434,0.027506960224429198,-0.25212890449164566,-0.08123211715203497,-0.613247382821235,-0.13433149607653092,-0.05513887610517774,0.06349746281218495,0.16804182848084198,0.475746954139031,-0.37764346686826566,-0.07294021436467095,-0.2002012093926211,-0.5254027409734404,-0.12770942749210798,0.18543105270018867
Vermis_8,-0.3067141482386825,0.9738600622443788,0.010816365368844083,0.48099524581629854,-0.013460553430546463,-0.1638662094249102,1.0,0.5029083761027937,0.9564637491070231,0.9798956803660772,0.967198789758797,0.5661220221284926,0.16755549489094107,0.7764048223016743,0.21976675354435318,0.4956804704638395,-0.8579178579753631,-0.019992067078583954,0.704553734292019,0.9727647286040959,0.20539875839453445,0.16286120391145872,0.12090519334064731,0.37347063530101676,0.5503717940738335,-0.3130629850616674,0.5411143348513952,0.8158649812374327,0.4934768770974586,0.9908958032570514,-0.4596073552699291,0.24162793808812144,0.762722145593199,-0.7343605065376942,-0.12682999031734485,0.9717176734592895,0.968459044143037,-0.29947089472863764,0.007467406249106023,0.9806265881681406,-0.7593997094079008,0.9279025686327842,0.98236724532038,0.9786989956807369,0.5946740491891124,-0.7033792899819722,-0.05383601145077439,0.9767803276806322,0.38135709288700825,0.9696798641721899,-0.03287237653362082,0.6914265683453483,0.4637169644994304,0.18065840098697633,-0.01942660854033198,-0.4187824077414052,0.9613026276457449,0.9848097187393007,-0.07523050448094876,0.2510232666905341,0.9375466896077495,0.5518674274342829,0.9757277359061319,0.49160687840463085,0.39621137835634773,-0.1972549265687916,-0.4837880517086936,-0.09663810109469935,0.23558430427796614,0.8600737410350991,0.4999021952338952,0.6314420623420426,0.03843061912182381,0.9008660640729376,-0.48694285416654964
N_Acc_R,-0.1419302004539165,0.33089517863312745,0.5060676764503274,0.6958802424266918,0.8043052026812135,-0.6055173527688309,0.5029083761027937,1.0,0.3075706093596259,0.3895784563295241,0.3010551927336552,0.05685785040909664,0.9284771008292907,0.5375944017106319,0.85101109032175,0.8256889785401887,-0.646066117045831,0.28606203815583703,0.89413443195841,0.5545665099447284,0.3616691143936535,0.7551177136569021,0.7998802409923232,-0.5781501967782425,0.8076891602879421,-0.717998984311526,0.9891649800673562,0.7967071830736592,0.9261994424024618,0.6007573996416805,0.32256738643203964,0.878435720811251,0.8692072540214448,-0.003659958021120395,0.719567063619428,0.6476525922183642,0.4889132593561087,0.4045141878292195,0.838213214327615,0.36477652961612556,0.07557743248768044,0.18791307656932918,0.5495170697588276,0.6259272048442762,0.4709690485725466,-0.14413063042319968,0.6601316445315668,0.33385832009308375,0.5983838943751267,0.34817176600861766,0.8121406213527316,0.9075395307367625,0.49584771710546593,0.11178624500338367,0.7366628124439479,-0.018369473516497363,0.4128535518321032,0.426642724276842,0.7742357026606275,0.8625369681906774,0.24030621157929005,-0.14463883905919825,0.3428713964828393,0.9499284320953905,0.7772209400201388,-0.6916209817576796,-0.7939822503041827,-0.760559448794788,-0.6957688533885517,0.3231392178200259,0.8095006917104711,0.7994905785168835,-0.23353147584857703,0.22019067324794755,0.216812152895013
Thal_PuA_L,-0.4319621182785235,0.9834439343951932,-0.2144531590783676,0.38385068501150715,-0.21616514569341228,0.08858461460493865,0.9564637491070231,0.3075706093596259,1.0,0.9844252974927621,0.9959601508675175,0.519672471324463,-0.05579009471149848,0.6186440737949483,0.028374122322160335,0.3243383321969287,-0.8099740241114015,-0.23346535911774718,0.572323834713104,0.882973433456004,0.007306173348098942,0.01021903773985589,-0.0536519758489556,0.5141160481623039,0.45925829334223195,-0.2272496584058461,0.3491213311812743,0.7371360281661776,0.33358772844716944,0.9332286733681339,-0.5902671013036958,0.07432001513219218,0.6062897574262807,-0.8852845121480238,-0.32719941352078036,0.9068493275424863,0.9726908024604005,-0.42898560466279495,-0.17966947622849358,0.9938661784038962,-0.9095781100962167,0.9888220832037475,0.9101453700575344,0.9318519243448855,0.4295433206852751,-0.8309890515431687,-0.2789484247420742,0.9922152995681492,0.2066706430967954,0.9831125454008831,-0.2742777247525271,0.547154656992763,0.39192875593382265,0.011337480867323132,-0.20687588495457576,-0.5614398977559165,0.9357454011220654,0.9807535109729573,-0.3260566937310721,0.05775859985773158,0.9836777784052322,0.5728714733103683,0.980384770338879,0.267776591363954,0.2630855934890406,-0.12368784192945834,-0.3846514886460316,0.04116469923953081,0.4298521248146955,0.8211567083181739,0.40640024129098024,0.4891197105008185,-0.010301102526625224,0.9223902885384638,-0.5359138330042842
Vermis_4_5,-0.29251855627648915,0.9961505025677042,-0.04256716918750288,0.34918402163303164,-0.16819076755116116,-0.08144449635298691,0.9798956803660772,0.3895784563295241,0.9844252974927621,1.0,0.9891779917175721,0.6272080735361681,0.04610205737871088,0.7363036359665999,0.05861782737655728,0.34018592005390663,-0.8748699503325604,-0.06408293195813927,0.5928623770950616,0.9365224719156472,0.17876152156413921,0.006369709890508906,-0.0371090329494729,0.4887278124011581,0.4388720041235317,-0.18761620758270886,0.41609013957458485,0.7384490651260046,0.36082201120313945,0.9616312270055545,-0.6028615430635651,0.09682681598762377,0.6413108490729432,-0.7926650959426053,-0.2858996542082395,0.9255354755328217,0.9820633358375978,-0.452276512234504,-0.13191611824212723,0.9893339849994973,-0.8400443591014668,0.9608763194494803,0.9627433137951672,0.9506952156783471,0.5782229441947927,-0.727411031964035,-0.2345137314151629,0.9871719178519003,0.3684086102820793,0.9981388379839327,-0.17210904856888434,0.5755409917771104,0.33267278248273924,0.16448597618044788,-0.18260955777630986,-0.4189226198858181,0.98182852758869,0.9989666952922233,-0.2233201178604987,0.08751726532200352,0.9848660042367275,0.6432874766092077,0.9970838488660104,0.3460334336531623,0.2503221433628032,-0.07932731499124882,-0.361751516033918,0.0471841900200719,0.37461851627351306,0.8986403119132229,0.38646036060988503,0.4917796808217908,0.11047390049570582,0.9563617736924432,-0.5974212176284478
