,ACC_pre_L,Frontal_Inf_Oper_L,Temporal_Sup_R,Cerebellum_7b_R,Occipital_Mid_R,ACC_sub_L,Putamen_L,Cerebellum_4_5_R,Thal_IL_R,Thal_VL_L,Insula_R,Lingual_L,Thal_LP_R,OFClat_R,Frontal_Inf_Orb_2_L,Vermis_10,Thal_LP_L,Precentral_R,Thal_VL_R,Cerebellum_3_L,Raphe_D,Red_N_R,Temporal_Mid_L,Parietal_Inf_R,Supp_Motor_Area_R,Rectus_R,SN_pc_L,Cerebellum_3_R,Thal_VPL_L,Vermis_9,Insula_L,Fusiform_L,Occipital_Sup_R,Thal_Re_L,Hippocampus_R,Thal_PuI_L,Cerebellum_8_L,VTA_R,Thal_MGN_R,Thal_MDm_R,Vermis_4_5,Occipital_Inf_R,Cerebellum_10_R,Temporal_Inf_R,Cerebellum_7b_L,SN_pr_R,Cerebellum_4_5_L,Occipital_Mid_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Olfactory_L,SupraMarginal_R,Temporal_Pole_Sup_L,Raphe_M,Thal_PuL_L,Vermis_7,OFCant_R,Hippocampus_L,Thal_MGN_L,Thal_AV_R
Insula_R,-0.22391988140061878,-0.7035153433100216,0.8937098936808132,0.5487647310398654,0.5271938073279153,-0.0992473629226216,0.4419328890244403,0.08158541035844666,0.8831026123262395,0.3506337799005481,1.0,-0.06097896465392813,0.7103615836659803,0.8018104865455408,-0.5508123959282909,-0.27605278504779246,-0.274960115801458,0.8731681459611333,0.7288045638430949,-0.36104573834678433,0.994630389364396,0.9829632788203881,-0.7319312986073072,0.7920781307334614,-0.42052284849228,0.9635371639177424,0.7620162026969725,0.6623404918266412,-0.3378603094050009,-0.3223896810182869,-0.3675046566841656,-0.31353486270457165,0.27757353992223965,0.5177021588405407,0.8235304346246929,-0.3734090537417987,-0.23023435451214627,0.9909983656480248,0.9773686857257516,0.8378559946236457,-0.22815247249376946,0.7311515454476826,0.9852387097766363,0.913401537209234,-0.10032990455184583,0.8493654290413478,-0.28095805646490735,-0.5492166793645415,0.01817361209490976,-0.8446958161574656,0.5328919075736882,0.903075699620591,-0.16550423288414023,0.9745701053474022,-0.3490045637729369,0.3445307740885222,0.9696771869272809,-0.2472326998334894,-0.3222446081678787,0.7328112996752894
Lingual_L,-0.14982153026393066,0.6030093154360742,0.3327843494613306,0.7567011122403858,-0.6706383578461512,0.721423007146071,0.20895556961171124,0.957405045321577,0.3015446377119579,0.7797510402723844,-0.06097896465392813,1.0,0.4917237186413144,0.47415667680031776,0.6643513714847918,0.9564198753106703,0.8405137889197972,-0.4709059670415486,0.4156492696544324,0.9429411243110413,-0.13293915815202456,0.10204346612125167,0.6170435390702514,-0.5454988168848673,-0.021817107972172935,0.17052431899095027,0.57128746261838,0.6785657834110008,0.8728006631434774,0.9311332554245396,0.9134805970794813,0.956121511310376,-0.6377662380706709,0.7465517180219549,0.4862555093447297,0.9131313429592137,0.934056603258903,0.016805370220690757,-0.05217056773790111,0.3524000260586242,0.9627433137951672,-0.5716701185868578,0.09640455111958143,0.3336401756444495,0.9262075495812185,0.43538263314277287,0.9526207113031914,-0.36312578262897993,-0.8927169540629677,-0.12738324372537896,0.38008491678662537,-0.3269096228935419,0.9724744748019695,-0.058916735957224374,0.8219316870431107,0.39587962071648003,0.16098904326663255,0.9764032034005686,0.9203237031838274,0.38647058234474013
Thal_LP_R,-0.671497956701217,-0.3904343615869839,0.9335429927008614,0.9326261080228527,-0.2167080433081089,0.022372751414753932,0.06612441121406443,0.6854058305811617,0.9212750972596865,0.8747156122351267,0.7103615836659803,0.4917237186413144,1.0,0.9207775702344532,-0.2856044106172935,0.3916846241999718,0.4668875377461453,0.40088277816943335,0.9537120646506824,0.2877592017393317,0.6658253664877563,0.8039841207648352,-0.37216703091380837,0.4348321724979943,0.053647473904258454,0.7870509393461225,0.866016904534713,0.9457956695947031,0.38392979231344876,0.35757954152994703,0.12688001434613647,0.3389861472390847,-0.4604936335620795,0.9385886905977807,0.9504869954749648,0.3196846056973662,0.464399243946802,0.7074700218363951,0.7336707325116807,0.9511784152071143,0.4388720041235317,0.044311047603744734,0.8115743167043492,0.9094297252035917,0.5593737587814264,0.9449593772013589,0.3915697110958405,-0.9271422819877182,-0.4786635784294464,-0.9209860299985082,0.30853367566302464,0.5461624209647349,0.4825868978540959,0.6069755624704116,0.3969789839988473,0.10308663985452489,0.8310470173879517,0.3510356150095304,0.36547731781096293,0.9592305774659904
OFClat_R,-0.43821463027111707,-0.3423632244674686,0.9745006307481205,0.9025732901839447,-0.01189425852992826,0.15511734427021548,0.3049777790711343,0.6017186257517145,0.9751100134622311,0.8174939463963631,0.8018104865455408,0.47415667680031776,0.9207775702344532,1.0,-0.22052533263456323,0.3080624716119868,0.29741933262608033,0.5396103426533561,0.953521529061048,0.1983212024955757,0.7599875573104835,0.8852349245457267,-0.35844075566893285,0.45526928252772475,-0.16687205739852376,0.8572704388930377,0.8907968219790132,0.9377187890057641,0.2638135010578648,0.2343449713073775,0.10843411591256014,0.2504358547196245,-0.23791286351639868,0.87660076209845,0.9607856105590495,0.19969237085851313,0.36469254313577315,0.8080975723079828,0.8417505425572751,0.9761755455053582,0.34018592005390663,0.24405629703098122,0.8783184739754533,0.9522710445224628,0.4927631906775863,0.9759058135441303,0.28658971812649997,-0.7887094382314768,-0.3540779372362162,-0.8445786297008281,0.4673393456021396,0.6689846099071579,0.38250262643791,0.7689705097675127,0.22717931374703673,0.395348639820562,0.8819310960003109,0.2940068147804593,0.28497105278551343,0.941065230485676
Frontal_Inf_Orb_2_L,0.5372814581392208,0.9762725462644212,-0.36525960306937744,0.05878782002738631,-0.3964891155868939,0.8805063059898938,0.37648454635227946,0.4446087438548754,-0.41098601163167825,0.05884096301416256,-0.5508123959282909,0.6643513714847918,-0.2856044106172935,-0.22052533263456323,1.0,0.6461431534159795,0.4118876063412481,-0.7865015537032994,-0.3710053593678072,0.7365647171185139,-0.5885292484885525,-0.462703826092029,0.9657036072035804,-0.9387616352804319,-0.28762811557853885,-0.34275974900988393,0.004545605133481044,-0.007913959003027068,0.5134091343104153,0.6619617909046198,0.8974427307453519,0.7075917003228224,-0.15310421719254463,0.040809997986253496,-0.197292732290691,0.6482673866893586,0.5484826999348086,-0.4459327085980758,-0.6053707627248572,-0.3958864451334452,0.6272080735361681,-0.5138546439262717,-0.4736830269814556,-0.3143201474147937,0.4620065068081511,-0.25735671918756875,0.6531071031166097,0.4480274592221275,-0.6196685195888909,0.6149183638972504,0.359703379681161,-0.7747042471562674,0.6175788577601189,-0.45320245112897856,0.4422728407345167,0.47282608193815434,-0.40993644261858336,0.7483078565919185,0.5988414509470188,-0.4060897085480321
Vermis_10,-0.27405776609509,0.6417731445178314,0.1595912678025654,0.6425734704000555,-0.8542665986278041,0.5732540963796039,-0.062097549424686385,0.9307901009641646,0.1407953732234303,0.7468518408454803,-0.27605278504779246,0.9564198753106703,0.3916846241999718,0.3080624716119868,0.6461431534159795,1.0,0.9464556524795522,-0.6250465934633629,0.3211301085946773,0.9879019938992852,-0.3455236939392151,-0.113274147371527,0.6730632597806998,-0.625151139899111,0.2404508369539619,-0.06180746604940571,0.3626803488872822,0.5328177626764549,0.9716771541419438,0.9870329169020573,0.9009297921227941,0.9934776046110737,-0.8014535228254772,0.6542004492949939,0.31126654603836823,0.9890810686724226,0.9880952855852716,-0.21816079907486072,-0.24233788837545472,0.21385427114863054,0.9961505025677042,-0.7807770647281157,-0.11267313984971904,0.1358233588723339,0.9518818764517005,0.25592052205012716,0.9961257192327663,-0.36196107799393373,-0.8394999051654662,-0.028940238711682276,0.10957654653728505,-0.4748352784997943,0.986221861248534,-0.298816041612498,0.9439919120310324,0.1454453927412976,-0.05303776897155605,0.9786357536197242,0.9876536214871755,0.3001795744702261
Thal_LP_L,-0.544817589972116,0.4449260255815504,0.17761961390677342,0.6309813619422561,-0.9482410681298076,0.28940041978378434,-0.3456907404345306,0.8924164085901783,0.17270606462505236,0.7879168178200461,-0.274960115801458,0.8405137889197972,0.4668875377461453,0.29741933262608033,0.4118876063412481,0.9464556524795522,1.0,-0.569452731953628,0.3997237796295327,0.9124689927557027,-0.3385363522756224,-0.11856145580548516,0.49650706346192736,-0.46984332374049165,0.5062275261784748,-0.10316685402910046,0.28479239946284585,0.5084987912324177,0.9861764588299053,0.9436619584016006,0.7332276732844792,0.9226549114457862,-0.9495927686512614,0.665042150643945,0.30111400571265473,0.9576415286964909,0.9710617625039437,-0.2526209579378531,-0.2147890549908968,0.2640712055387712,0.9464879881758204,-0.8483026565441693,-0.11164139736458711,0.1258826712893919,0.9378368747561221,0.2542215770094236,0.9459718988147734,-0.5370858792829722,-0.7400358578323932,-0.1613400063114076,-0.13993252716659715,-0.40372886433631294,0.9290702669702581,-0.3546539381351497,0.9960468900111978,-0.14635967167649586,-0.06252740354991773,0.8717873418703597,0.9594108511870573,0.3934034051537002
Precentral_R,-0.16956824349309443,-0.8644876529632761,0.6445447587830551,0.1561775824244965,0.7069727205410424,-0.4434671141693886,0.2266190130064029,-0.3393138632468742,0.6738297323214634,0.026145333650575465,0.8731681459611333,-0.4709059670415486,0.40088277816943335,0.5396103426533561,-0.7865015537032994,-0.6250465934633629,-0.569452731953628,1.0,0.5165302092790581,-0.7161488234368958,0.8995965539184073,0.7955960301832644,-0.9035783330813102,0.9418455879300371,-0.26261917424683395,0.7130647181732075,0.3605015525211482,0.27572943559114954,-0.6160231696310527,-0.686081739219397,-0.734900515368412,-0.6780611474735414,0.469651192741947,0.126340633002148,0.48709207574966557,-0.702265448368864,-0.5664417884127992,0.8177194824345092,0.8980040898872313,0.6137812329051106,-0.6028615430635651,0.855267059393752,0.7917049815769241,0.6324810439605041,-0.4313832695605189,0.5496354597413438,-0.6476342312710991,-0.3527499926478743,0.49946166911600015,-0.665395954899687,0.20017476223160627,0.9808763798176333,-0.5675109546545531,0.8706938026071996,-0.621764671582863,0.14834015846791798,0.7329426234986907,-0.6384921787679472,-0.6224828961878804,0.5243738805169001
Thal_VL_R,-0.6777662598680196,-0.44853185424213904,0.9424278924240401,0.8803712441284809,-0.1630509060063603,-0.0747728033562319,0.01826068070851768,0.5966926290761315,0.9606825941750565,0.866198773006563,0.7288045638430949,0.4156492696544324,0.9537120646506824,0.953521529061048,-0.3710053593678072,0.3211301085946773,0.3997237796295327,0.5165302092790581,1.0,0.19090174438814067,0.6866374071482297,0.8111057378497177,-0.4431690958785715,0.5224705345041417,0.11637332437242764,0.7539961875653796,0.7835541890039261,0.8934847794563413,0.3416432455064235,0.24809571763207608,0.01586086893967231,0.2447482315966158,-0.4197864793322431,0.873125350814256,0.9117389024710078,0.2364867614553736,0.39910138205468554,0.7073238138035299,0.802988915786777,0.9823871699106026,0.34918402163303164,0.10742599759186625,0.8125894903443066,0.8902429599539914,0.5163185382092821,0.9276118309269163,0.29725070798529396,-0.9253288305874331,-0.2924513570587951,-0.9088519960812117,0.20794870249110775,0.6669275317853801,0.37893949834994434,0.6574917755945704,0.3338999023433187,0.1336569644596881,0.8065698836664691,0.25160336174153025,0.3230134015914053,0.9971146625474211
Cerebellum_3_L,-0.16447515362032145,0.7299457318116671,0.05192684187450092,0.5598017294487262,-0.8381659523417101,0.6401253083023939,-0.01794122861262711,0.8915358897648193,0.021883667670277177,0.6491322155744212,-0.36104573834678433,0.9429411243110413,0.2877592017393317,0.1983212024955757,0.7365647171185139,0.9879019938992852,0.9124689927557027,-0.7161488234368958,0.19090174438814067,1.0,-0.4271052127899172,-0.20362555189230178,0.760828213577045,-0.7231609999033385,0.179912879166414,-0.13219339612794803,0.30516101944413476,0.44986156386570036,0.9429850419767535,0.9921411913601174,0.9464904771926882,0.9982415562927018,-0.7474102863045033,0.5733421825080897,0.22132512848386793,0.9872615891208198,0.9633026723001313,-0.29247393779301767,-0.3506619197656959,0.09248755081165887,0.9856110076330566,-0.7997247338556526,-0.2029334962922592,0.043515348255683324,0.9093240180389006,0.15857688334125647,0.9926093723042109,-0.2393875658752727,-0.8627356926782703,0.08478083038304433,0.14068030616451693,-0.585480521656518,0.976576077180181,-0.37792513638136366,0.9163778638735025,0.1577271286965902,-0.13509143713248864,0.988374335374492,0.9665102093063447,0.1706013333535669
Raphe_D,-0.20052999326666177,-0.7355169486408799,0.8593690239710858,0.4881697022108204,0.5770488448346004,-0.14243243540204595,0.4315681279661857,0.009268030329079408,0.8501043790698356,0.28782677754542185,0.994630389364396,-0.13293915815202456,0.6658253664877563,0.7599875573104835,-0.5885292484885525,-0.3455236939392151,-0.3385363522756224,0.8995965539184073,0.6866374071482297,-0.4271052127899172,1.0,0.9689191705870899,-0.7660920214681888,0.8204247208465968,-0.4259294043730022,0.941517172284752,0.7133143409930751,0.6061423995031038,-0.40240313426676094,-0.3882793916934294,-0.4292635307624146,-0.3809043774760278,0.3286794511890873,0.45700716679836084,0.7777544935555281,-0.4413400574733767,-0.2961721876118003,0.9804589444748538,0.9701236991316841,0.8008317096379738,-0.2984140277014386,0.7706928439068684,0.9676970481481549,0.8796349077210148,-0.16307293934457412,0.8120353303149991,-0.3494252188085849,-0.5103865561772502,0.08656840741458699,-0.8220434419475704,0.5062572290186179,0.916547695051748,-0.23664973912204657,0.9687242548988123,-0.41032722950507167,0.32226119035047746,0.9479659977505829,-0.31663162407425843,-0.38707163245389054,0.6930209550427123
Red_N_R,-0.28410145348311017,-0.6178756064426906,0.9509193589557483,0.6810862530043442,0.39393041677221113,-0.007177861778587551,0.43739463971157116,0.2442588739937324,0.9380234986651217,0.49559464818278715,0.9829632788203881,0.10204346612125167,0.8039841207648352,0.8852349245457267,-0.462703826092029,-0.113274147371527,-0.11856145580548516,0.7955960301832644,0.8111057378497177,-0.20362555189230178,0.9689191705870899,1.0,-0.6418456461688021,0.7130896168392137,-0.387232836821522,0.9795853796612488,0.8472027403280111,0.774715738352653,-0.17872579044653514,-0.1636820807773759,-0.22949701210997675,-0.15242650864362636,0.14389380792945852,0.6473151785444222,0.9003947800693801,-0.2177816905551529,-0.061616636349535445,0.9821067632397386,0.968847991925716,0.9040404760036054,-0.06509068710463863,0.6196952929339323,0.9954364729551405,0.9660827469050584,0.0752271157738009,0.927923058017726,-0.11864424001924398,-0.633707855955305,-0.11648095443647298,-0.8783595785331247,0.5599873777454708,0.8535929863556424,-0.002060300838470709,0.9487806833542693,-0.19552073493964503,0.3856036212484447,0.9899096525440803,-0.09026647413404205,-0.15615193157377508,0.8102998323700331
