,Temporal_Inf_L,LC_R,Paracentral_Lobule_R,Frontal_Sup_2_L,Thal_VA_R,Vermis_1_2,Postcentral_R,Thal_AV_L,VTA_L,OFCant_R,SN_pr_R,Cerebellum_9_R,Thal_VL_L,Precentral_L,Thal_PuM_L,Frontal_Inf_Oper_L,Temporal_Pole_Sup_L,OFCmed_R,Thal_VPL_R,Thal_MGN_L,Fusiform_L,Cerebellum_7b_R,Cerebellum_7b_L,Amygdala_L,Precuneus_R,Angular_R,ParaHippocampal_L,Lingual_R,Thal_LP_R,Thal_MDl_R,Frontal_Sup_Medial_L,OFCmed_L,Raphe_D,Thal_PuI_L,Pallidum_L,Parietal_Sup_L,Vermis_10,Cerebellum_10_L,Frontal_Med_Orb_R,Cerebellum_4_5_L,Cerebellum_8_R,OFCpost_L,Thal_MDm_L,SN_pc_L,Putamen_R,Rectus_L,Occipital_Mid_L,Cerebellum_3_R,Amygdala_R,Cerebellum_Crus1_L,Calcarine_R,ACC_sub_R,Thal_VA_L,Vermis_7,Supp_Motor_Area_L,Insula_R,Supp_Motor_Area_R,Heschl_L,Rectus_R,Thal_LGN_R,Cerebellum_4_5_R,Temporal_Mid_L,Putamen_L,Frontal_Med_Orb_L,Caudate_L,Cerebellum_Crus2_L,Cuneus_L,Frontal_Mid_2_L,N_Acc_R,Cerebellum_6_L,Temporal_Pole_Sup_R,Occipital_Mid_R,Thal_Re_L,Thal_PuM_R,Cerebellum_9_L,Frontal_Inf_Tri_L,Frontal_Mid_2_R,Red_N_R,Cerebellum_Crus2_R,Raphe_M,SN_pc_R,SN_pr_L,Thal_IL_R,Thal_MDm_R,Vermis_6
Temporal_Inf_L,1.0,-0.43873842074522795,-0.12770942749210798,-0.24708096590009626,0.27052549184508823,0.9903925529384728,-0.7389573382730071,0.012291541993487167,0.012520017072479607,-0.23205070931354801,0.04925942572382772,0.9183029994430454,0.5471403012947975,0.6500765313819489,0.9380677036008933,0.8007534376893644,0.9450430761599169,-0.33841064381436536,-0.2648090153845872,0.9382238493339892,0.983294606015857,0.46034630245713515,0.8571041530500916,-0.3489523220758843,0.7467813528006074,-0.891709733967906,0.8470921731676214,0.7875967325211588,0.17285585200046785,0.11358960057613995,-0.5249322921116649,-0.3739716030485556,-0.5146512370327834,0.9704717494456405,-0.00031256217947718594,0.11648388505729905,0.9613727041734906,0.9349790144069955,0.2133732097659944,0.970147476825855,0.687175177947394,0.15137739206048628,-0.1037831762002965,0.2204006652887781,-0.31148821220038225,-0.09245316377089616,-0.1209686723867439,0.34767542887596986,-0.2742764587649006,0.9670936193229179,-0.18103835084095724,0.3307294440262025,0.17009228618721273,0.15677547987466103,0.2879438885463472,-0.45302585578433696,0.152067249259005,0.983908797529613,-0.2212736547006563,0.23789395374215375,0.8310907848159735,0.8313167701152818,-0.005672460685580668,0.04429018135670633,0.07003212835236612,-0.34488924665885556,-0.5811237872710796,0.2008447925924482,0.22019067324794755,0.9672838890483618,-0.25913427314588916,-0.8226027487044779,0.4731676959625445,0.45381965762630677,0.9402425565690606,0.4216785969295725,-0.8344734199217805,-0.30265601827235417,-0.26987486414606543,-0.46102213339120124,-0.4181535098217798,0.5522171149008747,-0.09788684680276674,-0.030104691552319256,0.870609071097172
LC_R,-0.43873842074522795,1.0,-0.44770405768811017,-0.4434966376403652,0.5345620986675376,-0.37546805998822363,0.7849608925661813,0.7693367539873047,0.8086268126940337,0.8913772719072787,0.8030570277183416,-0.1965339543746272,0.3287489387268519,-0.7920189207594486,-0.29425694886828335,-0.5803843653768394,-0.18433785661602975,0.8840927709343344,0.8963085032054005,-0.28551082553299345,-0.3051051458770025,0.503085075546671,-0.07277205350694506,0.8909681701673173,0.11259591829211524,0.5807092222483458,0.06770935895498886,0.13680837118521283,0.607642623367746,0.6465937844491929,-0.15261425184190913,0.849758184443512,0.9442403607356541,-0.3810713653730713,0.8267193065749185,-0.8698402232472778,-0.26112621018509474,-0.2633055977482737,0.4978963836824502,-0.2869599702183863,0.24727046314516454,0.794665584469651,0.8422910975429057,0.6969040297069082,0.9177245673676051,0.7711104737501178,-0.4300906651991532,0.6083657365451449,0.9266386031327164,-0.2805337981344483,0.9306787469726321,-0.007113011617479988,0.6825497106912326,0.526414943571506,-0.659440687800854,0.9450317164945756,-0.48252044186155335,-0.384516195542385,0.8929933908068646,0.6829527889509353,0.050737643475143285,-0.6301240583291318,0.5268000365908666,0.3454107927290302,0.23041112110437934,0.9592560810860717,0.22085277876675802,-0.7091900538060657,0.6601316445315668,-0.2627221888249241,0.932910261663673,0.5672363554503291,0.4490273655005126,0.44761584006840716,-0.266111123787929,-0.5444705369106162,0.6838848712042933,0.9375782836865422,0.9387469141285956,0.9729139395905471,0.9617557341788063,0.45061356865749863,0.852500312491008,0.7951274140296412,0.04470224744241583
Paracentral_Lobule_R,-0.12770942749210798,-0.44770405768811017,1.0,-0.041618063213824955,0.04271660594611804,-0.1632425639279031,0.15828573089247996,-0.08929610957933058,-0.6343807097665802,-0.3960361534955965,-0.3189245115977742,0.014055655389262529,0.007546330294664275,0.2940263661353741,0.06223344487622934,-0.3120773727134442,-0.13529227821866044,-0.45096628917721027,-0.1906735363461965,0.04148564999608797,-0.1138992511725751,-0.2459970389009075,-0.007348398220235165,-0.730700767085478,-0.6714463150334585,-0.32610593241616465,-0.27007118777556477,-0.18010551387370982,-0.0629475306777217,-0.07294021436467095,-0.1426659482921062,-0.7499110726934612,-0.3396646184683667,0.027506960224429198,-0.5411589726705831,0.3451960657352477,-0.06011311459593414,0.041781478714048144,-0.9432419617671032,-0.06772506355966525,-0.1481906181994301,-0.613247382821235,-0.14449139382296147,-0.536552084764498,-0.36464510511484105,-0.71577669984357,-0.2997916825919022,-0.32316390552920593,-0.4707592249805339,-0.2525339211330557,-0.41607485355291257,-0.8007279050379699,-0.1067839034868171,-0.9142174080843626,0.7985349279475069,-0.3560429017837211,0.948135199643544,-0.019608364190817146,-0.48803910007763757,-0.2002012093926211,-0.16427648352571222,-0.25212890449164566,-0.9856855964220902,-0.9719027098442463,-0.9299261387115767,-0.6638328894551512,-0.5462513236152975,-0.05513887610517774,-0.6055173527688309,-0.08123211715203497,-0.349940679635094,-0.4458402386702706,-0.17944959795079193,-0.1455247541890226,0.02916035217838918,-0.40458125560007446,0.2457800741302091,-0.3728653039742891,-0.3935152925572257,-0.4787915017636496,-0.3408013695950261,-0.5122821720016777,-0.19833613095225863,-0.13433149607653092,-0.3384550936090705
Frontal_Sup_2_L,-0.24708096590009626,-0.4434966376403652,-0.041618063213824955,1.0,-0.7359586871311717,-0.3413075366379495,-0.366939148962802,-0.8413931374414615,-0.6857760639923779,-0.7454088172433095,-0.8658921559113705,-0.5455439827118145,-0.8612330965936802,0.41991620206133723,-0.5014668775843075,0.3583214755126394,-0.5398740740850876,-0.6459864726090216,-0.7759178566804147,-0.4141320335451789,-0.39985172527361895,-0.9022316930159412,-0.5787956643519864,-0.3430700261002129,-0.19186915682041042,0.3096237044138306,-0.659904541346503,-0.7311906354816742,-0.9702584965706667,-0.9627583773484745,0.94070303431194,-0.2808970161207194,-0.5518462114874585,-0.39889847046123295,-0.7591010941268791,0.812508423428006,-0.4452428459945886,-0.49010581543619036,-0.24801286551782148,-0.4567588242196035,-0.8113170390668595,-0.7056108438042092,-0.815068443660198,-0.811312465132952,-0.7084908766433026,-0.5566365032808458,0.9378386696968031,-0.9005116116920806,-0.6657561042158074,-0.21299093766279145,-0.7013079809875024,0.47748378431064753,-0.8926182086720291,0.04360732943357384,0.19802065977333602,-0.6014642769502299,-0.16014049260455207,-0.36732600584027697,-0.6962772078157311,-0.8694880574403369,-0.7146829652972219,0.3207518499166605,0.05302926978963496,0.16703372279324968,0.3939869972626457,-0.34788446664452716,0.6741723262502797,0.8932448207911324,-0.7617107025484748,-0.4425456510393698,-0.7236398623374132,0.33552255314712676,-0.9219702761773316,-0.9426622765504913,-0.5015270757440337,0.7242893001300131,-0.2585833894133573,-0.6967064454438724,-0.7008219466698806,-0.47028054655367724,-0.617165222026422,-0.7728830824347972,-0.8266946857127756,-0.8712060668721918,-0.49776242085502104
Thal_VA_R,0.27052549184508823,0.5345620986675376,0.04271660594611804,-0.7359586871311717,1.0,0.3039925289444073,0.4336499762440512,0.9143071273395259,0.5062478301326607,0.5649360739035801,0.7819525629926248,0.6063561190342864,0.9140464612335131,-0.10882426887736929,0.5325840642234988,-0.1752461719203942,0.5194237978028994,0.4083307359402765,0.7164824176490717,0.5480951736013632,0.4326033952543276,0.8415994965311165,0.7009318260106568,0.236616276980892,0.36560645814710363,-0.32289488020641227,0.6496241233360939,0.7492031387057427,0.821447078551336,0.814364836793125,-0.7067908864849638,0.1450891732154763,0.4279728961360398,0.4303517437711256,0.5933965587115666,-0.6988854396645369,0.5148571272725565,0.5620429497456823,0.09435967183108487,0.47296272322440874,0.8171289658483248,0.6718407061210381,0.849164082624623,0.6274763630054466,0.556045512903744,0.29410835515019224,-0.8284402954247312,0.8100253140054626,0.5290685361286304,0.37604255766568057,0.67852939621456,-0.21659558255946365,0.9284979102036536,0.1767681456761563,0.08388760573834211,0.4740021589394114,0.2360943937002597,0.40588178889241167,0.5105611803464649,0.9213325685271512,0.6844155209801976,-0.17767910726021682,-0.06152995665483738,-0.24738748414131112,-0.2917452354962651,0.40892715449212075,-0.632045963390301,-0.6843240934671302,0.5194312373202173,0.4989627484710046,0.6512333309060192,-0.36598157618508614,0.830240832142406,0.8271517319878818,0.5477071188812647,-0.5363530000645413,0.27349477688076473,0.5887895745513964,0.6106584208469733,0.43592098677255037,0.5495234508525547,0.6578552509542851,0.8188626954322799,0.8540036900431871,0.6179575778342591
Vermis_1_2,0.9903925529384728,-0.37546805998822363,-0.1632425639279031,-0.3413075366379495,0.3039925289444073,1.0,-0.6937515325595499,0.08285265927905007,0.10724944138218818,-0.12916722121336183,0.13971681666271307,0.9280393932610596,0.5968405031230197,0.5553175564734568,0.9440896423727234,0.7428202545912775,0.9658806900355702,-0.23364208586406332,-0.17703436058950747,0.9257655939106706,0.9858419948471439,0.5368103849152388,0.8678988558225741,-0.26792017690949366,0.7503044645784267,-0.8728792044864161,0.8879865875073173,0.8283074060359626,0.2651307754230082,0.20841626772108401,-0.5973896107804413,-0.2937245793359212,-0.4247526822930759,0.9679815173436658,0.10154926846598995,0.018389214061917764,0.963428424982645,0.93752817849323,0.27962329089593707,0.97796817788383,0.7408772406545102,0.2364695454829348,-0.02866690535790531,0.31728725164833216,-0.21184444904592642,0.009565622143390249,-0.19296777891703,0.43555029198807604,-0.17574948948079466,0.9469131585262797,-0.09724541854834849,0.29724431569990384,0.24317029117001948,0.15895649550049387,0.20400916959011153,-0.36044890328307166,0.11245812447985726,0.9802140085186452,-0.11797000322998936,0.3065887546448137,0.8742335267564062,0.7742572090377503,0.03429428918296946,0.07698763853322853,0.06744978047469961,-0.282157727738548,-0.5998327228963948,0.1042581943365093,0.32226999975258064,0.9702002727233611,-0.16696373223093544,-0.801491910244474,0.5556141093466694,0.5348377030706462,0.9461091147494431,0.3491892476879265,-0.7942365147199368,-0.20974428194460232,-0.17798396334393507,-0.3824183521252556,-0.33317880393796717,0.6325028253712168,-0.015948637435040824,0.05263004014102217,0.8830829711685312
Postcentral_R,-0.7389573382730071,0.7849608925661813,0.15828573089247996,-0.366939148962802,0.4336499762440512,-0.6937515325595499,1.0,0.650819845891888,0.3958663246838232,0.669027730917375,0.5476972459842208,-0.4207692936761064,0.1557143569841623,-0.7479115064148153,-0.48746671423156024,-0.9160168713121188,-0.4942682393223538,0.664384282489896,0.7895427236491345,-0.4968290314249276,-0.6050013029094969,0.20404900825270655,-0.3079824113679792,0.5186866096553313,-0.46179031686336436,0.5953580836220081,-0.3091195245284755,-0.1845876974869771,0.47693608409021315,0.5269831050785578,-0.08063376714411519,0.48086691542237675,0.8211005747553494,-0.5932029116464318,0.47023446254625606,-0.6455621127620906,-0.5300372209634928,-0.4707148168135703,-0.10343447009858746,-0.559233550467854,-0.0397006543679688,0.36030989572647076,0.7191405256127045,0.29290654907286445,0.731429770109641,0.3534533698431352,-0.5240066590610999,0.29215018586846164,0.6730184163155162,-0.6589774285101953,0.673821751249191,-0.5272504369589189,0.5206387173255838,-0.0629665109123174,-0.25578550507946146,0.7981154695380583,0.024578135602667476,-0.6262103581700755,0.6193864608191099,0.4481905932996042,-0.2639510128025044,-0.9378774462030963,-0.04366287190560229,-0.21362349409346099,-0.3075565643786086,0.6080883608973888,0.06385883506145926,-0.73626185561341,0.2242199305883197,-0.5453705958172895,0.7367513742759813,0.5008978112483821,0.18979295311296085,0.2122590543461165,-0.4813697015539661,-0.8310512354814599,0.9805300073944553,0.737928355201933,0.7200176761713774,0.7596731844096277,0.8101829663953019,-0.008850130459696844,0.6992227629763892,0.663713976016303,-0.3802927359016402
Thal_AV_L,0.012291541993487167,0.7693367539873047,-0.08929610957933058,-0.8413931374414615,0.9143071273395259,0.08285265927905007,0.650819845891888,1.0,0.7445571197138346,0.8412477965111042,0.9443068750127872,0.3698784332861047,0.8284800840931663,-0.49409298241063704,0.2853382643125456,-0.45445299960277297,0.3248600747856776,0.7328212322184252,0.9349295774506657,0.26508587145267914,0.1913751740899481,0.8648558744302967,0.47084788965021485,0.5415521578654379,0.2342052557695292,-0.025380102828791277,0.519160394847556,0.6205670268580846,0.9325197783749709,0.9443653394858413,-0.695210703802312,0.46339494613880733,0.7415222156651717,0.16895616605941996,0.8228399582598267,-0.9166560576268523,0.2656532852682834,0.3066186059275268,0.27105792119901023,0.23876260716309058,0.7240613209805101,0.8248110862442483,0.9882477280698794,0.8010289838908732,0.8386212218921589,0.5885916221691385,-0.8745525445107282,0.8900134713344768,0.8100531859430978,0.10518334281087531,0.8915307195540441,-0.3034289251034417,0.9851525360117307,0.2247413386306404,-0.24593832993070122,0.7787153014790561,0.0190952824090533,0.14217085710470048,0.7962854164657291,0.9665140426732169,0.5516961604323681,-0.46087166884128256,0.1127303673613666,-0.08246109782946649,-0.22126670833757187,0.651517147864514,-0.44621886875315386,-0.8949264544862617,0.7164994473643792,0.254705384607247,0.8935178738382857,-0.06679179446616951,0.8487118815610046,0.8560426763592949,0.3015341855709366,-0.7269333653475402,0.5064996220273873,0.8551648311206133,0.8666407219944923,0.7248671834442018,0.8257066066901602,0.7018580049903372,0.9790929827055446,0.9896703542157453,0.43712677153120116
VTA_L,0.012520017072479607,0.8086268126940337,-0.6343807097665802,-0.6857760639923779,0.5062478301326607,0.10724944138218818,0.3958663246838232,0.7445571197138346,1.0,0.9349468699379234,0.9115747737281992,0.17846653975638316,0.5414810659162298,-0.7056563959490297,0.09894308536733384,-0.2785906594465107,0.26568862046687186,0.9168987086916632,0.8319467044808522,0.0575471016098008,0.13095383888981316,0.7725101854019111,0.25107047281649103,0.8870236618844864,0.4382248245538681,0.2335179614329038,0.48481499681688195,0.5002788836664429,0.7693974326829085,0.7821593271472052,-0.4891074902318997,0.8514630756187348,0.8224745359712031,0.03211400036001887,0.9837751915019763,-0.9202430385032839,0.13726338910747896,0.10842218720088309,0.7991786702202968,0.14583823914128385,0.571024161368732,0.9595031060887708,0.7946727318442653,0.9650482049969366,0.905815178593322,0.9618005798585685,-0.5001632471972339,0.8510608261887582,0.9370960892352104,0.09921224006377144,0.9113625882915924,0.11067966860238666,0.7508157863321585,0.6009325504093399,-0.7880244369956405,0.8551649087985257,-0.5803421876784173,0.03636845882714596,0.9557727578857264,0.7862996134033571,0.4574393425557178,-0.30099422019656624,0.6577878256349795,0.5367770380750821,0.33092618284004127,0.8631624078090233,0.011708630367697398,-0.7208400321962402,0.9659148874816678,0.14899736304956093,0.9002675664635353,0.27518144319082427,0.72556633441572,0.7288593971701419,0.12407829985826892,-0.40146697784852864,0.2701528807434663,0.9082441627284374,0.9182757295972508,0.8447212127892799,0.854039621326774,0.8231040901788587,0.8361364212835786,0.8055022580991607,0.4129169248824314
OFCant_R,-0.23205070931354801,0.8913772719072787,-0.3960361534955965,-0.7454088172433095,0.5649360739035801,-0.12916722121336183,0.669027730917375,0.8412477965111042,0.9349468699379234,1.0,0.9377694660946133,0.02519350007243683,0.5223001430459525,-0.843244585845126,-0.055872284017605196,-0.577337173487926,0.06973441941988379,0.9822548521877265,0.9593031067902114,-0.11198232093508906,-0.0854420424045893,0.7191479824144249,0.10983568360810836,0.8651196339557116,0.15233400309834866,0.35005549769402433,0.30506731100154805,0.3616521023117244,0.8310470173879517,0.8596790184882406,-0.4940546415930506,0.8254893343044686,0.9479659977505829,-0.1506875031915551,0.9651285147908504,-0.9813764723588776,-0.05303776897155605,-0.04843281943866532,0.577855284868375,-0.05087315465307298,0.47309075023662767,0.8904229614080146,0.9005607013913748,0.8910326240425448,0.9954051372684081,0.8982361492638387,-0.6475056254029826,0.8128995865471296,0.9921623905568583,-0.16280819176185274,0.9614873801283845,-0.1768884752273466,0.8086393159183509,0.3723572114063162,-0.7020129672599451,0.9696771869272809,-0.4004469514971162,-0.16364302522400767,0.9939311487929902,0.8003304436856808,0.3083918099904633,-0.5949197578416837,0.45431360269401494,0.303128675866133,0.08146119349527198,0.8580999007423863,-0.03909866678779013,-0.8862403860084616,0.8713887142512782,-0.05018800280036956,0.9864664981905162,0.3460149247850654,0.6930354049990739,0.7023382802154285,-0.037723974546893045,-0.6713025940683386,0.5663517967002395,0.9899096525440803,0.989468902914146,0.9267606989487618,0.9667304687222958,0.6760789364456555,0.9297910106550236,0.901216313125668,0.19302472343270696
