,ACC_sup_R,Hippocampus_L,Occipital_Mid_L,Fusiform_R,Frontal_Inf_Oper_L,Heschl_L,Cerebellum_3_R,Cuneus_R,OFCant_R,Caudate_R,Thal_IL_L,Vermis_1_2,Caudate_L,Amygdala_R,Temporal_Pole_Sup_R,N_Acc_L,Temporal_Mid_R,Cerebellum_10_L,Amygdala_L,Occipital_Sup_L,Thal_MDl_L,SN_pr_R,Cerebellum_4_5_L,Pallidum_L,Temporal_Mid_L,Temporal_Pole_Sup_L,Thal_VL_R,Cerebellum_7b_R,OFClat_L,Parietal_Inf_R,Cerebellum_6_R,Rectus_L,Occipital_Inf_R,ACC_sub_L,Thal_Re_R,Red_N_L,Pallidum_R,SN_pc_R,Cingulate_Post_L,OFCant_L,Putamen_R,Temporal_Inf_L,Calcarine_R,Lingual_R,Frontal_Sup_Medial_R,Thal_MDm_R,Frontal_Inf_Tri_L,SN_pc_L,Olfactory_R,Raphe_D,OFCmed_R,Thal_PuM_L,Postcentral_R,VTA_L,SupraMarginal_R,Temporal_Sup_L,Thal_VA_L,Cerebellum_9_R,N_Acc_R,Fusiform_L,Frontal_Mid_2_L,Parietal_Sup_R,Olfactory_L,Frontal_Sup_Medial_L,Raphe_M
ACC_sup_R,1.0,0.2729514946642973,0.8519057248694057,-0.4098220668905578,0.8305569022751363,0.2061277839824665,-0.4373973300696102,0.27935056253681145,-0.5612407825927564,0.06954038270860904,-0.4619057408348188,0.30716424266400555,0.7533139841729177,-0.4912244725253227,-0.5985601068185553,0.6225727922821277,-0.6416023532338142,0.04147173508779918,-0.14855669103149313,0.7863007195773523,-0.7046495855043194,-0.5702093178087689,0.14664061737446737,-0.39115550321445475,0.7975275010482004,0.09833703641793698,-0.7364399681134476,-0.41867408650240756,0.2825466553133963,-0.799311360649966,-0.020410986066768968,-0.17022352142475533,-0.16315116347827485,0.7027061635023559,-0.5569402402425921,-0.5729091252212383,-0.4618183925327976,-0.5945072267697463,0.09457131995342828,0.793487203878564,-0.5903050438407142,0.3672355806397616,-0.5211710609788434,-0.13958319976573771,0.2896399682481284,-0.7061438108796781,0.9838995886625221,-0.3161521354879685,-0.16054924499456424,-0.5819189930132777,-0.4953823088069131,0.03299700635113423,-0.7895200318748536,-0.2779690560384848,-0.7031449619551058,0.38721449960533777,-0.6413198384995099,-0.0019476424063709075,-0.23353147584857703,0.21906653291507622,0.8599654291216899,0.7277994276407403,0.31295659642098445,0.5470908427253635,-0.4363120603128753
Hippocampus_L,0.2729514946642973,1.0,-0.2528684479993008,0.48783490347978203,0.7115323857205144,0.9725152713987352,0.5379274819629656,-0.6745638793274675,-0.019216832170895492,-0.19782408979879534,0.6061666207387026,0.9838583661655866,0.1199861571017208,-0.05735064247435465,-0.041483485179411125,0.5193644601815367,-0.07671347900677994,0.9502371006273695,-0.15481116416610383,-0.36909128530149343,0.055778199846369406,0.25755844956287127,0.9827316732723901,0.21503109574169926,0.733662453050739,0.9825583163406817,0.25160336174153025,0.6304732948855004,0.981260289250023,-0.6834810286945747,0.9430760638160773,0.1022270961248803,-0.701483234767641,0.7179310408595173,0.47257590937783384,0.05682507849291238,0.5471887612109035,-0.20745425464330092,0.9817610552879004,0.35793901850299076,-0.09875159517242381,0.973750003230596,0.038157692612548956,0.8912159599162277,-0.7855471312239156,0.1742299841263011,0.3058099556286815,0.42047145367822975,-0.10614052234999645,-0.31663162407425843,-0.13370849784245106,0.9475493876372241,-0.6012897765599984,0.2177539422108703,-0.5087183501960131,0.951881798767221,0.36148019421616,0.9481171414680826,0.4128535518321032,0.9905326333081939,0.025536073209244163,-0.2724839574733432,0.2807538398467472,-0.6245374947905008,-0.25153447061094397
Occipital_Mid_L,0.8519057248694057,-0.2528684479993008,1.0,-0.7468214509525347,0.48022563416873376,-0.27875093859814437,-0.7902306842541764,0.567263222761776,-0.6475056254029826,0.05468557454407436,-0.8352100397362083,-0.19296777891703,0.6113331842534612,-0.5651559993780841,-0.6734405407428342,0.28270845413880535,-0.6936907620091972,-0.43718655696234354,-0.18442036988942373,0.9703769992377546,-0.8069126081883161,-0.7907341182996654,-0.3545315616656588,-0.6051279871727036,0.44327102184984474,-0.41546976946330055,-0.9253288305874331,-0.8075465084658661,-0.21217308467640023,-0.48286905043972767,-0.5354544514025453,-0.3317169037032875,0.11913791457190381,0.2693500539796826,-0.8598933428029021,-0.6989831639710176,-0.8149706038634461,-0.5837068093534612,-0.41513096702476887,0.534652303645232,-0.6345588475187292,-0.1209686723867439,-0.6408862205011457,-0.6334072996727944,0.6961292837455213,-0.8705648756875018,0.839196292827446,-0.6295136057733612,-0.22068451562126185,-0.5103865561772502,-0.5243752842612891,-0.44065729628574846,-0.5240066590610999,-0.5001632471972339,-0.5102671111350877,-0.08132581589920924,-0.8938953207731846,-0.48661740099284806,-0.5430291157350042,-0.2877796836555966,0.8983445357514632,0.9284729279040734,0.059486590886482026,0.8788116272586622,-0.41254046975743003
Fusiform_R,-0.4098220668905578,0.48783490347978203,-0.7468214509525347,1.0,-0.16850746759500637,0.3621571080182551,0.9932874135506081,-0.2327249728181224,0.8565811325179391,0.4661768201935389,0.945770816637314,0.3781019807369655,0.0628221870026882,0.8269663654142067,0.8485447259029856,0.3741084737531069,0.8315258272681536,0.46628129746708463,0.6383003050370103,-0.6447766519603398,0.8139231803720826,0.9640912432941927,0.4649448126227952,0.935644867920494,-0.17167817862692236,0.5658977633079629,0.8798776513694065,0.9667332685141399,0.3476649938165922,0.25868214954339336,0.7227282803842926,0.7876821437761385,0.1135278916678215,0.35112647654485896,0.9266366431658641,0.895890517620449,0.9868552694891077,0.7446574045891674,0.5453579787754596,0.15426683993151868,0.8166172562860532,0.28821710196933636,0.8686042776240346,0.7881828762069862,-0.6857343855976005,0.909158676327092,-0.47660305058466396,0.974800985780625,0.6740174506227938,0.6647139307773398,0.7685203166231654,0.4552975058502949,0.32348894435586045,0.9009692582316998,0.46576530038457176,0.20876587940678834,0.9302443640164519,0.5296846065790412,0.939246955249322,0.4347506648947148,-0.7877682319826939,-0.9220872733877388,0.6009857455641378,-0.7726927050664464,0.6748568893695779
Frontal_Inf_Oper_L,0.8305569022751363,0.7115323857205144,0.48022563416873376,-0.16850746759500637,1.0,0.6992205461177012,-0.1432589953387702,-0.2786703220069627,-0.577337173487926,-0.24345286191389723,-0.07728638725132976,0.7428202545912775,0.45184863139607695,-0.5562549910717781,-0.5954114370614294,0.5434275990741573,-0.6405496623985995,0.5741494690037672,-0.39525112364751724,0.328938156432166,-0.5396789653630406,-0.4002023553110165,0.642942069634283,-0.3464697271037547,0.9954558379552292,0.5829739641495277,-0.44853185424213904,-0.05393037000315976,0.7513821617191432,-0.9801220984577483,0.4532288879260357,-0.28665756203100207,-0.6272089894198781,0.7652728802314658,-0.2068277205638956,-0.5261920840739059,-0.14830465786696012,-0.6815502906236316,0.5908213789209715,0.6103508842881464,-0.6336670022783865,0.8007534376893644,-0.49880604123054795,0.33657965379908944,-0.1797655929250489,-0.5044347010699047,0.8769700791871856,-0.17479568551161032,-0.3836426408400229,-0.7355169486408799,-0.6090034459057532,0.5660914725989781,-0.9160168713121188,-0.2785906594465107,-0.852076802586432,0.8263508160286073,-0.336325007025398,0.5308868096619309,-0.13596934778428305,0.6958324705285659,0.7109506439181793,0.4598894219121215,0.154489846124666,0.08469881328012742,-0.611362437171629
Heschl_L,0.2061277839824665,0.9725152713987352,-0.27875093859814437,0.3621571080182551,0.6992205461177012,1.0,0.4316696080698473,-0.810539478995995,-0.16364302522400767,-0.4124486198266509,0.5381018810887621,0.9802140085186452,-0.07285606393612151,-0.21833063645837125,-0.17672542485248074,0.3355365542434096,-0.20274789275741023,0.9817504633711723,-0.3621559481475682,-0.43616088909171286,-0.017451087971445105,0.14035538731550032,0.9933883770017433,0.047857534842343584,0.7354814656611989,0.9717918674088163,0.2038808042736901,0.5494042459578393,0.9954393363119435,-0.7026142965350636,0.9037171310285939,-0.09877459736031789,-0.8420441379419306,0.5673058207688287,0.4104708339869903,-0.0785369151502876,0.4521730846957045,-0.34368749661531983,0.9785203099164869,0.1728571239355529,-0.23876747869199047,0.983908797529613,-0.10647220675272173,0.8507838426197469,-0.7913923595808696,0.09223874632430475,0.27168381932249785,0.26467616189350035,-0.31416613593407916,-0.45244580015330854,-0.29139535426795166,0.9841006676441667,-0.6262103581700755,0.03636845882714596,-0.5848844016576474,0.9790221605469668,0.29508976942134196,0.9700645186240974,0.24395696717757445,0.9942470428291458,0.07010520944965984,-0.21104812097884726,0.054236853359451935,-0.6369487977383904,-0.4158979857563155
Cerebellum_3_R,-0.4373973300696102,0.5379274819629656,-0.7902306842541764,0.9932874135506081,-0.1432589953387702,0.4316696080698473,1.0,-0.33286859324156015,0.8128995865471296,0.373399781511275,0.9688150527588856,0.43555029198807604,-0.01609045725988241,0.7734110144658914,0.8077372789263078,0.32690536101634754,0.7928953013290554,0.5392924501274361,0.5541037141296449,-0.7096472147829697,0.80587815258831,0.946888425090912,0.5299267333454887,0.8957548197289159,-0.1396910577422068,0.623640193828297,0.8934847794563413,0.9863203466971644,0.41160234313530997,0.22330425021013725,0.7697516839666724,0.7229498801877277,0.018352002906338122,0.3269446036954204,0.9445630464698084,0.8590416904230181,0.9964668603052089,0.692354727182867,0.6065549127709832,0.09258695166701636,0.7702805112646035,0.34767542887596986,0.8279709102443545,0.833767159387533,-0.7438893959681635,0.9045972122985982,-0.48893660126660876,0.9493377082402069,0.5941461477303731,0.6061423995031038,0.7113826125972321,0.5300293960806762,0.29215018586846164,0.8510608261887582,0.4187609056032035,0.2729541705189831,0.9419613721412544,0.5993343244872008,0.9075395307367625,0.4959280871900764,-0.7866756608134601,-0.9314973062332681,0.52821593078302,-0.8281950796452325,0.6081273631811439
Cuneus_R,0.27935056253681145,-0.6745638793274675,0.567263222761776,-0.2327249728181224,-0.2786703220069627,-0.810539478995995,-0.33286859324156015,1.0,0.185016930219115,0.7281304899741171,-0.4922043313580423,-0.70964277492363,0.6416403071091379,0.282025144383463,0.16958326575539556,0.23521413204266262,0.161026199552452,-0.8579203189326742,0.598031397362952,0.7452750397500771,-0.09952085455947533,-0.11379831320208472,-0.7977340038287606,0.10420102630492889,-0.3441365456072647,-0.7608700833375951,-0.34074612870582827,-0.46481728820083834,-0.7587729371355215,0.34628560065084607,-0.695133418621987,0.3560968143697948,0.8836902208373231,0.01852164405763146,-0.4236558618431315,0.09890681707013893,-0.3769636754086305,0.31212193308299935,-0.780226373471019,0.43590693625497007,0.2305888870970594,-0.7135754489913608,0.15518351415346696,-0.6895517491718935,0.7737075587669439,-0.18042727013965712,0.1670785120906696,-0.06970152417925031,0.5524997185137289,0.40659129281560596,0.3344589066242535,-0.8715822766209298,0.2971870473087343,0.17888897463772485,0.3774782199296964,-0.7306516975531009,-0.3529863439593891,-0.846250693749447,-0.003659958021120395,-0.7616857579729338,0.16164072165888468,0.3223709144773252,0.4378690714963541,0.742095810957808,0.47255662715042335
OFCant_R,-0.5612407825927564,-0.019216832170895492,-0.6475056254029826,0.8565811325179391,-0.577337173487926,-0.16364302522400767,0.8128995865471296,0.185016930219115,1.0,0.6907127612470455,0.6944054294657004,-0.12916722121336183,0.08146119349527198,0.9921623905568583,0.9864664981905162,0.22113506205307004,0.9860308925602066,-0.04843281943866532,0.8651196339557116,-0.4547408471394033,0.8432737219166648,0.9377694660946133,-0.05087315465307298,0.9651285147908504,-0.5949197578416837,0.06973441941988379,0.8065698836664691,0.7191479824144249,-0.18051751958032933,0.6613346108466651,0.26448027743755553,0.8982361492638387,0.5697469650428797,0.04576468350966825,0.7409760387525736,0.983283399964498,0.7977459086936772,0.9667304687222958,0.041545536303367506,0.04978461268032372,0.9954051372684081,-0.23205070931354801,0.9614873801283845,0.3616521023117244,-0.3236011019050705,0.901216313125668,-0.6713025940683386,0.8910326240425448,0.8816252761379824,0.9479659977505829,0.9822548521877265,-0.055872284017605196,0.669027730917375,0.9349468699379234,0.7943355998538126,-0.318721719610686,0.8086393159183509,0.02519350007243683,0.8713887142512782,-0.0854420424045893,-0.8862403860084616,-0.8637667518848916,0.6034656990034781,-0.4940546415930506,0.9267606989487618
Caudate_R,0.06954038270860904,-0.19782408979879534,0.05468557454407436,0.4661768201935389,-0.24345286191389723,-0.4124486198266509,0.373399781511275,0.7281304899741171,0.6907127612470455,1.0,0.22356652401524196,-0.3207254954042559,0.7003246894978015,0.7709821163243339,0.6937538551907266,0.49293576411121703,0.6631296427165022,-0.38555456868060806,0.9470904109008494,0.27159875936773015,0.47368496071901145,0.5291967134266078,-0.3373645020333823,0.6977736106831417,-0.316152058102286,-0.2450777179790609,0.28359540375148506,0.246809593518457,-0.36307910411681193,0.39341676944537896,-0.07533428647746243,0.8068997335697063,0.828413947239968,0.3522955631830792,0.2650640849153109,0.6642035539295974,0.3240175789896952,0.7428484347048397,-0.26959921965367223,0.5818000402031694,0.7054707042076741,-0.37094287000569004,0.713002212717185,-0.03462176018737591,0.26545442475218284,0.4361509706025044,-0.06466613968109676,0.5766189450892515,0.9242501292837038,0.7549105514334442,0.7494407949275758,-0.4156961945513027,0.4367763222960752,0.7423799410851647,0.6151533115580812,-0.4275114195980173,0.3201736972820237,-0.336114185929529,0.602555736232523,-0.3175324220416207,-0.30375851949061156,-0.29579519186055336,0.8159290993415612,0.1890521085507004,0.8553500048848973
