,ACC_pre_L,Supp_Motor_Area_L,Thal_PuL_L,Thal_Re_L,Temporal_Mid_L,Rolandic_Oper_L,Heschl_R,Calcarine_R,Cerebellum_Crus1_R,Cerebellum_6_R,Rectus_R,Cerebellum_10_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_L,OFCmed_R,Temporal_Pole_Sup_R,Thal_IL_L,Frontal_Inf_Oper_L,Cerebellum_3_R,Occipital_Inf_L,Vermis_7,Parietal_Inf_L,Cerebellum_Crus2_R,Thal_PuI_R,Thal_MDl_R,VTA_R,ACC_sup_L,Cuneus_L,LC_R,Frontal_Med_Orb_R,Occipital_Mid_L,Frontal_Mid_2_R,Cerebellum_4_5_L,N_Acc_R,Angular_R,Red_N_R,Heschl_L,Thal_MDl_L,Thal_LP_R,Insula_L,Thal_LP_L,N_Acc_L,ParaHippocampal_R,OFCant_L,Frontal_Inf_Orb_2_L,Paracentral_Lobule_L,Thal_PuL_R,Postcentral_R,Frontal_Inf_Tri_R,Cingulate_Post_L,OFClat_R,Vermis_1_2,Thal_MGN_R,SN_pc_L,Cingulate_Mid_R
Rectus_R,-0.19285792974878316,-0.7654507434667803,-0.18045682590076428,0.6652583204843172,-0.5463835386405292,-0.18382190374312932,0.9754506138755196,0.9541130274244701,0.7298069475390566,0.25661669286330446,1.0,0.9845574937632985,0.9743299358618879,-0.8331139639730326,0.9887269816903804,0.9729470803654907,0.6634358088019223,-0.5231894001416288,0.7968736431306451,-0.21675361928033524,0.44743842727777267,-0.8261759179862098,0.9810405125712341,0.8486073709893661,0.8174987000806198,0.9840156636682238,-0.011563186191698637,0.03904896025709244,0.8929933908068646,0.6564492495495892,-0.5711468421601859,0.5155768809013106,-0.05775447016034731,0.8924398615555602,0.38426140635290224,0.9795853796612488,-0.16998521836634878,0.7995978888729024,0.7870509393461225,-0.11943393901776064,-0.10316685402910046,0.3122907205422756,0.9422196233028649,0.15126823357262595,-0.34275974900988393,-0.9192445335223945,0.6104301747850001,0.6193864608191099,0.8521284554211473,0.03414158099638569,0.8572704388930377,-0.11797000322998936,0.9153437164720113,0.9004699742815034,0.581147419190181
Cerebellum_10_R,-0.3033022060574,-0.6731309905710253,-0.18874932724404256,0.6533175676632877,-0.6521365339598946,-0.22223259692744937,0.9834164863183149,0.9657668060602888,0.7092245464670002,0.20428613259167466,0.9845574937632985,1.0,0.9874411484134413,-0.8916858010813946,0.9780107284372327,0.9936411412322014,0.6676872871204427,-0.6309605175328625,0.7787823835971915,-0.2940339917650772,0.35111528963782457,-0.8834003182125657,0.9943480549713706,0.8557921867874899,0.8453599277376171,0.9842028607843973,-0.12327850236606933,-0.016161693463154606,0.9202763524794564,0.522603819677284,-0.6465106897247309,0.6365210143630544,-0.1165867608465811,0.8221970343061981,0.3997270053498376,0.9954364729551405,-0.2276104257178278,0.8689499880899456,0.8115743167043492,-0.231889417405689,-0.11164139736458711,0.14620863606472922,0.936572346319859,0.0016720055185341003,-0.4736830269814556,-0.9583827091093793,0.5970448032864385,0.7358949406631277,0.9249195607814258,-0.023609021654388163,0.8783184739754533,-0.2048846653654435,0.9660035049433476,0.8496771641908124,0.670980401078524
Frontal_Inf_Orb_2_R,-0.32010943187921975,-0.6222236661336159,-0.07774951731466241,0.7341773581878251,-0.5629807354734452,-0.10524161861092303,0.9848871450955622,0.9841135017977894,0.7965106342455293,0.32457122262518023,0.9743299358618879,0.9874411484134413,1.0,-0.8839933039708748,0.9453447798933994,0.9970071562340702,0.7586678871284175,-0.5398117939710296,0.8457121376084562,-0.3534491003062325,0.406417413142207,-0.8987797211268921,0.9929615512291213,0.9066246022629645,0.8823165500040929,0.9594691488490923,-0.1688140043570637,-0.09406678332441276,0.9179015840069868,0.5420217465753928,-0.6847850110672973,0.5680280667110276,0.0031941529575743835,0.85101109032175,0.2992262665174556,0.9884640753832691,-0.1081226482694608,0.9123977681227747,0.854857923587175,-0.12108941087618297,-0.0008252849288433972,0.17395633598996496,0.9700963478436136,0.03753551702778653,-0.3858133902056469,-0.9403946130176718,0.6777753740680845,0.6901810967616077,0.896758583961734,0.09689047434151969,0.9387980123037342,-0.09529562410071626,0.9515680687337096,0.8883361770870225,0.7435653998118735
Frontal_Mid_2_L,0.6964819541490159,0.34203330334175125,-0.08931966155560533,-0.7429286178959137,0.6950352293118576,0.011756040555386111,-0.9244697400075295,-0.840249187967791,-0.7026319640531751,-0.29435121766879146,-0.8331139639730326,-0.8916858010813946,-0.8839933039708748,1.0,-0.8254022695811852,-0.8900437436917495,-0.7390267002061309,0.7109506439181793,-0.7866756608134601,0.6564345129549934,0.04186478098922631,0.987944960566515,-0.8707451084010687,-0.8810036890065165,-0.940524512380237,-0.8098745006652135,0.536347331777508,0.402297860781557,-0.7091900538060657,-0.18416207258948264,0.8983445357514632,-0.6555425273199281,-0.029607343201894634,-0.6916209817576796,-0.10869839493412461,-0.8783595785331247,0.07010520944965984,-0.8737214970038357,-0.9209860299985082,0.25176528784166924,-0.1613400063114076,0.1546565627807828,-0.8735326757723813,0.3887737134061254,0.6149183638972504,0.9650309515906671,-0.7130695044928284,-0.73626185561341,-0.8667051909170201,-0.11077319658661113,-0.8445786297008281,0.1042581943365093,-0.8668590020446618,-0.7488784457506015,-0.8055964246511825
OFCmed_R,-0.175583035619483,-0.7908036888564026,-0.29049977619480444,0.5696154012983601,-0.6306491285228792,-0.30148883127457216,0.953703019707518,0.9207397462407253,0.6272203941219164,0.12720873686430414,0.9887269816903804,0.9780107284372327,0.9453447798933994,-0.8254022695811852,1.0,0.9530069506403152,0.5612705038255171,-0.6090034459057532,0.7113826125972321,-0.15512519208518075,0.38445524433393385,-0.7969756762924851,0.964191400795859,0.7818295785765458,0.7654957582683142,0.9897962233711837,0.029670935353543485,0.11605771797594383,0.8840927709343344,0.61478249207708,-0.5243752842612891,0.584020560723395,-0.1819337368296316,0.838213214327615,0.48122742225194914,0.9683013673975159,-0.29139535426795166,0.749450352943923,0.7274681461332239,-0.23576079120527754,-0.21465845752695273,0.26563957626532736,0.8897429004095175,0.10548856749488289,-0.43076718638161116,-0.9184799378195412,0.5140069143922544,0.664384282489896,0.8704535510664723,-0.09202492796096398,0.7840478776731677,-0.23364208586406332,0.9181715071751652,0.8380715754061948,0.5076573356485912
Temporal_Pole_Sup_R,-0.32179357696920613,-0.6259089095899972,-0.13546691943299757,0.6894149870994496,-0.6192844697847951,-0.1701057902567509,0.981161165392982,0.9797274024139723,0.7535446051226604,0.2577648731455919,0.9729470803654907,0.9936411412322014,0.9970071562340702,-0.8900437436917495,0.9530069506403152,1.0,0.7173180987018795,-0.5954114370614294,0.8077372789263078,-0.33165550155336543,0.3797531320912167,-0.8967540967096664,0.9967602020519306,0.8824931038515562,0.8635052498612028,0.9697579886716048,-0.16171078845097728,-0.05998458427932501,0.932910261663673,0.5081642527857801,-0.6734405407428342,0.6241427399145445,-0.06615556578139063,0.8184978281611064,0.3543005359912625,0.9948782311525812,-0.17672542485248074,0.911122638882066,0.8328994189576344,-0.19330812154996607,-0.05889037155874946,0.12753957555280213,0.9512861178095907,0.0016381370166035647,-0.4456863696634564,-0.9505080396792011,0.6311423474977045,0.7367513742759813,0.9251861305008159,0.02726985926749744,0.9189831764729811,-0.16696373223093544,0.97035920414605,0.8570579761689893,0.7330160069844432
Thal_IL_L,-0.5457646833947367,-0.16024413514766198,0.5815760916619469,0.9791033922522402,-0.06833033094647038,0.5559067357250086,0.7666625481771842,0.7474599682174093,0.9801231837344981,0.8326583310244628,0.6634358088019223,0.6676872871204427,0.7586678871284175,-0.7390267002061309,0.5612705038255171,0.7173180987018795,1.0,-0.07728638725132976,0.9688150527588856,-0.7321518213050787,0.28788686507347266,-0.822914336107572,0.6919255742138222,0.9363687895642111,0.9162165000006813,0.560204986767255,-0.5285504439515396,-0.62518076670089,0.5182614065837305,0.39055525836240923,-0.8352100397362083,0.09242203726708274,0.6234734480919374,0.7874136529660648,-0.3816076102749625,0.6681645568703634,0.5381018810887621,0.8130666352518624,0.9281192749132596,0.40907144693135455,0.6402890365126098,0.19118202998520273,0.8748196130108097,-0.013877355969501086,0.017031610822824828,-0.6718362071906782,0.9667516445222893,0.2617761681049052,0.49605400274495454,0.6909343763635788,0.9192568699157893,0.5004993882433727,0.5858765872088901,0.8547944199745702,0.8533520805001409
Frontal_Inf_Oper_L,0.4822456299894607,0.2498190337743381,0.4883516073914709,-0.06466323754790303,0.9954558379552292,0.6243793704695149,-0.5602383942414978,-0.49880604123054795,-0.028428263770394594,0.4532288879260357,-0.5231894001416288,-0.6309605175328625,-0.5398117939710296,0.7109506439181793,-0.6090034459057532,-0.5954114370614294,-0.07728638725132976,1.0,-0.1432589953387702,0.22601295878274608,0.3297937470796806,0.6224382323742388,-0.5857320516857732,-0.3337543840354772,-0.43751339031653774,-0.6164144509896531,0.2861930699719841,-0.05360093338853217,-0.5803843653768394,0.2127928673731902,0.48022563416873376,-0.9585679674052798,0.642942069634283,-0.13596934778428305,-0.5878674533748836,-0.6178756064426906,0.6992205461177012,-0.5396789653630406,-0.3904343615869839,0.855901045602236,0.4449260255815504,0.5434275990741573,-0.3813956054409904,0.6103508842881464,0.9762725462644212,0.7211590638639611,-0.023077530429137863,-0.9160168713121188,-0.8275634136468016,0.5908213789209715,-0.3423632244674686,0.7428202545912775,-0.7287459655472739,-0.17479568551161032,-0.41019306073204126
Cerebellum_3_R,-0.44956665527511047,-0.3793271014450436,0.4411189696905368,0.9738360317618734,-0.1396910577422068,0.4337925607757766,0.8651266558327022,0.8279709102443545,0.9837682333665514,0.7697516839666724,0.7968736431306451,0.7787823835971915,0.8457121376084562,-0.7866756608134601,0.7113826125972321,0.8077372789263078,0.9688150527588856,-0.1432589953387702,1.0,-0.6201749830660185,0.36189778500510245,-0.848953914529609,0.7937698591957576,0.9664692969159694,0.9383983477092153,0.6959121629953402,-0.3844123729366957,-0.4838004334754334,0.6083657365451449,0.550211065767599,-0.7902306842541764,0.13173651786134097,0.5299267333454887,0.9075395307367625,-0.23509133998660792,0.774715738352653,0.4316696080698473,0.80587815258831,0.9457956695947031,0.36401040717821276,0.5084987912324177,0.32690536101634754,0.9472972650258602,0.09258695166701636,-0.007913959003027068,-0.7633655934181605,0.9564918268572167,0.29215018586846164,0.568047940917725,0.6065549127709832,0.9377187890057641,0.43555029198807604,0.6640548555489791,0.9493377082402069,0.7754974834373443
Occipital_Inf_L,0.9440234893416658,-0.3883557526598887,-0.7375154515046944,-0.7391230450631787,0.168386831801404,-0.6125917731194767,-0.41957934172724953,-0.3106561327063311,-0.6004910898893959,-0.6185235151188959,-0.21675361928033524,-0.2940339917650772,-0.3534491003062325,0.6564345129549934,-0.15512519208518075,-0.33165550155336543,-0.7321518213050787,0.22601295878274608,-0.6201749830660185,1.0,0.41424025918391444,0.7010296946624387,-0.2839668913227468,-0.6365697385868876,-0.7328658099240908,-0.12734351312452116,0.9550261215559763,0.9499028238347995,-0.055922800843491716,0.278221829114254,0.9169935380582351,-0.15484714814991682,-0.5577990509600926,-0.2928229623705406,0.6233810227456568,-0.2790751021224139,-0.5187598429160747,-0.5578002627545836,-0.7563241035595638,-0.16707177277857824,-0.7683249903269844,0.3717926945320089,-0.4725451637922775,0.6225268324545242,0.25931183465312646,0.46414716053582206,-0.7668534331050616,-0.23265319320593442,-0.28085653235572894,-0.5860367905697158,-0.5494836439806469,-0.40526192160543634,-0.26874793476673403,-0.38447543931962574,-0.7680245021543806
Vermis_7,0.6075530373967835,-0.6158012015303646,-0.1725813342207914,0.21982567085660612,0.26392860935900986,-0.02920591778176684,0.315473100501488,0.4729214816140134,0.44296897413140807,0.2861942213273801,0.44743842727777267,0.35111528963782457,0.406417413142207,0.04186478098922631,0.38445524433393385,0.3797531320912167,0.28788686507347266,0.3297937470796806,0.36189778500510245,0.41424025918391444,1.0,-0.024327590291442946,0.4159077202394602,0.28223129146012343,0.11221379226076085,0.43614540904117705,0.6005257152866036,0.4509443376931462,0.526414943571506,0.8304856372123924,0.21693329965345512,-0.18637485540378515,0.12342066158575271,0.5360587089709218,0.2651550242960866,0.3856036212484447,0.07656961031768265,0.2514869607081359,0.10308663985452489,0.3834312588277359,-0.14635967167649586,0.7326102969085135,0.40765970093568665,0.8497898891915083,0.47282608193815434,-0.11475107531411177,0.17819637327859167,-0.0629665109123174,0.15296449015072291,0.1607000102513611,0.395348639820562,0.15895649550049387,0.30195736947306157,0.514960697718139,0.052236784215161064
Parietal_Inf_L,0.699402586312034,0.2986182059311716,-0.18438723427240122,-0.8140224645491622,0.6103731678400744,-0.09062829093713903,-0.9263155244599438,-0.860871255342003,-0.7849393528623868,-0.4037438641917446,-0.8261759179862098,-0.8834003182125657,-0.8987797211268921,0.987944960566515,-0.7969756762924851,-0.8967540967096664,-0.822914336107572,0.6224382323742388,-0.848953914529609,0.7010296946624387,-0.024327590291442946,1.0,-0.8731724422538465,-0.9263660645598425,-0.9710260672583881,-0.7910954901269571,0.5681472989843971,0.4634212633492913,-0.7165889580278336,-0.20892408277698268,0.9262778823533216,-0.5939449890918137,-0.13626019385900787,-0.717998984311526,-0.02387792740645627,-0.8744691913551284,-0.03603127889685603,-0.9191373810320942,-0.9561516157048,0.14854118403236982,-0.2562631464336356,0.12507435149576823,-0.9063889035754549,0.34413555191674455,0.5290730116804307,0.9474182861292154,-0.7831379392910829,-0.6978698466551689,-0.8443019525751149,-0.2182968063295918,-0.9046637618712364,0.007521279703806153,-0.8585860704122534,-0.7855762180739418,-0.8740529645393226
Cerebellum_Crus2_R,-0.274507106063265,-0.6711090330590924,-0.17044687677123996,0.6660229384230052,-0.6110820994801371,-0.19659827894153617,0.9787501781952331,0.9799574417538838,0.7410236569076449,0.2392180293306099,0.9810405125712341,0.9943480549713706,0.9929615512291213,-0.8707451084010687,0.964191400795859,0.9967602020519306,0.6919255742138222,-0.5857320516857732,0.7937698591957576,-0.2839668913227468,0.4159077202394602,-0.8731724422538465,1.0,0.8661376674034158,0.8404710969560505,0.9798040491369193,-0.10899886526095376,-0.012627996327385439,0.9387469141285956,0.5453904102354836,-0.6347506625920809,0.6106758915489855,-0.08587517367392684,0.8297778116839437,0.3855073800681966,0.997983813675649,-0.19714746324598306,0.8860233439470642,0.8105437667869723,-0.1922750788605884,-0.09360705675824041,0.16775231871053511,0.9443077971201551,0.04443833397960607,-0.428927350963741,-0.9430077834365236,0.6086351626122614,0.7200176761713774,0.9154661690569067,0.006703097079898248,0.9007646436763362,-0.17798396334393507,0.965797185527148,0.8629207913210565,0.6920266691138567
Thal_PuI_R,-0.524930305200887,-0.3889750458230795,0.3222179949211432,0.9309668991676006,-0.3309142699158251,0.28650423138617875,0.9230026568611135,0.8797206767867695,0.9373086905918024,0.6366688055837441,0.8486073709893661,0.8557921867874899,0.9066246022629645,-0.8810036890065165,0.7818295785765458,0.8824931038515562,0.9363687895642111,-0.3337543840354772,0.9664692969159694,-0.6365697385868876,0.28223129146012343,-0.9263660645598425,0.8661376674034158,1.0,0.9730417217456834,0.7737184478029379,-0.42915189484351074,-0.4523292963979369,0.6960454221476801,0.4603015270410031,-0.8453561466338801,0.32534518130652135,0.3716668989220266,0.869817235593923,-0.10631856161094684,0.8530303142810454,0.26797927833757773,0.8787664594240702,0.9695778908193919,0.16780027419751628,0.3950118472332779,0.1792781955606051,0.9674157668926548,-0.041652330502862794,-0.20598657891341504,-0.8600476926651363,0.9024715286828152,0.46923615548777386,0.7069289198451437,0.45421909258260096,0.9621359370659027,0.257655921319529,0.7780714232224963,0.9230099085675327,0.8334597107243459
