,Occipital_Mid_L,Thal_PuL_L,Cingulate_Post_L,N_Acc_R,VTA_L,Cerebellum_8_L,Calcarine_L,Thal_LP_L,Angular_L,Thal_AV_R,Frontal_Inf_Oper_R,Cerebellum_6_R,Thal_VPL_L,Thal_MGN_R,Frontal_Mid_2_R,Thal_Re_L,Precuneus_L,Thal_MDl_L,Raphe_D,Insula_R,SN_pr_R,Cerebellum_3_R,Frontal_Med_Orb_R,Cuneus_L,Paracentral_Lobule_R,Frontal_Sup_2_R,Frontal_Sup_2_L,Rolandic_Oper_R,Vermis_9,ACC_sup_L,Cingulate_Mid_R,Occipital_Mid_R,Thal_PuA_R,Caudate_L,Temporal_Mid_R,Amygdala_R,Amygdala_L,Cingulate_Mid_L,Thal_PuI_L,Hippocampus_L,Cerebellum_3_L,Frontal_Med_Orb_L,Vermis_6,Parietal_Sup_L,Thal_IL_L,Cerebellum_4_5_L,Pallidum_L,Frontal_Inf_Orb_2_R,Paracentral_Lobule_L,Frontal_Mid_2_L,Temporal_Pole_Mid_L,Cerebellum_Crus2_R,Heschl_R,Temporal_Sup_L,Thal_PuL_R,Thal_VL_L,Parietal_Inf_L,Vermis_8,OFCmed_L,Cerebellum_7b_R,Cuneus_R,SN_pc_R,Thal_VPL_R,Supp_Motor_Area_R,Thal_PuM_L,Thal_MDm_R,Cerebellum_Crus1_R,Thal_VA_R,Thal_LP_R,Thal_VA_L,Frontal_Inf_Tri_L,Putamen_L,Rolandic_Oper_L,Cerebellum_9_L,LC_L,Cerebellum_9_R,Precentral_R,Vermis_3,N_Acc_L,ACC_pre_R,Thal_PuI_R,Caudate_R,Cerebellum_10_R,Parietal_Inf_R,Temporal_Mid_L,ACC_sub_L,Thal_MDl_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_L,Vermis_4_5,Insula_L,Cingulate_Post_R,Red_N_L,Occipital_Sup_L,SN_pr_L,Vermis_1_2,Frontal_Inf_Oper_L,Thal_IL_R,Thal_PuM_R,Vermis_7,ACC_pre_L,Thal_LGN_L,Thal_Re_R,SupraMarginal_R,Thal_VL_R,Cerebellum_8_R,Red_N_R,Frontal_Sup_Medial_R,Olfactory_R,Cerebellum_Crus2_L,Frontal_Inf_Orb_2_L,Hippocampus_R,OFCant_L,OFCant_R,Supp_Motor_Area_L,ACC_sup_R,OFCmed_R,Frontal_Inf_Tri_R,Olfactory_L,Temporal_Inf_L,SN_pc_L,OFCpost_L,Cerebellum_4_5_R,Precentral_L,LC_R,Angular_R,ParaHippocampal_L,Cerebellum_7b_L,Fusiform_R,Thal_MDm_L
Occipital_Mid_L,1.0,-0.4812034468663265,-0.41513096702476887,-0.5430291157350042,-0.5001632471972339,-0.46098403387111814,-0.6217309891313884,-0.5370858792829722,0.9884156943442747,-0.9409242826030759,-0.6938702026589479,-0.5354544514025453,-0.43990105829913245,-0.6230465265142878,-0.42752372742528905,-0.8332899627488407,0.7148447633483214,-0.8069126081883161,-0.5103865561772502,-0.5492166793645415,-0.7907341182996654,-0.7902306842541764,0.04483592066842912,0.7554921950661577,-0.2997916825919022,0.3137552974380716,0.9378386696968031,-0.7380427217060969,-0.3272009493339374,0.8241119303454263,-0.8930414630421144,0.3745493601980844,-0.7647311703726307,0.6113331842534612,-0.6936907620091972,-0.5651559993780841,-0.18442036988942373,-0.48599370367628947,-0.3213720089405093,-0.2528684479993008,-0.2393875658752727,0.4406759370959288,-0.37409963820221975,0.7376563545902376,-0.8352100397362083,-0.3545315616656588,-0.6051279871727036,-0.6847850110672973,0.7730820147092169,0.8983445357514632,-0.5017531764266314,-0.6347506625920809,-0.7344720347216245,-0.08132581589920924,-0.8305529576775861,-0.8519222120089137,0.9262778823533216,-0.47588877553778286,-0.10835208817768871,-0.8075465084658661,0.567263222761776,-0.5837068093534612,-0.7708911947044097,-0.4035771078372416,-0.44065729628574846,-0.8705648756875018,-0.7428009465416487,-0.8284402954247312,-0.9271422819877182,-0.8938953207731846,0.839196292827446,0.2968801633078256,-0.3602386427755893,-0.437411752807111,-0.2886653691436095,-0.48661740099284806,-0.3527499926478743,-0.39603257589997476,0.28270845413880535,0.8541009945502849,-0.8453561466338801,0.05468557454407436,-0.6465106897247309,-0.48286905043972767,0.44327102184984474,0.2693500539796826,-0.9234335748442553,-0.10274077325704492,0.8788116272586622,-0.3952641482476171,0.013272466207906565,-0.4813155355192145,-0.6989831639710176,0.9703769992377546,-0.5808462991802695,-0.19296777891703,0.48022563416873376,-0.8189710489729158,-0.8569774571820445,0.21693329965345512,0.8930760667203433,-0.2579503453093297,-0.8598933428029021,-0.5102671111350877,-0.9253288305874331,-0.7331767600545969,-0.633707855955305,0.6961292837455213,-0.22068451562126185,-0.25858066407702973,0.4480274592221275,-0.7865268068828173,0.534652303645232,-0.6475056254029826,-0.04419277544419441,0.8519057248694057,-0.5243752842612891,-0.6250804991937451,0.059486590886482026,-0.1209686723867439,-0.6295136057733612,-0.5567461977992699,-0.6001157203590873,0.3402126839728194,-0.4300906651991532,0.3050839553975291,-0.5218631803532624,-0.5436994331520086,-0.7468214509525347,-0.8339179724121238
Thal_PuL_L,-0.4812034468663265,1.0,0.9301623690930393,0.1620215316294673,-0.038059931985870245,0.9647085883594424,0.3693931863772338,0.9960468900111978,-0.3538370958930882,0.32759192090978106,-0.23660858961637876,0.8573444843458469,0.9894560657007824,-0.2864883546751334,-0.5380954369309668,0.6052274071572424,0.05763080676464772,0.09449189415497466,-0.41032722950507167,-0.3490045637729369,0.17848555110906825,0.4411189696905368,-0.10820395055295162,-0.8904028177035412,0.26220413552774885,-0.7159167173534721,-0.4884163773700553,-0.027496935542257545,0.9435457587778799,-0.656256768196245,0.3731451042723295,-0.9674665252421026,-0.08910593168208518,-0.3790884389321802,-0.1447706597576267,-0.22023348862243128,-0.4716948996621515,0.9570573767196489,0.9619862462914682,0.8672041042387844,0.9163778638735025,-0.37724142897947655,0.7910498500625318,-0.009168428378995544,0.5815760916619469,0.9427607899004573,0.010848944092393314,-0.07774951731466241,0.09284216299453736,-0.08931966155560533,0.926097314314915,-0.17044687677123996,-0.024448895620735826,0.8879690086799986,0.6627329454008541,0.7415681863052085,-0.18438723427240122,0.8931012638209145,-0.5231836056432536,0.5695975735119844,-0.9512723893412666,-0.29878985827814286,-0.06441912219672008,0.5325575338056695,0.9788813215039958,0.19182690493206292,0.49687263351787764,0.5169627580099542,0.3969789839988473,0.38715415159491534,0.02119688807138408,-0.3771752559307824,0.9812788736649726,0.9710733190447028,0.907802242711199,0.9629171251777233,-0.621764671582863,0.9422303579174321,0.04807503995030516,-0.02428779494675145,0.3222179949211432,-0.5701354211884109,-0.18874932724404256,-0.5187015975049922,0.5403825286388158,0.28517087827565973,0.34228648684966334,0.8227170449094476,-0.7478608100330176,0.9389579306061119,0.7406958529782393,0.9452903435517964,-0.04734094757833823,-0.650078005357158,0.5025641424483307,0.8810720120020276,0.4883516073914709,0.09890999587039224,0.6036100401424376,-0.1725813342207914,-0.5158184928281014,0.9398300049627016,0.4793601493567712,-0.46236472106145177,0.3338999023433187,0.7803503835114841,-0.19552073493964503,-0.8343341971123607,-0.4223919392785012,-0.41516096951518183,0.4422728407345167,0.2259772706581053,-0.14439654000368318,-0.14082902256242472,0.5196013123793146,-0.06978801191169332,-0.29049977619480444,-0.34167643670109943,-0.18557808104434162,0.8828633661495686,0.2122902891903464,0.12009583449046034,0.8614138911165827,0.5811977054160512,-0.3819072823364367,-0.972376482079761,0.8237232161637018,0.9222766789501982,0.3529483548269542,0.11700098663313956
Cingulate_Post_L,-0.41513096702476887,0.9301623690930393,1.0,0.426642724276842,0.22999868794737371,0.9850178665410738,0.5912669204406217,0.940552945023806,-0.27485844913933316,0.35831445531862516,-0.15688894669384001,0.9710129459088351,0.952323563622811,-0.172160953884136,-0.622510198207581,0.7204191640206584,0.2669437227540019,0.1615627102807763,-0.2606306406142256,-0.19005770384771323,0.337277706029385,0.6065549127709832,0.2574032170795526,-0.7229884907446728,-0.10462764567850866,-0.8860149204399559,-0.5230580452468719,0.12758673895353742,0.9874804923517068,-0.4153359441996982,0.3523655568300968,-0.8223784990409875,0.019402902086515492,-0.05292939280355869,0.0003465100326301573,-0.014266618984545443,-0.18545623893278101,0.9806881291955756,0.9772516578667029,0.9817610552879004,0.9802592555718372,-0.022389275025153477,0.9431045342441994,-0.17341745897668698,0.6909343763635788,0.9953552644287598,0.24910609571501294,0.09689047434151969,0.006389729528320492,-0.11077319658661113,0.9862331226187914,0.006703097079898248,0.135088705452272,0.9258737199986226,0.762288944535488,0.7812758398657793,-0.2182968063295918,0.9848097187393007,-0.23188661047371892,0.7059944963577593,-0.780226373471019,-0.14571049375742368,0.04149143883430648,0.18902171871984966,0.98472520272665,0.2822198578588282,0.6691001681446457,0.5329810718641715,0.46910111494586093,0.4687908380786888,0.1386943129327851,-0.01313743717725258,0.969514166551175,0.9891844122146818,0.9858863226505349,0.9881163855998584,-0.5758172381361898,0.9985640601631444,0.38523725009538423,0.10345092423786696,0.45421909258260096,-0.26959921965367223,-0.023609021654388163,-0.5747797032139347,0.6229128281051339,0.5859729117618449,0.4172315617374209,0.9295952627114309,-0.7437216805076684,0.9989666952922233,0.8950631053956641,0.9960094134958443,0.12532312181446445,-0.5341561851584881,0.7339978208846475,0.965172833839213,0.5908213789209715,0.21054998485359236,0.7064119443686815,0.1607000102513611,-0.2966671047994549,0.9717434950214835,0.5717622990374135,-0.4242761617276076,0.3759369157441584,0.8767976708175823,-0.026354461329452534,-0.8640415548004399,-0.13370804419696028,-0.1571645202701728,0.615939411417797,0.3965913959915931,0.1885669320255627,0.041545536303367506,0.21447629807179366,0.09457131995342828,-0.09202492796096398,-0.2807044006713656,0.1812848648400884,0.9480078970994206,0.45213420055414033,0.38209437972883703,0.9617524348834087,0.4539011697147346,-0.19995058641506017,-0.8706381988404752,0.9606662132698925,0.9544680319737332,0.5453579787754596,0.20706254037168825
N_Acc_R,-0.5430291157350042,0.1620215316294673,0.426642724276842,1.0,0.9659148874816678,0.33385832009308375,0.8845107776101186,0.2328737419242601,-0.5072859644249292,0.6882516418296839,0.6437972526280737,0.6007573996416805,0.18791307656932918,0.6645062219475837,0.09106325811765759,0.8247249162638627,-0.05779710890611121,0.6463454036105196,0.6945719356297014,0.7406220129059218,0.8935687578948828,0.9075395307367625,0.8100076877630658,-0.14413063042319968,-0.6055173527688309,-0.646066117045831,-0.7617107025484748,0.851671168907542,0.3171459923725938,-0.018369473516497363,0.49584771710546593,0.07557743248768044,0.7753589222826275,0.28606203815583703,0.7998802409923232,0.8567260166363204,0.7742357026606275,0.3500695787829652,0.24030621157929005,0.4128535518321032,0.2923052653062114,0.5060676764503274,0.5545665099447284,-0.8759250629490296,0.7874136529660648,0.34817176600861766,0.962835215026139,0.85101109032175,-0.7505002718579423,-0.6916209817576796,0.4889132593561087,0.8297778116839437,0.878435720811251,0.1191461917673525,0.7967071830736592,0.640033110069523,-0.717998984311526,0.5029083761027937,0.7407888943677451,0.8495603027107493,-0.003659958021120395,0.7366628124439479,0.7551177136569021,-0.5045115418799432,0.299336431208802,0.7772209400201388,0.8692072540214448,0.5194312373202173,0.8076891602879421,0.7617635715600037,-0.34271233126498096,0.6026637609654295,0.2071674124714819,0.3199907245388363,0.35443847170989773,0.36477652961612556,0.32256738643203964,0.3854953114585958,0.5983838943751267,-0.3268729238970623,0.869817235593923,0.602555736232523,0.8221970343061981,0.216812152895013,-0.14463883905919825,0.4709690485725466,0.8095006917104711,0.26662235242388377,-0.6306015373435133,0.3895784563295241,0.3231392178200259,0.4250659060050496,0.8625369681906774,-0.4083273252185831,0.9204757904786324,0.32226999975258064,-0.13596934778428305,0.7875208599100993,0.8211712216583731,0.5360587089709218,-0.1419302004539165,0.21862263684021566,0.7613114244944701,0.4045141878292195,0.6958802424266918,0.6972112734557765,0.8165330326767574,-0.5942779302790379,0.8121406213527316,0.7224491859027307,0.05685785040909664,0.9261994424024618,0.3616691143936535,0.8713887142512782,-0.7100031791639155,-0.23353147584857703,0.838213214327615,0.5491454309617274,0.7996483087917917,0.22019067324794755,0.9891649800673562,0.9499284320953905,0.6259272048442762,-0.5781501967782425,0.6601316445315668,0.021866618812704058,0.6493565295882182,0.4045860391799448,0.939246955249322,0.7405523433254931
VTA_L,-0.5001632471972339,-0.038059931985870245,0.22999868794737371,0.9659148874816678,1.0,0.14757798297887664,0.8576545211287137,0.03597149813844759,-0.4956860823053721,0.6902914246881179,0.7587140995188086,0.43678376598019797,-0.00191496446718906,0.7913660813417731,0.2701528807434663,0.72556633441572,-0.11662099224540873,0.7168244712615085,0.8224745359712031,0.8551649087985257,0.9115747737281992,0.8510608261887582,0.7991786702202968,0.011708630367697398,-0.6343807097665802,-0.4509742348310225,-0.6857760639923779,0.9072624344664307,0.10500460899124495,0.0626358904641945,0.5158560527892895,0.27518144319082427,0.8432828491841386,0.33092618284004127,0.8825138103027369,0.9370960892352104,0.8870236618844864,0.17212203867368286,0.03211400036001887,0.2177539422108703,0.08744889504024105,0.5367770380750821,0.4129169248824314,-0.9202430385032839,0.7192686644327054,0.14583823914128385,0.9837751915019763,0.9177645316025117,-0.8127548898775411,-0.7208400321962402,0.2879309563388517,0.9182757295972508,0.9222013021340345,-0.08439642599978618,0.6860322912479168,0.5414810659162298,-0.7364241021257283,0.33578703521407866,0.8514630756187348,0.7725101854019111,0.17888897463772485,0.854039621326774,0.8319467044808522,-0.5803421876784173,0.09894308536733384,0.8055022580991607,0.8154457157046022,0.5062478301326607,0.7693974326829085,0.7508157863321585,-0.40146697784852864,0.6577878256349795,-0.0006524673608789948,0.12407829985826892,0.1516600318756033,0.17846653975638316,0.51380953075795,0.1852772052391523,0.5201183612541359,-0.3836488561348727,0.850913375571519,0.7423799410851647,0.903550719715261,0.3804145778013328,-0.30099422019656624,0.37847005168971515,0.7821593271472052,0.09921224006377144,-0.4891074902318997,0.19124352519348184,0.1362793412162795,0.23274520079652805,0.9284430138466135,-0.32552249265062816,0.8231040901788587,0.10724944138218818,-0.2785906594465107,0.8361364212835786,0.7288593971701419,0.6009325504093399,-0.08192018014305844,0.02094191827069461,0.7248537423476675,0.5752485501886438,0.7023779072698342,0.571024161368732,0.9082441627284374,-0.4048351951646114,0.905543258468877,0.8631624078090233,-0.08438359758100328,0.9153530425974383,0.3481322731713662,0.9349468699379234,-0.7880244369956405,-0.2779690560384848,0.9168987086916632,0.687089174527809,0.8086915777967175,0.012520017072479607,0.9650482049969366,0.9595031060887708,0.4574393425557178,-0.7056563959490297,0.8086268126940337,0.2335179614329038,0.48481499681688195,0.25107047281649103,0.9009692582316998,0.7946727318442653
Cerebellum_8_L,-0.46098403387111814,0.9647085883594424,0.9850178665410738,0.33385832009308375,0.14757798297887664,1.0,0.544950287044562,0.9710617625039437,-0.3259984948163954,0.3822679424533736,-0.15527554054697684,0.9494946209367181,0.982593758096448,-0.18324463950042033,-0.5683483868613654,0.701618937039897,0.18368680747563004,0.18829344486330796,-0.2961721876118003,-0.23023435451214627,0.3115808751501916,0.570669263799421,0.11832374981617479,-0.7960213826250211,0.02264816406871169,-0.803373488814099,-0.5148150957194281,0.09714582852713426,0.9765452507143161,-0.5225089673197323,0.4183515506952162,-0.8782415609068269,0.0007424096510888945,-0.16826946977916152,-0.028441510725576127,-0.07164181889740921,-0.27778339301363253,0.9955204394835712,0.9764029516039758,0.9473896929496747,0.9633026723001313,-0.16313713780602068,0.9141777439434343,-0.1388224998496036,0.6855760481219255,0.9847568054521377,0.17705641296190375,0.061856349239227094,0.018938373614870167,-0.11656230462773108,0.9682878284457941,-0.03016164088501784,0.0935174488989909,0.9161012212878581,0.7448189451785424,0.8019809316297115,-0.2295294760455348,0.9767803276806322,-0.33557204035272276,0.685169102194076,-0.8492184355543224,-0.1771214736266623,0.032539681671549525,0.3177857158160686,0.993612427512229,0.28439967100946406,0.6419586338896547,0.5892152996334775,0.464399243946802,0.4796594402797451,0.08672989474198282,-0.1414946804378122,0.9810037968168126,0.9966700044355797,0.961706634759396,0.9980324923499336,-0.5664417884127992,0.9877697924839582,0.2393860546594431,0.03975852357005718,0.434443856823315,-0.3551165538693403,-0.06496510071265033,-0.5410698774650812,0.5877223322963735,0.4821766848594698,0.40833193226028375,0.9124983977327873,-0.7450076601162999,0.9871719178519003,0.8386491591177204,0.9903053470201133,0.09290002468265067,-0.5962984241735512,0.6662580357366095,0.9326397402160879,0.5532069491218703,0.2053266297413837,0.688493652742455,0.07211662997842654,-0.38483909058929333,0.9718873160360871,0.5874710558046445,-0.40545530818982684,0.39910138205468554,0.8739587951139093,-0.061616636349535445,-0.8385907308371702,-0.2344715720046019,-0.21223809731435075,0.5484826999348086,0.3542400226895222,0.06685294572188705,-0.00960180966616977,0.33515120719475533,0.020315538863649424,-0.16158429021060125,-0.2718148177514019,0.04474236197352506,0.9256245502123623,0.3779796549056872,0.3133854486175653,0.9414918298256304,0.5088500552094242,-0.22403447020034786,-0.9078459291706571,0.9269546117285872,0.9815052556406846,0.49963399336595743,0.2144557623090371
Calcarine_L,-0.6217309891313884,0.3693931863772338,0.5912669204406217,0.8845107776101186,0.8576545211287137,0.544950287044562,1.0,0.4322143611107216,-0.566734821322706,0.792235363000582,0.6091129740197598,0.764151664576014,0.4327046698644164,0.6411770910175362,0.05054663283691842,0.8928238651923333,-0.0024230741058972314,0.7810517813879492,0.5695251440501928,0.627762063373226,0.9004266922618175,0.948365344916614,0.6587758103163686,-0.31926330110360474,-0.49993619502387887,-0.6108378051947754,-0.7398102183621043,0.8129055959314962,0.46253262641384174,-0.19632746643911636,0.7184619974637763,-0.13098020641397687,0.7132559896036492,0.2067665358550531,0.7472989226521722,0.7521825643658598,0.6170008085649289,0.5850580618985656,0.4269821989743064,0.5635415473410759,0.45866055569591047,0.3317064910938557,0.7626235165805965,-0.8334352398649111,0.9291901040024809,0.5173304363808632,0.8752663267769422,0.8165916043922875,-0.6446957258750958,-0.6373592348253618,0.5992980675529428,0.7695539339523843,0.7963916078749221,0.3055840716725634,0.8661797155956529,0.8319397741327098,-0.7213514732952252,0.6946880940079831,0.5562778094216951,0.9332108381849512,-0.20009096674705273,0.674411245516087,0.7471803229926921,-0.30680067311913484,0.4936860192162591,0.8406088811965299,0.975125192247402,0.7938642782972578,0.8272715614311181,0.8847136454048191,-0.2974848881951548,0.476690784861431,0.39988484355211495,0.5206393667793019,0.5255375109461576,0.5741460811301938,0.2612656138510557,0.5512737843041229,0.44142502209596446,-0.3000963294414341,0.897810442106159,0.5145475589024644,0.7317101896996038,0.12168193928138271,-0.01392842457627989,0.49209673073250265,0.8243770152774911,0.48413057353768596,-0.6695108517969354,0.5628485675214437,0.43820895359713435,0.6075051140278191,0.8291762787637194,-0.5325389363806375,0.932898434868344,0.43048500621090996,0.001826491314006354,0.8387725876217443,0.8861411132213468,0.6044489066512064,-0.2290134703208335,0.4341802676665014,0.8867634218338429,0.39476589918342525,0.8202812876610138,0.8452512247385527,0.7412930709166773,-0.6095310054488193,0.6435419362619248,0.6783875785523078,0.1443085123050124,0.91003900977893,0.2986225501323866,0.7617064451749478,-0.41630319983178543,-0.23869001872151305,0.666480819892335,0.5115872811365956,0.6412579363534153,0.3680498070976997,0.9271230780183985,0.9516834466287796,0.7635202903889873,-0.31277312217440123,0.6610109387200866,-0.16486733162944878,0.7844593635537891,0.6370309401629801,0.9598105392737614,0.8226604324165403
Thal_LP_L,-0.5370858792829722,0.9960468900111978,0.940552945023806,0.2328737419242601,0.03597149813844759,0.9710617625039437,0.4322143611107216,1.0,-0.4115779748906339,0.3934034051537002,-0.16525914422941623,0.884562433986565,0.9861764588299053,-0.2147890549908968,-0.49737013975742994,0.665042150643945,0.023138329313962917,0.16064017499104802,-0.3385363522756224,-0.274960115801458,0.2542215770094236,0.5084987912324177,-0.0639659534107021,-0.901609704612094,0.23501654251101176,-0.7400358578323932,-0.5527928355490696,0.05002817329778197,0.9436619584016006,-0.6714273722670796,0.42618711412863036,-0.9482410681298076,-0.012374490603859305,-0.37806625013236556,-0.06803855483143262,-0.143764512400197,-0.40757731927419283,0.9657103745430097,0.9576415286964909,0.8717873418703597,0.9124689927557027,-0.35736255323378135,0.8116906531149428,-0.08572061241489703,0.6402890365126098,0.9459718988147734,0.08706687240201284,-0.0008252849288433972,0.017486076732483855,-0.1613400063114076,0.9434216246131696,-0.09360705675824041,0.054721608159520915,0.8691226443119543,0.7187318908218711,0.7879168178200461,-0.2562631464336356,0.9114890483325543,-0.462709196848097,0.6309813619422561,-0.944907456862599,-0.22498697376556734,0.010836678881832443,0.5062275261784748,0.981834291637861,0.2640712055387712,0.5590556795795653,0.5629117075766019,0.4668875377461453,0.45317489538977096,-0.033404955870376264,-0.3456907404345306,0.9759212336671738,0.9755241971697767,0.9092702273412316,0.9721158737333241,-0.569452731953628,0.9490949780944403,0.06567616045070966,-0.07740070387424032,0.3950118472332779,-0.5223042570720492,-0.11164139736458711,-0.46984332374049165,0.49650706346192736,0.28940041978378434,0.4133415553172092,0.8153648201625443,-0.7944516899182361,0.9464879881758204,0.7332276732844792,0.9579718912456189,0.030120551764803303,-0.6923015125772221,0.5599336639228194,0.8775161417052058,0.4449260255815504,0.17270606462505236,0.6643143281385488,-0.14635967167649586,-0.544817589972116,0.9326816210889202,0.5416730983080437,-0.40372886433631294,0.3997237796295327,0.8235344121159109,-0.11856145580548516,-0.8681622166298791,-0.3566525979419504,-0.3518740822331922,0.4118876063412481,0.30111400571265473,-0.14349698668968922,-0.06252740354991773,0.4675559378599709,-0.11635719907609768,-0.21465845752695273,-0.27489153909749275,-0.13993252716659715,0.8712520305780075,0.28479239946284585,0.19020896371319476,0.8924164085901783,0.517287431322086,-0.31557541714857923,-0.9527549192491741,0.8538237706694194,0.9378368747561221,0.42324776538063213,0.18830045658973832
Angular_L,0.9884156943442747,-0.3538370958930882,-0.27485844913933316,-0.5072859644249292,-0.4956860823053721,-0.3259984948163954,-0.566734821322706,-0.4115779748906339,1.0,-0.9388771994408363,-0.7633905214341,-0.40860378191126456,-0.3081130218761586,-0.6921119966037397,-0.5558378609984929,-0.7649519544153072,0.7969995199483628,-0.8325206849670725,-0.5867421330163688,-0.616130610647832,-0.7850292244489633,-0.7393554082184274,0.0846727628939231,0.6767828607095171,-0.32731753874767977,0.18531357353083217,0.9050000506840773,-0.7636616321642369,-0.18279008267455774,0.7997529797271542,-0.8906637634366456,0.25721058664564683,-0.8084882152512203,0.6310471891425161,-0.7376996130708052,-0.604481076238007,-0.23142901935527388,-0.3534182932053019,-0.17832265708478082,-0.10709274149347643,-0.09208241625403502,0.45711182333814454,-0.24447754955007894,0.756203250972611,-0.7733392043250392,-0.21123458869688955,-0.6031850220510974,-0.7131241359877123,0.8218152205313891,0.9323048377528436,-0.3675731792765939,-0.6750332617122119,-0.7577711807187012,0.06642406112687542,-0.7542211310569851,-0.7748659014148374,0.9460158417672809,-0.3432448017740475,-0.1580223573809977,-0.7410743151979031,0.4675967773524311,-0.6460655432420925,-0.8124357197205923,-0.38998303556656966,-0.3035094588497623,-0.878132224658045,-0.6802593447821925,-0.7937256970102498,-0.9046094367188586,-0.8722613335454242,0.9081484970757407,0.304744789219893,-0.22032733793627812,-0.2998279654486214,-0.14369021116442723,-0.3525792238451961,-0.47179146346009,-0.2546483544818327,0.3596770035349244,0.9182361505440056,-0.8224628564672903,0.005203967967502037,-0.6914843575301098,-0.6057241200860057,0.5704443193073454,0.3760348865477834,-0.9093177955298629,0.04152201810980078,0.8052085961292089,-0.2540234473975431,0.1597178317221744,-0.34565980941947677,-0.7234098082451283,0.9370081887952028,-0.49725925776654756,-0.04454041697127252,0.6033777879196255,-0.8360413396431204,-0.7918559038363582,0.24639126082214124,0.8910391349984794,-0.1134274535056665,-0.819652905146894,-0.6138137191839815,-0.9201172083701338,-0.6336519887251137,-0.6790759062619328,0.5915383248495817,-0.2605840743152034,-0.3071483824080904,0.5728587192288739,-0.7699068202208585,0.5903572434696911,-0.6815058936993489,-0.007497495485963981,0.9142050790708223,-0.5725685782660382,-0.7110687758750124,0.08736430546875654,0.028299523009567323,-0.5952620715062853,-0.5319807310850315,-0.477753961045315,0.43595460816139053,-0.4951926264576128,0.17668951625825402,-0.3959741421286245,-0.42007235450150315,-0.7040867820447229,-0.8525918906450651
Thal_AV_R,-0.9409242826030759,0.32759192090978106,0.35831445531862516,0.6882516418296839,0.6902914246881179,0.3822679424533736,0.792235363000582,0.3934034051537002,-0.9388771994408363,1.0,0.8371994395871443,0.5341514443820453,0.32644951779638504,0.8022233184038672,0.4956569178255176,0.8695539344694428,-0.592769120748049,0.9490750657942865,0.6930209550427123,0.7328112996752894,0.9211553943217635,0.8856128379884242,0.1846742875260986,-0.5554767668375657,0.03132271548379362,-0.2827926950153035,-0.9027039773241124,0.8918208847223486,0.23470566525385575,-0.626234515757771,0.9505635145190999,-0.16303844229023104,0.8885679228070703,-0.3533042988952676,0.8565525799756657,0.7603529064231682,0.44772295095379766,0.4235090189105121,0.220409285312994,0.22797467123138687,0.1706013333535669,-0.19378148643936524,0.42279496993328747,-0.8890996536344142,0.9037989943830607,0.27953442991556643,0.782536255151557,0.8632353129954027,-0.8617267095997603,-0.9272389341418189,0.41925908647049787,0.8189597630566894,0.8697115646508349,-0.0022357241384598422,0.841950630577521,0.8555253258674665,-0.9708078456794774,0.4579479711403796,0.3712030644677513,0.8699524538976058,-0.34802439724428097,0.7753484943636343,0.9111854545785335,0.13885747605235008,0.3399118408315471,0.9801238607015733,0.8532080892056655,0.9029625415303455,0.9592305774659904,0.9817055552587292,-0.7884806997954947,-0.012215096535231007,0.23920624970178028,0.34923105285611883,0.2400539397569926,0.4125592767217931,0.5243738805169001,0.32553544771235754,-0.1277008462717989,-0.7923598050974789,0.9371363441108854,0.26015337948569905,0.8153839389909118,0.5462530744547293,-0.47373941190662155,-0.1150809260787899,0.9697140192835773,0.0979528426329863,-0.7791910300521725,0.3311225601524622,-0.013007765625454267,0.41901151345207954,0.8669243088519054,-0.8540211637273869,0.6848020392671935,0.11985151803965116,-0.482031404390292,0.9561256058573794,0.8829707911627939,0.08132047553872025,-0.7069171742674887,0.18218225172080782,0.9311828385307982,0.6717468171294192,0.9971146625474211,0.742988938195351,0.8102998323700331,-0.5804528096202781,0.47386297028500873,0.5400254101129838,-0.4060897085480321,0.9086383159921152,-0.3129624430345626,0.8091504830074369,-0.1674620127712645,-0.7687079380004823,0.6967814496148713,0.7732781056259667,0.1838711634556921,0.04399643040109309,0.7730722552146295,0.7644771076603335,0.5816037158095395,-0.4691911347147479,0.6792156934555056,-0.11224813373145223,0.5334985408560494,0.4958607487967359,0.8692341231244394,0.9655343519508773
