,Occipital_Mid_L,Thal_PuL_L,Cingulate_Post_L,N_Acc_R,VTA_L,Cerebellum_8_L,Calcarine_L,Thal_LP_L,Angular_L,Thal_AV_R,Frontal_Inf_Oper_R,Cerebellum_6_R,Thal_VPL_L,Thal_MGN_R,Frontal_Mid_2_R,Thal_Re_L,Precuneus_L,Thal_MDl_L,Raphe_D,Insula_R,SN_pr_R,Cerebellum_3_R,Frontal_Med_Orb_R,Cuneus_L,Paracentral_Lobule_R,Frontal_Sup_2_R,Frontal_Sup_2_L,Rolandic_Oper_R,Vermis_9,ACC_sup_L,Cingulate_Mid_R,Occipital_Mid_R,Thal_PuA_R,Caudate_L,Temporal_Mid_R,Amygdala_R,Amygdala_L,Cingulate_Mid_L,Thal_PuI_L,Hippocampus_L,Cerebellum_3_L,Frontal_Med_Orb_L,Vermis_6,Parietal_Sup_L,Thal_IL_L,Cerebellum_4_5_L,Pallidum_L,Frontal_Inf_Orb_2_R,Paracentral_Lobule_L,Frontal_Mid_2_L,Temporal_Pole_Mid_L,Cerebellum_Crus2_R,Heschl_R,Temporal_Sup_L,Thal_PuL_R,Thal_VL_L,Parietal_Inf_L,Vermis_8,OFCmed_L,Cerebellum_7b_R,Cuneus_R,SN_pc_R,Thal_VPL_R,Supp_Motor_Area_R,Thal_PuM_L,Thal_MDm_R,Cerebellum_Crus1_R,Thal_VA_R,Thal_LP_R,Thal_VA_L,Frontal_Inf_Tri_L,Putamen_L,Rolandic_Oper_L,Cerebellum_9_L,LC_L,Cerebellum_9_R,Precentral_R,Vermis_3,N_Acc_L,ACC_pre_R,Thal_PuI_R,Caudate_R,Cerebellum_10_R,Parietal_Inf_R,Temporal_Mid_L,ACC_sub_L,Thal_MDl_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_L,Vermis_4_5,Insula_L,Cingulate_Post_R,Red_N_L,Occipital_Sup_L,SN_pr_L,Vermis_1_2,Frontal_Inf_Oper_L,Thal_IL_R,Thal_PuM_R,Vermis_7,ACC_pre_L,Thal_LGN_L,Thal_Re_R,SupraMarginal_R,Thal_VL_R,Cerebellum_8_R,Red_N_R,Frontal_Sup_Medial_R,Olfactory_R,Cerebellum_Crus2_L,Frontal_Inf_Orb_2_L,Hippocampus_R,OFCant_L,OFCant_R,Supp_Motor_Area_L,ACC_sup_R,OFCmed_R,Frontal_Inf_Tri_R,Olfactory_L,Temporal_Inf_L,SN_pc_L,OFCpost_L,Cerebellum_4_5_R,Precentral_L,LC_R,Angular_R,ParaHippocampal_L,Cerebellum_7b_L,Fusiform_R,Thal_MDm_L
Occipital_Mid_R,0.3745493601980844,-0.9674665252421026,-0.8223784990409875,0.07557743248768044,0.27518144319082427,-0.8782415609068269,-0.13098020641397687,-0.9482410681298076,0.25721058664564683,-0.16303844229023104,0.3911614361494126,-0.7027368249748427,-0.9396270163035485,0.45383212578882776,0.5516365288102898,-0.41062694290350543,-0.026198355256462406,0.07894944477808631,0.5770488448346004,0.5271938073279153,0.03860657546876701,-0.2200761611177626,0.32358717162713824,0.8823609035494533,-0.4458402386702706,0.5737757269366085,0.33552255314712676,0.23349038312462353,-0.8673136819254044,0.6814196089501565,-0.23960557214724615,1.0,0.2678170454987853,0.4953313958407229,0.3381394148903132,0.42976922913748555,0.6749188564088454,-0.8622570107676649,-0.9014564192925447,-0.7551930447368014,-0.8381659523417101,0.5285730906756053,-0.6313306056680532,-0.20241420736194515,-0.3830537965543969,-0.8547766397426533,0.2240036397432663,0.2891186049496636,-0.2547631009861362,-0.052041514578994315,-0.816172977994484,0.37498283622350154,0.2285450544238474,-0.847680259369588,-0.4776376386950096,-0.5823111223210798,0.02772546291697344,-0.7593997094079008,0.7166613854412377,-0.36288085363443323,0.9722083870696346,0.48220169118563144,0.24701302565513616,-0.68208163611598,-0.9057764822348222,-0.001598630437009237,-0.27418092344424627,-0.36598157618508614,-0.2167080433081089,-0.19629498721391755,-0.06740334574556438,0.559838713864053,-0.9318853121624103,-0.8904593409886825,-0.8120272465897784,-0.8695863523001193,0.7069727205410424,-0.8459000128348613,0.11106751137638082,-0.018666233674230245,-0.11536144697116918,0.7546281760772746,0.3853520135256661,0.5538310826023165,-0.5497151952797674,-0.134922910577377,-0.16056073237451157,-0.731790985256092,0.6269463792588957,-0.8400443591014668,-0.6440839733908068,-0.8386149327006363,0.25925127074611365,0.5782531028547544,-0.2744373715934264,-0.801491910244474,-0.489116537102268,0.09740196239540307,-0.4126902552151212,0.360709883887662,0.5226249813008109,-0.8756272060540357,-0.28906637280229003,0.5678935979262333,-0.1630509060063603,-0.6075296552417168,0.39393041677221113,0.722017380604846,0.6310314695800932,0.6201814707407491,-0.3964891155868939,-0.00425217477792737,0.273985268941484,0.3460149247850654,-0.6894453617086347,0.049060746230639156,0.48446680427523225,0.47516269575700687,0.3998791354604161,-0.8226027487044779,0.026312435972579325,0.1287207154005848,-0.7079579438202547,-0.6974006700562497,0.5672363554503291,0.9892169593944936,-0.6581673287700512,-0.8137927725178136,-0.12199103001487427,0.07053168297553788
Thal_PuA_R,-0.7647311703726307,-0.08910593168208518,0.019402902086515492,0.7753589222826275,0.8432828491841386,0.0007424096510888945,0.7132559896036492,-0.012374490603859305,-0.8084882152512203,0.8885679228070703,0.9746221534789972,0.2373256324953236,-0.09322544995525847,0.9611277786384741,0.678526944141929,0.7009304688426402,-0.5950488445995309,0.9097392299096905,0.9380239016708152,0.9568133177780065,0.9336261794433068,0.7963537131165915,0.3844972159050243,-0.1681733799432062,-0.19217934142129467,-0.12153413896580688,-0.7924736851034847,0.9850315934807483,-0.11263256875115728,-0.2967421201884078,0.7616452108581196,0.2678170454987853,1.0,-0.1237891397585853,0.9904658680135431,0.9525954397130572,0.7549911631612088,0.03752602435450454,-0.15610587963817257,-0.07748532460093194,-0.17193746247228217,0.08716023235389939,0.13904865129846827,-0.9738503657049277,0.7146960110168352,-0.07191993928744374,0.9021787750374421,0.9749666126828452,-0.983487898478641,-0.955747260411137,0.10380076621465002,0.9726059265833945,0.9815932531580458,-0.35565778371590306,0.651605155860491,0.5739606272150863,-0.9492089237065502,0.13005332278230447,0.7045573810403399,0.7152422452162447,0.07485912947241491,0.9632482773495982,0.9923838671480123,-0.20043195629752947,-0.04440455525571645,0.9466410028313343,0.7229644436565077,0.6527295745475126,0.8731844086476177,0.857615070708083,-0.8080701480409115,0.2568520554967024,-0.1528212936403817,-0.031085152831952914,-0.09780281481633003,0.03515759417540245,0.778233399061295,-0.022399470342349976,0.006472892112208604,-0.7883910474862676,0.8872667752156358,0.5662492247802987,0.9822807483268123,0.7555062257805064,-0.6945139034428461,-0.13990389200908876,0.9028749856249016,-0.22343672643795193,-0.5462840259248499,-0.017196314381998982,-0.25947654998239233,0.06471113958009214,0.9712564461567524,-0.5887874707979492,0.5993494630280234,-0.18512146040828523,-0.6850481804430344,0.9631279010483845,0.7163501694965076,0.2068647152376698,-0.46912308680627784,-0.19555796357090627,0.7775370661218246,0.8565556354566433,0.8805727101480537,0.4777360572100806,0.9759531830428773,-0.332284095662741,0.7698710291490223,0.7801362111278738,-0.5521797248640021,0.9150463378421709,-0.1625857446009548,0.9733009027177545,-0.5419486877296907,-0.7242174790875735,0.9355885767634429,0.9378575037164784,0.4120547493186891,-0.2831565758130484,0.8195749586978819,0.8176942228416879,0.2910377721305239,-0.8150868163741738,0.8730899724269612,0.3024626668250981,0.264359591813778,0.12728990061784173,0.8249591208102823,0.9486631412261932
Caudate_L,0.6113331842534612,-0.3790884389321802,-0.05292939280355869,0.28606203815583703,0.33092618284004127,-0.16826946977916152,0.2067665358550531,-0.37806625013236556,0.6310471891425161,-0.3533042988952676,-0.1338834554499513,-0.0066749073226699505,-0.2776892997163468,-0.021793103247391213,-0.35367360581905344,-0.14999796661251527,0.7921937720215986,-0.18636982355408263,0.08772933351273238,0.08828152730741781,-0.02173132673961918,-0.01609045725988241,0.7836751352457046,0.7213812107549064,-0.9299261387115767,-0.16625767190534077,0.3939869972626457,-0.005563605177846281,-0.07490961250495846,0.8967634438637371,-0.410757091649949,0.4953313958407229,-0.1237891397585853,1.0,-0.004389123153405146,0.17815169701490183,0.529732482983752,-0.16650263655794156,-0.12578731649903996,0.1199861571017208,0.016481297777555838,0.9534358198288587,0.16731472249538643,-0.01401696688404837,-0.13939836055064234,-0.06205367972100999,0.21980804117773786,0.06612667922292365,0.18389864443160853,0.38580470774677955,-0.12870328078596938,0.0932535017534913,-0.009490236023980868,0.039204778046057015,-0.18528588774959304,-0.29459019659864605,0.3601725658289529,-0.019992067078583954,0.5694930356952559,-0.08355321146066726,0.6416403071091379,0.07071862076933538,-0.11754116173950038,-0.9179080214466742,-0.1981439217831844,-0.19327997722626114,0.035777185309947536,-0.2917452354962651,-0.28712496778441277,-0.21718641029540767,0.653589611938792,0.9230288259873719,-0.20139018386440866,-0.16812169248745662,0.024901557988774605,-0.1712940035113062,-0.03447216512790352,-0.0735245970675955,0.8166160883174943,0.6778177849357051,-0.11065808623597355,0.7003246894978015,0.05335888781877116,-0.33523979240803436,0.3844146018216664,0.7715306207805136,-0.27791681161526954,0.19550175589365876,0.4529324181969302,-0.06408293195813927,0.32697433412268706,-0.121355024072444,0.05382972974576583,0.7053042818797345,0.21160627639018947,0.06744978047469961,0.45184863139607695,-0.12082762321633668,-0.18854894233502756,0.8597747889730752,0.8996391603872802,-0.05031852908285014,-0.18187278244466554,-0.12052239349904695,-0.31649221521173293,-0.1307038018982235,0.07395726256954387,0.30932595075799085,0.5101955964905737,0.46636228880307107,0.5804063573782287,-0.0056541131799389,0.9669076459657526,0.08146119349527198,-0.6415177701402778,0.7533139841729177,0.16339266107321201,-0.13693817721611504,0.7970711883538071,0.07003212835236612,0.20540174862905092,0.3131198272296245,-0.07308092634734238,-0.08462411642915274,0.23041112110437934,0.3739510121132539,0.04486921708156916,-0.1684243449167903,0.0628221870026882,-0.16612160248607402
Temporal_Mid_R,-0.6936907620091972,-0.1447706597576267,0.0003465100326301573,0.7998802409923232,0.8825138103027369,-0.028441510725576127,0.7472989226521722,-0.06803855483143262,-0.7376996130708052,0.8565525799756657,0.9726777256097828,0.22908624090838178,-0.13222420188246195,0.976151017523553,0.6568613826227075,0.6764937987537435,-0.5032035121610641,0.9089977207006894,0.9575115295821564,0.9764766307671169,0.9361289444687502,0.7928953013290554,0.46826592893861607,-0.07439784985061013,-0.30073641763899434,-0.11597998375482145,-0.736782053030622,0.9911118701240028,-0.13904501594658267,-0.19265513974823897,0.7323013839153472,0.3381394148903132,0.9904658680135431,-0.004389123153405146,1.0,0.9789578452611379,0.8236252552429564,0.012784261169883786,-0.1840453282311383,-0.07671347900677994,-0.18407453417344155,0.19375853360416284,0.15894108665022208,-0.9806266064863012,0.7022625225553148,-0.09257095523315428,0.9275937571726008,0.9912013712150144,-0.9630103981968755,-0.9119383521257824,0.0711276005568176,0.9933412358774384,0.9827409630673941,-0.36349899408790104,0.6209064269984849,0.5424617263338791,-0.9108810122014986,0.12090519334064731,0.7762846531398642,0.7038389083828199,0.161026199552452,0.9856289180907722,0.9901727847362459,-0.30594445992416114,-0.07924879584202925,0.9345193819937214,0.7309026730193153,0.637419785584838,0.8365002477166885,0.841341212885888,-0.7361037250716358,0.36646201262014627,-0.1893092325832826,-0.06121889692197976,-0.10624764939849578,0.006617058420285707,0.795651306381354,-0.04430483327475173,0.08416536156655746,-0.7138424845421512,0.8748290638459274,0.6631296427165022,0.995529169868624,0.7312655371900493,-0.6599671250543913,-0.05737869255815454,0.8692614517996337,-0.2052238304263476,-0.4792053585459931,-0.0371090329494729,-0.2356518080321975,0.0397502149732282,0.9862834694755359,-0.5040757751518123,0.6145429995240638,-0.19769424667931257,-0.6405496623985995,0.9619115063462772,0.6882701712375193,0.3272686385414267,-0.3612634351287606,-0.21077993254271352,0.7604236591401632,0.8656452075705053,0.8553917030354311,0.4573814179554091,0.9935220808726484,-0.27437425189252707,0.8339132519448942,0.8526018685578574,-0.49525886744445385,0.9146646032643391,-0.05362255289975915,0.9860308925602066,-0.6077679646219794,-0.6416023532338142,0.9559905399759719,0.9379928706893084,0.4990945778210431,-0.2907305511115655,0.8396320495739914,0.8593590990358939,0.27199722563542145,-0.8239261526451537,0.9226612374223109,0.36157294841289905,0.2597925092349821,0.103414842966683,0.8315258272681536,0.9450743624618908
Amygdala_R,-0.5651559993780841,-0.22023348862243128,-0.014266618984545443,0.8567260166363204,0.9370960892352104,-0.07164181889740921,0.7521825643658598,-0.143764512400197,-0.604481076238007,0.7603529064231682,0.9231596968236566,0.21429568747997754,-0.19766460220455528,0.9433192790087953,0.5690265051046461,0.636284762533375,-0.35767804393329716,0.8271726473760244,0.9596046411205882,0.9787737585201944,0.9104201907954401,0.7734110144658914,0.6221912074880366,0.06439462926270427,-0.4707592249805339,-0.17052438483717297,-0.6657561042158074,0.9707770695539415,-0.14965103750106715,-0.011384266748343693,0.6063925094638956,0.42976922913748555,0.9525954397130572,0.17815169701490183,0.9789578452611379,1.0,0.9133202574577922,-0.035990624651652446,-0.20947357698258687,-0.05735064247435465,-0.18235507833856002,0.381827513139629,0.16583105856574543,-0.9654788485443668,0.6480295995834775,-0.10709073771382939,0.9599398114686792,0.9815638918471732,-0.9218225095344907,-0.83241861813381,0.051340089281204364,0.9901244360107071,0.9706180630025023,-0.3578355711493983,0.576279182777526,0.4588513642399042,-0.8275503448503114,0.10143298855708309,0.87915034183978,0.6695681490068743,0.282025144383463,0.9759102112311725,0.943020180724699,-0.48392598194805264,-0.12222841284533423,0.8688823987289817,0.7106187317606972,0.5290685361286304,0.7706787281990182,0.7677169910316499,-0.6086553196391536,0.5348864772534366,-0.2295979859470733,-0.1009163147992672,-0.10677184766908955,-0.037552481059368405,0.7628119455440905,-0.06150770424873077,0.2600868303402536,-0.5790026950590645,0.8377578542952934,0.7709821163243339,0.9912157768292924,0.656031835144875,-0.5843207183860653,0.08471354396790642,0.805190886546197,-0.18510059983993726,-0.4003252886821393,-0.054071954915530705,-0.1721351866589407,0.009007717494940955,0.9740827273630541,-0.35977874696876955,0.6478572596293173,-0.17574948948079466,-0.5562549910717781,0.9079897009834884,0.6412024907499397,0.45178803477264273,-0.1895680895761629,-0.22908775573426618,0.6954704421211949,0.8102917241262183,0.7621030716372802,0.4143822296860295,0.9886462065956843,-0.23420154572609073,0.9243066247972371,0.9084523977615198,-0.383121304925536,0.8998127076483597,0.128252606144592,0.9921623905568583,-0.7468046871880967,-0.4912244725253227,0.9859380586215452,0.8864649373640541,0.6538081302644574,-0.2742764587649006,0.8720970945592548,0.896114638700898,0.24973740881142512,-0.8525584287904864,0.9266386031327164,0.4272363572995128,0.2584648654415817,0.05014185422206798,0.8269663654142067,0.8774744553636635
Amygdala_L,-0.18442036988942373,-0.4716948996621515,-0.18545623893278101,0.7742357026606275,0.8870236618844864,-0.27778339301363253,0.6170008085649289,-0.40757731927419283,-0.23142901935527388,0.44772295095379766,0.74878237326859,0.0281079391591027,-0.4217066718913641,0.8090862252158432,0.4367475830387636,0.37042408303245417,-0.049396881733356574,0.5910120992944311,0.8847869726090465,0.8888578023778946,0.7091988763772445,0.5541037141296449,0.7864171570437171,0.4355478904380748,-0.730700767085478,-0.08449642102503316,-0.3430700261002129,0.7967653954636292,-0.3044381468167635,0.39259457425392075,0.2885065420165611,0.6749188564088454,0.7549911631612088,0.529732482983752,0.8236252552429564,0.9133202574577922,1.0,-0.248174552783296,-0.3750756967538987,-0.15481116416610383,-0.2982078214975253,0.6880487029080841,0.053525899147472376,-0.7932279996971988,0.38300016035034523,-0.2660804693714646,0.857953765691724,0.8358354200451973,-0.7148516997725816,-0.5457603919311516,-0.15125041719312562,0.8692608159081465,0.7988898650754924,-0.43075297101480176,0.3032296354497905,0.15109711695889305,-0.530437157124679,-0.07523050448094876,0.9936805156676203,0.42573412760658413,0.598031397362952,0.8704725089340052,0.7421310772420366,-0.7861562239664251,-0.3296292494695618,0.6119975164283353,0.5076779592713117,0.236616276980892,0.47395694495059093,0.4867334772925518,-0.2940718475815186,0.7996163180403331,-0.4184256887169976,-0.30155304911860226,-0.23238132375276258,-0.2501608123953713,0.7115684575919284,-0.23240968328300649,0.47748133974430207,-0.25521981313949377,0.5934863981705503,0.9470904109008494,0.8610836493550711,0.5150439428820347,-0.44652066580927424,0.2706532838820991,0.5122516653177942,-0.2297741405070035,-0.06279786854479823,-0.2233201178604987,-0.15951814283297766,-0.19213957802053594,0.8233125410067971,0.042888053612418556,0.5169530633644287,-0.26792017690949366,-0.39525112364751724,0.6829285884564844,0.36408856227117786,0.6711398428069616,0.21977670408338953,-0.3646961781072945,0.42540252454311217,0.6945953304396922,0.45911601291385146,0.1644918857762539,0.8674650194098881,0.0386712498698776,0.994555027311284,0.9601021455017804,-0.2020365356814023,0.6974279678941746,0.44074553560452634,0.8651196339557116,-0.917831067359822,-0.14855669103149313,0.9137804911713859,0.7338681295182345,0.8289735408697966,-0.3489523220758843,0.7496273899128202,0.811741540978691,0.03618520618597872,-0.8323554653541989,0.8909681701673173,0.6332146098979639,0.08696143056720101,-0.17203256199776992,0.6383003050370103,0.6389788827329388
Cingulate_Mid_L,-0.48599370367628947,0.9570573767196489,0.9806881291955756,0.3500695787829652,0.17212203867368286,0.9955204394835712,0.5850580618985656,0.9657103745430097,-0.3534182932053019,0.4235090189105121,-0.11266570429665598,0.9568106760164253,0.9815231460361478,-0.13532035283649027,-0.5321484202803398,0.7206678618847251,0.1743302700846498,0.24174346580839712,-0.2605094865032479,-0.19233143534620248,0.34527025658281923,0.5978759777607004,0.12527301436678617,-0.7939106337526359,0.015876251848901807,-0.7865342526214181,-0.5297952290631284,0.13533694022504905,0.9612900465764815,-0.5320844688872648,0.4652071319890828,-0.8622570107676649,0.03752602435450454,-0.16650263655794156,0.012784261169883786,-0.035990624651652446,-0.248174552783296,1.0,0.9672238189242409,0.9406949278891613,0.9514037099658528,-0.16343033257003417,0.9276183722133284,-0.1738847457379859,0.7184467245292057,0.9762526315940042,0.20658215138293654,0.10197457667908794,-0.005805351762202591,-0.14538221164220072,0.9589444694286702,0.008163649855845102,0.1260782073471245,0.9006068932804335,0.7612615101960322,0.8293283939498151,-0.2621260494254871,0.9792589729804645,-0.30752650065761455,0.7084863388941486,-0.8392392689205799,-0.1326745832428228,0.07634146779135809,0.3155960831113004,0.9880171815415432,0.32763662531762366,0.6720519797111367,0.6351112300696133,0.4900559440306263,0.5203395474785264,0.0613656369214134,-0.12899830915749988,0.970460033926448,0.992439863803632,0.9576233680833939,0.9974121558861404,-0.5223938891953065,0.980704251667059,0.2253818509957451,0.017798834812851588,0.46461511926295845,-0.320668001920013,-0.02764207848838994,-0.5078252160636717,0.5624006482792393,0.47531664802250245,0.4387579191907206,0.9073344905405581,-0.7501831378356214,0.9821823536141029,0.8246152789103226,0.9899903112404516,0.1305544303010859,-0.6136892023595247,0.6792729217134152,0.9126678608863276,0.5305941242277687,0.251557232786459,0.7098627649713849,0.1025783158161608,-0.3956809647146376,0.9654285435218374,0.6154463058665842,-0.3557875844836923,0.44340539952716085,0.8864228349744588,-0.024909520812186406,-0.831433866596444,-0.20461993183517976,-0.1726976166734187,0.5280465822997716,0.38668601095536154,0.06179011047938517,0.022815721456228625,0.3364824369002845,-0.0031297106157969984,-0.13193691757782414,-0.22813710952146765,0.05344226948141192,0.9075166752121229,0.4008250802940289,0.349220721777831,0.9468389396920848,0.4928629714425873,-0.17410893597014612,-0.8877147585140854,0.9334738796506837,0.9820026580865837,0.5283727877212783,0.2634280789318844
Thal_PuI_L,-0.3213720089405093,0.9619862462914682,0.9772516578667029,0.24030621157929005,0.03211400036001887,0.9764029516039758,0.4269821989743064,0.9576415286964909,-0.17832265708478082,0.220409285312994,-0.3221219393502363,0.9041316437257931,0.9766835870191285,-0.34322929429932664,-0.6990667662870061,0.5838713101920301,0.29835075566833424,0.008437357419963966,-0.4413400574733767,-0.3734090537417987,0.15436563319386887,0.4433498933044174,0.1018540356035354,-0.7440629324879277,0.027506960224429198,-0.8234750807792705,-0.39889847046123295,-0.05967948397027462,0.990300033515231,-0.43730990926941243,0.2425976321249453,-0.9014564192925447,-0.15610587963817257,-0.12578731649903996,-0.1840453282311383,-0.20947357698258687,-0.3750756967538987,0.9672238189242409,1.0,0.9614633526601714,0.9872615891208198,-0.1320766560649964,0.8810498462166827,0.015181636367048995,0.556157344760387,0.9908785714724891,0.051434567973956166,-0.09445513607510675,0.1773659303186315,0.03428574123340439,0.9537073993549908,-0.1852275088625132,-0.05230115902120199,0.9671039593714468,0.6372421197986945,0.6854694317728242,-0.07008043103063412,0.9375466896077495,-0.41325443460673694,0.5618634084531443,-0.8378807064005864,-0.32783108462525057,-0.13243356086047273,0.3152875010414789,0.9896799147990452,0.11932859253019125,0.5140486919254892,0.4303517437711256,0.3196846056973662,0.3203483762699095,0.22362225047074885,-0.15154000659103503,0.994786401876118,0.9879864262660341,0.9790383355283302,0.9748339371419016,-0.702265448368864,0.9855593218369543,0.2925209418610603,0.18609887583416768,0.2880557813164552,-0.4360364461862867,-0.21217281280541622,-0.6687683603806307,0.7012501806761824,0.5224116797882116,0.266060274189703,0.9301239934685088,-0.6670578743556485,0.9848660042367275,0.8908241050074063,0.9725921637098441,-0.06599771592035085,-0.4801056659118691,0.5807438319426989,0.9679815173436658,0.6614037865654061,0.03971557731678048,0.5732933612426068,0.03757699481305673,-0.28890636214214555,0.9917705490148195,0.4243189153982108,-0.5592411046829188,0.2364867614553736,0.7762438333933083,-0.2177816905551529,-0.8107264591874762,-0.32376327212353023,-0.34563761352762123,0.6482673866893586,0.21654377709868552,0.11993878756945123,-0.1506875031915551,0.38179633951844816,0.1559664111344318,-0.28134075526379154,-0.4354824246180131,0.019954037085035865,0.9704717494456405,0.26687511417273757,0.1907967990509321,0.890841475670152,0.6078679601454869,-0.3810713653730713,-0.9427272281522623,0.8839998794823629,0.9209065266128518,0.3711192423007158,0.04386884805959924
Hippocampus_L,-0.2528684479993008,0.8672041042387844,0.9817610552879004,0.4128535518321032,0.2177539422108703,0.9473896929496747,0.5635415473410759,0.8717873418703597,-0.10709274149347643,0.22797467123138687,-0.2539366257620039,0.9430760638160773,0.9052303594180676,-0.2495472096527295,-0.7295965073690208,0.6359859579481193,0.43954811921198034,0.055778199846369406,-0.31663162407425843,-0.2472326998334894,0.25755844956287127,0.5379274819629656,0.35667754940062185,-0.5860680539852061,-0.2411287859747352,-0.9013991330841848,-0.396033788896692,0.049572216053523376,0.9763250083902288,-0.24099513496133465,0.21815607990986602,-0.7551930447368014,-0.07748532460093194,0.1199861571017208,-0.07671347900677994,-0.05735064247435465,-0.15481116416610383,0.9406949278891613,0.9614633526601714,1.0,0.988374335374492,0.12935164707770366,0.9497009657343237,-0.09935480522993564,0.6061666207387026,0.9827316732723901,0.21503109574169926,0.03128050584154206,0.11165146685650316,0.025536073209244163,0.9503145062356654,-0.054053905289472466,0.0579482732890449,0.951881798767221,0.6758905398139594,0.6807141309594867,-0.08481866280696791,0.9613026276457449,-0.1888825340142114,0.6304732948855004,-0.6745638793274675,-0.20745425464330092,-0.05518925852637986,0.05204493716487594,0.9475493876372241,0.1742299841263011,0.6116568305613708,0.42508316264043217,0.3510356150095304,0.36148019421616,0.3058099556286815,0.11877924504433363,0.9404034069216793,0.9553729202291092,0.9905846692751388,0.9481171414680826,-0.6384921787679472,0.9802263646967695,0.5193644601815367,0.2752521913316851,0.36356900109088797,-0.19782408979879534,-0.0895303178175427,-0.6834810286945747,0.733662453050739,0.7179310408595173,0.30023844736313926,0.9681372639907512,-0.6245374947905008,0.98182852758869,0.9620760528363599,0.9630833900175843,0.05682507849291238,-0.36909128530149343,0.7170971067076881,0.9838583661655866,0.7115323857205144,0.11357913828692714,0.6153086770314461,0.27957612810350285,-0.11145770308042496,0.9700582517954144,0.47257590937783384,-0.5087183501960131,0.25160336174153025,0.8093337403802637,-0.09026647413404205,-0.7855471312239156,-0.10614052234999645,-0.14365380709543096,0.7483078565919185,0.323216309697989,0.35793901850299076,-0.019216832170895492,0.1473725837852811,0.2729514946642973,-0.13370849784245106,-0.3745988392357027,0.2807538398467472,0.973750003230596,0.42047145367822975,0.36733436305743955,0.9197573111245589,0.49602631524722707,-0.23160985067494683,-0.826094337156524,0.9401588249860198,0.904565496819555,0.48783490347978203,0.10313903386434337
Cerebellum_3_L,-0.2393875658752727,0.9163778638735025,0.9802592555718372,0.2923052653062114,0.08744889504024105,0.9633026723001313,0.45866055569591047,0.9124689927557027,-0.09208241625403502,0.1706013333535669,-0.34279627275474256,0.9131586846566675,0.9429850419767535,-0.3506619197656959,-0.7580991878622836,0.5733421825080897,0.40844894829600054,-0.02143012749215533,-0.4271052127899172,-0.36104573834678433,0.15857688334125647,0.44986156386570036,0.22048835030153144,-0.6490363912659546,-0.11113416517384062,-0.8627356926782703,-0.35301495654461656,-0.05748326790523831,0.9921411913601174,-0.3126571620914568,0.1832778562193611,-0.8381659523417101,-0.17193746247228217,0.016481297777555838,-0.18407453417344155,-0.18235507833856002,-0.2982078214975253,0.9514037099658528,0.9872615891208198,0.988374335374492,1.0,0.007017778003423304,0.9109269238110764,0.008572725702801138,0.54122650554446,0.9926093723042109,0.08922254270151407,-0.08300842732307313,0.19529274417142015,0.08478083038304433,0.9490451119241988,-0.16964669695944737,-0.04864711158249298,0.9809125276122963,0.6229039033581277,0.6491322155744212,-0.02290280537378146,0.9458840515408584,-0.33271535772789107,0.5598017294487262,-0.7541267997391545,-0.3200140147994404,-0.14955633919801303,0.179912879166414,0.9703700924860176,0.09248755081165887,0.526678082906791,0.38702450309277897,0.2877592017393317,0.29158575923904356,0.316242521382605,-0.01794122861262711,0.9754321381736237,0.973483703046586,0.9913709289943201,0.9597925195479514,-0.7161488234368958,0.9860156472116858,0.4190300080717572,0.27867651746947364,0.27820994985773906,-0.3403248339810626,-0.2029334962922592,-0.7231609999033385,0.760828213577045,0.6401253083023939,0.23146283598814893,0.96650532378579,-0.6136681148665566,0.9856110076330566,0.9464904771926882,0.9644627790927043,-0.0540416813282269,-0.38526682803014634,0.6235781600933611,0.9906502814279436,0.7299457318116671,0.021883667670277177,0.5556317002730898,0.1577271286965902,-0.16447515362032145,0.9917350447967341,0.4097425570662573,-0.585480521656518,0.19090174438814067,0.7699544028959597,-0.20362555189230178,-0.7795679039110763,-0.2508342519208762,-0.2795928875491039,0.7365647171185139,0.22132512848386793,0.26106382501794584,-0.13509143713248864,0.27862845201474884,0.26237949714731945,-0.2555020631263297,-0.4587104663939634,0.14068030616451693,0.9914645736371386,0.30516101944413476,0.23894901648399128,0.8915358897648193,0.5923490530116072,-0.3509088626016344,-0.8985057067295141,0.9007039772386296,0.9093240180389006,0.3879200625473306,0.018623142418124256
