,Thal_MGN_R,Precentral_L,Cerebellum_4_5_L,Fusiform_L,Frontal_Med_Orb_L,Frontal_Sup_2_L,Lingual_L,Temporal_Pole_Sup_R,Parietal_Sup_R,Thal_IL_R,Vermis_6,Frontal_Inf_Orb_2_R,Rectus_L,Cerebellum_9_R,Pallidum_L,Frontal_Med_Orb_R,Vermis_4_5,Angular_R,Pallidum_R,Thal_VL_R,Temporal_Pole_Mid_L,Frontal_Inf_Tri_R,Thal_PuL_R,Thal_AV_L,OFCant_L,ACC_sup_R,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_L,N_Acc_L,Thal_PuL_L,Vermis_3,Temporal_Pole_Sup_L,OFCpost_R,Parietal_Sup_L,Thal_LGN_L,Thal_PuI_L,Raphe_D,ACC_sup_L,Raphe_M,Thal_MDl_L,Thal_VL_L,Thal_IL_L,Temporal_Inf_L,OFCpost_L,Vermis_7,ACC_pre_L,SN_pr_R,Supp_Motor_Area_R,SupraMarginal_L,Cingulate_Post_L,Frontal_Inf_Oper_L,Precuneus_L,LC_R,Thal_LGN_R,Cingulate_Mid_R,Occipital_Inf_R,Occipital_Mid_R,Amygdala_L,Red_N_L,Cuneus_R,Frontal_Inf_Orb_2_L,Thal_MDm_L,Amygdala_R,SN_pc_L,Temporal_Sup_R,Occipital_Sup_L,Paracentral_Lobule_R,Insula_L,Calcarine_L,VTA_R,Olfactory_L,Hippocampus_R,Occipital_Mid_L,Temporal_Pole_Mid_R,OFClat_L,Insula_R,Vermis_1_2,Thal_LP_R,Occipital_Sup_R
Thal_MGN_R,1.0,-0.8408976228467787,-0.2619518050250751,-0.29961096254141223,0.14114586488585462,-0.6118187010788246,-0.05217056773790111,0.97035920414605,-0.7963908762935085,0.9226192175612031,0.007559430781653436,0.9515680687337096,0.7388959551819487,-0.1499390158539403,0.8386437380191191,0.35954476122814893,-0.20655786344644678,0.494104784239997,0.6451244350349127,0.802988915786777,-0.11371052892620644,0.9821759141962293,0.46821677030365344,0.8486546371103445,-0.11862659462467136,-0.6628727876805472,-0.5619531732425405,0.9909945671547604,-0.3474061292435328,-0.0511769145927793,-0.2864883546751334,-0.2156870825433251,-0.15652659423155726,0.9637161938491638,-0.9214711279333128,-0.3606749428129225,-0.34322929429932664,0.9701236991316841,-0.15581227512472484,0.9552557053303624,0.9044585885442694,0.4221530725548082,0.5858765872088901,-0.45494732803760074,0.7666854946813323,0.30195736947306157,-0.32368769711221845,0.8564463242171227,-0.28253313529099794,-0.9560730616405049,-0.172160953884136,-0.7287459655472739,-0.5478005716690626,0.9565321644257919,0.7385400963690948,0.7144061731892062,0.6766278237985069,0.45383212578882776,0.8090862252158432,0.9405052437307128,0.2708131024682419,-0.6053707627248572,0.915364260929087,0.9433192790087953,0.7143070358648458,0.9106618190379056,-0.4225277439798297,-0.23906176057065853,-0.3997480186763168,0.6411770910175362,0.9523832381034674,0.40494461057706993,0.8152965487030245,-0.6230465265142878,0.9575770989961325,-0.3830534503984729,0.9773686857257516,-0.37734275560565783,0.7336707325116807,0.18824980424574478
Precentral_L,-0.8408976228467787,1.0,0.528190603959564,0.5568770711911788,-0.3029065447440918,0.41991620206133723,0.35497619092100796,-0.8051474919758538,0.5373495282412756,-0.6450495492562321,0.33580547706852354,-0.7708519082161865,-0.7740262222261622,0.4798990044289195,-0.7136737931231147,-0.40699082144270204,0.4887278124011581,-0.7149247137792484,-0.3735810092978231,-0.44908551799243807,0.3535790020287876,-0.8517489504499282,-0.17997133591753278,-0.49409298241063704,0.04506181147677024,0.5211524353576165,0.7771162522582923,-0.8700877243014976,0.6260184101227274,-0.06888077486069373,0.5811977054160512,0.4894740943886654,0.4208593564272891,-0.9207295498777956,0.7439548709585899,0.6474796336842358,0.6078679601454869,-0.9314304603401,-0.13086374322932443,-0.8697331917580935,-0.5541574526462114,-0.01888356962531757,-0.214166483130967,0.6500765313819489,-0.5501824342963428,-0.17174681537074082,0.10943953284861134,-0.6188506694379505,0.46206324224604584,0.8362152646934536,0.4539011697147346,0.7956819921489218,0.513062294904537,-0.7920189207594486,-0.3746266233869258,-0.2816048825537913,-0.8332257887579129,-0.6974006700562497,-0.8323554653541989,-0.7596327521876524,-0.5395032161742713,0.6504442620234032,-0.609019146109316,-0.8525584287904864,-0.5610219145710027,-0.6717565734395365,0.11770069564971385,0.2940263661353741,0.5618692419733442,-0.31277312217440123,-0.8992404443735104,-0.46155656708532056,-0.5978454903060664,0.3402126839728194,-0.851897704275469,0.6352359339507349,-0.9142820311854589,0.5553175564734568,-0.48330394124669573,-0.4765671519561557
Cerebellum_4_5_L,-0.2619518050250751,0.528190603959564,1.0,0.9970763489252635,-0.04932388370696659,-0.4567588242196035,0.9526207113031914,-0.06615556578139063,-0.31171950145233746,0.12110185792843249,0.9231794226436271,0.0031941529575743835,0.004572334452520138,0.984611520885163,0.15954751543795467,0.20551671373183955,0.9981388379839327,-0.9040638740437016,0.5488384188520399,0.29725070798529396,0.9765913804366181,-0.36593302992812105,0.7022510950811285,0.23876260716309058,0.18337100252886418,0.14664061737446737,0.27451873203983795,-0.23725266299606146,0.9432465746570592,0.36797902949861605,0.9427607899004573,0.9986751865972098,0.9920542401873113,-0.3370538446508701,-0.08158788637491488,0.9870668202757242,0.9908785714724891,-0.3494252188085849,-0.404206525371467,-0.31473978759550963,0.07729312885916993,0.7298609761151293,0.6234734480919374,0.970147476825855,0.2971440921638353,0.12342066158575271,-0.2704328949828322,0.2497912533769228,0.2249644677519967,0.1009603478319018,0.9953552644287598,0.642942069634283,0.30396301721933633,-0.2869599702183863,0.44296266046423466,0.2852791231411135,-0.7862067588602438,-0.8547766397426533,-0.2660804693714646,0.033554385019701545,-0.7977340038287606,0.6531071031166097,0.11981866211718581,-0.10709073771382939,0.37128177750656305,0.14808904058162822,-0.4917107347757269,-0.06772506355966525,0.9095508104927724,0.5173304363808632,-0.22015737741554062,0.12666209256263197,0.3094045225554726,-0.3545315616656588,-0.09078219532601918,0.9870344425176465,-0.28095805646490735,0.97796817788383,0.3915697110958405,-0.7992288985480828
Fusiform_L,-0.29961096254141223,0.5568770711911788,0.9970763489252635,1.0,0.0015765694139406093,-0.39985172527361895,0.956121511310376,-0.10193727931329775,-0.2579927353674529,0.07681294524210149,0.927529306438789,-0.031467694685551675,-0.0023228748479956125,0.9718952756349204,0.13532813751774098,0.23390761189767428,0.9929597736602233,-0.8922205352127927,0.5123563864253503,0.2447482315966158,0.9621407973111987,-0.4096824046915588,0.66356066966009,0.1913751740899481,0.24548229882118752,0.21906653291507622,0.26050787024238714,-0.2702243484107625,0.9635117254084672,0.4120697521854436,0.9224715327625226,0.9930610363644827,0.9864048586485312,-0.362502090005454,-0.04341056203115775,0.9906045831971944,0.9875984011188083,-0.3809043774760278,-0.34019356701103404,-0.33450485756950504,0.03282887852462258,0.689881221466938,0.586840849009391,0.983294606015857,0.2824600398533757,0.16883775698199377,-0.19855205476332818,0.21181180494587454,0.1800011374670905,0.1496859077082271,0.9892976734045046,0.6958324705285659,0.3741172965005119,-0.3051051458770025,0.4043203701246909,0.23362104008036014,-0.7813655784789795,-0.8348949696788401,-0.2650694319654914,-0.0011655663214694858,-0.7616857579729338,0.7075917003228224,0.07394369513594586,-0.13495049093530184,0.3491282420657967,0.10561031115790638,-0.4262858378386034,-0.1138992511725751,0.9366011514172026,0.5020379720557608,-0.24642357926522215,0.15511946192671713,0.2714763820920052,-0.2877796836555966,-0.12725135619530242,0.9942781069157627,-0.31353486270457165,0.9858419948471439,0.3389861472390847,-0.7596539194918955
Frontal_Med_Orb_L,0.14114586488585462,-0.3029065447440918,-0.04932388370696659,0.0015765694139406093,1.0,0.16703372279324968,0.17859910611046492,0.23632991504483108,0.08612437590517545,0.05076337374696519,0.18468224521429794,0.2559209994078682,0.6665708359199717,-0.15519492737951443,0.4322820781548763,0.9099726618799608,-0.04256716918750288,0.40596424541389914,0.11968140128804275,-0.16684817112157105,-0.054778759075313474,0.0178252060285364,-0.019062586206746397,-0.08246109782946649,0.9338188222058285,0.5997396630427548,-0.8143320050056809,0.25112012876080725,0.1371606659449887,0.8923051556044371,-0.37724142897947655,-0.05011017880635345,0.011812814556406061,0.3609491923288261,-0.21758058374536515,-0.0831341386871928,-0.1320766560649964,0.27632863526375895,0.8402486915086884,0.40802999823508684,-0.0695327540187876,-0.19147000762904348,-0.0048217537856359025,0.04429018135670633,0.47652774722857355,0.8394161561512655,0.7788397662852714,0.17077336757378106,-0.9747535773862276,-0.07072844917645846,-0.022389275025153477,0.30166050882782913,0.6534370168179326,0.3454107927290302,0.01659390432802891,-0.3343540944674369,0.4765078190618293,0.5285730906756053,0.6880487029080841,0.24695138889233245,0.6337860372668906,0.47436963980712993,-0.010225532238429206,0.381827513139629,0.414915192842766,0.12128932854855472,0.569622654254348,-0.9719027098442463,0.3025461379745015,0.3317064910938557,0.3894241134685016,0.9210692570686153,0.20259475918030742,0.4406759370959288,0.26265378721536686,-0.015047871260724977,0.2840359694434021,0.07698763853322853,-0.08274315152567252,0.6229554555674935
Frontal_Sup_2_L,-0.6118187010788246,0.41991620206133723,-0.4567588242196035,-0.39985172527361895,0.16703372279324968,1.0,-0.5039141778792964,-0.7236398623374132,0.9536378855206025,-0.8266946857127756,-0.49776242085502104,-0.7476743770916991,-0.5566365032808458,-0.5455439827118145,-0.7591010941268791,-0.24801286551782148,-0.4967551488486474,0.3096237044138306,-0.9200621533481511,-0.888859018081378,-0.6235601542000802,-0.5697233827241034,-0.9223848934443576,-0.8413931374414615,0.28187478836104846,0.6972030681083794,0.19802065977333602,-0.617165222026422,-0.21299093766279145,-0.040930674212934094,-0.4884163773700553,-0.4985259867607475,-0.5398740740850876,-0.5176033801742617,0.812508423428006,-0.33137367752560887,-0.39889847046123295,-0.5518462114874585,0.6473181826373584,-0.47028054655367724,-0.7416944864546475,-0.8612330965936802,-0.8854717354074327,-0.24708096590009626,-0.7056108438042092,0.04360732943357384,0.7449216669232721,-0.8658921559113705,-0.16014049260455207,0.7892645627056103,-0.5230580452468719,0.3583214755126394,0.5423785549651965,-0.4434966376403652,-0.8694880574403369,-0.7700294692526417,0.09006779668512939,0.33552255314712676,-0.3430700261002129,-0.7682691918988029,0.499022454027611,0.26601833151743454,-0.815068443660198,-0.6657561042158074,-0.811312465132952,-0.8472286967725726,0.8884571037331288,-0.041618063213824955,-0.16927354167055264,-0.7398102183621043,-0.5994808200859457,-0.22275279172844134,-0.8895368578331799,0.9378386696968031,-0.733743051188901,-0.3108290210266,-0.6014642769502299,-0.3413075366379495,-0.9702584965706667,0.5664100586001098
Lingual_L,-0.05217056773790111,0.35497619092100796,0.9526207113031914,0.956121511310376,0.17859910611046492,-0.5039141778792964,1.0,0.1510025632617145,-0.4257111137838666,0.3015446377119579,0.9924899328039418,0.22164162211336458,0.24794543965190521,0.9410888085839827,0.3844787814990411,0.44757976853280207,0.9627433137951672,-0.7365082467289521,0.6821077134900076,0.4156492696544324,0.9407731972639708,-0.19014042015851668,0.7739984930659002,0.38726642943684747,0.3692943643887569,0.17179890536770812,0.03840169507707107,-0.01195525797447788,0.9410918358709396,0.5283669662029318,0.8219316870431107,0.9582687568501926,0.9724744748019695,-0.10056992603970892,-0.28158730830268464,0.9253562618259953,0.9131313429592137,-0.13293915815202456,-0.2569185609024457,-0.058916735957224374,0.24606062002039733,0.7797510402723844,0.7383072076433882,0.908296348855189,0.5367468565395601,0.39587962071648003,-0.14982153026393066,0.43538263314277287,-0.021817107972172935,-0.06517094265019459,0.9688631692062921,0.6030093154360742,0.37217284497931635,-0.027569748445145034,0.5930590771098071,0.37110641853246845,-0.5716701185868578,-0.6706383578461512,0.012604079968542915,0.24924546198183753,-0.6190105792095718,0.6643513714847918,0.29161796459848166,0.12731724364005584,0.57128746261838,0.3327843494613306,-0.4406763169934414,-0.319020665770314,0.9134805970794813,0.7217737353746428,0.016805370220690757,0.38008491678662537,0.4862555093447297,-0.36312578262897993,0.11919193399463864,0.9304700655910452,-0.06097896465392813,0.9270554490862978,0.4917237186413144,-0.6377662380706709
Temporal_Pole_Sup_R,0.97035920414605,-0.8051474919758538,-0.06615556578139063,-0.10193727931329775,0.23632991504483108,-0.7236398623374132,0.1510025632617145,1.0,-0.8751900293943483,0.9627868903352592,0.19726615042933782,0.9970071562340702,0.8390252157268867,0.029617313692628194,0.9409327616037668,0.5081642527857801,-0.010749985739723788,0.3543005359912625,0.7911628822374986,0.8528537961362735,0.09097286131309966,0.9251861305008159,0.6311423474977045,0.8935178738382857,0.0016381370166035647,-0.5985601068185553,-0.6259089095899972,0.9829972196625448,-0.16265071273224274,0.12753957555280213,-0.13546691943299757,-0.018354898057120556,0.04812312981127984,0.9519362895233574,-0.9843220241094452,-0.18211015088038382,-0.16162465128560702,0.9518078730617194,-0.16171078845097728,0.9400564177755768,0.911122638882066,0.5536081465434731,0.7173180987018795,-0.25913427314588916,0.8856468631150893,0.3797531320912167,-0.32179357696920613,0.9445931290151084,-0.34394276108411326,-0.9728290327206395,0.02726985926749744,-0.5954114370614294,-0.4541783748279712,0.932910261663673,0.8359089920188066,0.7330160069844432,0.5724705305677307,0.33764400813658546,0.8413871792710109,0.9915147403275477,0.16958326575539556,-0.4456863696634564,0.9450204811325282,0.9840123251574364,0.8570579761689893,0.9711094107456304,-0.48340286724676,-0.349940679635094,-0.19330812154996607,0.7752003886878142,0.9697579886716048,0.5386875023722907,0.9221757675425347,-0.6734405407428342,0.9928710082780059,-0.192384637228321,0.9720902453339056,-0.16696373223093544,0.8328994189576344,0.08487566725570149
Parietal_Sup_R,-0.7963908762935085,0.5373495282412756,-0.31171950145233746,-0.2579927353674529,0.08612437590517545,0.9536378855206025,-0.4257111137838666,-0.8751900293943483,1.0,-0.9544454175120186,-0.4482473089743642,-0.891438572451452,-0.6432571946368985,-0.42371518674191583,-0.8545824431858869,-0.3061659093642528,-0.361751516033918,0.11116005180357065,-0.9385125123648754,-0.9740850729634476,-0.4721095851892711,-0.7539959214644836,-0.884608518038152,-0.9594355941045155,0.22834618665693013,0.7277994276407403,0.294926155112062,-0.7915231744571485,-0.11761623755977005,-0.00971895307285394,-0.32346300177324316,-0.35856435437037426,-0.4053848250228228,-0.697188231451574,0.9276986824930858,-0.1933201296274727,-0.2397928016268228,-0.7219608911827101,0.5614054199432781,-0.6690769214522675,-0.9042057813541641,-0.8473261604426494,-0.9136131257928986,-0.08533009019228897,-0.8175216711935284,-0.11580270182790102,0.6667501224010866,-0.9578064507729334,-0.038992574155120106,0.9025375415688992,-0.3925505400379478,0.4598894219121215,0.5565934021438362,-0.6718699564949674,-0.9502070177657594,-0.8800917259014254,-0.12326064348118401,0.14365006485650225,-0.5165001131588906,-0.9012483209022217,0.3223709144773252,0.35560086957354037,-0.9491526330776754,-0.8102094644329498,-0.858132566096008,-0.9597391476677066,0.8317176150776673,0.06349746281218495,-0.04573253146687866,-0.8215945946944275,-0.7544703759665595,-0.30146552927002834,-0.956806172300505,0.9284729279040734,-0.8639165441526574,-0.16715425027831704,-0.7644096488959448,-0.17664416751264103,-0.9904953689266185,0.4017260304488755
Thal_IL_R,0.9226192175612031,-0.6450495492562321,0.12110185792843249,0.07681294524210149,0.05076337374696519,-0.8266946857127756,0.3015446377119579,0.9627868903352592,-0.9544454175120186,1.0,0.35036161454888565,0.9688120179578387,0.7184478032854371,0.2391007714505829,0.8998599798082793,0.3837291027816185,0.17722273735663813,0.1292941728433657,0.8748245356591543,0.9606825941750565,0.267260039663934,0.8753418295777768,0.7623615717373056,0.9790929827055446,-0.12424393034984081,-0.6777747627560187,-0.415697736765995,0.9157453717864545,-0.006039373947583524,0.022794070740960876,0.09890999587039224,0.16887039622097003,0.22292534683363036,0.840929080708413,-0.9718808590582055,0.015453102178940765,0.03971557731678048,0.8501043790698356,-0.38403174370153936,0.8360395956633472,0.9728666504496488,0.7366697771059442,0.8500846267588533,-0.09788684680276674,0.8739221716651759,0.29131205907789665,-0.5018612933294947,0.9720205594551701,-0.13096109101029937,-0.9476206613841223,0.21054998485359236,-0.5300751120084882,-0.5023252350860272,0.852500312491008,0.9362361409757411,0.8768924161367909,0.35885171967081875,0.09740196239540307,0.6829285884564844,0.9689215476130705,-0.078693798493914,-0.41098601163167825,0.9962848559175821,0.9079897009834884,0.8538372122693889,0.9931429357860172,-0.6740649401679489,-0.19833613095225863,-0.08422551427218157,0.8387725876217443,0.8726988888275152,0.3990503558308648,0.95140427587036,-0.8189710489729158,0.9385526703202364,-0.012003783791811572,0.8831026123262395,-0.015948637435040824,0.9212750972596865,-0.16396848745944803
