,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Raphe_D,LC_L,Thal_VA_L,Cerebellum_3_L,N_Acc_L,OFClat_R,Vermis_1_2,Thal_VL_R,Occipital_Mid_R,Precentral_L,Frontal_Sup_Medial_L,Parietal_Inf_R,Cerebellum_6_R,Insula_R,Cuneus_L,Hippocampus_R,Temporal_Pole_Mid_L,OFCpost_R,Angular_L,Vermis_3,Rectus_R,Thal_MDl_L,Thal_MGN_L,OFCant_L,ACC_sub_L,Cerebellum_4_5_R,Thal_PuI_R,Parietal_Sup_R,Cerebellum_6_L,Putamen_L,Temporal_Pole_Sup_R,ACC_sub_R,Vermis_9,Raphe_M,Thal_IL_L,OFCmed_R,Supp_Motor_Area_L,Thal_VPL_L,Cingulate_Mid_L,Thal_PuI_L,SN_pc_R,Hippocampus_L,Frontal_Med_Orb_R,Postcentral_R,Olfactory_L,Thal_LGN_L,Thal_MDm_L,Cerebellum_10_L,ParaHippocampal_R,Caudate_R,Precentral_R,Thal_LGN_R,Fusiform_R,SupraMarginal_R,Occipital_Sup_L,Frontal_Mid_2_R,OFCant_R,Heschl_L,ACC_sup_L,Frontal_Inf_Oper_L,Temporal_Sup_R,Occipital_Inf_R,Parietal_Inf_L,Thal_PuL_L,Cerebellum_Crus1_R,Cuneus_R,Cerebellum_Crus1_L,Thal_MDm_R,Rectus_L,Thal_Re_R,Precuneus_R,Frontal_Inf_Oper_R,Temporal_Inf_R,Thal_VA_R,ACC_pre_R,N_Acc_R,Vermis_6,Calcarine_L,Cerebellum_9_R,Cingulate_Post_R,Frontal_Sup_2_R,Thal_PuA_R,Temporal_Mid_R,Cerebellum_9_L,Rolandic_Oper_L,Postcentral_L,SN_pc_L,LC_R,Cerebellum_Crus2_R,Amygdala_R,Thal_PuL_R,Vermis_8,Temporal_Mid_L,Lingual_L,Frontal_Inf_Orb_2_L,Olfactory_R,Occipital_Inf_L,Parietal_Sup_L
Frontal_Inf_Tri_L,1.0,-0.8195973173413476,-0.6940191541431011,0.2679092206225693,-0.6671184695289181,0.316242521382605,0.5198579470658751,-0.6029321695728741,0.3491892476879265,-0.7572764613862997,-0.06740334574556438,0.6495224168896419,0.5346105993848914,-0.8553612416648474,-0.0007906557205441538,-0.6945976840953253,0.4030706494833229,-0.6103403984472047,0.025725856793202564,-0.6255876245952137,0.9081484970757407,0.15715467959108262,-0.5930994318517869,-0.7391022511630763,0.17261916673743016,0.7057233655262001,0.649323262576063,-0.08172421445167488,-0.6371605948492267,0.7677515241037451,0.21003745961289583,0.33202442768066265,-0.6943031518754689,0.8303640514659012,0.2201855741298339,-0.5561577343264991,-0.4779345062829183,-0.6237254055482959,0.08882944195579034,0.08925382734673759,0.0613656369214134,0.22362225047074885,-0.6986699871017333,0.3058099556286815,0.20107349323084747,-0.8310512354814599,0.17507282269763041,0.2973151998027206,-0.7531729349337545,0.11059482249741105,-0.6054884706953166,-0.06466613968109676,-0.695049665575692,-0.5813556993353372,-0.47660305058466396,-0.7729724486203035,0.7399191501161111,-0.8124133046595865,-0.6713025940683386,0.27168381932249785,0.6519096766932324,0.8769700791871856,-0.7117363819939019,-0.2859843867996952,0.8691031941922329,0.02119688807138408,-0.3903388820576433,0.1670785120906696,0.45134598716711644,-0.755433525833744,-0.3144862394274217,-0.5697877784867728,0.45940084256209135,-0.824029566915865,-0.655870844785416,-0.5363530000645413,0.9929546690607964,-0.34271233126498096,0.16929230533185233,-0.2974848881951548,0.05970443153651236,0.0665899842292382,-0.1537824663755249,-0.8080701480409115,-0.7361037250716358,0.10995100718848086,0.176383067826006,0.5528326044314222,-0.4137515225311625,-0.5444705369106162,-0.6664512153059599,-0.6086553196391536,-0.45060625429184775,0.07475880859868718,0.8493697207672428,0.18795735238054787,0.8538501430391962,-0.3079854776882105,0.6551938213739678,0.6829630858080225
Frontal_Inf_Tri_R,-0.8195973173413476,1.0,0.9557831045879498,-0.38897859652949557,0.7104371638943807,-0.4587104663939634,-0.20167848668797772,0.7716755001108258,-0.486131330816293,0.7649592928127494,0.47516269575700687,-0.8517489504499282,-0.2736429384434941,0.9063235380074349,-0.06093149077924857,0.9516497523868289,0.02538336918695494,0.7358651057707963,-0.2138833725373057,0.934346269604585,-0.7110687758750124,-0.3197511626114452,0.8521284554211473,0.8764778096297132,-0.35331573004084976,-0.25627495378700665,-0.344638540070359,-0.01359220253146238,0.7069289198451437,-0.7539959214644836,-0.3556036686153096,0.19862837173248288,0.9251861305008159,-0.3872907822610999,-0.40851083938935123,0.9106129615884923,0.49605400274495454,0.8704535510664723,-0.4894889302360162,-0.3413228523027238,-0.22813710952146765,-0.4354824246180131,0.9589437561090114,-0.3745988392357027,0.21332230734140556,0.9358924495223174,0.2659258843650459,-0.46047288613268467,0.8748969873713722,-0.3091424218681985,0.7783873876845817,0.6098445392822723,0.9404163515415945,0.6631647252417618,0.6084176086787778,0.9800583021385474,-0.42940313738725494,0.8727265858370606,0.8850036770404436,-0.4603887635562261,-0.21225875381145695,-0.8275634136468016,0.8560585526407488,0.690090173008797,-0.8443019525751149,-0.34167643670109943,0.4968745116040821,0.2749307120547935,-0.4732298542489995,0.8396545885206282,0.6404789535720155,0.6033884822933909,-0.2001001255683846,0.9906490056996871,0.8357893390687107,0.5506488106885378,-0.7971606048002633,0.5491454309617274,-0.13481380346953994,0.5115872811365956,-0.24296591401797002,-0.2287362455598191,0.22378123241414016,0.9378575037164784,0.9379928706893084,-0.3113092670656369,-0.42484597092930826,-0.8638909317016567,0.6022616175141154,0.9167039444462658,0.9154661690569067,0.8864649373640541,0.38310326895100066,-0.1569648361440791,-0.8525897496789152,-0.19014042015851668,-0.7292058371127098,0.7242364875774003,-0.28085653235572894,-0.8652041267283307
Raphe_D,-0.6940191541431011,0.9557831045879498,1.0,-0.3547683357125851,0.659723384087747,-0.4271052127899172,0.0630791456190009,0.7599875573104835,-0.4247526822930759,0.6866374071482297,0.5770488448346004,-0.9314304603401,-0.24162250778669153,0.8204247208465968,-0.03279804153762581,0.994630389364396,0.17138878169155533,0.7777544935555281,-0.1876728463522224,0.9921008598204947,-0.5867421330163688,-0.3043344353337235,0.941517172284752,0.7992975325820865,-0.38707163245389054,-0.020996150165738983,-0.14243243540204595,0.009268030329079408,0.7133915969390058,-0.7219608911827101,-0.3444408778136614,0.4315681279661857,0.9518078730617194,-0.21311803522050454,-0.3882793916934294,0.9687242548988123,0.4768030689926187,0.962566578230323,-0.7149317676266987,-0.40240313426676094,-0.2605094865032479,-0.4413400574733767,0.9846024301348902,-0.31663162407425843,0.45609172689807415,0.8211005747553494,0.5062572290186179,-0.4621911526450535,0.8282529130525437,-0.3358547300703471,0.824943206191826,0.7549105514334442,0.8995965539184073,0.6379362019178292,0.6647139307773398,0.916547695051748,-0.2894837389384757,0.754855111319559,0.9479659977505829,-0.45244580015330854,-0.0019097397304474596,-0.7355169486408799,0.8593690239710858,0.7706928439068684,-0.7907192381587131,-0.41032722950507167,0.5274499878631657,0.40659129281560596,-0.4279540898508959,0.8008317096379738,0.8179239765468517,0.5684085564579069,-0.07170775084434948,0.9591165755343934,0.8796349077210148,0.4279728961360398,-0.6637122960391489,0.6945719356297014,-0.08846165036637862,0.5695251440501928,-0.26537358681459927,-0.22987795692753538,0.08656840741458699,0.9380239016708152,0.9575115295821564,-0.3291713318089401,-0.44811480108766594,-0.9649788394230417,0.7133143409930751,0.9442403607356541,0.9585671608131198,0.9596046411205882,0.3934942639846131,-0.14170659606425523,-0.7660920214681888,-0.13293915815202456,-0.5885292484885525,0.8794341771930473,-0.12643839037993987,-0.8994290834071157
LC_L,0.2679092206225693,-0.38897859652949557,-0.3547683357125851,1.0,0.3576073159743025,0.9913709289943201,0.4330800033521693,0.26981407642368,0.9796191514295831,0.2592795006872684,-0.8120272465897784,0.5367563710089922,-0.6485661714498238,-0.67295058728746,0.9363919937689135,-0.28623486543660026,-0.6500480533293751,0.29488258259702527,0.9553069593745785,-0.3351519253915557,-0.14369021116442723,0.9871898329947265,-0.05740327272040991,0.05339408186497932,0.9603500776160172,0.2654475286771857,0.6427235789928526,0.9169839284798387,0.34025931749975913,-0.2704342048715988,0.989755459192882,0.01930620899902959,-0.07761802789191433,0.2598350233057421,0.9845169978991507,-0.2965049140184769,0.59926197099338,-0.18128509830733108,0.23933668835646144,0.9377511991747635,0.9576233680833939,0.9790383355283302,-0.24258022612271143,0.9905846692751388,0.2637277397254557,-0.5888261779447865,0.18431026106869555,0.982532795439665,0.09463662287316679,0.9703007104764505,0.22559749537636375,-0.281899427065571,-0.6546477772673113,0.41523048698080184,0.4541632954135641,-0.5185994983125366,-0.41979543345284115,-0.7131804756630212,-0.06067878991498322,0.985013784230814,-0.3220497849681632,0.6895277545993199,0.12784494866297258,-0.7573956352419914,-0.0896011341514058,0.907802242711199,0.5851793580956189,-0.7395193509080662,0.955238651327136,0.16599403602110677,0.029022897705622733,0.46080372143125703,0.7798046451068419,-0.27123731383963406,0.11853855044896484,0.4402369014534268,0.2381321655230381,0.35443847170989773,0.9310199857225919,0.5255375109461576,0.9636627227234911,0.9740734493428124,-0.8752742222361932,-0.09780281481633003,-0.10624764939849578,0.9728911307490152,0.9647828557500148,0.4131822667997147,0.3694479567248409,-0.2773221436183942,-0.09580103048306321,-0.10677184766908955,0.67421188832137,0.9573306164412714,0.7180390334052196,0.959289539133162,0.7087158009327024,-0.17981886809385528,-0.4835062092110097,-0.0663042583331849
Thal_VA_L,-0.6671184695289181,0.7104371638943807,0.659723384087747,0.3576073159743025,1.0,0.29158575923904356,0.02247287798596579,0.9747621768902182,0.24317029117001948,0.9889557198322304,-0.19629498721391755,-0.4079559761034443,-0.7901769464945476,0.42112163402860475,0.6462165918775574,0.7071680514144348,-0.5390593514477304,0.9389373903135458,0.5147460837386257,0.646618691509043,-0.8722613335454242,0.4338703284050982,0.7661602101012477,0.936990385991029,0.40216306883565733,-0.15384789311285577,0.0656874458326663,0.6808185486770747,0.9653288300458166,-0.972314195062038,0.402072424443326,0.10909317180024211,0.847844190561845,-0.2684383099632672,0.3415325375534858,0.6444302660391438,0.9593620647056889,0.6885475513932189,-0.2176111301534166,0.4054399313103345,0.5203395474785264,0.3203483762699095,0.754619061045603,0.36148019421616,0.31247567971343654,0.5206387173255838,0.30572463080360157,0.2956218770520561,0.9579010853142755,0.44742345088673163,0.9260858838495873,0.3201736972820237,0.4431893629808594,0.9903156722611688,0.9302443640164519,0.5971711793502039,-0.8110612716191641,0.3669404382310937,0.8086393159183509,0.29508976942134196,-0.5493595290995902,-0.336325007025398,0.9455868914417335,0.06949830782673767,-0.9321997638749023,0.38715415159491534,0.9308412091703281,-0.3529863439593891,0.2454330793214354,0.9757199401010674,0.5867930503456904,0.9721189754729451,0.3357026321913453,0.7886012088779247,0.9039793186307975,0.9284979102036536,-0.6761938366153774,0.7617635715600037,0.5611685197417864,0.8847136454048191,0.508184525744681,0.5189940130751375,-0.398928463437833,0.857615070708083,0.841341212885888,0.44516800660543365,0.32882810052489725,-0.5009073902998801,0.8408392240554834,0.6825497106912326,0.8201339580037691,0.7677169910316499,0.8943144194963106,0.5741912549400183,-0.3345436790929327,0.5227511988255392,-0.2440565723658943,0.512204171522215,-0.7187551991658483,-0.8966945845792493
Cerebellum_3_L,0.316242521382605,-0.4587104663939634,-0.4271052127899172,0.9913709289943201,0.29158575923904356,1.0,0.4190300080717572,0.1983212024955757,0.9906502814279436,0.19090174438814067,-0.8381659523417101,0.5923490530116072,-0.6136681148665566,-0.7231609999033385,0.9131586846566675,-0.36104573834678433,-0.6490363912659546,0.22132512848386793,0.9490451119241988,-0.4072563974428241,-0.09208241625403502,0.9860156472116858,-0.13219339612794803,-0.02143012749215533,0.9665102093063447,0.26106382501794584,0.6401253083023939,0.8915358897648193,0.27820994985773906,-0.20497694108329315,0.9912862992467514,-0.01794122861262711,-0.15370091825295232,0.2691433851252709,0.9921411913601174,-0.37792513638136366,0.54122650554446,-0.2555020631263297,0.27862845201474884,0.9429850419767535,0.9514037099658528,0.9872615891208198,-0.3200140147994404,0.988374335374492,0.22048835030153144,-0.6467472223968302,0.14068030616451693,0.9917350447967341,0.018623142418124256,0.9696395327127814,0.15058919061461315,-0.3403248339810626,-0.7161488234368958,0.35268513669113105,0.3879200625473306,-0.585480521656518,-0.38526682803014634,-0.7580991878622836,-0.13509143713248864,0.9954728186162098,-0.3126571620914568,0.7299457318116671,0.05192684187450092,-0.7997247338556526,-0.02290280537378146,0.9163778638735025,0.526678082906791,-0.7541267997391545,0.96650532378579,0.09248755081165887,-0.036939582948930474,0.4097425570662573,0.7545490302070488,-0.34279627275474256,0.043515348255683324,0.38702450309277897,0.27867651746947364,0.2923052653062114,0.9109269238110764,0.45866055569591047,0.9597925195479514,0.9644627790927043,-0.8627356926782703,-0.17193746247228217,-0.18407453417344155,0.973483703046586,0.9754321381736237,0.4767682241454013,0.30516101944413476,-0.3509088626016344,-0.16964669695944737,-0.18235507833856002,0.6229039033581277,0.9458840515408584,0.760828213577045,0.9429411243110413,0.7365647171185139,-0.2508342519208762,-0.4603595154895836,0.008572725702801138
N_Acc_L,0.5198579470658751,-0.20167848668797772,0.0630791456190009,0.4330800033521693,0.02247287798596579,0.4190300080717572,1.0,0.1414660009347934,0.49535715397676217,-0.10362261856764114,0.11106751137638082,-0.06888077486069373,-0.059767319186306976,-0.47710348137483294,0.41666175668094285,0.09777654923128591,0.30432578345785943,0.272317587805626,0.366255522357969,0.14099257930993436,0.3596770035349244,0.3648979359423165,0.3122907205422756,-0.13462592383586044,0.21664081599339516,0.9128089587748405,0.9131489637418672,0.3810137400824602,0.1792781955606051,-0.00971895307285394,0.36189032273050414,0.8368772304341269,0.12753957555280213,0.7520051859791558,0.366729082541515,0.17703981308937078,0.19118202998520273,0.26563957626532736,-0.6465046171091874,0.11043611192750279,0.2253818509957451,0.2925209418610603,0.0704334127386031,0.5193644601815367,0.9111144715584641,-0.49799746501471853,0.8840077723808776,0.32167649802732773,-0.04222996705159256,0.23404457199494538,0.2754857526752808,0.49293576411121703,-0.27051679007460155,0.11962742585070878,0.3741084737531069,-0.29015818575483615,0.33543487626926954,-0.5727745814066415,0.22113506205307004,0.3355365542434096,0.6122402456340107,0.5434275990741573,0.1113232791097853,0.07404805865768957,0.12507435149576823,0.04807503995030516,0.34689661120348364,0.23521413204266262,0.4868380313390569,-0.006727485715232473,0.6069332503493957,0.08898991002613486,0.7595159506969553,-0.12870201371452897,0.2275019223921281,-0.14329557862489775,0.5411430282810423,0.5983838943751267,0.503474769458617,0.44142502209596446,0.24708382325218636,0.3173685898884897,-0.6762084375809514,0.006472892112208604,0.08416536156655746,0.2558468088645748,0.22053026329089367,-0.22052092176815227,0.5068240749142647,0.10253855590947394,0.16775231871053511,0.2600868303402536,0.2494734471578813,0.38135709288700825,0.5174117899653484,0.5283669662029318,0.7088881186734997,0.5055527756606674,0.3717926945320089,-0.18207004795691378
OFClat_R,-0.6029321695728741,0.7716755001108258,0.7599875573104835,0.26981407642368,0.9747621768902182,0.1983212024955757,0.1414660009347934,1.0,0.159490829611161,0.953521529061048,-0.01189425852992826,-0.5120775490069214,-0.6679544659708141,0.45526928252772475,0.5760974854717265,0.8018104865455408,-0.3481155599007064,0.9607856105590495,0.40895247801686774,0.762222161337256,-0.7784917875956879,0.33137588238499666,0.8572704388930377,0.9508701995157395,0.28497105278551343,0.0064267582306803735,0.15511734427021548,0.6017186257517145,0.9621359370659027,-0.9412953390644478,0.30296147529015627,0.3049777790711343,0.9189831764729811,-0.12104580803697966,0.2343449713073775,0.7689705097675127,0.9192568699157893,0.7840478776731677,-0.39224357712268626,0.2638135010578648,0.40772051237001516,0.19969237085851313,0.8428992582336552,0.2940068147804593,0.4622979971854899,0.5576797246682637,0.4673393456021396,0.1896263322220178,0.9711418253029673,0.3263200167439797,0.9663944176895716,0.5183506779463937,0.5396103426533561,0.978306965562369,0.9475760012264112,0.6689846099071579,-0.6661704887574318,0.39989178677555187,0.8819310960003109,0.18418822758665093,-0.3610977761853554,-0.3423632244674686,0.9745006307481205,0.24405629703098122,-0.9046637618712364,0.22717931374703673,0.9279729581792462,-0.15649143008586736,0.1910323796619931,0.9761755455053582,0.7106232536117019,0.9441469122999145,0.3859721832452988,0.8411018832189949,0.9522710445224628,0.8760033861815744,-0.6051439531668968,0.8256889785401887,0.5210757346843307,0.9197220314232281,0.392818525038877,0.4130002937826304,-0.3540779372362162,0.8954230885108793,0.9039617375776416,0.32533620907423144,0.19565731125721592,-0.632513231748526,0.8907968219790132,0.8050733769628831,0.9007646436763362,0.8637020541957103,0.8332847604065942,0.4956804704638395,-0.35844075566893285,0.47415667680031776,-0.22052533263456323,0.6690926869423685,-0.5494836439806469,-0.9468208570813447
Vermis_1_2,0.3491892476879265,-0.486131330816293,-0.4247526822930759,0.9796191514295831,0.24317029117001948,0.9906502814279436,0.49535715397676217,0.159490829611161,1.0,0.13566364446845022,-0.801491910244474,0.5553175564734568,-0.5973896107804413,-0.7457390773567911,0.892101202616835,-0.36044890328307166,-0.5998327228963948,0.2126807702373402,0.9429819592611206,-0.4031695332086693,-0.04454041697127252,0.9708751230610893,-0.11797000322998936,-0.08286294496514157,0.9257655939106706,0.31552068740611644,0.6766475923055939,0.8742335267564062,0.257655921319529,-0.17664416751264103,0.9702002727233611,0.03429428918296946,-0.16696373223093544,0.29724431569990384,0.9857871555737361,-0.3824183521252556,0.5004993882433727,-0.23364208586406332,0.20400916959011153,0.9006260043627118,0.9126678608863276,0.9679815173436658,-0.33317880393796717,0.9838583661655866,0.27962329089593707,-0.6937515325595499,0.19923805206262124,0.9672775258669501,-0.02866690535790531,0.93752817849323,0.14121841719875203,-0.3207254954042559,-0.7391558910148556,0.3065887546448137,0.3781019807369655,-0.622796677982375,-0.33236270493730236,-0.7942365147199368,-0.12916722121336183,0.9802140085186452,-0.24426051357945439,0.7428202545912775,0.02824619069096746,-0.7771083551578571,0.007521279703806153,0.8810720120020276,0.49917176629617493,-0.70964277492363,0.9469131585262797,0.05263004014102217,0.009565622143390249,0.36823690285620586,0.7503044645784267,-0.36854443769394374,0.03558183696928612,0.3039925289444073,0.31610758273371653,0.32226999975258064,0.8830829711685312,0.43048500621090996,0.9280393932610596,0.9412926989826088,-0.8993943641956014,-0.18512146040828523,-0.19769424667931257,0.9461091147494431,0.9519382127756397,0.4457672991028905,0.31728725164833216,-0.37546805998822363,-0.17798396334393507,-0.17574948948079466,0.6053385779571543,0.9203340214270195,0.7742572090377503,0.9270554490862978,0.7637088499144694,-0.21650210341226622,-0.40526192160543634,0.018389214061917764
Thal_VL_R,-0.7572764613862997,0.7649592928127494,0.6866374071482297,0.2592795006872684,0.9889557198322304,0.19090174438814067,-0.10362261856764114,0.953521529061048,0.13566364446845022,1.0,-0.1630509060063603,-0.44908551799243807,-0.7685751043808511,0.5224705345041417,0.555203807129848,0.7288045638430949,-0.5430433530497691,0.9117389024710078,0.4291193164386183,0.6640237531834556,-0.9201172083701338,0.34231056670764043,0.7539961875653796,0.9569559433892558,0.3230134015914053,-0.27493381387335525,-0.0747728033562319,0.5966926290761315,0.9417602085585537,-0.9740850729634476,0.3088538302142736,0.01826068070851768,0.8528537961362735,-0.38362817272830124,0.24809571763207608,0.6574917755945704,0.9171923025961184,0.6911448255682903,-0.16971226038293466,0.3416432455064235,0.44340539952716085,0.2364867614553736,0.7763830498915926,0.25160336174153025,0.20892456329687328,0.6149008539150221,0.20794870249110775,0.20469669444028094,0.971009765654754,0.3697902359782751,0.9007062063821429,0.28359540375148506,0.5165302092790581,0.9632782764902805,0.8798776513694065,0.6669275317853801,-0.8383414548721457,0.4749548681270984,0.8065698836664691,0.2038808042736901,-0.6052613744161854,-0.44853185424213904,0.9424278924240401,0.10742599759186625,-0.9591981504036466,0.3338999023433187,0.8718983373459045,-0.34074612870582827,0.13278262558101417,0.9823871699106026,0.538786997287366,0.9400307603479491,0.2106845051572917,0.8306825277356291,0.8902429599539914,0.9194472055752736,-0.7627438717999439,0.6958802424266918,0.45780785887903425,0.8202812876610138,0.42967959677544865,0.43533558172579967,-0.2924513570587951,0.8805727101480537,0.8553917030354311,0.36529314339233776,0.25236615495393117,-0.5149899525904771,0.7835541890039261,0.692847510623312,0.8222471398718453,0.7621030716372802,0.8445157874846047,0.48099524581629854,-0.4431690958785715,0.4156492696544324,-0.3710053593678072,0.4828243007890469,-0.7451015144915533,-0.8893548777013728
