,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_Re_L,SN_pr_R,Precentral_L,Frontal_Inf_Orb_2_R
Thal_AV_L,0.8010289838908732,0.9896703542157453,0.7252475875201858,0.9613362593660627,0.11108768831090425,0.8882641643629985,-0.44621886875315386,0.20088177955717587,0.9147569425045443,0.4405739183268034,1.0,0.14797014615544044,-0.08929610957933058,0.186468978176741,0.8100531859430978,-0.03349233378148465,0.8487118815610046,0.9443068750127872,-0.49409298241063704,0.9054386334051194
Thal_LGN_L,0.24586140473114776,0.08925565535199977,-0.4458019046680625,0.03156317669130587,0.9953003492389746,-0.087837460127491,-0.6895357125447106,-0.8342388267954066,0.0069086213219544945,0.9400459637238967,0.14797014615544044,1.0,-0.028565345240218223,0.9827605655929338,-0.22908775573426618,0.9817149099286746,0.5513676350638698,0.1302990415526325,0.6474796336842358,-0.11376528315185096
Paracentral_Lobule_R,-0.536552084764498,-0.13433149607653092,-0.4240789536427906,-0.26233240032450605,-0.08874788315099408,-0.32297787696469765,-0.5462513236152975,-0.43827433324214954,-0.3670223153769993,-0.1638662094249102,-0.08929610957933058,-0.028565345240218223,1.0,-0.044865470882506114,-0.4707592249805339,-0.06497980676584593,-0.17944959795079193,-0.3189245115977742,0.2940263661353741,-0.3770397570760993
Vermis_9,0.33289543236940805,0.1463457870842195,-0.3790914536382305,0.10073426819806242,0.9872060686411386,0.0031963813155274296,-0.7195267491917569,-0.8114363178989379,0.08759378817022931,0.9513388761209675,0.186468978176741,0.9827605655929338,-0.044865470882506114,1.0,-0.14965103750106715,0.9597262135544199,0.6245220217117697,0.20356324422200447,0.5463232746023148,-0.04405367716399994
Amygdala_R,0.8720970945592548,0.8688823987289817,0.9708639175277921,0.9314939130182438,-0.22555631371624907,0.9706180630025023,0.06439462926270427,0.6399773249531527,0.9615023979346446,0.10143298855708309,0.8100531859430978,-0.22908775573426618,-0.4707592249805339,-0.14965103750106715,1.0,-0.3578355711493983,0.636284762533375,0.9104201907954401,-0.8525584287904864,0.9815638918471732
Temporal_Sup_L,0.12660468613849887,-0.08846189097328765,-0.5632405961031965,-0.1343030366054593,0.9881118992177175,-0.23790100504745673,-0.5839925494157778,-0.856515136626673,-0.1446732854806098,0.8749622700612638,-0.03349233378148465,0.9817149099286746,-0.06497980676584593,0.9597262135544199,-0.3578355711493983,1.0,0.4076789330583415,-0.02801395922522966,0.7294116270146208,-0.2643164130634059
Thal_Re_L,0.8716865988928171,0.8500086874407426,0.44913904080022365,0.832628880264021,0.5400258674080701,0.7665226679390261,-0.6467605972475347,-0.17775590396152022,0.8156267367329999,0.7839230512715064,0.8487118815610046,0.5513676350638698,-0.17944959795079193,0.6245220217117697,0.636284762533375,0.4076789330583415,1.0,0.8771138049826046,-0.23731292259789905,0.7341773581878251
SN_pr_R,0.9413866112983738,0.9705370892357871,0.8083571107720713,0.9875490178564521,0.11843128536946662,0.9665987544027599,-0.3155962989211593,0.2922051140498707,0.9865690626120693,0.4521472410246415,0.9443068750127872,0.1302990415526325,-0.3189245115977742,0.20356324422200447,0.9104201907954401,-0.02801395922522966,0.8771138049826046,1.0,-0.6188506694379505,0.9617114927629006
Precentral_L,-0.5610219145710027,-0.5892573078731258,-0.9207295498777956,-0.6717565734395365,0.6352359339507349,-0.7890018016829193,-0.320992603935465,-0.8332257887579129,-0.7201100142666477,0.37347063530101676,-0.49409298241063704,0.6474796336842358,0.2940263661353741,0.5463232746023148,-0.8525584287904864,0.7294116270146208,-0.23731292259789905,-0.6188506694379505,1.0,-0.7708519082161865
Frontal_Inf_Orb_2_R,0.8883361770870225,0.9437909694167516,0.932876373754006,0.9807640350650615,-0.12231962770772525,0.9848871450955622,-0.09406678332441276,0.5263548362681981,0.987782318669332,0.21976675354435318,0.9054386334051194,-0.11376528315185096,-0.3770397570760993,-0.04405367716399994,0.9815638918471732,-0.2643164130634059,0.7341773581878251,0.9617114927629006,-0.7708519082161865,1.0
