,Temporal_Sup_R,Occipital_Inf_R,Vermis_9,Thal_IL_L,Cerebellum_7b_R,Temporal_Pole_Sup_L,SN_pc_R,ACC_pre_R,Parietal_Inf_L,ParaHippocampal_L,N_Acc_R,Cerebellum_Crus1_L,Frontal_Mid_2_R,Occipital_Sup_L,ACC_sup_L,Cerebellum_Crus1_R,Vermis_6,Pallidum_R,Thal_IL_R,Cerebellum_4_5_R,Supp_Motor_Area_L,Thal_MGN_R,Pallidum_L,Cerebellum_Crus2_L,Cerebellum_4_5_L,Vermis_3,Frontal_Mid_2_L,Parietal_Inf_R,OFCant_R,Thal_VA_R,Temporal_Pole_Sup_R,Heschl_L,Red_N_R,Cerebellum_7b_L,ACC_sub_L,Precentral_R,Thal_PuM_R,Cingulate_Mid_R,Parietal_Sup_L,OFCpost_R,Fusiform_R,Angular_L,Cuneus_L,Cingulate_Mid_L,Lingual_L,LC_R,Cingulate_Post_R,Occipital_Mid_L,Thal_PuM_L,N_Acc_L,Paracentral_Lobule_L,Thal_Re_L,Insula_L,Rectus_L,Thal_PuL_L,Thal_VPL_L,Frontal_Inf_Tri_L,Thal_LP_L,Cerebellum_9_L,OFClat_R,Raphe_M,Thal_MDl_R,Frontal_Inf_Orb_2_L,Frontal_Med_Orb_L,Vermis_7,Caudate_R,Vermis_8,OFClat_L,SupraMarginal_L,VTA_R,Cerebellum_10_R,Supp_Motor_Area_R,Temporal_Inf_R,Fusiform_L,Angular_R,OFCmed_R,Cerebellum_3_R,Insula_R,ACC_sup_R,Thal_LGN_L,Amygdala_R,SN_pr_R,Occipital_Sup_R,Vermis_4_5,Cerebellum_Crus2_R,Cerebellum_6_L,Thal_AV_R,Thal_VPL_R,Putamen_R,Thal_VL_R,Calcarine_L,Frontal_Med_Orb_R,OFCmed_L,Frontal_Inf_Oper_L,Cingulate_Post_L
N_Acc_R,0.8470756886003228,0.26360375874816755,0.3171459923725938,0.7874136529660648,0.8495603027107493,0.4618129937733618,0.7366628124439479,-0.3268729238970623,-0.717998984311526,0.6493565295882182,1.0,0.26662235242388377,0.09106325811765759,-0.4083273252185831,-0.018369473516497363,0.8692072540214448,0.5545665099447284,0.89413443195841,0.7875208599100993,0.6259272048442762,-0.7100031791639155,0.6645062219475837,0.962835215026139,0.7224491859027307,0.34817176600861766,0.3854953114585958,-0.6916209817576796,0.216812152895013,0.8713887142512782,0.5194312373202173,0.8184978281611064,0.24395696717757445,0.8165330326767574,0.4045860391799448,0.4709690485725466,0.32256738643203964,0.8211712216583731,0.49584771710546593,-0.8759250629490296,0.719567063619428,0.939246955249322,-0.5072859644249292,-0.14413063042319968,0.3500695787829652,0.5495170697588276,0.6601316445315668,0.4250659060050496,-0.5430291157350042,0.299336431208802,0.5983838943751267,-0.7505002718579423,0.8247249162638627,0.3231392178200259,0.9284771008292907,0.1620215316294673,0.18791307656932918,-0.34271233126498096,0.2328737419242601,0.3199907245388363,0.8256889785401887,0.7108754950843681,0.8095006917104711,0.05685785040909664,0.5060676764503274,0.5360587089709218,0.602555736232523,0.5029083761027937,0.24279139182771203,-0.760559448794788,0.8043052026812135,0.8221970343061981,-0.5045115418799432,0.903061336499061,0.3316511323696568,0.021866618812704058,0.838213214327615,0.9075395307367625,0.7406220129059218,-0.23353147584857703,0.21862263684021566,0.8567260166363204,0.8935687578948828,-0.07201265649535075,0.3895784563295241,0.8297778116839437,0.3428713964828393,0.6882516418296839,0.7551177136569021,0.8242523677766317,0.6958802424266918,0.8845107776101186,0.8100076877630658,0.7407888943677451,-0.13596934778428305,0.426642724276842
Cerebellum_Crus1_L,0.016360154797957452,-0.7107659157105612,0.9319020085183285,0.49525724796969745,0.5066650849715701,0.9242723366194523,-0.3150166420058131,0.40840090523229317,0.07115652292244515,0.8624976769084955,0.26662235242388377,1.0,-0.7829771679970324,-0.23435172221685505,-0.15638097207680082,0.5101905198436657,0.9305388764523417,0.40605643838772326,-0.006039373947583524,0.8312586520384725,0.22723168371248215,-0.3474061292435328,0.07586066218823985,-0.17711436252955629,0.9432465746570592,0.9326645690742934,0.19397832103497967,-0.7690767070562711,-0.16280819176185274,0.37604255766568057,-0.16265071273224274,0.9491701508320158,-0.20889754015247816,0.8775310959583495,0.7492700160292194,-0.6907899084775724,0.4699477395456003,0.14836643677039413,0.03861238533568518,-0.3905111269935818,0.354089122278148,0.04152201810980078,-0.49558148223186244,0.9073344905405581,0.9410918358709396,-0.2805337981344483,0.905572533317277,-0.10274077325704492,0.9029682559396025,0.4868380313390569,0.26687623641556746,0.49501574639055873,0.9643623725326171,-0.02972922669701673,0.8227170449094476,0.881267602101136,0.45134598716711644,0.8153648201625443,0.9151329826994726,0.1910323796619931,-0.3379052902645944,0.13506183828335067,0.8240824516452422,0.1371606659449887,0.3495396428355132,-0.2055414763733991,0.9192441149821988,0.9708860408083156,0.261338933226083,-0.2885669506710911,-0.22463214461291564,0.04465209986489206,0.012986578685043548,0.9635117254084672,-0.8046808617739861,-0.2793711454197932,0.400133182869952,-0.3669081874230037,0.40342486844425995,0.9631345161379941,-0.18510059983993726,0.12953317001753906,-0.6105507517223178,0.9357133963002976,-0.17021595325589226,0.9554331197482471,0.0979528426329863,-0.18139569805416944,-0.23548931082013874,0.13278262558101417,0.48413057353768596,0.29715404304094806,-0.2661441590872983,0.8134431048959049,0.9295952627114309
Frontal_Mid_2_R,0.5166916768183606,0.6928135975848814,-0.7042484276391616,0.09242203726708274,0.04135299184080173,-0.6240676151104765,0.7178366598415286,-0.7905699233777228,-0.5939449890918137,-0.4659779381129211,0.09106325811765759,-0.7829771679970324,1.0,-0.26629661463764676,-0.22932139045086147,0.049720401646753176,-0.545103305236712,0.1269163014169877,0.5647596857598819,-0.4146212510394837,-0.22165575104890822,0.7790412922743688,0.33914100454040474,0.5050326765524227,-0.6778815252318126,-0.6439275048615536,-0.6555425273199281,0.9847870820237307,0.5663517967002395,0.27349477688076473,0.6241427399145445,-0.7320419783829901,0.6361592157165465,-0.44644179813083373,-0.7211076432422486,0.9364209730501242,0.06049081816599875,0.4887121831513641,-0.521079950654351,0.7091880374736429,0.1637387197494775,-0.5558378609984929,0.13058269223313934,-0.5321484202803398,-0.5972191967637355,0.6838848712042933,-0.5623439699530843,-0.42752372742528905,-0.602587986885991,-0.5727745814066415,-0.6864975481782424,0.03562028783006754,-0.8655920142249172,0.25622597390214563,-0.5380954369309668,-0.5686487056791989,-0.8124133046595865,-0.49737013975742994,-0.6017744438116308,0.39989178677555187,0.6704190465167146,0.3993301418337694,-0.9447736694878273,-0.2650693529285984,-0.18637485540378515,0.35719353624623645,-0.5308109210076685,-0.7683829376092676,-0.6972163864794684,0.6289303288452098,0.6365210143630544,0.06419486710890385,0.4720167717096082,-0.722962989456926,0.6528580453828627,0.584020560723395,0.13173651786134097,0.7200059488974555,-0.7743192587935067,-0.7284056958806125,0.5690265051046461,0.4067238277478126,0.2997695321367646,-0.6408156447464385,0.6106758915489855,-0.6703056864473027,0.4956569178255176,0.680091173624178,0.6350790851548415,0.4749548681270984,0.05054663283691842,-0.20814823618644118,0.410540918195783,-0.9585679674052798,-0.622510198207581
Occipital_Sup_L,-0.6537042985126011,0.347880721226037,-0.4720636484072223,-0.7963416077951123,-0.7622538760911243,-0.527730517298632,-0.37427468532725194,0.7659037194717541,0.8107987229737507,-0.5784623585758992,-0.4083273252185831,-0.23435172221685505,-0.26629661463764676,1.0,0.9180452037422198,-0.6793640257559042,-0.44069152256791777,-0.7431521193769827,-0.6740649401679489,-0.6647376553620027,-0.24954175101001533,-0.4225277439798297,-0.43457614382432364,-0.03992840190877377,-0.4917107347757269,-0.5252677230512137,0.769758243947128,-0.3084463499003831,-0.4547408471394033,-0.8047252409952305,-0.48340286724676,-0.43616088909171286,-0.43468797752319444,-0.6523452872591137,0.2606886307513051,-0.14215388971102816,-0.8226898996582407,-0.8394464653147181,0.5699901103214696,-0.23080137728403757,-0.6447766519603398,0.9370081887952028,0.8894825358477365,-0.6136892023595247,-0.4406763169934414,-0.21628171153952216,-0.5994094502771943,0.9703769992377546,-0.5871311157969591,0.33543487626926954,0.6043356376464262,-0.7995228710740311,-0.10409552799085682,-0.13796993702003182,-0.650078005357158,-0.6021408371606287,0.7399191501161111,-0.6923015125772221,-0.5786477271559118,-0.6661704887574318,-0.18773586752531457,-0.8293352697233836,0.3349584029977939,0.569622654254348,0.3314944781886766,0.27159875936773015,-0.5693290951343944,-0.3658688895878955,0.5854191069271732,-0.28954866468594925,-0.44836774393623247,-0.5691434451331194,-0.5744239778832337,-0.4262858378386034,0.5076038217983723,-0.3126983673223724,-0.7096472147829697,-0.33278719806588,0.7863007195773523,-0.4160794090323573,-0.35977874696876955,-0.6535293439653157,0.7961553302099283,-0.5227312673569982,-0.43840076342859075,-0.48473419583713767,-0.8540211637273869,-0.5994624000667639,-0.4342590776689903,-0.8383414548721457,-0.5325389363806375,0.17974642178070394,0.11993888509927897,0.328938156432166,-0.5341561851584881
ACC_sup_L,-0.3387792332956055,0.5130795224828378,-0.3977592508872272,-0.5285504439515396,-0.4699288364311629,-0.39403922611785497,-0.07459732035518167,0.6905598832689621,0.5681472989843971,-0.36339385235409205,-0.018369473516497363,-0.15638097207680082,-0.22932139045086147,0.9180452037422198,1.0,-0.36754720794336604,-0.2519365181979399,-0.42796310334076315,-0.38403174370153936,-0.46865408805450376,-0.5782129244792574,-0.15581227512472484,-0.054353317510065995,0.28333005705125713,-0.404206525371467,-0.42436340265053385,0.536347331777508,-0.2249557529779461,-0.11203445562875841,-0.64424594169373,-0.16171078845097728,-0.3891792922510556,-0.11158680000900133,-0.5511369526802943,0.4774468653244271,0.00826993619205396,-0.5486191687555941,-0.6902931472231363,0.2357507769079874,0.07419423053933452,-0.29805940389115176,0.7997529797271542,0.9202536646315143,-0.5320844688872648,-0.2569185609024457,0.06771263259359678,-0.4854187881560157,0.8241119303454263,-0.5281085960492269,0.6122402456340107,0.3284433479572262,-0.5216148043599399,0.008456618887090485,0.2528253389889435,-0.656256768196245,-0.590402130461761,0.6519096766932324,-0.6714273722670796,-0.5097450757878494,-0.3610977761853554,0.1210428399049826,-0.5519685950917591,0.37558092213801303,0.8402486915086884,0.6005257152866036,0.5740481909195766,-0.4187824077414052,-0.3121816167865304,0.3003856257970152,0.04373665799800354,-0.12327850236606933,-0.8416723107614393,-0.23042880251621475,-0.34019356701103404,0.5828349161518342,0.029670935353543485,-0.3844123729366957,-0.02918086288231582,0.752134599585712,-0.3757602653851325,-0.011384266748343693,-0.3235692010859735,0.8521434197660926,-0.4189226198858181,-0.10899886526095376,-0.39768959419552136,-0.626234515757771,-0.31510421665764843,-0.10697254485067005,-0.6052613744161854,-0.19632746643911636,0.5428686076081386,0.4628662610532689,0.2861930699719841,-0.4153359441996982
Cerebellum_Crus1_R,0.8671549975925193,-0.043046179281801884,0.5527655947863198,0.9801231837344981,0.9878092089003465,0.6822427051033025,0.6310412686083074,-0.4036719251612741,-0.7849393528623868,0.83901078508194,0.8692072540214448,0.5101905198436657,0.049720401646753176,-0.6793640257559042,-0.36754720794336604,1.0,0.7820176920471278,0.9798554744392574,0.8479304240157113,0.8395971959029475,-0.31702327083013515,0.6070581838418982,0.8487261783019556,0.5722520437324782,0.598264010494515,0.6343478440549928,-0.7026319640531751,0.12533607924052384,0.74337558034894,0.8468231830571222,0.7535446051226604,0.5066135423527317,0.7158367823010867,0.7316790736084808,0.40831500932834297,0.2049610133622787,0.959363883798999,0.7810122676605094,-0.8324531437579692,0.5393722210121861,0.9768048717848127,-0.6802593447821925,-0.49101974233633194,0.6720519797111367,0.7546993804968868,0.5808834115828783,0.6925380109115267,-0.7428009465416487,0.5938116440502814,0.34689661120348364,-0.6772852976812362,0.9636609505506121,0.4496782886689575,0.662978620605135,0.49687263351787764,0.5370392741016042,-0.3903388820576433,0.5590556795795653,0.6149131584948334,0.9279729581792462,0.5534915390974611,0.8879557482737254,0.09537335122997101,0.17677783149715875,0.44296897413140807,0.3632230103768102,0.762722145593199,0.4945998496622667,-0.6938304669455714,0.6264804945962892,0.7092245464670002,-0.14954803378912154,0.8596250531850457,0.5715526039902928,-0.29460800015847805,0.6272203941219164,0.9837682333665514,0.5869771424050341,-0.3502961227247228,0.5048089472534285,0.7106187317606972,0.9156908341737365,-0.4326687971085181,0.6413108490729432,0.7410236569076449,0.6097649554479726,0.8532080892056655,0.7491018879325467,0.6986983768254231,0.8718983373459045,0.975125192247402,0.5495058237277702,0.4368743403098013,-0.028428263770394594,0.6691001681446457
Vermis_6,0.3723067128649734,-0.521263583733468,0.8924787751215835,0.7632689145685471,0.7705112077674817,0.9453946750743144,0.041400663327543254,0.13829147629121072,-0.2701752339778288,0.9675523381517714,0.5545665099447284,0.9305388764523417,-0.545103305236712,-0.44069152256791777,-0.2519365181979399,0.7820176920471278,1.0,0.6946069090772163,0.35036161454888565,0.9427325999332039,0.03264720632504983,0.007559430781653436,0.4097851161669015,0.1152062344495965,0.9231794226436271,0.9299289112074853,-0.1479947838212773,-0.5020048490854089,0.19302472343270696,0.6179575778342591,0.19726615042933782,0.8892094384489355,0.14687445337329408,0.9218933902832861,0.7149594374089863,-0.4078207936117048,0.7326580141427231,0.4242028540222583,-0.3176208668030877,-0.05246535204962467,0.6603667020173961,-0.24447754955007894,-0.5473468246263357,0.9276183722133284,0.9924899328039418,0.04470224744241583,0.9362448048568486,-0.37409963820221975,0.8913712554751484,0.503474769458617,-0.08040658177287899,0.7496612115599142,0.8828420235917828,0.26125825503992767,0.7910498500625318,0.8532882185929361,0.16929230533185233,0.8116906531149428,0.9089478374860166,0.5210757346843307,-0.001063283797813114,0.4642843201462085,0.6378161705171048,0.18468224521429794,0.4547013409069288,0.01365615287715591,0.9727647286040959,0.9000759725925374,-0.09744124850396718,0.05841100189082581,0.13547562775829156,-0.038183855589688426,0.3674253867358338,0.927529306438789,-0.6926544660840148,0.06504205141376862,0.6943823578700318,-0.01675231079852137,0.15451515445108047,0.9009478038596271,0.16583105856574543,0.4705785240230099,-0.6082055116953986,0.9365224719156472,0.18704035954686482,0.9379185471486173,0.42279496993328747,0.18206468911585988,0.1231488926780855,0.45780785887903425,0.7626235165805965,0.4524812993352803,0.001737324658246028,0.5764480341206563,0.9431045342441994
Pallidum_R,0.9018320084557275,-0.019369533168304472,0.5124299235677917,0.973065286948201,0.9901718241113426,0.6402766323288661,0.6704740232537206,-0.5161018215346932,-0.856073120504532,0.798368087827212,0.89413443195841,0.40605643838772326,0.1269163014169877,-0.7431521193769827,-0.42796310334076315,0.9798554744392574,0.6946069090772163,1.0,0.8748245356591543,0.8129859984014879,-0.34743614845398385,0.6451244350349127,0.8775373657434852,0.5486448965206533,0.5488384188520399,0.5891282973645394,-0.795244845177588,0.21926220286630807,0.7977459086936772,0.8148532955359465,0.7911628822374986,0.4521730846957045,0.7579116350816646,0.6767092680179267,0.30264469293852486,0.2529835265867915,0.9829612012825235,0.7827387611421728,-0.8733565166415138,0.5835458494392902,0.9868552694891077,-0.7622153079117365,-0.5280694783223798,0.6171942417593841,0.6821077134900076,0.5765971550242823,0.6508392744990039,-0.8149706038634461,0.554162213527671,0.2984978925878953,-0.7625748993995226,0.9825855830025715,0.36516342259388496,0.695667868572693,0.47384728933853454,0.489272193007881,-0.5083987002728373,0.5404441248449384,0.5693765084842265,0.9284691478524029,0.5734031606013283,0.9452903640996227,-0.01966855918739092,0.11968140128804275,0.3138027619530519,0.3240175789896952,0.704553734292019,0.4282467854760594,-0.7681378187376683,0.6718418344440472,0.7612983714670877,-0.10636757153171335,0.8971419483659364,0.5123563864253503,-0.2713144878754975,0.6909247987805982,0.9964668603052089,0.641289440260763,-0.4618183925327976,0.43582731066471875,0.7516799626533078,0.9416036779497367,-0.4481261220697705,0.5928623770950616,0.7755611234711142,0.5496829653554133,0.8905516890339813,0.7955957929424577,0.7534832656795233,0.8970380253229822,0.9313254403137451,0.5139680367124887,0.44854824648967156,-0.14830465786696012,0.6232985416306716
Thal_IL_R,0.9931429357860172,0.35885171967081875,0.0687505321708014,0.8500846267588533,0.830546208894165,0.22292534683363036,0.9157453717864545,-0.7311388774976539,-0.956230505981882,0.44092779911147917,0.7875208599100993,-0.006039373947583524,0.5647596857598819,-0.6740649401679489,-0.38403174370153936,0.8479304240157113,0.35036161454888565,0.8748245356591543,1.0,0.4637731440764286,-0.415697736765995,0.9226192175612031,0.8998599798082793,0.7571498775230584,0.12110185792843249,0.16887039622097003,-0.9242652981949601,0.6254121366249832,0.9297910106550236,0.8188626954322799,0.9627868903352592,0.015223440921139662,0.9380234986651217,0.3369661307438706,-0.023383957598217778,0.6738297323214634,0.8184428534001035,0.8768924161367909,-0.9718808590582055,0.840929080708413,0.8987717594264192,-0.8360413396431204,-0.3006201810067951,0.251557232786459,0.3015446377119579,0.852500312491008,0.2596984663895352,-0.8189710489729158,0.15202275705668897,0.022794070740960876,-0.9244437369888128,0.8078305122315086,-0.08422551427218157,0.7184478032854371,0.09890999587039224,0.11781153666608807,-0.7392606776405557,0.17270606462505236,0.16968034692301395,0.9751100134622311,0.8360395956633472,0.942769836180384,-0.41098601163167825,0.05076337374696519,0.29131205907789665,0.5216987224222379,0.33199781851132293,-0.012003783791811572,-0.9476206613841223,0.8726988888275152,0.9373187445160157,-0.13096109101029937,0.9693960759610534,0.07681294524210149,0.1292941728433657,0.8526432383999007,0.8833699188551477,0.8831026123262395,-0.6777747627560187,0.015453102178940765,0.9079897009834884,0.9720205594551701,-0.16396848745944803,0.17722273735663813,0.9458725992051941,0.13349234683506597,0.9561256058573794,0.9825846172216678,0.9289543954633002,0.9606825941750565,0.8387725876217443,0.3837291027816185,0.6170766188300238,-0.5300751120084882,0.21054998485359236
Cerebellum_4_5_R,0.4934077416562129,-0.5560107722012104,0.9137765301133866,0.8552891335339023,0.871894106353834,0.9662526986252985,0.12530826482582194,-0.11090730027499782,-0.4654542933207102,0.9926766331595684,0.6259272048442762,0.8312586520384725,-0.4146212510394837,-0.6647376553620027,-0.46865408805450376,0.8395971959029475,0.9427325999332039,0.8129859984014879,0.4637731440764286,1.0,0.0461051839909036,0.09796413956471964,0.4889793819581717,0.06949864262036586,0.9325562958786805,0.9490974180621773,-0.36439536587351035,-0.34695055443433404,0.3083918099904633,0.6844155209801976,0.2959746557257927,0.8863239773015124,0.2442588739937324,0.9479046480841277,0.532455004584059,-0.3393138632468742,0.8707019592834536,0.5401072987780837,-0.43372991809768874,0.017336896736375146,0.7494076979388952,-0.477753961045315,-0.730032771100094,0.9468389396920848,0.957405045321577,0.050737643475143285,0.9693350798362311,-0.6001157203590873,0.9280595913754562,0.3810137400824602,-0.26332724985411804,0.880081501061709,0.7894016328669223,0.3011891912143614,0.8614138911165827,0.8824117970042736,-0.08172421445167488,0.8924164085901783,0.9364172575299792,0.6017186257517145,0.03013187746513508,0.6432268230065834,0.4446087438548754,0.014173093621262374,0.2208283755252388,-0.0952328565317436,0.9786989956807369,0.8714554003836074,-0.261606829789469,0.13655521522855882,0.2477679801955645,0.11421324967951198,0.4792749954636727,0.9146225491976342,-0.7464771619320182,0.17083236791225503,0.7994353821549909,0.08158541035844666,-0.09955994484111524,0.8755526809651111,0.24973740881142512,0.5798293700524227,-0.7509622566989087,0.9506952156783471,0.27484539482211395,0.9318245442310894,0.5816037158095395,0.3102125538517651,0.23630738745418312,0.5966926290761315,0.7635202903889873,0.36198768874272413,-0.0222383697523117,0.38247684048302877,0.9617524348834087
Supp_Motor_Area_L,-0.48704529294618104,-0.7419092605511569,0.28675746836480015,-0.16024413514766198,-0.252813334049865,0.17036726148883316,-0.6559046079813302,0.05253989664138371,0.2986182059311716,-0.015318968613538998,-0.7100031791639155,0.22723168371248215,-0.22165575104890822,-0.24954175101001533,-0.5782129244792574,-0.31702327083013515,0.03264720632504983,-0.34743614845398385,-0.415697736765995,0.0461051839909036,1.0,-0.5619531732425405,-0.7200173083214861,-0.7989894236859426,0.27451873203983795,0.25121856936287446,0.34203330334175125,-0.32465917015905704,-0.7020129672599451,0.08388760573834211,-0.6259089095899972,0.3532001006894834,-0.6772763809233155,0.27210272510230876,-0.37233689439272116,-0.4976063951632807,-0.19726630994782496,0.042235183203675426,0.5949923198987274,-0.7559714866579347,-0.46783038086808315,-0.007497495485963981,-0.5535698347200191,0.3364824369002845,0.03840169507707107,-0.659440687800854,0.2488761048844614,-0.04419277544419441,0.36889564385090773,-0.6465046171091874,0.5433613988720798,-0.2075503172510371,0.08197284196593785,-0.8992948907974349,0.5196013123793146,0.4906024739069959,0.08882944195579034,0.4675559378599709,0.34634699769643956,-0.39224357712268626,-0.7392082340950982,-0.29963769519231076,0.049356307451299514,-0.8143320050056809,-0.6158012015303646,-0.8573706102168254,0.1465207813639261,0.32133703018069326,0.5470270022432226,-0.7710754469005495,-0.6731309905710253,0.8895618075248587,-0.5973130699406004,0.26050787024238714,-0.6149034801110844,-0.7908036888564026,-0.3793271014450436,-0.7087277285921729,-0.06750821129055284,0.3783072900891513,-0.7468046871880967,-0.5045603289885899,-0.6187886214243362,0.24953179354357594,-0.6711090330590924,0.28185395799956897,-0.1674620127712645,-0.49435014429117113,-0.688682392337605,-0.16971226038293466,-0.41630319983178543,-0.8426387439382292,-0.9355475407135133,0.2498190337743381,0.21447629807179366
Thal_MGN_R,0.9106618190379056,0.6766278237985069,-0.31245324187494183,0.5858765872088901,0.5668664529483292,-0.15652659423155726,0.9909945671547604,-0.7272072381850926,-0.8585860704122534,0.0846826519981701,0.6645062219475837,-0.3474061292435328,0.7790412922743688,-0.4225277439798297,-0.15581227512472484,0.6070581838418982,0.007559430781653436,0.6451244350349127,0.9226192175612031,0.09796413956471964,-0.5619531732425405,1.0,0.8386437380191191,0.8644879774248818,-0.2619518050250751,-0.2156870825433251,-0.8668590020446618,0.8262418280575184,0.936954278508582,0.5947234939710252,0.97035920414605,-0.36446173043348723,0.968847991925716,-0.03900966712398178,-0.18462580740788903,0.8980040898872313,0.5464595374377362,0.7144061731892062,-0.9214711279333128,0.9637161938491638,0.7101522543066026,-0.6921119966037397,0.030011298107494984,-0.13532035283649027,-0.05217056773790111,0.9565321644257919,-0.12683044785845143,-0.6230465265142878,-0.23853684495488564,-0.0511769145927793,-0.9273593510870947,0.5331405847276295,-0.3997480186763168,0.7388959551819487,-0.2864883546751334,-0.26915683613507474,-0.7517024471488741,-0.2147890549908968,-0.22002172271126813,0.8417505425572751,0.9552557053303624,0.776793867809077,-0.6053707627248572,0.14114586488585462,0.30195736947306157,0.6872013299393563,-0.041970313596641294,-0.3830534503984729,-0.9560730616405049,0.9523832381034674,0.9660035049433476,-0.28253313529099794,0.9023741591188718,-0.29961096254141223,0.494104784239997,0.9181715071751652,0.6640548555489791,0.9773686857257516,-0.6628727876805472,-0.3606749428129225,0.9433192790087953,0.8564463242171227,0.18824980424574478,-0.20655786344644678,0.965797185527148,-0.24825829025880236,0.8022233184038672,0.9712170031582926,0.9630868119000098,0.802988915786777,0.6411770910175362,0.35954476122814893,0.7643242907839685,-0.7287459655472739,-0.172160953884136
Pallidum_L,0.9388516815450235,0.4380834695908823,0.11904687390759344,0.7802294629332834,0.817229594161621,0.2792319055887717,0.8886207529842036,-0.4809199791964462,-0.819810059553635,0.5038451742429612,0.962835215026139,0.07586066218823985,0.33914100454040474,-0.43457614382432364,-0.054353317510065995,0.8487261783019556,0.4097851161669015,0.8775373657434852,0.8998599798082793,0.4889793819581717,-0.7200173083214861,0.8386437380191191,1.0,0.8413291115882868,0.15954751543795467,0.20307622423061003,-0.8009125362035951,0.44452791321240076,0.9651285147908504,0.5933965587115666,0.9409327616037668,0.047857534842343584,0.9373662916441179,0.27967653195165804,0.2901573298970027,0.5560081321465516,0.7872920377458702,0.614892150854544,-0.9645467545126944,0.8676916491315055,0.935644867920494,-0.6031850220510974,-0.08178503604853234,0.20658215138293654,0.3844787814990411,0.8267193065749185,0.26325519356309574,-0.6051279871727036,0.1309044618482275,0.426193131498239,-0.8694398686101578,0.7869551664999586,0.09926015551506123,0.9401452947210075,0.010848944092393314,0.03875556293577999,-0.5018614829133475,0.08706687240201284,0.1529652786797004,0.9030510213264126,0.8613478672248381,0.8587924722828086,-0.16164153527666178,0.4322820781548763,0.512763507196492,0.6977736106831417,0.351873647405556,0.042656169800285915,-0.8880064646732045,0.9240442963438577,0.9405958220055753,-0.4811221855135302,0.9763193721582186,0.13532813751774098,0.19757308885286679,0.9344030333621868,0.8957548197289159,0.886073106106343,-0.39115550321445475,0.031947462656161656,0.9599398114686792,0.9519694611918478,0.025284814428651783,0.20958521575578645,0.9465725914594385,0.16142363716185734,0.782536255151557,0.8925218012376721,0.9409320171274701,0.7885710906250285,0.8752663267769422,0.7263504551129797,0.8181687568683836,-0.3464697271037547,0.24910609571501294
Cerebellum_Crus2_L,0.7702611326721971,0.7740656352975891,-0.2906659548599192,0.4629446155399816,0.4764095546420073,-0.1336114624021634,0.8995424926779937,-0.3154769243482911,-0.5817919843512331,0.11403073269905573,0.7224491859027307,-0.17711436252955629,0.5050326765524227,-0.03992840190877377,0.28333005705125713,0.5722520437324782,0.1152062344495965,0.5486448965206533,0.7571498775230584,0.06949864262036586,-0.7989894236859426,0.8644879774248818,0.8413291115882868,1.0,-0.23920422521952353,-0.2041788489649643,-0.5712473881385343,0.5508213714404943,0.8580999007423863,0.40892715449212075,0.8760672864274086,-0.33461839741247906,0.8908911363981367,-0.07213778608610116,0.22794205519449978,0.762065855764019,0.39906120965101394,0.4526813576756552,-0.8185621202559746,0.9259997645788746,0.6636785154238637,-0.3071483824080904,0.35949850468535044,-0.1726976166734187,0.0495564632166688,0.9592560810860717,-0.15148969444109017,-0.25858066407702973,-0.2846820664120538,0.3440495833765668,-0.7266922820372056,0.40766702166452573,-0.1773450871478747,0.8530410572089839,-0.41516096951518183,-0.34776071482350074,-0.33666834948741237,-0.3518740822331922,-0.2515111064355038,0.7417569977588525,0.9471968979583686,0.5477640123709827,-0.23753379439147063,0.5769393921737391,0.7017629312657411,0.9391782058143654,-0.015643099717269873,-0.3087468767878733,-0.7646089943320534,0.9185102770396698,0.8685468507443496,-0.6885843993364348,0.8107621905639736,-0.24048326835201322,0.5969936375683981,0.8706177296055023,0.5852093173198308,0.8928118753381258,-0.21462310763922413,-0.31944831365391113,0.9084523977615198,0.7563292104319977,0.46121484789624123,-0.19283098128772652,0.8973377842006113,-0.2158450111670131,0.5400254101129838,0.796308548336081,0.8701495219984275,0.5615388557984016,0.6783875785523078,0.6901310991165249,0.9308977198088539,-0.40394556328007036,-0.1571645202701728
