,Temporal_Sup_R,Occipital_Inf_R,Vermis_9,Thal_IL_L,Cerebellum_7b_R,Temporal_Pole_Sup_L,SN_pc_R,ACC_pre_R,Parietal_Inf_L,ParaHippocampal_L,N_Acc_R,Cerebellum_Crus1_L,Frontal_Mid_2_R,Occipital_Sup_L,ACC_sup_L,Cerebellum_Crus1_R,Vermis_6,Pallidum_R,Thal_IL_R,Cerebellum_4_5_R,Supp_Motor_Area_L,Thal_MGN_R,Pallidum_L,Cerebellum_Crus2_L,Cerebellum_4_5_L,Vermis_3,Frontal_Mid_2_L,Parietal_Inf_R,OFCant_R,Thal_VA_R,Temporal_Pole_Sup_R,Heschl_L,Red_N_R,Cerebellum_7b_L,ACC_sub_L,Precentral_R,Thal_PuM_R,Cingulate_Mid_R,Parietal_Sup_L,OFCpost_R,Fusiform_R,Angular_L,Cuneus_L,Cingulate_Mid_L,Lingual_L,LC_R,Cingulate_Post_R,Occipital_Mid_L,Thal_PuM_L,N_Acc_L,Paracentral_Lobule_L,Thal_Re_L,Insula_L,Rectus_L,Thal_PuL_L,Thal_VPL_L,Frontal_Inf_Tri_L,Thal_LP_L,Cerebellum_9_L,OFClat_R,Raphe_M,Thal_MDl_R,Frontal_Inf_Orb_2_L,Frontal_Med_Orb_L,Vermis_7,Caudate_R,Vermis_8,OFClat_L,SupraMarginal_L,VTA_R,Cerebellum_10_R,Supp_Motor_Area_R,Temporal_Inf_R,Fusiform_L,Angular_R,OFCmed_R,Cerebellum_3_R,Insula_R,ACC_sup_R,Thal_LGN_L,Amygdala_R,SN_pr_R,Occipital_Sup_R,Vermis_4_5,Cerebellum_Crus2_R,Cerebellum_6_L,Thal_AV_R,Thal_VPL_R,Putamen_R,Thal_VL_R,Calcarine_L,Frontal_Med_Orb_R,OFCmed_L,Frontal_Inf_Oper_L,Cingulate_Post_L
Temporal_Sup_R,1.0,0.36189141779790146,0.10073426819806242,0.8562189692989162,0.8529140939274495,0.25564718894130944,0.9171555778990036,-0.7018111689414093,-0.9524134278168175,0.47541705614294555,0.8470756886003228,0.016360154797957452,0.5166916768183606,-0.6537042985126011,-0.3387792332956055,0.8671549975925193,0.3723067128649734,0.9018320084557275,0.9931429357860172,0.4934077416562129,-0.48704529294618104,0.9106618190379056,0.9388516815450235,0.7702611326721971,0.14808904058162822,0.19618507560205659,-0.9245326058273072,0.5917752023425217,0.9544161772095618,0.7814178231717904,0.9711094107456304,0.03888454452229138,0.9509193589557483,0.34370100758596484,0.03930289214060412,0.6445447587830551,0.8405624244808125,0.8343492865403719,-0.9887003108879681,0.8525831641153188,0.9287106917455609,-0.8143323857646041,-0.2832022282467389,0.25912762344401463,0.3327843494613306,0.8442233872694069,0.2810433414194044,-0.8032215728061526,0.16763819605742017,0.1113232791097853,-0.9365116077869138,0.832628880264021,-0.03707078719365912,0.779008713199151,0.10156316455991178,0.11728183891445307,-0.7117363819939019,0.17761961390677342,0.18540322491321487,0.9745006307481205,0.841563548454915,0.9522766873765314,-0.36525960306937744,0.12128932854855472,0.31620868861079654,0.5463952951078646,0.35441614335585137,0.013660997476075234,-0.9550991212324864,0.8930301567923682,0.9526393272374607,-0.19478430237957037,0.989704138724904,0.10561031115790638,0.12452795380722656,0.8847143621771121,0.9105047043701616,0.8937098936808132,-0.6398601810171052,0.03156317669130587,0.9314939130182438,0.9875490178564521,-0.14928541986566085,0.20326369925789742,0.9582959760575946,0.15575152394669875,0.9400552681631731,0.9779000029231347,0.9463343783864452,0.9424278924240401,0.8564970883689946,0.4597269182074334,0.6589391929167749,-0.5008763284668403,0.23887692287226522
Occipital_Inf_R,0.36189141779790146,1.0,-0.8114363178989379,-0.14036615302387936,-0.12795279885501096,-0.711060185415561,0.6974659954422396,-0.24005630319240448,-0.23838687206244197,-0.5196401685219277,0.26360375874816755,-0.7107659157105612,0.6928135975848814,0.347880721226037,0.5130795224828378,-0.043046179281801884,-0.521263583733468,-0.019369533168304472,0.35885171967081875,-0.5560107722012104,-0.7419092605511569,0.6766278237985069,0.4380834695908823,0.7740656352975891,-0.7862067588602438,-0.7648315620906195,-0.30721277972082955,0.7093450176490135,0.5697469650428797,-0.12389637997067281,0.5724705305677307,-0.8420441379419306,0.6196952929339323,-0.6820317679729873,-0.16967002348153976,0.855267059393752,-0.17573417971197053,0.018098275661168232,-0.4465099364605738,0.7918552191331942,0.1135278916678215,0.0009427361588866816,0.7358801960398698,-0.754317502717124,-0.5716701185868578,0.757060903408163,-0.7324622812893041,0.11913791457190381,-0.8212006975607975,0.07404805865768957,-0.49445235268196014,-0.17775590396152022,-0.6554654615411698,0.5797645043251113,-0.886079918227466,-0.8586849632627358,-0.2859843867996952,-0.8483026565441693,-0.8028369315656585,0.24405629703098122,0.7907046997561239,0.10242554888092094,-0.5138546439262717,0.4765078190618293,0.38639527609410745,0.828413947239968,-0.6401900584996326,-0.8183775835171928,-0.5227851959638583,0.7197651242922156,0.6104301192723949,-0.6477491882888736,0.4131970599157384,-0.7813655784789795,0.9662413906823076,0.6778156985638845,0.018352002906338122,0.7311515454476826,-0.16315116347827485,-0.8342388267954066,0.6399773249531527,0.2922051140498707,0.84329332237134,-0.7576809104020503,0.6026116572644277,-0.7752597402417948,0.10727799306586053,0.49767737402717893,0.6210413314117474,0.10742599759186625,0.08323881878327977,0.37379104550981934,0.8211436523532369,-0.6272089894198781,-0.7326126767705163
Vermis_9,0.10073426819806242,-0.8114363178989379,1.0,0.5795674474825987,0.6012030358515064,0.9838723548932827,-0.2857955696015027,0.18163609120269494,-0.0989256274753997,0.9105783573265428,0.3171459923725938,0.9319020085183285,-0.7042484276391616,-0.4720636484072223,-0.3977592508872272,0.5527655947863198,0.8924787751215835,0.5124299235677917,0.0687505321708014,0.9137765301133866,0.28675746836480015,-0.31245324187494183,0.11904687390759344,-0.2906659548599192,0.9961214499660092,0.9933489038241788,0.0022179231458909782,-0.6622545468209631,-0.09080795377071157,0.4210274773418997,-0.11331970706656817,0.9942198798732993,-0.1636820807773759,0.9257272635873139,0.5704422191243698,-0.686081739219397,0.6086682888407173,0.2360417307084637,-0.037248957856242416,-0.3790914536382305,0.42324961987583565,-0.18279008267455774,-0.7195267491917569,0.9612900465764815,0.9311332554245396,-0.3427367563705659,0.977461758178397,-0.3272009493339374,0.9846357958952063,0.366729082541515,0.12496930838489305,0.6245220217117697,0.9095163219134789,-0.0252389761412415,0.9435457587778799,0.9555288814717375,0.2201855741298339,0.9436619584016006,0.9849392657264195,0.2343449713073775,-0.36418039664511703,0.3002119688835348,0.6619617909046198,-0.06099774813740738,0.07451359430896365,-0.37892678063892765,0.9513388761209675,0.9872060686411386,0.13815108936454687,-0.2624174800806965,-0.15919976987849502,0.23922923077662597,0.08759378817022931,0.9933068249573815,-0.9180361986428685,-0.2170372213471708,0.49109147056571134,-0.3223896810182869,0.16409345674113443,0.9827605655929338,-0.14965103750106715,0.20356324422200447,-0.802273260914618,0.9910837354964219,-0.1329854542474649,0.9898812121277282,0.23470566525385575,-0.09779260459573648,-0.16915670048490725,0.24809571763207608,0.46253262641384174,0.18285776698881778,-0.3432260786893197,0.6562833269354031,0.9874804923517068
Thal_IL_L,0.8562189692989162,-0.14036615302387936,0.5795674474825987,1.0,0.9868388439610789,0.6972612428800038,0.5896841050849391,-0.4933189467458201,-0.822914336107572,0.8357837522874728,0.7874136529660648,0.49525724796969745,0.09242203726708274,-0.7963416077951123,-0.5285504439515396,0.9801231837344981,0.7632689145685471,0.973065286948201,0.8500846267588533,0.8552891335339023,-0.16024413514766198,0.5858765872088901,0.7802294629332834,0.4629446155399816,0.6234734480919374,0.6601667276204982,-0.7390267002061309,0.15677169360285131,0.6944054294657004,0.9080440439660333,0.7173180987018795,0.5381018810887621,0.6681645568703634,0.7685587263355831,0.2779375774900065,0.1895406637835712,0.9780530933393217,0.8533520805001409,-0.8016490346812184,0.4753842873714282,0.945770816637314,-0.7733392043250392,-0.62518076670089,0.7184467245292057,0.7383072076433882,0.5182614065837305,0.7273590226736452,-0.8352100397362083,0.6449263994232178,0.19118202998520273,-0.6718362071906782,0.9791033922522402,0.40907144693135455,0.5487012039094284,0.5815760916619469,0.6082787561306314,-0.4779345062829183,0.6402890365126098,0.6602228848247461,0.9192568699157893,0.48471577466852,0.9162165000006813,0.017031610822824828,-0.0048217537856359025,0.28788686507347266,0.22356652401524196,0.7740926609854714,0.5133141288684178,-0.6861609005886853,0.560204986767255,0.6676872871204427,0.03309642343088926,0.8250166319726709,0.586840849009391,-0.3816076102749625,0.5612705038255171,0.9688150527588856,0.5385890225656834,-0.4619057408348188,0.5367493648602453,0.6480295995834775,0.8917447713552095,-0.5598418316725303,0.6666158900959571,0.6919255742138222,0.6334303101126849,0.9037989943830607,0.7444751926044318,0.6548505687939322,0.9171923025961184,0.9291901040024809,0.39055525836240923,0.30698968038434693,-0.07728638725132976,0.6909343763635788
Cerebellum_7b_R,0.8529140939274495,-0.12795279885501096,0.6012030358515064,0.9868388439610789,1.0,0.7188650547677047,0.5874052101100123,-0.4643749949842843,-0.8110443774018469,0.8565480584938521,0.8495603027107493,0.5066650849715701,0.04135299184080173,-0.7622538760911243,-0.4699288364311629,0.9878092089003465,0.7705112077674817,0.9901718241113426,0.830546208894165,0.871894106353834,-0.252813334049865,0.5668664529483292,0.817229594161621,0.4764095546420073,0.638554975787468,0.6753091088515636,-0.7362125951518397,0.1247541287211162,0.7191479824144249,0.8415994965311165,0.719785436319752,0.5494042459578393,0.6810862530043442,0.7635784198206783,0.3403113762116357,0.1561775824244965,0.9897436442103743,0.7866219412770195,-0.8125006181619565,0.48758210398022966,0.9667332685141399,-0.7410743151979031,-0.5941174209974182,0.7084863388941486,0.7567011122403858,0.503085075546671,0.7332879402059221,-0.8075465084658661,0.6461061773308766,0.2899402362839455,-0.6855109933400142,0.9896292965531815,0.44852521936287626,0.6159031650856488,0.5695975735119844,0.5897942600736291,-0.44862941494546926,0.6309813619422561,0.661490619083085,0.9025732901839447,0.486228282076414,0.9144757634524897,0.05878782002738631,0.07611271307563182,0.3112699170466259,0.246809593518457,0.7841608537630506,0.525925133805023,-0.6916319452296124,0.5810934599686192,0.6810510192815259,-0.04337581303669477,0.8402780338152808,0.6042113364531931,-0.37532603815178955,0.5968999503930884,0.9863203466971644,0.5487647310398654,-0.41867408650240756,0.5376333428023358,0.6695681490068743,0.9019213058494467,-0.5311935949211408,0.6793925579282187,0.702845766192501,0.6425134425385484,0.8699524538976058,0.7314877453877279,0.6705378042078197,0.8803712441284809,0.9332108381849512,0.47347761635892777,0.3539860704882121,-0.05393037000315976,0.7059944963577593
Temporal_Pole_Sup_L,0.25564718894130944,-0.711060185415561,0.9838723548932827,0.6972612428800038,0.7188650547677047,1.0,-0.1242687672641421,0.10074210421188683,-0.23022400963237918,0.9670813207538673,0.4618129937733618,0.9242723366194523,-0.6240676151104765,-0.527730517298632,-0.39403922611785497,0.6822427051033025,0.9453946750743144,0.6402766323288661,0.22292534683363036,0.9662526986252985,0.17036726148883316,-0.15652659423155726,0.2792319055887717,-0.1336114624021634,0.9920542401873113,0.9959530528635505,-0.12662700587100795,-0.5678507251509951,0.06973441941988379,0.5194237978028994,0.04812312981127984,0.9717918674088163,-0.002060300838470709,0.945752750801658,0.604705610228643,-0.5675109546545531,0.718894710666772,0.3402519919228715,-0.1957122259178379,-0.22239473419436018,0.5658977633079629,-0.2755282067632791,-0.7070064887438176,0.9709502824506356,0.9724744748019695,-0.18433785661602975,0.9921631899831677,-0.41546976946330055,0.9769401743055757,0.42011171965405786,-0.01552870987180607,0.7307948651432645,0.8990028557681277,0.12613192679373655,0.9164152006484431,0.9378593274397291,0.13431923742835725,0.9290702669702581,0.9816620294962047,0.38250262643791,-0.20292319043465412,0.4312540921445111,0.6175788577601189,0.011812814556406061,0.18013714947571824,-0.2450777179790609,0.9834109564105782,0.9645495498655383,-0.009432508706793602,-0.10016557982493439,0.0011244793775271329,0.15460473661516055,0.24719995277567675,0.9864048586485312,-0.854789758238587,-0.059036799219876784,0.623640193828297,-0.16550423288414023,0.09833703641793698,0.9622752140461752,0.013419606310196704,0.3574748564531113,-0.7717021733694253,0.9959959771001934,0.03046034743017385,0.9892410081673406,0.36135096209467776,0.05705646261809199,-0.009134923271247186,0.37893949834994434,0.6069088940225433,0.2958494216724931,-0.1967856779038816,0.5829739641495277,0.9982052914225109
SN_pc_R,0.9171555778990036,0.6974659954422396,-0.2857955696015027,0.5896841050849391,0.5874052101100123,-0.1242687672641421,1.0,-0.6702112598980914,-0.8415292349314673,0.12214469759976886,0.7366628124439479,-0.3150166420058131,0.7178366598415286,-0.37427468532725194,-0.07459732035518167,0.6310412686083074,0.041400663327543254,0.6704740232537206,0.9157453717864545,0.12530826482582194,-0.6559046079813302,0.9909945671547604,0.8886207529842036,0.8995424926779937,-0.23725266299606146,-0.1911818291625035,-0.8526751487877102,0.7811000523289756,0.9667304687222958,0.5495234508525547,0.9829972196625448,-0.34368749661531983,0.9868950856594166,-0.040144055436358406,-0.08960572964517961,0.8701344776772509,0.5627830391281541,0.6582245505846301,-0.9411089962776704,0.9849715457348016,0.7446574045891674,-0.6460655432420925,0.07792357769694538,-0.1326745832428228,-0.01195525797447788,0.9617557341788063,-0.1094732584748526,-0.5837068093534612,-0.23019777254733548,0.0704334127386031,-0.9307286188357945,0.5508036455736952,-0.33898413674211536,0.8192345695870138,-0.29878985827814286,-0.27877898177060856,-0.6986699871017333,-0.22498697376556734,-0.2104306729051685,0.8428992582336552,0.9763659000729963,0.7766640902956268,-0.5363525163018452,0.25112012876080725,0.37097469807065814,0.7428484347048397,-0.01942660854033198,-0.357127613439313,-0.9577926164407802,0.9834305812775722,0.985631027326383,-0.3825622816038303,0.9263329243425028,-0.2702243484107625,0.5058786235137565,0.9589672306322732,0.692354727182867,0.9937175566789774,-0.5945072267697463,-0.3452728825999891,0.9759102112311725,0.873519557077046,0.22951765288421855,-0.18260955777630986,0.9843960354356364,-0.2266273021004583,0.7753484943636343,0.9650884501197002,0.9848732788981378,0.7763830498915926,0.674411245516087,0.4687607401097042,0.8318484140477105,-0.6815502906236316,-0.14571049375742368
ACC_pre_R,-0.7018111689414093,-0.24005630319240448,0.18163609120269494,-0.4933189467458201,-0.4643749949842843,0.10074210421188683,-0.6702112598980914,1.0,0.8659289522752301,-0.019921529703657462,-0.3268729238970623,0.40840090523229317,-0.7905699233777228,0.7659037194717541,0.6905598832689621,-0.4036719251612741,0.13829147629121072,-0.5161018215346932,-0.7311388774976539,-0.11090730027499782,0.05253989664138371,-0.7272072381850926,-0.4809199791964462,-0.3154769243482911,0.1617568260235818,0.11960211381889359,0.902715658253907,-0.8284103794189206,-0.6462080907998364,-0.5652749519415077,-0.6744686363689696,0.23136632060190232,-0.6682471755621481,-0.06520282270111699,0.6449123193110369,-0.6618496604261834,-0.5223903378936959,-0.7430409092568392,0.6694191360586873,-0.5913697437310823,-0.47586489992823316,0.9182361505440056,0.4457568262383659,0.017798834812851588,0.15806861430464517,-0.5246787414509234,0.03154095471119992,0.8541009945502849,0.059926492409005785,0.5411430282810423,0.8274530037375102,-0.4874744599180605,0.516614409674589,-0.2766157090010362,-0.02428779494675145,0.04358263818521979,0.9929546690607964,-0.07740070387424032,0.06795329579140179,-0.6051439531668968,-0.5161210733680642,-0.74848451148009,0.8363472437136884,0.5049278964457233,0.38306126277420693,-0.026419933788026605,0.03423414100505541,0.3044089469223693,0.8066263187383984,-0.5807199070900845,-0.6767565895845903,-0.37003799102527324,-0.6412421081956818,0.23197777024964908,-0.12215850801971584,-0.5855399232098725,-0.49243404322989265,-0.6624653614909618,0.9880657775527528,0.2566811875425169,-0.5790026950590645,-0.6429314850462887,0.27628500303316117,0.12366121859814394,-0.6464065052501509,0.1701335124746434,-0.7923598050974789,-0.776075962485291,-0.6711521427114558,-0.7627438717999439,-0.3000963294414341,0.230590645505832,-0.19585352788717394,0.850438663715943,0.10345092423786696
Parietal_Inf_L,-0.9524134278168175,-0.23838687206244197,-0.0989256274753997,-0.822914336107572,-0.8110443774018469,-0.23022400963237918,-0.8415292349314673,0.8659289522752301,1.0,-0.4128897565812093,-0.717998984311526,0.07115652292244515,-0.5939449890918137,0.8107987229737507,0.5681472989843971,-0.7849393528623868,-0.2701752339778288,-0.856073120504532,-0.956230505981882,-0.4654542933207102,0.2986182059311716,-0.8585860704122534,-0.819810059553635,-0.5817919843512331,-0.13626019385900787,-0.18497108014800825,0.987944960566515,-0.6657229202411415,-0.8794470259445764,-0.7820239347517526,-0.8967540967096664,-0.03603127889685603,-0.8744691913551284,-0.3441558176650515,0.20112261100604392,-0.6182756098510074,-0.8336222899422321,-0.8740529645393226,0.9254357540017718,-0.7553789851067642,-0.8446401913148742,0.9460158417672809,0.4634212633492913,-0.2621260494254871,-0.24351287881161338,-0.7165889580278336,-0.2763179468346946,0.9262778823533216,-0.19267391515379942,0.12507435149576823,0.9474182861292154,-0.8140224645491622,0.14854118403236982,-0.6151927154355192,-0.18438723427240122,-0.1631446760497548,0.8691031941922329,-0.2562631464336356,-0.199255401624511,-0.9046637618712364,-0.7171522011332573,-0.9710260672583881,0.5290730116804307,0.1557920410552194,-0.024327590291442946,-0.3062642810664304,-0.3130629850616674,0.014003673243044424,0.9473530740510274,-0.7910954901269571,-0.8834003182125657,-0.0726191628732484,-0.9183619230058772,-0.07708623683236172,-0.02387792740645627,-0.7969756762924851,-0.848953914529609,-0.8207400633335601,0.8270865433009008,-0.017691929626908545,-0.8275503448503114,-0.9276142425667693,0.31238478957836674,-0.18761620758270886,-0.8731724422538465,-0.13507182492787337,-0.9708078456794774,-0.9486670375690285,-0.8760870559755047,-0.9591981504036466,-0.7213514732952252,-0.20892408277698268,-0.46371991364557935,0.6224382323742388,-0.2182968063295918
ParaHippocampal_L,0.47541705614294555,-0.5196401685219277,0.9105783573265428,0.8357837522874728,0.8565480584938521,0.9670813207538673,0.12214469759976886,-0.019921529703657462,-0.4128897565812093,1.0,0.6493565295882182,0.8624976769084955,-0.4659779381129211,-0.5784623585758992,-0.36339385235409205,0.83901078508194,0.9675523381517714,0.798368087827212,0.44092779911147917,0.9926766331595684,-0.015318968613538998,0.0846826519981701,0.5038451742429612,0.11403073269905573,0.9314015961517943,0.9458850345990848,-0.3072898375841971,-0.39793725055485496,0.30506731100154805,0.6496241233360939,0.28994750476036024,0.8853212063438993,0.23994907544438168,0.930987854337777,0.6265588030832602,-0.3538178536306489,0.8431358591437703,0.48811256521359264,-0.42407691242784024,0.025671939984775703,0.7492553795855429,-0.3959741421286245,-0.6475731159847703,0.9334738796506837,0.9794955451577355,0.06770935895498886,0.9602927826732065,-0.5218631803532624,0.9111582273315717,0.47520768032121946,-0.22733786861344543,0.8568218912562526,0.8353741197692179,0.342218799421738,0.8237232161637018,0.8579217651555759,0.0057299967190771245,0.8538237706694194,0.9228780197095664,0.5913991529756992,0.04924940474379528,0.6023280577093879,0.5224699149816081,0.12259241431268418,0.32231035320625345,-0.02056548006709586,0.9799888215524307,0.880797905554418,-0.2313118105982586,0.14603942740151984,0.24154826189156273,0.01296582728269765,0.4721540741363779,0.9214783222154399,-0.7109508525236986,0.17673690522375324,0.7905198663980112,0.07904467098037321,-0.0020173289048685456,0.8785011884871524,0.2584648654415817,0.5669510013132404,-0.6799337957050445,0.9489406530031226,0.2736055705133529,0.9332281826062956,0.5334985408560494,0.2856730240907798,0.2310948127064315,0.5537404431213767,0.7844593635537891,0.44792374476378616,0.033974352952069735,0.44751851788956304,0.9606662132698925
