,Cerebellum_4_5_R,Lingual_R,Frontal_Inf_Orb_2_R,Vermis_7,Frontal_Inf_Tri_L,OFCant_L,Cingulate_Mid_R,Frontal_Sup_Medial_L,N_Acc_L,Temporal_Pole_Sup_R,Frontal_Mid_2_R,Thal_VPL_R,Temporal_Pole_Mid_L,Postcentral_L,LC_R,Thal_VPL_L,Cerebellum_9_L,Temporal_Mid_L,Rolandic_Oper_L,Parietal_Inf_R,Frontal_Med_Orb_L,ACC_sub_L,Cerebellum_Crus1_L,OFClat_L,Parietal_Sup_R,Vermis_8,Cerebellum_8_L,Thal_PuA_L,OFClat_R,Thal_VA_L,Cerebellum_Crus1_R,ACC_sub_R,Frontal_Inf_Oper_R,Cerebellum_7b_L,Cerebellum_6_L,Temporal_Inf_R,Thal_Re_L,Vermis_4_5,Thal_MDm_L,LC_L,Precuneus_R,Frontal_Mid_2_L,Occipital_Mid_L,Frontal_Inf_Orb_2_L,SN_pr_L,Thal_PuL_R,Raphe_M,Thal_MGN_L,ParaHippocampal_R,Cerebellum_3_R,Vermis_10,Thal_PuM_R,Rolandic_Oper_R,Supp_Motor_Area_L,Paracentral_Lobule_R,Fusiform_L,Temporal_Pole_Mid_R,Cerebellum_10_R,Cingulate_Mid_L,Cerebellum_10_L,Occipital_Sup_R,Vermis_6,Frontal_Inf_Tri_R,Precentral_R,Temporal_Sup_R,Temporal_Pole_Sup_L,SupraMarginal_L,Thal_PuM_L,Rectus_L,Cerebellum_4_5_L,Thal_AV_R,VTA_L,Paracentral_Lobule_L,Hippocampus_L,Cerebellum_8_R,Raphe_D,Thal_MDm_R,OFCant_R,Angular_R,Heschl_L,ACC_pre_L,Angular_L,Cuneus_R,Postcentral_R,Thal_IL_L,Cingulate_Post_L,Heschl_R,Pallidum_L,SN_pr_R,Cuneus_L,Vermis_9,Frontal_Sup_Medial_R,OFCpost_L,Supp_Motor_Area_R,Occipital_Inf_L,Parietal_Inf_L,Parietal_Sup_L,Amygdala_L,Thal_AV_L,Thal_LGN_L,Thal_IL_R,ACC_sup_R,Olfactory_L,Red_N_R,OFCmed_L
Cerebellum_4_5_R,1.0,0.9931067548789747,0.36069177730628915,0.2208283755252388,-0.08172421445167488,0.14723476871942034,0.5401072987780837,-0.8574460124154887,0.3810137400824602,0.2959746557257927,-0.4146212510394837,0.3102125538517651,0.9719804586972264,0.08541888532378263,0.050737643475143285,0.8824117970042736,0.9364172575299792,0.4101892348113692,0.883818221723938,-0.34695055443433404,0.014173093621262374,0.532455004584059,0.8312586520384725,0.8714554003836074,-0.6228146726440831,0.9786989956807369,0.9414918298256304,0.9318519243448855,0.6017186257517145,0.6808185486770747,0.8395971959029475,0.06922403555099427,0.11536656575419872,0.9479046480841277,0.9318245442310894,0.4792749954636727,0.880081501061709,0.9506952156783471,0.4559779715362544,0.9169839284798387,0.7235725462962613,-0.36439536587351035,-0.6001157203590873,0.4446087438548754,0.870326990221881,0.9065057645552805,0.03013187746513508,0.898250207804123,0.5688284068290828,0.7994353821549909,0.9307901009641646,0.8707019592834536,0.39231685031857944,0.0461051839909036,-0.16427648352571222,0.9146225491976342,0.27255142011081546,0.2477679801955645,0.9468389396920848,0.9303854465640607,-0.7509622566989087,0.9427325999332039,-0.01359220253146238,-0.3393138632468742,0.4934077416562129,0.9662526986252985,-0.261606829789469,0.9280595913754562,0.3011891912143614,0.9325562958786805,0.5816037158095395,0.4574393425557178,-0.26332724985411804,0.9197573111245589,0.9697549539027516,0.009268030329079408,0.5270065896046079,0.3083918099904633,-0.7464771619320182,0.8863239773015124,-0.40238335957288696,-0.477753961045315,-0.7190023939659884,-0.2639510128025044,0.8552891335339023,0.9617524348834087,0.3989882373543145,0.4889793819581717,0.5798293700524227,-0.730032771100094,0.9137765301133866,-0.915529211226865,0.593275482622383,0.11421324967951198,-0.6745442448668977,-0.4654542933207102,-0.43372991809768874,0.03618520618597872,0.5516961604323681,0.8755526809651111,0.4637731440764286,-0.09955994484111524,0.2967500751456423,0.2442588739937324,-0.0222383697523117
Lingual_R,0.9931067548789747,1.0,0.42498407985445236,0.27075319215252686,-0.12423270437167788,0.13949918128248617,0.6101577804161799,-0.8528070421474959,0.3525160096256029,0.3624867946981699,-0.3463261612704109,0.3792052950871641,0.942888554018246,0.03587174790267746,0.13680837118521283,0.8620642147559224,0.9133093952306541,0.35891119778058045,0.8497884170890663,-0.2852516804075503,0.01530174861349345,0.5160504966548908,0.812288466194069,0.836795278554547,-0.6680682254026482,0.9717176734592895,0.923103106945688,0.9068493275424863,0.6664871429120679,0.7379362836292118,0.8810270928126321,0.06788608742592613,0.1881323055416182,0.9466668290399372,0.9079613662914392,0.5338493760481362,0.90121341544947,0.9255354755328217,0.5289214285668352,0.8877395312539673,0.7320676078364422,-0.410183404204045,-0.6334072996727944,0.40118190195986186,0.883626491071159,0.9219404434186048,0.10395745666381963,0.882656499308497,0.619502237087029,0.833767159387533,0.9085832818327786,0.8932661162213885,0.45292227236732424,0.030667824845183496,-0.18010551387370982,0.8838580180943372,0.33056865087950815,0.30800343941155434,0.9362217971585208,0.9101700119730405,-0.7277158046890633,0.9487539634373547,0.062084272477548275,-0.2610391398981251,0.5540873004713268,0.9411578679045642,-0.31820828442634563,0.9018544905139141,0.33009821403628997,0.9028101150292713,0.639409674885628,0.5002788836664429,-0.3131117002056864,0.8912159599162277,0.9831678150604394,0.0742037152132888,0.5907014549949985,0.3616521023117244,-0.7002997656784303,0.8507838426197469,-0.4131799973422319,-0.5179601571656233,-0.6895517491718935,-0.1845876974869771,0.8954151561269643,0.9378496207697337,0.4509964695896591,0.5332676268992168,0.6349489290493587,-0.7157542643040149,0.87544004274916,-0.886869386313191,0.643840398025527,0.10022980881016756,-0.6830211067271303,-0.5163018296984776,-0.49062866954158496,0.08922099477643419,0.6205670268580846,0.8470328629748255,0.5326728815601184,-0.13958319976573771,0.3101697223570155,0.30916903365775644,0.024602806034187574
Frontal_Inf_Orb_2_R,0.36069177730628915,0.42498407985445236,1.0,0.406417413142207,-0.6653515800603387,0.03753551702778653,0.7435653998118735,-0.5094793602471228,0.17395633598996496,0.9970071562340702,0.5680280667110276,0.9790445559876724,0.15733826750074034,-0.8569659303209037,0.9179015840069868,-0.05396698966724022,0.027149043094523904,-0.5629807354734452,-0.10524161861092303,0.6431006280318696,0.2559209994078682,0.05870156730455805,-0.09268243106432725,-0.12231962770772525,-0.891438572451452,0.21976675354435318,0.061856349239227094,0.028374122322160335,0.9387980123037342,0.870635810480359,0.7965106342455293,-0.1502296191555496,0.9424704818387986,0.19272901085250194,0.012079388047805515,0.987782318669332,0.7341773581878251,0.05861782737655728,0.9494766181347901,-0.006285532705634226,0.21115574209219487,-0.8839933039708748,-0.6847850110672973,-0.3858133902056469,0.6977046744230413,0.6777753740680845,0.9244320785519572,-0.03196195809747708,0.9700963478436136,0.8457121376084562,0.012961664501839212,0.7379966402496485,0.9962282074907756,-0.6222236661336159,-0.3770397570760993,-0.031467694685551675,0.9883342735460906,0.9874411484134413,0.10197457667908794,0.022173185485173465,0.043620026610611186,0.2656207212745621,0.896758583961734,0.7336166693287283,0.9807640350650615,0.11769030993927547,-0.9633413052970933,0.006049102615320729,0.851445090276357,0.0031941529575743835,0.8632353129954027,0.9177645316025117,-0.9403946130176718,0.03128050584154206,0.5353836227895857,0.9303726894693396,0.9437909694167516,0.9856222598470623,0.2992262665174556,-0.1081226482694608,-0.32010943187921975,-0.7131241359877123,0.1283652303323239,0.6901810967616077,0.7586678871284175,0.09689047434151969,0.9848871450955622,0.9585923152632617,0.9617114927629006,-0.09406678332441276,-0.04405367716399994,-0.32595273250269513,0.9147954350475788,-0.3501946530225776,-0.3534491003062325,-0.8987797211268921,-0.9914046793425092,0.8358354200451973,0.9054386334051194,-0.11376528315185096,0.9688120179578387,-0.5712950598232801,0.567282208615936,0.9884640753832691,0.7850421332189121
Vermis_7,0.2208283755252388,0.27075319215252686,0.406417413142207,1.0,0.3731725824868714,0.8497898891915083,0.052236784215161064,0.13001769407788277,0.7326102969085135,0.3797531320912167,-0.18637485540378515,0.24967005483081423,0.08708188902612006,-0.3846068321275221,0.526414943571506,-0.04884597217988439,0.0553007747642524,0.26392860935900986,-0.02920591778176684,-0.16474304050916272,0.8394161561512655,0.7703616503407474,0.3495396428355132,0.14600805462640856,-0.11580270182790102,0.2559700113257222,0.07211662997842654,-0.009557623252658751,0.395348639820562,0.22748680389456014,0.44296897413140807,0.7975070543478873,0.18784760637223755,0.13728000438520158,0.1585236775246392,0.3838488252638054,0.21982567085660612,0.14287255126724832,0.2622138190578696,0.19129805204201053,0.7483916108347212,0.04186478098922631,0.21693329965345512,0.47282608193815434,0.5059094218413044,0.17819637327859167,0.4974820303564625,0.08692014383670353,0.40765970093568665,0.36189778500510245,0.1454453927412976,0.19288010441164247,0.34238806398982263,-0.6158012015303646,-0.9142174080843626,0.16883775698199377,0.34853610685021114,0.35111528963782457,0.1025783158161608,0.05599306452554086,0.41389529567879346,0.4547013409069288,0.15296449015072291,0.14834015846791798,0.31620868861079654,0.18013714947571824,-0.16882945913194478,0.015536911808703082,0.6041371799597097,0.12342066158575271,0.08132047553872025,0.6009325504093399,-0.11475107531411177,0.27957612810350285,0.23307436462485573,0.32226119035047746,0.2283128495337385,0.3723572114063162,0.2651550242960866,0.07656961031768265,0.6075530373967835,0.24639126082214124,0.4424897480408847,-0.0629665109123174,0.28788686507347266,0.1607000102513611,0.315473100501488,0.512763507196492,0.36976349182406953,0.4509443376931462,0.07451359430896365,0.07339420426133747,0.6406760375835855,-0.8155163731104603,0.41424025918391444,-0.024327590291442946,-0.3601543284232634,0.6711398428069616,0.2247413386306404,0.11528343428874592,0.29131205907789665,0.4679416067185453,0.840851967949252,0.3856036212484447,0.6661518001568901
Frontal_Inf_Tri_L,-0.08172421445167488,-0.12423270437167788,-0.6653515800603387,0.3731725824868714,1.0,0.7057233655262001,-0.7197479774920358,0.5346105993848914,0.5198579470658751,-0.6943031518754689,-0.8124133046595865,-0.7919529651891448,0.025725856793202564,0.5528326044314222,-0.5444705369106162,0.08925382734673759,0.10995100718848086,0.8493697207672428,0.176383067826006,-0.8553612416648474,0.4687642841551901,0.649323262576063,0.45134598716711644,0.343580412526423,0.7677515241037451,0.07475880859868718,0.08672989474198282,0.05839162191905659,-0.6029321695728741,-0.6671184695289181,-0.3903388820576433,0.8303640514659012,-0.824029566915865,-0.010999060382984939,0.21003745961289583,-0.655870844785416,-0.47310407805720983,0.159659803262265,-0.7531729349337545,0.2679092206225693,0.45940084256209135,0.9121790087256889,0.839196292827446,0.8538501430391962,-0.19265318274898116,-0.45060625429184775,-0.5561577343264991,0.17261916673743016,-0.6054884706953166,-0.48893660126660876,0.19675378864074275,-0.510448985571136,-0.7095548686420673,0.08882944195579034,-0.40458125560007446,0.2701590763918702,-0.7027721067457476,-0.7034491278584545,0.0613656369214134,0.11059482249741105,0.23027741287647566,0.16929230533185233,-0.8195973173413476,-0.695049665575692,-0.7117363819939019,0.13431923742835725,0.8264121721409767,0.1011750229759557,-0.3144862394274217,0.19988825253454587,-0.7884806997954947,-0.40146697784852864,0.8396910796799596,0.3058099556286815,-0.26634545145625477,-0.6940191541431011,-0.755433525833744,-0.6713025940683386,-0.16980213352677745,0.27168381932249785,0.8078230215252836,0.9081484970757407,0.1670785120906696,-0.8310512354814599,-0.4779345062829183,0.1386943129327851,-0.711600263674334,-0.5018614829133475,-0.6430259148158225,0.4030706494833229,0.2201855741298339,0.27545408378650243,-0.3558124061640721,-0.33462231733108166,0.6551938213739678,0.8691031941922329,0.6829630858080225,-0.2940718475815186,-0.7269333653475402,0.2973151998027206,-0.7392606776405557,0.9838995886625221,0.17507282269763041,-0.6870431241619962,-0.2436665843471838
OFCant_L,0.14723476871942034,0.13949918128248617,0.03753551702778653,0.8497898891915083,0.7057233655262001,1.0,-0.38207753962019964,0.2745770407353541,0.9128089587748405,0.0016381370166035647,-0.5400699062963934,-0.15871572108092402,0.11556210106995399,-0.13764307249477215,0.11677189988342303,-0.046171315115347326,0.07230426909245495,0.5561178132809184,0.04335366361701323,-0.5051841167083396,0.9338188222058285,0.9033445379519227,0.4151136709812921,0.2536116212414088,0.22834618665693013,0.20539875839453445,0.06685294572188705,0.007306173348098942,0.0064267582306803735,-0.15384789311285577,0.15420038016655088,0.9450229028772321,-0.22269553700888958,0.047535803732233047,0.1961727229067223,0.04139908467719749,-0.005145574694292106,0.17876152156413921,-0.17279273766620873,0.2654475286771857,0.7341009461883964,0.3887737134061254,0.534652303645232,0.740978336284735,0.3616561496659854,-0.025075056454331012,0.14079761852245895,0.08353012910079514,0.08052817464731636,0.09258695166701636,0.17472287952410803,-0.04553320971623366,-0.023215827706973897,-0.5733074337418705,-0.9278699223941476,0.24548229882118752,0.0052527745079535915,0.0016720055185341003,0.06179011047938517,0.06197718631855665,0.4430744095343392,0.3731684620056779,-0.25627495378700665,-0.22289876889828525,-0.061518939446619694,0.21103571101144125,0.18963167088792937,0.043835068356308904,0.4403452213111909,0.18337100252886418,-0.3129624430345626,0.3481322731713662,0.2205759557674952,0.35793901850299076,0.05578293731564502,-0.020996150165738983,-0.17592088374312645,0.04978461268032372,0.1392764555645584,0.1728571239355529,0.8274022544949139,0.5903572434696911,0.43590693625497007,-0.4743595622333302,-0.013877355969501086,0.1885669320255627,-0.0172282340462285,0.23852289379051922,0.013272378342562275,0.5387307017249617,0.17437814613070785,0.08792292543841403,0.3553026246191355,-0.8513466416523559,0.6225268324545242,0.34413555191674455,-0.00876591542727709,0.44074553560452634,-0.19987686710315303,0.18860398937824477,-0.12424393034984081,0.793487203878564,0.815949600878002,0.018627582663473766,0.4743266878701258
Cingulate_Mid_R,0.5401072987780837,0.6101577804161799,0.7435653998118735,0.052236784215161064,-0.7197479774920358,-0.38207753962019964,1.0,-0.6810786428129364,-0.2899620824128202,0.7330160069844432,0.4887121831513641,0.8129766427015058,0.3790546242324768,-0.34881731369488506,0.6178347754846265,0.3873127096251919,0.37419299281159496,-0.40928175663240796,0.2727589888388587,0.4896611181618943,-0.3343540944674369,-0.17028327500979015,0.14836643677039413,0.17203687915503516,-0.8800917259014254,0.4637169644994304,0.4183515506952162,0.39192875593382265,0.8831999085512979,0.9356892717523022,0.7810122676605094,-0.4006611368405177,0.7511718140954147,0.5448998478342674,0.3064077956720099,0.7506015834267189,0.782240666224552,0.33267278248273924,0.9078136521109347,0.24006368235917494,0.150397237918371,-0.8055964246511825,-0.8930414630421144,-0.3846317110740963,0.5599806605439802,0.7534048202753099,0.5292555955194879,0.3627514206382587,0.7633278697733213,0.7754974834373443,0.3234191875439036,0.7875788793100736,0.767170831119827,0.042235183203675426,0.14863273791230777,0.23362104008036014,0.6720247953643428,0.670980401078524,0.4652071319890828,0.38705768094784554,-0.4808069254337103,0.4242028540222583,0.7025341603782388,0.4776691533098164,0.8343492865403719,0.3402519919228715,-0.7416124645110528,0.36224466239081493,0.31743996263999363,0.2852791231411135,0.9505635145190999,0.5158560527892895,-0.7240411439256834,0.21815607990986602,0.7102512410390145,0.5614245098398363,0.905782447267947,0.6479736190040746,-0.17166920220799228,0.21066352212837705,-0.7106356193963488,-0.8906637634366456,-0.41106092380875564,0.622719245444852,0.8533520805001409,0.3523655568300968,0.7166014480505037,0.614892150854544,0.8113744188183369,-0.5935312633385291,0.2360417307084637,-0.4668482933586073,0.6393088963360766,0.2772474710545266,-0.7680245021543806,-0.8740529645393226,-0.7570684211435902,0.2885065420165611,0.9511705782692189,0.22677610578116078,0.8768924161367909,-0.7387290841072196,0.008826240188000956,0.681277335784923,0.1977740684656957
Frontal_Sup_Medial_L,-0.8574460124154887,-0.8528070421474959,-0.5094793602471228,0.13001769407788277,0.5346105993848914,0.2745770407353541,-0.6810786428129364,1.0,-0.059767319186306976,-0.46972576182765563,0.028438854938141578,-0.5361634263959292,-0.8244779918153435,0.11686806733237726,-0.15261425184190913,-0.7096631736929049,-0.7420307212016962,0.032019880163767514,-0.6873919811165387,-0.06480232303006972,0.27032569484965635,-0.08818722786775865,-0.4608011289149999,-0.5803211426449308,0.8255726437028764,-0.7576150979721511,-0.7450076601162999,-0.7714041667947147,-0.6679544659708141,-0.7901769464945476,-0.798389631820328,0.421848971434817,-0.38676167080380314,-0.7674763580407739,-0.6846270454574414,-0.6222597967553924,-0.910092243771456,-0.7278716342398203,-0.6274237808437981,-0.6485661714498238,-0.3069028582172259,0.6991686273368451,0.8788116272586622,0.031447370816463975,-0.7615319407754851,-0.9354105254727372,-0.16999369190737565,-0.6663490971553718,-0.6724913340130769,-0.8281950796452325,-0.6881755393680127,-0.9275069771488414,-0.5684386755886458,-0.04436269951865153,-0.1426659482921062,-0.6498180363072399,-0.47361899560496556,-0.4493890365002768,-0.7501831378356214,-0.7321206971878901,0.7902167702353433,-0.6576733293435225,-0.2736429384434941,0.05891755819387465,-0.6531894801184864,-0.7533338407367847,0.5383070065648189,-0.7470702010840379,-0.33753592307458374,-0.7008694602945921,-0.7791910300521725,-0.4891074902318997,0.5601359626598382,-0.6245374947905008,-0.889512845816067,-0.24162250778669153,-0.7026935319213868,-0.4940546415930506,0.6112423918616924,-0.6369487977383904,0.7596791831551003,0.8052085961292089,0.742095810957808,-0.08063376714411519,-0.8637703446583881,-0.7437216805076684,-0.5948758435228718,-0.5613648750480909,-0.697390511095401,0.8474655157432887,-0.686973146250145,0.9536958035917645,-0.5526802853226673,-0.3282660766377953,0.8958901575211057,0.7448993641486998,0.595854334849831,-0.06279786854479823,-0.695210703802312,-0.6021921436159432,-0.6324590503431702,0.5470908427253635,-0.09183902749254236,-0.4293415368885346,-0.0015025630830514498
N_Acc_L,0.3810137400824602,0.3525160096256029,0.17395633598996496,0.7326102969085135,0.5198579470658751,0.9128089587748405,-0.2899620824128202,-0.059767319186306976,1.0,0.12753957555280213,-0.5727745814066415,-0.020428647221177744,0.366255522357969,-0.22052092176815227,0.10253855590947394,0.11043611192750279,0.2558468088645748,0.5174117899653484,0.22053026329089367,-0.47710348137483294,0.8923051556044371,0.9131489637418672,0.4868380313390569,0.39150628932012527,-0.00971895307285394,0.38135709288700825,0.2393860546594431,0.2066706430967954,0.1414660009347934,0.02247287798596579,0.34689661120348364,0.7520051859791558,-0.12870201371452897,0.20342718208938187,0.36189032273050414,0.2275019223921281,0.2542831441833468,0.3684086102820793,-0.04222996705159256,0.4330800033521693,0.7595159506969553,0.1546565627807828,0.28270845413880535,0.7088881186734997,0.5920690928044815,0.2494734471578813,0.17703981308937078,0.21664081599339516,0.2754857526752808,0.32690536101634754,0.3374789055486017,0.2254203168975132,0.13909290727688287,-0.6465046171091874,-0.8869952893306118,0.4120697521854436,0.16121867800264642,0.14620863606472922,0.2253818509957451,0.23404457199494538,0.23060226814426993,0.503474769458617,-0.20167848668797772,-0.27051679007460155,0.1113232791097853,0.42011171965405786,0.013422413592652992,0.2345512508145858,0.6069332503493957,0.36797902949861605,-0.1277008462717989,0.5201183612541359,0.02815932685607438,0.5193644601815367,0.27853155495347093,0.0630791456190009,-0.006727485715232473,0.22113506205307004,-0.025930751695299792,0.3355365542434096,0.5936862758954169,0.3596770035349244,0.23521413204266262,-0.49799746501471853,0.19118202998520273,0.38523725009538423,0.18028447059895295,0.426193131498239,0.2042089722715918,0.30432578345785943,0.366729082541515,-0.25565498131874576,0.49594165734057694,-0.7874702665604587,0.3717926945320089,0.12507435149576823,-0.18207004795691378,0.47748133974430207,-0.06368226819831777,0.32167649802732773,0.022794070740960876,0.6225727922821277,0.8840077723808776,0.14543514978835625,0.5078261984369207
Temporal_Pole_Sup_R,0.2959746557257927,0.3624867946981699,0.9970071562340702,0.3797531320912167,-0.6943031518754689,0.0016381370166035647,0.7330160069844432,-0.46972576182765563,0.12753957555280213,1.0,0.6241427399145445,0.9848580548328691,0.09097286131309966,-0.8794020848137939,0.932910261663673,-0.11505597508663327,-0.03899145827274626,-0.6192844697847951,-0.1701057902567509,0.6959411636325493,0.23632991504483108,5.136455345851718e-05,-0.16265071273224274,-0.192384637228321,-0.8751900293943483,0.15217527127197117,-0.00346637492106729,-0.035923939187645706,0.9189831764729811,0.847844190561845,0.7535446051226604,-0.18389913761066565,0.9624302938223814,0.13155726636315887,-0.05720920084060413,0.9769577564640597,0.6894149870994496,-0.010749985739723788,0.9450204811325282,-0.07761802789191433,0.1459643244608097,-0.8900437436917495,-0.6734405407428342,-0.4456863696634564,0.644067548718066,0.6311423474977045,0.9400564177755768,-0.09644901853167144,0.9512861178095907,0.8077372789263078,-0.05594156414387542,0.6963011198756321,0.9929781746249337,-0.6259089095899972,-0.349940679635094,-0.10193727931329775,0.9928710082780059,0.9936411412322014,0.037194435758283136,-0.043555836432841374,0.08487566725570149,0.19726615042933782,0.9251861305008159,0.7796855145598127,0.9711094107456304,0.04812312981127984,-0.9728290327206395,-0.059357905388961234,0.8390252157268867,-0.06615556578139063,0.8508659256950619,0.9002675664635353,-0.9505080396792011,-0.041483485179411125,0.47970516858208523,0.9518078730617194,0.9340482522950231,0.9864664981905162,0.3543005359912625,-0.17672542485248074,-0.32179357696920613,-0.7124673017246004,0.16958326575539556,0.7367513742759813,0.7173180987018795,0.02726985926749744,0.981161165392982,0.9409327616037668,0.9445931290151084,-0.05998458427932501,-0.11331970706656817,-0.2726717010893231,0.8856468631150893,-0.34394276108411326,-0.33165550155336543,-0.8967540967096664,-0.9843220241094452,0.8413871792710109,0.8935178738382857,-0.18211015088038382,0.9627868903352592,-0.5985601068185553,0.5386875023722907,0.9948782311525812,0.792272412271562
