,Parietal_Sup_L,Postcentral_R,Thal_IL_R,Thal_VA_L,Temporal_Inf_R,Occipital_Sup_R,Frontal_Inf_Orb_2_R,Temporal_Pole_Sup_L,Thal_LP_R,Caudate_L,Vermis_8,Thal_PuL_L,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_R,LC_R,Thal_PuA_L,Occipital_Inf_R,Thal_Re_R,Cerebellum_3_L,Raphe_D,Cingulate_Mid_L,VTA_R,Calcarine_R,Thal_MDm_L,ACC_sup_R,Supp_Motor_Area_R,Cerebellum_3_R,Hippocampus_R,Insula_L,Occipital_Sup_L,Cuneus_L,Cerebellum_Crus2_R,Cerebellum_7b_R,Rectus_R,Rolandic_Oper_R,Vermis_7,Temporal_Pole_Sup_R,Thal_VA_R,Cerebellum_8_L,Frontal_Sup_2_R
Occipital_Inf_R,-0.4465099364605738,0.6765489999071657,0.35885171967081875,0.06949830782673767,0.4131970599157384,0.84329332237134,0.5263548362681981,-0.711060185415561,0.044311047603744734,0.3991792568120864,-0.6401900584996326,-0.886079918227466,-0.5138546439262717,-0.043046179281801884,0.757060903408163,-0.8163758233852743,1.0,-0.034894931950906746,-0.7997247338556526,0.7706928439068684,-0.754317502717124,0.7197651242922156,0.5346246747109551,0.3343468169514661,-0.16315116347827485,-0.6477491882888736,0.018352002906338122,0.24233136875831235,-0.6554654615411698,0.347880721226037,0.7358801960398698,0.6026116572644277,-0.12795279885501096,0.6022133139245448,0.47843083271527015,0.38639527609410745,0.5724705305677307,-0.12389637997067281,-0.7806682995771306,0.5018116289889306
Thal_Re_R,-0.8418476872982232,0.3917905041281834,0.8893909429528344,0.9721189754729451,0.8540804001568335,-0.494280413945834,0.807103196310868,0.5754839189303814,0.9432991035130617,-0.18187278244466554,0.6746346412476515,0.4793601493567712,-0.11869592583139063,0.94872468827532,0.6035162603210678,0.5511547085787591,-0.034894931950906746,1.0,0.4097425570662573,0.5684085564579069,0.6154463058665842,0.6164983764118391,0.7886303480220769,0.8914101709773596,-0.5569402402425921,0.03574886112976041,0.9445630464698084,0.9057538142240847,0.2627032475834715,-0.8003903517017248,-0.5841910774239089,0.7502910927582048,0.9546541481974452,0.7010054100915633,0.8292376021611156,0.24442580965532099,0.775659824740964,0.921349294492487,0.5874710558046445,-0.487798544034106
Cerebellum_3_L,0.008572725702801138,-0.6467472223968302,0.021883667670277177,0.29158575923904356,0.043515348255683324,-0.7474102863045033,-0.08300842732307313,0.976576077180181,0.2877592017393317,0.016481297777555838,0.9458840515408584,0.9163778638735025,0.7365647171185139,0.526678082906791,-0.3509088626016344,0.959230901814289,-0.7997247338556526,0.4097425570662573,1.0,-0.4271052127899172,0.9514037099658528,-0.29247393779301767,-0.07802570547681519,0.018623142418124256,0.26237949714731945,0.179912879166414,0.44986156386570036,0.22132512848386793,0.9464904771926882,-0.38526682803014634,-0.6490363912659546,-0.16964669695944737,0.5598017294487262,-0.13219339612794803,-0.05748326790523831,0.1577271286965902,-0.15370091825295232,0.38702450309277897,0.9633026723001313,-0.8627356926782703
Raphe_D,-0.8994290834071157,0.8211005747553494,0.8501043790698356,0.659723384087747,0.8796349077210148,0.3286794511890873,0.9303726894693396,-0.23664973912204657,0.6658253664877563,0.08772933351273238,-0.14170659606425523,-0.41032722950507167,-0.5885292484885525,0.5274499878631657,0.9442403607356541,-0.32427263519005795,0.7706928439068684,0.5684085564579069,-0.4271052127899172,1.0,-0.2605094865032479,0.9804589444748538,0.9151602893267425,0.8282529130525437,-0.5819189930132777,-0.4259294043730022,0.6061423995031038,0.7777544935555281,-0.4292635307624146,-0.2894837389384757,0.17138878169155533,0.9585671608131198,0.4881697022108204,0.941517172284752,0.9184384410722684,0.32226119035047746,0.9518078730617194,0.4279728961360398,-0.2961721876118003,0.08656840741458699
Cingulate_Mid_L,-0.1738847457379859,-0.3974746271935396,0.251557232786459,0.5203395474785264,0.21820907527083735,-0.8509835101350333,0.10197457667908794,0.9709502824506356,0.4900559440306263,-0.16650263655794156,0.9792589729804645,0.9570573767196489,0.5280465822997716,0.6720519797111367,-0.17410893597014612,0.9877629340443457,-0.754317502717124,0.6154463058665842,0.9514037099658528,-0.2605094865032479,1.0,-0.15059661604143618,0.10340345733023505,0.2634280789318844,-0.0031297106157969984,0.3155960831113004,0.5978759777607004,0.38668601095536154,0.8246152789103226,-0.6136892023595247,-0.7939106337526359,0.008163649855845102,0.7084863388941486,-0.0006135248309432952,0.13533694022504905,0.1025783158161608,0.037194435758283136,0.6351112300696133,0.9955204394835712,-0.7865342526214181
VTA_R,-0.9350438648049856,0.7169863065613827,0.8726988888275152,0.7021566119297814,0.9265193344837979,0.2935059712188649,0.9594691488490923,-0.10016557982493439,0.7074700218363951,0.18813286135221277,-0.013460553430546463,-0.3273371516967412,-0.4459327085980758,0.6264804945962892,0.9396863093129767,-0.21616514569341228,0.7197651242922156,0.6164983764118391,-0.29247393779301767,0.9804589444748538,-0.15059661604143618,1.0,0.9459288660204647,0.8421137115940401,-0.49146541993219106,-0.5077989319344435,0.6959121629953402,0.8452726334659195,-0.26997297635007345,-0.28954866468594925,0.1523640962229165,0.9798040491369193,0.5810934599686192,0.9840156636682238,0.945378535010826,0.43614540904117705,0.9697579886716048,0.45415143926312784,-0.18683199086583105,-0.07421133513191937
Calcarine_R,-0.9704545085875832,0.673821751249191,0.9529968511364775,0.8537293403203879,0.9676693138105922,0.07120419846191615,0.9841135017977894,0.1145377818528,0.8209032388882835,0.11586081196761336,0.22423026683980993,-0.09004878771896889,-0.3465605704254627,0.7929062367244292,0.9306787469726321,0.020206792518250468,0.5346246747109551,0.7886303480220769,-0.07802570547681519,0.9151602893267425,0.10340345733023505,0.9459288660204647,1.0,0.9369839678976739,-0.5211710609788434,-0.3790200265553252,0.8279709102443545,0.9215075849976055,-0.10234405014207472,-0.45850627370650665,-0.05630593769768564,0.9799574417538838,0.7476471331343216,0.9541130274244701,0.9752582825448148,0.4729214816140134,0.9797274024139723,0.67852939621456,0.058616997642042444,-0.19069931752381344
Thal_MDm_L,-0.9517102149462212,0.7191405256127045,0.9962848559175821,0.9579010853142755,0.9468369542120799,-0.19372126733087716,0.9494766181347901,0.21574688668856454,0.9131109081537396,-0.16612160248607402,0.3316274652821243,0.11700098663313956,-0.432663305630076,0.8363839748459644,0.8422910975429057,0.18745331968153323,0.3343468169514661,0.8914101709773596,0.018623142418124256,0.8282529130525437,0.2634280789318844,0.8421137115940401,0.9369839678976739,1.0,-0.7022766927468375,-0.07269090985850873,0.8656282904232558,0.9291048751483962,-0.10322371996801315,-0.6972409045313016,-0.3303896283766303,0.9249243394821673,0.8195884558855218,0.8617982436682843,0.9599750024428065,0.2622138190578696,0.9450204811325282,0.849164082624623,0.2144557623090371,-0.18373425970252047
ACC_sup_R,0.5957038237157891,-0.7895200318748536,-0.6777747627560187,-0.6413198384995099,-0.5652833213180845,0.33597207716693955,-0.5712950598232801,0.09833703641793698,-0.6896836202624176,0.7533139841729177,0.03843061912182381,-0.06978801191169332,0.8398412523491361,-0.3502961227247228,-0.4457892650906297,-0.010301102526625224,-0.16315116347827485,-0.5569402402425921,0.26237949714731945,-0.5819189930132777,-0.0031297106157969984,-0.49146541993219106,-0.5211710609788434,-0.7022766927468375,1.0,-0.4735953463046125,-0.4373973300696102,-0.5340897767348636,0.5208655249327584,0.7863007195773523,0.4986032644917501,-0.5627766868405714,-0.41867408650240756,-0.47216053518847556,-0.6208343774929198,0.4679416067185453,-0.5985601068185553,-0.5643990826909289,0.020315538863649424,-0.17618460454930066
Supp_Motor_Area_R,0.3008335019720495,0.024578135602667476,-0.13096109101029937,0.03896922123113117,-0.3107006895593913,-0.7340264747085715,-0.3501946530225776,0.15460473661516055,0.053647473904258454,-0.9179080214466742,0.13437990367083127,0.5325575338056695,-0.28762811557853885,-0.14954803378912154,-0.48252044186155335,0.3756255686457186,-0.6477491882888736,0.03574886112976041,0.179912879166414,-0.4259294043730022,0.3155960831113004,-0.5077989319344435,-0.3790200265553252,-0.07269090985850873,-0.4735953463046125,1.0,-0.15241829618435593,-0.23570620403006173,-0.10712184423896752,-0.5691434451331194,-0.7424556966257336,-0.3945988822378503,-0.04337581303669477,-0.4938088995924678,-0.2870629272025832,-0.8155163731104603,-0.34394276108411326,0.2360943937002597,0.3177857158160686,0.13741991903506362
Cerebellum_3_R,-0.8849680972041453,0.29215018586846164,0.8833699188551477,0.9419613721412544,0.9088955346438214,-0.4053613860269058,0.8457121376084562,0.623640193828297,0.9457956695947031,-0.01609045725988241,0.6914265683453483,0.4411189696905368,-0.007913959003027068,0.9837682333665514,0.6083657365451449,0.547154656992763,0.018352002906338122,0.9445630464698084,0.44986156386570036,0.6061423995031038,0.5978759777607004,0.6959121629953402,0.8279709102443545,0.8656282904232558,-0.4373973300696102,-0.15241829618435593,1.0,0.9683559680761763,0.36401040717821276,-0.7096472147829697,-0.4838004334754334,0.7937698591957576,0.9863203466971644,0.7968736431306451,0.8641132555290321,0.36189778500510245,0.8077372789263078,0.8100253140054626,0.570669263799421,-0.6433053922782794
Hippocampus_R,-0.9686041144473386,0.4785260313413189,0.95140427587036,0.9389373903135458,0.9819332084511093,-0.22791520310034405,0.9451658500869777,0.41827621973004686,0.9504869954749648,-0.0056541131799389,0.4934768770974586,0.2259772706581053,-0.197292732290691,0.9269761908686438,0.7514522943158889,0.33358772844716944,0.24233136875831235,0.9057538142240847,0.22132512848386793,0.7777544935555281,0.38668601095536154,0.8452726334659195,0.9215075849976055,0.9291048751483962,-0.5340897767348636,-0.23570620403006173,0.9683559680761763,1.0,0.1497840003368978,-0.6569958147033863,-0.3390438981137844,0.9121385650419419,0.9210838825703267,0.9142987420893463,0.9580940972701675,0.35759800079477294,0.9221757675425347,0.7553917607576903,0.3542400226895222,-0.488014695471446
Insula_L,0.06525431074534266,-0.7573192618878117,-0.08422551427218157,0.1408311952294813,-0.008763886078850596,-0.4956436814867043,-0.12108941087618297,0.8990028557681277,0.12688001434613647,0.32697433412268706,0.8600737410350991,0.7406958529782393,0.8974427307453519,0.4496782886689575,-0.32502881862237665,0.8211567083181739,-0.6554654615411698,0.2627032475834715,0.9464904771926882,-0.4292635307624146,0.8246152789103226,-0.26997297635007345,-0.10234405014207472,-0.10322371996801315,0.5208655249327584,-0.10712184423896752,0.36401040717821276,0.1497840003368978,1.0,-0.10409552799085682,-0.3714132618860406,-0.1922750788605884,0.44852521936287626,-0.11943393901776064,-0.11810449430606584,0.3834312588277359,-0.19330812154996607,0.20426026747385595,0.8386491591177204,-0.8660241066887766
Occipital_Sup_L,0.5699901103214696,-0.3553206116665633,-0.6740649401679489,-0.8110612716191641,-0.5744239778832337,0.7961553302099283,-0.5020520131863849,-0.527730517298632,-0.8456095334296675,0.7053042818797345,-0.5693290951343944,-0.650078005357158,0.3349584029977939,-0.6793640257559042,-0.21628171153952216,-0.6214205041077888,0.347880721226037,-0.8003903517017248,-0.38526682803014634,-0.2894837389384757,-0.6136892023595247,-0.28954866468594925,-0.45850627370650665,-0.6972409045313016,0.7863007195773523,-0.5691434451331194,-0.7096472147829697,-0.6569958147033863,-0.10409552799085682,1.0,0.8894825358477365,-0.43840076342859075,-0.7622538760911243,-0.3712003023811687,-0.5645320107965484,0.3314944781886766,-0.48340286724676,-0.8047252409952305,-0.5962984241735512,0.3707341179695417
Cuneus_L,0.18097013057880315,0.06385883506145926,-0.3006201810067951,-0.5390593514477304,-0.19913301855076945,0.9826792414498633,-0.09406678332441276,-0.7070064887438176,-0.5776324967257969,0.7213812107549064,-0.7033792899819722,-0.8904028177035412,0.010870409760425774,-0.49101974233633194,0.22085277876675802,-0.8309890515431687,0.7358801960398698,-0.5841910774239089,-0.6490363912659546,0.17138878169155533,-0.7939106337526359,0.1523640962229165,-0.05630593769768564,-0.3303896283766303,0.4986032644917501,-0.7424556966257336,-0.4838004334754334,-0.3390438981137844,-0.3714132618860406,0.8894825358477365,1.0,-0.012627996327385439,-0.5941174209974182,0.03904896025709244,-0.1630975248348552,0.4509443376931462,-0.05998458427932501,-0.632045963390301,-0.7960213826250211,0.4871196969929908
Cerebellum_Crus2_R,-0.9787886626220936,0.7200176761713774,0.9458725992051941,0.8201339580037691,0.9727655167228769,0.12955366217805234,0.9929615512291213,0.03046034743017385,0.8105437667869723,0.0932535017534913,0.13353158619304928,-0.17044687677123996,-0.428927350963741,0.7410236569076449,0.9387469141285956,-0.06531783211629755,0.6026116572644277,0.7502910927582048,-0.16964669695944737,0.9585671608131198,0.008163649855845102,0.9798040491369193,0.9799574417538838,0.9249243394821673,-0.5627766868405714,-0.3945988822378503,0.7937698591957576,0.9121385650419419,-0.1922750788605884,-0.43840076342859075,-0.012627996327385439,1.0,0.702845766192501,0.9810405125712341,0.9865894478879151,0.4159077202394602,0.9967602020519306,0.6106584208469733,-0.03016164088501784,-0.14211353296458684
Cerebellum_7b_R,-0.8125006181619565,0.20404900825270655,0.830546208894165,0.9327987586678215,0.8402780338152808,-0.5311935949211408,0.7630428582367299,0.7188650547677047,0.9326261080228527,-0.08355321146066726,0.7841608537630506,0.5695975735119844,0.05878782002738631,0.9878092089003465,0.503085075546671,0.6622679440023799,-0.12795279885501096,0.9546541481974452,0.5598017294487262,0.4881697022108204,0.7084863388941486,0.5810934599686192,0.7476471331343216,0.8195884558855218,-0.41867408650240756,-0.04337581303669477,0.9863203466971644,0.9210838825703267,0.44852521936287626,-0.7622538760911243,-0.5941174209974182,0.702845766192501,1.0,0.6955743352264646,0.787944207709199,0.3112699170466259,0.719785436319752,0.8415994965311165,0.685169102194076,-0.6934735421528295
Rectus_R,-0.9657279516598237,0.6193864608191099,0.8970473339834533,0.7661602101012477,0.9661457437212929,0.1705680385754514,0.9743299358618879,0.06497107958942705,0.7870509393461225,0.18433065312271824,0.141844998586742,-0.18045682590076428,-0.34275974900988393,0.7298069475390566,0.8929933908068646,-0.059378705248264704,0.6022133139245448,0.7010054100915633,-0.13219339612794803,0.941517172284752,-0.0006135248309432952,0.9840156636682238,0.9541130274244701,0.8617982436682843,-0.47216053518847556,-0.4938088995924678,0.7968736431306451,0.9142987420893463,-0.11943393901776064,-0.3712003023811687,0.03904896025709244,0.9810405125712341,0.6955743352264646,1.0,0.9669778331958166,0.44743842727777267,0.9729470803654907,0.5105611803464649,-0.03201473349968439,-0.2423856830387347
