,Occipital_Mid_R,Cerebellum_Crus1_R,SN_pr_L,Heschl_R,Thal_VPL_R,Temporal_Pole_Mid_R,Temporal_Mid_L,Vermis_8,OFCpost_L,Cerebellum_4_5_R,Frontal_Med_Orb_L,Occipital_Mid_L,Thal_MDl_R,Frontal_Sup_2_L,Paracentral_Lobule_L,N_Acc_L,Frontal_Mid_2_L,Frontal_Inf_Tri_R,Precuneus_L,Cerebellum_Crus1_L,Cingulate_Post_R,Thal_VPL_L,Thal_VL_R,Cuneus_L,Cerebellum_7b_L,SN_pc_R,Calcarine_R,Cerebellum_6_L,Paracentral_Lobule_R,Parietal_Inf_L,OFCmed_R,Parietal_Inf_R,Postcentral_R,Vermis_7,Angular_L,Frontal_Sup_Medial_L,OFClat_R,Thal_PuI_L,Raphe_M,Hippocampus_L,Cerebellum_7b_R,Cuneus_R,Thal_Re_R,Occipital_Inf_R,Putamen_L,Thal_MDm_R,OFCpost_R,Hippocampus_R,Cerebellum_3_L,Thal_PuL_L,Red_N_L,Frontal_Sup_Medial_R,Heschl_L,Amygdala_R,Amygdala_L,Cerebellum_Crus2_R,Precentral_R,Thal_LP_L,OFCant_R,VTA_L,SN_pr_R,Temporal_Inf_R,ACC_pre_L,Thal_VA_R,Rolandic_Oper_L,Occipital_Sup_R,ParaHippocampal_L,Thal_LP_R,ACC_sup_L,Insula_R,Cingulate_Mid_R,Thal_MGN_R,Angular_R,Thal_IL_R,Rectus_L,Thal_PuM_R,OFCmed_L,Temporal_Pole_Mid_L,Vermis_10,Caudate_L,Vermis_9,Fusiform_R,SupraMarginal_R,SupraMarginal_L,Red_N_R,Thal_LGN_L,Frontal_Sup_2_R,Precentral_L,N_Acc_R,Thal_PuL_R,Thal_VL_L,Thal_IL_L,Postcentral_L,Thal_PuA_L,Rolandic_Oper_R,Cerebellum_8_L,VTA_R,Frontal_Inf_Oper_L,ACC_sub_L,Olfactory_R,Vermis_4_5,Frontal_Med_Orb_R,Vermis_1_2,ACC_sub_R,ACC_sup_R,Rectus_R,ParaHippocampal_R,Frontal_Inf_Orb_2_R,Thal_AV_R,Temporal_Pole_Sup_L,Olfactory_L,Occipital_Inf_L,Supp_Motor_Area_L,LC_R,Thal_PuM_L,Thal_VA_L,Insula_L,Fusiform_L,Putamen_R,Cerebellum_Crus2_L,Frontal_Inf_Oper_R,Temporal_Mid_R,Cerebellum_10_R,Pallidum_R,Supp_Motor_Area_R
Occipital_Mid_R,1.0,-0.27418092344424627,-0.2744373715934264,0.2285450544238474,0.24701302565513616,0.36343698789390055,-0.5497151952797674,-0.7593997094079008,0.1287207154005848,-0.7079579438202547,0.5285730906756053,0.3745493601980844,-0.16056073237451157,0.33552255314712676,-0.2547631009861362,0.11106751137638082,-0.052041514578994315,0.47516269575700687,-0.026198355256462406,-0.731790985256092,-0.8386149327006363,-0.9396270163035485,-0.1630509060063603,0.8823609035494533,-0.8137927725178136,0.48220169118563144,0.3048714621888016,-0.8463297932465108,-0.4458402386702706,0.02772546291697344,0.48446680427523225,0.5538310826023165,0.5008978112483821,0.360709883887662,0.25721058664564683,0.6269463792588957,-0.01189425852992826,-0.9014564192925447,0.6105923535056432,-0.7551930447368014,-0.36288085363443323,0.9722083870696346,-0.28906637280229003,0.9626631480983773,0.559838713864053,-0.001598630437009237,0.6056535803490585,-0.00425217477792737,-0.8381659523417101,-0.9674665252421026,0.25925127074611365,0.722017380604846,-0.8846095254894444,0.42976922913748555,0.6749188564088454,0.37498283622350154,0.7069727205410424,-0.9482410681298076,0.3460149247850654,0.27518144319082427,0.03860657546876701,0.16964166967327227,0.5226249813008109,-0.36598157618508614,-0.9318853121624103,0.95340625656343,-0.6581673287700512,-0.2167080433081089,0.6814196089501565,0.5271938073279153,-0.23960557214724615,0.45383212578882776,0.9892169593944936,0.09740196239540307,0.4321008424069746,-0.4126902552151212,0.7166613854412377,-0.816172977994484,-0.8542665986278041,0.4953313958407229,-0.8673136819254044,-0.12199103001487427,0.5678935979262333,-0.2809591943012922,0.39393041677221113,-0.8756272060540357,0.5737757269366085,-0.6974006700562497,0.07557743248768044,-0.4776376386950096,-0.5823111223210798,-0.3830537965543969,-0.694891991510277,-0.9095781100962167,0.23349038312462353,-0.8782415609068269,0.523139714221261,-0.489116537102268,-0.134922910577377,0.6310314695800932,-0.8400443591014668,0.32358717162713824,-0.801491910244474,0.19584332013799338,0.049060746230639156,0.39397573046365497,0.0836154767949324,0.2891186049496636,-0.16303844229023104,-0.8023436467342386,0.3998791354604161,0.6951643574194614,-0.6894453617086347,0.5672363554503291,-0.9057764822348222,-0.19629498721391755,-0.6440839733908068,-0.8348949696788401,0.39906473805361387,0.6201814707407491,0.3911614361494126,0.3381394148903132,0.3853520135256661,-0.2601128141436245,-0.68208163611598
Cerebellum_Crus1_R,-0.27418092344424627,1.0,0.9491559872657493,0.7985135535984105,0.7491018879325467,0.7243387357548271,-0.029788575669475723,0.762722145593199,0.9094346208563155,0.8395971959029475,0.17677783149715875,-0.7428009465416487,0.8879557482737254,-0.8421353031128099,-0.6772852976812362,0.34689661120348364,-0.7026319640531751,0.4968745116040821,-0.12468001982725394,0.5101905198436657,0.6925380109115267,0.5370392741016042,0.8718983373459045,-0.49101974233633194,0.7316790736084808,0.6310412686083074,0.7929062367244292,0.6097649554479726,-0.35342797504044166,-0.7849393528623868,0.6272203941219164,0.12533607924052384,0.22395278053282386,0.44296897413140807,-0.6802593447821925,-0.798389631820328,0.9279729581792462,0.5140486919254892,0.5534915390974611,0.6116568305613708,0.9878092089003465,-0.36400789159632646,0.94872468827532,-0.043046179281801884,0.3189855778239794,0.8696343369444212,0.5393722210121861,0.9269761908686438,0.526678082906791,0.49687263351787764,0.8152058228226595,-0.7288679943040288,0.5066135423527317,0.7106187317606972,0.5076779592713117,0.7410236569076449,0.2049610133622787,0.5590556795795653,0.74337558034894,0.8154457157046022,0.9156908341737365,0.8596250531850457,-0.3960598829369138,0.8468231830571222,0.5019089119532345,-0.4326687971085181,0.83901078508194,0.9010256985357762,-0.36754720794336604,0.5869771424050341,0.7810122676605094,0.6070581838418982,-0.29460800015847805,0.8479304240157113,0.662978620605135,0.959363883798999,0.4368743403098013,0.6967557813549208,0.6093598584629765,0.035777185309947536,0.5527655947863198,0.9768048717848127,0.3569250794525087,-0.6938304669455714,0.7158367823010867,0.5048089472534285,-0.6589695556276769,-0.2752113018417053,0.8692072540214448,0.9472615069052681,0.9169197861237919,0.9801231837344981,-0.41863389234260034,0.6062897574262807,0.8091753627547238,0.6419586338896547,0.6264804945962892,-0.028428263770394594,0.40831500932834297,0.5402098261872499,0.6413108490729432,0.5495058237277702,0.49917176629617493,0.01717065984972687,-0.3502961227247228,0.7298069475390566,0.9074174095403266,0.7965106342455293,0.8532080892056655,0.6822427051033025,0.5242936928913611,-0.6004910898893959,-0.31702327083013515,0.5808834115828783,0.5938116440502814,0.9308412091703281,0.4496782886689575,0.5715526039902928,0.6986983768254231,0.5722520437324782,0.6036336327882602,0.7309026730193153,0.7092245464670002,0.9798554744392574,-0.14954803378912154
SN_pr_L,-0.2744373715934264,0.9491559872657493,1.0,0.7193698126502431,0.6019534075343806,0.6381866134432664,0.15010908857657151,0.7961250940807256,0.8906041628093818,0.870326990221881,0.37103395683474893,-0.5808462991802695,0.7830565605369051,-0.7728830824347972,-0.5644023156963517,0.5920690928044815,-0.5618083721714238,0.3190903893617307,0.07629526231038584,0.5994007413639183,0.7329332559395199,0.5401554220564876,0.7009226100683407,-0.4003749052895656,0.7178377714743709,0.509903910245393,0.6873899324262679,0.6717587877802101,-0.5122821720016777,-0.6360456318057668,0.5877772380313135,-0.068399968594772,-0.008850130459696844,0.5059094218413044,-0.49725925776654756,-0.7615319407754851,0.8054906978087873,0.5807438319426989,0.4601668114619122,0.7170971067076881,0.9408053669226158,-0.31637133261556766,0.8381529403767672,-0.09075220665429255,0.461289900261587,0.7209261668460409,0.45149959498708975,0.8667067314861339,0.6235781600933611,0.5025641424483307,0.716557636141239,-0.773758232219733,0.5858791742170245,0.6478572596293173,0.5169530633644287,0.642205222263395,0.029196305506339185,0.5599336639228194,0.6760789364456555,0.8231040901788587,0.8258823408372854,0.781135928090635,-0.217488123390543,0.6578552509542851,0.553129334914353,-0.3731262699620831,0.8898699764088206,0.8037910667890672,-0.1853067470175875,0.48841775216338784,0.5599806605439802,0.4503851074440844,-0.33339286337445234,0.7008389388952536,0.7241943607974906,0.9112793999523848,0.4666380798846388,0.7648168950451353,0.6628365523985387,0.21160627639018947,0.6415242141662516,0.9415024207838008,0.15656901969605833,-0.5727566905005707,0.6169915629911503,0.5702225180154398,-0.8223937862399605,-0.23259780659870266,0.9204757904786324,0.9156030154680117,0.82130467204072,0.8964366890742853,-0.3847603937655674,0.635394418552829,0.7065555718087445,0.6662580357366095,0.5589611402454591,0.1497951501570673,0.6051875202547401,0.5607165842837856,0.7055518180470729,0.7120135555892391,0.6325028253712168,0.1839059423317114,-0.13412559021825654,0.6882153864078795,0.8405535558824858,0.6977046744230413,0.6848020392671935,0.7562382020406898,0.676040055331042,-0.45777451684789067,-0.434239297747956,0.45061356865749863,0.6314156967087605,0.7907234559191638,0.6114208380981587,0.6577496044362242,0.6126274874355006,0.5113167425019991,0.43854483854035686,0.6145429995240638,0.6171068081556154,0.9370130061795621,-0.30698392330069546
Heschl_R,0.2285450544238474,0.7985135535984105,0.7193698126502431,1.0,0.9705416006117835,0.9885358579599808,-0.5695217019964436,0.24162793808812144,0.8944542398756651,0.3989882373543145,0.2157256530466622,-0.7344720347216245,0.91684343907721,-0.8203382476044758,-0.9629780649086996,0.18028447059895295,-0.9244697400075295,0.8693986769437665,-0.46676700344197775,-0.09394140041558484,0.16878070020138256,-0.020335735885479288,0.8663924778740719,-0.16544539267915004,0.2111174992748743,0.9446432773079402,0.9593672043066127,0.04312588320342968,-0.32297787696469765,-0.9263155244599438,0.953703019707518,0.6363590765080631,0.6518376286368647,0.315473100501488,-0.7577711807187012,-0.5948758435228718,0.9155626307297678,-0.05230115902120199,0.8829698736155505,0.0579482732890449,0.7870219355917772,0.059413935697405974,0.8058843952669872,0.46807747253872733,0.37148138255150204,0.940885543470734,0.9074208684253253,0.960803561353455,-0.04864711158249298,-0.024448895620735826,0.9868220798530501,-0.4220728589873845,-0.06962160808272067,0.9706180630025023,0.7988898650754924,0.9787501781952331,0.6837238589086035,0.054721608159520915,0.9911392398746256,0.9222013021340345,0.9665987544027599,0.991991117970457,-0.39434016289857915,0.6395496381441369,-0.05920017810201827,-0.0242863879813499,0.38564724164145103,0.8941510424659893,-0.22677094962509692,0.9409848482470803,0.7166014480505037,0.9218547667833568,0.2391699055103467,0.9569071306371271,0.8602653117199668,0.7786221084562945,0.7510450649112282,0.2178953943552781,0.0419999120851953,-0.009490236023980868,0.0031963813155274296,0.8962550710219191,0.766283986272328,-0.9765592028475443,0.9774733488929781,-0.087837460127491,-0.27903545166103727,-0.7890018016829193,0.878435720811251,0.7220018395736578,0.6170601584836565,0.7666625481771842,-0.8489686327884532,0.07432001513219218,0.9929356932075559,0.0935174488989909,0.9463491065154657,-0.5602383942414978,0.03109044602235954,0.8207362508132829,0.09682681598762377,0.528278762634898,-0.050000917229426706,-0.23903980036030978,-0.6149563513373876,0.9754506138755196,0.9743290692972411,0.9848871450955622,0.8697115646508349,0.16071334519214708,0.5461611169330695,-0.41957934172724953,-0.6206854534175873,0.8535777609087769,0.04929518780625347,0.8676093960750136,-0.10491680472559303,0.0030745433187169967,0.982114145417905,0.8026988492024755,0.9247778177089445,0.9827409630673941,0.9834164863183149,0.8548776121425973,-0.3010393576193143
Thal_VPL_R,0.24701302565513616,0.7491018879325467,0.6019534075343806,0.9705416006117835,1.0,0.9724826649465996,-0.671231698669469,0.16286120391145872,0.8305053964588964,0.3102125538517651,0.06907266205161179,-0.7708911947044097,0.9023322475500141,-0.7759178566804147,-0.9646239777514503,-0.020428647221177744,-0.9415434627628545,0.942886957015442,-0.5726694221169002,-0.18139569805416944,0.09031076000938022,-0.05621866722375638,0.9093490360728885,-0.1824103781280857,0.16831402939167256,0.9650884501197002,0.9583725340539008,-0.041128261097641186,-0.1906735363461965,-0.9486670375690285,0.9090621087514316,0.7432507851875242,0.7895427236491345,0.24967005483081423,-0.8124357197205923,-0.5361634263959292,0.9251332245406156,-0.13243356086047273,0.895064756960681,-0.05518925852637986,0.7314877453877279,0.05718412310677337,0.805726473923329,0.49767737402717893,0.25280487531183143,0.9655322513911175,0.9114982089030682,0.9151296489943462,-0.14955633919801303,-0.06441912219672008,0.9753035075624747,-0.31393175205635016,-0.15706884396342893,0.943020180724699,0.7421310772420366,0.9729615025839365,0.7831683287765445,0.010836678881832443,0.9593031067902114,0.8319467044808522,0.9416725539748703,0.9625812426029549,-0.4676968244760167,0.7164824176490717,-0.1288546614340234,-0.028309160545075433,0.2856730240907798,0.8727890082103458,-0.31510421665764843,0.946397665146964,0.8129766427015058,0.9712170031582926,0.2851111911264831,0.9825846172216678,0.7459305407433002,0.7236838485009996,0.6854273683066607,0.11124210675201515,-0.03508946235013428,-0.11754116173950038,-0.09779260459573648,0.8326430855498739,0.870867977752161,-0.9847108081353199,0.9726323754785976,-0.16193217583404615,-0.10004062638813106,-0.7674064343834602,0.7551177136569021,0.6579606903090343,0.6096616940655534,0.7444751926044318,-0.8190072034943799,0.01021903773985589,0.9857222330808822,0.032539681671549525,0.9269038788737413,-0.6572331383640686,-0.12557659121559261,0.7524135515773788,0.006369709890508906,0.3662652187331596,-0.17703436058950747,-0.32618301792869026,-0.7161809982242517,0.9282446761749826,0.9361783689577758,0.9790445559876724,0.9111854545785335,0.05705646261809199,0.3942644357155434,-0.4584262408566213,-0.49435014429117113,0.8963085032054005,-0.018866483965090677,0.8868852744143207,-0.24160830342822506,-0.09526342590095806,0.9687808793884619,0.796308548336081,0.9785461677934586,0.9901727847362459,0.9740297534285521,0.7955957929424577,-0.1801185984895004
Temporal_Pole_Mid_R,0.36343698789390055,0.7243387357548271,0.6381866134432664,0.9885358579599808,0.9724826649465996,1.0,-0.6375975408321476,0.11660496718718197,0.871156395282049,0.27255142011081546,0.26265378721536686,-0.6579513024619168,0.8565637023647797,-0.733743051188901,-0.9625053195418373,0.16121867800264642,-0.8974189573646851,0.9144029440938437,-0.46633206256416376,-0.20291596401513862,0.03392761158183983,-0.1556878958125449,0.817201766143018,-0.03654074383890509,0.08571411490506507,0.9793509362587033,0.9647459499968992,-0.08820868653292394,-0.3580306634858479,-0.8895808599150253,0.9781675974361144,0.7040296835183931,0.7170143308080837,0.34853610685021114,-0.6992174531477053,-0.47361899560496556,0.8831252326457618,-0.18781702137250264,0.9366429071375374,-0.06521382126966559,0.6989041127558961,0.1943743142146549,0.7384733053170317,0.5905650194226016,0.42158913632927447,0.9090681007351653,0.9593141998156676,0.9172213053674644,-0.17778812035852776,-0.1651010082881385,0.9849049426956563,-0.2867132340536331,-0.20263676619705426,0.9908091946180235,0.8562978068578457,0.9941111231313451,0.7716275276647885,-0.0872823895819158,0.9974943743148811,0.9133420914701195,0.9326411179224254,0.9742943223166449,-0.313580160587719,0.5789827396418489,-0.19731089216882747,0.11106232940770125,0.2654565754305059,0.82575518716259,-0.13359036133469837,0.9798941539014365,0.6720247953643428,0.9575770989961325,0.3758648699751584,0.9385526703202364,0.8716644077903616,0.6825817825087019,0.8143178035225865,0.07988935534411987,-0.08953368064137418,0.048946819717963753,-0.13224118784444938,0.8368083819640457,0.8324255329429785,-0.9790197724817704,0.9955562404785263,-0.21720360548925313,-0.16104537106930863,-0.851897704275469,0.8380957291459706,0.6175500670200258,0.5117634320569688,0.6819688361056395,-0.9091939200855423,-0.0650805193540318,0.9875048100528445,-0.04007726362124494,0.9810214423809991,-0.6186837149666141,-0.007923326757812722,0.8688060577207173,-0.03715450476971976,0.5318774089358662,-0.17772718813510496,-0.20927983272295653,-0.5969778118515796,0.9870639169508083,0.9441034978979365,0.9883342735460906,0.8200148917788388,0.02775849719345912,0.5616409839321571,-0.3100058124644106,-0.6768596493410365,0.9090916304540286,-0.08880643083674002,0.8114587168239358,-0.20939098425141184,-0.12725135619530242,0.9988472108188505,0.8618521517709682,0.9529771156285278,0.994045170663576,0.9987154660448868,0.778485176096128,-0.37089581980401903
Temporal_Mid_L,-0.5497151952797674,-0.029788575669475723,0.15010908857657151,-0.5695217019964436,-0.671231698669469,-0.6375975408321476,1.0,0.5518674274342829,-0.18844682696371523,0.4101892348113692,0.2454140540741935,0.44327102184984474,-0.42225487479727447,0.3207518499166605,0.7235922338166701,0.5174117899653484,0.6950352293118576,-0.8525897496789152,0.8398875091225186,0.825461654219744,0.5677277627539692,0.5937590001608225,-0.4431690958785715,-0.11786395146402506,0.4845763859492396,-0.7110116623445005,-0.5261518186925003,0.6828177994939668,-0.25212890449164566,0.6103731678400744,-0.6306491285228792,-0.9908312811089973,-0.9378774462030963,0.26392860935900986,0.5704443193073454,0.032019880163767514,-0.35844075566893285,0.7012501806761824,-0.6547686924719994,0.733662453050739,-0.042514306957977935,-0.3441365456072647,-0.203858004369818,-0.6853982809225632,0.12998670572748292,-0.50828471346269,-0.7144158600859963,-0.35253851817041276,0.760828213577045,0.5403825286388158,-0.5453698825464981,-0.23613403817973128,0.7354814656611989,-0.5843207183860653,-0.44652066580927424,-0.6110820994801371,-0.9035783330813102,0.49650706346192736,-0.5949197578416837,-0.30099422019656624,-0.4074079755139286,-0.48448480808594274,0.4213048838886167,-0.17767910726021682,0.6681447521952534,-0.29285413415282435,0.46724284582708236,-0.37216703091380837,0.22610002237554758,-0.7319312986073072,-0.40928175663240796,-0.7567032630861503,-0.6445422709632909,-0.5411747938886947,-0.3145443585921779,-0.07889878692952615,-0.4305900294668302,0.5305412910595284,0.6730632597806998,0.3844146018216664,0.693636802556783,-0.17167817862692236,-0.8842188399307743,0.7214934722126585,-0.6418456461688021,0.7504167795753375,-0.5499017597144118,0.8155179528092973,-0.14463883905919825,0.0009664018032556757,0.03234311616943339,-0.06833033094647038,0.7041588220833085,0.5728714733103683,-0.5742724905612587,0.5877223322963735,-0.6467290572616756,0.9954558379552292,0.7354219959412325,-0.43006069723194557,0.6432874766092077,0.17299555878755007,0.7742572090377503,0.6582162373252048,0.7975275010482004,-0.5463835386405292,-0.3924491291583807,-0.5629807354734452,-0.47373941190662155,0.6158455518069985,0.10949724368315004,0.168386831801404,0.2916480405370959,-0.6301240583291318,0.6072158308647496,-0.3345436790929327,0.8673810485456178,0.726874788403096,-0.6548063698302593,-0.4622560768220819,-0.7952577328842879,-0.6599671250543913,-0.6521365339598946,-0.14002223719061052,-0.04886314516195824
Vermis_8,-0.7593997094079008,0.762722145593199,0.7961250940807256,0.24162793808812144,0.16286120391145872,0.11660496718718197,0.5518674274342829,1.0,0.49160687840463085,0.9786989956807369,0.010816365368844083,-0.47588877553778286,0.4999021952338952,-0.5729516930688512,-0.09689821084459051,0.38135709288700825,-0.1972549265687916,-0.1569648361440791,0.23110770665894134,0.9192441149821988,0.9855158954917623,0.9279025686327842,0.48099524581629854,-0.7033792899819722,0.9777548685838245,-0.01942660854033198,0.22423026683980993,0.9757277359061319,-0.1638662094249102,-0.3130629850616674,0.007467406249106023,-0.48694285416654964,-0.3827336825601073,0.2559700113257222,-0.3432448017740475,-0.7576150979721511,0.4956804704638395,0.9375466896077495,-0.10086591334751921,0.9613026276457449,0.7841608537630506,-0.7343605065376942,0.6746346412476515,-0.6401900584996326,0.05235499865975592,0.39621137835634773,-0.12682999031734485,0.4934768770974586,0.9458840515408584,0.8931012638209145,0.2510232666905341,-0.8441777226061341,0.9403990945952608,0.10143298855708309,-0.07523050448094876,0.13353158619304928,-0.4596073552699291,0.9114890483325543,0.15154018221270468,0.33578703521407866,0.4521472410246415,0.3355886305132433,-0.3067141482386825,0.638911415695175,0.9299923389158435,-0.7541852090798493,0.9799888215524307,0.5503717940738335,-0.4187824077414052,-0.0721272298604948,0.4637169644994304,-0.041970313596641294,-0.8042183829324794,0.33199781851132293,0.16755549489094107,0.769022455655343,-0.1342836131362164,0.968459044143037,0.9738600622443788,-0.019992067078583954,0.9513388761209675,0.6381329525549264,-0.29947089472863764,-0.09663810109469935,0.09902974761967875,0.9400459637238967,-0.8579178579753631,0.37347063530101676,0.5029083761027937,0.8158649812374327,0.8437753301357446,0.7740926609854714,0.23558430427796614,0.9564637491070231,0.24505436276892095,0.9767803276806322,-0.013460553430546463,0.5287956420696862,0.5946740491891124,-0.03287237653362082,0.9798956803660772,0.3108950511245544,0.9203340214270195,0.18065840098697633,0.03843061912182381,0.141844998586742,0.4331579545803939,0.21976675354435318,0.4579479711403796,0.9834109564105782,0.24294820329943506,-0.6007033394393563,0.1465207813639261,-0.05383601145077439,0.9594780653087033,0.5741912549400183,0.8600737410350991,0.9622688574450873,0.07925872811691244,-0.015643099717269873,-0.032758374943109986,0.12090519334064731,0.09219035332540933,0.704553734292019,0.13437990367083127
OFCpost_L,0.1287207154005848,0.9094346208563155,0.8906041628093818,0.8944542398756651,0.8305053964588964,0.871156395282049,-0.18844682696371523,0.49160687840463085,1.0,0.593275482622383,0.47652774722857355,-0.5567461977992699,0.8210260045507412,-0.7056108438042092,-0.7604623948937299,0.49594165734057694,-0.6964189777960355,0.6513465628764248,-0.05733446942088607,0.2625855116368162,0.39217128541944907,0.17592896069807665,0.7838967215700762,-0.10984065221312095,0.41486153962398564,0.8151570199458706,0.9147796939003102,0.30929700104766406,-0.613247382821235,-0.7491678887491783,0.837974532191891,0.2867676007225688,0.36030989572647076,0.6406760375835855,-0.5319807310850315,-0.5526802853226673,0.9220403684099933,0.1907967990509321,0.8027829124678268,0.36733436305743955,0.8589028248248944,0.04287568145272252,0.8207111689574949,0.33615427724190294,0.6206076909856417,0.8544765607949173,0.7808293942913747,0.9430765596776157,0.23894901648399128,0.12009583449046034,0.9160023846288413,-0.4712943476945885,0.19228194799281156,0.896114638700898,0.811741540978691,0.8886468336519261,0.4465921312376577,0.19020896371319476,0.8904229614080146,0.9595031060887708,0.9320287036448485,0.9358443857207946,-0.1250380562422404,0.6718407061210381,0.15704894196754862,-0.03249366729271534,0.6229135292475286,0.8080792020013314,-0.03052847748567752,0.7935246809388233,0.6393088963360766,0.7666854946813323,0.08969230709517452,0.8739221716651759,0.8897510685205126,0.8096541637772048,0.7661440142976415,0.4092913782807661,0.30516471459467054,0.3131198272296245,0.24875246634110593,0.9540510831893885,0.5392917943253999,-0.7913310344997099,0.8679418653875166,0.19211432731142733,-0.5028854118430123,-0.5501824342963428,0.9499284320953905,0.774305711683923,0.6825161797917069,0.8361479430821186,-0.7059837072551264,0.267776591363954,0.9019420435614965,0.3133854486175653,0.8444026014728454,-0.16054687957052335,0.4448215436658279,0.8348549263856438,0.3460334336531623,0.765954882076462,0.2364695454829348,0.17135364833851818,-0.2588908152310247,0.9068733194341497,0.9565442118179139,0.9147954350475788,0.7644771076603335,0.40616962434517595,0.7668652412763333,-0.2830512557631594,-0.644437510187429,0.794665584469651,0.25923969547099035,0.8418823900255236,0.2650680779210675,0.2824600398533757,0.8608738512334893,0.8299681546079439,0.730788592180271,0.8593590990358939,0.8644072823434633,0.8955332261884255,-0.4936417203591518
Cerebellum_4_5_R,-0.7079579438202547,0.8395971959029475,0.870326990221881,0.3989882373543145,0.3102125538517651,0.27255142011081546,0.4101892348113692,0.9786989956807369,0.593275482622383,1.0,0.014173093621262374,-0.6001157203590873,0.6432268230065834,-0.7146829652972219,-0.26332724985411804,0.3810137400824602,-0.36439536587351035,-0.01359220253146238,0.10024366554160255,0.8312586520384725,0.9693350798362311,0.8824117970042736,0.5966926290761315,-0.730032771100094,0.9479046480841277,0.12530826482582194,0.3507855353186245,0.9318245442310894,-0.16427648352571222,-0.4654542933207102,0.17083236791225503,-0.34695055443433404,-0.2639510128025044,0.2208283755252388,-0.477753961045315,-0.8574460124154887,0.6017186257517145,0.890841475670152,0.03013187746513508,0.9197573111245589,0.871894106353834,-0.7190023939659884,0.7593183405849658,-0.5560107722012104,0.06873952675904285,0.5270065896046079,0.017336896736375146,0.6306002715431593,0.8915358897648193,0.8614138911165827,0.387965697639804,-0.915529211226865,0.8863239773015124,0.24973740881142512,0.03618520618597872,0.27484539482211395,-0.3393138632468742,0.8924164085901783,0.3083918099904633,0.4574393425557178,0.5798293700524227,0.4792749954636727,-0.40238335957288696,0.6844155209801976,0.883818221723938,-0.7509622566989087,0.9926766331595684,0.6854058305811617,-0.46865408805450376,0.08158541035844666,0.5401072987780837,0.09796413956471964,-0.7464771619320182,0.4637731440764286,0.3011891912143614,0.8707019592834536,-0.0222383697523117,0.9719804586972264,0.9307901009641646,-0.07308092634734238,0.9137765301133866,0.7494076979388952,-0.17386874314843398,-0.261606829789469,0.2442588739937324,0.8755526809651111,-0.884886886843862,0.20845679449485896,0.6259272048442762,0.9065057645552805,0.9017760135215375,0.8552891335339023,0.08541888532378263,0.9318519243448855,0.39231685031857944,0.9414918298256304,0.13655521522855882,0.38247684048302877,0.532455004584059,0.08899840239219192,0.9506952156783471,0.36198768874272413,0.8742335267564062,0.06922403555099427,-0.09955994484111524,0.2944117196172077,0.5688284068290828,0.36069177730628915,0.5816037158095395,0.9662526986252985,0.2967500751456423,-0.6745442448668977,0.0461051839909036,0.050737643475143285,0.9280595913754562,0.6808185486770747,0.7894016328669223,0.9146225491976342,0.23630738745418312,0.06949864262036586,0.11536656575419872,0.27199722563542145,0.2477679801955645,0.8129859984014879,0.11421324967951198
