,OFCpost_L,Frontal_Sup_Medial_L,Temporal_Pole_Sup_R,Insula_R,OFCpost_R,Occipital_Sup_L,Calcarine_L,Vermis_9,Cingulate_Mid_L,Cingulate_Mid_R,Hippocampus_R,Precentral_R,Thal_LGN_L,Temporal_Inf_R,N_Acc_L,Frontal_Med_Orb_L,Vermis_4_5,Olfactory_R,Thal_LP_L,Rolandic_Oper_R,SupraMarginal_L,ACC_sub_R,Thal_Re_L,ParaHippocampal_L,Thal_MDl_R,Cerebellum_7b_R,Cuneus_R,Precuneus_L,Postcentral_L,Paracentral_Lobule_L,Raphe_D,Cerebellum_6_R,OFCmed_R,SN_pr_R,Cerebellum_4_5_L,Red_N_L,Cerebellum_8_L,Thal_AV_L,Temporal_Pole_Mid_L,OFClat_R,Cerebellum_4_5_R,Putamen_L,Thal_PuI_L,Parietal_Sup_R,SN_pc_R,Occipital_Sup_R,Thal_MDm_R,SupraMarginal_R,Cerebellum_6_L,Cerebellum_3_L,Precentral_L,Putamen_R,Thal_VA_L,Calcarine_R,Thal_LGN_R,Cerebellum_Crus1_L,SN_pc_L,Thal_MDl_L,Temporal_Sup_L,Occipital_Inf_R,Cerebellum_9_L,Cerebellum_Crus2_R,Precuneus_R,Thal_VA_R,ACC_pre_R,Occipital_Mid_R,Thal_VL_R,Temporal_Sup_R,Cerebellum_10_R,Vermis_8,Temporal_Inf_L,Angular_L,ACC_sub_L,Thal_IL_R,Frontal_Mid_2_L,Thal_PuI_R,Supp_Motor_Area_L,Temporal_Mid_R,Vermis_7,Frontal_Inf_Orb_2_R,Vermis_6,Cerebellum_10_L,Frontal_Sup_2_R,Temporal_Pole_Mid_R,Frontal_Inf_Tri_R,Thal_LP_R,Olfactory_L,Frontal_Med_Orb_R,OFClat_L,Caudate_L,Thal_PuL_L,ACC_pre_L,Thal_PuM_R,SN_pr_L,Thal_PuL_R,Heschl_L,Frontal_Inf_Tri_L,Pallidum_L,ACC_sup_R,Thal_AV_R
OFCpost_L,1.0,0.1862636354272649,0.1388655988601625,0.14060867919284178,0.5344291031295206,-0.2668800916791198,-0.1422793536735248,-0.061940634154213595,0.2259740532918575,0.035869908357563374,0.35157496740000327,-0.11814914306885943,0.1063726597082002,-0.06244163873821685,0.6706356447330426,-0.31614537247693586,0.21026972060165716,0.6489888878781496,0.33350911059882865,0.40798663729116014,0.14313933113775323,0.21735518291113545,-0.08588164183212182,0.3571042786702939,0.43536547313721735,-0.05018053802412967,-0.22471623488883002,-0.042744383713295656,0.005732507514206527,-0.058578889367597836,-0.3209423121180262,-0.10786625110986932,-0.004814139343676548,0.2728505264588822,0.12968576833986598,0.10417107806731263,-0.3040483654031673,-0.07441378898052427,-0.3658172477870855,0.1384465460203995,0.05457277428875477,0.2036232829803353,0.2160512841555027,-0.21662249993079835,-0.3262407851747315,-0.2852309215682939,0.479621111874066,-0.2589751596075423,-0.1953038915424113,-0.3518195493365688,-0.016801540854171803,0.493270168215531,0.17785857655532666,-0.21829530527450544,0.30212498202746113,-0.25812271818630417,0.48000968185696347,-0.05384896247315393,-0.1622154592841583,-0.09524501485454097,-0.1822237300962798,-0.15172061896001138,-0.1313910058221626,0.5235708486316856,0.5049361178450796,-0.3086462254119919,0.4515331123938864,0.17143741595085196,-0.18037326476828275,-0.24217782248121356,-0.11165948739005409,-0.235972933439159,0.4430157132608936,0.05442578565151253,0.2309308004300674,0.24213398227922678,0.13248383020000062,-0.1737705666934023,-0.21684170621422189,0.5289822771812682,-0.1649368242015109,0.23188162862090841,0.014796088043329651,-0.24351758204158006,0.4485660167166407,0.3583022026636391,0.7105715707498569,-0.2937476936690968,0.5000955232033468,0.13642858328804644,0.2741978193986784,0.368880649420114,0.3212071665682892,0.06055702168619582,0.27031898972774593,0.3211022604439989,0.47065663379237016,-0.08985090844302134,0.05905407261977137,0.37229852831363036
Frontal_Sup_Medial_L,0.1862636354272649,1.0,0.2532043056577988,0.3721424719405097,0.31309022527086655,0.1401442907633531,0.04870300082627468,0.09132593894840574,0.5234098097884909,-0.16750519297898364,0.323000483711713,0.07870920140659426,-0.020408538952840283,-0.06564255014305939,0.19958363346496658,0.03264053524897881,0.2291823433721893,0.07505988592030455,0.12998796499951373,0.40245539879116293,0.08454091387665821,0.10384493528086257,-0.014030186671611503,0.3874724155058676,0.3176315325304732,-0.09674973604475735,0.12141187445388683,0.22191636270575038,0.09889599828515623,0.0756876466957106,0.06383681347505724,-0.09794397212847346,-0.08031385896100977,0.18719259463504398,0.1889809676392213,0.12834231922890363,-0.09387931108956085,0.0386156707796611,-0.02268202313939974,0.19628010110509178,0.22595633104908658,-0.03371061516469529,0.20897036199808922,0.16297011640849582,0.004796666596103735,0.15163893573728462,0.18263067032110758,0.19260706190598847,-0.121421738100738,-0.10894150470120159,0.291508287159627,0.3617323771319057,0.3277438564112829,0.030203318755894985,0.4241896787268872,-0.16275169409687515,0.26520371388100816,0.19449458122786137,0.17039162621377058,-0.2003450069631108,-0.03980200569868259,-0.17029201588376214,0.33927082654067914,0.18575558398076808,0.22989588283248505,0.08361036136224238,0.12751025625859644,0.37587869637521687,-0.12479698730407905,-0.1813169698172951,0.14670779872705778,0.053515945940637355,0.1342264216245236,0.21884617102580994,0.8597762832776966,0.13381155052363175,0.4931434837784742,0.09391941814125554,-0.07699615278337288,0.2589275911370258,-0.00893148814406481,0.12044801650280204,0.629650824761151,-0.1852516120723353,0.12562307986736154,0.3324748757903061,-0.10163655609035667,0.13306356578610612,0.367836090124282,0.44204101020895176,0.14192751802524736,0.5154146458056502,0.21755853421221297,0.11734651152356901,0.24633186142118732,0.09676211859299579,0.2552681860049158,0.17387531173927953,0.835266627117464,0.20897979594176705
Temporal_Pole_Sup_R,0.1388655988601625,0.2532043056577988,1.0,0.6031489167679782,0.1849020890356777,0.11189138104370334,0.20695824174165284,0.42401326940628253,0.14019518709836573,-0.23373497964506706,0.22276664436492252,-0.6883188779226815,-0.21346690566975043,0.686009635212447,0.12028080624431277,-0.6180830722959202,-0.11586488742333129,0.08390756655957525,-0.051622525236544876,0.18229258692131492,0.04025376113357012,0.17781492275559602,-0.33872634644983096,-0.15629398306653322,0.3060090500470525,0.3817302592085344,0.09028311262432215,-0.1272732614131897,0.09800600220402449,-0.2911415226927607,0.4335904234152279,0.6741929645549588,-0.2629764272489721,-0.3651488978262438,0.23948053953792342,-0.2968109304962882,0.1882571815100623,-0.18456013302640298,0.015379226890898655,0.38492225654192314,0.31624237584011033,-0.1599848511197818,0.13923147420331294,-0.4487584853739128,0.0589164830646954,0.026556479695697414,-0.16614856643895373,-0.3570996085722898,0.4087710508718521,0.29168156143874197,0.06103039137400545,0.1969440315066992,-0.271833661826699,0.2830454636814202,0.09793236400587926,0.1154599602353842,-0.043925026481991765,-0.09649563498391893,0.13209845356634264,0.5116222939193266,0.5458672770305618,0.4393160589356852,-0.2824491235979071,0.06735997972087959,0.06838172452794536,0.10333392271904833,-0.14325818704757717,0.702905211597354,0.4822980200907891,0.3198619468291854,-0.45687775772433936,-0.058594286886497426,-0.034628460620869064,0.15102756185596153,0.0029171850526002723,-0.29784104063753025,-0.032400084642738095,0.6678959550456391,0.2913401106947552,0.21663616295436525,0.23484526954880258,0.40951389147321177,-0.17782110250321248,0.3150543717943361,0.3535339466679811,0.1380691100901571,0.1418273727534589,-0.5972661207767429,-0.3630753710467011,-0.032944939016189466,-0.06524112075360067,0.030311411835540602,0.04037667835679288,-0.22073407709109086,0.197911505808589,0.40930841802565177,0.02466789186154963,-0.1418895761800799,0.4819043334700224,0.18951649772392173
Insula_R,0.14060867919284178,0.3721424719405097,0.6031489167679782,1.0,0.010109777696955865,0.4415040946102428,0.6225705057657411,0.32796148234957184,0.12151824003457946,-0.0697628514632788,0.032873253073122374,-0.44377609224516257,-0.12181535945977381,0.6487177052618847,-0.08005278271092518,-0.40332497072463824,-0.1756909814196906,-0.04145243454628639,-0.2840284141912096,0.33417083505106066,0.2963091313630212,0.08582668185238322,-0.13495125807928537,-0.14650318057524747,0.18039261357595612,0.372359877607008,0.46882008741036,0.2052508652891348,0.321422158615742,-0.034772221936274196,0.6529793062101003,0.6597478087719997,-0.20974128557860774,-0.2232195624841459,0.209826717622077,-0.43287108078049824,0.45665335419355607,-0.3072852490063473,0.21632701750210553,0.06905167750621567,0.35600485065078097,0.022196017791937098,0.15008991911202582,-0.1468836464888579,0.2972579380844866,0.4118391408049967,-0.1838744362558869,0.0112238029476361,0.6089773823745306,0.49456940908118185,0.2940431130044874,0.32712462807691894,0.08696062750844279,0.6002841108280066,0.07762464288929065,0.40872613305139166,-0.06557764866077372,-0.09362303553167671,0.5902171441642852,0.569566557250281,0.6443354370546882,0.478110556935787,0.0546204546734791,-0.20764039260047143,-0.2266721351540618,0.45627903980156803,-0.31301557061755425,0.7333793152826735,0.5513429237281086,0.4514085313833889,-0.04879357641126892,0.2835410625152098,-0.06596138882559496,0.15088298770996386,0.18055475731595969,-0.3799266915742311,0.16351565111216165,0.7709059933982297,0.4811828647087358,-0.1539393958229342,0.5235093286408874,0.23368929627493787,-0.09477464097477112,0.1369651034061513,-0.021057292690642587,0.13133205863325192,0.16252225259296546,-0.3991019433287947,-0.37966520777780033,0.14554076078213546,-0.13921021564899863,-0.19889619595752098,-0.2195710472370386,-0.1189601136146547,-0.0575145301475891,0.3651119168116201,-0.011283868612087848,0.28070864401036283,0.5073916891321946,-0.11577180607261758
OFCpost_R,0.5344291031295206,0.31309022527086655,0.1849020890356777,0.010109777696955865,1.0,-0.37448642738420496,-0.40253130441849877,0.05947931464362956,0.28775359280697493,-0.10946716856322047,0.7492350047479739,-0.25211775409096865,0.19762321701852784,-0.11362022774920627,0.6558337542641626,-0.25673196377055485,0.45221831065280194,0.736580423234301,0.507873859557211,0.47066866818727005,-0.20801809169101454,0.17715788100564467,-0.4719183601366541,0.4887895222328851,0.651018112111093,-0.26552582687930376,-0.4588968189377129,-0.25041539930342077,-0.13806966181303953,-0.24131934599242372,-0.45633721941040756,-0.18605426651178128,-0.07244640323015805,0.3699656753364649,0.35446786134088965,0.24906317407226364,-0.4711930709344907,-0.05030913682696407,-0.4593480202529396,0.2503612591486306,0.21484576061832605,0.21944187280577523,0.49668575745382426,-0.3333509539331785,-0.45775284362479746,-0.4428694556154744,0.6370062437608868,-0.48094608841759573,-0.43367069699445504,-0.6128712939378735,-0.07986993161171504,0.6563398857801609,0.18691916580160212,-0.4999730617495437,0.5577174379640003,-0.5515269731199927,0.6298117065471933,-0.0017803331868210058,-0.2987216078328915,-0.39222039118259855,-0.20662163362722513,-0.405363511137976,-0.21198524509034988,0.7405235741758797,0.7773195409832248,-0.5286253319376311,0.6761154988908434,0.3745843899499428,-0.4448753541857384,-0.4152822804514682,-0.27128815481183993,-0.5062188684914322,0.4699163195896297,0.263814342007975,0.28400185050868837,0.507108010550167,0.1883843297586033,-0.2569148060122581,-0.4482601356838878,0.8239565400883012,-0.5490482866450579,0.4674018686630708,0.18452203068983006,-0.4723971395750492,0.6770642379050317,0.5111106910426341,0.39984166740345856,-0.20102353904968026,0.5860084714150395,0.35276137756533704,0.43350037149091236,0.659941986971082,0.6721201106536209,0.15046380168650877,0.5182771894465393,0.2655800243778073,0.5644290601496402,-0.06772090370317345,0.3043457185471077,0.4708613861186434
Occipital_Sup_L,-0.2668800916791198,0.1401442907633531,0.11189138104370334,0.4415040946102428,-0.37448642738420496,1.0,0.8087556460213232,-0.051862855199509145,-0.18545215435630183,-0.0381645673086098,-0.4509497037008789,0.1355478075203347,-0.006014130180336957,0.47662049494347086,-0.5356211773391193,-0.10774573350701858,-0.36577345255072385,-0.5055496917650686,-0.5200240915572963,-0.21126788146853073,0.6140244011167957,-0.06982180876330178,0.25732572547130156,-0.2813252723397776,-0.3333732118267404,0.41477030765685496,0.9451395146643478,0.8068174123486698,0.7878983795460399,0.6935923752519134,0.5017372345971988,0.34794755120489895,-0.12301019980049265,-0.32906868675986894,-0.25521189637165576,-0.4217663086676682,0.44804811099599384,-0.10567551714157514,0.3997284579991956,-0.0331559339186834,-0.14051297293752057,-0.10694958081329269,-0.12766844525426613,0.6424639745290033,0.5310128845355248,0.9470471119811563,-0.4477510106569666,0.6073664085961676,0.5653064161370249,0.6905689345366828,0.6945227660952911,-0.28156183209433194,-0.011533395880923409,0.8568568673809158,-0.4932913401624423,0.3833196745907749,-0.5524978384860453,-0.13601393170161513,0.48757815332763726,0.5337680839782495,0.3984890818516516,0.37464794914352545,0.7026650319431148,-0.6789021525237677,-0.6637388414965312,0.9319750207084189,-0.6429098610973664,0.03308820429636747,0.5345927049443963,0.22653502073251983,0.02585773194306879,0.8945282481948663,-0.37399427176015837,-0.029927662564257346,0.05905038499500269,-0.5982597477737296,0.21862366215497028,0.6387288876309133,0.2879161750114473,-0.5562712985730551,0.3855859446242735,-0.18114729422211975,0.05655453003249999,0.3154733459249218,-0.5831656713143665,-0.2842821392366922,-0.24469434680686847,0.013162174406664897,-0.5002110446180279,-0.18852717220025078,-0.5808054882935565,-0.41567838476359004,-0.7488527864961745,-0.1326459312544229,-0.5413578482765528,0.03462160956025235,-0.5023567565316139,0.32223678456253607,0.017278720730126804,-0.48080765433198447
Calcarine_L,-0.1422793536735248,0.04870300082627468,0.20695824174165284,0.6225705057657411,-0.40253130441849877,0.8087556460213232,1.0,0.05895309182500152,-0.12742856430437272,0.20944763486470408,-0.40242289267550374,0.059003925641173835,0.05594542567116157,0.5799996708430514,-0.43969892630525,-0.15238003455327215,-0.24598025929750217,-0.3606665098608042,-0.45661576247441465,0.02528973730913632,0.533835115617379,-0.07852334807101485,0.15426318413798026,-0.3008250661624008,-0.2093267135388316,0.49375577972415563,0.8279300104594104,0.584825470239095,0.6001066613143033,0.4313682703556724,0.605739937524246,0.5669735764111964,-0.08170645716600779,-0.3310410272718599,-0.005857965258353274,-0.4810863556611561,0.6110120299427675,-0.20113931604483734,0.43484020467112827,0.020614975405763226,0.12898780258211853,0.11625283319411882,0.039404318826415395,0.32114021187132963,0.5379529027436669,0.7741744846577917,-0.3566142970957691,0.5022360274504147,0.7973407387904808,0.8002370247055848,0.5524610247094283,-0.09838559659109651,0.00128764906434974,0.9195497514659515,-0.38154087927244373,0.6286242174497735,-0.4308524217277199,-0.16577730411249986,0.6478581756748849,0.6911681608537561,0.5468122231946204,0.5857220252617539,0.40582367294463506,-0.6128587600790918,-0.6455954468537312,0.8096422612151642,-0.5552828462741725,0.24402660087340777,0.6888366149439905,0.5028517230039851,0.13441225717237645,0.6784678841372654,-0.24793339838060177,0.05083896035265051,-0.01784666998170388,-0.5268964171535876,0.17678002251797503,0.7297484164290639,0.5308859690028753,-0.557503528660101,0.6545491293511031,-0.03133313195872814,-0.009568968360491311,0.3642874536171998,-0.37571542562458066,-0.18118827571005303,0.05636865364436284,-0.13370701326113482,-0.5823050119933537,-0.08098683132664754,-0.45859930046004677,-0.5598269230421895,-0.653114923867333,-0.1413301686305509,-0.5169428158846662,0.21416452255935747,-0.30204296891381377,0.39765388394036655,0.009756698339099088,-0.4662692641733952
Vermis_9,-0.061940634154213595,0.09132593894840574,0.42401326940628253,0.32796148234957184,0.05947931464362956,-0.051862855199509145,0.05895309182500152,1.0,0.32287724938974083,-0.06668881789920995,0.31939115821860187,-0.49865209938515265,-0.1927114779741017,0.4792019288552603,0.17578048692815773,-0.26131404096044164,-0.024652341142892803,0.04676594467266487,0.12444623852562728,0.2263716688291437,-0.18561466475541674,0.04876779127031064,-0.037165407131826804,0.14225416057059542,0.22870247553268616,0.28804567909637707,9.572950509239688e-05,-0.3386373310022209,-0.2642953737052748,-0.4805683662952713,0.3701300304950794,0.5836631210906963,-0.05033306872821496,-0.01752229576098337,0.4308417069704953,-0.10184984306114905,0.4881160674908934,-0.1328133583567271,0.1262395633183179,-0.04538970528870252,0.5673626968141688,-0.11544233810693853,0.20472641063755836,-0.5550987389200318,0.07327441723334514,-0.05688048752378584,-0.010443341379629578,-0.3731058211238397,0.40352687033667994,0.1880701638850958,-0.09649331909729648,0.19926725644236118,0.0070329642923434,0.12410620171212558,0.2965417691335452,0.4288554171177146,0.12814776551181276,0.12015545392187996,0.1324127650777178,0.2815136755008965,0.6632771002120958,0.3297634177745926,-0.4053225623676035,0.13218277180890783,0.04884781216503784,-0.06118346612000702,-0.01599326525464242,0.46770142777683826,0.36132390922119123,0.5429555907966718,0.20658436930618024,-0.2574123096817257,-0.0940194587431174,0.2579758826942212,0.0860104367365972,-0.12154237984918334,0.10218013670634345,0.35697960398309925,0.5732905778560726,0.043458292911035215,0.4106850675752273,0.44074781344271835,-0.1195655699248703,0.2167350943250185,0.15847639040916875,0.1871204903279885,-0.06638953124644381,-0.16845728985161626,-0.25449070260538104,0.14287850965877755,0.22422260905812905,0.06332444820470072,0.2769459999703591,-0.044689258663725154,0.291453300660268,0.006246435881033887,0.12672299702627413,-0.026585409585771894,0.38464974229178955,0.19471383752926233
Cingulate_Mid_L,0.2259740532918575,0.5234098097884909,0.14019518709836573,0.12151824003457946,0.28775359280697493,-0.18545215435630183,-0.12742856430437272,0.32287724938974083,1.0,0.3986201107698038,0.5515352322216991,0.04827345039011548,-0.022025587292327883,-0.03151670615771343,0.3513414565489924,-0.06061799408903271,0.4813369839668147,0.1554254298934704,0.4838833501656366,0.6226279773035478,0.20508710397983407,-0.058558961987430304,0.17155426640451615,0.5667944224816012,0.5449373641013739,-0.05169636652669307,-0.1600044122210564,-0.06886668368344735,0.004842756871100023,-0.0898377347789013,-0.07944115935975582,0.006550704919415217,0.1268343542727905,0.30174062846807476,0.5272300074185482,0.2942613516879415,-0.05011212549424716,0.14996110804831903,-0.08552200588000679,0.023471061775502244,0.4978242390628727,0.044623771404737035,0.3281419757763818,-0.22363996622319035,0.004414927099283155,-0.19512807174375565,0.4935520165702578,-0.027779019883926243,-0.02169581718489336,-0.0881885165149924,0.3229381580941164,0.43968955732287524,0.32008410228676637,-0.06250331962154419,0.6157978461704786,-0.06334779820037617,0.3562677453453385,0.37979156118424584,0.19107778691179753,-0.1595358143587953,0.03623653852519619,-0.09813409416343385,0.09409504996842516,0.5158105004812056,0.4185889753636193,-0.28175267731527354,0.470512570674143,0.3115234543680577,-0.13295034234798353,-0.08547418989377886,0.2189583859712827,-0.19735564276559311,0.05408068749300291,0.14085595255459135,0.5736853916676093,0.4001269236290681,0.6735320824286409,-0.0741909518240606,-0.0003016487712653602,0.31035255354240987,0.010194636700869572,0.47119412995626964,0.5554884098864791,-0.09498047243086531,0.36159083286435423,0.4243029257517267,0.01798582668204056,0.020026687791205363,0.2699429942086134,0.3596603475992929,0.43148723665676647,0.4230126071480305,0.5140387739727451,0.21024699790970755,0.4850242697968755,0.32630233027826216,0.6086790027465592,-0.023782699037388954,0.5325240959516919,0.5174356997703954
Cingulate_Mid_R,0.035869908357563374,-0.16750519297898364,-0.23373497964506706,-0.0697628514632788,-0.10946716856322047,-0.0381645673086098,0.20944763486470408,-0.06668881789920995,0.3986201107698038,1.0,0.19595305228083246,0.4626051763618001,0.4150961045757875,-0.05279453817392203,0.07320317605862305,0.1457853122907711,0.4861636023837816,0.041230958426229876,0.4007934161258113,0.4263584763598091,0.3042122773203482,-0.19086852171316185,0.2588127410743889,0.2863668017640113,0.2104896822219271,-0.09764580160561917,-0.015953517471002106,0.06404393304301716,0.18171638046087024,0.19069844636976999,-0.214671037698744,-0.02911253447568219,0.1802742941521187,0.21192526842484213,0.4079055951752359,0.25768780196874547,-0.01532928295844544,0.20576289499036707,-0.0877000739706453,-0.10426847618015558,0.3532960589132595,0.5050046688396008,0.2190595223238797,0.007128832725052458,0.08005029915044548,-0.07694193285041444,0.40955091218354267,0.2703352857006057,0.15392025221937125,0.1763686530728764,0.3745801535665093,0.22844025897472559,0.17401687259785242,0.12630149730178591,0.1839066944425264,0.101572655599902,0.08048385274841321,0.2255369873657051,0.26506543778641495,-0.029067911020076758,-0.08709181201852471,0.030948632846647537,0.14046052957326377,0.18579393065407454,0.05506812923271604,-0.11576893371695869,0.34239801082526244,-0.0076941581372660115,-0.013480642916316938,0.011081974275419293,0.2002251196272795,0.0009623170695361604,0.03314578372520631,0.09192259107103973,-0.03418948894070897,0.3966107274927561,0.3819756181101112,-0.09559675300048956,-0.0035809520069318623,-0.014883626835197514,0.12402830697926827,0.2725757002295721,0.3349435288688707,0.03129414670857039,0.23204554631220775,0.061432751649613086,0.1882336216736566,0.03357882256661929,-0.019260482186556835,0.15474907761875473,0.1815785331576627,-0.23096077767437392,0.17115639366184118,0.191851931274297,0.07192207809386865,0.4959378643019832,0.48180642002554763,0.180481151522674,-0.16157533852693964,0.19821120282652502
