,Thal_MDl_L,ACC_sub_R,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_R,Red_N_R,Red_N_L,Supp_Motor_Area_L,Postcentral_L,OFClat_R,Frontal_Inf_Oper_L,Occipital_Mid_R,Thal_PuI_L,Thal_PuL_R,Cerebellum_6_R,Cerebellum_Crus2_L,Thal_VA_R,Temporal_Sup_L,Angular_L,Parietal_Sup_L,SN_pr_R,Precentral_L,Cerebellum_4_5_L,Thal_AV_R,Cerebellum_7b_L,Raphe_D,Parietal_Inf_R,Precuneus_R,Thal_Re_L,Thal_AV_L,Vermis_1_2,Vermis_7,SupraMarginal_L,Hippocampus_R,ParaHippocampal_L,Thal_PuA_R,Thal_IL_L,Thal_VL_L,Thal_PuI_R,ACC_pre_L,ACC_sup_R,Heschl_L,Thal_PuA_L,Putamen_L,Rolandic_Oper_L,Precentral_R,Temporal_Inf_R,Cuneus_L,Temporal_Sup_R,Cerebellum_9_R,Supp_Motor_Area_R,Occipital_Inf_L,Temporal_Mid_L,Hippocampus_L,Thal_LGN_L,Frontal_Inf_Tri_L,Thal_LP_R,N_Acc_L,Cuneus_R,SN_pc_R,Lingual_L,Thal_VPL_R,Cerebellum_8_L,Calcarine_R,Thal_MGN_R,Olfactory_L,Thal_MGN_L,Caudate_L,Precuneus_L,Cingulate_Mid_R,SN_pr_L,Vermis_8,Cerebellum_4_5_R,Cingulate_Post_L,Cerebellum_10_R,Calcarine_L,Temporal_Pole_Mid_R,Thal_PuM_L,Amygdala_R,Vermis_9,Lingual_R,Frontal_Inf_Tri_R,Frontal_Sup_2_L,Thal_MDm_L,Heschl_R,Insula_R
Occipital_Mid_R,-0.16881555631647457,-0.08675692961444896,0.4614915121454452,-0.6951577757339711,-0.1925180304826981,-0.5558367268164146,0.07271860557154526,0.6654087623613625,-0.046466190285196336,0.32218670103652275,1.0,-0.20745615444255577,-0.6383699619597448,0.41329897233810153,0.29800612750481453,-0.8150006869722315,0.4728924930205447,0.8977407150414489,0.7405753689264208,-0.40815803337553397,0.533985775210531,-0.38639004023793616,-0.6103750710247591,0.5804465623950117,0.6486417402090129,0.5454246234950042,0.6055958205229535,0.3016805517867739,-0.17384534322059148,-0.5199635556340813,0.4463157559107109,0.5187405455998167,-0.6212314039710204,-0.40055592053006467,-0.5038154742993001,-0.5984034336800317,-0.7502390542464167,-0.7477107591482695,-0.5397786666970448,-0.020241192144392076,-0.09137162378341362,0.6693675769637787,-0.23141448556824462,0.2928180263401529,0.11321648246828109,0.48709019514465496,0.940860140687819,0.013111789326056333,0.6428967309984596,0.07069616452306035,0.8349313794338661,0.5615784634363001,-0.04146397240557101,-0.144985019809611,-0.6645865165982157,-0.3543028883668826,-0.6543793820463317,0.9462041077135888,0.6158516859999609,0.6569528230878248,0.04643019545242053,0.582148596317849,0.8777776303956347,0.5386063000569646,-0.27301216060624806,-0.3907270535780818,-0.29706127874798355,0.7072125092266837,-0.11576893371695869,-0.18661770608525818,0.38244974564907774,-0.2397639559575051,-0.48605362971487,0.6105541364349408,0.8096422612151642,0.4020041787331226,0.8321119734043416,-0.6179690609175812,-0.06118346612000702,0.6832990724446805,-0.6812947056132483,0.13860056999259898,-0.01916784803826479,-0.3919642389050915,0.45627903980156803
Thal_PuI_L,0.1966188653176737,0.020221168083621857,-0.2385605211713682,0.3257461121936063,0.11404846202239496,0.20139100380453087,0.3640903929842842,-0.008329051168961963,0.16447563696636586,0.2678943529398139,-0.20745615444255577,1.0,0.1155463709089511,0.13366139129019894,0.0025381547955398566,0.3403147696270497,-0.0027315094053152263,-0.3158435137317787,-0.19795930058973363,0.42084000426984614,0.151752359528564,0.49977279905714683,0.04069459649754916,-0.1853021678850835,-0.004399157732168452,-0.17149990849178454,-0.10711909219679197,-0.3130444943305565,-0.07992463929197771,0.48370829895494,0.07316252136125106,-0.058377559550219484,0.5766005126324136,0.44331323741126094,0.6055022082356298,0.10936718535331738,0.42954229134417465,0.3367974606184816,0.3257973384890332,0.30537134194211096,0.2957240477627445,0.20774147154692388,0.3917655822058581,0.2183530188239376,-0.0720194573418141,0.1306872006736513,-0.10430270157882829,0.44455448526674285,-0.17790832613115326,0.39014234353079136,-0.18927555508830837,-0.05648037101740155,0.6259501591115009,0.2584031452545405,0.41417079579397964,0.4490303798307008,0.3176595361970711,-0.10081749376595785,0.1686636879261451,0.07287942824915633,0.2947527830882631,-0.02386717261907366,-0.10039385504883871,0.17895091663840743,0.2976383226000786,0.5173830635185208,0.4400689004189602,-0.15912888211005463,0.2190595223238797,0.3712571000160124,0.02881454195026842,0.4410652974769674,0.43081165911127456,-0.14208749160817036,0.039404318826415395,-0.16745941140780593,0.11692915804994394,0.10204479945201814,0.20472641063755836,-0.01795758086534657,0.4128598822901555,0.20146795956033314,0.09969985337054704,0.5654359413094631,0.15008991911202582
Thal_PuL_R,0.18285587600547554,-0.0012225780160690827,-0.3215740908533372,0.6690176120399797,0.2831207884363944,0.4066874316741255,0.17748058797867844,-0.35977291407701534,0.08180310921271934,-0.07101842226154793,-0.6383699619597448,0.1155463709089511,1.0,-0.15132141161089524,-0.16885673790165634,0.744576491224623,-0.16981865175706687,-0.5964665707862745,-0.5024627137224419,0.2686773590513125,-0.20201338436819366,0.5276970094900176,0.7544030388125416,-0.33544630989946,-0.39443270652004253,-0.45003679580828887,-0.34238367895719196,-0.1657907780928817,0.179765463214819,0.5845674556516975,-0.3192340062647799,-0.27590495539476184,0.7203405712849197,0.419925020962443,0.46216167656227125,0.5508217379574991,0.6499743010616063,0.5559259919931709,0.548692580198367,0.35492750546138596,0.2581777550207603,-0.35575851452398355,0.1263603410989411,-0.036928978015726324,-0.21629877898280656,-0.1359509401012413,-0.5822678618825795,0.3107698488090888,-0.2574579573668507,0.1600803418778393,-0.6297936788827148,-0.390417156969117,0.14415206974285286,0.07488477659895976,0.6343173298270338,0.49726586490273006,0.5985077120327412,-0.5975452727929613,-0.5023828402746449,-0.42148353439071334,-0.017982662018821708,-0.3532220309712073,-0.5006428537217541,-0.26553915503156256,0.10438012689210692,0.4509635750123103,0.3327160659900616,-0.42000223245159646,0.07192207809386865,0.08247399846253244,-0.29409601752950393,0.4084662549173756,0.5779793690016851,-0.3881129886969965,-0.5169428158846662,-0.3238078420390716,-0.4802219299642657,0.6301882991880612,0.291453300660268,-0.39785488547052106,0.6212637972808521,0.16280314653387776,0.40108615245216206,0.47690870632678506,-0.0575145301475891
Cerebellum_6_R,-0.15989773318063402,0.013603645917157042,0.29909187451279967,-0.27389364203188676,0.014149115391035793,-0.5549839627144827,-0.08090190954943516,0.1628702085823883,0.14311171349136131,0.5673481715014945,0.41329897233810153,0.13366139129019894,-0.15132141161089524,1.0,0.7863436450538455,-0.3027933032342302,0.36226252487483057,0.14952935126538888,-0.13491862418844944,-0.43805139946577015,0.13167155807834682,0.16044006988168125,-0.16179989405648676,0.6558318592951816,0.7576763134586277,-0.44899912323985236,-0.29769090638562695,-0.1256432779691797,-0.3413380374337794,0.12224933387706194,0.7736734518758975,0.12670265147806573,-0.11815142060196705,-0.36338049154190966,-0.31602235276494345,-0.4456102592680526,-0.4375423598295379,-0.5891091948397682,-0.42227501227087605,0.18873456076954795,0.2594409880452466,0.5818476891012111,-0.18932073949010095,0.4979725674277221,-0.6195497181691441,0.914820767811488,0.4077948944052741,0.5917100078772988,0.5510477069398289,-0.14552353572541527,0.571132280937979,0.13430094679368473,-0.002951502205657638,-0.2664010347283681,-0.20944643813122485,-0.042627514509495534,-0.20394504717241485,0.3854004599017699,0.4121614985500425,0.7454847265784034,-0.09974824138001706,0.7150715136134528,0.6500066483551721,0.7859107129545219,0.07183496780306338,-0.04828514499016972,-0.1998673156584198,-0.08628190779370128,-0.02911253447568219,-0.2515793887902495,0.8010021841861632,0.3304787726113021,-0.11528106852643134,0.8753119284544222,0.5669735764111964,0.5280643130199081,0.662143763913419,-0.27704512728293007,0.5836631210906963,0.8397370323227592,0.035838563279543344,-0.2879755841115205,0.2051164100087656,0.027792359902417504,0.6597478087719997
Cerebellum_Crus2_L,-0.11625471853839912,-0.06343420982393959,0.4626164127369236,-0.41028581329049174,-0.06499382468770112,-0.46279707268549986,-0.13348529113213564,-0.15217550769502042,-0.06075333795388856,0.3388923039763802,0.29800612750481453,0.0025381547955398566,-0.16885673790165634,0.7863436450538455,1.0,-0.3014398932693534,0.35877417424879016,0.04548329503613175,-0.34146559803573356,-0.32060507605497807,-0.1016540339258714,0.06772337908782103,-0.2014074236360971,0.7122375616693002,0.6621522723037172,-0.344411032590339,-0.37593828744313623,0.10227790395362786,-0.3070473595919661,0.04567534912460024,0.8700915236097534,-0.06232546138699479,-0.269229995253584,-0.28041824704215257,-0.35597249387964697,-0.31968093953598925,-0.2830147553602084,-0.4794958372688333,-0.4132494698669095,0.026754866842050265,-0.08398819519336698,0.5344873348689382,-0.16163016594086127,0.16396670487560366,-0.35856136384547643,0.6190179099669141,0.28724366936910317,0.2851051432006712,0.6148659624982686,-0.15643529373729423,0.6786277145528756,0.3971445521529866,-0.049968557801623,-0.3302676627905007,-0.1750256644620683,-0.07502050812862852,-0.13727657275926902,0.2492437952494564,0.3478722652314429,0.7101051262372554,-0.10435595598744188,0.866530211605007,0.5165394179391438,0.6757326117136278,0.10744886666857362,-0.2180329458770039,-0.13749717755440677,-0.23502115992106096,0.07156557711190477,-0.22231363504330584,0.8605149063957329,0.2503947237443023,-0.12739593207085992,0.7481791238999457,0.4763184224560466,0.4426384272227422,0.5163182942500585,-0.35477678338195695,0.5628163379705149,0.7416978081680514,-0.10894583958698867,-0.2818386213151654,0.12887457839161104,0.009141563205394193,0.43585452535785674
Thal_VA_R,0.2292828823982371,0.10098645845063534,-0.4928450130871272,0.8610480495606788,0.17360388103481156,0.5031459406109763,0.20690291374238623,-0.36152405671098664,0.12872697877724087,-0.09347783645788596,-0.8150006869722315,0.3403147696270497,0.744576491224623,-0.3027933032342302,-0.3014398932693534,1.0,-0.30383419201828316,-0.7276432575700696,-0.5468640960093705,0.4378313107749635,-0.18961757760548992,0.5469954262072205,0.7879711397070327,-0.5723989695335915,-0.626186935190534,-0.4465250467563126,-0.3662511419008885,-0.22511059344527745,0.17156479519625528,0.6938134448513935,-0.4694531042861396,-0.26065124674949053,0.8309622692301466,0.6207252932402304,0.6257521169442561,0.6495206889423654,0.847425606465473,0.7726263677873568,0.6646729053010654,0.22835190925576684,0.3290019481816689,-0.5507623978331629,0.24332405447857688,-0.10057777393229761,-0.12037077508694213,-0.3214148033879026,-0.7451554386139653,0.23727299145250727,-0.5209147782969343,0.20600243955044953,-0.7985153984399846,-0.4754993638139764,0.21298225060637876,0.18488064429238418,0.8330284862947028,0.5629678724838673,0.8040634180311628,-0.7199709571550383,-0.6122436812814872,-0.5838439584407272,0.038621003792451605,-0.5422806684275915,-0.6643951469859145,-0.39624767967316077,0.37288488846904344,0.527231928051405,0.4158861193514334,-0.4701925716722275,0.18579393065407454,0.13934337516217327,-0.43500026930562063,0.36880049774152207,0.7035723872910018,-0.5408608159265051,-0.6128587600790918,-0.4703797508100127,-0.6678458857502796,0.781436063410449,0.13218277180890783,-0.5550722322400626,0.7747152775945001,0.1444162837694793,0.24566632601570756,0.6142868839795437,-0.20764039260047143
Temporal_Sup_L,-0.006112701934411338,-0.12179791161227622,0.47983371723354834,-0.33118715515748304,0.00033484607235692706,-0.28113979772394715,0.34549064211923863,0.3857134587262992,-0.0012036170671722813,0.650286769702463,0.4728924930205447,-0.0027315094053152263,-0.16981865175706687,0.36226252487483057,0.35877417424879016,-0.30383419201828316,1.0,0.45841787984253857,0.19831381605767598,-0.14410224306477903,0.4806022813992024,0.295747090804842,-0.16561258989879193,0.375235438806256,0.5167488399448856,0.18484429580422737,0.3638199385154351,0.11624286306616734,-0.08595207429288705,0.00010427183860938833,0.3596778534664489,0.478881664134818,-0.10533636751183233,-0.06183922818097384,-0.13590531148007745,-0.17359420526428918,-0.16614992480218263,-0.14050885618687714,-0.3184609845352236,0.25002773760290536,0.20989639735086132,0.5507241202887797,0.19336380256951527,0.5368671544303547,0.008078029387077867,0.2960031636367203,0.47494663075253,0.31104374924434186,0.46761964657260346,0.400502307657979,0.5133938649911218,0.7288450085456064,0.30093782906231603,0.028704426416954004,0.060961449152844994,0.016822152555966738,-0.2060682261153982,0.5434986470787322,0.3142116774794256,0.6057732214431559,0.36514890658817006,0.4927750010571397,0.6408839628711033,0.37364675862687646,0.010042669342669305,-0.20129122465799848,0.29914200360738624,0.41297463533556095,0.26506543778641495,-0.0179567429150357,0.34464441215544056,0.38152668410579166,0.03767512342274947,0.401140563374474,0.6478581756748849,0.13665835499040863,0.5712493243116202,-0.298753484204757,0.1324127650777178,0.5737271259095117,-0.2296812024077868,0.3136158729295745,0.0005613591514389752,0.25737875944398403,0.5902171441642852
Angular_L,-0.07555753322898788,-0.09442786197450535,0.36463619255724955,-0.6384415247308955,-0.1500974127469897,-0.37265510751318726,0.20079202194747484,0.7983137870091576,-0.10157327439101112,0.27086021283188066,0.8977407150414489,-0.3158435137317787,-0.5964665707862745,0.14952935126538888,0.04548329503613175,-0.7276432575700696,0.45841787984253857,1.0,0.8618624375741967,-0.3341085510282721,0.6591634603387039,-0.4409238067732499,-0.5115815102084629,0.42031948212846004,0.4164600199032889,0.6360275414312748,0.7982124926397705,0.4115757832104485,-0.0065160328227699925,-0.5737067538637916,0.1698509473946094,0.7282658359810653,-0.5809969201001209,-0.32624077548645203,-0.4005514675544411,-0.44104741463762925,-0.6486554983994863,-0.5810317270704161,-0.4368320279075414,-0.12988205518615045,-0.042648384504021135,0.49709098470670676,-0.18670416939461953,0.2638027163412174,0.24927024659375682,0.2839643586046859,0.8688633671093852,-0.2130252151371486,0.46802664382375914,0.16704559310377148,0.6852426678195229,0.5470152910436339,-0.017936891211636084,-0.04641130154976089,-0.5604239620200097,-0.3959741612510503,-0.6123608565406857,0.8985983121070712,0.5195761351804383,0.46172743452301696,0.07838343997732695,0.3404823318625964,0.7771616554448774,0.3325159152730754,-0.3218150619679954,-0.38883383210222994,-0.2863651328394183,0.8531873741097571,0.0009623170695361604,-0.10966096600247323,0.10736168752616525,-0.34865077945416506,-0.4064047747032878,0.405278666848883,0.6784678841372654,0.32523068063856536,0.6464865629002309,-0.5053376840236278,-0.2574123096817257,0.5170025836418319,-0.7191040706483163,0.246086918439456,-0.011944948613365973,-0.4501610087124225,0.2835410625152098
Parietal_Sup_L,-0.07889734437662302,-0.029763119602171543,0.10142131506709956,-0.3655777327284405,-0.11329075064142288,-0.192265363250233,0.2016752129707226,0.8328025926149634,-0.03345815382716585,0.11475030167272177,0.7405753689264208,-0.19795930058973363,-0.5024627137224419,-0.13491862418844944,-0.34146559803573356,-0.5468640960093705,0.19831381605767598,0.8618624375741967,1.0,-0.1840182168649692,0.6504842249617947,-0.42300115105770986,-0.41613693217642383,0.09075027993030325,0.09128855800909336,0.7691054378437705,0.8743450034795917,0.2230300205244627,0.08649098155866702,-0.524049613087335,-0.2089984102234487,0.6085918275547184,-0.39410947631525045,-0.19018803426480155,-0.1825937842795136,-0.34070105126841593,-0.5212129982112976,-0.3671710123852576,-0.22687278022188317,-0.1422221520243524,0.015265837700016483,0.23838847967983637,-0.045939271090579846,0.20185977205543748,0.38528850964477784,0.08599467211306659,0.7154872142351224,-0.22131324762811108,0.19446973367767653,0.19017539821296925,0.34187348452832184,0.2663146526487095,-0.02098961209349056,0.156586624369252,-0.4753909758489251,-0.2898393946194896,-0.49215563889507175,0.739052069924857,0.3282466954143677,0.18067535215225938,0.21242866929447918,-0.041523049126853,0.5103514699799153,0.08091699115012102,-0.2866136801001153,-0.14122045699971914,-0.1937570145420857,0.8852997506935597,-0.07378918686049614,-0.016311607150442775,-0.254520800963956,-0.4229674752463766,-0.3963659435861311,0.08853180255255891,0.48303659402482346,0.08044955460234522,0.428682341664454,-0.27168006450699317,-0.47467705254106135,0.18638048319716227,-0.556859193200125,0.3189154384514597,-0.10307464226678072,-0.3974771952827497,0.1043081315626305
SN_pr_R,0.12320336192308394,-0.14851332398639638,-0.31698454573499324,0.3723243458005749,0.042287908074212455,0.43480784434131436,0.3116787788576794,-0.19993791020720064,-0.08850802224185059,-0.13610674544827225,-0.40815803337553397,0.42084000426984614,0.2686773590513125,-0.43805139946577015,-0.32060507605497807,0.4378313107749635,-0.14410224306477903,-0.3341085510282721,-0.1840182168649692,1.0,-0.052418740033088405,0.3542901411223148,0.1960039729761175,-0.46517183750188984,-0.4334694493416943,0.06869028676566663,0.021789816755186348,-0.05826585651516334,-0.02774439792507081,0.3300115621374748,-0.2850225820284725,-0.13887736294840838,0.5014803470298161,0.607833998084282,0.6248749840817555,0.36009656238116033,0.5913973451373566,0.5854044719703132,0.38813366763351304,0.14682818900560582,-0.012331928905000174,-0.2087867786271598,0.4131660701754442,-0.1486650144625888,0.24910708525258496,-0.4407959116210931,-0.3176885489888238,-0.005315842209961331,-0.3806275249944131,0.3410340621643184,-0.43221780001526783,-0.013170706351465148,0.4585118607387089,0.41016519605099344,0.45744306117203054,0.34794251186660785,0.44156593782018,-0.2901847033298,-0.005686454562859382,-0.3549344699540606,0.26952234652466134,-0.32291544021912116,-0.45170126038240316,-0.33832717464486883,0.2024037921311815,0.3518600490307834,0.48370862360725025,-0.11688725343610024,0.21192526842484213,0.640365172737738,-0.3637804291316118,0.29466741379466194,0.4344840591194183,-0.5472678024983513,-0.3310410272718599,-0.5271558376251286,-0.3560758062595648,0.32490844507314126,-0.01752229576098337,-0.48135370941298494,0.25457390981506195,0.2958366760288716,-0.030632245436126478,0.45049133435883926,-0.2232195624841459
Precentral_L,0.1592495600282958,-0.05380394662196675,0.09966157853779942,-0.18638361496518627,0.07530796893720913,-0.047662614990983204,0.700136121761749,0.8765612950388719,0.026016425415778786,0.5558208220294331,0.533985775210531,0.151752359528564,-0.20201338436819366,0.13167155807834682,-0.1016540339258714,-0.18961757760548992,0.4806022813992024,0.6591634603387039,0.6504842249617947,-0.052418740033088405,1.0,0.11956446831860838,-0.05805947388336991,0.1504092840958708,0.14299970509883145,0.43713599377114976,0.7621678458204635,0.2675003615033452,0.10601286070380754,-0.07741588456019032,-0.01725687848544973,0.7815226977167885,0.0027342616088204454,0.12182831152696688,0.1433186720518856,-0.06636919653358483,-0.1152616225954413,-0.11963416489832793,-0.09830231677874271,0.1711340531465037,0.3929186331368455,0.40682979586639767,0.16697057327979292,0.5023379530381775,0.26840251773470136,0.2659079576159909,0.623758446150258,0.0834317955142805,0.26927090406379467,0.658923487626614,0.2959016418298645,0.3991409765639289,0.35655224900597143,0.18406507459725363,0.049749969436594314,0.050512704555141445,-0.20139988927806768,0.6620967038580513,0.3424125812666621,0.30981337222913147,0.3236380034767636,0.08174016830919234,0.5916062157630905,0.26453314926744076,-0.11690612703055916,0.10402138820942645,0.11767125774093119,0.7698572971040744,0.3745801535665093,0.0694437931048213,-0.06826420913808846,0.10250723625868695,0.21659317637835598,0.2347211505407301,0.5524610247094283,0.17946162440227217,0.4745959194032374,-0.09626970729308049,-0.09649331909729648,0.37563540366123277,-0.20539129426482872,0.5533897051038316,0.2819092889482774,0.046279002175007244,0.2940431130044874
Cerebellum_4_5_L,0.22969569493012473,-0.06601472961722983,-0.13054394341559497,0.4513693978149984,0.3163384190106451,0.3163130701900484,0.43514701075579915,-0.11861313625188222,0.12104332715978916,0.43711646727595127,-0.38639004023793616,0.49977279905714683,0.5276970094900176,0.16044006988168125,0.06772337908782103,0.5469954262072205,0.295747090804842,-0.4409238067732499,-0.42300115105770986,0.3542901411223148,0.11956446831860838,1.0,0.503910188348545,-0.1813887445888374,-0.1260736063590895,-0.31451163725825954,-0.21139514256522052,-0.20634063108573822,0.062320477882697733,0.7571377426334075,0.0009963900209642366,-0.02764622324500729,0.7166004173463892,0.5013715288455984,0.5296770205409176,0.39091625244267725,0.5996917824128828,0.5680821078834639,0.25987527693187196,0.37722682258284396,0.47120498873399663,0.07939370280776634,0.4918992733662699,0.36605348078578986,-0.12646609884428955,0.10205483042836276,-0.2606166893793699,0.5596657742285628,-0.08109895948234774,0.4177018655328504,-0.31828172127056825,0.07117066983796165,0.5949767681718862,0.36703563007583934,0.6937116961772011,0.48169036832790557,0.47764823275028573,-0.24323570972752429,-0.13928740612402238,0.08535879248136852,0.36789451102710113,-0.05304788015402593,-0.09437095610755976,0.1125946322451135,0.23543187863296616,0.5022471053800204,0.5815959107475519,-0.24872351484566463,0.4079055951752359,0.24869397674201718,0.028847165166799034,0.9129602679604744,0.6723539095050259,-0.11948321899590252,-0.005857965258353274,-0.14786440452551736,-0.04908405968857357,0.407728239284163,0.4308417069704953,0.02540495249417131,0.5461650261965344,0.22771350754243055,0.2965972155406231,0.7570408860305481,0.209826717622077
Thal_AV_R,0.24816266349349836,0.030850357249575775,-0.36249587976948267,0.6885089035203249,0.23970110578307893,0.4443981648680653,0.20999542535868496,-0.20488021918854132,0.08871668475863542,-0.0005385421398945365,-0.6103750710247591,0.04069459649754916,0.7544030388125416,-0.16179989405648676,-0.2014074236360971,0.7879711397070327,-0.16561258989879193,-0.5115815102084629,-0.41613693217642383,0.1960039729761175,-0.05805947388336991,0.503910188348545,1.0,-0.3672237752681636,-0.49010383891488113,-0.41103471921753526,-0.25306253457783867,-0.11853148009307757,0.2935244570894579,0.5827861374962691,-0.3927216982781242,-0.09318454329679732,0.6683854239643374,0.45698190632213936,0.41078960521758534,0.6089885508866116,0.6405542578623901,0.5853800088250088,0.46652714775110143,0.21984920418566375,0.39365282776126914,-0.44745103043309337,0.10741544892992254,0.027136334831471983,-0.13356270099262402,-0.15714409482011255,-0.5597285232589415,0.21542553588102317,-0.2886829890605587,0.15781065247812853,-0.6316098266465353,-0.3877851487857641,0.13549681827973442,0.1322203720650536,0.71671214434459,0.4281835533400991,0.6159074336223102,-0.5423332279705799,-0.5504359727222047,-0.44741142975084686,-0.06363772967607435,-0.43352336733008484,-0.42642675121656837,-0.31398758642992136,0.12652204510010145,0.4040186525235163,0.2981204385222785,-0.3051210776512549,0.19821120282652502,0.05061869906047437,-0.3787835099866992,0.39168695584426344,0.6339173478240883,-0.3138975340170237,-0.4662692641733952,-0.25681753319029854,-0.534769410890187,0.7370037145749172,0.19471383752926233,-0.354165582429382,0.6290805146223089,0.14117007584405733,0.4060366497584259,0.41988011217258764,-0.11577180607261758
Cerebellum_7b_L,-0.07211614703277311,-0.08393914056511047,0.5923886076209023,-0.5771893765209191,-0.01274232767975718,-0.4617074290133199,-0.12160527129148838,0.16706196959565495,-0.014212902860053798,0.288958238787799,0.5804465623950117,-0.1853021678850835,-0.33544630989946,0.6558318592951816,0.7122375616693002,-0.5723989695335915,0.375235438806256,0.42031948212846004,0.09075027993030325,-0.46517183750188984,0.1504092840958708,-0.1813887445888374,-0.3672237752681636,1.0,0.6704892408674586,-0.007438930667216701,-0.004259234115726831,0.2731209272096969,-0.17642294434891984,-0.26773968005111176,0.6863557639862905,0.17729001463395103,-0.4888310736165752,-0.4531884296929987,-0.4504626005724763,-0.390928630270423,-0.5639546135425324,-0.6041531610482971,-0.4975138270095378,-0.0582098552341364,-0.04884951766109503,0.5931804307339554,-0.23005516982545415,0.205025344814715,-0.14330867242525708,0.6073026175032218,0.5526525316727845,0.07641048520895663,0.6724130955777706,-0.13618794760468056,0.7911064899037717,0.4295553314148259,-0.11236239069633265,-0.3119932705738722,-0.4116970126083095,-0.38095055105788533,-0.412526485818842,0.5081954737371855,0.47663740706428137,0.7243723460622469,-0.11842438974905364,0.7654662212434464,0.7188788668814291,0.5664418805592336,-0.14241248468760787,-0.3166019266661061,-0.2792697644397758,0.13268189757063276,0.06032504064995112,-0.3051649928155428,0.6657555603098695,-0.005173323324363379,-0.2669443848028536,0.7898538945305251,0.6153569075208514,0.5690042647868782,0.6392981552175929,-0.488160706781872,0.35714056040386805,0.783610706339143,-0.3451593783692964,-0.14414074805436755,0.1912322923004588,-0.2862332164220408,0.3807546072522469
Raphe_D,-0.0923165507393271,-0.08456093256034147,0.5794748283069384,-0.5963707544698728,0.008457141556956092,-0.5651015479057289,-0.05986146584063455,0.16819861105408832,0.03702735590326472,0.3631381443938708,0.6486417402090129,-0.004399157732168452,-0.39443270652004253,0.7576763134586277,0.6621522723037172,-0.626186935190534,0.5167488399448856,0.4164600199032889,0.09128855800909336,-0.4334694493416943,0.14299970509883145,-0.1260736063590895,-0.49010383891488113,0.6704892408674586,1.0,-0.08396444537683033,-0.0028016461259339673,0.077813879895212,-0.28467281163335983,-0.23961082991425595,0.7842198631443954,0.15238286252232203,-0.40951789553343415,-0.43197867104796434,-0.47434385586869454,-0.49593490514080385,-0.558349022474827,-0.7219532540095686,-0.4259202269259935,0.2750676776489642,-0.0893050023398681,0.788713848828173,-0.32222050636823346,0.2810746337180823,-0.3822890285798523,0.6724486995667236,0.6109772127972758,0.36573980613867907,0.6394135486485806,-0.06399199353321967,0.7772122237860014,0.4212866491834518,0.04509287547992521,-0.4840732563761047,-0.49688670299248505,-0.16649770315550172,-0.48944669128471235,0.5634488715864762,0.6336443244741561,0.7290604240059029,-0.19137932909693803,0.7991302948264388,0.7047817733203113,0.7032136684287444,-0.17408918008358656,-0.4030728543147298,-0.1191967935146104,0.10626761799471615,-0.214671037698744,-0.15706574677442497,0.7355622667802793,0.08165574800541263,-0.2911268250480575,0.7451010876708953,0.605739937524246,0.4839652211154954,0.7948271210223956,-0.6959726289429532,0.3701300304950794,0.7620121092172737,-0.38658512472488205,-0.05584283361666141,0.07359670609434217,-0.1529500817475064,0.6529793062101003
Parietal_Inf_R,0.0232202741507454,-0.12261821489850483,0.20852889637224017,-0.37744277016694333,-0.17569319181201065,0.0071793845469122685,0.2324024336026566,0.45557803826234844,-0.14663379987133945,-0.09665663248467486,0.5454246234950042,-0.17149990849178454,-0.45003679580828887,-0.44899912323985236,-0.344411032590339,-0.4465250467563126,0.18484429580422737,0.6360275414312748,0.7691054378437705,0.06869028676566663,0.43713599377114976,-0.31451163725825954,-0.41103471921753526,-0.007438930667216701,-0.08396444537683033,1.0,0.8313289173151119,0.4001333503190816,0.16510564578640036,-0.46091622529441084,-0.19936204343778002,0.30990029711268857,-0.39243783179924213,0.064478324432089,-0.09787345251383278,-0.1135335205851522,-0.23586915033231304,-0.07046602429820004,-0.1368368036137776,-0.14483464238573057,-0.25711439516751117,0.18615137368678797,0.06944381931474643,-0.12135198037794648,0.803657215784004,-0.33653644297416085,0.5290866654122237,-0.4156293346916675,0.12978771325277083,0.31922237071799725,0.297433333278817,0.48070469059709026,0.0899176154538374,0.20636652448275172,-0.3329572543884745,-0.24645761346074294,-0.3935770565064266,0.5460119837801252,0.2442336252201031,0.023970995413678444,0.26485658264109985,-0.007262797366878097,0.2704787840726864,-0.11641910733167553,-0.28640072056522115,-0.23523295174025283,0.012001277195349349,0.6824893064326139,0.09600096785355683,0.08283470799519642,-0.2623024124575316,-0.34032046502285657,-0.24748593720008788,-0.18734542520975841,0.3174505386041066,-0.08058876692435672,0.2648567377351632,-0.3169161308971939,-0.4962994017469889,-0.0663293396639523,-0.587640134937018,0.4374271154925558,-0.150642519418292,-0.2593875404871006,-0.1802747920887055
