,Rolandic_Oper_L,OFCmed_R,Frontal_Inf_Oper_R,Fusiform_L,SupraMarginal_L,Thal_PuM_L,SN_pr_L,Frontal_Med_Orb_L,Red_N_R,Thal_VPL_L,Frontal_Inf_Oper_L,Cerebellum_8_R,Thal_VL_R,Cerebellum_9_L,Thal_AV_L,Cerebellum_9_R,Precuneus_L,Parietal_Sup_L,Supp_Motor_Area_L,Temporal_Pole_Sup_R,Caudate_R,Thal_MGN_R,Occipital_Sup_L,SupraMarginal_R,OFCmed_L,Thal_PuL_R,OFClat_R,Temporal_Inf_R,Thal_MDm_L,Cerebellum_10_R,Thal_MDm_R,Rolandic_Oper_R,Cuneus_R,Red_N_L,Amygdala_R,SN_pc_R,Cerebellum_Crus2_L,Temporal_Inf_L,Amygdala_L,Rectus_L,Cingulate_Mid_R,Vermis_1_2,Thal_LP_R,OFClat_L,Cerebellum_Crus1_L,Heschl_L,Cuneus_L,Occipital_Inf_R,Frontal_Inf_Orb_2_L,Thal_MGN_L,Parietal_Inf_L,ACC_sub_L,Temporal_Mid_R,Vermis_9,Putamen_L,Postcentral_L,Vermis_7,N_Acc_L,OFCant_R,Precuneus_R,Cerebellum_7b_L,Pallidum_L,Cingulate_Mid_L,Thal_LGN_L,Parietal_Inf_R,Thal_PuM_R,Fusiform_R,Cerebellum_Crus2_R,Cerebellum_7b_R,Cerebellum_4_5_L,Temporal_Sup_L,Frontal_Sup_2_L,ACC_sup_L,Thal_PuL_L,Frontal_Inf_Tri_R,Temporal_Pole_Mid_R,Vermis_6,Thal_Re_L,Thal_VA_R,Thal_PuI_L,Cingulate_Post_L,Frontal_Sup_2_R,Cerebellum_8_L,Cerebellum_4_5_R,Occipital_Mid_R,Precentral_R,Temporal_Pole_Mid_L,Caudate_L,Temporal_Sup_R,Occipital_Sup_R,Cerebellum_3_R,ACC_sup_R,Vermis_8,SN_pc_L,Cerebellum_3_L,ACC_pre_R,Frontal_Mid_2_L,Angular_L,Heschl_R,Olfactory_L,Occipital_Inf_L,Cerebellum_6_R,Rectus_R,Supp_Motor_Area_R,Cerebellum_Crus1_R,Thal_LP_L,Paracentral_Lobule_L,Thal_VPL_R,ParaHippocampal_L,Cingulate_Post_R,Insula_L,Lingual_L,Angular_R,Calcarine_R,Thal_AV_R,Calcarine_L,Thal_PuA_L,Raphe_D,VTA_R,Insula_R,ParaHippocampal_R,Temporal_Mid_L,N_Acc_R,Thal_LGN_R,Occipital_Mid_L
Rolandic_Oper_L,1.0,-0.22796160632435175,0.3909277636940862,0.06900218500493553,0.5431305853392875,0.3838936461683036,0.06949232457115051,-0.4290788478849411,0.09154405993372412,-0.2444688397508674,0.8874939616552672,0.4041737028858903,-0.041443428115513666,0.34067951631581694,-0.08978070625453796,0.14301228482245146,0.31356494288290454,0.20185977205543748,0.26287339988442776,0.42216056690077897,0.19007253730676302,0.4062914514473566,0.35103703758490123,0.11364389421337164,-0.3011840840493511,-0.036928978015726324,0.10889707513085195,0.5608899230954525,0.049976258255822525,0.4118629839733113,0.09067600985669409,0.3961035593084625,0.35891714628120425,-0.18890913606283335,0.03398040705039643,0.2717350396678337,0.16396670487560366,-0.3052835296447936,-0.3926136445315568,0.19487327591063014,0.45811000252896117,0.08003962446749462,0.07482233179871069,-0.42620831921916835,0.11177320740391926,0.7810160848629303,0.2742907382033177,0.4875424925213018,-0.21711799312474173,0.1837462786858278,0.49848000672313797,-0.09897917271226923,0.5927467447863138,0.05742462060378018,0.3722198083460045,0.5470808951560895,0.17031230814201465,-0.1179438912640084,-0.21887914249948293,0.16223397487953298,0.205025344814715,0.292648746869781,0.1698045005423732,0.2797682733434602,-0.12135198037794648,-0.1685348062665702,0.6279062142504838,0.3560925879440421,0.2899227236003363,0.36605348078578986,0.5368671544303547,-0.08457568555853959,0.034829093555413665,-0.1752062666202493,0.21529176678701975,0.18651039872704359,0.26795573478012685,-0.14629901497905456,-0.10057777393229761,0.2183530188239376,0.10239976132356962,-0.01636372487986498,0.10513581765905541,0.4027387652471543,0.2928180263401529,-0.15132128270945877,-0.08895626828011485,0.023710298757991886,0.5551249505049619,0.26356214397412414,0.6022656329143132,0.10362656906552768,0.18051614747469363,-0.15977882638572935,0.49592680572647757,-0.1741481774108052,-0.12382227620500075,0.2638027163412174,0.3124652635342294,0.22261749670388353,0.17431380382214035,0.4979725674277221,0.06206061101794103,0.2051268995312782,0.37397545143353467,-0.026070755803643885,0.24914569799686542,0.4489701946281792,-0.0879996703336915,0.5182715932373294,0.5422429687987567,0.5279852778162503,0.1368945774586383,0.5347599177805434,0.027136334831471983,0.5801039107525175,0.2153553695343867,0.2810746337180823,-0.24422867346934019,0.612194898504487,0.1747955794909432,0.11929382114867874,0.014051772874102203,0.03704511153906456,0.2132316758637596
OFCmed_R,-0.22796160632435175,1.0,-0.01617225962424503,0.05328764733992636,-0.03566722057744899,-0.11986995075748251,-0.25528052639423005,0.2769474688111917,-0.4152349601352418,0.06394222005615352,-0.14604603766699845,-0.03849621166242665,-0.036997538121192164,-0.08121970236221572,0.07249878340497526,-0.07262285461715431,-0.13090637291543103,-0.14415836288320408,-0.15227063832132917,-0.2629764272489721,-0.197331066133689,-0.19176650258039105,-0.12301019980049265,0.1662936624212988,0.4215418723226959,0.01722954942291772,-0.05828015480763095,-0.28692448618987637,0.051096305644462006,-0.06609323716770299,-0.061041686968573136,0.0441339321101211,-0.10241186630283336,-0.1158525133241737,0.06575786305170003,-0.07788442834060354,0.07197089144208017,0.2145842583596554,0.05037737439287106,-0.13858076371093778,0.1802742941521187,0.005203336076989453,-0.03854064930386916,0.1279652541627567,0.11745395164159941,-0.10706061302564168,-0.17390566410590844,-0.10951639286881834,-0.03662399318242372,-0.35892177836164885,-0.20839254722750358,0.12002004393866983,-0.206144382744856,-0.05033306872821496,-0.26117973682563567,-0.15507122008920984,0.021190111982405523,-0.023594089262017275,0.13689463208919062,-0.04119242122857072,0.061352757257915974,-0.3812572337378542,0.1268343542727905,-0.13980908966885483,0.0964161728371135,0.026767445122078265,-0.19616009005379723,0.0614266534626691,-0.05123395072258751,-0.08664423606568793,0.013196025497474409,-0.02213412844241215,0.1504240550847495,0.16955264527497635,-0.021475746651371676,-0.09326208478827488,0.12341061253443945,0.35545973500683253,0.08492822330016082,-0.1598516185571817,0.09664011269934114,0.05578464024882661,0.08227672590210798,-0.1285220598405415,-0.06560016820321561,0.21356353964900748,0.19567702565552236,-0.15093811765599557,-0.20817066030939774,-0.06577019829805932,-0.18276605321220893,-0.15957229167982806,0.023888728358648723,0.1390479314233035,-0.10404947210428545,0.0031646696661676494,-0.004811790230056931,-0.05559003179005804,-0.0006249209817026448,0.042440438189687985,0.027932796280441104,-0.14609186777484473,0.1813329630441431,-0.029803479869252608,-0.19864544216593724,0.08181880108738324,-0.10388212672911865,-0.2723975169161871,0.10419454087044376,-0.03562969948916068,-0.18288526982308934,-0.20102646435597663,0.029015306119511232,-0.059883981524736764,0.08966407339369328,-0.08170645716600779,-0.1663009325328167,-0.0961204951949964,0.22468033855155456,-0.20974128557860774,-0.19999011144888063,0.10730181474306713,-0.08536782773618021,-0.0015946378728276867,0.010994944794434426
Frontal_Inf_Oper_R,0.3909277636940862,-0.01617225962424503,1.0,0.05539232773117158,-0.06548084364693527,-0.2405666167751441,0.15515841837314956,-0.27966665667690294,0.32252028065701477,0.5940408465096451,0.4083258399528034,-0.07245527879514632,0.6250844845730433,0.08446908074988,0.04878049926107199,-0.2036241422372666,-0.33648720377807784,-0.4891475033855795,0.338729806607215,0.4248217882380962,0.4501453792052356,-0.012794953809184708,-0.40062260031343006,-0.3331370342475814,-0.07812301439822485,0.6184344646481756,0.27641164255183476,0.15317849710312958,0.3800425558309273,-0.08397512446440543,0.5638487582203108,0.7312660698720946,-0.41050114435947294,0.31425438864398747,0.5315609173690083,-0.21357858668838323,0.03612411580106276,-0.12923784575170164,0.2517445948818269,0.08897915189110098,0.40023283253304487,0.6004760583941109,0.48827279004622604,0.2495391067556484,-0.18132426955649386,0.6190833294293591,-0.4347154728700331,-0.07852189016607433,0.530255710400515,0.45706863433194506,-0.184094486018384,0.24620204434303808,0.04400257460218838,0.2916348562155564,0.30408917574484057,-0.16907007514776595,-0.08647605885942554,0.5773470006005068,-0.004571549478634729,-0.31519299960882957,-0.1607226671877795,-0.014737175792834272,0.6535918657134183,0.11044882345364544,-0.5110061074543318,0.6649966718358319,0.5428287241083398,-0.008232673589650144,-0.09121863327269121,0.655632585951213,0.07094743123247114,0.1548618130033529,0.6091379643713828,0.4619247106547991,0.8451342109174657,-0.1763364072461815,-0.08703248503290757,-0.2469310771058549,0.6894961407448453,0.4206520027114258,0.7056906791127932,0.30376980102824075,-0.18771502851136287,0.6131696278372196,-0.4852686498321902,-0.20642294841983413,-0.29302550489183005,0.41348617349183403,0.6202471170882357,-0.473628784371363,0.03304166079753347,0.4732935804947124,-0.0707774863926298,0.47788574874792944,-0.17657540220128687,0.6187220934143958,0.2786600944155435,-0.5092052069653278,0.6855050928463047,0.3528094527522908,-0.42502546322924345,0.16727461616172998,0.04851179806576448,0.29875438156376105,-0.09321648995474822,0.6032568618471497,-0.36951421834506026,0.14029890757580532,0.46661410551494864,0.3105674544940635,0.7195730733604996,-0.0903445578760121,-0.5197008700201858,-0.18439659946781284,0.6442741888148769,-0.16702287653311876,-0.16556614844980963,-0.15015161259172086,0.430461874694381,0.23100042584496494,0.5893211648828939,-0.265985551122156,0.44659818216633074,0.6535578363530665,-0.46771721529441906
Fusiform_L,0.06900218500493553,0.05328764733992636,0.05539232773117158,1.0,0.009238028748267664,0.5014343027932262,0.14420464725124912,0.2042660290462442,0.11139960345527443,0.08233413298914982,0.27890067005854163,0.22510788921753175,-0.09595797258949033,0.564776721836378,-0.1257527347384321,0.5498412702122869,-0.050378340014601994,-0.22928612758648276,0.3192601905314949,-0.0036749846121667826,0.030041644073671957,0.5448181083030694,0.19215474217187428,0.1750265541875679,0.07573878107450033,-0.07097147486898855,-0.1997007235456511,0.24909259553053567,0.19685230444367385,0.3144087078826905,0.010423939683269096,0.23850835155663574,0.30188192460645785,-0.08177471167212624,-0.38410703485873354,0.36002967706479544,0.671312747152511,0.7665684875941754,0.04562588667606536,0.23587691563102425,0.220650140683769,0.2644151700738421,0.12437211076051283,-0.19878244023740038,0.7489300523065733,-0.15393558056713944,0.3371465056358143,0.23100000090126457,-0.028248606900545682,-0.09093909816327717,-0.2563329267769711,-0.043321209735347636,0.28840453600405663,0.5428251969768482,0.14769458996203896,-0.1360252057907476,0.6941799627581834,-0.014142042413087322,-0.15250536974606926,-0.022899668837233236,0.42138878128262125,0.4092753483503242,0.24553305356556104,-0.05524269722764159,0.022052673771600927,-0.004481365686760085,0.15557097162677655,0.31525001798638436,0.1908186052366816,0.3818076818087579,0.5309887327580382,0.22482345697602749,-0.07817079565915425,0.09051578172138744,-0.22878682030917927,0.1506412610173544,0.6596834735270701,0.23229128941212027,-0.167340241964177,0.26391262678972455,0.17925037338638403,0.10188058184529239,0.7403351836350832,0.5157794530983479,0.24803410993236102,0.019571004903359068,0.4090215023281142,0.34141044675758025,0.23341972263129598,0.27604265411966383,0.43883171203691285,0.2474708618857806,0.6237161179821014,0.04798302606510681,0.4161929304771075,-0.267614310011761,0.27852058157976695,0.08357587067622703,0.31456372976817215,-0.03518977223398421,0.5540446867340624,0.4041976536502674,0.03151999929167479,0.34527519125924144,0.45226189749700446,-0.08955170288061715,-0.203766465836283,0.1509692798808798,0.20457821920251298,0.4941609066410458,0.35806569129310045,0.5781123190115955,0.11752963576657509,0.3956479489863075,-0.16860558508708526,0.4244002063919049,0.6877878483132722,0.4865079203139422,-0.12676245474258208,0.35278361450312046,0.06751688981123265,0.7286320800504432,-0.015692778690056353,0.17028962361208233,0.4987122890794996
SupraMarginal_L,0.5431305853392875,-0.03566722057744899,-0.06548084364693527,0.009238028748267664,1.0,0.35731466893617386,0.0028754530141168032,-0.22620219683209675,-0.059016660755599686,-0.36155662975425035,0.5290886864277863,0.24179648004029236,-0.1985290973380741,0.1005350113352204,0.1195408241143332,0.22311935407334563,0.755198405909045,0.6085918275547184,0.4721774004944394,0.04025376113357012,-0.24779990578723024,0.25335099898288926,0.6140244011167957,0.3966024756356677,-0.133494989596621,-0.27590495539476184,-0.06485951188346857,0.25638352431988315,0.15725505757195374,0.27021757665095003,-0.02515805532892414,0.09124940701462773,0.6426579527875563,-0.11186038015401714,-0.09038204070745688,0.34885868057007147,-0.06232546138699479,-0.03600566685119151,-0.2798114533414624,-0.02492236503284464,0.3042122773203482,-0.18174484522372442,-0.10689342872614276,-0.22236177593652123,0.06722577770198793,0.42125484578325884,0.550301768752906,0.33414250310818744,-0.300191296676257,-0.09240693356299051,0.8748270659578028,-0.2717281721920493,0.3040794968311492,-0.18561466475541674,0.02695195854525222,0.8585994344160298,-0.008110648862174098,-0.2505406876968927,-0.041827352798793675,0.6778875923805272,0.17729001463395103,0.16887498914800173,0.20508710397983407,0.12072792803639121,0.30990029711268857,-0.4348620233696192,0.17516498448662107,0.1737392865992841,0.28008964787023066,-0.02764622324500729,0.478881664134818,0.2643443153714841,-0.09022492690076656,-0.28737443855744715,-0.2986456092896657,0.2105088057882914,0.16826655633970067,0.3540143978692769,-0.26065124674949053,-0.058377559550219484,0.053079395349062954,0.09500991816772524,0.06199444740204959,-0.021713353937751503,0.5187405455998167,0.14746341656237197,0.09320725623179826,-0.12340252240505122,-0.05756413987901052,0.5681028969404944,0.4902358659555394,-0.08874130835852787,-0.06523368754375086,-0.292869935796818,0.4772076780156753,-0.29899626954088376,0.08863301631741809,0.7282658359810653,-0.08695757775147558,-0.06303562955687081,0.3231507705847376,0.12670265147806573,0.15048344230697294,0.359878623323846,0.25206458788971015,-0.16093873923510096,0.7194086478563064,0.1726046923196749,-0.04150290873458424,0.3953589799595922,0.1474913521214886,0.28888904334908355,0.524492655254087,0.6114063643578698,-0.09318454329679732,0.533835115617379,0.26668174479385226,0.15238286252232203,-0.29438552973035503,0.2963091313630212,0.014309882733029928,0.39846713906081194,-0.25979469305542996,-0.2010735649296154,0.46744034281309643
Thal_PuM_L,0.3838936461683036,-0.11986995075748251,-0.2405666167751441,0.5014343027932262,0.35731466893617386,1.0,-0.14623518138395547,-0.09392409688265868,-0.06824745642812946,-0.620013564592539,0.4925883500157294,0.6621856440291094,-0.6584235810223878,0.7095714282098861,-0.2561244255366586,0.6606920983211998,0.40965929468210205,0.428682341664454,0.13596738729277258,0.3196147369382163,-0.3459897870944003,0.7607698188737454,0.7757375260717689,0.4377819146547878,-0.22687221827848977,-0.4802219299642657,0.039720005642696087,0.666608790379659,0.1366874989700881,0.6958915419031924,-0.49016663250561865,-0.12229620268896842,0.7957867002442188,-0.5542798552989685,-0.6105679964450874,0.6696869996041521,0.5163182942500585,0.11279032622335289,-0.595656367431685,0.14903122813181016,-0.024139408272253766,-0.18025569299903663,-0.19842243558027725,-0.6929473891050194,0.6549742548738366,0.0024326245856230414,0.8299479572515782,0.674763496493512,-0.6641051003462669,-0.25239427554136823,0.3691205503473872,-0.3359972254231735,0.8211387342357409,0.26427946302546285,-0.163989422135129,0.4899263633601166,0.6317187983774472,-0.5293310320815676,-0.30691016872493526,0.34434752794232876,0.6392981552175929,0.29301858049246404,-0.08585600284641687,-0.12257107629797906,0.2648567377351632,-0.5957673489129308,0.3297307436501569,0.5914112612652406,0.49690530084823137,-0.04908405968857357,0.5712493243116202,0.16694700078182526,-0.5784626772819894,-0.41340217777141813,-0.4723297305105783,0.4956574304424313,0.6199807021951018,0.1344677382768767,-0.6678458857502796,0.11692915804994394,-0.2570444742787081,-0.05857090768369418,0.7263016160666265,0.09527558218975049,0.8321119734043416,-0.11267893604475662,0.5235362576789322,-0.10294610575094214,0.31690887758222613,0.7963542404659802,0.7446128065471301,0.24010384557912917,0.5987905547251999,-0.5198929658648869,0.7960091102283903,-0.6903502620036073,0.029374713114301666,0.6464865629002309,-0.1226961135427499,-0.24430291100179982,0.8061534350628485,0.662143763913419,-0.1403580993452558,0.1477739724107478,0.7433687090901695,-0.5405280343263423,0.2712452022121152,0.07077466093482741,-0.3299556504493511,0.5817148997510194,0.18985225298624245,0.7770294755768304,0.6340011465436698,0.8503690827292293,-0.534769410890187,0.7948228697587433,0.8809010085997234,0.7948271210223956,-0.6369243955771874,0.5881578375974483,-0.2710915291357294,0.5432478166558468,-0.3017149937588117,-0.36902430096192873,0.8459041487813181
SN_pr_L,0.06949232457115051,-0.25528052639423005,0.15515841837314956,0.14420464725124912,0.0028754530141168032,-0.14623518138395547,1.0,0.16174409380339694,0.29917975452620443,0.31080567157129413,-0.00038291557630460533,-0.3235858332104846,0.40136280221664045,-0.2351469210739038,0.07762842918356387,-0.22105664745160847,0.037105482859399935,-0.016311607150442775,0.37589050310926786,-0.22073407709109086,0.23759384803786682,-0.13873267564369793,-0.1326459312544229,0.028027533278140504,0.06073519072904964,0.08247399846253244,-0.14659705901158054,-0.20330408904810313,-0.10710276689876146,-0.3387568609368368,0.46230634160195266,0.20451206362946864,-0.12011931989600172,0.4721954652865577,-0.03608647712535361,0.2986124148513375,-0.22231363504330584,0.1953680795224659,0.41376854376041916,0.1839441167250987,0.191851931274297,0.06380880157775166,0.26036781585285934,0.25538937907381026,-0.20045021912734462,0.025628843775665662,-0.07561101093960172,-0.3099651045376669,0.2875693847336988,0.18685278771167985,-0.01454909911334048,0.012392127249958728,-0.25579224408480633,-0.044689258663725154,0.4224603938789722,-0.045601615959947744,-0.13098257460535573,0.14826473873704704,0.01076608832936504,0.12347782890077706,-0.3051649928155428,0.513278109306808,0.21024699790970755,0.3725416628986947,0.08283470799519642,0.2218824149879,-0.0838657036499762,-0.3317035541756193,-0.17257238448607926,0.24869397674201718,-0.0179567429150357,0.21432026636749835,0.22371643221507406,0.045487750987269614,0.08217552108144752,-0.22669742211313584,-0.20210408186380138,-0.034504891166249545,0.13934337516217327,0.3712571000160124,0.2218258761971655,0.264608756168085,-0.19205050058043638,0.2767996654808103,-0.18661770608525818,0.22534742034420266,-0.2561537311657888,0.4045886538153924,-0.024059273616752246,-0.1266504262688841,-0.036071354948717806,0.08138119786705712,-0.2473207512378116,0.024214876939617158,-0.18266521649591963,0.11169286688626899,0.23513031144374313,-0.10966096600247323,0.23200941526983557,-0.0386398562307849,-0.19763474653243818,-0.2515793887902495,0.14567475092716892,0.33321691792989083,-0.21305235501329997,0.23114918583795815,0.11985029252624621,0.3158368049569916,0.3834179918099437,0.06662353876961709,0.10337860904151128,-0.05939669752237063,-0.06573662691110274,-0.20209249600043133,0.05061869906047437,-0.1413301686305509,0.029223468179278008,-0.15706574677442497,0.26355598121012175,-0.1189601136146547,0.4813909402008722,0.055131321990673714,0.21098380464725464,0.3402865893332964,-0.1851008294231564
Frontal_Med_Orb_L,-0.4290788478849411,0.2769474688111917,-0.27966665667690294,0.2042660290462442,-0.22620219683209675,-0.09392409688265868,0.16174409380339694,1.0,-0.11888472208225069,0.11673020355104256,-0.3164297676110339,-0.4361055087673776,0.039596192764693144,-0.3705397244648677,0.18306259751656506,-0.0816411380507225,0.04458009418321802,0.06827447099297067,0.055173851162556596,-0.6180830722959202,0.03453250686372315,-0.29989408684792546,-0.10774573350701858,0.4612887908017877,0.4714154935765763,-0.1642541683552264,-0.16035986074751224,-0.6278632107347116,-0.1984703965705048,-0.43272237491654003,0.0826422765063063,-0.04291150659724676,-0.03214367151515227,0.21384278097446813,-0.21159134826127302,-0.010847957666740989,-0.21226289665164935,0.5778962540825,0.3895777644622753,0.030705580242829815,0.1457853122907711,-0.16944896515891775,-0.09368567121545152,0.30928325294628234,0.01464275966017397,-0.4618425542288692,-0.018938819215735366,-0.5434903225097364,0.10955644046230682,-0.23822794204766992,-0.30645258748714255,0.13410140011563917,-0.4698741650208764,-0.26131404096044164,0.1489992950413198,-0.2378016940274362,-0.08968794355201515,-0.16373418378854554,0.12489688722031814,0.24786481237711733,-0.17006421894497617,0.19437841453695168,-0.06061799408903271,0.09678241876124322,0.5501996453977577,0.006528087456157966,-0.6808522212531832,-0.35777371686658127,-0.501546082629328,-0.10867539842297316,-0.005478366893618392,0.2533152403240294,0.03520784455247198,0.09827565839239193,-0.3190388687187479,-0.2745496595859375,-0.008391303043669876,0.2889708833943656,-0.10945712410100258,-0.051793104035683914,0.0002168841568982574,0.3661460249815366,-0.0042895254593068085,-0.11270857659328097,-0.028075902882108206,0.6551838906112023,0.0803196993898219,0.22629438279127168,-0.3819529227020494,0.05593147135501584,-0.3318732639613976,-0.07510146216022892,-0.1169149169303739,0.11367741743705727,-0.23696898212982187,-0.15152715671727823,0.21649694088893184,0.012131795712425009,0.01334186853421046,-0.20441696690989572,0.01817494680881819,-0.535584432374217,0.003962563061116187,0.21930976485526316,-0.3524060282755515,-0.005838623548053961,0.08408451156803733,0.09154367687524413,0.23542236416447526,-0.0004435492885025568,-0.318214171782718,-0.22510778538401788,0.23434788433921222,-0.23741216512710928,-0.20353158018903136,-0.15238003455327215,-0.017307303478445786,-0.18583326521579602,0.2334949405951866,-0.40332497072463824,-0.13150919591977417,0.3554984801057853,-0.17025797411125224,0.020184925173383717,0.04372569110152561
Red_N_R,0.09154405993372412,-0.4152349601352418,0.32252028065701477,0.11139960345527443,-0.059016660755599686,-0.06824745642812946,0.29917975452620443,-0.11888472208225069,1.0,0.24622130943293055,0.052823512460562744,-0.02903225328069024,0.3148150928380962,0.017408575553547585,0.3055914754703883,0.05015064169709861,-0.07832103508936637,-0.11329075064142288,0.3253715494660324,0.17415058808792452,0.26025355971556313,0.06881391903392076,-0.1034231678464369,-0.21294248738790492,-0.2901585177604868,0.2831207884363944,-0.0067844797652592504,0.12894178570544296,0.3242668226705387,-0.05703453974436446,0.2240114982919185,0.0783320489467189,-0.16688620865775705,0.5908571387225009,0.07741628090008895,0.0592426021643387,-0.06499382468770112,0.0006404044729172036,0.2323852243055553,0.33689985762499375,0.07700800068150018,0.1653358214630128,0.11359212924880886,0.02377882592527428,-0.13128234071045933,0.1950720220504123,-0.036256257461588524,-0.06769753440554081,0.2832267765147024,0.32235881545720585,-0.0033330458657324226,-0.1478253807807564,-0.013489022315714796,0.20650275503294166,0.3283213920977106,-0.060552035180594405,-0.10947229431248716,0.24768572453927795,0.06488196589313022,-0.053472274698039,-0.01274232767975718,0.37326115211132666,0.15782143209267338,0.0831203852539041,-0.17569319181201065,0.28026120551388006,0.15933458503687548,-0.10847153704977493,-0.04129718827058011,0.3163384190106451,0.00033484607235692706,0.2508292328665473,0.24023944752699444,-0.029494423558830255,0.2000050304656713,0.11555807318581915,-0.21792039232249016,-0.017310851705894817,0.17360388103481156,0.11404846202239496,0.26585432251239777,0.19566746012054229,-0.1280803063272091,0.3323520966866993,-0.1925180304826981,-0.08380669022757696,-0.061498544113085175,0.4280413398779834,0.10559263372553684,-0.19953865318145428,0.11059886753483061,0.24768581979321402,-0.08855623569674873,-0.011253342666707198,0.08559745913772923,0.24397692001991594,0.14177237961562764,-0.1500974127469897,0.13137039595004993,-0.13833492092920624,-0.1542484607531077,0.014149115391035793,-0.2854134587015121,0.2284959456720712,0.058617030895292396,0.22288494003401663,-0.053020151664437,0.21722854619407145,0.22070373999771356,0.20676732386963137,0.3210113201135951,0.08169990830980392,-0.19514399540428018,-0.08650687155216134,0.23970110578307893,-0.12502840997632983,0.16486915991271003,0.008457141556956092,-0.05434435390561103,0.0211884914569606,0.3687050548754322,-0.06161945368544628,-0.021208458512806717,0.312218483598009,-0.17084379586633383
Thal_VPL_L,-0.2444688397508674,0.06394222005615352,0.5940408465096451,0.08233413298914982,-0.36155662975425035,-0.620013564592539,0.31080567157129413,0.11673020355104256,0.24622130943293055,1.0,-0.1882568514486905,-0.6274507372021324,0.8723892279104457,-0.3319237893243299,0.17930289758716395,-0.4539541579885955,-0.5219441120537043,-0.6522543410565091,0.30018051266315776,-0.08865622008255769,0.49141367048038653,-0.38699318487691364,-0.7432107892672889,-0.46781130924698383,0.20246281777466116,0.7032946174732807,0.01632611288800474,-0.4700911650273396,0.2238519970087411,-0.6239192227256485,0.7837811366847225,0.5679764561309825,-0.7314710403380312,0.6128660043079863,0.5680536989426156,-0.5045301759800053,-0.24849926646107762,0.23592052179440806,0.772059906760335,-0.14186697521639186,0.18909073051416764,0.6935790469412165,0.5745997910291772,0.7248513269606911,-0.4187419902633202,0.10394296737134016,-0.7279219416081936,-0.6640433945081403,0.8265736462356116,0.4672038038325249,-0.5277623056144315,0.4858018767000963,-0.6131463218975389,0.2289369616346913,0.3290474602673933,-0.5340194984273081,-0.33385672543326267,0.7514515325210733,0.24381453146554302,-0.357704887953027,-0.5595290034862527,-0.03602756620644487,0.5683264224802003,0.1887339240920471,-0.37918909535585926,0.9520044522238159,-0.01139384257587763,-0.5455995915489894,-0.49164379695778954,0.5843578730001485,-0.23038517382397142,0.26049662965638015,0.7490454402183445,0.7443509062706478,0.6235419049081182,-0.48756881701757904,-0.39224779871439436,-0.1810475085305057,0.8709408360225429,0.4355854607121448,0.7411153903510397,0.35724343054066426,-0.4279919053418438,0.4605798144040923,-0.8457902225821535,-0.010406333274841077,-0.39339960635543153,0.5922389259612838,0.14044587910565734,-0.7406997611649193,-0.4896350066684086,0.33579008753411,-0.34585005444404304,0.7879714129077386,-0.6850991914687551,0.8439827191196799,0.42955567614549767,-0.7677596181469245,0.6328424939867678,0.25273642010815456,-0.7219992820453771,-0.3881593808290898,0.06855599429848241,0.3162052310067136,-0.5700911036721478,0.7636339380066316,-0.4890100071704698,0.06116872536888537,0.7029458661975332,-0.09776411180394554,0.3220045893041067,-0.555595697932709,-0.7106991242986865,-0.7290581496155991,0.6436920186536217,-0.6474630399615828,-0.3649744260807534,-0.5369946680115586,0.8168482254167355,-0.26211710335143773,0.6518800149810181,-0.26396066482013253,0.5920174681909915,0.8093898319801128,-0.7465663980855906
