,Putamen_L,Cerebellum_Crus2_L,Caudate_R,Raphe_D,Cerebellum_8_L,Temporal_Mid_L,Thal_PuM_R,Cerebellum_7b_L,Fusiform_R,Frontal_Inf_Oper_L,ACC_sup_L,Frontal_Inf_Tri_L,Insula_L,ParaHippocampal_R,OFCmed_R,Thal_VPL_L,Frontal_Sup_Medial_L,Temporal_Inf_R,Cerebellum_3_R,Cerebellum_Crus1_R,ACC_sub_L,ParaHippocampal_L,ACC_pre_L,Thal_IL_R,Cingulate_Mid_R,Pallidum_R,Thal_VL_R,Cerebellum_4_5_L,Occipital_Inf_L,Temporal_Pole_Sup_L,Thal_MDm_R,Vermis_4_5,Cerebellum_10_L,Frontal_Med_Orb_R,SupraMarginal_R,Occipital_Sup_R,Temporal_Pole_Mid_L,Calcarine_L,ACC_pre_R,Thal_Re_L,ACC_sup_R,SN_pr_R,SN_pc_R,Postcentral_R,Thal_LP_R,Parietal_Sup_R,Cerebellum_6_L,OFCpost_L,Thal_MDl_R,Temporal_Inf_L,Frontal_Inf_Tri_R,Precentral_L,Thal_AV_R,Heschl_R,Paracentral_Lobule_L,Frontal_Sup_Medial_R,Precuneus_R,Fusiform_L,Temporal_Pole_Mid_R,Temporal_Pole_Sup_R,Parietal_Inf_R,Olfactory_L,Cerebellum_6_R,Vermis_6,OFClat_L,Parietal_Sup_L,Pallidum_L,Cerebellum_9_L,Frontal_Sup_2_R,Temporal_Mid_R,Red_N_L,Putamen_R,Rectus_R,Cerebellum_Crus2_R,Temporal_Sup_R,Thal_MGN_L,Thal_MGN_R,Paracentral_Lobule_R,Cerebellum_8_R,Thal_PuI_R,Rolandic_Oper_R,Vermis_3,SupraMarginal_L,Cuneus_L,Calcarine_R,Parietal_Inf_L,Thal_LGN_L,Temporal_Sup_L,Cerebellum_4_5_R,Frontal_Mid_2_R,Occipital_Inf_R,Caudate_L,Thal_MDl_L,Amygdala_R,Thal_LP_L
Putamen_L,1.0,-0.16163016594086127,0.7187788467559907,-0.32222050636823346,-0.22825796843148038,0.171969406269813,0.3062986534944615,-0.23005516982545415,0.06264183777407335,0.33071670993847296,0.4692056424780137,0.4881422660983473,0.3621998490943069,0.39964017338111424,-0.26117973682563567,0.3290474602673933,-0.03371061516469529,-0.1443052184035739,0.0816976489578829,-0.1801063977334765,0.34922303316777864,0.3536541777708555,0.07789553248451431,0.5628321213882921,0.5050046688396008,0.6206516144418757,0.5234021438451478,0.4918992733662699,-0.22141962515412128,0.03116166226787699,0.6113862636682195,0.6061677433469053,0.29718280627810717,0.023468153803609646,0.018449709762609196,-0.1678949228886689,-0.26928549904862287,0.11625283319411882,0.23978575932654586,-0.24770964552988403,-0.028478215012839002,0.4131660701754442,-0.1516520371055859,0.1740537529566494,0.2425171785409142,-0.017535405503362095,-0.0993743482239774,0.2036232829803353,0.31677330216890315,0.17661250895994168,0.32338688626727496,0.16697057327979292,0.10741544892992254,0.5104542253332416,0.12917767976386466,-0.08214957384534176,0.06055683427102675,0.14769458996203896,-0.2865244284398643,-0.1599848511197818,0.06944381931474643,0.45299308699661495,-0.18932073949010095,-0.13746817986717888,0.2693321600890525,-0.045939271090579846,0.634050841255677,-0.20787621521950653,0.3078035722148131,-0.19447476279313805,0.3827065042664697,0.5473826627542528,0.16100273831556444,-0.3095395893830416,0.14232015368635356,0.5494112418004488,-0.153244119196831,0.2880663176875302,-0.3221228976023134,0.4605653423169017,0.4446331342788285,-0.20990414745879954,0.02695195854525222,-0.12443270543045905,-0.11915447469824236,0.014173882064302541,0.63331945304078,0.19336380256951527,0.46450120836277753,0.4249452225040056,-0.2615706593319993,0.5503804812356462,0.08463728892400593,0.27770324530789053,0.40403945960174625
Cerebellum_Crus2_L,-0.16163016594086127,1.0,-0.17840072187423792,0.6621522723037172,0.866530211605007,0.3971445521529866,-0.25098417299092907,0.7122375616693002,0.4220499288243559,0.3388923039763802,-0.2455877140526789,-0.1750256644620683,0.26716871265364994,-0.2847789063809725,0.07197089144208017,-0.24849926646107762,-0.2028494574716204,0.6190179099669141,0.539069326636294,0.7588349926974907,-0.21713276555132255,-0.28041824704215257,-0.4132494698669095,-0.0059846547511331494,0.07156557711190477,-0.0029815587540837785,-0.40038209047270207,0.06772337908782103,0.6786277145528756,0.34622639091123936,-0.37897915483675493,-0.42762831231744397,0.08993881351237523,-0.2524834475601258,-0.07562839102391927,0.19026921543974903,0.4626164127369236,0.4763184224560466,-0.38292267046647327,0.10227790395362786,0.026754866842050265,-0.32060507605497807,0.3478722652314429,-0.44617068463271214,-0.07502050812862852,-0.4011099264134662,0.8264906072130732,-0.1246328080397566,-0.10258672731094229,0.2972291954873416,-0.10894583958698867,-0.1016540339258714,-0.2014074236360971,0.009141563205394193,-0.36290658370844336,-0.31844443139313316,-0.37593828744313623,0.671312747152511,0.4426384272227422,0.31712823728754025,-0.344411032590339,0.10744886666857362,0.7863436450538455,0.7810650995861442,-0.5883889391387905,-0.34146559803573356,0.012285578560119083,0.8076683878579606,-0.37759421990317255,0.5890965062434079,-0.46279707268549986,-0.08448450987715245,0.046738554862241315,0.7682722362181229,0.2851051432006712,-0.2180329458770039,0.6757326117136278,-0.5592249847229688,0.6880762136327274,-0.4794958372688333,-0.02534889892887833,0.589377214970365,-0.06232546138699479,0.28724366936910317,0.5165394179391438,-0.2215962605595078,-0.3302676627905007,0.35877417424879016,0.2503947237443023,-0.18236286015310524,0.7199428234208207,-0.13749717755440677,-0.11625471853839912,-0.35477678338195695,-0.290611392611904
Caudate_R,0.7187788467559907,-0.17840072187423792,1.0,-0.3160119301466678,-0.3050168278158992,-0.0330816968187016,0.5136939838782777,-0.3693105922326832,0.13725840811195533,0.15191521709103992,0.43754617130061657,0.5859238146511332,0.49932358631247686,0.41481881079565414,-0.197331066133689,0.49141367048038653,0.12190246284302372,-0.2057355896384215,-0.21458365620208672,-0.3282479505258113,0.5160037102062281,0.33516813823902486,0.2903919347611417,0.4491665411745397,0.14147365525491976,0.2763912914288354,0.5618791736062143,0.5225792820940085,-0.4366878942197843,0.08288546349011112,0.5761340602951468,0.5734538925485706,0.33721201536805434,-0.1330802038519711,-0.27779918133905795,-0.3850254091120108,-0.25831859469102847,-0.12930553381510038,0.5000132579814922,-0.5206565610432186,0.19482379027245222,0.3769370141131147,-0.4303926476816182,-0.12324154722487918,0.3999857719944212,-0.2724651771105114,-0.24599100293425769,0.2820943604625125,0.4924439056289712,0.07653045302686169,0.5101312140049582,-0.1378351525002162,0.3296572071528469,0.656528303591149,-0.23415310043016796,0.08836424681805008,-0.187697340639524,0.030041644073671957,-0.5308978024302575,0.020079223878411063,-0.18349127855705835,0.500822548536616,-0.19749434311225791,-0.25412824881477786,0.46352842860068305,-0.27740927890405404,0.372987717947941,-0.16437442774109917,0.2080860073894696,-0.21864263838657966,0.2780160953304067,0.7837911607269992,0.07639798077251804,-0.39464171494462247,0.36355864333361954,0.5118552192574513,-0.28353835227235663,-0.03586272304185457,-0.4226795638033274,0.5648664433676174,0.521339728519509,-0.448759730080338,-0.24779990578723024,-0.38872976914958846,-0.3398998924261579,-0.2658850457321356,0.4121302736716482,0.18629044152927346,0.4750064969463324,0.36401931238806146,-0.3691273879303813,0.6796956229901434,0.021868838533992418,0.4612726164636171,0.46272948209611586
Raphe_D,-0.32222050636823346,0.6621522723037172,-0.3160119301466678,1.0,0.7991302948264388,0.4212866491834518,-0.5387189803540005,0.6704892408674586,0.33300890422067286,0.3631381443938708,-0.6190783288135306,-0.49688670299248505,0.21709706598248918,-0.3504118993234432,-0.0961204951949964,-0.5369946680115586,0.06383681347505724,0.6724486995667236,0.6092712976922282,0.7624719676904457,-0.41748838320105486,-0.43197867104796434,-0.4259202269259935,-0.07119257331608746,-0.214671037698744,-0.06556954447643883,-0.6772038696401427,-0.1260736063590895,0.7772122237860014,0.3556919853005806,-0.6180267427783094,-0.5788695665830457,-0.05992358689238534,-0.1720910257045094,0.13613050105966643,0.5372349991903602,0.5794748283069384,0.605739937524246,-0.6385877832249398,0.077813879895212,0.2750676776489642,-0.4334694493416943,0.6336443244741561,-0.3715555635054903,-0.16649770315550172,-0.06577021983777465,0.776858509433784,-0.3209423121180262,-0.2279446322234388,0.09820309269343529,-0.38658512472488205,0.14299970509883145,-0.49010383891488113,-0.1529500817475064,-0.07080807835235493,0.07306424978534545,-0.0028016461259339673,0.4865079203139422,0.4839652211154954,0.4335904234152279,-0.08396444537683033,-0.17408918008358656,0.7576763134586277,0.6945907442864616,-0.7167414317619624,0.09128855800909336,0.20392619096514292,0.7834055162956116,-0.2663021553325464,0.7945798132170867,-0.5651015479057289,-0.24343299170239294,-0.04669781101493431,0.7209379661889008,0.36573980613867907,-0.4030728543147298,0.7032136684287444,-0.47342604776682856,0.7715332239401498,-0.7219532540095686,-0.2030277149597779,0.8121331170262057,0.15238286252232203,0.6109772127972758,0.7047817733203113,0.10077948166043665,-0.4840732563761047,0.5167488399448856,0.08165574800541263,-0.6187184206642399,0.7435857501856084,-0.1191967935146104,-0.0923165507393271,-0.6959726289429532,-0.64030198052053
Cerebellum_8_L,-0.22825796843148038,0.866530211605007,-0.3050168278158992,0.7991302948264388,1.0,0.6150843019496431,-0.4636896763011784,0.7654662212434464,0.2582895046049319,0.2840464655333663,-0.47859175297383816,-0.39134504150250815,0.14379881821201307,-0.36558967572095863,0.08227672590210798,-0.4279919053418438,-0.09387931108956085,0.5696976976522199,0.5936031971156551,0.7834992378577124,-0.3155309683369798,-0.2679044527509441,-0.4678345702972986,-0.05337975919640663,-0.01532928295844544,0.09281733842298655,-0.5902472150189231,-0.05304788015402593,0.8596589288272214,0.48988711571127147,-0.5015855372621071,-0.5073397374708953,-0.017096232039705048,-0.008274804947816558,0.21833620331601783,0.5075997961934624,0.6108437021860137,0.6110120299427675,-0.6218269458599995,0.2307820100750987,0.0715407220264859,-0.32291544021912116,0.5275100046751446,-0.2166600140283403,-0.16372874517292094,-0.0712459520111952,0.8445808329939156,-0.3040483654031673,-0.2680141546086964,0.4357658218714072,-0.4049397198682309,0.08174016830919234,-0.43352336733008484,-0.09784220103864051,-0.12096345609044469,-0.08354537387351976,-0.056291857480936784,0.7403351836350832,0.43901869914988145,0.1882571815100623,-0.007262797366878097,-0.0979120750080197,0.7150715136134528,0.8250273390033048,-0.6268381718184789,-0.041523049126853,0.16581946818682683,0.8231418688821702,-0.219486529972008,0.6399065630588511,-0.5396534845703755,-0.2169882508268745,0.0336066842477866,0.7250402720318482,0.20615103178365965,-0.35581906736002433,0.6944367298156329,-0.41771571066503743,0.6793058381045789,-0.6013776820626723,-0.1378265472729614,0.7731452801135889,0.06199444740204959,0.5784555890377527,0.6770683661515735,-0.07590681052823167,-0.3678061458294384,0.4927750010571397,0.14363243320546074,-0.391378675238324,0.6670533950360703,-0.12243162166710277,-0.09551410054615661,-0.5990751625502403,-0.49725579257300656
Temporal_Mid_L,0.171969406269813,0.3971445521529866,-0.0330816968187016,0.4212866491834518,0.6150843019496431,1.0,-0.41899618840869973,0.4295553314148259,-0.16035390062753796,0.317914542665951,-0.2564868413972164,-0.1293969405077494,0.1586461279792711,-0.2628504396929308,0.10730181474306713,-0.26396066482013253,0.09902725284365486,0.05364183513685096,0.4216692184921182,0.3392705635067209,-0.16768171251724875,0.013558455909196384,-0.311290937636752,0.09693827663797336,0.23381929565895107,0.576842495738056,-0.34992559152027214,0.07117066983796165,0.6983128784587169,0.6861359318832619,-0.18312729836195565,-0.05198882335087637,-0.08858477592629899,0.33052247491327713,0.5824813048199882,0.6042021016704702,0.5617922926195361,0.6454571481082937,-0.5325232287529621,0.42466054303702944,0.03174480574158331,-0.013170706351465148,0.406450550661252,0.3619426522554623,-0.1227971590259608,0.4106500136784268,0.5120320814394355,-0.20676942874433674,-0.26114201153269045,0.7763599050449335,-0.5618912677385791,0.3991409765639289,-0.3877851487857641,0.056911302034445145,0.3231012185717352,0.1527366663700145,0.47037188907802807,0.7286320800504432,0.14701519684438866,-0.2544224572180928,0.48070469059709026,-0.09469225848524392,0.13430094679368473,0.6206619737802269,-0.17493554687498936,0.2663146526487095,0.5184948613632363,0.31336917333152714,0.22121117673840118,0.22841213295488222,-0.17215915878990187,-0.031840730845349136,0.10218697872971624,0.21832860193098902,-0.09345771088009622,-0.31362740149734086,0.35708670989664465,0.15653950841728906,0.2023572521847187,-0.19124820792849492,0.06417619435866684,0.6329095734965584,0.39846713906081194,0.6101183276568704,0.6021433982981578,0.16382421597681227,0.018078431233917808,0.7288450085456064,0.20162114647018137,-0.2295849094571285,0.21371860146996097,0.22785722057957045,0.09966301377831036,-0.5045710108129056,-0.28190442340822247
Thal_PuM_R,0.3062986534944615,-0.25098417299092907,0.5136939838782777,-0.5387189803540005,-0.4636896763011784,-0.41899618840869973,1.0,-0.5351409548392198,0.132702437160846,-0.15192731299531792,0.7603477567145185,0.8022150263221844,0.33790899905553284,0.662958841156086,0.026767445122078265,0.9520044522238159,0.21755853421221297,-0.34641049736478896,-0.45148586839479493,-0.532934426722466,0.4811808393881089,0.6304367221400472,0.6891511301170904,0.3352512917995773,0.17115639366184118,-0.05558234765712507,0.8612443727203606,0.6386644382006069,-0.7801682674823018,-0.20196774248875507,0.7506242322821246,0.6957063607160385,0.5580570529968295,-0.039825407309115365,-0.5558843093666536,-0.7788951437375229,-0.42819999368386563,-0.653114923867333,0.8942768595815684,-0.28781390309432303,0.3493400086102393,0.5139012005911929,-0.5561795462646416,-0.26045632987401207,0.5521553386090132,-0.5775354652715131,-0.5055527540547878,0.3212071665682892,0.6725371259502245,0.04945703722230619,0.731190795424695,-0.29620255104718174,0.7014615142864926,0.6473657227813014,-0.5496116611306899,0.12394391031238225,-0.4485145344760904,-0.004481365686760085,-0.4584029486631786,0.04037667835679288,-0.4697271654271216,0.2429108224362742,-0.29117187123686994,-0.449529461939666,0.6399916584615536,-0.6630246497132325,-0.11010851374384753,-0.2639244654047636,0.2961836836433085,-0.5090386855339135,0.5657192318451083,0.6647849876072958,-0.04413688834305383,-0.5010249327195717,0.2698342200402465,0.5539602173923476,-0.363884033414489,-0.24444973412580978,-0.565609459337446,0.8079755980702011,0.5847967736109732,-0.6995807580695746,-0.4348620233696192,-0.7690123750674768,-0.7289930490837349,-0.5293652400289387,0.209016487680914,-0.2843936118051368,0.49699555890731795,0.7280490667301591,-0.6098716462783936,0.5350774259933399,0.2737906955573554,0.6570293920591284,0.7944907565345454
Cerebellum_7b_L,-0.23005516982545415,0.7122375616693002,-0.3693105922326832,0.6704892408674586,0.7654662212434464,0.4295553314148259,-0.5351409548392198,1.0,0.2803738375501253,0.288958238787799,-0.37348563869378787,-0.4116970126083095,0.038703114685438376,-0.490377364881881,0.061352757257915974,-0.5595290034862527,-0.16332558610341757,0.6073026175032218,0.6128416729413825,0.7595445238457182,-0.48422534564967085,-0.4531884296929987,-0.4975138270095378,-0.12214680953246952,0.06032504064995112,0.0798218961522216,-0.6212698795705494,-0.1813887445888374,0.7911064899037717,0.3195504415614594,-0.5924995901457544,-0.5248607283926057,-0.10491799953305384,-0.1469148574861417,0.21988311759282225,0.46774447863618074,0.5923886076209023,0.6153569075208514,-0.5707571662565726,0.2731209272096969,-0.0582098552341364,-0.46517183750188984,0.47663740706428137,-0.14298149688050538,-0.38095055105788533,0.008730043029823033,0.8138804545121047,-0.30504382605968705,-0.40087026368349593,0.14052328525415034,-0.3451593783692964,0.1504092840958708,-0.3672237752681636,-0.2862332164220408,0.06268615273193992,-0.16736133121818234,-0.004259234115726831,0.42138878128262125,0.5690042647868782,0.237288138282447,-0.007438930667216701,-0.14241248468760787,0.6558318592951816,0.6538544242420478,-0.6935466552081546,0.09075027993030325,0.07446418269997464,0.6607613878607719,-0.21864936848418387,0.6390403000876882,-0.4617074290133199,-0.36167531227364547,-0.11860157263831236,0.7340490565297083,0.07641048520895663,-0.3166019266661061,0.5664418805592336,-0.22451542185584145,0.7745590734531301,-0.6041531610482971,-0.2286836886019294,0.6756237199398641,0.17729001463395103,0.5526525316727845,0.7188788668814291,0.1474082421321175,-0.3119932705738722,0.375235438806256,-0.005173323324363379,-0.3735798858939771,0.7496809820492337,-0.2792697644397758,-0.07211614703277311,-0.488160706781872,-0.39563505385548137
Fusiform_R,0.06264183777407335,0.4220499288243559,0.13725840811195533,0.33300890422067286,0.2582895046049319,-0.16035390062753796,0.132702437160846,0.2803738375501253,1.0,0.6030795308202387,0.05056757754797835,0.2364099285330449,0.6015735331449027,0.3216091215310857,-0.19616009005379723,-0.01139384257587763,0.012524622592475962,0.7848609687487889,0.5527867938526588,0.4976295750059936,-0.06178535344393382,-0.013942707868497141,-0.08933678218270523,0.19313044376498095,0.10362647117515213,-0.030759723994844373,0.04288903037168417,0.4849879838208294,0.057794367376210326,-0.25598945849172844,0.08778718899068616,0.05772788949463116,0.6373996800078803,-0.6434656719069344,-0.38119070493979484,0.0283317551681856,-0.03965506113929151,0.3152489430525914,0.10797225315364854,-0.33398345580767663,0.25894916808628204,-0.1403783932617448,0.12477322736635035,-0.6298378656171076,0.24014065465119683,-0.5346252618358894,0.5301187442613232,0.14466540207634768,0.4706531166274326,-0.38782881262366087,0.46619744124328405,0.21821814646681886,0.26979722693505265,0.3313553571627841,-0.2100843106021304,-0.033897599470102124,-0.2816564800564262,0.15557097162677655,0.20225209964502516,0.7098586110082185,-0.5718985282517794,0.23518676331769278,0.7707077610933328,0.23523320510847762,-0.410777572904738,-0.18052530342109313,-0.026186698658815587,0.673286114891801,-0.2248908056154598,0.6630334728733763,-0.24079736504509647,0.36369692144708676,-0.023463010007561017,0.47228988531417493,0.7404098637128417,0.36071167506957524,0.4816328552602194,-0.4438979390440558,0.49546168023543885,-0.1495900766686916,0.36363346261645224,0.14431979384331986,0.17516498448662107,0.09348953978967464,0.36725611986265366,0.17226816857191143,0.007968915150537801,0.2586741451451843,0.5414825688196241,-0.08821250518365154,0.5584620483749968,0.014703818051996394,-0.05122770506149985,0.26016200376860754,0.09713832570168403
Frontal_Inf_Oper_L,0.33071670993847296,0.3388923039763802,0.15191521709103992,0.3631381443938708,0.2840464655333663,0.317914542665951,-0.15192731299531792,0.288958238787799,0.6030795308202387,1.0,0.045546441075999644,0.231346275119935,0.6255131919114506,0.13178271424768673,-0.14604603766699845,-0.1882568514486905,0.07595212767074488,0.5751548127299876,0.6652395574866535,0.44588536382804855,-0.05384309902949743,-0.06065877826253364,-0.34273688198037233,0.2094440756935487,0.5091432304347002,0.36221149577696743,-0.07667273702725798,0.43711646727595127,0.30333675522677056,-0.053424601217983606,0.08504285190503975,0.16020462786858888,0.44763621904649353,-0.4146800697488284,0.1744100255697488,0.31567614322485876,0.07234512851834733,0.6324930335133842,-0.20259728305425245,-0.04256442462786232,0.2032118985598666,-0.13610674544827225,0.3156825375731146,-0.1548957707358922,0.11753105893695201,-0.10319435593719457,0.5970778926424213,0.08059253763148294,0.3071854479749479,-0.08167962381006069,0.1897126800315047,0.5558208220294331,-0.0005385421398945365,0.39757880557538466,0.16281187731092991,-0.06581579902435584,0.15755216552541312,0.27890067005854163,0.24555836718051188,0.41375590023568454,-0.09665663248467486,0.24848244658294255,0.5673481715014945,0.43845303201473435,-0.4369103009532069,0.11475030167272177,0.27727682623508215,0.4558942479748167,0.07526806822514329,0.6210926161606336,-0.24778506407671075,0.28692378370438376,0.06986255877461406,0.4318031871153786,0.5779765477213511,0.12087215574542062,0.536699850340067,-0.03974798812449915,0.4513998570731671,-0.1082946710947727,0.4434875093237732,0.44432496128029697,0.5290886864277863,0.33371688563679736,0.5971750981757227,0.41025446914994074,0.21657751492491636,0.650286769702463,0.4885474634642131,0.0016802529240357888,0.5185304829493392,0.1158168770490014,-0.012429355792293309,-0.03828261857230459,-0.04249085049116226
