,Frontal_Inf_Oper_L,Postcentral_L,Frontal_Sup_Medial_R,Temporal_Pole_Mid_R,Caudate_R,OFCmed_L,ParaHippocampal_R,Vermis_4_5,Thal_VL_R,Red_N_R,Cingulate_Post_R,Vermis_1_2,SupraMarginal_L,Thal_LP_R,Frontal_Inf_Orb_2_R,Cingulate_Mid_R,Cerebellum_Crus2_R,ACC_sub_L,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,Vermis_9,OFClat_L,Thal_MDl_L,Thal_MGN_L,Calcarine_R,Thal_PuI_R,Pallidum_R,OFCant_L,VTA_R,Frontal_Sup_2_L,Temporal_Mid_R,Paracentral_Lobule_R,Supp_Motor_Area_L,Precentral_L,Frontal_Sup_Medial_L,Cingulate_Post_L,Heschl_R,Occipital_Sup_L,Thal_VPL_L,Thal_AV_L,SN_pc_L,Vermis_7,Thal_PuL_L,Cerebellum_6_L,Thal_PuA_L,Thal_LGN_R,Thal_MDl_R,SN_pc_R,Thal_MDm_L,Cerebellum_3_R,Raphe_D,Cuneus_L,Cerebellum_Crus1_L,Rectus_L,Cerebellum_4_5_L,Angular_L,Insula_L,Frontal_Inf_Oper_R,Putamen_L,Occipital_Inf_L,Vermis_3,Cerebellum_10_R,Thal_IL_L,Cerebellum_9_R,ACC_sub_R,Parietal_Inf_L,Insula_R,Cerebellum_Crus1_R,Temporal_Sup_L,Red_N_L,OFCmed_R,Frontal_Sup_2_R,Precentral_R,Vermis_8,Thal_IL_R,Frontal_Inf_Tri_R,Precuneus_L,ParaHippocampal_L,Cerebellum_7b_L,Thal_VPL_R,Cerebellum_9_L,Parietal_Sup_R,Temporal_Pole_Mid_L,Occipital_Sup_R,ACC_pre_L,Angular_R,OFCpost_R,Caudate_L,Rolandic_Oper_L,Frontal_Inf_Tri_L,Temporal_Mid_L,Putamen_R,Hippocampus_L,Fusiform_L,Hippocampus_R,OFCant_R,Thal_MDm_R,Thal_PuA_R,Heschl_L,Cerebellum_7b_R,Cerebellum_8_L,Cuneus_R,Frontal_Mid_2_L,Thal_PuM_L,Temporal_Pole_Sup_L,ACC_sup_R,SN_pr_R,ACC_sup_L,Thal_LGN_L,Thal_PuL_R
Frontal_Inf_Oper_L,1.0,0.49797761336001045,-0.06581579902435584,0.24555836718051188,0.15191521709103992,-0.26948488260818765,0.13178271424768673,0.16020462786858888,-0.07667273702725798,0.052823512460562744,0.5886613391624462,0.14699292093786792,0.5290886864277863,0.11753105893695201,-0.10726398919913548,0.5091432304347002,0.4318031871153786,-0.05384309902949743,-0.20291496781377782,0.0016802529240357888,0.15811673594228784,-0.4369103009532069,-0.012429355792293309,0.12087215574542062,0.5971750981757227,-0.1082946710947727,0.36221149577696743,-0.30265006819588736,-0.2643344905115434,0.02643716012376883,0.6210926161606336,-0.03974798812449915,0.38149812170292824,0.5558208220294331,0.07595212767074488,0.17716110693227521,0.39757880557538466,0.35982839762216023,-0.1882568514486905,-0.12505339095900034,-0.11166116294939275,0.32721785676226894,-0.08021453985102354,0.5970778926424213,0.3626631360098315,0.040748078422471794,0.3071854479749479,0.3156825375731146,0.13881598458461186,0.6652395574866535,0.3631381443938708,0.33371688563679736,0.29955131587313916,0.2224540868458871,0.43711646727595127,0.27086021283188066,0.6255131919114506,0.4083258399528034,0.33071670993847296,0.30333675522677056,0.44432496128029697,0.4799992734542812,-0.28044138603778906,0.2481471697961955,-0.06759343001519677,0.41025446914994074,0.6229439381684612,0.44588536382804855,0.650286769702463,-0.24778506407671075,-0.14604603766699845,0.07526806822514329,-0.11810161668659154,0.35407737767689157,0.2094440756935487,0.1897126800315047,0.2703978512716739,-0.06065877826253364,0.288958238787799,0.432796350843494,0.4558942479748167,-0.10319435593719457,0.07234512851834733,0.31567614322485876,-0.34273688198037233,0.15492335043016914,-0.09295620217726344,0.1158168770490014,0.8874939616552672,0.231346275119935,0.317914542665951,0.28692378370438376,0.33278208097128914,0.27890067005854163,0.11018711763198846,-0.2285479246128366,0.08504285190503975,0.08969008774648442,0.6820613884780342,0.3074991776137651,0.2840464655333663,0.4123126352706264,0.006300251939381528,0.4925883500157294,-0.053424601217983606,0.2032118985598666,-0.13610674544827225,0.045546441075999644,0.21657751492491636,-0.07101842226154793
Postcentral_L,0.49797761336001045,1.0,0.2619250890747547,0.19070793495266608,-0.2252021703128675,-0.15933175436438987,-0.0033075845677466315,-0.09821498486640377,-0.298189536089807,-0.060552035180594405,0.4170458289438923,-0.2661759859327005,0.8585994344160298,-0.11455380484429206,-0.258664545239535,0.18171638046087024,0.14691401420046343,-0.23389096389458128,-0.4264255847815952,-0.4278979728826887,-0.2642953737052748,-0.3172884388969881,-0.01900126393243692,0.02862246770152703,0.653920234202774,-0.3186358834750009,0.39922834246178907,-0.28145169632744854,-0.37560470454466904,0.2973538214823815,0.4378615896605425,0.5815308157584731,0.4094717572692965,0.8765612950388719,0.09889599828515623,-0.11700583935622924,-0.1558179684943564,0.7878983795460399,-0.5340194984273081,0.056551790497674004,-0.3821728381051341,-0.08553069164315807,-0.4212963848540298,0.30123574570081296,0.29729393513861013,-0.3234286213635112,-0.07152129823788722,0.356395243473964,0.0903302791057493,0.5186828577854918,0.16819861105408832,0.6828430039246173,-0.024574773713174503,-0.0334422714483056,-0.11861313625188222,0.7983137870091576,0.06999325414219561,-0.16907007514776595,0.04889442807556276,0.3276180147633516,0.3632301188348278,0.2942542215104048,-0.2899506118291868,0.24244130640517011,-0.023681408796846746,0.9510905005961148,0.321422158615742,0.2996131241072296,0.3857134587262992,-0.22920566283219598,-0.15507122008920984,0.1123009573166464,0.15243426028586213,-0.11394678715106067,0.004433411718297784,-0.31708909003864794,0.8470759740037839,-0.12695290706860438,0.16706196959565495,0.27292993132960996,0.13368915840195236,0.6043763606060985,0.06268496415581035,0.7206771600007151,-0.25418401753767184,0.6720854199013525,-0.13806966181303953,-0.14879311214247415,0.5470808951560895,-0.19712922046226325,0.26938694009690956,-0.1046218783256633,0.12334574650410497,-0.1360252057907476,-0.1801224976693109,-0.034396816476382486,-0.10157573044208566,-0.03809671189366434,0.38309693749875967,0.2707062916339149,0.028899574188523038,0.7418017989985908,0.011545165231780374,0.4899263633601166,-0.10587540173837459,-0.06959935070574017,-0.19993791020720064,-0.23295089315122613,0.17273841937761858,-0.35977291407701534
Frontal_Sup_Medial_R,-0.06581579902435584,0.2619250890747547,1.0,-0.22092202328424423,0.08836424681805008,0.005808565233420024,0.23878942676166032,0.1461859716046862,0.06195347393316404,0.20451538059064808,0.34417149575422895,0.13184461708908746,0.15663613226149234,0.23200012828320654,0.22715938460972893,-0.28935168364743885,-0.3208589431670762,0.03109359907439924,0.12426319004721366,-0.262233537594404,0.007655565383484595,0.3236881032241586,0.18224111756175132,0.1085177715498602,0.054592205481039144,0.11110465923702889,0.1460946147700929,0.18086658232045877,0.15561611236835987,0.8756567359864226,0.043013651808018666,0.08637864056804,0.5115427845447841,0.3995002555760077,0.7488697820414157,0.24266977142688415,0.1970811015954541,0.2818347360676695,0.14133205991677028,0.05353054842743892,0.13084233650429022,-0.2558290617882281,0.03885606956409571,-0.1458515787534856,0.3160853546362167,0.2569648842543204,0.17621050324135196,0.04587107392491398,0.2281682544313373,-0.0411592886383785,0.07306424978534545,0.23865721095077477,-0.23077792328018343,-0.11357638259433857,0.10378725173301734,0.23529087326076728,0.23564335643864986,0.0832301009162902,-0.08214957384534176,-0.06294068716996104,-0.04061321489223019,-0.21127126605125787,0.22979060865914758,0.10055257225901483,0.041841720865659134,0.2011658605370112,0.19522318027187485,-0.11920284175053138,0.22336115821823108,0.09852711521138059,-0.11810529859839897,0.5661522265562451,0.010667258574512856,-0.30003778080211224,0.22516128987604545,-0.06208128517325918,0.35259652825715476,0.30698927146462585,-0.16736133121818234,0.018657164844557723,0.0007677167866067308,0.32183123468757335,0.1858541437891211,0.2703821422543033,0.5556242629362262,0.292930386509507,0.29394472446729525,0.4657305878071902,-0.11828026193227609,0.054060653465920976,0.1527366663700145,0.27269781613662497,0.30486905686975996,0.0519156881028921,0.2746710530242853,0.25318577354186894,0.11447310526527894,0.12045354280120324,-0.10055917246033076,-0.2041889366387896,-0.08354537387351976,0.2031524752423638,0.7081113249779869,0.2115976029166331,0.31585101243665603,0.6568859378911741,0.1559557367174244,-0.07458512977207571,-0.02933965637770978,0.15888096165755836
Temporal_Pole_Mid_R,0.24555836718051188,0.19070793495266608,-0.22092202328424423,1.0,-0.5308978024302575,-0.3348228620528251,-0.4159382480873373,-0.4273281170071667,-0.5085173911123634,0.11555807318581915,0.16715992507141225,-0.24816877036017235,0.2105088057882914,-0.40432362310022907,-0.49076842672481746,0.03129414670857039,0.622923411274047,-0.49905402753160155,-0.5184906687457724,-0.2963722454284155,0.2167350943250185,-0.6659144895990149,-0.03640662889583498,-0.2963542044283593,0.5100172863700208,-0.5299680453982055,-0.03590720684367276,-0.5974631108402729,-0.7156700977047252,-0.2283266475973185,0.4958601737658234,-0.12598010567403983,-0.07297169666448933,0.17946162440227217,-0.1852516120723353,-0.17820855814595657,-0.4225568167956462,0.3154733459249218,-0.48756881701757904,-0.03181926923315865,-0.628099906329136,0.49264829365985774,-0.35089198208603495,0.5916538864778329,0.4380843078444883,-0.43039507874733124,-0.3541757344909088,0.4649850085246143,0.23781026193715005,0.5415648529445728,0.4839652211154954,0.4261032286646609,0.4835671671983662,0.152568351427903,-0.14786440452551736,0.32523068063856536,-0.03665954771477952,-0.1763364072461815,-0.2865244284398643,0.5336358636096885,0.5772731935498928,0.6657886476113491,-0.32977808180155804,0.4257485534233246,0.09356047509867023,0.21999373820364232,0.1369651034061513,0.5806340592406134,0.13665835499040863,-0.3032734799870865,-0.09326208478827488,-0.23628073068900807,-0.15023353241548332,0.5031903489534869,-0.07259993900708338,-0.272440601810814,0.051662527656797484,-0.43850426679857557,0.5690042647868782,-0.2234645350892768,0.41343396745054345,-0.0056289876412122285,0.4107958657757683,0.28123125798276977,-0.3621251343447864,0.24076428501611186,-0.4723971395750492,-0.38107295929877766,0.18651039872704359,-0.399198230419219,0.14701519684438866,-0.5263768207844621,-0.08735991412544984,0.1506412610173544,-0.4692147876163006,-0.38330237835267955,-0.5297931729140132,-0.34086084615188605,0.042628615434477476,0.6094853839449533,0.43901869914988145,0.33174896649247276,-0.24075313579769098,0.4956574304424313,0.09884787138936785,-0.090260963817037,-0.5271558376251286,-0.33368714414097495,-0.22969897700731465,-0.3238078420390716
Caudate_R,0.15191521709103992,-0.2252021703128675,0.08836424681805008,-0.5308978024302575,1.0,0.12028738145070503,0.41481881079565414,0.5734538925485706,0.5618791736062143,0.26025355971556313,0.039615599129026374,0.3900928979535704,-0.24779990578723024,0.3999857719944212,0.5186946281654528,0.14147365525491976,-0.39464171494462247,0.5160037102062281,0.6349386781861848,0.36401931238806146,-0.011231468741733931,0.46352842860068305,0.021868838533992418,0.5118552192574513,-0.3398998924261579,0.5648664433676174,0.2763912914288354,0.4639809037398791,0.4570268799644253,0.14205042757805206,-0.21864263838657966,-0.03586272304185457,0.1564089767617112,-0.1378351525002162,0.12190246284302372,0.21167407447447525,0.656528303591149,-0.3336592410782407,0.49141367048038653,-0.021116735302124028,0.5867412113734465,-0.31725341450828853,0.3126788726142705,-0.24599100293425769,-0.2626593237097142,0.4322874147459343,0.4924439056289712,-0.4303926476816182,-0.2916140840639979,-0.21458365620208672,-0.3160119301466678,-0.38872976914958846,-0.2934007326392916,0.08280690849338752,0.5225792820940085,-0.4432284629946572,0.49932358631247686,0.4501453792052356,0.7187788467559907,-0.4366878942197843,-0.448759730080338,-0.37616683416030783,0.23965039178315795,-0.27881758534502205,0.09371112608118508,-0.2658850457321356,0.13078264306470763,-0.3282479505258113,0.18629044152927346,0.2780160953304067,-0.197331066133689,0.2080860073894696,-0.03416076449357474,-0.26061612330093764,0.4491665411745397,0.5101312140049582,-0.1468923939949967,0.33516813823902486,-0.3693105922326832,0.6023932985143501,-0.16437442774109917,-0.2724651771105114,-0.25831859469102847,-0.3850254091120108,0.2903919347611417,-0.407719693392939,0.4606378612247607,0.6796956229901434,0.19007253730676302,0.5859238146511332,-0.0330816968187016,0.7837911607269992,0.18930925052794664,0.030041644073671957,0.5378251286889224,0.20836082341119622,0.5761340602951468,0.48704721467869233,0.2060926770979262,-0.4395736606740957,-0.3050168278158992,-0.362664337203771,0.19417182683998097,-0.3459897870944003,0.08288546349011112,0.19482379027245222,0.3769370141131147,0.43754617130061657,0.4121302736716482,0.35903231257698937
OFCmed_L,-0.26948488260818765,-0.15933175436438987,0.005808565233420024,-0.3348228620528251,0.12028738145070503,1.0,0.08028156119246178,0.21163090090057785,0.21884520872837962,-0.2901585177604868,-0.012375770251253537,-0.009038445185658538,-0.133494989596621,0.10997795543431681,0.10670579211401478,0.15583799025712242,-0.29165897267101465,0.41723103885402163,0.2400692039955795,0.27817693665220977,-0.21860806819444784,0.4216515550965886,0.013869345188535217,0.005912995810007903,-0.2455003642220734,0.3374044688130394,0.17586774325330187,0.41106521989208616,0.3864662901303136,0.12881025221901596,-0.4164788783360697,0.24556901866979136,0.012222573450380398,-0.11269814457195154,0.021548296398037025,0.10506019218177866,0.15548311623779296,-0.14359437999643307,0.20246281777466116,0.1057669847953686,0.3033593940293111,-0.18481499121006617,0.09987908448248622,-0.28332198766103195,-0.22208298550596783,0.1212991356030599,-0.026923917406795866,-0.20239221145088926,-0.11932890697650014,-0.26937087606077903,-0.3087888867964152,-0.14859228155207158,-0.07791226445058473,-0.044655636788118326,-0.02367171674583278,-0.08868079846621434,-0.16591170952436957,-0.07812301439822485,0.11513446662241363,-0.11394349206038865,-0.11403100814845127,-0.3989370759087899,0.09719637442937601,-0.19946871739251773,0.052210057104425445,-0.21620775405772436,-0.2879605954975865,-0.34976927370687144,-0.11317843021564004,0.12717821652625916,0.4215418723226959,0.2839066105263629,0.46242890862984953,-0.1845059287212834,-0.007020035476641476,-0.04265292079242986,0.010092496943761051,0.3337053893994332,-0.22936689476832056,0.10137947695595385,-0.34771240833846767,0.21882936533885,-0.09041476751466963,-0.03819345371029589,0.0873311157292152,0.07988709670550587,0.08632955842528464,0.1554611761267168,-0.3011840840493511,0.09294611175681347,0.12755963140503432,0.1483429785337002,0.07222178837434501,0.07573878107450033,0.03367257212150674,0.15261229193113438,0.27406735361734397,0.06510192137574948,-0.20779420378242885,-0.40872985972145276,-0.10772396130287377,-0.10591227534373997,0.1472475238869887,-0.22687221827848977,0.13122719401961108,-0.14528501084318035,0.31574196730565923,0.19739326259535298,0.17078236264062155,-0.02065930997540599
ParaHippocampal_R,0.13178271424768673,-0.0033075845677466315,0.23878942676166032,-0.4159382480873373,0.41481881079565414,0.08028156119246178,1.0,0.6341657233066157,0.7806177063292348,0.3687050548754322,0.16682290929870333,0.6193409229523379,0.014309882733029928,0.5846866876094754,0.608369377096035,0.19184219924196355,-0.4030574453735791,0.3783689328910734,0.5514444480603711,0.4319240554314552,0.1816332682931059,0.4505025295129404,0.3747693024797976,0.6481034734240956,-0.3453490233697546,0.5368324976660013,0.2629688868747185,0.43768267622861967,0.6328451988873433,0.30742130998452705,-0.21382403081337317,0.010189077917257813,0.5056708354203843,0.12966787225490187,0.27663106779754926,0.5863348081160542,0.6227504238835112,-0.2960177795285785,0.6518800149810181,0.13676917574876363,0.5418494308966487,-0.30836712637613606,0.3430038453920764,-0.30500269501620864,-0.12215594365779676,0.7063632875438955,0.7081243375348081,-0.15589955282968965,0.26303458161618937,-0.04009566844786388,-0.3504118993234432,-0.30654920221416454,-0.4330760782824764,-0.06801358538237536,0.5666718470771609,-0.3788557337935006,0.43509175459310545,0.5893211648828939,0.39964017338111424,-0.5426513395468879,-0.42962070019689585,-0.4581540396034653,0.44856582274616175,-0.35373553839777094,0.012140273952214902,-0.002052587081278037,0.023865479071681597,-0.25028573411247523,-0.15878899040913416,0.48952948810550667,-0.19999011144888063,0.29246946451323286,-0.06612491999938452,-0.3586504783274902,0.5129461267375978,0.542433736104065,-0.12782524249267668,0.7043142608825741,-0.490377364881881,0.2602045066358134,-0.14111615048290904,-0.24393703535056044,-0.5300327340312506,-0.3140567395510265,0.601045286620483,-0.386812845485023,0.6922207165019069,0.49028019773461956,0.1747955794909432,0.6340403327438987,-0.2628504396929308,0.6371145756052592,0.5884782632631812,0.06751688981123265,0.8530649575981508,0.21444154810083219,0.8237548812521768,0.7327145674623545,0.4004892212036088,-0.23856632540533146,-0.36558967572095863,-0.307307471918593,0.32208262901490425,-0.2710915291357294,-0.2862599478222392,0.28638862741521104,0.5149679751787667,0.5244347543973259,0.297744437437475,0.4916436373615927
Vermis_4_5,0.16020462786858888,-0.09821498486640377,0.1461859716046862,-0.4273281170071667,0.5734538925485706,0.21163090090057785,0.6341657233066157,1.0,0.7846504301932218,0.27213510133874896,0.25350008439098043,0.5637849686534206,0.007754106318233812,0.4374081577731257,0.5661247800802788,0.4861636023837816,-0.5484269463140462,0.39656340171542515,0.6843203906822143,0.7121282369966545,-0.024652341142892803,0.5684642873593794,0.3199835672999898,0.5073125923055085,-0.39112156838098194,0.852331381443628,0.3837978054485971,0.49288506789982106,0.6373353894395714,0.34071508786513444,-0.4448752805983812,0.17670114302211662,0.4578901287916242,0.12801850351063648,0.2291823433721893,0.6972923193888507,0.6534286278027123,-0.36577345255072385,0.7050600885971766,0.28298234863744504,0.606006660907023,-0.4621699768352273,0.48087892725156295,-0.40051973497775367,-0.2892140089413593,0.6628663897673951,0.586259628252196,-0.3374836391769578,0.14426422500626876,-0.14807390942614299,-0.5788695665830457,-0.438438028856619,-0.4819465721768715,-0.00534894807739873,0.7717361173510661,-0.42887413874517155,0.3779815163642158,0.5539230669605409,0.6061677433469053,-0.603192843124884,-0.42376160093287996,-0.5646431673809158,0.5501914434239862,-0.438260785722245,-0.07963356751797117,-0.12316176432112651,-0.1756909814196906,-0.5683481634951497,0.03476898623752323,0.6281810376484568,-0.009838576338940102,0.5650575682836982,0.2812052114825686,-0.46421059610852866,0.39961284952292525,0.5264214807358276,-0.08987819562769536,0.6578164575334599,-0.5248607283926057,0.44342069918736726,-0.4037311553206943,-0.13661737693085174,-0.37656375217999954,-0.4101959855007492,0.4233205089483064,-0.3389526617410104,0.45221831065280194,0.5928268268549367,0.16388016987915913,0.7924788262286631,-0.05198882335087637,0.6215842865355922,0.5938265762683815,0.03625515340027488,0.7255240577235718,0.22722847636242532,0.8065367800446526,0.7003502629603524,0.42750898833891593,-0.5184397723643054,-0.5073397374708953,-0.38419883934470944,0.38573542296023894,-0.4239262567306501,-0.1766929467521313,0.1907709148584094,0.5419609706047823,0.6951944943882875,0.5513810624487909,0.5009960640906823
Thal_VL_R,-0.07667273702725798,-0.298189536089807,0.06195347393316404,-0.5085173911123634,0.5618791736062143,0.21884520872837962,0.7806177063292348,0.7846504301932218,1.0,0.3148150928380962,-0.058943682885610964,0.5864429954151176,-0.1985290973380741,0.5499066754138585,0.7386973767133737,0.34239801082526244,-0.5995792762023698,0.4942219720395387,0.8108068621921198,0.7672915807297876,-0.01599326525464242,0.7026838528590817,0.32382842195758654,0.6190553417720924,-0.6641611312231234,0.8322213596828286,0.2102159161081575,0.6716823062250448,0.7770407020912787,0.21091717467834017,-0.6057183335258343,0.11473584393344102,0.3582194606726615,-0.10330771079921078,0.12751025625859644,0.6865049330296751,0.617797653230102,-0.6429098610973664,0.8723892279104457,0.21866897889748027,0.7096597149554407,-0.5287576401217368,0.5797841158322055,-0.5595529120762505,-0.4892399298244823,0.7209123753666197,0.6784917002539961,-0.47859495856744977,0.13640917193495145,-0.3812099976442811,-0.6772038696401427,-0.6771678677019298,-0.5653950434779365,-0.09010966016657856,0.5548688291638966,-0.6587727687223187,0.2925797099101418,0.6250844845730433,0.5234021438451478,-0.7695074516421812,-0.7095712598938608,-0.6709461696437853,0.630980480629558,-0.5865200075188375,0.017085659739503576,-0.2720818970017025,-0.31301557061755425,-0.5807213987910692,-0.2862223050185462,0.6733505362589391,-0.036997538121192164,0.36644545971857734,0.11860110626757205,-0.5251581546894893,0.3965549240252234,0.6813018358954733,-0.34349711618953693,0.6827032761862589,-0.6212698795705494,0.29196534319757494,-0.45436680827883563,-0.34193924510278645,-0.5482840717422366,-0.6799233954145935,0.6558543758662545,-0.6206594712476441,0.6761154988908434,0.5320595299452442,-0.041443428115513666,0.8313661258275562,-0.34992559152027214,0.6578640714160119,0.38054631916579407,-0.09595797258949033,0.8141284240001079,0.30280168193632906,0.913991308767885,0.8146669513483522,0.3141790981090789,-0.48427515933381415,-0.5902472150189231,-0.6708893623711784,0.27498338763555485,-0.6584235810223878,-0.24196810624393034,0.11641568776364361,0.5957056977057009,0.8322500608849871,0.3450018166454672,0.613327240040913
Red_N_R,0.052823512460562744,-0.060552035180594405,0.20451538059064808,0.11555807318581915,0.26025355971556313,-0.2901585177604868,0.3687050548754322,0.27213510133874896,0.3148150928380962,1.0,0.20676732386963137,0.1653358214630128,-0.059016660755599686,0.11359212924880886,0.13511505398197163,0.07700800068150018,-0.10847153704977493,-0.1478253807807564,0.2832267765147024,0.11700834202725004,0.20650275503294166,0.02377882592527428,0.49915848627424203,0.32235881545720585,-0.08650687155216134,0.20032505532156988,0.26652823194575814,-0.014798042531482938,-0.05434435390561103,0.2508292328665473,-0.013489022315714796,-0.06676426592214471,0.3253715494660324,0.07530796893720913,0.12775230431633144,0.26585432251239777,0.13137039595004993,-0.1034231678464369,0.24622130943293055,0.3055914754703883,-0.011253342666707198,-0.10947229431248716,-0.029494423558830255,-0.015094092131781423,0.16486915991271003,0.312218483598009,0.118569679247954,0.0592426021643387,0.3242668226705387,0.11059886753483061,0.008457141556956092,-0.036256257461588524,-0.13128234071045933,0.33689985762499375,0.3163384190106451,-0.1500974127469897,0.3210113201135951,0.32252028065701477,0.3283213920977106,-0.1542484607531077,-0.12595163270496304,-0.05703453974436446,0.4082873556128735,0.05015064169709861,-0.04134372781182516,-0.0033330458657324226,0.0211884914569606,0.058617030895292396,0.00033484607235692706,0.5908571387225009,-0.4152349601352418,0.19566746012054229,-0.08380669022757696,-0.08855623569674873,0.5535594639817942,0.2000050304656713,-0.07832103508936637,0.22070373999771356,-0.01274232767975718,0.21722854619407145,0.017408575553547585,-0.1519432669793201,-0.061498544113085175,-0.19953865318145428,0.38484673662889607,-0.19514399540428018,0.048840648592164256,0.4280413398779834,0.09154405993372412,0.23653398399311537,-0.06161945368544628,0.15438158220883558,0.40494809361403544,0.11139960345527443,0.33020613909781665,0.06488196589313022,0.2240114982919185,0.3983607575057844,0.1950720220504123,-0.04129718827058011,-0.1280803063272091,-0.16688620865775705,0.14177237961562764,-0.06824745642812946,0.03842282437596117,0.24768581979321402,0.042287908074212455,0.24023944752699444,0.0831203852539041,0.2831207884363944
