,Cerebellum_6_R,Occipital_Sup_R,Thal_MDm_R,Olfactory_R,Vermis_3,Postcentral_L,ACC_sub_R,Vermis_6,Red_N_L,Thal_PuM_L,SN_pc_R,Frontal_Sup_Medial_L,Frontal_Sup_2_L,Thal_LP_R,Thal_PuL_L,Vermis_7,Putamen_L,OFClat_R,Lingual_L,Cuneus_R,SN_pr_R,N_Acc_R,Caudate_R,ACC_sup_R,ParaHippocampal_R,Cerebellum_8_L,SN_pr_L,Occipital_Sup_L,Vermis_4_5,Cingulate_Mid_L,Precentral_L,Cerebellum_4_5_R,Parietal_Sup_L,Precuneus_L,ParaHippocampal_L,Frontal_Mid_2_R,OFCant_R,Angular_L,Thal_PuI_L,Cerebellum_6_L,Precentral_R,Temporal_Inf_L,Rolandic_Oper_R,Temporal_Sup_R,Occipital_Inf_L,Temporal_Pole_Sup_L,Cerebellum_10_R,Supp_Motor_Area_L,Occipital_Inf_R,Paracentral_Lobule_R,OFCpost_R,Temporal_Mid_L,Thal_AV_R,OFCant_L,Rectus_L,Hippocampus_L,Cerebellum_Crus2_R,Olfactory_L,ACC_sub_L,Cerebellum_10_L
Caudate_R,-0.19749434311225791,-0.3850254091120108,0.5761340602951468,0.7109511640108858,-0.448759730080338,-0.2252021703128675,0.09371112608118508,-0.25412824881477786,0.2780160953304067,-0.3459897870944003,-0.4303926476816182,0.12190246284302372,0.14205042757805206,0.3999857719944212,0.3126788726142705,-0.31725341450828853,0.7187788467559907,0.10113500593174163,-0.03350029699518532,-0.362664337203771,0.3769370141131147,0.6195757974927828,1.0,0.19482379027245222,0.41481881079565414,-0.3050168278158992,0.23759384803786682,-0.3336592410782407,0.5734538925485706,0.07901747420560205,-0.1378351525002162,0.4750064969463324,-0.27740927890405404,-0.1468923939949967,0.33516813823902486,0.36401931238806146,0.20836082341119622,-0.4432284629946572,0.29453508891835267,-0.24599100293425769,-0.03416076449357474,0.07653045302686169,0.521339728519509,0.36355864333361954,-0.4366878942197843,0.08288546349011112,-0.37616683416030783,0.1564089767617112,-0.3691273879303813,-0.03586272304185457,0.4606378612247607,-0.0330816968187016,0.3296572071528469,0.4639809037398791,0.08280690849338752,0.18930925052794664,-0.39464171494462247,0.500822548536616,0.5160037102062281,0.33721201536805434
ACC_sup_R,0.18873456076954795,0.02100552880867946,0.1386189525740514,0.11158507502228616,0.040455427818034004,-0.06959935070574017,0.07529176317939407,0.11581847423392613,0.04325254396204827,0.24010384557912917,0.03204299399436402,0.835266627117464,0.5622764089322834,0.36758185901577917,0.2959968184349964,0.1364334001517455,-0.028478215012839002,0.2294875590168285,0.018661285343658626,0.01803554424288724,0.14682818900560582,0.31354673936302047,0.19482379027245222,1.0,0.28638862741521104,0.0715407220264859,0.08138119786705712,0.017278720730126804,0.1907709148584094,0.5325240959516919,0.1711340531465037,0.4491458734964582,-0.1422221520243524,-0.05413585435912516,0.2982893031792543,-0.010257347893003848,-0.0468760918207641,-0.12988205518615045,0.30537134194211096,0.04189321644582427,-0.24212249349776954,0.10107916480344613,0.42197224156556973,0.6155938945701239,-0.07825564541880298,0.15148765227956787,0.03118396249772145,0.4226497333847171,-0.059388103859835055,-0.3868678338090507,0.3043457185471077,0.03174480574158331,0.21984920418566375,0.09763952940427734,0.0466407709226687,0.37331985163829995,-0.019586365075060907,-0.07797570400609667,0.09753020406244035,0.34434071629540247
ParaHippocampal_R,-0.14021689095068351,-0.3140567395510265,0.8237548812521768,0.532236621586507,-0.42962070019689585,-0.0033075845677466315,0.012140273952214902,-0.43235460211132054,0.48952948810550667,-0.2710915291357294,-0.15589955282968965,0.27663106779754926,0.30742130998452705,0.5846866876094754,0.3430038453920764,-0.30836712637613606,0.39964017338111424,0.0036356764921554544,-0.257478156086952,-0.307307471918593,0.5149679751787667,0.6077817786703517,0.41481881079565414,0.28638862741521104,1.0,-0.36558967572095863,0.4813909402008722,-0.2960177795285785,0.6341657233066157,0.49067254456968173,0.12966787225490187,0.44721891498504224,-0.17710956573538852,-0.12782524249267668,0.7043142608825741,0.4319240554314552,0.21444154810083219,-0.3788557337935006,0.6620051014335376,-0.30500269501620864,-0.06612491999938452,-0.05637120212258547,0.6002512783698124,0.39464199008021367,-0.5426513395468879,-0.2862599478222392,-0.4581540396034653,0.5056708354203843,-0.3845418945336126,0.010189077917257813,0.6922207165019069,-0.2628504396929308,0.46727975310264,0.43768267622861967,-0.06801358538237536,0.5884782632631812,-0.4030574453735791,0.22517227304818746,0.3783689328910734,0.569769718364616
Cerebellum_8_L,0.7150715136134528,0.5075997961934624,-0.5015855372621071,-0.410107041039556,0.7731452801135889,0.028899574188523038,-0.10219743549851731,0.8250273390033048,-0.5396534845703755,0.7263016160666265,0.5275100046751446,-0.09387931108956085,-0.05549000807518404,-0.16372874517292094,-0.25387962361150995,0.8968360409265012,-0.22825796843148038,-0.08476792138282468,0.7609919232104745,0.5349139563357929,-0.32291544021912116,-0.268739141855398,-0.3050168278158992,0.0715407220264859,-0.36558967572095863,1.0,-0.19205050058043638,0.44804811099599384,-0.5073397374708953,-0.05011212549424716,0.08174016830919234,0.14363243320546074,-0.041523049126853,0.04198616961169166,-0.2679044527509441,-0.391378675238324,-0.26344163362413425,0.3404823318625964,-0.02386717261907366,0.8445808329939156,-0.18014392888920833,0.4357658218714072,-0.1378265472729614,0.20615103178365965,0.8596589288272214,0.48988711571127147,0.7316343704179412,-0.017479067427166532,0.6670533950360703,-0.41771571066503743,-0.4711930709344907,0.6150843019496431,-0.43352336733008484,-0.4603770192642217,0.17781944318387147,0.018773741934017905,0.7250402720318482,-0.0979120750080197,-0.3155309683369798,-0.017096232039705048
SN_pr_L,-0.2515793887902495,-0.1266504262688841,0.46230634160195266,0.1515928484724784,-0.11846414001651417,-0.045601615959947744,-0.27684581949585474,-0.20210408186380138,0.4721954652865577,-0.14623518138395547,0.2986124148513375,0.11734651152356901,0.21432026636749835,0.26036781585285934,0.045487750987269614,-0.13098257460535573,0.4224603938789722,-0.14659705901158054,-0.05939669752237063,-0.12011931989600172,0.640365172737738,0.21098380464725464,0.23759384803786682,0.08138119786705712,0.4813909402008722,-0.19205050058043638,1.0,-0.1326459312544229,0.3827721586254029,0.21024699790970755,0.0694437931048213,0.2767996654808103,-0.016311607150442775,0.037105482859399935,0.3834179918099437,0.23671898312841244,0.01076608832936504,-0.10966096600247323,0.3712571000160124,-0.24496747012184777,0.22534742034420266,0.1953680795224659,0.20451206362946864,-0.024059273616752246,-0.19763474653243818,-0.04511636541963386,-0.3387568609368368,0.37589050310926786,-0.3099651045376669,0.1515500566756844,0.15046380168650877,0.055131321990673714,0.05061869906047437,0.1903860335472657,0.1839441167250987,0.509365962018901,-0.3317035541756193,-0.0386398562307849,0.012392127249958728,0.07217535269222917
Occipital_Sup_L,0.34794755120489895,0.9470471119811563,-0.4477510106569666,-0.5055496917650686,0.6652520493099563,0.7878983795460399,-0.06982180876330178,0.3855859446242735,-0.4217663086676682,0.7757375260717689,0.5310128845355248,0.1401442907633531,0.2748979705353352,-0.2842821392366922,-0.5808054882935565,0.2879161750114473,-0.10694958081329269,-0.0331559339186834,0.6127153755505316,0.9451395146643478,-0.32906868675986894,-0.3790456274818902,-0.3336592410782407,0.017278720730126804,-0.2960177795285785,0.44804811099599384,-0.1326459312544229,1.0,-0.36577345255072385,-0.18545215435630183,0.6945227660952911,-0.14051297293752057,0.8067047275439235,0.8068174123486698,-0.2813252723397776,-0.6496015544665107,-0.11740724045696883,0.8945282481948663,-0.12766844525426613,0.5653064161370249,0.1355478075203347,0.02585773194306879,-0.21126788146853073,0.03308820429636747,0.7176981973141969,0.2038534005628803,0.5345927049443963,0.21862366215497028,0.5337680839782495,0.3086020929714707,-0.37448642738420496,0.5263989377403274,-0.48080765433198447,-0.42844020678099043,0.07268065767915484,0.06145700374184242,0.37464794914352545,-0.24469434680686847,-0.37399427176015837,-0.18114729422211975
Vermis_4_5,-0.40289521045683574,-0.4101959855007492,0.8065367800446526,0.5068415346694519,-0.42376160093287996,-0.09821498486640377,-0.07963356751797117,-0.33754304172254024,0.6281810376484568,-0.4239262567306501,-0.3374836391769578,0.2291823433721893,0.34071508786513444,0.4374081577731257,0.48087892725156295,-0.4621699768352273,0.6061677433469053,0.05302593604712388,-0.305127947192987,-0.38419883934470944,0.5419609706047823,0.38181133082534807,0.5734538925485706,0.1907709148584094,0.6341657233066157,-0.5073397374708953,0.3827721586254029,-0.36577345255072385,1.0,0.4813369839668147,0.12801850351063648,0.6274430640203184,-0.23090994313291469,-0.08987819562769536,0.6578164575334599,0.7121282369966545,0.22722847636242532,-0.42887413874517155,0.43591168437319955,-0.40051973497775367,0.2812052114825686,0.1612531150814159,0.674246150239763,0.17119802443101229,-0.603192843124884,-0.1766929467521313,-0.5646431673809158,0.4578901287916242,-0.5917097750518054,0.17670114302211662,0.45221831065280194,-0.05198882335087637,0.5609116825949516,0.49288506789982106,-0.00534894807739873,0.5938265762683815,-0.5484269463140462,0.1961973429852371,0.39656340171542515,0.532871811033948
Cingulate_Mid_L,0.006550704919415217,-0.19512807174375565,0.4935520165702578,0.1554254298934704,-0.08622034061636558,0.004842756871100023,-0.058558961987430304,0.010194636700869572,0.2942613516879415,-0.08585600284641687,0.004414927099283155,0.5234098097884909,0.5062570275042078,0.4243029257517267,0.43148723665676647,-0.0003016487712653602,0.044623771404737035,0.023471061775502244,-0.16825560399402836,-0.1600044122210564,0.30174062846807476,0.19734484561065227,0.07901747420560205,0.5325240959516919,0.49067254456968173,-0.05011212549424716,0.21024699790970755,-0.18545215435630183,0.4813369839668147,1.0,0.3229381580941164,0.4978242390628727,-0.28192652135293694,-0.06886668368344735,0.5667944224816012,0.4590963405655485,0.024971089668353333,-0.19735564276559311,0.3281419757763818,-0.02169581718489336,0.04827345039011548,0.2189583859712827,0.6226279773035478,0.3115234543680577,-0.22159362469775107,-0.04308763606314822,-0.13295034234798353,0.6735320824286409,-0.1595358143587953,-0.07897282256051122,0.28775359280697493,0.05979877082608022,0.5174356997703954,0.23955707978861934,-0.1215706222650141,0.4817884186630181,-0.09813409416343385,0.01798582668204056,0.05408068749300291,0.47119412995626964
Precentral_L,0.13167155807834682,0.630212881267355,0.08215957473125864,-0.2702049959131307,0.3513316718295632,0.8765612950388719,-0.05380394662196675,0.10752811973879052,-0.047662614990983204,0.4745959194032374,0.3424125812666621,0.291508287159627,0.5533897051038316,0.050512704555141445,-0.20569509047779613,-0.01725687848544973,0.16697057327979292,0.026016425415778786,0.30981337222913147,0.6620967038580513,-0.052418740033088405,-0.1685082276217755,-0.1378351525002162,0.1711340531465037,0.12966787225490187,0.08174016830919234,0.0694437931048213,0.6945227660952911,0.12801850351063648,0.3229381580941164,1.0,0.10250723625868695,0.6504842249617947,0.7698572971040744,0.12182831152696688,-0.17701731417555763,-0.02297352969409895,0.6591634603387039,0.151752359528564,0.3008663709156454,0.26840251773470136,-0.008207025408442632,0.1659692169021541,0.0834317955142805,0.2959016418298645,0.001564704607468136,0.2347211505407301,0.700136121761749,0.2324047278175086,0.5347274180453089,-0.07986993161171504,0.3991409765639289,-0.05805947388336991,-0.1764293698225126,-0.006537356522692425,0.35655224900597143,0.07921280823055293,-0.11690612703055916,-0.20637952700295764,0.201462142597489
Cerebellum_4_5_R,0.3304787726113021,-0.17879458855560149,0.443142349530941,0.32850102035439455,0.057682126625042844,-0.13057884515918286,-0.12132474240522387,0.2879041478560749,0.21517518420000536,0.09527558218975049,-0.008982378318706814,0.22595633104908658,0.1897671020047926,0.3948276074722885,0.3604995717520092,0.23369911676101332,0.46450120836277753,0.07783394345789563,0.2682449846501241,-0.09997029813568645,0.29466741379466194,0.3058835610784108,0.4750064969463324,0.4491458734964582,0.44721891498504224,0.14363243320546074,0.2767996654808103,-0.14051297293752057,0.6274430640203184,0.4978242390628727,0.10250723625868695,1.0,-0.4229674752463766,-0.20910778043332143,0.40458118667626813,0.3875510891899957,-0.07824548796791894,-0.34865077945416506,0.4410652974769674,0.2503333770173979,-0.19040204855129553,0.2650282331560161,0.6678994591390602,0.6271183491092733,-0.11621262113815649,0.014440249641502378,0.07370891477900833,0.40845589789139825,-0.0021634488079767607,-0.3915954264660629,0.21484576061832605,0.20162114647018137,0.39168695584426344,0.05728594448965402,0.21176582448879877,0.5720887040986422,0.056541189204980954,0.17533336950988454,0.1549345575224345,0.6986112218332188
Parietal_Sup_L,-0.13491862418844944,0.7929532290729999,-0.2621159567492113,-0.4193796235833019,0.311526352188318,0.8328025926149634,-0.029763119602171543,-0.08758858849060196,-0.192265363250233,0.428682341664454,0.3282466954143677,0.13704495951204784,0.3189154384514597,-0.2898393946194896,-0.5875985278083994,-0.2089984102234487,-0.045939271090579846,-0.03345815382716585,0.18067535215225938,0.739052069924857,-0.1840182168649692,-0.337868829061711,-0.27740927890405404,-0.1422221520243524,-0.17710956573538852,-0.041523049126853,-0.016311607150442775,0.8067047275439235,-0.23090994313291469,-0.28192652135293694,0.6504842249617947,-0.4229674752463766,1.0,0.8852997506935597,-0.19018803426480155,-0.5503213246908449,0.031070354227148534,0.8618624375741967,-0.19795930058973363,0.07369898991812936,0.38528850964477784,-0.16322620059172413,-0.28711335541345573,-0.22131324762811108,0.34187348452832184,0.009761417132570047,0.08853180255255891,0.2016752129707226,0.1312999991571654,0.6673769085997331,-0.23061965698716444,0.2663146526487095,-0.41613693217642383,-0.20565940618304862,-0.046461861573001764,-0.02098961209349056,-0.04842881042477325,-0.2866136801001153,-0.2322639612650101,-0.34530771931765664
Precuneus_L,-0.08628190779370128,0.7810757391836868,-0.1434042330267732,-0.3533709476179156,0.3472869894197272,0.8470759740037839,-0.0520726745091307,0.09297536758303275,-0.137716337920529,0.40965929468210205,0.2992490371224965,0.22191636270575038,0.429919092988403,-0.1771184819124252,-0.46507956350000995,-0.1076187454177538,0.10716771302770944,-0.0732653592755509,0.2723502987970399,0.7964604208850475,-0.11688725343610024,-0.2967014379287636,-0.1468923939949967,-0.05413585435912516,-0.12782524249267668,0.04198616961169166,0.037105482859399935,0.8068174123486698,-0.08987819562769536,-0.06886668368344735,0.7698572971040744,-0.20910778043332143,0.8852997506935597,1.0,-0.07056022637760938,-0.46038563172489816,0.02201114889208421,0.8531873741097571,-0.15912888211005463,0.1625819229451724,0.3861112286163322,0.053444288461477585,-0.09619927826816094,-0.17220223589044226,0.3869041554370267,0.12614073089306585,0.14707862461596635,0.4267708730888541,0.15754977600409228,0.664732243656215,-0.25041539930342077,0.48414978704643397,-0.3051210776512549,-0.12166213095765185,0.02920402874795393,0.08622231892681365,-0.015361653231722202,-0.17114851306723639,-0.20446398893230983,-0.21952957236779783
ParaHippocampal_L,-0.36338049154190966,-0.24550408392111725,0.7551226277362746,0.47336310777278173,-0.3650176811888622,-0.12695290706860438,-0.03375064219006241,-0.2567099184151847,0.5113614094433392,-0.3299556504493511,-0.16228561831742974,0.3874724155058676,0.4977821333150353,0.45898362415773136,0.49675972480068653,-0.2579225381129528,0.3536541777708555,0.005961578632707901,-0.38662934579234204,-0.25593837528081026,0.607833998084282,0.48969248055449854,0.33516813823902486,0.2982893031792543,0.7043142608825741,-0.2679044527509441,0.3834179918099437,-0.2813252723397776,0.6578164575334599,0.5667944224816012,0.12182831152696688,0.40458118667626813,-0.19018803426480155,-0.07056022637760938,1.0,0.5348829536014176,0.27415505942005297,-0.32624077548645203,0.44331323741126094,-0.3679426267696409,0.2782959108763604,0.32976761134872407,0.5876962836723241,0.12187614146888383,-0.43654045692183274,0.018640272492013058,-0.5072459559747728,0.5128368444862759,-0.5658831963554768,0.1363805661539422,0.4887895222328851,0.013558455909196384,0.45698190632213936,0.6021102514724196,-0.0818147017558898,0.5669666059826136,-0.47875437234960017,0.2118050176372867,0.4276112679537224,0.397066957277115
Frontal_Mid_2_R,-0.36278854257604776,-0.6571710412532913,0.6959300013575236,0.4586765269646544,-0.4933803174775168,-0.4278979728826887,-0.029921030134964433,-0.24801724728368046,0.5430750200356723,-0.5921331739865148,-0.4064027161858955,-0.00398656154932975,-0.008569521459154465,0.35333580640973233,0.5641682219966706,-0.2832782164210074,0.4249452225040056,-0.02500350465657393,-0.3996736990992858,-0.6416266178716695,0.45565758477519314,0.2903776259456162,0.36401931238806146,-0.010257347893003848,0.4319240554314552,-0.391378675238324,0.23671898312841244,-0.6496015544665107,0.7121282369966545,0.4590963405655485,-0.17701731417555763,0.3875510891899957,-0.5503213246908449,-0.46038563172489816,0.5348829536014176,1.0,0.12174473093755672,-0.6714751885783894,0.3244608530536974,-0.3758008483387379,0.35546632798243755,0.17992699552308403,0.5406197233025288,0.010980113617395738,-0.565172499686785,-0.24711101855147366,-0.4800029863351577,0.20624337602353074,-0.5177998476443727,0.08104911018902758,0.3221726611074277,-0.2295849094571285,0.5556362565906924,0.504155702967473,-0.04312090924793275,0.2652736209049572,-0.35876805653401417,0.28048814655433246,0.40359594342763816,0.3563395936782322
OFCant_R,-0.3666642617857657,-0.13999293003786484,0.2692981590153237,0.27464227444399086,-0.3660948312569595,-0.034396816476382486,0.0621249525723912,-0.3967116040959305,0.21264342675284462,-0.30691016872493526,-0.24621341301653515,0.06897879783497188,0.24907261470489242,0.13033526204268164,0.1927417647895707,-0.3809918468793822,0.08091590559536561,-0.04619104927953394,-0.2915972214738931,-0.18203693822562475,0.2400509731539734,0.2533836122671275,0.20836082341119622,-0.0468760918207641,0.21444154810083219,-0.26344163362413425,0.01076608832936504,-0.11740724045696883,0.22722847636242532,0.024971089668353333,-0.02297352969409895,-0.07824548796791894,0.031070354227148534,0.02201114889208421,0.27415505942005297,0.12174473093755672,1.0,-0.1260786549698391,0.0638337211765635,-0.34049018658602553,0.09530596219034472,0.05219068272472735,0.15633712262621383,-0.12871453868991847,-0.29019226909039625,0.06446941618672447,-0.36922838307416916,0.10761735257303823,-0.3671146409197272,0.195292717734334,0.3786904134353401,-0.06604436737886087,0.1095455761206174,0.4569968470362877,-0.08004395369533951,0.008296285318234339,-0.3568206710694102,0.07909444267516519,0.18972252651488988,0.045535600089943055
Angular_L,0.14952935126538888,0.9013046687171775,-0.4872073815903213,-0.605926290361065,0.6253788268912582,0.7983137870091576,-0.09442786197450535,0.3005870439047477,-0.37265510751318726,0.6464865629002309,0.5195761351804383,0.053515945940637355,0.246086918439456,-0.3959741612510503,-0.6177481414587911,0.1698509473946094,-0.18670416939461953,-0.10157327439101112,0.46172743452301696,0.8985983121070712,-0.3341085510282721,-0.5241263762574375,-0.4432284629946572,-0.12988205518615045,-0.3788557337935006,0.3404823318625964,-0.10966096600247323,0.8945282481948663,-0.42887413874517155,-0.19735564276559311,0.6591634603387039,-0.34865077945416506,0.8618624375741967,0.8531873741097571,-0.32624077548645203,-0.6714751885783894,-0.1260786549698391,1.0,-0.3158435137317787,0.4230781258098371,0.24927024659375682,0.05694839700686083,-0.34486278177911617,-0.2130252151371486,0.6852426678195229,0.22153295437383302,0.405278666848883,0.20079202194747484,0.4320809513556783,0.45945686201072833,-0.5062188684914322,0.5470152910436339,-0.5115815102084629,-0.39342309085089305,0.044193736030776185,-0.017936891211636084,0.2775314199919919,-0.3218150619679954,-0.44713476436454525,-0.3336122717421407
Thal_PuI_L,0.13366139129019894,-0.1224369132597553,0.5804359381740695,0.36163178872185814,-0.05148737222911524,-0.008329051168961963,0.020221168083621857,-0.07883874520216215,0.20139100380453087,0.11692915804994394,0.1686636879261451,0.20897036199808922,0.20146795956033314,0.4490303798307008,0.3421495353011523,0.07316252136125106,0.3917655822058581,0.16447563696636586,0.07287942824915633,-0.10081749376595785,0.42084000426984614,0.5985741847814655,0.29453508891835267,0.30537134194211096,0.6620051014335376,-0.02386717261907366,0.3712571000160124,-0.12766844525426613,0.43591168437319955,0.3281419757763818,0.151752359528564,0.4410652974769674,-0.19795930058973363,-0.15912888211005463,0.44331323741126094,0.3244608530536974,0.0638337211765635,-0.3158435137317787,1.0,0.025738188659852987,-0.0720194573418141,0.02837686159039368,0.4941854205241917,0.44455448526674285,-0.18927555508830837,-0.11255140885692975,-0.14208749160817036,0.3640903929842842,-0.10494723810808577,-0.10655764859750537,0.49668575745382426,-0.05648037101740155,0.04069459649754916,0.18317664578836873,-0.04703543488011249,0.6259501591115009,-0.09124536013534615,0.2976383226000786,0.3515996830536679,0.5402420044725571
Cerebellum_6_L,0.865885399996636,0.5305650937260705,-0.457047997060568,-0.3630793996743526,0.8074456626527838,0.30123574570081296,-0.04370863948722819,0.7892265074863161,-0.5448589246018739,0.7912861830051072,0.5544464747104346,-0.121421738100738,-0.12234047245632246,-0.1804164898941538,-0.34469031664537364,0.7925798381928311,-0.0993743482239774,0.057750172245886196,0.9088300188508234,0.5997340359706845,-0.4592745908254082,-0.27464790078978174,-0.24599100293425769,0.04189321644582427,-0.30500269501620864,0.8445808329939156,-0.24496747012184777,0.5653064161370249,-0.40051973497775367,-0.02169581718489336,0.3008663709156454,0.2503333770173979,0.07369898991812936,0.1625819229451724,-0.3679426267696409,-0.3758008483387379,-0.34049018658602553,0.4230781258098371,0.025738188659852987,1.0,-0.2662486193536739,0.1296837936095744,-0.030383804623744258,0.3490249227545346,0.8338738046112459,0.31178976261790864,0.8920519695851564,0.03772710425736896,0.8858799591395474,-0.3000250701138221,-0.43367069699445504,0.5120320814394355,-0.33098072265024997,-0.5718359769969282,0.23617098088717436,0.06290296902222048,0.8391032360703891,0.026603634266233796,-0.3463045075214289,0.14911444530958395
Precentral_R,-0.6195497181691441,0.2072968695914072,0.19959129068160283,-0.18270620053708395,0.017948463179827033,0.15243426028586213,-0.14239664768525626,-0.10738609271630614,0.32606857358153246,-0.11267893604475662,0.057816314128780626,0.07870920140659426,0.31718767473144,-0.11734709332131998,-0.10095687401308415,-0.27089194106682524,0.28725741393911014,-0.21272815943994824,-0.16247479824099567,0.14084759028914637,0.24910708525258496,-0.26970990471509965,-0.03416076449357474,-0.24212249349776954,-0.06612491999938452,-0.18014392888920833,0.22534742034420266,0.1355478075203347,0.2812052114825686,0.04827345039011548,0.26840251773470136,-0.19040204855129553,0.38528850964477784,0.3861112286163322,0.2782959108763604,0.35546632798243755,0.09530596219034472,0.24927024659375682,-0.0720194573418141,-0.2662486193536739,1.0,0.43501535459882335,0.026093117491551143,-0.5120485108141204,0.043441948568227896,0.14382426327813252,-0.38068957146823174,0.2881073240311581,-0.43516499365431394,0.7225235081890918,-0.25211775409096865,0.3608994586793269,-0.13356270099262402,0.282606572410662,0.01230450988354444,0.17064141209964315,-0.3588350401100627,-0.1298605120936636,0.0809392215121335,-0.3690054427696848
Temporal_Inf_L,-0.16986721702432073,0.144790736620233,0.10939238540270108,-0.07571665950584965,0.24927006637361085,-0.25773090835070717,-0.13287496669719956,0.41619895157901027,0.15862036791483947,0.11279032622335289,0.11601710992321154,0.14670779872705778,0.37774144081253674,0.05944522496903538,0.18449887406124743,0.34203512596631114,0.17661250895994168,-0.2870779891462156,0.16834590384751047,0.14349986408259613,0.29462780315028914,-0.06834279451794054,0.07653045302686169,0.10107916480344613,-0.05637120212258547,0.4357658218714072,0.1953680795224659,0.02585773194306879,0.1612531150814159,0.2189583859712827,-0.008207025408442632,0.2650282331560161,-0.16322620059172413,0.053444288461477585,0.32976761134872407,0.17992699552308403,0.05219068272472735,0.05694839700686083,0.02837686159039368,0.1296837936095744,0.43501535459882335,1.0,0.15613057033165617,-0.21646131986223044,0.3413336801206842,0.6610754568004686,-0.09400475431388086,0.3261637242469689,-0.22169620708927074,0.008221219603006162,-0.27128815481183993,0.7763599050449335,-0.1279992870733191,0.25652921736369955,0.10755827491447813,0.34455287268048485,-0.07887616082279114,-0.0822695828179676,0.06296262838472608,-0.058715088455668585
Rolandic_Oper_R,0.006422907830629156,-0.22209162579166672,0.6748436380001592,0.515026655135621,-0.21884578896030935,-0.01409239486854675,-0.05522081147929598,-0.012399813654867543,0.22149069434474228,-0.12229620268896842,-0.1878349779578477,0.40245539879116293,0.3197442609792984,0.548403209932343,0.4734825362644322,-0.10196023277793251,0.4446331342788285,0.065716991066195,-0.046627175706747695,-0.18956529976143452,0.42093201239550343,0.5353575349208249,0.521339728519509,0.42197224156556973,0.6002512783698124,-0.1378265472729614,0.20451206362946864,-0.21126788146853073,0.674246150239763,0.6226279773035478,0.1659692169021541,0.6678994591390602,-0.28711335541345573,-0.09619927826816094,0.5876962836723241,0.5406197233025288,0.15633712262621383,-0.34486278177911617,0.4941854205241917,-0.030383804623744258,0.026093117491551143,0.15613057033165617,1.0,0.605056234555931,-0.3379331732197982,-0.0725479135300097,-0.23930787300356607,0.4562537319399618,-0.23483322956342545,-0.07452196786041676,0.47066866818727005,0.06417619435866684,0.495281025487358,0.4202485735123384,0.03550838207621368,0.4652223306407746,-0.21204588280971495,0.41112389412543543,0.4354279391778794,0.590853521775743
Temporal_Sup_R,0.5917100078772988,0.014965181578800557,0.1789266699765687,0.29140355045858335,0.10349370429345126,0.03570439351662286,0.036512580466407665,0.23936013851518628,-0.23322677358061902,0.31690887758222613,0.030105560507310457,0.37587869637521687,0.05336581718909119,0.39572978243777535,0.16479013183415012,0.28338904531931536,0.14232015368635356,0.2433444274372516,0.3185122136450752,0.046666811058387096,-0.005315842209961331,0.45156430461389013,0.36355864333361954,0.6155938945701239,0.39464199008021367,0.20615103178365965,-0.024059273616752246,0.03308820429636747,0.17119802443101229,0.3115234543680577,0.0834317955142805,0.6271183491092733,-0.22131324762811108,-0.17220223589044226,0.12187614146888383,0.010980113617395738,-0.12871453868991847,-0.2130252151371486,0.44455448526674285,0.3490249227545346,-0.5120485108141204,-0.21646131986223044,0.605056234555931,1.0,-0.039879702479487585,-0.13909792134105625,0.25723278043278575,0.17366856071649872,0.27527914582920304,-0.5427442448364623,0.3745843899499428,-0.09345771088009622,0.21542553588102317,-0.09193898913490635,0.09998550297489148,0.24946199514426354,0.2643625075006367,0.2760574701830549,0.1892615463726188,0.5783390334602255
Occipital_Inf_L,0.571132280937979,0.7497520513360777,-0.6506220575970821,-0.6115450744396687,0.8959562583361411,0.3276180147633516,-0.09286227189453693,0.7763069995800678,-0.5567504407544772,0.8061534350628485,0.6515445509982932,-0.09780534801692134,-0.021949915210662273,-0.3735304610837688,-0.5204780131289032,0.7579823062347766,-0.22141962515412128,-0.10719906303287083,0.8184188226450353,0.7755120149511402,-0.43221780001526783,-0.4874163042752507,-0.4366878942197843,-0.07825564541880298,-0.5426513395468879,0.8596589288272214,-0.19763474653243818,0.7176981973141969,-0.603192843124884,-0.22159362469775107,0.2959016418298645,-0.11621262113815649,0.34187348452832184,0.3869041554370267,-0.43654045692183274,-0.565172499686785,-0.29019226909039625,0.6852426678195229,-0.18927555508830837,0.8338738046112459,0.043441948568227896,0.3413336801206842,-0.3379331732197982,-0.039879702479487585,1.0,0.48003640392575475,0.7599687917531657,-0.013656606294519766,0.7329425843201621,-0.06150091010291937,-0.6637965483670812,0.6983128784587169,-0.6316098266465353,-0.5381837822480928,0.2146443988422832,-0.04040290796962337,0.704781838034899,-0.18231818898931285,-0.4384848691688881,-0.28770534469041187
