,Thal_Re_L,SN_pc_R,Insula_L,Thal_VPL_R,Vermis_9,Temporal_Pole_Sup_L,Precuneus_L,Calcarine_L,Cuneus_R,ParaHippocampal_R,ACC_sub_R,OFCpost_L,Cerebellum_9_R,Putamen_L,Paracentral_Lobule_L,Frontal_Sup_2_R,Thal_PuI_R,ParaHippocampal_L,Lingual_R,Thal_MDl_R,Thal_PuA_L,Temporal_Pole_Sup_R,Thal_AV_L,Frontal_Sup_Medial_R,Calcarine_R,Temporal_Pole_Mid_L,Thal_LP_R,Cingulate_Post_L,Temporal_Pole_Mid_R,SN_pr_L,Occipital_Mid_L,Postcentral_R,ACC_sup_L,Thal_VPL_L,Temporal_Mid_L,Thal_VL_R,Cerebellum_7b_R,OFCmed_L,Caudate_L,Vermis_1_2,Angular_R,N_Acc_R,Temporal_Sup_L,Amygdala_L,Olfactory_R,Fusiform_L,Supp_Motor_Area_R,Cerebellum_8_L,Frontal_Inf_Oper_L,Olfactory_L,Vermis_4_5,Thal_MGN_L,Frontal_Med_Orb_L,Thal_PuM_L,Raphe_D,Vermis_10,Thal_PuL_L,Rolandic_Oper_R,Putamen_R,Cuneus_L,Cerebellum_4_5_R,ACC_sub_L,Postcentral_L,Cerebellum_Crus1_R,VTA_R
ACC_sub_R,-0.11732764541218674,-0.2278917641256486,0.06128462250196457,-0.06639277035632912,0.04876779127031064,0.021093019250134123,-0.0520726745091307,-0.07852334807101485,-0.09550741922345603,0.012140273952214902,1.0,0.21735518291113545,-0.03422821462706689,-0.06777597961189658,-0.06738998520201989,-0.07653743556619595,-0.011141574623188719,-0.03375064219006241,-0.062146975574588606,0.06260136195492634,-0.06009337433439377,0.17781492275559602,0.005014106320709747,0.041841720865659134,-0.106897648464637,-0.048177881535862416,0.01577737785479259,-0.06826477587653916,0.09356047509867023,-0.27684581949585474,-0.10199150423668983,-0.08624293596107536,0.0015845981794129613,0.0534293878730337,-0.15373299681213812,0.017085659739503576,-0.02506873828948374,0.052210057104425445,0.03056139862157682,0.12850771979348383,-0.12203245082219973,0.18390090691842081,-0.12179791161227622,0.042457264018784906,0.16188565872394092,-0.12553100473681023,-0.10349511047740827,-0.10219743549851731,-0.06759343001519677,0.14385275555169183,-0.07963356751797117,0.16378588899521593,-0.18003964997062108,-0.03308243409207146,-0.08456093256034147,-0.059440369140338394,0.019362571571290847,-0.05522081147929598,0.08311380590533213,-0.0629056190686284,-0.12132474240522387,0.3874520255540174,-0.023681408796846746,0.0037976594322587814,-0.021705858549562647
OFCpost_L,-0.08588164183212182,-0.3262407851747315,0.38660649537096403,0.09407224808399033,-0.061940634154213595,-0.0027979141014535408,-0.042744383713295656,-0.1422793536735248,-0.22471623488883002,0.40520905127096846,0.21735518291113545,1.0,-0.2518915256777577,0.2036232829803353,-0.058578889367597836,0.014796088043329651,0.24213398227922678,0.3571042786702939,-0.1480852042428164,0.43536547313721735,-0.3907994183792285,0.1388655988601625,-0.07441378898052427,-0.06289509373820774,-0.21829530527450544,-0.3658172477870855,0.3583022026636391,0.28611417229402647,-0.24351758204158006,0.06055702168619582,-0.359876297377142,-0.06656457085805671,0.32313408745562916,0.3767377539238257,-0.20676942874433674,0.4515331123938864,-0.05018053802412967,0.14660753349098812,0.13642858328804644,0.2728985065496661,-0.32502171284544,0.6348614261379119,-0.1622154592841583,0.32505387389519785,0.6489888878781496,-0.18255407612099836,0.033165452922777366,-0.3040483654031673,0.08059253763148294,0.7105715707498569,0.21026972060165716,0.39220439089388115,-0.31614537247693586,-0.39431576215009806,-0.3209423121180262,-0.25949532801034375,0.2741978193986784,0.40798663729116014,0.493270168215531,-0.29007883688672437,0.05457277428875477,0.4430157132608936,0.005732507514206527,-0.17475454117267353,0.3584561968015024
Cerebellum_9_R,0.2795880545061306,0.3763082491675835,0.20689560545277072,-0.05268524979985135,0.4300012251360603,0.37510926907463144,0.3247726925519774,0.5961077677535479,0.6369816190747865,-0.35373553839777094,-0.03422821462706689,-0.2518915256777577,1.0,-0.19987457122158786,0.13413181799443163,-0.07091465730804825,-0.5852440625120116,-0.238535091385321,0.6531873940532452,-0.2918950595825018,0.6883933549328545,0.22751914204169077,-0.1412362307824411,0.10055257225901483,0.6911496594549386,0.4663097039758668,-0.15635094860018478,-0.209827233291915,0.4257485534233246,-0.22105664745160847,0.745335408965772,-0.06870650888723458,-0.5363303438082628,-0.4539541579885955,0.5622846272409463,-0.5865200075188375,0.5268701006261678,-0.19946871739251773,-0.0859546808161531,-0.14525660167927287,0.43882445991795904,-0.3521037287196526,0.46761964657260346,-0.4039969423913179,-0.43702319526741656,0.5498412702122869,0.07441608362284086,0.7188750683538507,0.2481471697961955,-0.24164523272520844,-0.438260785722245,-0.20742682531131462,-0.0816411380507225,0.6606920983211998,0.6394135486485806,0.7068775494169777,-0.309166094882145,-0.11306363849674458,-0.209301025933269,0.6704435442994766,0.12010484450315476,-0.35575920833377794,0.24244130640517011,0.7237938767995754,-0.5779223622682113
Putamen_L,-0.24770964552988403,-0.1516520371055859,0.3621998490943069,0.8406987841804828,-0.11544233810693853,0.03116166226787699,0.10716771302770944,0.11625283319411882,-0.1099115323045338,0.39964017338111424,-0.06777597961189658,0.2036232829803353,-0.19987457122158786,1.0,0.12917767976386466,0.3078035722148131,0.4605653423169017,0.3536541777708555,-0.05981463556828404,0.31677330216890315,-0.10278803000277893,-0.1599848511197818,0.010262063952160656,-0.08214957384534176,-0.11915447469824236,-0.26928549904862287,0.2425171785409142,0.2297397242078105,-0.2865244284398643,0.4224603938789722,-0.20560963756921716,0.1740537529566494,0.4692056424780137,0.3290474602673933,0.171969406269813,0.5234021438451478,-0.3513306060617753,0.11513446662241363,0.5503804812356462,0.22148328731681663,-0.15493988963539107,0.3870218883107036,0.19336380256951527,0.4611586658236056,0.4940240086173587,0.14769458996203896,0.3721056031657276,-0.22825796843148038,0.33071670993847296,0.45299308699661495,0.6061677433469053,0.5494112418004488,0.1489992950413198,-0.163989422135129,-0.32222050636823346,-0.045996907984501796,0.1581403575467327,0.4446331342788285,0.5473826627542528,-0.12443270543045905,0.46450120836277753,0.34922303316777864,0.04889442807556276,-0.1801063977334765,0.2140322338891843
Paracentral_Lobule_L,0.33951817872238704,0.2988790477205055,-0.21638276624832115,0.31026679268828455,-0.4805683662952713,-0.0282185460085701,0.9117980249541596,0.4313682703556724,0.6482552547226975,-0.0772747927865172,-0.06738998520201989,-0.058578889367597836,0.13413181799443163,0.12917767976386466,1.0,0.2757019482826893,-0.21233476580426455,-0.053104884134601904,0.1483447994476472,-0.2830011472265751,0.14954293305278654,-0.2911415226927607,0.16349425062742315,0.22512375653229946,0.45038654844419407,0.020470289972600753,-0.23751504195555972,-0.19422592348089723,0.07383812559371988,0.11985029252624621,0.44823486608999746,0.729741766098026,-0.19410284260702415,-0.4890100071704698,0.3231012185717352,-0.22565652998535374,0.06621930478614557,0.054544580935579234,-0.14282793712362638,-0.46451882653403287,0.7691457735514661,-0.347068507869455,0.18585351819381513,-0.0877945779352865,-0.3714863359004598,-0.203766465836283,0.35069893900226823,-0.12096345609044469,0.16281187731092991,-0.20809910835507336,-0.05875546166958265,-0.03931398642150526,0.08408451156803733,0.2712452022121152,-0.07080807835235493,0.021979982697847872,-0.48909427579723236,-0.1666279182084765,-0.2648774882509882,0.6195291940492337,-0.3428106009963016,-0.22254016959930348,0.841407784347772,0.06438931794006682,-0.29781591944366287
Frontal_Sup_2_R,0.15566736648248686,-0.030587730939890583,0.2565401216756922,0.27989992506058964,-0.1195655699248703,0.14872422990441886,0.267279009566584,-0.009568968360491311,0.04252851120235402,0.29246946451323286,-0.07653743556619595,0.014796088043329651,-0.07091465730804825,0.3078035722148131,0.2757019482826893,1.0,0.4610157505351146,0.5735960260367906,-0.24642467726697462,0.243921909797874,0.06536653337753691,-0.17782110250321248,0.215503104909437,0.5661522265562451,-0.0734079696494427,-0.021146135194537542,0.26634676723622497,0.5302550186580255,-0.23628073068900807,0.264608756168085,-0.08320400950382435,0.5143865938904562,0.3217038791334233,0.35724343054066426,0.22121117673840118,0.36644545971857734,-0.3841219829275683,0.2839066105263629,0.5163194256290765,0.1677401448053487,0.21985653874921204,0.11713197047740355,0.15640094658363274,0.5145452529543713,0.08715090818876971,0.10188058184529239,0.7676040908071652,-0.219486529972008,0.07526806822514329,-0.05682786608660466,0.5650575682836982,0.20943254953157467,0.3661460249815366,-0.05857090768369418,-0.2663021553325464,-0.16257699432564926,0.20255624917742002,0.4203802330203762,0.29414816387313547,0.03468534746015388,0.2788535216467282,0.1808573345533875,0.1123009573166464,-0.32599847493828976,0.31437337964402884
Thal_PuI_R,-0.1289106778998403,-0.5056792664514687,0.188495157016501,0.29442996214380834,-0.12154237984918334,-0.11554491180562262,-0.29447272485809733,-0.5268964171535876,-0.6304258031729096,0.5368324976660013,-0.011141574623188719,0.24213398227922678,-0.5852440625120116,0.4605653423169017,-0.21233476580426455,0.4610157505351146,1.0,0.6309819408600392,-0.64288078144185,0.529025652538382,-0.5059086957126343,-0.29784104063753025,0.3107673039357711,0.11110465923702889,-0.6600475085265887,-0.37546107444232063,0.3810892020399474,0.6471261860791695,-0.5299680453982055,0.2752994087719339,-0.7048257630238063,0.16945713050119557,0.8090395500393828,0.8140935800834339,-0.19124820792849492,0.8322213596828286,-0.6670369753418629,0.3374044688130394,0.5693011413651359,0.5342532118775333,-0.4849505605975976,0.43160525193805493,-0.14050885618687714,0.7627846024488739,0.5755418827711719,-0.08684388445227378,0.33910789232677657,-0.6013776820626723,-0.1082946710947727,0.20998235473919616,0.852331381443628,0.40105550009608254,0.26609628604118135,-0.6266804456278565,-0.7219532540095686,-0.6324810509753457,0.645090333626308,0.5541557994421366,0.5887866805275759,-0.6766914532494157,0.38065328501336554,0.4848176124747598,-0.3186358834750009,-0.7356648767804815,0.7632498968853997
ParaHippocampal_L,0.07100549399336767,-0.16228561831742974,0.3547872304072626,0.1636195197990961,0.14225416057059542,0.018640272492013058,-0.07056022637760938,-0.3008250661624008,-0.25593837528081026,0.7043142608825741,-0.03375064219006241,0.3571042786702939,-0.238535091385321,0.3536541777708555,-0.053104884134601904,0.5735960260367906,0.6309819408600392,1.0,-0.4262712274053311,0.5230093633723746,-0.13607003258511075,-0.15629398306653322,0.1873590510568672,0.30698927146462585,-0.36699664276172345,-0.3152010218242105,0.45898362415773136,0.697076123505389,-0.43850426679857557,0.3834179918099437,-0.3676257199043618,0.20975736800378408,0.5508980249639882,0.7029458661975332,0.013558455909196384,0.6827032761862589,-0.39982551679652656,0.3337053893994332,0.5485573655875059,0.5525763867332553,-0.21072514289773814,0.48969248055449854,-0.06183922818097384,0.8019675186716091,0.47336310777278173,0.20457821920251298,0.5632378588979325,-0.2679044527509441,-0.06065877826253364,0.2118050176372867,0.6578164575334599,0.4222799274926565,0.23542236416447526,-0.3299556504493511,-0.43197867104796434,-0.31112771020625324,0.49675972480068653,0.5876962836723241,0.5724006696194419,-0.27973591659749264,0.40458118667626813,0.4276112679537224,-0.12695290706860438,-0.4108177459614234,0.6546553194337336
Lingual_R,0.14185455588182486,0.5664773606266847,0.3213351827195711,0.1140895382462768,0.3037675522553057,0.23404227893079957,0.28121610752049203,0.8537891309182698,0.6624280600125019,-0.3064900493890728,-0.062146975574588606,-0.1480852042428164,0.6531873940532452,-0.05981463556828404,0.1483447994476472,-0.24642467726697462,-0.64288078144185,-0.4262712274053311,1.0,-0.1766912727250343,0.66997757625253,0.4332442353269907,-0.2442792425133311,-0.16080267861318992,0.9098126692572311,0.48236665367525416,-0.2055852396163568,-0.2289819354735135,0.5926011703331201,-0.2074088172929959,0.7550914923487759,-0.22788475150697113,-0.3978192640986799,-0.6124635081572416,0.4856969248054387,-0.5773702252014268,0.7129812288404195,-0.32931808530163925,-0.21594912373983965,-0.1803114751383182,0.3817121571739275,-0.31331874855521813,0.5737271259095117,-0.6950462795378304,-0.38692826150866927,0.4727200705220686,-0.015452569161279305,0.7528338508992589,0.6538895027719414,0.03605123346972011,-0.39615344904572886,-0.19540377967507888,-0.38372264713093335,0.7792346129289364,0.7620121092172737,0.8550626987372617,-0.4314648879674402,-0.055747093714881193,-0.16593969681029838,0.6735489849990094,0.20475506144973213,-0.3971341857621017,0.4186346076732636,0.8686479910652993,-0.7373575299434436
Thal_MDl_R,-0.41238212211045205,-0.23964192775539142,0.6246438281560456,0.20704065902485633,0.22870247553268616,-0.24446923255452396,-0.2535287099775913,-0.2093267135388316,-0.3356084079656773,0.7081243375348081,0.06260136195492634,0.43536547313721735,-0.2918950595825018,0.31677330216890315,-0.2830011472265751,0.243921909797874,0.529025652538382,0.5230093633723746,-0.1766912727250343,1.0,-0.1309461453090537,0.3060090500470525,-0.05616563998989145,0.17621050324135196,-0.2675800260591003,-0.37447790415602095,0.6055035449582211,0.6222147594506223,-0.3541757344909088,0.20065443377632455,-0.46818620045281517,-0.27420972564038765,0.5053669822713028,0.6349222462058413,-0.26114201153269045,0.6784917002539961,-0.1764501552291711,-0.026923917406795866,0.4759733217353456,0.7056072024460804,-0.47061051690333494,0.6574339670318889,0.025875811319036317,0.35330826745949484,0.5856294315231041,0.04326683974224447,0.3445450764030933,-0.2680141546086964,0.3071854479749479,0.360368783397527,0.586259628252196,0.5302156934513393,-0.20794056962827365,-0.18861887473199723,-0.2279446322234388,-0.17929450518336779,0.5271559238422378,0.7065773511688356,0.737823434259189,-0.3696762642331074,0.5647985476043185,0.41197614076060496,-0.07152129823788722,-0.2110202368154062,0.5841985007038324
