,Occipital_Inf_L,Thal_MDm_L,Caudate_R,Thal_AV_L,Cerebellum_10_R,Parietal_Sup_L,OFClat_R,Frontal_Inf_Orb_2_L,Rolandic_Oper_R,Fusiform_R,Heschl_L,Raphe_D,Precentral_L,Frontal_Inf_Tri_L,Insula_L,Vermis_1_2,Thal_IL_L,Thal_LP_R,Thal_Re_L,Vermis_4_5,Angular_R,Thal_VL_L,Thal_PuM_R,OFCmed_L,Pallidum_L,Temporal_Mid_L,Thal_MGN_L,Thal_PuM_L,Frontal_Sup_Medial_L,Postcentral_R,Thal_LP_L,Thal_PuI_R,Pallidum_R,VTA_R,Thal_MDm_R,Calcarine_L,Frontal_Inf_Oper_R,Vermis_10,Thal_IL_R,Olfactory_L,Precuneus_L,ParaHippocampal_R,Temporal_Pole_Sup_L,Thal_LGN_R,Occipital_Mid_R,Thal_MDl_R,Calcarine_R,Thal_PuA_R,Thal_MDl_L,Heschl_R,Thal_PuA_L,OFClat_L,Vermis_8,Hippocampus_R,SN_pr_R,Frontal_Inf_Oper_L,SupraMarginal_L,Thal_MGN_R,Vermis_9,Cerebellum_8_R,Frontal_Mid_2_R,Frontal_Sup_2_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_R,N_Acc_L,Cerebellum_Crus1_L,Cerebellum_8_L,Parietal_Inf_L,Rectus_R,Occipital_Sup_L,Cerebellum_Crus1_R,Caudate_L,Amygdala_R,Cerebellum_6_L,OFCant_L,Precuneus_R,Temporal_Pole_Mid_L,Red_N_L,Cerebellum_7b_L,Thal_VL_R,Temporal_Inf_R,Hippocampus_L,Temporal_Mid_R,Frontal_Med_Orb_L,Paracentral_Lobule_R,Cerebellum_7b_R,Red_N_R,Supp_Motor_Area_R,Rolandic_Oper_L,Temporal_Inf_L
Occipital_Inf_L,1.0,-0.01650703678020901,-0.4366878942197843,-0.22578346683525263,0.7599687917531657,0.34187348452832184,-0.10719906303287083,-0.665195382170656,-0.3379331732197982,0.057794367376210326,-0.21875547694206493,0.7772122237860014,0.2959016418298645,-0.5910816780320977,-0.02718904599256798,-0.45296552587140776,-0.5568411825667495,-0.3735304610837688,0.3684780491311977,-0.603192843124884,0.6452202794325026,-0.660128473602768,-0.7801682674823018,-0.11394349206038865,0.24345419854492312,0.6983128784587169,-0.4793848552939354,0.8061534350628485,-0.09780534801692134,0.0794020652725027,-0.6555390228524803,-0.7388627456100896,0.2392299950272355,-0.7667274122885892,-0.6506220575970821,0.7929030945771278,-0.42502546322924345,0.8230640435863905,-0.12072510684378454,-0.18231818898931285,0.3869041554370267,-0.5426513395468879,0.48003640392575475,-0.557449027860679,0.8349313794338661,-0.49821380716866637,0.8563481118937785,-0.5490715981506353,-0.1329584453183492,-0.3516537025943751,0.7462498749465436,-0.6861867880978136,0.704735477309244,-0.6891875331707853,-0.43221780001526783,0.30333675522677056,0.3231507705847376,0.6507662986844575,0.1495628515874863,0.7105254834051841,-0.565172499686785,-0.16962882783005856,-0.8100153635674796,-0.644759166328573,-0.5831534213514213,0.8777251502064525,0.8596589288272214,0.26827423263801575,0.01512586060699182,0.7176981973141969,0.7847648465684509,-0.2614456186907397,-0.7437805088485582,0.8338738046112459,-0.5381837822480928,0.2725073821923378,0.6416597791607361,-0.5567504407544772,0.7911064899037717,-0.7695074516421812,0.5145946360728576,-0.04040290796962337,0.6479279690826147,0.01817494680881819,-0.06150091010291937,0.5818014628803612,-0.1542484607531077,-0.0015788568846216,0.17431380382214035,0.3413336801206842
Thal_MDm_L,-0.01650703678020901,1.0,-0.2916140840639979,0.21884124870278984,0.1355557409610031,-0.10307464226678072,-0.007426116884259942,0.07589245962192999,0.2233489001261035,0.3108093556573202,0.27588935269217507,0.07359670609434217,0.2819092889482774,0.23756648159761704,0.28818566452562583,0.33555526478139813,0.366534708683088,0.15412245792760826,0.35015072478043235,0.14426422500626876,-0.032641397059202173,0.27351957798800164,0.2722175275613517,-0.11932890697650014,-0.17133641944277067,-0.023692611825070455,0.16136292788605458,0.1366874989700881,0.3120291574010776,-0.08532017286150095,0.24977884006141202,0.082090480624034,0.03678805654210409,0.025154681700986874,0.09648154356331753,-0.042172957576798335,0.3800425558309273,0.08091746509969909,0.1556512519394392,-0.2866767036834976,-0.042315777312557326,0.26303458161618937,-0.07868356753447618,0.3371202401729954,-0.01916784803826479,0.19770211958192294,0.12511980039366297,0.1735307609564722,0.5424212374087419,0.10099421507456516,0.2340130358317989,-0.05148377699479711,0.056890503072758516,0.3338615617568294,-0.030632245436126478,0.13881598458461186,0.15725505757195374,0.2639030007902896,0.43501380987246924,0.1464155775650273,0.16187989205163814,0.25079200964346315,0.14347214285430332,0.13418770750242712,0.17501840682528805,0.060631760965465374,0.08712189911410252,0.08480836841950862,-0.2857466044424471,0.03447947248654478,0.2018621413500449,0.06574128564292529,0.163223181610898,0.1679453217638446,-0.05274178124625482,0.057344028073927175,0.032611560885015115,0.2361539443971492,0.1912322923004588,0.13640917193495145,0.2430612761102064,0.3301210474483455,0.1571023737346184,-0.1984703965705048,-0.1300141629374922,0.14820641630368536,0.3242668226705387,0.29036293450657336,0.049976258255822525,0.03261393836735386
Caudate_R,-0.4366878942197843,-0.2916140840639979,1.0,-0.021116735302124028,-0.37616683416030783,-0.27740927890405404,0.10113500593174163,0.6349386781861848,0.521339728519509,0.13725840811195533,0.2060926770979262,-0.3160119301466678,-0.1378351525002162,0.5859238146511332,0.49932358631247686,0.3900928979535704,0.23965039178315795,0.3999857719944212,-0.5206565610432186,0.5734538925485706,-0.407719693392939,0.49165943155654773,0.5136939838782777,0.12028738145070503,0.372987717947941,-0.0330816968187016,0.5118552192574513,-0.3459897870944003,0.12190246284302372,-0.12324154722487918,0.46272948209611586,0.5648664433676174,0.2763912914288354,0.4570268799644253,0.5761340602951468,-0.12930553381510038,0.4501453792052356,-0.24739369426318863,0.4491665411745397,0.500822548536616,-0.1468923939949967,0.41481881079565414,0.08288546349011112,0.4322874147459343,-0.43910746757340424,0.4924439056289712,-0.3398998924261579,0.48704721467869233,0.021868838533992418,0.656528303591149,-0.2626593237097142,0.46352842860068305,-0.26061612330093764,0.5378251286889224,0.3769370141131147,0.15191521709103992,-0.24779990578723024,-0.28353835227235663,-0.011231468741733931,-0.4226795638033274,0.36401931238806146,0.2080860073894696,0.5186946281654528,0.5101312140049582,0.5391470999756345,-0.2934007326392916,-0.3050168278158992,-0.2658850457321356,0.07639798077251804,-0.3336592410782407,-0.3282479505258113,0.6796956229901434,0.4612726164636171,-0.24599100293425769,0.4639809037398791,-0.187697340639524,-0.25831859469102847,0.2780160953304067,-0.3693105922326832,0.5618791736062143,-0.2057355896384215,0.18930925052794664,-0.21864263838657966,0.03453250686372315,-0.03586272304185457,-0.4395736606740957,0.26025355971556313,0.20453379418013432,0.19007253730676302,0.07653045302686169
Thal_AV_L,-0.22578346683525263,0.21884124870278984,-0.021116735302124028,1.0,-0.2853141723136992,0.08649098155866702,-0.10354114028906622,0.17814943731255303,0.002757183703367638,-0.23004919248778305,0.13271957663507275,-0.28467281163335983,0.10601286070380754,0.1835781408645928,-0.061575477949041425,-0.036178609500045866,0.45564534433597664,-0.006333373508218297,0.31862768800486685,0.28298234863744504,0.0181033218946579,0.23804667037202595,0.1728632210013121,0.1057669847953686,-0.062486168053242946,-0.055481342907234124,0.030384760058863133,-0.2561244255366586,0.0386156707796611,0.3111285458478754,0.23059454964702475,0.3107673039357711,0.21401116218024488,0.18436400635527808,0.1600064841514353,-0.20113931604483734,0.04878049926107199,-0.33446692445401727,0.03412536438086511,-0.22035024657696253,0.06112376466577211,0.13676917574876363,-0.11638005235282405,0.2170062513314381,-0.17384534322059148,-0.05616563998989145,-0.1802937008123123,0.18705432135904165,0.40808966849790423,-0.047322042722914535,-0.17337914771900603,0.18976003952401432,-0.3339853522346132,0.12333994556995823,-0.02774439792507081,-0.12505339095900034,0.1195408241143332,-0.20330059735752226,-0.1328133583567271,-0.23389764952942588,0.24049080165115055,0.215503104909437,0.05199160893346655,-0.0018859873251627548,0.01841126171239346,-0.26839848094072744,-0.32137213969150463,0.08915300835412074,-0.21262629239153885,-0.10567551714157514,-0.3014708680972868,0.15174186686029384,0.1485301711008911,-0.2706912723253251,0.10115456385472685,0.19186227403905626,-0.1812204910778721,0.43139341739823395,-0.17642294434891984,0.21866897889748027,-0.2956213282452322,0.23751807910612516,-0.3100151330767515,0.18306259751656506,0.2736153682456022,-0.19516525822696243,0.3055914754703883,0.15264974828952338,-0.08978070625453796,0.04164511425885018
Cerebellum_10_R,0.7599687917531657,0.1355557409610031,-0.37616683416030783,-0.2853141723136992,1.0,0.08853180255255891,0.1110635548036782,-0.5999132496760955,-0.23930787300356607,0.5269573754073519,0.1425969462310106,0.7451010876708953,0.2347211505407301,-0.382991424281188,0.20654868696379852,-0.17579511000631684,-0.512573567817668,-0.2859291623844916,0.11021077268689775,-0.5646431673809158,0.28183341759643127,-0.636305752069205,-0.5798760185184211,-0.3989370759087899,-0.02487373274894193,0.29291540615688516,-0.2694778339237911,0.6958915419031924,-0.12479698730407905,-0.3517632653804211,-0.4991272423236775,-0.7227003581177943,-0.02565587766662971,-0.782273711743764,-0.6145517982409899,0.6888366149439905,-0.08397512446440543,0.8090602168664562,-0.09222583255498548,-0.0400524717281949,0.14707862461596635,-0.4581540396034653,0.1609721737054302,-0.4689256411638372,0.6105541364349408,-0.24462307117716672,0.7919235476628753,-0.4862240986329011,-0.20689547031849576,-0.27077863284656956,0.5765908711904654,-0.8154203522628954,0.7633598138703802,-0.4627392175614131,-0.5472678024983513,0.4799992734542812,0.27021757665095003,0.713326833165756,0.36132390922119123,0.9511957479091474,-0.4800029863351577,-0.364904629727744,-0.5122438019673835,-0.21662021172173557,-0.3840943389064461,0.7399630825625154,0.7316343704179412,0.25720508048523943,-0.11389737171365127,0.5345927049443963,0.865062173480352,-0.34688573406247963,-0.42797288177923304,0.8920519695851564,-0.6557401636979288,-0.07789266769058406,0.472301408800258,-0.5913891743044465,0.7898538945305251,-0.6709461696437853,0.8001834578384975,-0.14531823106277994,0.8339945597542207,-0.43272237491654003,-0.3181665829095464,0.7848614495967945,-0.05703453974436446,-0.19791775720943175,0.4118629839733113,-0.09400475431388086
Parietal_Sup_L,0.34187348452832184,-0.10307464226678072,-0.27740927890405404,0.08649098155866702,0.08853180255255891,1.0,-0.03345815382716585,-0.44492422571200135,-0.28711335541345573,-0.18052530342109313,0.015265837700016483,0.09128855800909336,0.6504842249617947,-0.4753909758489251,-0.24200392368033277,-0.524049613087335,-0.34070105126841593,-0.2898393946194896,0.2230300205244627,-0.23090994313291469,0.8667094382295015,-0.5212129982112976,-0.6630246497132325,0.00990755092780724,0.2570178701330099,0.2663146526487095,-0.14122045699971914,0.428682341664454,0.13704495951204784,0.5966974953348311,-0.41659548579101713,-0.3671710123852576,0.3159455631182254,-0.378709472688292,-0.2621159567492113,0.48303659402482346,-0.4891475033855795,0.06575650286019928,-0.06710313001181012,-0.2866136801001153,0.8852997506935597,-0.17710956573538852,0.009761417132570047,-0.4801109571090018,0.7405753689264208,-0.35109706708055755,0.5103514699799153,-0.1825937842795136,-0.07889734437662302,-0.3974771952827497,0.23838847967983637,-0.17838029054996815,-0.254520800963956,-0.39410947631525045,-0.1840182168649692,0.11475030167272177,0.6085918275547184,0.08091699115012102,-0.47467705254106135,0.062264926940450174,-0.5503213246908449,0.16073414789904344,-0.3655777327284405,-0.556859193200125,-0.49215563889507175,-0.10525308235158028,-0.041523049126853,0.812369825045541,-0.04311011602497671,0.8067047275439235,0.1373953412165602,-0.1937570145420857,-0.27168006450699317,0.07369898991812936,-0.20565940618304862,0.8743450034795917,0.10142131506709956,-0.192265363250233,0.09075027993030325,-0.4352729562443044,0.08599467211306659,-0.02098961209349056,0.25109561145081377,0.06827447099297067,0.6673769085997331,0.08263442733397505,-0.11329075064142288,0.19017539821296925,0.20185977205543748,-0.16322620059172413
OFClat_R,-0.10719906303287083,-0.007426116884259942,0.10113500593174163,-0.10354114028906622,0.1110635548036782,-0.03345815382716585,1.0,0.05811498722710646,0.065716991066195,0.22441585420950028,0.1758528880617594,0.03702735590326472,0.026016425415778786,0.07220765219332843,0.21250050181813807,0.08330790677405053,-0.06113210185503338,0.10398990829036386,-0.2470004105048796,0.05302593604712388,-0.09927127239511468,-0.030470216758812566,0.09415469285331192,-0.1167503826316552,-0.05820805123566735,-0.20151788709277482,0.16657452877994097,0.039720005642696087,0.19628010110509178,-0.21459198030310872,0.007903963016868992,0.0366883582545564,-0.12101833797240508,-0.03995577474850948,-0.01857245081032034,0.020614975405763226,0.27641164255183476,0.019518152597015004,-0.01928885782867452,0.24390616230691253,-0.0732653592755509,0.0036356764921554544,0.09328020002084376,0.0031604337280257576,-0.046466190285196336,0.17290185482912385,0.00583801616739477,0.04371014651959038,-0.15336358476114986,0.12350524895224116,-0.042008102385028626,0.04901377373389514,0.002149280308309985,0.11872952243625182,-0.08850802224185059,0.1404993530990862,-0.06485951188346857,0.024138703151951095,-0.04538970528870252,0.18870677696444835,-0.02500350465657393,0.11851966652892053,0.38160096710718866,0.4249245011285028,0.14968293916771674,-0.1214669252773646,-0.08476792138282468,0.02985713344390381,-0.010393600333080517,-0.0331559339186834,-0.007779109006364795,0.06652557122259994,0.12612862686697401,0.057750172245886196,0.03595366993055651,-0.1326452182622508,0.05216739555951376,-0.14772638122459347,-0.014212902860053798,0.008904992073360792,0.15491313599912665,0.0004785418379303267,0.1646798069157299,-0.16035986074751224,-0.1178378677648387,-0.013031179352448003,-0.0067844797652592504,-0.0407727980949275,0.10889707513085195,-0.2870779891462156
Frontal_Inf_Orb_2_L,-0.665195382170656,0.07589245962192999,0.6349386781861848,0.17814943731255303,-0.5999132496760955,-0.44492422571200135,0.05811498722710646,1.0,0.5301744724336139,-0.09162495138296503,0.10412453742600479,-0.6568160796067891,-0.2414889998320138,0.7748629086149386,0.3789159827533078,0.5337770598310901,0.6593036028376208,0.46116751558270286,-0.20591806026412904,0.6843203906822143,-0.5454538632282883,0.8404606509372,0.7895450463744987,0.2400692039955795,0.06728898742977311,-0.19524112974687644,0.5893239313545652,-0.6641051003462669,0.2922709735218239,0.0534063668297954,0.7663846671551202,0.7669605923608895,0.221071699116134,0.6827967353324575,0.7431743981360417,-0.5100081989037164,0.530255710400515,-0.5241835249723414,0.36047860274792143,0.39363697446507745,-0.29089535937027305,0.5514444480603711,0.035401325920945574,0.6361990650064143,-0.7195970557997511,0.5299462388178908,-0.6381802117224096,0.6286693382459838,0.21270053308623063,0.5279744494490425,-0.47229469658793094,0.8304947701357674,-0.4714082035887305,0.6722035795876327,0.563874531666981,-0.20291496781377782,-0.300191296676257,-0.4636336276312596,0.032294890333932146,-0.6457171478502206,0.6629364745036304,0.3995269446865987,0.7268328064001843,0.5934056482872254,0.8321747616247931,-0.452897643651657,-0.5065443835795089,-0.38787443230829893,0.04918638741990258,-0.5971976858371291,-0.5444414899461405,0.5778600539024278,0.6772674406224286,-0.5419662931159603,0.7801889891528264,-0.21725254758844734,-0.4076410138220743,0.6015421178430563,-0.5352488214660949,0.8108068621921198,-0.48897622366292237,0.2296438029059149,-0.6037628263940502,0.10955644046230682,0.06473236534217434,-0.4975530149434447,0.2832267765147024,0.24519523320652997,-0.21711799312474173,0.22347887391485347
Rolandic_Oper_R,-0.3379331732197982,0.2233489001261035,0.521339728519509,0.002757183703367638,-0.23930787300356607,-0.28711335541345573,0.065716991066195,0.5301744724336139,1.0,0.36363346261645224,0.5163119119734779,-0.2030277149597779,0.1659692169021541,0.7577628004457063,0.6774627202653684,0.6292674645483295,0.34407364096370413,0.548403209932343,-0.1564042422654297,0.674246150239763,-0.2976527319173987,0.601029403433781,0.5847967736109732,0.13817330794290494,0.1801590863622793,0.06417619435866684,0.46880636026530426,-0.12229620268896842,0.40245539879116293,-0.0682633815805631,0.5744589485490398,0.5541557994421366,0.29370647568527414,0.5548843054764911,0.6748436380001592,0.02528973730913632,0.7312660698720946,-0.06180014769263017,0.27099293576468786,0.41112389412543543,-0.09619927826816094,0.6002512783698124,-0.0725479135300097,0.6645535619507205,-0.3284416186763954,0.7065773511688356,-0.09815965427271621,0.5194821964821214,0.20346884222969802,0.8513634034017458,-0.06582691760128484,0.3720346660122389,-0.1246866111586323,0.7125343895629533,0.42093201239550343,0.4434875093237732,0.09124940701462773,0.005182981287754929,0.2263716688291437,-0.28090170650274854,0.5406197233025288,0.4203802330203762,0.5122727564191718,0.5622082623662756,0.5288514119059939,-0.13513415720494418,-0.1378265472729614,-0.10391666308338746,0.14895350289892906,-0.21126788146853073,-0.20116311469873893,0.5111208594079063,0.4901565469735754,-0.030383804623744258,0.4202485735123384,-0.0429157897869943,-0.21986536820756555,0.22149069434474228,-0.2286836886019294,0.5892926844031307,-0.009495000555173666,0.4652223306407746,-0.02081512601190877,-0.04291150659724676,-0.07452196786041676,-0.26653945249563216,0.0783320489467189,0.4663877556058972,0.3961035593084625,0.15613057033165617
Fusiform_R,0.057794367376210326,0.3108093556573202,0.13725840811195533,-0.23004919248778305,0.5269573754073519,-0.18052530342109313,0.22441585420950028,-0.09162495138296503,0.36363346261645224,1.0,0.5793414072733887,0.33300890422067286,0.21821814646681886,0.2364099285330449,0.6015735331449027,0.47656351525127605,-0.15116315132810906,0.24014065465119683,-0.33398345580767663,0.05772788949463116,-0.24619995655073437,-0.05919918832060442,0.132702437160846,-0.40886005820996413,-0.026186698658815587,-0.16035390062753796,0.36071167506957524,0.3297307436501569,0.012524622592475962,-0.6298378656171076,0.09713832570168403,-0.1495900766686916,-0.030759723994844373,-0.12170860544862347,0.08778718899068616,0.3152489430525914,0.5428287241083398,0.4084460483211723,0.19313044376498095,0.23518676331769278,-0.0947981758663917,0.3216091215310857,-0.25598945849172844,0.17812086430245383,0.06330007355477667,0.4706531166274326,0.36725611986265366,0.1269663283797458,-0.05122770506149985,0.3313553571627841,0.25422927769474585,-0.410777572904738,0.3369652823238436,0.40740220669311483,-0.1403783932617448,0.6030795308202387,0.17516498448662107,0.4816328552602194,0.5382672057438818,0.49546168023543885,-0.08821250518365154,-0.2248908056154598,0.24274704112603965,0.46619744124328405,0.18182772828627006,0.1799081344144965,0.2582895046049319,0.17226816857191143,-0.023463010007561017,0.14813298761191143,0.4976295750059936,0.014703818051996394,0.26016200376860754,0.5301187442613232,-0.30365123050245785,-0.2816564800564262,-0.03965506113929151,-0.24079736504509647,0.2803738375501253,0.04288903037168417,0.7848609687487889,0.1774363695235136,0.6630334728733763,-0.6808522212531832,-0.4438979390440558,0.44581828630141285,0.15933458503687548,0.024826631222428234,0.6279062142504838,-0.38782881262366087
