,Putamen_R,Lingual_L,Parietal_Sup_L,Frontal_Inf_Oper_L,Thal_LP_L,Cerebellum_3_R,Pallidum_L,Thal_LP_R,Temporal_Pole_Sup_L,OFCmed_L,Putamen_L,ACC_sub_R,Cerebellum_7b_R,Red_N_L,Vermis_7,Thal_MGN_R,Paracentral_Lobule_L,Precuneus_R,Thal_MDm_L,ACC_sup_L,Precuneus_L,Red_N_R,Supp_Motor_Area_L,Thal_PuL_L,Thal_LGN_R,Frontal_Med_Orb_L,OFCpost_R,SN_pc_L,Frontal_Inf_Oper_R,Thal_PuI_L,SupraMarginal_R,Occipital_Mid_R,Cerebellum_10_L,Cingulate_Mid_L,Pallidum_R,Cerebellum_7b_L,Vermis_9,Cerebellum_8_L,SN_pc_R,Caudate_L,N_Acc_L,Heschl_L,ACC_sup_R,Thal_AV_L,Thal_PuL_R,OFCpost_L,Vermis_8,Cerebellum_4_5_L,Cingulate_Post_R,Frontal_Med_Orb_R,Frontal_Sup_Medial_R,Thal_VL_R,Frontal_Inf_Orb_2_L,Cerebellum_6_L,Cerebellum_Crus1_R,VTA_R,Calcarine_L,Thal_VA_L,Temporal_Pole_Sup_R,Amygdala_L,Thal_PuA_L,ACC_pre_L,Temporal_Inf_L,Rectus_R,Frontal_Inf_Tri_R,Postcentral_R,Vermis_1_2,Parietal_Inf_L,Insula_R,Precentral_L,Vermis_10,Cerebellum_3_L,Supp_Motor_Area_R,Temporal_Pole_Mid_L,VTA_L,OFClat_R,Cerebellum_9_L,SN_pr_L,Thal_PuA_R,SupraMarginal_L
Putamen_R,1.0,-0.08762631675272428,-0.3146806589532539,0.28692378370438376,0.5732561533360788,-0.11116594982381887,0.22669855980065526,0.5992348834647374,0.04955968140324899,0.1483429785337002,0.5473826627542528,0.08311380590533213,-0.3336075191436413,0.21681066782315597,-0.2209691923770433,-0.11312760236352064,-0.2648774882509882,-0.13768563561289177,0.045052126274633786,0.5399345540607156,-0.15090086509596318,0.15438158220883558,0.3560354363913265,0.4819173338596667,0.6830362859913978,-0.11686722218432759,0.6563398857801609,0.744234710558396,0.6765655297863025,0.4700522233935772,-0.30930573321064053,-0.41909420445362566,0.5820656491215145,0.43968955732287524,0.27712185032349945,-0.36167531227364547,0.19926725644236118,-0.2169882508268745,-0.39081315649580534,0.6740723610306141,0.7063305690194506,0.3850486636221889,0.44088096624002293,-0.046678432532501604,0.527833216610166,0.493270168215531,-0.22198761618827695,0.6628326315913413,0.25011719388513337,-0.20390513291964033,0.27269781613662497,0.6578640714160119,0.6588594518120364,-0.14519684188463028,-0.24962617503444431,0.611464147999189,-0.09838559659109651,0.41580866018678847,0.1969440315066992,0.4705632535475332,-0.14757689362379842,0.4496273467802565,0.10062620955441377,0.16964579359804943,0.618704994557309,-0.2188956558145368,0.6388750975008903,-0.18296013046908638,0.32712462807691894,0.04755518726289219,-0.1938810516606658,-0.35013215864540814,0.39578020166613415,-0.24730783711945598,0.09037503082976495,0.13142451362281782,0.017247392785630814,0.19758894937099775,0.5579544302195614,-0.06598461783588261
Lingual_L,-0.08762631675272428,1.0,0.18067535215225938,0.6075922288315189,-0.429648719199532,0.8275298706382442,0.43094426585046536,-0.17795012519174308,0.34460293261656005,-0.25427207148609626,0.16538390359312016,-0.07856617725368326,0.5714420533912028,-0.4496235462738856,0.7107279323895893,0.72868212145306,0.1292487967342934,0.07778669418971902,-0.04573920755261846,-0.38711430498440647,0.2723502987970399,0.08169990830980392,0.0758536521664229,-0.4486679284421285,-0.33495514472325577,-0.22510778538401788,-0.426705512022881,-0.46496816511487066,-0.0903445578760121,0.07287942824915633,0.23671369813808146,0.6569528230878248,0.06199050332687118,-0.16825560399402836,0.3908698600305141,0.7243723460622469,0.28487283379137274,0.7609919232104745,0.5502750001785871,-0.021823622214479078,-0.3691786103165091,0.12612339838449768,0.018661285343658626,-0.2578061178959115,-0.42148353439071334,-0.230015936333146,0.7109922444517968,0.08535879248136852,0.5235610271869705,-0.2274972188957413,-0.12496944520185423,-0.5107115319775669,-0.47154067268864125,0.9088300188508234,0.8172740182976331,-0.6921357912168448,0.8654413058545973,-0.11353449426864991,0.3136601546619662,-0.5579493119191119,0.7143990993938518,-0.5385817792535618,0.16834590384751047,0.00125177643806385,-0.27409416311143436,-0.1732962604142388,-0.1824930124006468,0.25577175586358486,0.611086640687142,0.30981337222913147,0.8677626777912729,0.8407410485699995,0.04629231073088703,0.4688915623976785,0.21725452950200996,0.016952788383827112,0.7175278270808622,-0.05939669752237063,-0.27338573432680374,0.28888904334908355
Parietal_Sup_L,-0.3146806589532539,0.18067535215225938,1.0,0.11475030167272177,-0.41659548579101713,0.27307129038995726,0.2570178701330099,-0.2898393946194896,0.009761417132570047,0.00990755092780724,-0.045939271090579846,-0.029763119602171543,0.08263442733397505,-0.192265363250233,-0.2089984102234487,0.08091699115012102,0.9014529337763364,0.8743450034795917,-0.10307464226678072,-0.44951627627564184,0.8852997506935597,-0.11329075064142288,0.2016752129707226,-0.5875985278083994,-0.4801109571090018,0.06827447099297067,-0.23061965698716444,-0.4702979386407853,-0.4891475033855795,-0.19795930058973363,0.663873391401427,0.7405753689264208,-0.34530771931765664,-0.28192652135293694,0.3159455631182254,0.09075027993030325,-0.47467705254106135,-0.041523049126853,0.3282466954143677,-0.1937570145420857,-0.49215563889507175,0.015265837700016483,-0.1422221520243524,0.08649098155866702,-0.5024627137224419,-0.17780449906060367,-0.254520800963956,-0.42300115105770986,0.2501970953605453,0.18717551274308308,0.3433057611088133,-0.4352729562443044,-0.44492422571200135,0.07369898991812936,0.1373953412165602,-0.378709472688292,0.48303659402482346,-0.035245663494640256,-0.13743835590017087,-0.24212610057956607,0.23838847967983637,-0.22687278022188317,-0.16322620059172413,-0.04311011602497671,-0.556859193200125,0.5966974953348311,-0.524049613087335,0.812369825045541,0.1043081315626305,0.6504842249617947,0.06575650286019928,0.3304710651924378,0.19017539821296925,0.10142131506709956,0.10512489367720705,-0.03345815382716585,-0.11300489163361413,-0.016311607150442775,-0.1825937842795136,0.6085918275547184
Frontal_Inf_Oper_L,0.28692378370438376,0.6075922288315189,0.11475030167272177,1.0,-0.04249085049116226,0.6652395574866535,0.27727682623508215,0.11753105893695201,-0.053424601217983606,-0.26948488260818765,0.33071670993847296,-0.06759343001519677,0.3074991776137651,-0.24778506407671075,0.32721785676226894,0.536699850340067,0.16281187731092991,0.15755216552541312,0.13881598458461186,0.045546441075999644,0.2703978512716739,0.052823512460562744,0.38149812170292824,-0.08021453985102354,0.040748078422471794,-0.3164297676110339,-0.09295620217726344,-0.11166116294939275,0.4083258399528034,0.2678943529398139,0.1744100255697488,0.32218670103652275,0.44763621904649353,0.2827908192123082,0.36221149577696743,0.288958238787799,0.15811673594228784,0.2840464655333663,0.3156825375731146,0.1158168770490014,-0.08963334853159462,0.6820613884780342,0.2032118985598666,-0.12505339095900034,-0.07101842226154793,0.08059253763148294,0.35407737767689157,0.43711646727595127,0.5886613391624462,-0.4146800697488284,-0.06581579902435584,-0.07667273702725798,-0.20291496781377782,0.5970778926424213,0.44588536382804855,-0.2643344905115434,0.6324930335133842,0.00543825721056284,0.41375590023568454,-0.3714943651433261,0.3626631360098315,-0.34273688198037233,-0.08167962381006069,0.06986255877461406,0.1897126800315047,-0.1548957707358922,0.14699292093786792,0.41025446914994074,0.6229439381684612,0.5558208220294331,0.4771179212065818,0.5632489415721544,0.3216650117735539,0.07234512851834733,0.13731598690179797,0.1404993530990862,0.4558942479748167,-0.00038291557630460533,0.08969008774648442,0.5290886864277863
Thal_LP_L,0.5732561533360788,-0.429648719199532,-0.41659548579101713,-0.04249085049116226,1.0,-0.2946922882917631,-0.11411503011182222,0.39474186060053906,-0.2167338934490098,0.16629716819513377,0.40403945960174625,0.054734234866537695,-0.4121584092745867,0.5545585465263321,-0.4589264670355069,-0.4112766292947379,-0.2045806681065114,-0.19157764868524013,0.24977884006141202,0.8074929465031842,-0.30019800907526817,0.22288494003401663,0.2452091485929786,0.4717491141104033,0.576181239932039,-0.005838623548053961,0.507873859557211,0.608740081267808,0.6032568618471497,0.2765917360003551,-0.30903233788024753,-0.699740592860199,0.471610132747893,0.4838833501656366,0.2182854338895362,-0.39563505385548137,0.12444623852562728,-0.49725579257300656,-0.5173985490782949,0.4036784521248456,0.6735937616289428,0.31054888888581966,0.13752149418950527,0.23059454964702475,0.6490452105616045,0.33350911059882865,-0.4622112866594086,0.5494283162276297,0.062305063170824716,-0.026748722585833842,0.044887131239599615,0.7805281441891794,0.7663846671551202,-0.4134752223125137,-0.5167181635166438,0.6207814805271162,-0.45661576247441465,0.16560536845439328,-0.051622525236544876,0.6465473479865235,-0.4122297507155583,0.5050403828246555,0.033482565614937544,-0.00992877839485251,0.6409120136928652,0.025936484966788072,0.6113828957876577,-0.24755370813282204,-0.2840284141912096,-0.07066528775210368,-0.459058285495448,-0.483103258786765,0.26681986561326376,-0.3483176407016518,-0.09572830927420584,0.007903963016868992,-0.36122016627698955,0.23114918583795815,0.5635412382080224,-0.16093873923510096
Cerebellum_3_R,-0.11116594982381887,0.8275298706382442,0.27307129038995726,0.6652395574866535,-0.2946922882917631,1.0,0.28575635369527846,-0.11375556515109228,0.12653528088183838,-0.26937087606077903,0.0816976489578829,-0.05407994600133654,0.5900490327801378,-0.35333660583143905,0.5663570805119189,0.7651327763187616,0.2777457233464191,0.19317851478424153,0.21885254238947013,-0.2795178049160743,0.34402067233213696,0.11059886753483061,0.25603084951377686,-0.42622026080855874,-0.23855481263594006,-0.3318732639613976,-0.3076188298937991,-0.45769917440047225,0.03304166079753347,0.20165010135902545,0.25556307156421865,0.6103016133716161,0.2633044101968278,0.06132353639420878,0.3996233300159567,0.6128416729413825,0.2873212776723362,0.5936031971156551,0.6151179864187438,-0.11537059685142227,-0.3091750325021965,0.3264967545848044,0.021856992408534944,-0.14636672615368787,-0.31839858740724264,-0.16213863143887453,0.5442367154396207,0.21728149339579278,0.6034066264025952,-0.23593533952142193,-0.0411592886383785,-0.3812099976442811,-0.47894640799121413,0.8525678788818082,0.7377251176675739,-0.6028315847926036,0.7839945309166989,-0.15832672486337818,0.3931766557202762,-0.500471938482786,0.6774021290941671,-0.3835000785461165,-0.004411778812671387,0.007625939120943272,-0.16167717907946516,-0.09326018313176343,-0.033036173271388684,0.4634331848158427,0.5286987614220149,0.49876929972949813,0.7944780170966862,0.839888676822126,0.15923113430774916,0.36894592518964564,0.21929497798038458,0.07889272552152073,0.6634203575527198,-0.036071354948717806,-0.12741131707525485,0.4902358659555394
Pallidum_L,0.22669855980065526,0.43094426585046536,0.2570178701330099,0.27727682623508215,-0.11411503011182222,0.28575635369527846,1.0,0.1276928651853587,0.35133148548972454,-0.07165950712798315,0.634050841255677,-0.25178432756826097,-0.07660667046693964,0.20412447399950198,0.10917686020473971,0.13359705852697912,0.3110783325990757,0.3510927609926168,-0.17133641944277067,-0.0619919771748584,0.36791796303411456,0.37326115211132666,0.45412795447787196,-0.10883088758017412,0.1469058673474443,0.19437841453695168,-0.06772090370317345,-0.0907418248488351,-0.014737175792834272,0.31078534423897913,0.29489975442440297,0.27129410026603634,0.04268372213852774,-0.023782699037388954,0.5892880445171685,0.07446418269997464,-0.026585409585771894,0.16581946818682683,0.3546649487434644,0.491204146555538,-0.07812959630486462,0.010909353030460337,0.16131437757844566,-0.062486168053242946,-0.1481743809917447,-0.08985090844302134,0.02701768231285962,0.24216194520817197,0.393330114289851,0.2312667106376601,0.2283584699140766,0.07183657837320521,0.06728898742977311,0.16798008731596858,0.14917330019215758,-0.11941349801579636,0.39765388394036655,0.23075974919031736,-0.1418895761800799,0.13874859208242277,0.42816583887148096,-0.02751488263284652,0.37390398348528187,0.09972128253849077,-0.18197278715788334,0.2245084405220187,-0.07060484695680995,0.17700185344472238,0.28070864401036283,0.3488052290763857,0.28283594274820034,0.2492129678398678,0.4365903278568113,0.10110251217038797,0.621816443560089,-0.05820805123566735,0.08015323689034412,0.513278109306808,0.367948086508809,0.16887498914800173
Thal_LP_R,0.5992348834647374,-0.17795012519174308,-0.2898393946194896,0.11753105893695201,0.39474186060053906,-0.11375556515109228,0.1276928651853587,1.0,-0.0464202594811614,0.10997795543431681,0.2425171785409142,0.01577737785479259,-0.16505589690144712,0.2274708766209008,-0.1308321410356701,-0.07849513890982185,-0.23751504195555972,-0.13539970790081823,0.15412245792760826,0.3478486809962184,-0.1771184819124252,0.11359212924880886,0.3643253960712901,0.36728882541231805,0.6049413583974479,-0.09368567121545152,0.5111106910426341,0.4994302808062273,0.48827279004622604,0.4490303798307008,-0.27345089790906385,-0.3543028883668826,0.3871041771128002,0.4243029257517267,0.06967966770067094,-0.38095055105788533,0.1871204903279885,-0.16372874517292094,-0.23000744340809387,0.45769022164804934,0.48742318477914476,0.20563698350000448,0.36758185901577917,-0.006333373508218297,0.49726586490273006,0.3583022026636391,-0.16467522869984372,0.48169036832790557,0.07199611902920175,-0.10934877218915982,0.23200012828320654,0.5499066754138585,0.46116751558270286,-0.1804164898941538,-0.173020850577881,0.5361462777631893,-0.18118827571005303,0.28743844915044126,0.1380691100901571,0.3620283780208251,-0.09276065246967269,0.447538289887711,0.05944522496903538,0.1314483028093868,0.46173156232004775,-0.17740940801683375,0.48136434543431167,-0.1944956484450239,0.13133205863325192,0.050512704555141445,-0.17263274996539898,-0.36088721927659034,0.33869616390266627,-0.30239950853767167,0.04240003256975566,0.10398990829036386,0.005398115504633542,0.26036781585285934,0.46715155065610575,-0.10689342872614276
Temporal_Pole_Sup_L,0.04955968140324899,0.34460293261656005,0.009761417132570047,-0.053424601217983606,-0.2167338934490098,0.12653528088183838,0.35133148548972454,-0.0464202594811614,1.0,0.13122719401961108,0.03116166226787699,0.021093019250134123,0.040356198800341234,-0.1415663637296863,0.29134958653707044,0.2018228460529149,-0.0282185460085701,0.13678902936628884,-0.07868356753447618,-0.1773363530046361,0.12614073089306585,0.03842282437596117,0.1188147627752052,-0.060066464961252605,-0.10711395891070151,0.2795546257605725,-0.23597994949344075,-0.048351046467360125,-0.2078679895969713,-0.11255140885692975,0.2626166382332434,0.27780875585092357,-0.11330948653623246,-0.04308763606314822,0.28389751598574914,0.3195504415614594,0.07288689808974105,0.48988711571127147,0.1965074046916594,0.3500943557210317,0.031186375886581363,-0.4336057309548298,0.15148765227956787,-0.11638005235282405,-0.18501465099781994,-0.0027979141014535408,0.282183077273443,-0.03632463676654813,0.17420623342500496,0.22900409049462306,0.31585101243665603,-0.24196810624393034,0.035401325920945574,0.31178976261790864,0.180473673443792,-0.22212786689886657,0.3014593537201161,0.3591797364810809,-0.16382413862639206,0.03996823990242856,0.43834490562947215,0.07428749075665432,0.6610754568004686,0.1153554526297115,-0.3215175978034462,0.15765470497642828,-0.1309764269788733,-0.1728372484237252,0.17749685272100846,0.001564704607468136,0.3033356777283637,0.2807551097629863,0.15336462084449837,0.6865646015063194,0.08958376722233224,0.09328020002084376,0.24208106087671766,-0.04511636541963386,-0.18265778240120378,-0.006738207162590923
OFCmed_L,0.1483429785337002,-0.25427207148609626,0.00990755092780724,-0.26948488260818765,0.16629716819513377,-0.26937087606077903,-0.07165950712798315,0.10997795543431681,0.13122719401961108,1.0,0.11513446662241363,0.052210057104425445,-0.40872985972145276,0.12717821652625916,-0.18481499121006617,-0.2652454913099321,0.054544580935579234,0.13342140967223254,-0.11932890697650014,0.19739326259535298,0.010092496943761051,-0.2901585177604868,0.012222573450380398,0.09987908448248622,0.1212991356030599,0.4714154935765763,0.08632955842528464,0.3033593940293111,-0.07812301439822485,0.0840676179535261,0.26793307043985026,-0.11582636355917572,-0.1624613198030913,0.04064359036475213,0.17586774325330187,-0.22936689476832056,-0.21860806819444784,-0.10772396130287377,-0.20239221145088926,0.1554611761267168,0.138791350173653,-0.20779420378242885,-0.14528501084318035,0.1057669847953686,-0.02065930997540599,0.14660753349098812,-0.1845059287212834,-0.02367171674583278,-0.012375770251253537,0.4075805122523125,0.005808565233420024,0.21884520872837962,0.2400692039955795,-0.28332198766103195,-0.34976927370687144,0.3864662901303136,-0.13069439081028705,0.38420670981481353,-0.42104901795619937,0.43206167649461535,-0.22208298550596783,0.0873311157292152,0.32537316657303317,0.27686659550329024,-0.04265292079242986,0.4009790451449794,-0.009038445185658538,-0.21620775405772436,-0.2879605954975865,-0.11269814457195154,-0.24515048745078347,-0.3321550369692679,0.18507641956267074,-0.09041476751466963,-0.05014305009756701,-0.1167503826316552,-0.34771240833846767,0.06073519072904964,0.06510192137574948,-0.133494989596621
