,Cerebellum_8_R,OFCpost_L,Caudate_L,Thal_MDl_R,Occipital_Inf_L,Hippocampus_L,Vermis_6,Thal_VPL_R,Vermis_4_5,Temporal_Sup_R,Caudate_R,ParaHippocampal_L,Cingulate_Mid_L,Thal_PuL_R,Temporal_Pole_Mid_R,Cerebellum_Crus2_R,Thal_MDl_L,Cerebellum_Crus2_L,Cerebellum_7b_L,ACC_sub_L,Cerebellum_10_R,Thal_MGN_L,Cerebellum_3_R,Angular_R,Parietal_Sup_L,Lingual_L,Thal_PuA_L,SN_pr_L,Angular_L,Thal_LGN_R,OFCpost_R,Frontal_Sup_Medial_L,Supp_Motor_Area_R,Thal_PuM_R,ParaHippocampal_R,Occipital_Inf_R,Rolandic_Oper_L,SN_pc_L,Cerebellum_3_L,Frontal_Inf_Orb_2_L,Vermis_8,ACC_sup_R,ACC_pre_R,Temporal_Inf_R,Thal_IL_L,Amygdala_L,Cuneus_L,OFCant_L,Vermis_3,Precentral_R,Temporal_Pole_Sup_R,N_Acc_R,Thal_AV_R,Cingulate_Mid_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Oper_R,Vermis_1_2,Precuneus_R,Thal_LP_R,Cerebellum_6_R,Pallidum_R,Rectus_L,Thal_PuI_L,Parietal_Sup_R,OFClat_R,Thal_AV_L,Thal_PuA_R,Olfactory_L,Cerebellum_8_L,Fusiform_R,Temporal_Sup_L,Cingulate_Post_L,Thal_VL_L,Fusiform_L,Raphe_D,Cerebellum_10_L,SN_pr_R,Frontal_Med_Orb_L,Paracentral_Lobule_R,Temporal_Pole_Mid_L,Hippocampus_R,Insula_R,Thal_Re_L,Precuneus_L,OFCmed_L,Red_N_R,Rectus_R,Heschl_R,SupraMarginal_L,Olfactory_R,Paracentral_Lobule_L,Frontal_Inf_Oper_L,N_Acc_L,SupraMarginal_R,Cerebellum_Crus1_L,OFCmed_R,Calcarine_R,Thal_PuL_L,Frontal_Sup_2_R,Cerebellum_6_L,Temporal_Inf_L,OFCant_R,ACC_sub_R,Thal_VA_R,Frontal_Mid_2_L
Cerebellum_8_R,1.0,-0.2045729355873509,-0.3895547497766915,-0.29286041783145506,0.7105254834051841,-0.16272225803189724,0.6906514741474099,-0.18687235094142765,-0.5810641659879547,0.2464782696250953,-0.4226795638033274,-0.5395694712296779,-0.13229907627408397,-0.3595369665485706,0.7031180547938805,0.9031700110181786,-0.20558438084040184,0.6880762136327274,0.7745590734531301,-0.45467620678409826,0.9511957479091474,-0.3124676903552481,0.6871939801036986,0.24615139573616623,0.062264926940450174,0.7214833478832142,0.5357003660406763,-0.3235858332104846,0.37600625137173127,-0.44161091787567247,-0.4685778305324577,-0.15536659392175295,-0.26822591611753366,-0.565609459337446,-0.47901215563378324,0.929062145315146,0.4041737028858903,-0.6105362140567465,0.8178275022593875,-0.6457171478502206,0.7327639881066158,0.01968066449457759,-0.5670605761436798,0.783413952502517,-0.5186316490189944,-0.791731147236998,0.5179193476205246,-0.6860012452485991,0.7393152835604665,-0.4101347751110722,0.5082532569773092,-0.3855089412276134,-0.3161317798808741,-0.02265715715949427,-0.49524924277166416,-0.07245527879514632,-0.24498329997190357,-0.12779393058175606,-0.3056019250761968,0.8542121448195965,-0.10193069870656007,0.18392946150247816,-0.17014260202313963,-0.1679737966920556,0.18870677696444835,-0.23389764952942588,-0.4959045006622847,-0.055772727301273015,0.6793058381045789,0.49546168023543885,0.34926263205323604,-0.28444340808088514,-0.6590480219581538,0.22510788921753175,0.7715332239401498,-0.000865342820438137,-0.576243231678606,-0.4361055087673776,-0.3507969618101917,0.49156901726667157,-0.4761274569163247,0.5109191600751324,0.12783050678828262,0.075832196210275,-0.4151125321747069,-0.02903225328069024,-0.11681621543153775,-0.30302414585637527,0.24179648004029236,-0.45208223532099856,-0.02253281480862375,0.4513998570731671,-0.4098687219838706,0.037594226927473884,0.6873293194535521,-0.03849621166242665,0.7379418110840804,-0.39696145047298026,-0.37647212772919647,0.853049400556007,-0.1822409289668265,-0.3917089522644896,0.005694868444887351,-0.5428446965771387,-0.33495412324002277
OFCpost_L,-0.2045729355873509,1.0,0.13642858328804644,0.43536547313721735,-0.3438973768044185,-0.034954844446818685,-0.1649368242015109,0.09407224808399033,0.21026972060165716,0.17143741595085196,0.2820943604625125,0.3571042786702939,0.2259740532918575,0.27031898972774593,-0.24351758204158006,-0.15172061896001138,-0.05384896247315393,-0.1246328080397566,-0.30504382605968705,0.4430157132608936,-0.18037326476828275,0.39220439089388115,-0.16213863143887453,-0.32502171284544,-0.17780449906060367,-0.230015936333146,-0.3907994183792285,0.06055702168619582,-0.235972933439159,0.30212498202746113,0.5344291031295206,0.1862636354272649,0.033165452922777366,0.3212071665682892,0.40520905127096846,-0.09524501485454097,0.10331631234071378,0.48000968185696347,-0.3518195493365688,0.5371136098001356,-0.24217782248121356,0.05905407261977137,0.5049361178450796,-0.06244163873821685,0.18656376672074002,0.32505387389519785,-0.29007883688672437,0.6080342476014786,-0.35435749306296355,-0.11814914306885943,0.1388655988601625,0.6348614261379119,0.37229852831363036,0.035869908357563374,0.5289822771812682,0.3999700697340449,0.2728985065496661,-0.1313910058221626,0.3583022026636391,-0.10786625110986932,0.08655991252092736,-0.07847218439065125,0.2160512841555027,-0.21662249993079835,0.1384465460203995,-0.07441378898052427,0.36983391129383386,0.7105715707498569,-0.3040483654031673,0.14466540207634768,-0.1622154592841583,0.28611417229402647,0.38269234369050686,-0.18255407612099836,-0.3209423121180262,0.23188162862090841,0.2728505264588822,-0.31614537247693586,0.1396588155501091,-0.3658172477870855,0.35157496740000327,0.14060867919284178,-0.08588164183212182,-0.042744383713295656,0.14660753349098812,-0.10193592953713386,0.44545452219984494,0.34189323052825954,0.14313933113775323,0.6489888878781496,-0.058578889367597836,0.08059253763148294,0.6706356447330426,-0.2589751596075423,-0.25812271818630417,-0.004814139343676548,-0.21829530527450544,0.2741978193986784,0.014796088043329651,-0.1953038915424113,-0.11165948739005409,0.14003044265432354,0.21735518291113545,0.5235708486316856,0.2309308004300674
Caudate_L,-0.3895547497766915,0.13642858328804644,1.0,0.4759733217353456,-0.2614456186907397,0.5618209380741226,-0.1465191321626386,0.47885515356656555,0.5928268268549367,0.28644456942361834,0.6796956229901434,0.5485573655875059,0.3596603475992929,0.3327160659900616,-0.38107295929877766,-0.3987295270148269,0.337036329139537,-0.13749717755440677,-0.2792697644397758,0.379719097556908,-0.34688573406247963,0.3780391562222186,-0.11537059685142227,-0.20329001926645324,-0.1937570145420857,-0.021823622214479078,0.13333585159785954,0.4045886538153924,-0.2863651328394183,0.5736291070343048,0.35276137756533704,0.44204101020895176,0.5650226982480367,0.5350774259933399,0.49028019773461956,-0.42184864678875994,0.023710298757991886,0.5074029213469793,-0.2386272994016247,0.5778600539024278,-0.16372741034495167,0.5194352394528077,0.4323827300046277,-0.2407128226637985,0.47467586019901964,0.5323329121218326,-0.15386376094748766,0.41026423025327,-0.21195174271756845,0.10543604744079076,-0.032944939016189466,0.49576059008773093,0.2981204385222785,0.15474907761875473,0.384949938189511,0.41348617349183403,0.4331656102543734,0.050513051846560846,0.45769022164804934,-0.1998673156584198,0.3945796363182084,0.05864613991420064,0.4400689004189602,-0.10542038702226521,0.06652557122259994,0.15174186686029384,0.5423927661765923,0.1838196368074196,-0.12243162166710277,0.014703818051996394,0.29914200360738624,0.4723162937214881,0.6380042348367543,0.34141044675758025,-0.1191967935146104,0.3968364538853434,0.48370862360725025,0.22629438279127168,-0.034197099145782554,-0.03306505212172094,0.5668348085083321,0.14554076078213546,-0.1817523236383999,-0.05403513427891635,0.1554611761267168,0.4280413398779834,-0.015043706159877317,0.6494139324702892,-0.12340252240505122,0.4342203081609678,-0.14282793712362638,0.1158168770490014,0.4750125202555309,-0.09236323339808855,-0.15073933165881212,-0.15093811765599557,-0.23706631899293945,0.37619902746562256,0.5163194256290765,-0.18039430878338164,0.39268561289608983,0.19443184462498023,0.03056139862157682,0.4158861193514334,0.5831225966909234
Thal_MDl_R,-0.29286041783145506,0.43536547313721735,0.4759733217353456,1.0,-0.49821380716866637,0.4079736719018897,-0.21053505549280532,0.20704065902485633,0.586259628252196,0.600639729968826,0.4924439056289712,0.5230093633723746,0.5449373641013739,0.48360469266921735,-0.3541757344909088,-0.22226401541626287,0.15388129236574333,-0.10258672731094229,-0.40087026368349593,0.41197614076060496,-0.24462307117716672,0.5302156934513393,-0.044626310701012015,-0.47061051690333494,-0.35109706708055755,-0.19039122788533994,-0.1309461453090537,0.20065443377632455,-0.4779564909623737,0.6255231422294955,0.651018112111093,0.3176315325304732,0.3445450764030933,0.6725371259502245,0.7081243375348081,-0.22585494681462503,0.26718064231199506,0.5992905157457737,-0.34216688181797494,0.5299462388178908,-0.20276578129395836,0.446230147857275,0.6270485214721938,0.042532470453869174,0.3465977198301237,0.35330826745949484,-0.3696762642331074,0.38946043584565826,-0.37429700009405203,-0.20878152162220312,0.3060090500470525,0.6574339670318889,0.53799953302288,0.2104896822219271,0.6675690084081131,0.7273722819464832,0.7056072024460804,-0.2000980891401239,0.6055035449582211,0.05264990962198441,0.0773239338709387,-0.125205114714145,0.6148168840971684,-0.4445121358650148,0.17290185482912385,-0.05616563998989145,0.6030166553872294,0.360368783397527,-0.2680141546086964,0.4706531166274326,0.025875811319036317,0.6222147594506223,0.6393420446283379,0.04326683974224447,-0.2279446322234388,0.6623212479872119,0.39448203827538614,-0.20794056962827365,-0.19230581757277407,-0.37447790415602095,0.8078487240340095,0.18039261357595612,-0.41238212211045205,-0.2535287099775913,-0.026923917406795866,0.118569679247954,0.0934029567761242,0.7370178480173626,-0.028250640601898618,0.5856294315231041,-0.2830011472265751,0.3071854479749479,0.5874293686850499,-0.32876316289664476,-0.3155056665209023,-0.08443586463421243,-0.2675800260591003,0.5271559238422378,0.243921909797874,-0.15316013879817378,-0.1120827584978592,0.08830511441338158,0.06260136195492634,0.7120716641451152,0.3316276039883329
Occipital_Inf_L,0.7105254834051841,-0.3438973768044185,-0.2614456186907397,-0.49821380716866637,1.0,-0.04040290796962337,0.7763069995800678,-0.01282664088709372,-0.603192843124884,-0.039879702479487585,-0.4366878942197843,-0.43654045692183274,-0.22159362469775107,-0.6297936788827148,0.5336358636096885,0.704781838034899,-0.1329584453183492,0.6786277145528756,0.7911064899037717,-0.4384848691688881,0.7599687917531657,-0.4793848552939354,0.6633549873212495,0.6452202794325026,0.34187348452832184,0.8184188226450353,0.7462498749465436,-0.19763474653243818,0.6852426678195229,-0.557449027860679,-0.6637965483670812,-0.09780534801692134,-0.0015788568846216,-0.7801682674823018,-0.5426513395468879,0.7329425843201621,0.17431380382214035,-0.6326674950435409,0.8320351557303267,-0.665195382170656,0.704735477309244,-0.07825564541880298,-0.8229679680291546,0.5145946360728576,-0.5568411825667495,-0.5958487594115862,0.808817052627321,-0.5381837822480928,0.8959562583361411,0.043441948568227896,0.06945607105471965,-0.4874163042752507,-0.6316098266465353,0.007002099033278367,-0.8100153635674796,-0.42502546322924345,-0.45296552587140776,0.2725073821923378,-0.3735304610837688,0.571132280937979,0.2392299950272355,0.2146443988422832,-0.18927555508830837,0.30600068048046647,-0.10719906303287083,-0.22578346683525263,-0.5490715981506353,-0.18231818898931285,0.8596589288272214,0.057794367376210326,0.5133938649911218,-0.42969595856287457,-0.660128473602768,0.5540446867340624,0.7772122237860014,-0.28770534469041187,-0.43221780001526783,0.01817494680881819,-0.06150091010291937,0.6416597791607361,-0.6891875331707853,0.4225584881314869,0.3684780491311977,0.3869041554370267,-0.11394349206038865,-0.1542484607531077,0.01512586060699182,-0.3516537025943751,0.3231507705847376,-0.6115450744396687,0.2685379701535896,0.30333675522677056,-0.5831534213514213,0.48632293992287323,0.8777251502064525,0.027932796280441104,0.8563481118937785,-0.5204780131289032,-0.16962882783005856,0.8338738046112459,0.3413336801206842,-0.29019226909039625,-0.09286227189453693,-0.7985153984399846,-0.09846628890392517
Hippocampus_L,-0.16272225803189724,-0.034954844446818685,0.5618209380741226,0.4079736719018897,-0.04040290796962337,1.0,0.044673765849293834,0.3050860329727296,0.5938265762683815,0.24946199514426354,0.18930925052794664,0.5669666059826136,0.4817884186630181,0.14415206974285286,-0.08735991412544984,-0.14255129109949857,0.4960533368914026,-0.049968557801623,-0.11236239069633265,0.0769970254581896,-0.14531823106277994,0.22016445380003166,0.24754599573008643,0.030126435577407875,-0.02098961209349056,0.12298381519814652,0.38177636876381965,0.509365962018901,-0.017936891211636084,0.524025788939869,0.13469537888634192,0.3225828745138679,0.6146311748490496,0.3281421390677273,0.5884782632631812,-0.17660990686787761,0.2711029161029662,0.19074164589213946,0.0899279696152785,0.2296438029059149,-0.037580939619444774,0.37331985163829995,0.15272939282705433,0.009176216412257186,0.3602939601583115,0.3526879698978823,0.09203412877970105,0.1139420070231578,0.15863730850002009,0.17064141209964315,0.013190983827648767,0.17333763146588135,0.13549681827973442,0.41359442427484333,0.10578968225553605,0.3826106143897157,0.38967601071854424,0.22456381340305392,0.300789043800735,-0.002951502205657638,0.47716008921635283,0.12743779819706907,0.6259501591115009,0.009695698224400091,0.0004785418379303267,0.23751807910612516,0.5210838615040239,-0.0795197317037699,0.018773741934017905,0.1774363695235136,0.30093782906231603,0.5750392604835957,0.454450150220886,0.4794860208512286,0.04509287547992521,0.455646891691084,0.4585118607387089,0.13654540282061983,0.014129410819410843,-0.05287492252938758,0.5095209634966354,0.15841431848687854,0.11828439078873133,0.08622231892681365,0.07222178837434501,0.40494809361403544,0.02911688852765719,0.4888945453405191,0.21872998089103785,0.05319834981343167,0.06431872943558595,0.33278208097128914,0.1623131935851515,0.12470116792565535,-0.012423977553856524,-0.0985853205906289,0.07750827638392802,0.22162922718948752,0.44438696667988786,0.06290296902222048,0.34455287268048485,0.008296285318234339,-0.15958348705088637,0.21298225060637876,0.446036801332454
Vermis_6,0.6906514741474099,-0.1649368242015109,-0.1465191321626386,-0.21053505549280532,0.7763069995800678,0.044673765849293834,1.0,-0.06729543931069165,-0.33754304172254024,0.23936013851518628,-0.25412824881477786,-0.2567099184151847,0.010194636700869572,-0.3675698044451394,0.4400477626429265,0.7440350359601555,-0.11233468408698588,0.7810650995861442,0.6538544242420478,-0.2201089401232599,0.7542331495949881,-0.3877998947404681,0.5575728757664178,0.27730614768731593,-0.08758858849060196,0.7102740556288829,0.6079213479569685,-0.20210408186380138,0.3005870439047477,-0.25334439375036355,-0.5490482866450579,-0.00893148814406481,-0.013936264003223585,-0.449529461939666,-0.43235460211132054,0.6513894884319067,0.26795573478012685,-0.29209548696065357,0.6690836470020126,-0.41286952034030966,0.8494440420234448,0.11581847423392613,-0.6230832503732834,0.47246838112246947,-0.37591779506353246,-0.4773406245940502,0.5062649842577471,-0.4397415041579035,0.7947023804685884,-0.10738609271630614,0.23484526954880258,-0.30854252262901083,-0.3271955008517693,0.12402830697926827,-0.5848574367986852,-0.08703248503290757,-0.08781206510690293,-0.053086583558527606,-0.16678559455456418,0.6797884031323768,0.10497645509879655,0.23895174809950903,-0.07883874520216215,-0.10036587212685516,-0.06003340773348688,-0.26667908797806533,-0.4780456235886295,-0.004815750947270368,0.8250273390033048,0.23523320510847762,0.5272730946564042,-0.12991739747667236,-0.3802251902365112,0.6596834735270701,0.6945907442864616,-0.034999610020742054,-0.30153751705966925,-0.008391303043669876,-0.36445413049580044,0.4346050552298043,-0.4274184551772724,0.5235093286408874,0.2546034389151643,0.09297536758303275,-0.08343119049926534,-0.21792039232249016,-0.007406756265369927,-0.02011336519802269,0.16826655633970067,-0.403227776755776,-0.11010915902419104,0.43845303201473435,-0.347921230389249,0.2556261817307305,0.8735489007115148,0.12341061253443945,0.6759161974925124,-0.16390960801179474,-0.154482892282418,0.7892265074863161,0.41619895157901027,-0.3967116040959305,-0.0699177474539925,-0.48836538683233954,-0.0031621009920654733
Thal_VPL_R,-0.18687235094142765,0.09407224808399033,0.47885515356656555,0.20704065902485633,-0.01282664088709372,0.3050860329727296,-0.06729543931069165,1.0,0.44342069918736726,0.14139024123538166,0.6023932985143501,0.1636195197990961,-0.07272967858152242,-0.017982662018821708,-0.2234645350892768,-0.1976454033270944,-0.06091631499761201,-0.10435595598744188,-0.11842438974905364,0.290932153218279,-0.11577876963051754,0.4268203789377996,0.22506424182138865,0.11144886388996036,0.21242866929447918,0.3313909104607678,0.02185687741899812,0.3158368049569916,0.07838343997732695,0.09454099998712315,0.0992686165006875,-0.019018213875965976,0.38770720388449736,0.05372744131303006,0.2602045066358134,-0.0944964278671226,0.4489701946281792,0.15379451245405826,0.09215518335729138,0.2701561849981255,-0.1235623551724865,-0.04458244136212239,0.044531866886318265,-0.0164888703339839,-0.07111384838558442,0.23960397231122327,0.12279607125921732,0.15897532373832368,-0.024947313029052298,0.3278173630584618,-0.15385698889189453,0.2634866084035673,-0.06363772967607435,0.4467866567227741,0.07849943273242434,0.14029890757580532,0.0657152456967222,0.2602486770958583,0.17099183754147176,-0.09974824138001706,0.6558378853379611,0.21251881536152759,0.2947527830882631,0.1884356106340519,0.024938456159207447,-0.04694314746179252,0.44828658044184755,0.3571786927372876,-0.10142827289199417,0.07820946082790306,0.36514890658817006,0.021249387940067897,0.13997621860252232,0.1509692798808798,-0.19137932909693803,0.19391761192252469,0.26952234652466134,0.09154367687524413,0.387316326180585,-0.09734338434278843,0.1876055318844424,0.14666867778657255,-0.2010336932714958,0.3181121354629953,0.10137947695595385,0.21722854619407145,0.13431592148840527,0.39459558265646283,0.1726046923196749,0.3272017315987035,0.31026679268828455,0.432796350843494,0.1647951284136143,0.21488074490234813,-0.059251467421431364,-0.2723975169161871,0.1197117491448238,-0.03963421096329727,0.27989992506058964,0.06637167964740796,0.14457781535723352,0.07424900821788469,-0.06639277035632912,0.038621003792451605,0.09721860518808163
Vermis_4_5,-0.5810641659879547,0.21026972060165716,0.5928268268549367,0.586259628252196,-0.603192843124884,0.5938265762683815,-0.33754304172254024,0.44342069918736726,1.0,0.17119802443101229,0.5734538925485706,0.6578164575334599,0.4813369839668147,0.5009960640906823,-0.4273281170071667,-0.5484269463140462,0.3199835672999898,-0.42762831231744397,-0.5248607283926057,0.39656340171542515,-0.5646431673809158,0.5073125923055085,-0.14807390942614299,-0.3389526617410104,-0.23090994313291469,-0.305127947192987,-0.2892140089413593,0.3827721586254029,-0.42887413874517155,0.6628663897673951,0.45221831065280194,0.2291823433721893,0.4885668791305901,0.6957063607160385,0.6341657233066157,-0.5917097750518054,0.16388016987915913,0.606006660907023,-0.3878447437810824,0.6843203906822143,-0.46421059610852866,0.1907709148584094,0.612040320507934,-0.3952949463670464,0.5501914434239862,0.6685874463065337,-0.438438028856619,0.49288506789982106,-0.42376160093287996,0.2812052114825686,-0.11586488742333129,0.38181133082534807,0.5609116825949516,0.4861636023837816,0.5661247800802788,0.5539230669605409,0.5637849686534206,0.03360721867789066,0.4374081577731257,-0.40289521045683574,0.3837978054485971,-0.00534894807739873,0.43591168437319955,-0.13661737693085174,0.05302593604712388,0.28298234863744504,0.7003502629603524,0.1961973429852371,-0.5073397374708953,0.05772788949463116,0.03476898623752323,0.6972923193888507,0.7643886361933653,0.03625515340027488,-0.5788695665830457,0.532871811033948,0.5419609706047823,0.15751379657253442,0.17670114302211662,-0.37656375217999954,0.7255240577235718,-0.1756909814196906,-0.14299230573418964,-0.08987819562769536,0.21163090090057785,0.27213510133874896,0.02334900253807789,0.6534286278027123,0.007754106318233812,0.5068415346694519,-0.05875546166958265,0.16020462786858888,0.509098467124259,-0.08140411501734308,-0.4819465721768715,-0.009838576338940102,-0.39112156838098194,0.48087892725156295,0.5650575682836982,-0.40051973497775367,0.1612531150814159,0.22722847636242532,-0.07963356751797117,0.66413516323525,0.38573542296023894
Temporal_Sup_R,0.2464782696250953,0.17143741595085196,0.28644456942361834,0.600639729968826,-0.039879702479487585,0.24946199514426354,0.23936013851518628,0.14139024123538166,0.17119802443101229,1.0,0.36355864333361954,0.12187614146888383,0.3115234543680577,0.3107698488090888,-0.07879586308849343,0.2643625075006367,-0.04303040344099919,0.2851051432006712,0.07641048520895663,0.1892615463726188,0.25723278043278575,0.3481385596752048,0.35825800783562817,-0.22148957618213905,-0.22131324762811108,0.3185122136450752,0.26991509017992965,-0.024059273616752246,-0.2130252151371486,0.41011422478849185,0.3745843899499428,0.37587869637521687,0.14246873962496961,0.2698342200402465,0.39464199008021367,0.27527914582920304,0.5551249505049619,0.27482346691136844,0.13013609784534855,0.058537779386537314,0.3004943384786385,0.6155938945701239,0.17016875499424117,0.5715128236786309,-0.08768566606425277,-0.18999340398020548,0.016209295310153016,-0.09193898913490635,0.10349370429345126,-0.5120485108141204,0.702905211597354,0.45156430461389013,0.21542553588102317,-0.0076941581372660115,0.3219945894963583,0.6202471170882357,0.5084831721031745,-0.24620149505147423,0.39572978243777535,0.5917100078772988,-0.05739994416372997,0.09998550297489148,0.44455448526674285,-0.48334337646224085,0.2433444274372516,-0.2626495617282126,0.14583021485567552,0.2760574701830549,0.20615103178365965,0.7404098637128417,0.31104374924434186,0.26212571473104135,0.09702047148897752,0.23341972263129598,0.36573980613867907,0.5783390334602255,-0.005315842209961331,-0.3819529227020494,-0.5427442448364623,-0.09729414104959584,0.5066955533424631,0.7333793152826735,-0.45525946397674,-0.17220223589044226,-0.2269438833039098,0.10559263372553684,-0.05460934933995715,0.6347947457760131,-0.05756413987901052,0.29140355045858335,-0.3516292526182704,0.5779765477213511,0.22095290085151179,-0.23462474355771704,0.10985568212742074,-0.20817066030939774,0.20595803917828784,0.16479013183415012,0.03449758707325246,0.3490249227545346,-0.21646131986223044,-0.12871453868991847,0.036512580466407665,0.23727299145250727,0.1655767356511441
