,ACC_sup_L,Cerebellum_Crus1_R,Frontal_Med_Orb_R,Cerebellum_Crus2_L,Rectus_L,OFCpost_R,Parietal_Inf_R,Putamen_L,Frontal_Inf_Tri_L,Red_N_L,Heschl_R,Parietal_Sup_R,Thal_PuI_R,Cerebellum_Crus2_R,Frontal_Sup_2_L,Cerebellum_4_5_R,Frontal_Inf_Oper_R,Precuneus_R,Frontal_Sup_2_R,Cerebellum_7b_R,Parietal_Sup_L,Vermis_3,Temporal_Mid_R,ACC_sub_R,Vermis_9,OFCmed_L,Thal_MGN_L,VTA_L,Rolandic_Oper_R,ParaHippocampal_L,Thal_VA_L,Putamen_R,Thal_AV_L,Temporal_Pole_Mid_R,Thal_PuL_L,Thal_VL_L,Caudate_R,Frontal_Inf_Orb_2_L,Thal_MDm_R,Frontal_Sup_Medial_R,OFCant_R,Insula_R,Hippocampus_R,Occipital_Mid_R,VTA_R,Supp_Motor_Area_R,Thal_IL_L,Fusiform_R,Thal_MGN_R,Occipital_Inf_R,Cerebellum_7b_L,N_Acc_R,Fusiform_L,Cerebellum_3_L,Pallidum_R,Cuneus_L,Thal_VA_R,Occipital_Sup_R,Occipital_Sup_L,Thal_PuI_L,Cerebellum_4_5_L,ACC_pre_L,Cerebellum_6_L,OFCmed_R,Vermis_7,Temporal_Pole_Mid_L,OFClat_R,Cerebellum_9_L,Thal_PuA_L,Occipital_Mid_L,Heschl_L,Thal_VPL_R,Temporal_Sup_L,Thal_Re_L,Hippocampus_L,Vermis_1_2,Occipital_Inf_L,Cerebellum_3_R,Postcentral_R,Lingual_R,Temporal_Inf_L,Frontal_Med_Orb_L,Cerebellum_10_R,Thal_PuM_L,Thal_LGN_R,Thal_AV_R,Thal_PuM_R,Cingulate_Post_R,Cerebellum_10_L,Red_N_R,Cerebellum_6_R,Vermis_4_5,Vermis_6,Precuneus_L,Frontal_Mid_2_L,Lingual_L,Thal_LGN_L,Temporal_Pole_Sup_R,Frontal_Inf_Tri_R,Cerebellum_8_L,Cingulate_Mid_L,Amygdala_R,Frontal_Inf_Orb_2_R,Calcarine_L,Thal_PuL_R,Paracentral_Lobule_R,SN_pc_R,Raphe_D,Postcentral_L,Pallidum_L,Frontal_Mid_2_R,Cerebellum_8_R,Rectus_R,Amygdala_L,Calcarine_R
ACC_sup_L,1.0,-0.5002597877639744,-0.06344595337220477,-0.2455877140526789,-0.08518620238919354,0.4534757945253145,-0.2728593782421478,0.4692056424780137,0.8182524324871632,0.5686403216678417,0.5177463195947112,-0.34697696631668185,0.8090395500393828,-0.40561234441964455,0.13945364542576708,0.3224598669016869,0.6091379643713828,-0.22986194504730972,0.3217038791334233,-0.3999060034201261,-0.44951627627564184,-0.5680986946951574,-0.5555056472276114,0.0015845981794129613,-0.029408801387662116,0.19739326259535298,0.45777277512726394,-0.017422446340274747,0.5210309560232819,0.5508980249639882,0.2090015284154156,0.5399345540607156,0.2978438070874303,-0.33368714414097495,0.5652189403859036,0.7475231629128252,0.43754617130061657,0.666448529800379,0.749282518143737,-0.07458512977207571,0.23053441019115067,-0.3456805613335518,0.6543632205701777,-0.7349675229422927,0.602449822912556,0.30264928027825105,0.5917579952988097,0.05056757754797835,-0.4179141385430487,-0.4669075898803857,-0.37348563869378787,0.37656618333663205,-0.07817079565915425,-0.43901296085119057,0.22923395683207146,-0.6626106635582825,0.7650537523814513,-0.6697929951158971,-0.580819922809495,0.34510834284652814,0.49981676978907363,0.4443486106624014,-0.3691438968433986,0.1504240550847495,-0.45126715558869973,-0.3133703220893985,0.05700496779175502,-0.3834035564514742,-0.47214735996341867,-0.6541478801749452,0.38453004226974824,0.26577453854541433,-0.162050764590174,-0.043045844206746696,0.3368126797543118,0.48563124623567233,-0.6049888765919528,-0.2795178049160743,0.06393498785385386,-0.3978192640986799,0.03973346907197364,0.03520784455247198,-0.4780023271245557,-0.5784626772819894,0.5559874492179984,0.60230016189616,0.7603477567145185,0.039581830429617396,0.4481272487240195,0.24023944752699444,-0.3616811003265406,0.6951944943882875,-0.45019629033780134,-0.36018996133779047,0.08562994521866142,-0.38711430498440647,0.36628906007766115,-0.2044408654792338,0.650138123371609,-0.47859175297383816,0.4774370535391491,0.6272287750145945,0.6041596598189074,-0.42615642823852756,0.5406098378792044,0.16320121702286064,-0.408393659757798,-0.6190783288135306,-0.23295089315122613,-0.0619919771748584,0.8037485612769676,-0.4561035535133835,0.1412574428218186,0.6121736578995192,-0.5157572340989502
Cerebellum_Crus1_R,-0.5002597877639744,1.0,-0.28363530692006067,0.7588349926974907,0.2083031497744077,-0.37871941175811114,-0.14109120757744403,-0.1801063977334765,-0.4093209316962404,-0.5086194787239908,-0.19783542457341424,-0.07837713437959387,-0.7356648767804815,0.8215919204269327,-0.16071163619088547,0.0680855647672205,-0.09321648995474822,-0.00996355333025315,-0.32599847493828976,0.7277926303394873,0.1373953412165602,0.7067212579862873,0.8193840381093117,0.0037976594322587814,0.42684592809991295,-0.34976927370687144,-0.12540710736349692,0.0856151918651276,-0.20116311469873893,-0.4108177459614234,-0.23366001371394976,-0.24962617503444431,-0.3014708680972868,0.5806340592406134,-0.3930734795504363,-0.5559126830578326,-0.3282479505258113,-0.5444414899461405,-0.49777781993514325,-0.11920284175053138,-0.3385096840332307,0.5744106115131223,-0.3654207900886383,0.6440747114772251,-0.7137271250451792,-0.05372704952940116,-0.5012516692039778,0.4976295750059936,0.789802939861846,0.8673599719764846,0.7595445238457182,-0.28174062735782296,0.45226189749700446,0.763355385493758,0.09424139036073594,0.6672950060945945,-0.5460783242428451,0.5363029030883647,0.5628467702045312,-0.009440914711950712,-0.12758022457944862,-0.4520311678120241,0.8717801185270665,-0.19864544216593724,0.7811722913932719,0.35260481667384136,-0.007779109006364795,0.8094868464690632,0.6729963997175806,0.7041989742875826,0.05930565457381227,-0.018873956804604144,0.36447341012030837,0.10410798391853104,-0.04495837774207598,-0.14808363784834525,0.7847648465684509,0.7377251176675739,-0.32510187230523097,0.8686479910652993,0.00948959514880539,-0.3524060282755515,0.865062173480352,0.7433687090901695,-0.35622719631557487,-0.3775702228576946,-0.532934426722466,0.3637586951104381,0.015715524418437637,0.058617030895292396,0.8443468665820976,-0.5683481634951497,0.6822022126198326,0.19507091292804876,-0.19763577598112902,0.8172740182976331,-0.2728037809139997,0.4402743080788524,-0.27568416006371754,0.7834992378577124,-0.11078515480852195,-0.4660505826028625,-0.5277181923803164,0.6804897467344471,-0.343894364805313,-0.30510943147268277,0.5234964849065049,0.7624719676904457,0.2996131241072296,0.14917330019215758,-0.4967291694902396,0.8076760506743085,-0.07740872573432894,-0.6403967354215657,0.7689716326225329
Frontal_Med_Orb_R,-0.06344595337220477,-0.28363530692006067,1.0,-0.2524834475601258,-0.017690809703403948,-0.20102353904968026,0.5939497527964406,0.023468153803609646,-0.1376035851730894,0.2513694809326467,-0.08094317249384719,0.492013196440977,0.16239537321574407,-0.3674386909426749,0.33193093308749566,-0.15224771030625497,-0.32569252430501205,0.36923498863102766,0.34441463773283376,-0.331833410880759,0.18717551274308308,0.0008149612157152293,-0.42806719484539857,-0.14169902536899337,-0.16845728985161626,0.4075805122523125,-0.2083043854862399,0.15406147198547332,-0.07807334042221407,0.25960336733000244,0.2773785011004092,-0.20390513291964033,0.1766673714233071,-0.1815851200090406,0.0032776114267810876,0.1525599027315521,-0.1330802038519711,0.0774349494195158,0.06778041676508742,0.17623036281690088,0.10428765998838496,-0.3991019433287947,-0.1363707841636527,0.06399461260740215,0.17736407205644686,0.2324888365575384,0.19905382358361834,-0.6434656719069344,-0.23196717180686352,-0.498578022660854,-0.1469148574861417,-0.24357388783297673,0.22132915748881213,-0.1776405078268639,0.20892409760349248,0.10634302366858019,-0.14994252910625627,0.15438522891839837,0.013162174406664897,-0.04980814552408857,-0.1579885404059804,0.11637654201281092,-0.29667316539656546,0.1562725548236168,-0.10624316143490127,0.06596019316780968,-0.27156436365738773,-0.3594176841684018,0.09090681306025404,0.1054709305434106,-0.45877681511704005,-0.018608347377966676,-0.0919867097459714,0.3722674400255245,0.183803961756828,-0.14063335087088707,0.051447427574315134,-0.23593533952142193,0.5911337172989967,-0.3406988693828382,0.5491485479746351,0.7426289077789229,-0.42021256839609855,-0.040155656790288166,0.032739983307805934,-0.2193324187286542,-0.039825407309115365,0.05889753038820614,-0.3498524981525115,-0.03372236569064687,-0.5293831447166785,0.10280181107059351,-0.07150967628177758,0.15484003461947904,0.298964164283805,-0.2274972188957413,0.030232166240321358,-0.5972661207767429,-0.4215779562390175,-0.008274804947816558,0.020026687791205363,-0.2848437029949692,-0.2507042140989432,-0.13370701326113482,-0.1414812471808588,0.2704545816606152,0.07744751877748893,-0.1720910257045094,-0.13834609172061949,0.2312667106376601,0.10286930253057366,-0.4415689555587607,-0.015319130391277835,0.4017056838721081,-0.15738111602814833
Cerebellum_Crus2_L,-0.2455877140526789,0.7588349926974907,-0.2524834475601258,1.0,0.20213929532678626,-0.3525263456725929,-0.344411032590339,-0.16163016594086127,-0.1750256644620683,-0.46279707268549986,0.009141563205394193,-0.4011099264134662,-0.4794958372688333,0.7682722362181229,-0.2818386213151654,0.2503947237443023,0.03612411580106276,-0.37593828744313623,-0.37759421990317255,0.6241266473588822,-0.34146559803573356,0.589377214970365,0.5890965062434079,-0.06343420982393959,0.5628163379705149,-0.19775717450795136,-0.2180329458770039,-0.07229331150215203,-0.02534889892887833,-0.28041824704215257,-0.07839176569192864,-0.08448450987715245,-0.3070473595919661,0.4426384272227422,-0.10692295785800433,-0.2830147553602084,-0.17840072187423792,-0.32242483240879677,-0.37897915483675493,-0.31844443139313316,-0.3225792811880571,0.43585452535785674,-0.269229995253584,0.29800612750481453,-0.4579887980174425,-0.15643529373729423,-0.31968093953598925,0.4220499288243559,0.6757326117136278,0.7199428234208207,0.7122375616693002,-0.13286041386277925,0.671312747152511,0.5939734709404897,-0.0029815587540837785,0.28724366936910317,-0.3014398932693534,0.19026921543974903,0.1816360800489946,0.0025381547955398566,0.06772337908782103,-0.4132494698669095,0.8264906072130732,0.07197089144208017,0.8700915236097534,0.4626164127369236,-0.06075333795388856,0.8076683878579606,0.5344873348689382,0.5072216644497511,-0.08398819519336698,-0.10435595598744188,0.35877417424879016,0.10227790395362786,-0.049968557801623,0.04567534912460024,0.6786277145528756,0.539069326636294,-0.44617068463271214,0.7416978081680514,0.2972291954873416,-0.21226289665164935,0.7481791238999457,0.5163182942500585,-0.17967132410494072,-0.2014074236360971,-0.25098417299092907,0.2385024809696935,0.08993881351237523,-0.06499382468770112,0.7863436450538455,-0.42762831231744397,0.7810650995861442,-0.23502115992106096,-0.19034468811388577,0.7101051262372554,-0.3302676627905007,0.31712823728754025,-0.10894583958698867,0.866530211605007,0.007795329630158715,-0.35477678338195695,-0.41028581329049174,0.4763184224560466,-0.16885673790165634,-0.5592249847229688,0.3478722652314429,0.6621522723037172,-0.15217550769502042,0.012285578560119083,-0.18236286015310524,0.6880762136327274,0.046738554862241315,-0.4473207819716885,0.5165394179391438
Rectus_L,-0.08518620238919354,0.2083031497744077,-0.017690809703403948,0.20213929532678626,1.0,-0.23671000888413712,-0.023451762467718802,0.27295795099029796,-0.06992235398684393,0.017733213999026335,-0.03483222072868264,-0.06856677948363067,-0.12131119176485337,0.19700971705123047,-0.04125875524774141,0.21176582448879877,0.08897915189110098,-0.06694642396059226,0.024314504896421396,0.02557622537452119,-0.046461861573001764,0.2091989253043975,0.19326107069242288,-0.141374484777129,0.0046882338523596126,-0.044655636788118326,0.06146212585289687,0.2236099101588923,0.03550838207621368,-0.0818147017558898,-0.16163012128776777,-0.03796208606251078,-0.038226369832042605,0.152568351427903,-0.19414940976005418,-0.1175237368130433,0.08280690849338752,0.004792533615542656,-0.09725126931127986,-0.11357638259433857,-0.08004395369533951,0.16014323748984036,-0.11762289150187998,0.10460628208988189,-0.2839914300580068,0.033499609381874434,-0.11624478660851931,0.07784851806200764,0.19421101710968033,0.18114232002763045,0.1439624982487897,-0.11710899471998402,0.23587691563102425,0.25874628973400066,0.21845363237276333,0.118535569137842,-0.2041700918834116,0.05427915851344998,0.07268065767915484,-0.04703543488011249,0.1006075694926923,-0.1613015707659738,0.23617098088717436,-0.13858076371093778,0.19155745424966591,0.13024443074717168,0.08610266460964891,0.1748593233056131,0.18863392611010443,0.15373295424627342,0.0516615344145239,0.21251881536152759,0.17239426136675817,-0.030450783759254058,0.12743779819706907,-0.08738220857278588,0.2146443988422832,0.2746149837395861,-0.08201474540567621,0.26383246535997407,0.10755827491447813,0.030705580242829815,0.19306870945631538,0.14903122813181016,-0.06559627418195216,-0.12014152603921624,-0.13847687155555652,0.15202975260078078,-0.007294078323803597,0.33689985762499375,0.18601595382631203,-0.00534894807739873,0.23895174809950903,0.02920402874795393,-0.04412986947684661,0.34156538097105865,0.03230120162963453,0.13013130121489627,0.018219576932130308,0.17781944318387147,-0.1215706222650141,-0.16269795387036384,-0.14996690195613774,0.2152617092516619,-0.06486921566190529,-0.09030185403443466,0.14490486620403586,0.20608354894101225,-0.0334422714483056,0.2934145872344062,-0.04312090924793275,0.18392946150247816,-0.028538158914475163,-0.047708034099953514,0.18016363685891365
OFCpost_R,0.4534757945253145,-0.37871941175811114,-0.20102353904968026,-0.3525263456725929,-0.23671000888413712,1.0,-0.3186465544306966,0.21944187280577523,0.5644290601496402,0.24906317407226364,0.5159728177280478,-0.3333509539331785,0.507108010550167,-0.405363511137976,0.20736027895495496,0.21484576061832605,0.506429646393996,-0.21198524509034988,0.18452203068983006,-0.26552582687930376,-0.23061965698716444,-0.6281609833918734,-0.2569148060122581,0.17715788100564467,0.05947931464362956,0.08632955842528464,0.5983346063191586,0.06481235715691076,0.47066866818727005,0.4887895222328851,0.18691916580160212,0.6563398857801609,-0.05030913682696407,-0.4723971395750492,0.43350037149091236,0.5730432964543335,0.4606378612247607,0.5783684821966022,0.6370062437608868,0.29394472446729525,0.3786904134353401,0.010109777696955865,0.7492350047479739,-0.5286253319376311,0.643299565430471,0.1869631679506116,0.33001349493418597,0.27153621292882407,-0.2583752769125493,-0.39222039118259855,-0.5301785907025639,0.7983519431234265,-0.24328205717380552,-0.6128712939378735,-0.07747392132280331,-0.49174886912776794,0.7405235741758797,-0.4428694556154744,-0.37448642738420496,0.49668575745382426,0.35446786134088965,0.659941986971082,-0.43367069699445504,-0.07244640323015805,-0.4482601356838878,-0.4593480202529396,0.2503612591486306,-0.20662163362722513,-0.3869101491799057,-0.6105065583973946,0.2655800243778073,0.0992686165006875,-0.2987216078328915,-0.4719183601366541,0.13469537888634192,0.5847793105272469,-0.6637965483670812,-0.3076188298937991,-0.22360494679780515,-0.44777626664160014,-0.27128815481183993,-0.25673196377055485,-0.4448753541857384,-0.4260254866461045,0.5577174379640003,0.4708613861186434,0.6721201106536209,-0.11370324470427694,0.4674018686630708,0.048840648592164256,-0.18605426651178128,0.45221831065280194,-0.5490482866450579,-0.25041539930342077,0.28400185050868837,-0.426705512022881,0.19762321701852784,0.1849020890356777,0.6770642379050317,-0.4711930709344907,0.28775359280697493,0.5841393448557948,0.8239565400883012,-0.40253130441849877,0.5182771894465393,-0.0601712635286869,-0.45775284362479746,-0.45633721941040756,-0.13806966181303953,-0.06772090370317345,0.3221726611074277,-0.4685778305324577,0.12900464438246564,0.48326063602821406,-0.4999730617495437
Parietal_Inf_R,-0.2728593782421478,-0.14109120757744403,0.5939497527964406,-0.344411032590339,-0.023451762467718802,-0.3186465544306966,1.0,0.06944381931474643,-0.3329572543884745,0.0071793845469122685,-0.2593875404871006,0.9390178131834501,-0.07046602429820004,-0.26283143883229704,0.4374271154925558,-0.34032046502285657,-0.5110061074543318,0.8313289173151119,0.4545556553031897,-0.22634742368160315,0.7691054378437705,0.2440260492901797,-0.11343087083438107,-0.12261821489850483,-0.4962994017469889,0.3386096707124438,-0.23523295174025283,0.17559033257049803,-0.17230689578891153,0.064478324432089,0.23506303377116236,-0.2813903484586391,0.16510564578640036,-0.08058876692435672,-0.3582402952959299,-0.23586915033231304,-0.18349127855705835,-0.19425885468084972,-0.10854440712696872,0.2997558681143835,0.09052549482973794,-0.1802747920887055,-0.39243783179924213,0.5454246234950042,-0.13720235157901237,0.31922237071799725,-0.1135335205851522,-0.5718985282517794,-0.11641910733167553,-0.2296690080018617,-0.007438930667216701,-0.32646098783149813,0.022052673771600927,0.14357081183550643,0.4117299927189455,0.5290866654122237,-0.4465250467563126,0.6469930867763353,0.5660215935983629,-0.17149990849178454,-0.31451163725825954,-0.1368368036137776,-0.09693654603759466,0.0964161728371135,-0.19936204343778002,0.20852889637224017,-0.14663379987133945,-0.326393931857931,0.18615137368678797,0.45239578763235677,-0.25711439516751117,0.26485658264109985,0.18484429580422737,0.4001333503190816,0.0899176154538374,-0.46091622529441084,0.297433333278817,0.03466309611913635,0.879535818314262,-0.0663293396639523,0.3258746170878073,0.5501996453977577,-0.18734542520975841,0.2648567377351632,-0.3378169239454902,-0.41103471921753526,-0.4697271654271216,0.23956204201440273,-0.44258455961541204,-0.17569319181201065,-0.44899912323985236,-0.01954988609833038,-0.03859356029702889,0.6824893064326139,0.27222509214458196,0.023970995413678444,0.20636652448275172,-0.5260872315156221,-0.587640134937018,-0.007262797366878097,-0.18418999080923007,-0.3169161308971939,-0.37744277016694333,0.3174505386041066,-0.45003679580828887,0.694476447822414,0.2442336252201031,-0.08396444537683033,0.45557803826234844,0.3316703169604128,-0.1793699769603074,-0.22818130499626282,-0.004257091171270588,0.12982047612653594,0.2704787840726864
Putamen_L,0.4692056424780137,-0.1801063977334765,0.023468153803609646,-0.16163016594086127,0.27295795099029796,0.21944187280577523,0.06944381931474643,1.0,0.4881422660983473,0.3827065042664697,0.5104542253332416,-0.017535405503362095,0.4605653423169017,-0.3095395893830416,0.14060591665764965,0.46450120836277753,0.30408917574484057,0.06055683427102675,0.3078035722148131,-0.3513306060617753,-0.045939271090579846,-0.20990414745879954,-0.19447476279313805,-0.06777597961189658,-0.11544233810693853,0.11513446662241363,0.5494112418004488,0.4813975950578365,0.4446331342788285,0.3536541777708555,0.20288416448989668,0.5473826627542528,0.010262063952160656,-0.2865244284398643,0.1581403575467327,0.3809193676744726,0.7187788467559907,0.4778735998733123,0.6113862636682195,-0.08214957384534176,0.08091590559536561,0.022196017791937098,0.3634930880335044,-0.23141448556824462,0.2140322338891843,0.3721056031657276,0.12992170839241218,0.06264183777407335,-0.153244119196831,-0.2615706593319993,-0.23005516982545415,0.3870218883107036,0.14769458996203896,-0.11116585267480224,0.6206516144418757,-0.12443270543045905,0.24332405447857688,-0.1678949228886689,-0.10694958081329269,0.3917655822058581,0.4918992733662699,0.07789553248451431,-0.0993743482239774,-0.26117973682563567,-0.21432621506857427,-0.26928549904862287,0.017215579827819922,-0.20787621521950653,-0.10278803000277893,-0.20560963756921716,0.30821858483406117,0.8406987841804828,0.19336380256951527,-0.24770964552988403,0.3602586897428276,0.22148328731681663,-0.22141962515412128,0.0816976489578829,0.1740537529566494,-0.05981463556828404,0.17661250895994168,0.1489992950413198,-0.27324198387803117,-0.163989422135129,0.3002338252232896,0.10741544892992254,0.3062986534944615,0.21605036370587474,0.29718280627810717,0.3283213920977106,-0.18932073949010095,0.6061677433469053,-0.13746817986717888,0.10716771302770944,0.1027431289596648,0.16538390359312016,0.63331945304078,-0.1599848511197818,0.32338688626727496,-0.22825796843148038,0.044623771404737035,0.27770324530789053,0.22484750564496145,0.11625283319411882,0.1263603410989411,0.2880663176875302,-0.1516520371055859,-0.32222050636823346,0.04889442807556276,0.634050841255677,0.4249452225040056,-0.3221228976023134,0.16100273831556444,0.4611586658236056,-0.11915447469824236
Frontal_Inf_Tri_L,0.8182524324871632,-0.4093209316962404,-0.1376035851730894,-0.1750256644620683,-0.06992235398684393,0.5644290601496402,-0.3329572543884745,0.4881422660983473,1.0,0.5089678554952839,0.7383836804446785,-0.4183865709553653,0.7929048065799834,-0.33707494931991316,0.2565384056338345,0.5840365332534094,0.773549621513285,-0.19627127251840998,0.39873131611347123,-0.314153199779225,-0.4753909758489251,-0.504371643472194,-0.3659774230992806,0.031107767184757586,0.12672299702627413,0.09294611175681347,0.5111885855675181,0.0119153318568856,0.7577628004457063,0.6430571881420684,0.3417890252144086,0.7603533989800215,0.1835781408645928,-0.399198230419219,0.6390044538584356,0.8278060986681964,0.5859238146511332,0.7748629086149386,0.7931801745286658,0.054060653465920976,0.20712804591581496,-0.011283868612087848,0.7939380900878319,-0.6645865165982157,0.6546158512292716,0.3907230693892513,0.6343624254659032,0.2364099285330449,-0.2832261542730903,-0.41179457443539547,-0.4116970126083095,0.5247888984338998,0.06284907126774601,-0.411162240962126,0.2345467324636882,-0.5763724338949584,0.8330284862947028,-0.5692128995063903,-0.5023567565316139,0.41417079579397964,0.6937116961772011,0.4992569206013618,-0.2860565410271837,0.04314748471737544,-0.3195411509101441,-0.3554578297895429,0.07220765219332843,-0.2247142281745794,-0.35427894512884295,-0.5951601012156542,0.5080085593267293,0.3059875333245445,0.060961449152844994,-0.18098513624014848,0.4291386256053127,0.6683425465728066,-0.5910816780320977,-0.22186945964210594,-0.06452652930295064,-0.3041481867213773,0.12550537899059086,-0.06222971442824551,-0.382991424281188,-0.4804788413816684,0.7143011973214574,0.71671214434459,0.8022150263221844,0.154866840224371,0.6009144154157919,0.23653398399311537,-0.20944643813122485,0.7924788262286631,-0.24239327313305464,-0.27482945815974313,0.37892472025731716,-0.3055570093626517,0.34151022892810046,0.02466789186154963,0.7138914134602797,-0.39134504150250815,0.6086790027465592,0.6549937235494641,0.6808091384893296,-0.30204296891381377,0.6343173298270338,0.010037237597389548,-0.44966135273788155,-0.49688670299248505,-0.19712922046226325,0.04093635637467447,0.7537620411897102,-0.42320044296426323,0.07783176187167601,0.5843688408684875,-0.4001692170877212
Red_N_L,0.5686403216678417,-0.5086194787239908,0.2513694809326467,-0.46279707268549986,0.017733213999026335,0.24906317407226364,0.0071793845469122685,0.3827065042664697,0.5089678554952839,1.0,0.200051234736902,-0.019224015634974428,0.661349506611617,-0.5513869863465366,0.2731533338988223,0.21517518420000536,0.31425438864398747,0.02439850077794354,0.4034569946473153,-0.4394034791427704,-0.192265363250233,-0.4895265578179753,-0.6201112161792274,-0.0962660813411439,-0.10184984306114905,0.12717821652625916,0.33172308997442296,0.29722072287441226,0.22149069434474228,0.5113614094433392,0.10665528369465836,0.21681066782315597,0.43139341739823395,-0.3032734799870865,0.3090572091679961,0.6461485565306045,0.2780160953304067,0.6015421178430563,0.584968070574543,0.09852711521138059,0.21264342675284462,-0.43287108078049824,0.46466800293144356,-0.5558367268164146,0.4469186043813395,0.31072888047929537,0.6540453042357645,-0.24079736504509647,-0.43611786633499205,-0.6120044933725128,-0.4617074290133199,0.08692457813764964,-0.08177471167212624,-0.4296242657518708,0.23199113115312553,-0.4204931473734308,0.5031459406109763,-0.4671454465830295,-0.4217663086676682,0.20139100380453087,0.3163130701900484,0.5234927482834205,-0.5448589246018739,-0.1158525133241737,-0.47955153457634003,-0.40270006434951733,-0.14772638122459347,-0.5495258243104515,-0.31834265214826324,-0.5405725171830428,0.12978594644953775,0.19708243909061138,-0.28113979772394715,0.1039016209482923,0.4335908886127517,0.24154976870768283,-0.5567504407544772,-0.35333660583143905,0.25656631470790264,-0.5359020696763509,0.15862036791483947,0.21384278097446813,-0.5913891743044465,-0.5542798552989685,0.5111609191893901,0.4443981648680653,0.5657192318451083,-0.03214139074271279,0.1246383297062193,0.5908571387225009,-0.5549839627144827,0.6281810376484568,-0.49214107361703263,-0.137716337920529,0.2808014639315491,-0.4496235462738856,0.3352116340511513,-0.2968109304962882,0.301061192716862,-0.5396534845703755,0.2942613516879415,0.3506426140439405,0.3603452622784586,-0.4810863556611561,0.4066874316741255,0.2413473594931524,-0.23665683553518502,-0.5651015479057289,-0.22920566283219598,0.20412447399950198,0.5430750200356723,-0.5870348812919386,-0.09128240724873184,0.6762528220559018,-0.5268871042486
