,Precentral_R,Thal_PuI_R,OFCpost_R,Postcentral_L,Thal_PuM_R,Thal_PuI_L,SupraMarginal_R,Cerebellum_4_5_L,Occipital_Mid_L,SN_pc_R,Cerebellum_3_R,Hippocampus_L,Cuneus_R,N_Acc_L,Temporal_Pole_Sup_L,Lingual_R,ACC_pre_L,Frontal_Mid_2_L,Amygdala_L,Rectus_L,Rolandic_Oper_R,Rectus_R,Vermis_3,Cerebellum_Crus2_R,Occipital_Inf_R,Thal_MDl_L,Caudate_R,Temporal_Sup_L,ACC_pre_R,OFCpost_L,Lingual_L,Red_N_L,Frontal_Inf_Tri_L,VTA_R,Vermis_6,Thal_IL_L,Olfactory_R,Cerebellum_4_5_R,SN_pr_R,SN_pr_L,Calcarine_L,Frontal_Med_Orb_L,Cerebellum_Crus1_L,Frontal_Sup_2_R,Parietal_Inf_L,Thal_VL_R,Parietal_Inf_R,ParaHippocampal_R,Heschl_R,Supp_Motor_Area_L,Heschl_L,Thal_VA_R,Thal_MDl_R,Thal_VPL_L,Frontal_Sup_2_L,Angular_R,Cerebellum_8_R,Thal_LP_R,Frontal_Mid_2_R,Thal_IL_R,Frontal_Inf_Orb_2_L,Temporal_Mid_R,Cingulate_Post_R,LC_R,Parietal_Sup_R,Thal_VL_L,Thal_LGN_L,Rolandic_Oper_L,Frontal_Sup_Medial_L,Precuneus_L,Fusiform_R,Vermis_1_2,Temporal_Inf_L,Putamen_L,Temporal_Mid_L,LC_L,Vermis_4_5,Precuneus_R,Olfactory_L,Postcentral_R
Precentral_R,1.0,0.634557493041624,-0.30162156441747234,0.755581770951203,0.8214348207062299,0.6793013104385381,0.5867326872594705,-0.01075448398993114,-0.14182399752953706,-0.04888034602856884,0.230750165959349,0.8069716038284884,-0.047064117922216236,0.6757112925167219,-0.2836033370054448,-0.04182912142112064,0.5497509832571882,0.8267182479304909,0.6167840590885039,0.6675444989759957,0.6762096257839513,0.5676039653044715,-0.07243405339206123,-0.16237366270650247,0.1617803957634532,0.31139077505415635,0.7662472404783371,0.7527513251661978,0.4480166905392185,0.4867182821374843,0.04170840641473953,0.6500954588005581,0.8117907229795818,0.4661887406478381,-0.24814847811944213,0.4972053083261411,0.5164280606467422,-0.1718806243475009,0.4692771982953368,0.33807162168787114,-0.21332443062654174,0.34674406410823233,-0.005127396203297621,0.7630164295866987,0.3677938787109005,0.4706851404424106,0.438796838396136,0.7069875384373692,0.7595223762793648,0.9444214968679113,0.8074324740080727,0.6716674784625514,0.7545287800229168,0.6538455570212068,0.8418514119449745,-0.041367952771803204,0.39920121187721314,0.32300498843905007,0.9288375201936017,0.7058993758198921,0.3049936681153152,-0.1505155872177627,0.721031201076725,-0.35357960477961353,0.47548533289902317,0.7306405614412297,0.528694280725067,0.7677669369064711,0.8800031634620828,0.7730451489588939,-0.03936555235776457,0.47172088764944897,0.14868862930178514,0.7035495363334087,-0.01660230853428367,0.2964240669226498,0.10591978386762793,0.8013809533694125,0.5762308380973035,0.7985906807826891
Thal_PuI_R,0.634557493041624,1.0,-0.053566585426771826,0.7129606061885775,0.6331049609499001,0.20947744091896542,0.5286089872312297,0.27050997959598255,-0.20269740202208497,0.33779432920334984,0.3789984496428182,0.41864834633008025,0.29632215663675576,0.1668965983440231,0.18289950022692913,0.10092224348082098,0.1650968069439299,0.4326338116452374,0.08016639157845637,0.10105207075263174,0.31843314167252534,0.014677490997112597,0.29365591882661046,0.16864512289525757,0.16210341881007087,0.38035169201267777,0.3681601430871127,0.3985587015916652,0.20464193692768926,0.06651157774435885,0.11852010305622042,0.35204783468552137,0.5858338766044232,0.30458463665260427,0.073119614645114,0.2651765493215681,0.08171856652129342,0.0647200093234756,0.3522036598782751,0.308627319550879,0.18922922856161728,0.03181690213340879,0.13679197691372688,0.43173227208610654,0.4406838425285772,0.4342701393107169,0.3150020391323495,0.2858528516628857,0.5652777535091831,0.5801307748908013,0.5249888805696538,0.5838304565442257,0.5225107219753373,0.253008257179269,0.47416974233964565,0.29244984473004865,0.38900731885952267,0.36019585727419723,0.5730326064224647,0.5771066964413268,0.4266823832744753,0.16025437875867904,0.29759995340196654,0.04137203202903044,0.2844921894244061,0.3444150801440021,0.5062169024493336,0.3885109326618249,0.5023103259866084,0.5829214384427983,0.1271845659300723,0.4763819860280829,0.1576216448775257,0.23567516299903077,0.09149899400263795,-0.09825298703832634,0.09628305296577562,0.5100908632706455,0.09812211748493169,0.47644674230742684
OFCpost_R,-0.30162156441747234,-0.053566585426771826,1.0,-0.2702395683066771,-0.24049243741589785,-0.390150927116115,-0.021772975846764502,0.5673811716018528,0.08281079749907244,0.48455929084115285,0.43516325264161837,-0.47131893393738894,0.5475810835984587,-0.5574682898628477,0.35556295575022706,0.5551442904129276,-0.5442378663787009,-0.5524226422420514,-0.6120226333579684,-0.5740554236565829,-0.24336699937989278,-0.6318105964285845,0.6306673722426982,0.6475931320456015,-0.28516431904556827,0.5773369116143661,-0.30432759460840797,-0.4001283111177044,-0.6737203745666935,-0.6519826540687406,0.5463396034195374,-0.3868083744096975,-0.3049962199160084,-0.2481609484995846,0.6163688498203689,-0.17095035377406848,-0.5982249314348976,0.6183087293608922,-0.07358777857266491,0.15354598479643375,0.6549559864827091,-0.0996444877981115,0.5230635908521611,-0.573504349535563,-0.09763782990147549,0.1462629423712121,-0.206187820807298,-0.5241967167449918,-0.32059552699482385,-0.412918755358285,-0.4711499061828769,-0.28681229269257325,-0.21130858299344144,-0.22339499829391987,-0.5120878400922947,0.3148349442013365,0.018463269348030185,-0.47659287330240324,-0.35634695294302315,-0.28261572664861556,-0.1482966913156692,0.6022290798631439,-0.4393453637965303,0.7130905115887265,-0.47367509327162916,-0.3190637608046667,-0.3424617053860814,-0.47451679583870127,-0.49748578132925325,-0.3783813593692102,0.5239018834796498,-0.0535195339457129,0.0011687051210011905,-0.6459984449028595,0.4577062529901929,-0.19427425256174086,0.3850987876975383,-0.18531587570121755,-0.6403743466675181,-0.5133150916449274
Postcentral_L,0.755581770951203,0.7129606061885775,-0.2702395683066771,1.0,0.5785322745077588,0.3346341245115288,0.6907591234297984,0.08093280797366417,-0.05875140699662262,0.12691121728973212,0.08589010813739888,0.476658398474716,0.2653585330018111,0.3138298915321286,0.056924560546505125,-0.13726377665659006,0.30216763630339843,0.5681427672672319,0.28644316290488786,0.32168048005941763,0.340299031306246,0.25239738589246985,0.07462124632336384,-0.04497507732258535,0.19670012172978502,0.2569627240469586,0.44223032459106565,0.4873976768522872,0.325901100227377,0.28635901091285376,-0.08511687645111024,0.3849735590210234,0.6628638851322467,0.23058347639610738,-0.190362708443036,0.38720009636516056,0.2265396001819592,-0.17281521668844685,0.3424108204940309,0.3218136747131868,0.009690933163379474,0.1928598258739041,-0.06374272197930307,0.5350961087079601,0.7278427305110986,0.410265990021228,0.5934680829485697,0.40153631641821774,0.6003311174410831,0.6850598929891613,0.5423823307197818,0.5936148338736555,0.5520388666562465,0.29700983256383245,0.5738578720368588,0.3498109765418056,0.3936146213313468,0.5918598846216648,0.6456962256949283,0.548294243238255,0.382887935034396,-0.08762533121514628,0.3934596225836796,-0.21040530481148798,0.6419853488820183,0.518175018916158,0.4949278287857786,0.43959680705437565,0.6403385557182141,0.857666648682986,-0.09137118076757746,0.5065579415345678,0.09060855875564727,0.4295508422898715,-0.06209048529964243,-0.19627550363934174,-0.08951012208239914,0.7437780753635771,0.25596153364652013,0.7463982728051874
Thal_PuM_R,0.8214348207062299,0.6331049609499001,-0.24049243741589785,0.5785322745077588,1.0,0.62274236131995,0.3461254957071313,-0.03419096602185914,-0.1034102100941029,-0.04228800092387223,0.24663391720082228,0.7883675095132866,-0.1762811853509691,0.6725381038235527,-0.42417548011387374,-0.00994435612487741,0.5686793189064677,0.7585160663798158,0.5934295732326423,0.6296114275699682,0.7110167067339089,0.5478696679534557,-0.0891628161535748,-0.2387529415063214,0.025251891126384058,0.42982788428271645,0.8126806354057713,0.6323255270009944,0.48291339368312386,0.39267110654087845,0.08416963681638749,0.5835473125040482,0.6959861521696764,0.5033739043506762,-0.11953617700096462,0.33628272371088064,0.6157876382116367,-0.14300718744902802,0.46841099226973026,0.2262739357419602,-0.26571449976742595,0.2445302887371866,-0.0823070387842284,0.6999462337159496,0.22867331166939497,0.4237882066499344,0.29577282611690103,0.7920631144896991,0.7704441233332813,0.8447429433277001,0.7762783066038546,0.6042269515793457,0.6807547893534968,0.6522154923478503,0.7787567024035214,-0.1896774502433087,0.3778285935853294,0.18397113359522826,0.8324444833115219,0.7041286586795442,0.16565045174739929,-0.10636298139045548,0.7418528153022006,-0.3623436662487862,0.30014209307898754,0.6788788644983161,0.545925496402242,0.7477693740194974,0.8033156193966633,0.59442084219849,0.021116303027013467,0.47361756761650436,-0.018055715632828918,0.6668889168050343,-0.05023395363166591,0.41981333641295365,0.1630379107387954,0.6481789409060456,0.604915428488858,0.6084308831632749
Thal_PuI_L,0.6793013104385381,0.20947744091896542,-0.390150927116115,0.3346341245115288,0.62274236131995,1.0,0.01445464980639977,-0.24097595050341353,-0.1343234812163341,-0.34290013233843025,0.036743604586957364,0.751261179412476,-0.448406592318363,0.7337132176857181,-0.45527022792717686,-0.11779768469064766,0.5625739752514713,0.7308752356940748,0.7291659988612761,0.750338188567236,0.5809722492070705,0.7275814831654495,-0.3487035931353143,-0.4195991277505414,0.09307555557518536,0.09256308276864642,0.6994102547869574,0.7029916433823277,0.4502336142735138,0.552082667575166,-0.08726346032316713,0.5349983453669486,0.6480849714233929,0.44730512696535296,-0.2597168932860756,0.6563131648196281,0.6271100741334272,-0.2971593381396533,0.22704119794236405,0.25607967013793465,-0.47896266912098273,0.3598094535501992,-0.22551532195609297,0.737074033521631,-0.021178816895413295,0.22398331266501098,0.01134826218095014,0.723832283768482,0.5684885191792806,0.7241135724771086,0.6391503115131029,0.3859883395361102,0.657834117606624,0.8547257609934725,0.7262282645560323,-0.5491693332977645,0.2902422463535897,0.06207878137951951,0.7249201010152626,0.5983350013240639,0.06926716110677314,-0.38617937414855397,0.792478017244031,-0.565740880468289,0.16823485829367033,0.8248400847866879,0.21096990589900902,0.815914312888865,0.7446493557926461,0.40685054630485185,-0.2190779194706386,0.20219577843121306,0.10711720860980714,0.7784876723867177,-0.0758799584098686,0.5755385593738771,0.039795507300705246,0.5295109426104329,0.6605324180648869,0.4557892580950933
SupraMarginal_R,0.5867326872594705,0.5286089872312297,-0.021772975846764502,0.6907591234297984,0.3461254957071313,0.01445464980639977,1.0,0.31159552219892905,0.03395511360583889,0.37710849631448234,0.13482887392670745,0.2517658922046207,0.5265316654668317,0.062228798864852476,0.1619650225799206,0.07492711146488212,0.007554203621751666,0.2843287272559062,0.029130103023655263,0.05342014273084387,0.20426932947934898,-0.039325442777273636,0.3053531176148697,0.2547812432929625,0.21053819904518375,0.2388433836306155,0.2052555748848975,0.27740170195761776,0.05641608398109106,0.1293333143154953,0.16090539049739036,0.28843453460238905,0.37363344089845657,0.08273742581527574,-0.14174916319018818,0.22892483131596092,-0.07087392237539578,0.09495332353828886,0.4629064344288084,0.275337165522633,0.2702531358434807,0.13555301536983735,0.18056270741411662,0.15983878903287457,0.7214917255128381,0.4269867914597182,0.8066210720067554,0.12062503219536401,0.33142170860690107,0.46232930998639454,0.29838829066847733,0.445535655851633,0.34275893258070866,0.09679380832356116,0.2570833704392676,0.7189946460597471,0.21867581534667144,0.4632428309726823,0.3979544311875627,0.3257737117741882,0.34939822130895754,0.18954791160864407,0.12561843049221177,0.06815092428569976,0.6415897537736466,0.2532796667786551,0.3624174113452325,0.16662953977885298,0.3399744522456871,0.7393855154682002,0.16503013605338068,0.3855383054746214,0.14131595946819267,0.08761802655410254,0.11600502926004058,-0.2702250041313755,0.1208325600450916,0.6585815481735482,0.0026695609789641203,0.6823314210422677
Cerebellum_4_5_L,-0.01075448398993114,0.27050997959598255,0.5673811716018528,0.08093280797366417,-0.03419096602185914,-0.24097595050341353,0.31159552219892905,1.0,0.16485759204376566,0.8318326281838542,0.7402244924758535,-0.22728169022297035,0.7951294401889173,-0.4789791196427475,0.5733189432812539,0.8969509962469472,-0.7000997413043349,-0.4187049054416755,-0.626594757229742,-0.5794442312174819,-0.05979501596995027,-0.5626127093833125,0.9403254032519607,0.8048937053574055,-0.2398165910456284,0.5178524574837023,-0.25479299929748167,-0.03255377270741593,-0.7716708312046432,-0.47035808457842976,0.8547569768147166,0.09757255482239713,-0.059107774734605344,-0.27731735310416433,0.673837620133494,0.29662724595552653,-0.5843068284654075,0.925970584872657,0.2260956512621747,0.4021189368636558,0.8818489956421669,-0.17351330577905089,0.573097583340255,-0.5099643457103384,0.3582303018263571,0.5354323985603837,0.12862148214850466,-0.3712149281963873,-0.2667652115869799,-0.03267288779818914,-0.3122169432949221,-0.05332775898797487,-0.06225064345277653,0.12529145939798805,-0.39914983931078174,0.5328634775173772,0.13939527348689762,-0.06602065847843866,-0.08103834220775084,0.12515056339556377,-0.15092844453532386,0.8486141770269742,-0.21855130831030356,0.8280733391125743,-0.3729278707615038,0.06004756185776203,-0.2656072531379446,-0.2337698170263953,-0.3440047997010378,-0.10627804304236362,0.8896267908918896,0.1066420127334969,0.3239109275969119,-0.5202144504631165,0.8334214007998143,-0.025064826787628492,0.8160130543163648,0.23643083644856244,-0.6146696686178578,-0.3174114996447673
Occipital_Mid_L,-0.14182399752953706,-0.20269740202208497,0.08281079749907244,-0.05875140699662262,-0.1034102100941029,-0.1343234812163341,0.03395511360583889,0.16485759204376566,1.0,0.10878978784824177,-0.009431204599047652,-0.011179328544474692,0.1362066336338993,-0.09253781287151135,-0.025212870031976673,0.09563273197502073,-0.23357850971857855,-0.1537652279910732,-0.031412337172055355,-0.14112872260062084,-0.04743020525279124,-0.14248326679425657,0.06198354292964529,-0.08366005203513775,-0.35842314895071,0.023132686962975768,-0.061835266413976915,-0.04681638818200874,-0.16196451634261197,-0.08044658261865542,0.14719822098854468,0.13886780613119223,-0.2219916975632615,-0.16606347816176417,0.01621557195748125,-0.109188388447305,-0.12736532009376,0.15931946450632545,0.09038382485568051,0.21763549184087286,0.10655948341921419,-0.1941205874267672,0.1673871732759548,-0.28206534121169097,0.2689776504971105,-0.015032003257254078,0.23804230299829093,-0.08374155448882112,-0.21474999563108302,-0.08836156531236372,-0.13192705359682924,-0.05604421961846599,-0.250250566091247,0.0009401332194119211,-0.2525129861301383,0.17132004625349673,0.20449373755677716,0.10959670129159312,-0.1393534767214447,-0.0672537988760455,-0.21460390179254346,-0.005721642003014571,-0.05294750644409093,0.08928486353452136,0.07949733157615926,-0.018172416576719884,0.12748454233620224,-0.2271924955293926,-0.17058381684254065,-0.02708186080127077,0.12933943714980545,-0.12730997448458645,0.08210990057282563,-0.11731973068165097,0.17187893297907594,0.06603862785746391,0.13496943642655485,0.10742464205312041,-0.07469055552561486,-0.014764365104338957
SN_pc_R,-0.04888034602856884,0.33779432920334984,0.48455929084115285,0.12691121728973212,-0.04228800092387223,-0.34290013233843025,0.37710849631448234,0.8318326281838542,0.10878978784824177,1.0,0.5194910389438973,-0.31209541889867987,0.7482710104532547,-0.5438575164706551,0.584799129867332,0.61240047612253,-0.684705236352194,-0.4017046488222191,-0.6461889112105552,-0.6277401694142144,-0.18069126270120833,-0.5927397928329516,0.8306928438838661,0.7562037833024553,-0.09906167125402979,0.40291428710618815,-0.3202536123214197,-0.1572944723097507,-0.621102909490981,-0.4407534999761517,0.5879542975140231,-0.08129044939038432,-0.059685435639033675,-0.17762344601126182,0.5108345142014366,0.18410529735773756,-0.5920278648741317,0.7066459358099999,0.2686665432891837,0.32381561761552813,0.775568052370169,-0.1498130206193513,0.48386821493231236,-0.4574817955973207,0.36619761700294673,0.5254749895283677,0.1709800617651309,-0.3803713822041498,-0.17220471087917272,-0.1140000927391251,-0.260945658501426,-0.051366181074410266,-0.025628266708131058,-0.11169099494751104,-0.37667089788481056,0.6116279134781584,0.13106927829153955,-0.03988753498875828,-0.13890627211969545,0.11034906361643203,-0.008328839108628711,0.7291670750124406,-0.3784986288650592,0.6752390554834522,-0.22682593199291967,-0.07720520509301307,-0.20470058906079622,-0.25465012152884686,-0.33098892156524146,-0.06332851767720306,0.6815798030425623,0.14538478795776205,0.22754201267125004,-0.5370958823615949,0.5732063950935723,-0.2688199308314414,0.5205902702806857,0.09724902198722189,-0.6477084551133524,-0.2180485661706183
