,Occipital_Inf_R,Olfactory_L,Frontal_Med_Orb_R,Temporal_Inf_R,Temporal_Sup_L,Temporal_Pole_Sup_R,Thal_VPL_R,Cingulate_Post_L,Lingual_L,Heschl_L,Cingulate_Post_R,Cingulate_Mid_L,Thal_IL_R,ACC_sup_L,Cerebellum_Crus2_L,Postcentral_L,Paracentral_Lobule_R,Red_N_L,Pallidum_R,Vermis_9,Pallidum_L,Vermis_7,Thal_PuI_L,Frontal_Inf_Tri_R,Temporal_Pole_Sup_L,LC_L,OFCmed_R,Cerebellum_Crus2_R,ACC_pre_L,Thal_VPL_L,Angular_R,Cerebellum_3_L,Thal_PuI_R,Frontal_Mid_2_R,Insula_R,Rectus_R,Lingual_R,Supp_Motor_Area_R,Cerebellum_6_R,Thal_LP_R,Calcarine_R,Cerebellum_4_5_L,Red_N_R,Occipital_Mid_L,Frontal_Inf_Oper_R,SupraMarginal_R,Thal_LGN_L,SupraMarginal_L,Angular_L,OFCant_R,OFCpost_R,Putamen_R,LC_R,Frontal_Sup_Medial_R,Thal_MDl_L,Cerebellum_8_L,Thal_VA_L,Thal_PuL_R,Frontal_Inf_Oper_L,SN_pr_R,Precuneus_L,Precuneus_R,Cerebellum_10_R,Thal_VA_R,Caudate_L,Cuneus_R,Parietal_Sup_L,Frontal_Inf_Orb_2_L,SN_pc_R,Fusiform_L,ParaHippocampal_R,OFCant_L,ParaHippocampal_L,Occipital_Inf_L,OFCmed_L,ACC_sub_L,Thal_AV_L,Cerebellum_9_L,Amygdala_L,Thal_PuL_L,OFClat_R,Parietal_Inf_R,Supp_Motor_Area_L,Cerebellum_4_5_R,Cerebellum_7b_R,Temporal_Sup_R,Raphe_D,Thal_PuM_L,Fusiform_R,Calcarine_L,Thal_AV_R,Occipital_Sup_L,Cerebellum_10_L,Parietal_Sup_R,Thal_VL_R,VTA_L,Temporal_Pole_Mid_R,N_Acc_L,Thal_MDm_R,Postcentral_R,SN_pr_L,Thal_VL_L,Parietal_Inf_L,Temporal_Mid_L,Cerebellum_6_L,OFCpost_L,Frontal_Sup_Medial_L,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Precentral_L,Thal_MDm_L,Vermis_6,ACC_sup_R,Caudate_R,Vermis_10,Thal_PuA_L,Temporal_Pole_Mid_L,Cuneus_L,Thal_PuM_R,Temporal_Mid_R,Rolandic_Oper_R,Cerebellum_9_R,Temporal_Inf_L,Putamen_L,Frontal_Inf_Orb_2_R,Hippocampus_R,Precentral_R,Thal_LGN_R,Vermis_4_5,SN_pc_L
Occipital_Inf_R,1.0,0.16386408062288488,0.06908972354287558,-0.09006912399983179,0.18666182481253407,0.15228807226118676,0.039717613699543304,-0.01394087577097953,-0.32101095931560925,0.22315382244882287,0.011301236923928731,0.12165833736992815,0.15215432985950675,0.14502230671934652,-0.013095493359082392,0.19670012172978502,0.26645548633245597,0.05977522815315139,0.06784245682879139,-0.20112467041795806,-0.005134996722529676,0.34816364066934874,0.09307555557518536,-0.16783391941651887,-0.009756532411895872,-0.1482009016580834,0.02953668796751245,-0.1710848052629612,0.1910138186530632,-0.09117430964491018,0.06985538165638418,-0.27125197868024636,0.16210341881007087,0.11549090531460098,0.17022191372717557,0.16771069153145035,-0.2890702891629197,0.1110763503663238,-0.2444567612155503,0.30070929207477504,-0.3161908364753712,-0.2398165910456284,0.019497874913332148,-0.35842314895071,-0.08778520305952243,0.21053819904518375,0.13995019032478803,0.11361163476962836,0.13273821729320923,0.15637733750804186,-0.28516431904556827,0.2109560504533365,-0.3307110442720919,0.24227455277913695,-0.21781726618282157,0.0033377369250676783,0.1751656728166371,0.11815569748420067,0.1431188754009092,-0.017235446483565894,0.29508727917099414,0.0802357576964455,0.10857175121049975,0.18671938639398136,0.10690508161371623,-0.08850521843055553,0.29187028349337313,0.28975206155810485,-0.09906167125402979,-0.06908672038890408,0.09441762955380419,0.038563904755441254,0.15493609287362545,0.0455244845684742,0.11812446953091084,0.2841538601449214,0.158746535747113,0.3109331385264828,0.2114281084135509,0.08682848312916126,0.015852938171036505,0.18312791284952962,0.12429348546621313,-0.3106320280317581,-0.23905713498682382,-0.19149012228456977,-0.10329611978143047,-0.0034471672917981365,-0.31799342538940284,-0.23549139095342092,0.0925454014575352,0.0129536079737666,0.18770890981148564,0.3736200603001161,-0.05316516187142754,-0.04535778476846849,0.048814095169578395,0.10745299847179465,0.0312788226077531,0.3491074456495851,0.011653455713850994,-0.029065412657952563,0.11395521832027825,-0.21835739099532508,-0.2606156193366983,0.2439611572618762,0.20152879330583223,-0.09553129897522548,-0.2008996995951415,0.08063679587943161,-0.08281980240352564,-0.3503289368968116,0.1345533646824501,0.03338327038664887,0.30001398837773974,0.050927756288736095,0.08251787456293418,-0.289780159282068,0.025251891126384058,-0.2971511097772458,-0.09590444389539814,-0.09608874314201908,0.105787727677788,0.22478977820671064,-0.09816170587470778,0.18145215223533867,0.1617803957634532,0.1513646734234915,-0.32103077705295524,0.193530624519397
Olfactory_L,0.16386408062288488,1.0,0.4444222243359324,-0.38005245189655334,0.5916745373945563,0.5488885307396645,0.4473279802512714,0.5611180804321982,-0.39625507009451905,0.7279463146060097,0.7580658086431575,0.6711616300259937,0.3967489708926454,0.7261548246710938,-0.18468475210254107,0.25596153364652013,0.5561779038452568,0.54231920592141,0.5747955885691339,-0.5866641001082452,0.22655162417024854,0.6526533640565313,0.6605324180648869,-0.026230893064663918,-0.7323112665756231,0.5128592512376512,0.35363343522938934,-0.7494370990446808,0.8526344628549561,0.5145886822902432,-0.548083218389481,-0.466199954287409,0.09812211748493169,0.6910789124034401,0.8037204359227906,0.8459172358020173,-0.4716685038318843,0.7132037708030158,-0.7126692356512527,0.20713763975525304,-0.5051529853427773,-0.6146696686178578,0.4215370397927253,-0.07469055552561486,0.46077134411877135,0.0026695609789641203,0.544853595613054,-0.271100607043383,-0.23276680992814283,0.46147630415890767,-0.6403743466675181,0.7870329972020548,-0.7936473175715252,0.7801409584537098,-0.18433674975147224,0.11600613420773646,0.6092408575103719,0.7779055932892543,0.633518107565196,0.24920839096824723,0.44429624958772945,0.3639780195742554,0.17751814494013915,0.47102866634722784,0.8252991686315447,-0.6871517695183015,0.2815788499556699,0.14961752412125304,-0.6477084551133524,0.18255355526719103,0.8440220718791501,0.11765546639815805,0.8780628662155389,-0.16633998512599987,0.44646691584877324,0.6564962526244144,0.2761837608330215,0.016200338006036017,0.9173049906746296,0.8141933798604485,-0.628354877136059,0.16978212449722013,0.6722322128868604,-0.6000747791802347,-0.7375998636003323,-0.07916602369802175,0.5800879304468161,0.6130310829071545,-0.46112589242573104,-0.7751581163941885,0.3039015750614357,-0.5623561239664041,0.29012496059397486,0.4188110038854253,-0.04295283796980671,0.05497760220648829,-0.3677530683695475,0.9281005862419645,0.30695053133342765,0.612865302609639,-0.0793272167724248,0.5392141699604109,-0.07381045117363226,-0.4277310428657297,-0.6492637180631922,0.641125156725195,0.7928705823368245,-0.4149501814968144,-0.6787686297216408,0.3038242010819516,0.08682666129393027,-0.5522119618913692,0.8881568045984637,0.7913645085847076,0.509777451946923,0.8289407686669252,0.3347659451103499,-0.690324947693898,0.604915428488858,-0.6475754964414733,0.6687293081300693,-0.4730126273401221,-0.11527081716327334,0.8864761301681205,-0.4574145779952942,0.837654279532912,0.5762308380973035,0.6437372936500587,-0.28259097387916415,0.3461574230872771
Frontal_Med_Orb_R,0.06908972354287558,0.4444222243359324,1.0,-0.19774846162934712,0.31918443760121534,0.26500181867841865,0.22248204126761834,0.24168597680764684,-0.4247544239642212,0.4249440404306975,0.4111032806506818,0.33492588955033775,0.2990069932319632,0.44155345792968137,-0.001116867155999647,0.2762576925297147,0.42194940756922644,0.09994615700703852,0.47350897755110166,-0.3463218039698677,0.051527749205797495,0.42547566182292157,0.5114671734817643,-0.14865283881410873,-0.33815527567581716,0.09213588912541736,0.09025864951127127,-0.4035563659467257,0.4351290997477359,0.3323235657540296,-0.31283826618066335,-0.39119559572104207,0.0875609823746383,0.3928359197655428,0.3541660943352552,0.5181368512817105,-0.45477836308273506,0.3804107985289801,-0.46477896194759216,-0.00233852959163722,-0.41926053878065916,-0.4239933340425208,0.04015328350280764,-0.1372054977915562,0.2058977120248355,-0.04161357117215836,0.20943985076706004,0.0752754013567129,-0.008580062706258986,0.09784705444294016,-0.36032954996922834,0.4558308829037367,-0.5168819172008569,0.5487845951763113,-0.03048275195626399,0.1171066892243023,0.33264837674929487,0.48401207668102464,0.4388194509505615,0.031834272356875644,0.3021558720281008,0.20098191966388593,0.24057157160547307,0.21621520356670393,0.4723107671567412,-0.37202339835434095,0.2839524826245579,0.2878993243711144,-0.35002749109669695,-0.06217370830975049,0.4495882863945317,-0.21209446871608886,0.39329101876174527,-0.012367271770995763,0.31143345860040883,0.5147604794101677,-0.04851084498661781,0.1114949549683532,0.5093666411758337,0.5404398646549473,-0.3177893466480171,0.050516805217906365,0.33247476556958416,-0.480204327116432,-0.4571080926386369,-0.22102127353468845,0.3192459156997697,0.4593707643617122,-0.4209051059492402,-0.4659207013924167,-0.008952961863275384,-0.1819045528552576,0.1443539009356884,0.30623835533191374,0.09075170909384968,-0.29231875399163537,0.028913054692709814,0.4197400901934238,0.22317690674891194,0.3680006608343104,0.006178632031347866,0.4308284947218855,0.026779062143994278,-0.3512071792655428,-0.45529829962047447,0.3642773895691737,0.4902721569662671,-0.22444150307428995,-0.4218811550074801,0.2969146272760463,-0.007562843500417328,-0.36236485927281,0.48415653070449727,0.4097596655847483,0.3831622090078556,0.5119516442407557,0.33356724032451524,-0.43716054609876903,0.3213597577481886,-0.47720486362447595,0.29122663055483494,-0.3050716495558993,-0.05242906671871398,0.5545558611681968,-0.2255502874257922,0.46067627818991286,0.33948218174850786,0.3243638634636478,-0.3596194938723079,0.21895768409143637
Temporal_Inf_R,-0.09006912399983179,-0.38005245189655334,-0.19774846162934712,1.0,-0.24713420647152776,0.0006078366576905362,0.20135831694993353,0.04330986989412184,0.4890305470346782,-0.03641006010228545,-0.21919742838526074,-0.000661493331186423,-0.03129495449435703,-0.0020045220044875834,0.27489138201142793,0.20349048904317696,0.017153772733598287,-0.12722921344108187,0.10292604382641667,0.48321830816889316,0.351336611526543,-0.3301248937758284,-0.15807472418533328,0.44835751080839525,0.24531580006295942,-0.2706057554891329,0.019530764083779528,0.6274929165483908,-0.31875867608884445,-0.003265910329627228,0.4674776324873188,0.6974762679223522,0.34883065873156616,0.05632719166320891,0.022265352887419192,-0.3629974416005355,0.41178178047368746,0.010422202906234542,0.5256821586955095,-0.18027073209233377,0.4659337428630041,0.5539704249735131,0.2465757885167446,-0.08403474197118861,0.20916646576252945,0.37898950122867997,-0.13516446747403943,0.22207008153418967,0.19186277557639342,-0.28618661396912115,0.46002070131064193,-0.06343669562647289,0.454261334693263,-0.14540266856419543,0.38871080685527787,-0.17202221184609182,-0.11847347407914843,-0.1630832985533059,-0.0270293441087434,0.3503472449600676,0.07656534065005025,0.16548508225176828,0.08518743891253878,0.08949600172386749,-0.18210013564843336,0.5366307204856183,-0.03561541448556883,0.02276414255509578,0.6142246137065857,0.00986320519606401,-0.07591980633402975,-0.057611271528848186,-0.313577283255743,0.16422986921979715,-0.3529193957456745,-0.41208085461011223,0.09565280715773532,0.11238836687196405,-0.4473374794317464,-0.3518293992974131,0.1566069159312768,0.04282293581910176,0.010768207074798737,0.40629875969466084,0.6145676715331841,0.58023654624629,-0.2859730853689824,-0.0029833079274784852,0.492207296381177,0.542465933790112,0.13456381640164333,0.3634592643184783,-0.2272706502418013,-0.18704212316001587,0.3813972190534021,0.205010493887818,0.2636181757816644,-0.2246648653108605,0.3422162986727164,-0.11644203563483507,-0.04107409541332834,-0.051891178272052904,0.14114310164448893,0.23325690739988328,0.43388756937174655,-0.37226007506366016,-0.07745893202615504,0.2804994332632906,0.6426145687694783,0.24691241427013447,0.36634672644430655,0.4596227174784222,-0.21293448968367523,-0.03186743443336252,-0.1294114555125486,-0.19574248002353875,0.08122637145446339,0.5409357233896831,0.16385908948833025,0.6792538481562889,0.018710478079770273,0.5657927700201151,-0.19745346263759853,-0.3367390962102751,0.3523819553035983,-0.14664193538882406,0.12330678592873845,-0.08612403544361776,0.3592003879834995,-0.3487365741057914
Temporal_Sup_L,0.18666182481253407,0.5916745373945563,0.31918443760121534,-0.24713420647152776,1.0,0.5611358765700909,0.6418673345478025,0.7759950083808277,0.07874939218102887,0.6586512383104284,0.7334741135790033,0.7502845986517845,0.7756837774061156,0.5977969958052635,-0.2482890393852603,0.4873976768522872,0.648241900343123,0.7736710741801204,0.6681458191923514,-0.20409613780233737,0.4235868028644948,0.29387255273743335,0.7029916433823277,0.27109762294233153,-0.2611313779810114,0.5859607372057084,-0.01928113525612034,-0.32914310717212375,0.47948400139648717,0.7154102677422508,-0.27227426520970066,-0.0500733162574772,0.3985587015916652,0.7383739638987633,0.5147223718562202,0.6004184277014414,0.020015859732409755,0.7468975959687837,-0.23488561902655494,0.3396370075591856,-0.013341459729813387,-0.03255377270741593,0.579169796565958,-0.04681638818200874,0.5038850452141522,0.27740170195761776,0.4461421899987453,0.09122426999116318,-0.11760817408480005,0.6155856898277565,-0.4001283111177044,0.6491866439419489,-0.37909530232484273,0.5489351140835067,0.21058015226414722,0.259613104982052,0.7579942351591322,0.5512258598522348,0.8407955151800582,0.31277125148931995,0.555148469355374,0.6759398199415173,0.1414444304116713,0.5263377079218859,0.7908034690685667,-0.19291807118864207,0.2850131803321358,0.2721685868806134,-0.1572944723097507,0.6806469372718406,0.6370976786897666,-0.005827305149182265,0.7851732204704108,-0.08907317662913725,0.499913172628989,0.5325743504880811,0.36481287019605996,-0.07349209795109893,0.7056164509851727,0.5727073317209855,-0.3760424867252507,0.3361967797021579,0.8085311128579743,-0.10628699553843952,-0.38580451955246914,0.20942150274462037,0.6431654896188124,0.7468800103392415,-0.04576143268178095,-0.3069015238119636,0.21595331562688108,-0.21312294006773552,-0.1278387762687543,0.3772316380425556,0.3504295611667455,0.13416883649337527,-0.18810558666905486,0.6477003866861809,0.5925744901251733,0.6199547337729876,0.4531469167596638,0.8049422162762759,0.3632269790928686,0.2513416541570575,-0.0947423794041099,0.5609806062317394,0.7287334651877581,-0.005543059231821218,-0.3307946005165005,0.5576571535981726,0.5659517572294526,-0.3651367387871304,0.629018361975722,0.6718388935828318,0.27492180464348254,0.7089765646459288,0.2543354973886612,-0.14405661782477308,0.6323255270009944,-0.34563751171406815,0.5438291682079331,-0.1057676794469815,0.46227866037779036,0.7632728132668191,-0.39328812756832976,0.6999854592190523,0.7527513251661978,0.631313723476036,0.1870767606630876,0.6617749982654186
Temporal_Pole_Sup_R,0.15228807226118676,0.5488885307396645,0.26500181867841865,0.0006078366576905362,0.5611358765700909,1.0,0.5024532872194409,0.5363134173333182,0.04430546577131567,0.5371286332087244,0.5729936331930537,0.5666041177678225,0.37357542326825605,0.4754159689204968,-0.16324089519735052,0.26164831724581716,0.5389081146032652,0.4676925696742809,0.6099024391708863,-0.28883904155617834,0.39480279637328786,0.3128435312119027,0.5561684247019322,0.25071291122701184,-0.4047563685385947,0.36309495334485714,0.18250463631451225,-0.3390095524787971,0.4874189669400832,0.5453789845543616,-0.26438713136718445,-0.04197214717647065,0.14510709776872055,0.5750554104477942,0.5749177906779995,0.5843180780570408,-0.07028772257672752,0.5792807737187643,-0.3246897076846882,0.1797003593056352,-0.12459090761371142,-0.13115207352761463,0.5135006771447517,-0.09974161370077983,0.3918541433013981,0.2163176262903387,0.274066112885571,-0.1111983128709481,-0.15891218300921922,0.4940198333368245,-0.22000690542043005,0.5879589343532242,-0.3756870070463753,0.5096389980780648,0.1031632442418741,0.102883695937829,0.5341771306462861,0.5842039351571249,0.5680010180516689,0.3781967509294842,0.39511259470484567,0.5032550634882864,0.2393313520758154,0.3762138086942366,0.6650749742505426,-0.2753776921847263,0.19629428696669948,0.11342221054336082,-0.19296847571808828,0.41151482987082333,0.6330389833567478,-0.031061395318319716,0.6530880218060048,-0.06782445121449139,0.33117541333590444,0.42201918305677344,0.21133657869004202,-0.009998892525542688,0.6050677294178716,0.5276001984122158,-0.3909020073444166,0.22096143924999442,0.5758322821817629,-0.20178021399634818,-0.4105421648651329,0.24485333408955168,0.4396908051677606,0.5914181704460714,-0.07784083748016248,-0.3513670332582305,0.05139608805981548,-0.258153820956648,-0.04294213440939375,0.2778514212724949,0.28926215643191383,0.16079779264819455,-0.16115597233239273,0.5883859255343086,0.4615821903229637,0.48051135726402927,0.06600190146046793,0.6004862171523383,0.08749844284708312,-0.029788084846027747,-0.15683914773197058,0.4465100310497586,0.5722472735689867,-0.0835494359384399,-0.3703327617878232,0.34329928854441744,0.2927361451527377,-0.26911552259299987,0.5794863639330814,0.6004902293686354,0.3142900574515891,0.5686994623909238,0.39924351251534634,-0.20232167012636598,0.5098620902771867,-0.2595037878711585,0.5146046935256445,-0.17040143829989243,0.02561184322652873,0.6201114636034298,-0.2962922223255745,0.6098061506247102,0.5751589294328925,0.5167291866537176,0.10462500328372056,0.36116838362862014
Thal_VPL_R,0.039717613699543304,0.4473279802512714,0.22248204126761834,0.20135831694993353,0.6418673345478025,0.5024532872194409,1.0,0.7342774315505003,0.17515875736113856,0.6713171207222818,0.6567958575828945,0.8219831389580726,0.7193896855733354,0.6576929822217494,0.019925766683030494,0.6873304822815348,0.7352428629699681,0.6257887163104717,0.6104896461161141,-0.14361017449069585,0.5797484235885878,0.3239372314524824,0.5697013753952057,0.40655247538544137,-0.255845585972059,0.26030806906758064,0.043661495896669664,-0.16541819352054662,0.4341328158448733,0.6394338824104376,-0.01262777405285035,0.2207185512070413,0.6363049452540701,0.7468834856641167,0.6619333840115571,0.4615445832660721,0.059111392543797776,0.7831240174639281,-0.16436628491257546,0.4225093169695748,0.05556018187258675,0.09268352556981473,0.7561714467116538,0.003884021934725797,0.5902221125532306,0.4996155095745346,0.531227842196703,0.2540695693800979,0.08722769393829875,0.4529092699597992,-0.2492200026918394,0.713250676346954,-0.26706964563737445,0.5332803135416493,0.319573523514002,0.22098068271868276,0.6096183181873239,0.5100613340273268,0.7146046306354695,0.5075794002701722,0.6892144611498855,0.7665204358347285,0.324449084641651,0.5485716905709351,0.6823567952657896,-0.006209340288290665,0.42036536994528595,0.1505276415526882,0.0705465470614741,0.4273594831082409,0.6657288420466495,0.012801040842463772,0.6241217030194297,-0.1000269553525448,0.33546178060291415,0.2852416417030234,0.5049533133495471,0.09273272096182142,0.5068234442487359,0.4751475983713206,-0.3239758178207279,0.4234568116118697,0.8174798922566809,-0.085530508061018,-0.19374783239579182,0.45082424954671535,0.45328808031251167,0.7220373648747095,0.05496945405302243,-0.13543852399796422,0.322310210612003,0.0024294734328242943,0.048106915987874276,0.3914046936565173,0.4827937545680658,0.32636627255934486,-0.16131597182935875,0.5330108225821087,0.7130796884015981,0.6489912182066477,0.2629236649935079,0.7162121542822056,0.4078043568791653,0.05954223194823493,-0.11994669469536318,0.4118852754265417,0.7239493941091161,-0.10292347347654172,-0.11282502368825004,0.7051318689545079,0.7121014663218506,-0.08874225962358014,0.5572762028949443,0.6827699780670256,0.28105074063950336,0.6383886665555693,0.2573144667065776,-0.003016683697268827,0.8283667416314252,-0.05957982392698397,0.5717725296274346,0.011048817927424745,0.06365372856301588,0.5929968425996526,-0.24756669027564918,0.7496689251848663,0.8198311529030052,0.7150018606144666,0.21678913625965138,0.4365784440017
Cingulate_Post_L,-0.01394087577097953,0.5611180804321982,0.24168597680764684,0.04330986989412184,0.7759950083808277,0.5363134173333182,0.7342774315505003,1.0,0.2632981511833105,0.6851966457758896,0.880915201410724,0.8229467409751423,0.6757827744355096,0.5790461182605995,-0.12493548821669437,0.4967474327033297,0.6336570987028917,0.7301938992535089,0.68527803267347,-0.06957988570077167,0.4838365363471421,0.16263607353421533,0.7458400036893114,0.49315844941084663,-0.33101459083569806,0.5980737626379069,-0.02483010177142154,-0.20422400395595736,0.4579864689558142,0.8531610569699168,-0.2798043366604124,0.16636753575897176,0.48605519423303445,0.8149034172406892,0.6389716195958504,0.5521438358901364,0.2057335301076611,0.8340524597268998,-0.09839511602722756,0.18283853164458314,0.1447812929796526,0.10679664775875497,0.7095509001626863,-0.07241996396950917,0.711506378119005,0.23881924001327834,0.3674988551390818,0.011952725104966892,-0.2065257135221501,0.5056758969822994,-0.2515901803538244,0.7167426192741896,-0.24000555652209776,0.5058291132546993,0.34507848999508295,0.1745999012228041,0.671884877697889,0.6065164722602275,0.7927805063653622,0.43119212421789666,0.5184556372296232,0.7592198998824568,0.1664001183047513,0.5555655411299029,0.7575750784662468,-0.1488433609052051,0.13651416921727724,0.05600798698542142,-0.09710521884343715,0.5316857104950798,0.7094941634456429,0.008252135537074198,0.6972304921173405,-0.18249532706221244,0.38001746380199775,0.3788520523741096,0.45504438466495156,-0.1426368584796679,0.5738582744248005,0.5328637703838907,-0.4094738240030459,0.1957897665200077,0.8625416050897907,0.019161470121800993,-0.17683892885263608,0.4918018023211028,0.6347882244547914,0.8256213189882458,0.13771100096722033,-0.1811451089992012,0.284302751192621,-0.258433338907936,-0.2288898129107934,0.1443854336898563,0.3940545319279121,0.1802702890253358,-0.2438948599749372,0.67235892812674,0.6581908469987428,0.4654590307989071,0.31216147725749893,0.7888559287889764,0.2171707716198478,0.20216931790519393,-0.049009879019120045,0.3826509134388846,0.727939756249988,-0.007722766328550279,-0.15324779298497448,0.7077811773903085,0.6894235907906039,-0.057428937233850647,0.6418571964475398,0.7280320419869472,0.23651837128516898,0.767283325124641,0.26555657314945075,-0.0012410102289563494,0.792633772442756,-0.05518777202784566,0.7139947583647897,0.06219159923873617,0.1343263896318252,0.6672767650998568,-0.27094934959389616,0.6976338535588551,0.7929236691898062,0.6847198198827616,0.3742704187187923,0.40355222913977384
Lingual_L,-0.32101095931560925,-0.39625507009451905,-0.4247544239642212,0.4890305470346782,0.07874939218102887,0.04430546577131567,0.17515875736113856,0.2632981511833105,1.0,-0.22934502865338244,-0.020575818215229368,-0.013428081515860212,0.13547707932584835,-0.19869706684866031,-0.08351503426737981,-0.08511687645111024,-0.1834433454992073,0.23120446346807186,0.07382631833536764,0.6268946393290732,0.3547580018820295,-0.7117369125722864,-0.08726346032316713,0.6782489340002977,0.27658975068008873,0.283913815634535,-0.223510204169469,0.643612926973665,-0.5102599642516754,0.3083752539683171,0.24970622566257272,0.8102315631632704,0.11852010305622042,-0.02232092858489774,-0.22369893813421293,-0.38047371241887684,0.9444233414277596,-0.021101179646335563,0.742862560247718,-0.19192325624293696,0.824385953864954,0.8547569768147166,0.2757601229845269,0.14719822098854468,0.2306846808844005,0.16090539049739036,-0.27081922157319677,-0.019716990811354203,-0.08477618038841903,0.0071777970080456515,0.5463396034195374,-0.26256652317557444,0.7341232808802962,-0.4777166171256463,0.5307397729588121,-0.15330371331572154,-0.07743209732774044,-0.25049761714033414,-0.0443872720844364,0.25893161335048986,-0.14020292533497988,0.28129507141099025,-0.23520897278934544,-0.07596808815912073,-0.15672768979292984,0.553169343360577,-0.38807675026291527,-0.3040212140580014,0.5879542975140231,0.556644250284433,-0.17303336592431948,0.010250728676824751,-0.15924206434469518,-0.047486432040923586,-0.2758469232027831,-0.4995767099856672,0.030605305689429343,-0.4025408976456837,-0.4056435431553282,-0.34442012615534867,0.3160771923478807,0.022372579782139305,0.04563751784920818,0.8822355689693833,0.6884995762508672,0.7888601611228058,0.06841681421763832,0.10068361197694499,0.8972850017057876,0.6983162434471647,-0.008756890378600786,0.22038522481033157,-0.6688940685334481,-0.4621460217662472,0.4109418488547538,0.4199905531936514,0.16472564477385507,-0.24074875348716307,0.32259270610965374,-0.34283464652171897,0.2796648606354073,0.1439174107425777,0.13444018138897018,0.8318855784513577,0.7791691901038102,-0.4147593192149878,-0.2680594691734482,0.46919227049211765,0.6342339056280273,0.09054146958166996,0.5559641999617846,0.6348267624986245,-0.2856255357614397,-0.07658544982786096,-0.5792670561470264,-0.12013272347075699,-0.018001782171239794,0.8467861184673753,0.08416963681638749,0.7952194133662379,0.1120886137017947,0.5288360208872727,0.17767775398446503,-0.3780026876655659,0.2566889254115405,-0.28026107807025386,0.04170840641473953,-0.05151701613010139,0.9440752710522803,-0.10670871750882374
Heschl_L,0.22315382244882287,0.7279463146060097,0.4249440404306975,-0.03641006010228545,0.6586512383104284,0.5371286332087244,0.6713171207222818,0.6851966457758896,-0.22934502865338244,1.0,0.72283864111446,0.7694613388711361,0.5873904734841416,0.7611110150106072,-0.030172069730455275,0.5423823307197818,0.6812457045084259,0.5882244692383319,0.6460455348408891,-0.33037218924664985,0.40209646843238644,0.554341709368226,0.6391503115131029,0.19115724752748253,-0.43207876780493376,0.33751963014776226,0.277681262522281,-0.42002243968638153,0.6837376865804882,0.5248309855816734,-0.2686031649700358,-0.13951395533272412,0.5249888805696538,0.8399101018332202,0.7989385949471411,0.659207143194549,-0.3104206316650775,0.8325860950477882,-0.4021404565125365,0.2740615540548785,-0.30562229199162133,-0.3122169432949221,0.5900825115203021,-0.13192705359682924,0.5703189111095512,0.29838829066847733,0.6027391169210379,0.030551232625266593,-0.053265357962914775,0.43697598680132793,-0.4711499061828769,0.8138112469373724,-0.5951680845867687,0.7928978449161204,0.11247940910570829,0.2090230388189292,0.6500069757118648,0.6544318150346106,0.7488576313642376,0.33666476722209593,0.6387308923771506,0.581363649871162,0.28813528982126785,0.6287263772583355,0.7866027075755194,-0.3595724468312857,0.3543143258014106,0.2891585319015836,-0.260945658501426,0.2497755178517047,0.7870418606271722,0.055039554917973646,0.7565542474631984,-0.10400428077387547,0.3649438473921449,0.5115716268882805,0.46014276952394106,0.17018795450420435,0.7398612388898239,0.6632642495355137,-0.47915882169246393,0.2430279105099783,0.8105191529116682,-0.4309546027152056,-0.4440156533337621,0.16445151182685774,0.4830956358914386,0.6513611497123216,-0.29202419325813045,-0.49477637277767783,0.41594571407104375,-0.29246643725607196,0.16008534030903668,0.44667455811593115,0.24056752616862878,0.07634467201263924,-0.18449883837375022,0.7367929008813346,0.5376286659130328,0.7227249668080232,0.0978050013028268,0.56965632189545,0.13543125927395347,-0.2842815720316412,-0.38232948865522337,0.5545205586524504,0.8613300060512236,-0.13114524946382847,-0.3593072953333193,0.5937016595011493,0.394697028014684,-0.4368268753211917,0.7256585695908658,0.7595069411538747,0.5601189790119891,0.7165266632965565,0.3467138719349867,-0.42273188471269196,0.7762783066038546,-0.39323716357604366,0.6305273822450279,-0.13297669374304055,0.02195829948234217,0.801103004528414,-0.3261665183327372,0.844956190556936,0.8074324740080727,0.7120316488209931,-0.1523784726935947,0.40211324842907414
