,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pr_L,1.0,0.31657553835742147,0.15354598479643375,0.18112126414307056,-0.014956492008270577
Thal_MDl_R,0.31657553835742147,1.0,-0.21130858299344144,0.2034296024665703,0.2646688171077121
OFCpost_R,0.15354598479643375,-0.21130858299344144,1.0,0.31610107463006154,-0.373870178770682
Temporal_Sup_R,0.18112126414307056,0.2034296024665703,0.31610107463006154,1.0,-0.26007236219883584
OFClat_L,-0.014956492008270577,0.2646688171077121,-0.373870178770682,-0.26007236219883584,1.0
