,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_R,Thal_LP_L,LC_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_sup_L,Olfactory_L,Thal_MGN_R,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_R,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_R
SN_pr_L,1.0,0.31657553835742147,0.15354598479643375,0.18112126414307056,-0.014956492008270577,0.045796836174279126,0.3231414452567696,0.011653455713850994,-0.04107409541332834,0.3904528463017729,-0.020763252294089603,0.15666772953793917,0.3037720705778864,0.17068694545536034,0.2926725369690547,0.10144944255018505,0.4531469167596638,0.04011466350526482,0.4749755518606706,0.26102940248373946,0.16488677847985134,0.04721494817136755,0.24896015525998264,0.3218136747131868,-0.14046815763004192,0.11594834608999074,-0.20921293493745508,0.15566087220332692,0.2397614609798641,0.275337165522633,0.07455305660616396,-0.005752121384161532,0.23712161502623838,0.16914685192513274,0.33336741935168956,0.32381561761552813,0.23906977328103274,0.1593271360104566,0.05926212571592987,0.28785647047527924,0.05973030206929539,0.40660800707009837,0.5495939998914051,-0.029611175672786202,0.09653525268323156,0.27733676255224665,0.36428216475996783,0.22930845938275343,0.279732827590378,0.4560940659823342,0.2629236649935079,0.16249894518332153,0.5672298635642776,0.006178632031347866,0.3181747918107926,-0.0053215953523904295,0.3019720128562046,0.5045392145115779,0.2187346341691903,-0.16222713721479418,0.2796648606354073,0.15832813742099872,0.22013024494061412,0.21492580702739308,-0.05222139120167657,0.21054542142956992,0.5776977255669737,0.11456452886971703,-0.0793272167724248,0.14082874709759888,0.028982479594480064,0.12852116483752438,0.308627319550879,0.4696734120643293,0.27790688776088596,0.31216147725749893,0.06600190146046793,0.2793945753544929,0.37620316677586724,0.10812860688821037
Thal_MDl_R,0.31657553835742147,1.0,-0.21130858299344144,0.2034296024665703,0.2646688171077121,0.6308403704993111,-0.1299600238646553,0.19407285905781535,0.00877843060560584,0.4210776876654171,0.24009749563275418,0.28239285875859027,0.6275452203078032,0.6150479012395527,-0.16930006143064708,0.538618630343685,0.6872978921713129,0.5540987954061628,0.5387503298392733,0.6797332572070778,-0.33080311046649763,-0.25678134370618744,0.6668268732554639,0.5520388666562465,0.38869273092308815,0.6188200880640741,0.34276662854370665,0.2730366090840851,0.5483354020213262,0.34275893258070866,-0.16821608587738396,0.5760271877179187,-0.24341348722237882,0.5492199219754564,0.699187746214287,-0.025628266708131058,-0.18084561466875948,0.23260360002735117,0.5397187589681282,0.6995433663195423,0.6749473815089629,0.6935135481510328,0.2002484745251436,0.38649311795109037,0.4603125847156801,-0.08555552422311076,0.5969741513012882,0.6852777151355176,0.22340473630629504,0.5585823142563757,0.691021403115277,0.7128196440666869,0.5131675589804364,0.3641478723002262,0.39189675378736555,0.5453093694077092,-0.19452890308144202,0.7243224829797344,0.5800380636287286,0.3090025614456478,-0.019630959588244686,0.3044567861490089,0.10507152772605916,0.2464240674396082,0.4633365986090473,0.5398236561070419,0.3300051456493849,0.6215743886702683,0.4193287417707025,0.5300195064325787,0.6555121845050504,0.38026911095209454,0.5225107219753373,0.023175270645673283,0.5268186221701678,0.600893965864684,0.48728421817294804,0.710644095808242,-0.08251951869827519,0.6102769037879529
OFCpost_R,0.15354598479643375,-0.21130858299344144,1.0,0.31610107463006154,-0.373870178770682,-0.32059552699482385,0.6580692186475968,-0.28516431904556827,0.46002070131064193,-0.3868083744096975,-0.4066209689736066,-0.2778843595202972,-0.20155478777211316,-0.46562116420377403,0.5437597970295128,-0.48056867000116704,-0.4001283111177044,-0.5211949407249572,0.08094161413852949,-0.16495852924850055,0.7130905115887265,0.5185543997559613,-0.44656899092502667,-0.2702395683066771,-0.5643896030348422,-0.5964357913976822,-0.19362136252460999,-0.39402200824626565,-0.3783813593692102,-0.021772975846764502,0.6163688498203689,-0.42759385915122333,0.6032832870294617,-0.5773876241615776,-0.412918755358285,0.48455929084115285,0.662120429401136,-0.05080693731234362,-0.6120226333579684,-0.35634695294302315,-0.5120878400922947,-0.3190637608046667,0.0011687051210011905,-0.0535195339457129,-0.24336699937989278,0.3635340045163698,-0.4639958009108182,-0.4620114034623837,-0.206187820807298,-0.17095035377406848,-0.2492200026918394,-0.49748578132925325,-0.2516682420070069,-0.36032954996922834,-0.0030134306016218523,-0.5740554236565829,0.6647267352093779,-0.28261572664861556,-0.5133150916449274,-0.09941047046645969,0.5463396034195374,-0.07358777857266491,0.28200552046615723,-0.19427425256174086,-0.6318105964285845,-0.09561796050821791,0.011893650235476323,-0.3768592844586356,-0.6403743466675181,-0.29839660225806885,-0.4772080927200274,-0.590142617109704,-0.053566585426771826,0.4577062529901929,-0.28681229269257325,-0.2515901803538244,-0.22000690542043005,-0.41292044517918586,0.5230635908521611,-0.44378483731327706
Temporal_Sup_R,0.18112126414307056,0.2034296024665703,0.31610107463006154,1.0,-0.26007236219883584,0.14995020524196379,0.6206181613906291,-0.19149012228456977,0.58023654624629,0.39537594349572674,-0.4075849670215821,0.27580940791740705,0.042814565977820504,0.13659552833783303,0.5194175533289141,0.24031156736327255,0.20942150274462037,0.09804145570075315,0.6940444716837341,0.3885962713103132,0.4348175259212309,0.31723768981688266,0.07166495259989619,0.22192901313668345,-0.45680396990174876,0.08972557801534721,-0.01973755014218946,-0.1412934247970462,0.1730762469833108,0.42030928929538325,0.4952995998346429,0.06580721651286474,0.46133828140609745,0.10846311475626465,0.41444546926420534,0.4871613666809896,0.5096560667588645,0.11579802055762006,-0.1354415935376444,0.4057060082614372,0.13897541369043107,0.3516605796825903,0.0748425900465159,0.4347779924380682,0.4960339296580568,0.09773988647154337,0.17927137201452895,0.1596283206984234,0.18772907702760266,0.35891179030694903,0.45082424954671535,0.15684548620287334,-0.07562562068831455,-0.22102127353468845,0.49842953549069435,-0.03295772441774335,0.5352706699427373,0.2842836824249647,0.019197556949070334,-0.26539803788914906,0.7888601611228058,0.4734835257939019,0.35682644840916444,0.27549061040916784,-0.06915215646103134,0.6068942861717785,0.503659182152003,0.09950261495626234,-0.07916602369802175,0.3230645050002962,-0.06063043611968744,-0.025455512107904425,0.32939814254038396,0.5461446396126521,0.23835688735196264,0.4918018023211028,0.24485333408955168,0.26538107691937446,0.347682860845998,0.24595339425258347
OFClat_L,-0.014956492008270577,0.2646688171077121,-0.373870178770682,-0.26007236219883584,1.0,0.33277368495478005,-0.5115765992283675,0.29491813869994027,-0.33465797372824574,0.20170487108081486,0.3045018503996993,0.18610820888236254,0.19846082963405295,0.3887055071461859,-0.34039133515933284,0.45279492396097165,0.42667724035319915,0.4789184058733424,-0.054152462379867504,0.12203550282731701,-0.5341316987225135,0.04364237789047288,0.6639229948093247,0.2084031717879795,0.4995342229645595,0.4566654274255687,0.21772040084921115,0.3793967048489272,0.42519358305517496,0.1275572345263081,-0.6532581790462518,0.38621931147726696,-0.4209151501910611,0.4548680505301642,0.3336947364890194,-0.4391127099440647,-0.4439513819709859,0.17343315708117335,0.5689380100613814,0.4325128613123777,0.5760904654103511,0.2238208938987457,0.2131837877295783,0.06235089104121252,0.2635465715877776,-0.1388833162611969,0.3924495685745837,0.42394369035420365,0.1692225944438978,0.027195222766295185,0.09321000499842151,0.5573354681921723,0.26396489206526036,0.39003740879597576,-0.0006380702663223715,0.5609561042144358,-0.4560317010525584,0.18557678253875795,0.5299167800339957,0.19526268745867265,-0.5038847899097182,-0.0035342067150612847,-0.15497767895794176,0.06585779143240512,0.5134738820149642,0.17000218807511683,0.0011901523587106758,0.4352106535432913,0.548427574515606,0.2235791344845075,0.630533740910316,0.24689985114799978,0.07244725928440561,-0.329822849221478,0.3409189788051348,0.20122189322618533,0.30723518598484384,0.3535879496325475,-0.13410385163481778,0.21315647412769664
Heschl_R,0.045796836174279126,0.6308403704993111,-0.32059552699482385,0.14995020524196379,0.33277368495478005,1.0,-0.3282753917740242,0.1919232770024844,0.1712457261223316,0.383322170876504,0.32353117902983913,0.39503072446012266,0.6677517210695412,0.655108877204214,-0.3117125655544369,0.6262263259068125,0.4867378068122432,0.6439748374280639,0.40541948442539766,0.662270689634304,-0.5279531574232021,-0.24324225133482083,0.6845925627063196,0.6003311174410831,0.5607095887713275,0.7643665106061489,0.3506283955643687,0.37608937192415015,0.6228397201192393,0.33142170860690107,-0.2904160342070364,0.6477053060107132,-0.39268835482256687,0.5729226566871463,0.7112091228931605,-0.17220471087917272,-0.24750038516323716,0.40301871346459894,0.5880736109186092,0.7750515428579896,0.8139030988147137,0.5043184449565903,-0.12587186399623548,0.4271396755855673,0.5326641153765153,-0.1478494820977762,0.5749029458150345,0.6958531917796069,0.19800975140740695,0.20716532149901726,0.6803690450359963,0.8058310513850147,0.27532168087902226,0.42741331398735344,0.43581647600327245,0.6156914970032303,-0.3382179372023723,0.503564091926369,0.6486527028011096,0.32650135612924175,-0.22868327534091495,0.3294736151772108,-0.14796377374163053,0.15062855625915977,0.5316053426768468,0.5536861940137066,0.08118577385103758,0.7355014225363432,0.5979479911318745,0.49496026226421463,0.7661005002620266,0.23145691726517442,0.5652777535091831,-0.32982175781221684,0.5990578792838738,0.5878518846451136,0.49835370309562127,0.7098274599042621,-0.15233190568654123,0.6525653107560159
Cuneus_L,0.3231414452567696,-0.1299600238646553,0.6580692186475968,0.6206181613906291,-0.5115765992283675,-0.3282753917740242,1.0,-0.289780159282068,0.5409357233896831,-0.08117568103984502,-0.6734097272896993,-0.011639097912438355,-0.1949512793467678,-0.3043596709911618,0.8045777533382458,-0.4567763531073002,-0.14405661782477308,-0.5729152386453402,0.456858096566776,0.05900335411121514,0.8864214830336726,0.4887953666453244,-0.39390006810226535,-0.00830177136923285,-0.7853984144705801,-0.5341069263727276,-0.21671643072999458,-0.28013609251486765,-0.15660868072415815,0.24550147923079021,0.6903630012109857,-0.5198458885020498,0.8749309709205818,-0.5191692154334583,-0.16377826156723216,0.7596772301216265,0.8179122987643411,-0.07461825625729182,-0.7040095453848692,-0.20801821689766833,-0.4906739215617756,-0.04664096303941132,0.2585119175462774,0.02842992863587089,-0.18539457417658176,0.5601469284836259,-0.2764502956976655,-0.4505329301573251,0.018606110990492662,0.19734121429676418,-0.003016683697268827,-0.45076035954671356,-0.15796073610990202,-0.43716054609876903,0.17516649356808067,-0.6208097186768492,0.8861318354722676,-0.006412519928256545,-0.4035363005360265,-0.2502820188089606,0.8467861184673753,0.0753800828539501,0.39948938753664187,-0.08839389968783988,-0.6181958773192618,0.04611353579036766,0.32163613145108755,-0.4226377236397155,-0.690324947693898,-0.19104948323449022,-0.6015626059308691,-0.3511396066359594,0.18445946384413212,0.7976452062624165,-0.17593997659288113,-0.0012410102289563494,-0.20232167012636598,-0.21026509604053825,0.5979242474584007,-0.31166457206241177
Occipital_Inf_R,0.011653455713850994,0.19407285905781535,-0.28516431904556827,-0.19149012228456977,0.29491813869994027,0.1919232770024844,-0.289780159282068,1.0,-0.09006912399983179,0.05977522815315139,0.12704104423400062,0.158746535747113,0.19357628828741077,0.26645548633245597,-0.20112467041795806,0.1224718213270586,0.18666182481253407,0.1345533646824501,-0.08281980240352564,0.08063679587943161,-0.3307110442720919,-0.09816170587470778,0.2259812700277668,0.19670012172978502,0.34816364066934874,0.18145215223533867,0.10857175121049975,0.29187028349337313,0.29508727917099414,0.21053819904518375,-0.3503289368968116,0.11815569748420067,-0.1750791663807604,0.15493609287362545,0.12429348546621313,-0.09906167125402979,-0.2008996995951415,0.0925454014575352,0.2114281084135509,0.11549090531460098,0.1945696366829092,-0.029065412657952563,0.105787727677788,-0.0007362009864802813,-0.09590444389539814,0.0129536079737666,0.1751656728166371,0.10690508161371623,0.18312791284952962,0.02642712735765119,0.039717613699543304,0.20152879330583223,0.193530624519397,0.06908972354287558,-0.005134996722529676,0.17160538869224562,-0.2444567612155503,0.15215432985950675,0.3491074456495851,0.3109331385264828,-0.32101095931560925,-0.017235446483565894,-0.21814613276130726,-0.1482009016580834,0.16771069153145035,-0.08778520305952243,-0.06908672038890408,0.14502230671934652,0.16386408062288488,-0.020493649175266315,0.24227455277913695,0.11812446953091084,0.16210341881007087,-0.21835739099532508,0.18671938639398136,-0.01394087577097953,0.15228807226118676,0.25224071978034407,-0.09553129897522548,0.1513646734234915
Temporal_Inf_R,-0.04107409541332834,0.00877843060560584,0.46002070131064193,0.58023654624629,-0.33465797372824574,0.1712457261223316,0.5409357233896831,-0.09006912399983179,1.0,-0.12722921344108187,-0.4671472341028799,0.09565280715773532,0.15598116012292632,0.017153772733598287,0.48321830816889316,-0.1350031789760531,-0.24713420647152776,-0.21293448968367523,0.36634672644430655,0.24691241427013447,0.454261334693263,0.3523819553035983,-0.23422029225823335,0.20349048904317696,-0.3301248937758284,-0.14664193538882406,0.08518743891253878,-0.03561541448556883,0.07656534065005025,0.37898950122867997,0.4596227174784222,-0.1630832985533059,0.5233936682950444,-0.313577283255743,0.010768207074798737,0.6142246137065857,0.6426145687694783,0.13456381640164333,-0.4473374794317464,0.05632719166320891,-0.06324895107771968,-0.051891178272052904,-0.19745346263759853,0.38836984928680707,0.018710478079770273,0.3634592643184783,-0.11847347407914843,-0.18210013564843336,0.04282293581910176,0.01939528787040778,0.20135831694993353,-0.07745893202615504,-0.3487365741057914,-0.19774846162934712,0.351336611526543,-0.32603136438973784,0.5256821586955095,-0.03129495449435703,-0.11644203563483507,0.11238836687196405,0.4890305470346782,0.3503472449600676,0.23872072444089848,-0.2706057554891329,-0.3629974416005355,0.20916646576252945,0.00986320519606401,-0.0020045220044875834,-0.38005245189655334,-0.13172918650758902,-0.14540266856419543,-0.3529193957456745,0.34883065873156616,0.23325690739988328,0.08949600172386749,0.04330986989412184,0.0006078366576905362,0.014802976729607573,0.2804994332632906,-0.08612403544361776
Red_N_L,0.3904528463017729,0.4210776876654171,-0.3868083744096975,0.39537594349572674,0.20170487108081486,0.383322170876504,-0.08117568103984502,0.05977522815315139,-0.12722921344108187,1.0,0.26336667950161124,0.4667192359958518,0.2993762153750324,0.516066016185868,-0.13253976838444276,0.6889702531288837,0.7736710741801204,0.581848952147979,0.5861688233845997,0.393401811607267,-0.2504689109650384,-0.28449878922988814,0.6436649006018048,0.3849735590210234,0.17321288164994694,0.6785570431298265,-0.01765444421346676,0.2344174044422647,0.4565581496231246,0.28843453460238905,-0.20423646846608687,0.4266635000784194,-0.20733658458174464,0.7590308259038994,0.757677131525563,-0.08129044939038432,-0.20350606341875496,0.29548149983834066,0.5836212909454372,0.6650330326416598,0.5398177353204543,0.6640428111877924,0.30122844191335185,0.24611820048554484,0.6352144424468296,-0.23948605067268544,0.6726321225727866,0.675562005700207,0.41223729781107754,0.4172253921440094,0.6257887163104717,0.6138617663996174,0.5119577503315917,0.09994615700703852,0.5236773691879244,0.5165977656346721,-0.14098488919790977,0.6580179892190373,0.5084312231691693,-0.23329743338072675,0.23120446346807186,0.47540634549451327,0.09497274346705263,0.5991626666690761,0.4712158688870354,0.529935821437175,0.6942000887571539,0.5266762006049717,0.54231920592141,0.6401599877105415,0.38240546910637485,0.3575812419795714,0.35204783468552137,0.25459519588613083,0.5025055393672483,0.7301938992535089,0.4676925696742809,0.5811396112464301,-0.0612035871469461,0.6399295921645705
