,Cerebellum_7b_L,Red_N_L,Precentral_L,Cerebellum_7b_R,Occipital_Mid_L,Thal_VA_L,Temporal_Pole_Sup_R,Thal_VL_L,Vermis_7,Temporal_Pole_Sup_L,Lingual_L,Cerebellum_9_L,Fusiform_R,Caudate_L,Vermis_4_5,Frontal_Inf_Tri_L,Paracentral_Lobule_R,Angular_R,Thal_VA_R,Vermis_9,Thal_LP_L,Frontal_Med_Orb_R,Vermis_3,Frontal_Med_Orb_L,ACC_sup_R,SN_pr_R,Thal_PuI_L,Pallidum_R,Vermis_1_2,Vermis_10,Cerebellum_6_R,Thal_MDl_L,Cingulate_Mid_R,Occipital_Inf_R,Olfactory_R,Temporal_Inf_R,Cerebellum_Crus2_R,Thal_MGN_L,Frontal_Mid_2_L,OFClat_L,Precuneus_L,Temporal_Pole_Mid_L,Pallidum_L,Rectus_R,Frontal_Inf_Oper_L,OFCmed_R,Temporal_Pole_Mid_R,Cerebellum_8_R,OFCpost_R,ACC_pre_L
Lingual_L,0.42310504864865833,0.23120446346807186,0.09054146958166996,0.6884995762508672,0.14719822098854468,-0.07743209732774044,0.04430546577131567,0.1439174107425777,-0.7117369125722864,0.27658975068008873,1.0,-0.4025408976456837,0.8972850017057876,-0.15672768979292984,0.9440752710522803,-0.09266743013147614,-0.1834433454992073,0.24970622566257272,-0.07596808815912073,0.6268946393290732,0.5055665741199848,-0.4247544239642212,0.7609925819542076,-0.052191740644956956,-0.2856255357614397,0.25893161335048986,-0.08726346032316713,0.07382631833536764,0.10257122097481221,-0.5792670561470264,0.742862560247718,0.5307397729588121,0.04736075127595402,-0.32101095931560925,-0.3901108006310019,0.4890305470346782,0.643612926973665,-0.22186693843032188,-0.3249064133408323,-0.5038847899097182,-0.14020292533497988,-0.018001782171239794,0.3547580018820295,-0.38047371241887684,-0.0443872720844364,-0.223510204169469,0.16472564477385507,0.09640871491669609,0.5463396034195374,-0.5102599642516754
Cerebellum_9_L,0.051974063835859466,-0.23329743338072675,0.35545508125950087,-0.2096609919155248,-0.37875608519536835,0.021134667309270792,-0.009998892525542688,-0.12231844921221113,0.5026235686955753,0.1289567815354169,-0.4025408976456837,1.0,-0.42433664704439195,-0.020140726258616126,-0.5337883082452771,0.24455472677552953,0.20705921573270222,0.05654871158599093,0.180551108116148,-0.28022736663205494,-0.3290585288395606,0.1114949549683532,-0.1660288934506986,0.16942587112548796,-0.0019897140416808377,-0.10391566119026775,-0.007638305613425403,0.029566979711175584,0.37317643267174105,0.19626488232156836,-0.22237063671816032,-0.07038752064353586,0.017977220607696444,0.3109331385264828,0.013285760642865038,0.11238836687196405,-0.07685503028165756,0.42840343359669975,0.1856782940913502,0.19526268745867265,0.2637969025272241,0.07963640698847721,0.010441936316898501,-0.018829383394042224,0.19046055177523152,0.24531232818911475,0.020788779635361982,0.1200766189825189,-0.09941047046645969,0.24604786914829252
Fusiform_R,0.4236631730016932,0.16517536686945677,0.004042362736410452,0.7570239141049123,0.12933943714980545,-0.11398471190655153,-0.07784083748016248,0.0533472873684622,-0.7823290080621607,0.36586084950520525,0.8972850017057876,-0.42433664704439195,1.0,-0.23077824507240757,0.8928386578222463,-0.16141109365021936,-0.3305992626198227,0.31903763252929596,-0.04254742626296757,0.7754599752344815,0.4202348413450314,-0.4209051059492402,0.8370127567665048,-0.19797428214400423,-0.3102747792192728,0.2503743725501121,-0.2190779194706386,0.0054567376038300594,0.1469309126169895,-0.6901063617845756,0.8291708788509213,0.47600416035345156,-0.005649414352382756,-0.31799342538940284,-0.4502209821191456,0.492207296381177,0.7174933183080223,-0.21461699748947638,-0.38780060306922315,-0.520406343918256,-0.22596633463997787,-0.09669835172820261,0.3476175192220318,-0.44444107808263084,-0.1491009476491879,-0.349686592447597,0.22559381628507155,0.08158984474393223,0.5239018834796498,-0.5898972698896118
Caudate_L,-0.6650825660114804,0.675562005700207,0.5476071697495073,-0.5942260423606515,-0.07964957905565691,0.7607418633451504,0.6650749742505426,0.7809509624262126,0.5067588797070547,-0.6213000726268616,-0.15672768979292984,-0.020140726258616126,-0.23077824507240757,1.0,-0.027578642370627886,0.7025157879453633,0.683448977058401,-0.491265357960432,0.5835247202044985,-0.4181873182353692,0.027968665043679904,0.4723107671567412,-0.45652654959214195,0.25578204114150316,0.8959634052270297,0.4009193294139695,0.8145433444225267,0.7894058212765916,0.30076585714298926,0.44730785544235024,-0.501639279649632,0.1334837804588498,0.8587565194287977,0.10690508161371623,0.7692251167069352,-0.18210013564843336,-0.568784383828959,0.5120132278903905,0.8891887474504115,0.42394369035420365,0.5147161232076,0.36165804712066235,0.4365961655204184,0.8019184199816773,0.8201024727175983,0.20058903175021572,-0.24981233560466468,0.3775436002647327,-0.4620114034623837,0.7435953496350033
Vermis_4_5,0.30120107221939735,0.3380852311830933,0.10037996633598972,0.58707000771486,0.13496943642655485,0.022196136104523333,0.10462500328372056,0.26571659028803296,-0.7112686183829472,0.19345000470465787,0.9440752710522803,-0.5337883082452771,0.8928386578222463,-0.027578642370627886,1.0,-0.04269912864167805,-0.1560038208943966,0.1292732958284346,-0.02886051535535869,0.6053673360485453,0.5081893563132791,-0.3596194938723079,0.6824807855683619,-0.09264637929516233,-0.15275558762371044,0.28153413176500347,0.039795507300705246,0.10244146578463881,0.05380207611922908,-0.5149332657327629,0.6646564752854722,0.4714964523366957,0.14228856044869123,-0.32103077705295524,-0.27581653812983586,0.3592003879834995,0.5426007336828871,-0.24312052349399882,-0.23611162019297638,-0.4736537600855156,-0.15460891144486807,-0.09571277898932147,0.30983204427780464,-0.2286133283092651,0.010400968089640177,-0.3431584122963313,0.09675814687637135,0.06304366965054257,0.3850987876975383,-0.44147266232424653
Frontal_Inf_Tri_L,-0.2084165606905802,0.5195358783112617,0.7509703086055951,-0.2748922928752444,-0.2219916975632615,0.6729586483693696,0.4920124461267536,0.7075992719973373,0.38891213032239236,-0.1586503908062745,-0.09266743013147614,0.24455472677552953,-0.16141109365021936,0.7025157879453633,-0.04269912864167805,1.0,0.6825396467488146,-0.11654957665151003,0.6052842820133265,-0.1362973564779671,0.05638548304401866,0.46410965521752906,-0.10745014032229376,0.38407387484879396,0.580851550884101,0.3113539284051938,0.6480849714233929,0.7112811034814418,0.3891012953386749,0.3421963395656908,-0.19727840920526363,0.28654200553773124,0.7390474225338155,0.21136759729082621,0.5604516931937495,0.01988696391503633,-0.17945022568336072,0.6101537642664895,0.8057789120411396,0.5042196707817068,0.654317766672176,0.40099383787118653,0.4918223066807474,0.5565166055955004,0.9137454120550133,0.010641316430611832,0.04257209674217119,0.42673025424320926,-0.3049962199160084,0.49040894437853766
Paracentral_Lobule_R,-0.37485079858483844,0.516066016185868,0.6986204369637227,-0.4529316020420536,-0.09333268533752954,0.672528305009509,0.5389081146032652,0.6841341778677611,0.5505810156584017,-0.32126684955508417,-0.1834433454992073,0.20705921573270222,-0.3305992626198227,0.683448977058401,-0.1560038208943966,0.6825396467488146,1.0,-0.005247483205339421,0.537188380954816,-0.3775392566448065,-0.043225091866714166,0.42194940756922644,-0.3033628165361373,0.3826773486012563,0.6175211276578059,0.3636822041117261,0.6389090551274831,0.6111538483497505,0.3985831233959254,0.559241391148653,-0.4705668900715791,0.05047650741968961,0.7512799312491049,0.26645548633245597,0.512988987821765,0.017153772733598287,-0.38079456285983093,0.5938464084451957,0.7719448559520734,0.3887055071461859,0.8711468746996194,0.34084453232327383,0.42824016251512687,0.5962560690087733,0.7322192224880701,0.13216351907004087,-0.18584922867623316,0.27146412550347426,-0.46562116420377403,0.5932090401532287
Angular_R,0.5968012417515409,-0.18677774116952833,-0.052594118300605404,0.5701450686606121,0.17132004625349673,-0.18615575803516154,-0.26438713136718445,-0.2751515045193058,-0.2984827725179063,0.5543671408531107,0.24970622566257272,0.05654871158599093,0.31903763252929596,-0.491265357960432,0.1292732958284346,-0.11654957665151003,-0.005247483205339421,1.0,0.024360850380199937,0.5067608073836741,0.08899073878494988,-0.31283826618066335,0.604707372027627,-0.12416184733385993,-0.4938087122711653,0.13515902182126088,-0.5491693332977645,-0.2623351913655037,0.1388715909981914,-0.21190532991889113,0.49627226085712045,0.16819991634089856,-0.17876695135122192,0.06985538165638418,-0.5595762895530345,0.4674776324873188,0.5759749321782619,0.06465988648448066,-0.33746375577204907,-0.15121355517612842,0.31762274350564745,-0.026768136240145925,0.23415794380411445,-0.6038268757696267,-0.2581943229204978,-0.14930861038156923,0.3065829980946285,-0.01890149113525891,0.3148349442013365,-0.5112035070364624
Thal_VA_R,-0.2943206068001071,0.5025055393672483,0.5201544229055421,-0.22670754704371934,-0.05604421961846599,0.8168412673346875,0.3762138086942366,0.48199513645338704,0.3709054181206692,-0.1914970268329345,-0.07596808815912073,0.180551108116148,-0.04254742626296757,0.5835247202044985,-0.02886051535535869,0.6052842820133265,0.537188380954816,0.024360850380199937,1.0,-0.06956859858536789,-0.05605573518390243,0.21621520356670393,-0.10746765965879908,-0.033212883725487904,0.5577439402962012,0.3716977330960567,0.3859883395361102,0.604134413790922,0.4402985893375856,0.2940405744652619,-0.14907961701219274,0.12533543189361734,0.6779284695052438,0.18671938639398136,0.3245801672741491,0.08949600172386749,-0.23682228717345305,0.613561520612898,0.6833210707541045,0.3409189788051348,0.5982118904158075,0.29399314958952344,0.616952278145992,0.2745688506170471,0.6394358399622718,0.16850340590780202,-0.07346620374308513,0.4206595371115631,-0.28681229269257325,0.425460292632785
Vermis_9,0.5989110927844525,-0.13253976838444276,-0.008427497121842868,0.8618178559116373,0.017182361276855542,-0.24747174533362037,-0.28883904155617834,-0.12746535183866758,-0.7697812547190869,0.584577767350238,0.6268946393290732,-0.28022736663205494,0.7754599752344815,-0.4181873182353692,0.6053673360485453,-0.1362973564779671,-0.3775392566448065,0.5067608073836741,-0.06956859858536789,1.0,0.2793248525086318,-0.3463218039698677,0.8656476967990933,-0.15663247203468986,-0.47679066106817364,0.04728260567665566,-0.33902525330427896,-0.15268495569359228,0.01061989339227968,-0.6171726257859796,0.8735738750829635,0.4492980553205667,-0.18700566448707429,-0.20112467041795806,-0.544676310440598,0.48321830816889316,0.8231894528542212,-0.16576810855137658,-0.44313981165244964,-0.34039133515933284,-0.17133794456511955,-0.23856220679005175,0.15341221643074787,-0.5655307027579765,-0.24468590337656368,-0.32836546162179636,0.37019277611526524,0.002331334420619652,0.5437597970295128,-0.6538507819067437
Thal_LP_L,0.2657807549275125,0.09497274346705263,0.034269600980733915,0.3085690837830593,0.17638015061507675,0.04199950266452339,0.06248252446320354,0.18783416868788577,-0.40872967019626955,0.05395217574511259,0.5055665741199848,-0.3290585288395606,0.4202348413450314,0.027968665043679904,0.5081893563132791,0.05638548304401866,-0.043225091866714166,0.08899073878494988,-0.05605573518390243,0.2793248525086318,1.0,-0.053540129055855555,0.31398746992557897,0.014565933042905713,-0.07615942776714996,0.1622304737693842,0.05427458475216551,0.17690724326786328,-0.04186813493246303,-0.19144679279925914,0.33273594818769897,0.39862101142963347,0.08041196907820619,-0.21814613276130726,-0.22736565286355073,0.23872072444089848,0.2921467992268593,-0.1892695647010427,-0.1323928619899253,-0.15497767895794176,-0.09691391936759687,0.0021723506616952793,0.1595428177246855,-0.1316526709519879,0.10351480455853981,-0.1433626430102639,0.09595313686977217,0.15381599786978134,0.28200552046615723,-0.29018500802934416
Frontal_Med_Orb_R,-0.3291907883905549,0.09994615700703852,0.2969146272760463,-0.4571080926386369,-0.1372054977915562,0.33264837674929487,0.26500181867841865,0.4308284947218855,0.42547566182292157,-0.33815527567581716,-0.4247544239642212,0.1114949549683532,-0.4209051059492402,0.4723107671567412,-0.3596194938723079,0.46410965521752906,0.42194940756922644,-0.31283826618066335,0.21621520356670393,-0.3463218039698677,-0.053540129055855555,1.0,-0.43389736535506307,0.3783203023904042,0.48415653070449727,0.031834272356875644,0.5114671734817643,0.47350897755110166,0.10616729620131406,0.3831622090078556,-0.46477896194759216,-0.03048275195626399,0.35181390725211537,0.06908972354287558,0.4930046285975911,-0.19774846162934712,-0.4035563659467257,0.3137593019062057,0.511189644598354,0.39003740879597576,0.3021558720281008,0.33356724032451524,0.051527749205797495,0.5181368512817105,0.4388194509505615,0.09025864951127127,0.028913054692709814,0.06438006954666746,-0.36032954996922834,0.4351290997477359
Vermis_3,0.7347056429986334,-0.09041608737770929,0.11044453595141117,0.9018201907232454,0.06198354292964529,-0.28453687693167784,-0.26934502791445575,-0.08667034841179533,-0.7540800999748297,0.6376494884483609,0.7609925819542076,-0.1660288934506986,0.8370127567665048,-0.45652654959214195,0.6824807855683619,-0.10745014032229376,-0.3033628165361373,0.604707372027627,-0.10746765965879908,0.8656476967990933,0.31398746992557897,-0.43389736535506307,1.0,-0.1283335126399747,-0.5487715353310314,0.11219072502359824,-0.3487035931353143,-0.17543794297425472,0.15564174924617047,-0.643353133367498,0.9209997662556141,0.5241480435978969,-0.1546675292380187,-0.23776244671379984,-0.6190349741080111,0.6169923742779821,0.8937788848544079,-0.06729919571612483,-0.48420376869931586,-0.4827372959522,-0.12303192129206292,-0.18722861119522272,0.22638989034903095,-0.6510666138592046,-0.21402755761174003,-0.41541211978729026,0.35154363401634936,0.04933592133177231,0.6306673722426982,-0.6992651112616423
Frontal_Med_Orb_L,-0.1712676210137792,-0.009073269814285353,0.36590292248105627,-0.13245032106477936,-0.1941205874267672,0.04966349575027051,0.22825164652575358,0.33083984819867274,0.2706235686316548,-0.20141531604786206,-0.052191740644956956,0.16942587112548796,-0.19797428214400423,0.25578204114150316,-0.09264637929516233,0.38407387484879396,0.3826773486012563,-0.12416184733385993,-0.033212883725487904,-0.15663247203468986,0.014565933042905713,0.3783203023904042,-0.1283335126399747,1.0,0.27489101069064636,0.0041550659643534915,0.3598094535501992,0.3338938393366961,0.19684614299163614,0.17643511336163764,-0.20535324751917775,0.09535584261190912,0.242734454188973,0.05788460440432605,0.33625730485284844,0.08503201110320063,0.008059446432007933,0.14637776803356495,0.3164572762670926,0.21503891984381782,0.2931007391000352,0.2638101492570667,0.08526593242600823,0.36513910168727975,0.31169915016376865,0.1599368276406783,0.03946697508094049,-0.07367473797933713,-0.0996444877981115,0.34309983424005747
ACC_sup_R,-0.7657541573263543,0.581848952147979,0.4054973347181533,-0.63462463320499,-0.08064679708471757,0.687000879271002,0.5794863639330814,0.6562412152036364,0.5899138033061863,-0.725745066385304,-0.2856255357614397,-0.0019897140416808377,-0.3102747792192728,0.8959634052270297,-0.15275558762371044,0.580851550884101,0.6175211276578059,-0.4938087122711653,0.5577439402962012,-0.47679066106817364,-0.07615942776714996,0.48415653070449727,-0.5487715353310314,0.27489101069064636,1.0,0.3550982759881474,0.7645721457769948,0.7062110858666483,0.3388454307507454,0.4438344870515859,-0.5939486961718091,-0.07588082942479632,0.7929325103953158,0.1345533646824501,0.8232843799630714,-0.21293448968367523,-0.627677859140867,0.4334371880543903,0.8768757442148137,0.4789184058733424,0.48324610169287424,0.3071065408905299,0.3272869839396105,0.8175419434917366,0.6855935980501254,0.23039634022622968,-0.2805662349612605,0.18161566549182556,-0.5211949407249572,0.7964979379758858
SN_pr_R,-0.09587814769124166,0.47540634549451327,0.2499808186860966,-0.029455530123730454,0.09038382485568051,0.38175403456882245,0.3781967509294842,0.3691647072388474,0.02074446623511447,-0.19185594327202984,0.25893161335048986,-0.10391566119026775,0.2503743725501121,0.4009193294139695,0.28153413176500347,0.3113539284051938,0.3636822041117261,0.13515902182126088,0.3716977330960567,0.04728260567665566,0.1622304737693842,0.031834272356875644,0.11219072502359824,0.0041550659643534915,0.3550982759881474,1.0,0.22704119794236405,0.4974651903272891,0.3810157462311091,0.14326970347983145,0.034396018251770154,0.15601330816395195,0.5282313341425334,-0.017235446483565894,0.18394113907172469,0.3503472449600676,-0.02451654460342082,0.3055729323894158,0.3758465321735193,-0.0035342067150612847,0.3541532087321522,0.3510316028658712,0.605957667687509,0.17609334187432737,0.38406899491197627,0.10682037979239314,0.06649735584634038,0.15236556792877687,-0.07358777857266491,0.11948119438103488
Thal_PuI_L,-0.5365148254155806,0.5349983453669486,0.5843336736517073,-0.4819802323765651,-0.1343234812163341,0.6351395788704693,0.5561684247019322,0.8248400847866879,0.3952202711848327,-0.45527022792717686,-0.08726346032316713,-0.007638305613425403,-0.2190779194706386,0.8145433444225267,0.039795507300705246,0.6480849714233929,0.6389090551274831,-0.5491693332977645,0.3859883395361102,-0.33902525330427896,0.05427458475216551,0.5114671734817643,-0.3487035931353143,0.3598094535501992,0.7645721457769948,0.22704119794236405,1.0,0.6984175521519616,0.20219577843121306,0.34198138543219686,-0.415602245393512,0.09256308276864642,0.7109001762346313,0.09307555557518536,0.6271100741334272,-0.15807472418533328,-0.4195991277505414,0.4074445650845371,0.7308752356940748,0.28364003841486474,0.40685054630485185,0.2660713809704378,0.19982850524641282,0.7275814831654495,0.7203143078659316,-0.026215851732597155,-0.1471737013933464,0.2902422463535897,-0.390150927116115,0.5625739752514713
