,Cerebellum_8_R,Caudate_L,Lingual_L,Temporal_Sup_L,Frontal_Inf_Orb_2_R,Paracentral_Lobule_R,N_Acc_L,Angular_R,Thal_VA_R,Frontal_Inf_Oper_L,Red_N_R,LC_R,Amygdala_L,Thal_LGN_R,Cerebellum_Crus2_R,Precentral_R,Cerebellum_Crus1_R,Thal_VPL_R,Parietal_Sup_L,Thal_PuL_L,Thal_MDm_R,Precuneus_L,Vermis_8,Frontal_Mid_2_R,OFCmed_R,SupraMarginal_R,Frontal_Inf_Tri_L,VTA_R,Frontal_Med_Orb_L,Vermis_10,SupraMarginal_L,Thal_PuL_R,Angular_L,Rolandic_Oper_L,Lingual_R,Temporal_Inf_L,OFCmed_L,Rectus_L,OFCant_L,Vermis_3,Olfactory_R,Cerebellum_3_R,Frontal_Inf_Tri_R,Olfactory_L,Frontal_Sup_2_L,Insula_R,Thal_MDl_L,Postcentral_R,Occipital_Mid_L,Precuneus_R,Cingulate_Post_R,Cerebellum_3_L,Temporal_Inf_R,ACC_pre_L,Cerebellum_7b_L,ParaHippocampal_L,VTA_L,Vermis_1_2,Raphe_D,ACC_pre_R,Thal_PuM_L,Paracentral_Lobule_L,OFCpost_L,Cerebellum_8_L,Hippocampus_L,Cerebellum_10_R,Thal_LP_R,Calcarine_L,Parietal_Inf_R,ACC_sub_L,Cerebellum_9_L,Thal_IL_L,Putamen_R,Vermis_7,Cuneus_R,OFCpost_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_R,ParaHippocampal_R,Thal_MGN_R,Frontal_Inf_Oper_R,Insula_L,SN_pc_L,Parietal_Inf_L,Cuneus_L,OFClat_R,Occipital_Mid_R,OFCant_R,Frontal_Sup_2_R,Cerebellum_6_L,Precentral_L,Hippocampus_R,Cerebellum_6_R,Red_N_L,Cingulate_Mid_L,Temporal_Pole_Mid_L,Frontal_Sup_Medial_L,Thal_PuA_R,Thal_MDm_L,ACC_sup_L,ACC_sub_R,ACC_sup_R,Cerebellum_10_L,Temporal_Pole_Sup_L,Heschl_L,Thal_PuI_L,Postcentral_L,OFClat_L,SN_pc_R,Vermis_4_5,Thal_IL_R,Fusiform_L,Temporal_Pole_Sup_R,Thal_VL_L,SN_pr_R,Thal_AV_R,Frontal_Med_Orb_R,Pallidum_R,Fusiform_R,Supp_Motor_Area_L,N_Acc_R,Temporal_Mid_R,Thal_PuA_L,Cerebellum_Crus2_L,Putamen_L
Cerebellum_8_R,1.0,0.3775436002647327,0.09640871491669609,0.4833956715184299,-0.059583487757489575,0.27146412550347426,0.17354423386454057,-0.01890149113525891,0.4206595371115631,0.49059686661593743,0.3872320435186152,-0.08391983504373123,0.26980735772839215,0.2609823782889607,-0.039840283910965966,0.39920121187721314,0.18261075295090248,0.40592934566838607,0.2299641143946872,0.27763066105122597,0.4128250268523151,0.3206068534718519,0.33744781065770946,0.39457777625716833,0.006996474306357574,0.21867581534667144,0.42673025424320926,0.2528944562857162,-0.07367473797933713,0.03694590095741319,0.3124020519444314,0.13009878496995733,0.10755479408098102,0.3067841114348185,0.08948176647081761,0.41227244455114026,0.11378384426675812,0.18061820223568179,0.035365450020809215,0.04933592133177231,0.06574430168024023,0.3654894205125033,0.25296324805544196,0.12223137732887364,0.2749768341197305,0.2031402549908406,0.38783049044818446,0.3242053714814503,0.20449373755677716,0.3458535765624404,0.24311317467507298,0.1577258242123582,0.06574771956449671,0.044833548196298506,-0.053863513724553384,0.304775453192003,0.11511170413053176,0.20063876351868662,0.33811414768909515,0.06819754507694172,0.4094504873970761,0.3477036327737372,0.15539608144643413,0.3979552998145908,0.44478242964619913,0.014898980350840987,0.24434027582559797,0.014471016114121153,0.19981363813832345,0.0077810910384183895,0.1200766189825189,0.2961308576271407,0.2501403869053275,0.19700845455138405,0.11447993673830333,0.018463269348030185,0.20673514684049643,0.2766562190723638,0.2824982889035441,0.33068974836164944,0.3116999481083953,0.44308954436613956,0.562848213917456,0.3456316826167229,0.06406371499299303,-0.10353208232545318,0.11566212602685688,0.27809250732256796,0.2646456266642576,0.14176123905229268,0.34336687788663706,0.37625770842444284,0.06390226912363904,0.39876824948257356,0.4154712120080008,0.23661688889700763,0.3599567570445637,0.3391633708559735,0.3975487401407598,0.31511805159929546,0.04409697755639039,0.18161566549182556,0.12670206986192742,0.05466937716493151,0.36047873017592047,0.2902422463535897,0.3936146213313468,0.1138843692816911,0.13106927829153955,0.06304366965054257,0.4881683889456246,0.4549086782238571,0.1527997279617452,0.38484685554542086,0.15236556792877687,0.31037943129445944,0.06438006954666746,0.41114090267167297,0.08158984474393223,0.4015325590924985,0.11079458683925214,-0.10704450916395038,0.3306280958629351,-0.22879153746403336,0.2994332871727265
Caudate_L,0.3775436002647327,1.0,-0.15672768979292984,0.7908034690685667,-0.4739869467161041,0.683448977058401,0.8732902116806662,-0.491265357960432,0.5835247202044985,0.8201024727175983,0.605673377383853,-0.6625776892615358,0.8824364000051643,0.7343666286413981,-0.568784383828959,0.7873050051387829,-0.5265751310239297,0.6823567952657896,0.28472768970267315,0.8055154286386459,0.5840450456501683,0.5147161232076,0.4929013165802049,0.8415098728034156,0.20058903175021572,0.15958989552904224,0.7025157879453633,0.5591777647963645,0.25578204114150316,0.44730785544235024,-0.10517729702908178,0.8139518051179697,-0.2466188965256698,0.8792897368016854,-0.2377160883602087,0.09343176729462381,0.537254735815238,0.8690611003863312,-0.04243815873952535,-0.45652654959214195,0.7692251167069352,0.03429581698116319,0.23016401204652956,0.8252991686315447,0.8568391093686731,0.7907818879206442,0.1334837804588498,0.6593009489456699,-0.07964957905565691,0.5715793556674839,0.8350702044504619,-0.21119897705812826,-0.18210013564843336,0.7435953496350033,-0.6650825660114804,0.9177203581817973,0.07786337284600134,0.30076585714298926,0.679412652789667,0.6567621868028738,0.829503535255602,0.7116133016760618,0.6576181019382353,0.2545446677645291,0.9002854813864108,0.21057013505627084,0.15251303531990587,-0.6134393074795725,0.24084157452197857,0.6192499584379336,-0.020140726258616126,0.4232224758776916,0.8589615425238534,0.5067588797070547,-0.5100634786236915,-0.4620114034623837,-0.24356444010833914,0.801316503685631,0.9158842067725942,0.6743917381468937,0.6315925595851318,0.8252388961625732,0.5169867332455553,0.106556812757907,-0.4505329301573251,-0.5526232663733288,-0.2056398482285708,0.5712480370454354,0.8144226202163644,-0.423641270659382,0.5476071697495073,0.902671736399367,-0.501639279649632,0.675562005700207,0.8482138564937032,0.36165804712066235,0.8837895476214986,0.27292672390885603,0.4247986116061158,0.791039250295884,0.5672410959806254,0.8959634052270297,0.10897529302447671,-0.6213000726268616,0.7866027075755194,0.8145433444225267,0.43386244472480273,0.42394369035420365,-0.38225849892051855,-0.027578642370627886,0.6725146779899988,0.44628611678697644,0.6650749742505426,0.7809509624262126,0.4009193294139695,0.2676523895421257,0.4723107671567412,0.7894058212765916,-0.23077824507240757,0.8437897318620828,0.7376032597955144,-0.4854961863477173,0.887716379899452,-0.23064276924181254,0.9120750954172487
Lingual_L,0.09640871491669609,-0.15672768979292984,1.0,0.07874939218102887,0.2566889254115405,-0.1834433454992073,-0.24074875348716307,0.24970622566257272,-0.07596808815912073,-0.0443872720844364,0.2757601229845269,0.7341232808802962,-0.4056435431553282,-0.05151701613010139,0.643612926973665,0.04170840641473953,0.6342339056280273,0.17515875736113856,-0.38807675026291527,-0.34442012615534867,0.32259270610965374,-0.14020292533497988,-0.5076875420451753,-0.02232092858489774,-0.223510204169469,0.16090539049739036,-0.09266743013147614,-0.1467938777123442,-0.052191740644956956,-0.5792670561470264,-0.019716990811354203,-0.25049761714033414,-0.08477618038841903,-0.10810679294938497,0.9444233414277596,0.17767775398446503,-0.2758469232027831,-0.3582926254566695,0.010250728676824751,0.7609925819542076,-0.3901108006310019,0.7656630704799101,0.6782489340002977,-0.39625507009451905,-0.3087456722733202,-0.22369893813421293,0.5307397729588121,-0.34283464652171897,0.14719822098854468,0.28129507141099025,-0.020575818215229368,0.8102315631632704,0.4890305470346782,-0.5102599642516754,0.42310504864865833,-0.15924206434469518,0.4199905531936514,0.10257122097481221,0.06841681421763832,-0.7035994959013113,0.10068361197694499,-0.10042047850092511,-0.4147593192149878,-0.15330371331572154,-0.05711238889773876,-0.23520897278934544,-0.19192325624293696,0.6983162434471647,0.022372579782139305,-0.4995767099856672,-0.4025408976456837,0.2037789915450422,-0.26256652317557444,-0.7117369125722864,0.553169343360577,0.5463396034195374,0.46919227049211765,-0.4777166171256463,-0.17303336592431948,0.08200991021563621,0.2306846808844005,-0.2003543750504971,-0.10670871750882374,0.13444018138897018,0.8467861184673753,0.3160771923478807,0.3795730200206148,0.0071777970080456515,-0.4049333442525261,0.7791691901038102,0.09054146958166996,-0.28026107807025386,0.742862560247718,0.23120446346807186,-0.013428081515860212,-0.018001782171239794,-0.2680594691734482,0.3661246682138749,0.5559641999617846,-0.19869706684866031,-0.5123206629699969,-0.2856255357614397,-0.6688940685334481,0.27658975068008873,-0.22934502865338244,-0.08726346032316713,-0.08511687645111024,-0.5038847899097182,0.5879542975140231,0.9440752710522803,0.13547707932584835,0.556644250284433,0.04430546577131567,0.1439174107425777,0.25893161335048986,-0.008756890378600786,-0.4247544239642212,0.07382631833536764,0.8972850017057876,0.04563751784920818,-0.31746478969005026,0.7952194133662379,-0.12013272347075699,-0.08351503426737981,-0.3780026876655659
Temporal_Sup_L,0.4833956715184299,0.7908034690685667,0.07874939218102887,1.0,-0.39328812756832976,0.648241900343123,0.6477003866861809,-0.27227426520970066,0.5263377079218859,0.8407955151800582,0.579169796565958,-0.37909530232484273,0.7056164509851727,0.631313723476036,-0.32914310717212375,0.7527513251661978,-0.3307946005165005,0.6418673345478025,0.2850131803321358,0.5727073317209855,0.5925744901251733,0.555148469355374,0.26266444117833315,0.7383739638987633,-0.01928113525612034,0.27740170195761776,0.7403456105441399,0.42912472943503704,0.22136470074552203,0.27492180464348254,0.09122426999116318,0.5512258598522348,-0.11760817408480005,0.8245930875756101,0.020015859732409755,0.46227866037779036,0.499913172628989,0.6723866940788726,-0.005827305149182265,-0.21740367640431632,0.5078736469222486,0.2630498113021094,0.27109762294233153,0.5916745373945563,0.6645155047498787,0.5147223718562202,0.21058015226414722,0.6199547337729876,-0.04681638818200874,0.6759398199415173,0.7334741135790033,-0.0500733162574772,-0.24713420647152776,0.47948400139648717,-0.4351304649362222,0.7851732204704108,0.13416883649337527,0.11594203085151163,0.6431654896188124,0.4017344775718884,0.7468800103392415,0.6921100913187079,0.5609806062317394,0.259613104982052,0.8155075452123376,0.1414444304116713,0.3396370075591856,-0.3069015238119636,0.3361967797021579,0.5325743504880811,-0.07349209795109893,0.5696606211956967,0.6491866439419489,0.29387255273743335,-0.19291807118864207,-0.4001283111177044,-0.005543059231821218,0.5489351140835067,0.6370976786897666,0.6088660390087555,0.5038850452141522,0.8279747756811738,0.6617749982654186,0.3632269790928686,-0.14405661782477308,-0.3760424867252507,-0.05022349032183888,0.6155856898277565,0.6499843213224245,-0.0947423794041099,0.5576571535981726,0.6999854592190523,-0.23488561902655494,0.7736710741801204,0.7502845986517845,0.2543354973886612,0.7287334651877581,0.2096138169825554,0.5659517572294526,0.5977969958052635,0.2905862623841176,0.629018361975722,-0.1278387762687543,-0.2611313779810114,0.6586512383104284,0.7029916433823277,0.4873976768522872,0.42667724035319915,-0.1572944723097507,0.1870767606630876,0.7756837774061156,0.6806469372718406,0.5611358765700909,0.8049422162762759,0.31277125148931995,0.21595331562688108,0.31918443760121534,0.6681458191923514,-0.04576143268178095,0.8085311128579743,0.6253612300205338,-0.34563751171406815,0.7089765646459288,-0.2482890393852603,0.7632728132668191
Frontal_Inf_Orb_2_R,-0.059583487757489575,-0.4739869467161041,0.2566889254115405,-0.39328812756832976,1.0,-0.29786409137508324,-0.4297532553119347,0.5566175113860634,-0.05368189378965236,-0.21509344672419972,-0.11991123214407434,0.5777993720154152,-0.5647318863630724,-0.34679790786483894,0.6126113247826956,-0.17746628965245662,0.6567325427659662,-0.24756669027564918,0.022726656041928393,-0.4260081643837741,0.09585930513107596,-0.0441330263155486,-0.44601050794726865,-0.13721174777605982,-0.1896603679954022,0.24634522052431218,-0.10716054196745742,-0.35792947267523784,-0.06432973240139757,-0.5231231158803665,0.33066286624894514,-0.44896862652560054,0.4108312249992224,-0.43884723417480537,0.34588474313442513,0.04669230309845605,-0.4808485128756682,-0.4977901924993004,0.35545807419951014,0.6220840359122398,-0.4238754896466716,0.3555463069747761,0.44410955252699147,-0.4574145779952942,-0.2676184473748167,-0.18042975980480086,0.2895820739984624,-0.23214303420833904,0.02201084869468024,-0.04996877476325519,-0.3944503981828855,0.41911285317904223,0.3523819553035983,-0.37700045459886594,0.49643713852146965,-0.5246942814603002,0.11496865461571869,0.23496746344618924,-0.3941183054593647,-0.39103517467569276,-0.3171236272693383,-0.1850896636955032,-0.5028571046798389,-0.2815925356423825,-0.35314172419873,-0.15994211319257506,-0.12224705099139196,0.6392274126283506,0.08112407067393117,-0.4239781664380615,0.07780240771194773,-0.1405096243964324,-0.3498518487421047,-0.40409623197911526,0.6428628525157054,0.5185543997559613,0.3647751767267328,-0.2495270718970443,-0.4236461648564228,-0.23922292679655652,0.1612721421915363,-0.2593124986600577,-0.26105421832471964,0.1361508344757975,0.4887953666453244,0.2785785841906906,0.20545267534048464,-0.5262661069410478,-0.39545591534706515,0.5156851073368878,-0.05047576620291276,-0.45530839894559344,0.5908476979711443,-0.28449878922988814,-0.3262878698054378,0.0012643748246615651,-0.291081957809781,0.21736816367727926,0.0864799005052026,-0.29601280028129723,-0.1719785089530026,-0.4128129984386694,-0.013676978694936868,0.4988083009766017,-0.3261665183327372,-0.499537881595218,0.044080854437742026,0.04364237789047288,0.4291579013364048,0.13452648275413479,-0.24099788032224204,-0.13002004359204525,-0.2962922223255745,-0.3185907286122956,-0.03367646943165164,0.10275207989840085,-0.2255502874257922,-0.15900039459676724,0.45297036198946744,-0.26526241948244594,-0.47882305196369257,0.5600961649848404,-0.3642196767750407,0.07139681593955634,-0.5121649542354564
Paracentral_Lobule_R,0.27146412550347426,0.683448977058401,-0.1834433454992073,0.648241900343123,-0.29786409137508324,1.0,0.6208549708035507,-0.005247483205339421,0.537188380954816,0.7322192224880701,0.5870316595448355,-0.55043222882657,0.6401226254642114,0.6424467691857834,-0.38079456285983093,0.7957482537104758,-0.3962796851333158,0.7352428629699681,0.6974744984064387,0.5128282543923474,0.4807226815566118,0.8711468746996194,0.2879085106082625,0.7045227481814607,0.13216351907004087,0.5201071269805547,0.6825396467488146,0.36152989568055705,0.3826773486012563,0.559241391148653,0.38457416837022024,0.6073561808440676,0.2350722745060396,0.6854386992042343,-0.3120763914055845,0.03585951601466772,0.42270439663977105,0.6574440762053998,0.04265167990124292,-0.3033628165361373,0.512988987821765,-0.15047925991146957,0.14930720636098482,0.5561779038452568,0.7460046802717478,0.6612474405650656,0.05047650741968961,0.8120363727914643,-0.09333268533752954,0.8063068261550078,0.6601501907525812,-0.15160462056645643,0.017153772733598287,0.5932090401532287,-0.37485079858483844,0.6563576493107612,0.06373343676159209,0.3985831233959254,0.2946523110422835,0.5454437040873953,0.6800340869984072,0.8854219619172242,0.5457542539730231,0.19569381321225043,0.681130071367225,0.39940826261564916,0.51588528173873,-0.365607545138502,0.49871650907102544,0.5445392288933942,0.20705921573270222,0.42716233136796006,0.7268695906746558,0.5505810156584017,-0.12471412460170136,-0.46562116420377403,-0.296330884096788,0.6506473799826132,0.6503655386584443,0.4069663276579363,0.44132543986244516,0.6598275242324343,0.4373718263806607,0.48493134151773204,-0.3043596709911618,-0.48487441305911483,-0.22766579968476322,0.5339756593967612,0.7392719887190504,-0.38004373571239913,0.6986204369637227,0.7586334312519489,-0.4705668900715791,0.516066016185868,0.7970054719877129,0.34084453232327383,0.7879849497822815,0.16606155545940077,0.39167098942396245,0.6336480696615633,0.4275569543441863,0.6175211276578059,0.18494727257183033,-0.32126684955508417,0.6812457045084259,0.6389090551274831,0.7911043480740655,0.3887055071461859,-0.22689238771761847,-0.1560038208943966,0.55411032638945,0.21642183505854368,0.5389081146032652,0.6841341778677611,0.3636822041117261,0.21816709352257665,0.42194940756922644,0.6111538483497505,-0.3305992626198227,0.7568590570053667,0.5488427857556032,-0.385913382798924,0.6499209981834299,-0.0029991781318384554,0.7200291816500644
N_Acc_L,0.17354423386454057,0.8732902116806662,-0.24074875348716307,0.6477003866861809,-0.4297532553119347,0.6208549708035507,1.0,-0.5356414851195713,0.5233765830397727,0.7147808295496395,0.5069638246991403,-0.714999606659292,0.8825464442073895,0.7070580893817319,-0.6369989028377556,0.6757112925167219,-0.5774303584399149,0.5330108225821087,0.23217891168052962,0.7849425013107785,0.4078780640542139,0.4766160699892496,0.5017761745446924,0.7731820501714899,0.30408179140339753,0.062228798864852476,0.5891711931871931,0.4625689362885734,0.3013937318914833,0.48882650361376867,-0.2545488270957668,0.8312147470820898,-0.28786975218782357,0.805221538575209,-0.3368602810089652,-0.07350059838022106,0.4768545037069648,0.8993188290568553,0.07861714831230883,-0.5559298599695146,0.8496944839027555,-0.12833961369588628,0.10483924957487632,0.9281005862419645,0.8548257821859591,0.8382580062173167,-0.09873052551056209,0.5922835726598527,-0.09253781287151135,0.46555845134633195,0.7954957171370283,-0.3167376069193652,-0.2246648653108605,0.8269292871398038,-0.7394105894954907,0.881524280979329,0.06549125132913436,0.28607901215033826,0.5957402437679669,0.7421044152553485,0.705849185775225,0.6343254872578439,0.6409251254142443,0.09812577264433284,0.836113242824505,0.20590431851789232,0.10961149622775244,-0.6798433162200149,0.1517534235319622,0.6564447904977009,0.0208463716222395,0.23242024466505237,0.8116315555992516,0.5772262662057495,-0.6008905272350435,-0.5574682898628477,-0.3819967668232908,0.7843786223620535,0.8888133079618787,0.6434636840936342,0.5983106998124081,0.7938255084779872,0.33670363575105683,-0.04813342666588399,-0.5559898024372295,-0.6730536445849953,-0.2279232582184902,0.4615918527514974,0.8223806128567762,-0.5467688930032714,0.4394813064447398,0.8477450735734917,-0.6061647710738196,0.5957083642336334,0.7468446165414319,0.27402658230695426,0.8404912176927338,0.04083087840371909,0.2289811164201796,0.7569686127638106,0.6232600921802124,0.9192320822733484,0.14202967512246442,-0.7207762698097339,0.7367929008813346,0.7337132176857181,0.3138298915321286,0.49836680241922166,-0.5438575164706551,-0.13410475825330334,0.4630654477584111,0.2599284082189794,0.5883859255343086,0.6236815628053819,0.33574266723530505,0.2808766514674592,0.4197400901934238,0.6719214564184448,-0.32626209516799815,0.7448957692390523,0.7610897478691298,-0.5023038381468811,0.8466318937843219,-0.14161633711091717,0.8753729632128991
Angular_R,-0.01890149113525891,-0.491265357960432,0.24970622566257272,-0.27227426520970066,0.5566175113860634,-0.005247483205339421,-0.5356414851195713,1.0,0.024360850380199937,-0.2581943229204978,0.04810212522479387,0.5042701346517682,-0.5746733442107922,-0.3073559863725196,0.5759749321782619,-0.041367952771803204,0.6004139594215829,-0.01262777405285035,0.44778983691466634,-0.5662797051892968,0.054874061796112414,0.31762274350564745,-0.4199200197649235,-0.20584950171287225,-0.14930861038156923,0.7189946460597471,-0.11654957665151003,-0.30060845939167863,-0.12416184733385993,-0.21190532991889113,0.6628382277295453,-0.5996123128827128,0.7856499589883239,-0.4333893232633344,0.23451991507066763,0.08744763199792956,-0.41664344135072046,-0.5686588338438348,0.1289807534735886,0.604707372027627,-0.5595762895530345,0.11529785260334184,0.25934826331181,-0.548083218389481,-0.35586567442685874,-0.32743900166660966,0.16819991634089856,0.1438347546772371,0.17132004625349673,0.2294000041912973,-0.4320440306354012,0.47504584132506045,0.4674776324873188,-0.5112035070364624,0.5968012417515409,-0.46857345995099237,0.27092852229277475,0.1388715909981914,-0.593966748329468,-0.366724180576283,-0.37440750568325054,0.06354508250396199,-0.36635206909286405,0.016405028384075013,-0.3648719711364685,-0.0628715236465272,0.2970362102341375,0.6706099879436983,0.579278121279008,-0.48942456920845673,0.05654871158599093,-0.08979367083666596,-0.3578264345370513,-0.2984827725179063,0.8357116743604468,0.3148349442013365,0.3371843174383786,-0.3742849598031438,-0.4801795401270829,-0.44732153368675076,-0.12042472493719691,-0.2846739625169656,-0.13254776342259422,0.6410491414134668,0.5315496469119211,0.4689655947159283,0.18027689005220388,-0.3444848401510663,-0.41707853725805,0.48288876020654836,-0.052594118300605404,-0.36086257269990424,0.49627226085712045,-0.18677774116952833,-0.19201282736163616,-0.026768136240145925,-0.28961549273339054,0.1097439902627487,0.23286672110277012,-0.1790540112656175,-0.28214018704212024,-0.4938087122711653,0.025280040652628205,0.5543671408531107,-0.2686031649700358,-0.5491693332977645,0.3498109765418056,-0.15121355517612842,0.6116279134781584,0.1292732958284346,-0.12083975515329229,0.005625962281200071,-0.26438713136718445,-0.2751515045193058,0.13515902182126088,0.22531653323628859,-0.31283826618066335,-0.2623351913655037,0.31903763252929596,-0.1536992203898948,-0.4811013361895055,0.4817477220032699,-0.46875987042989675,0.06481362792756706,-0.519222237614601
Thal_VA_R,0.4206595371115631,0.5835247202044985,-0.07596808815912073,0.5263377079218859,-0.05368189378965236,0.537188380954816,0.5233765830397727,0.024360850380199937,1.0,0.6394358399622718,0.5925106599526971,-0.3146711763416946,0.45914818090117776,0.6108654396008676,-0.23682228717345305,0.6716674784625514,-0.12118714511795885,0.5485716905709351,0.4082005648020153,0.35559673562897626,0.5329351575360143,0.5982118904158075,0.24872633807160618,0.7163728951006212,0.16850340590780202,0.445535655851633,0.6052842820133265,0.3828322555413875,-0.033212883725487904,0.2940405744652619,0.22215282006907527,0.43060659395611595,0.15304828155724182,0.5727814768000777,-0.1266198318660651,0.1082756471858003,0.16524063093519817,0.43469523565195095,0.12124992620612135,-0.10746765965879908,0.3245801672741491,0.1663027299387899,0.35988252237886115,0.47102866634722784,0.644016386430748,0.6098375093885143,0.12533543189361734,0.6151748543022424,-0.05604421961846599,0.530581929377805,0.4971926193798068,0.01974405171069852,0.08949600172386749,0.425460292632785,-0.2943206068001071,0.5193432622620401,0.13399378492840933,0.4402985893375856,0.3074405782647377,0.4701621731433894,0.44946016763743546,0.6432990712129109,0.3596385573811121,0.18959113780054726,0.6392453876502782,0.2184093247675866,0.3195177686874357,-0.22274886359976745,0.37847650110993,0.24579577529050153,0.180551108116148,0.2479531245322754,0.6182964169540989,0.3709054181206692,-0.07209274946677674,-0.28681229269257325,-0.03560226104979328,0.5628776775559131,0.5734090266191115,0.5035604330781689,0.647195589118456,0.6700089277055074,0.34558783751807026,0.3594705527773003,-0.17593997659288113,-0.2606098280746574,-0.12724299319164598,0.28276311086337336,0.5884181643759209,-0.1201733807948911,0.5201544229055421,0.6298540171287135,-0.14907961701219274,0.5025055393672483,0.638240809079857,0.29399314958952344,0.6730359825701033,0.1457314382535353,0.507910951238534,0.625669232975371,0.3040969615674811,0.5577439402962012,0.21888161292122202,-0.1914970268329345,0.6287263772583355,0.3859883395361102,0.5936148338736555,0.3409189788051348,-0.051366181074410266,-0.02886051535535869,0.5151181511430473,0.2845517880671771,0.3762138086942366,0.48199513645338704,0.3716977330960567,0.6934273667172244,0.21621520356670393,0.604134413790922,-0.04254742626296757,0.6818370951158593,0.4122642435865621,-0.1634473766576356,0.5382407462233842,-0.10025942025350373,0.5152790354694301
Frontal_Inf_Oper_L,0.49059686661593743,0.8201024727175983,-0.0443872720844364,0.8407955151800582,-0.21509344672419972,0.7322192224880701,0.7147808295496395,-0.2581943229204978,0.6394358399622718,1.0,0.6360837964693017,-0.42845355249108247,0.6920101609052441,0.6716090471340094,-0.31360202424403805,0.8329296813796894,-0.2803638993843363,0.7146046306354695,0.35358871180982654,0.6035186695970041,0.7281683668291558,0.6313038239477516,0.28418011537512705,0.873365293186386,0.08399164730212696,0.30966969732106797,0.9137454120550133,0.4054392125061748,0.31169915016376865,0.3843558227309481,0.20476754707075623,0.6515006821323979,-0.060860466953604614,0.8777875855622275,-0.12655012543923974,0.22772946848116998,0.38777233593051297,0.710196063514084,0.06895663702958432,-0.21402755761174003,0.6132019297007721,0.19537013103241788,0.3093840997046841,0.633518107565196,0.8381002722130161,0.720488405862503,0.2929773271107999,0.651480657142803,-0.14869771336036516,0.6591962209430421,0.7572097025623754,-0.04082156898497016,-0.0270293441087434,0.5924731256991065,-0.3422515782208964,0.7162203159840306,0.02551427814637154,0.36493163472134577,0.5480554548504405,0.5153229578604936,0.7881790030820395,0.7587404995717876,0.49177108012973647,0.2170863082458283,0.8206252853009272,0.33776323289697885,0.2692380970195272,-0.32987614820989936,0.25279155191046937,0.5283936245607374,0.19046055177523152,0.5270897879034627,0.8093384537223188,0.4165408075938514,-0.20230000317660993,-0.3309496201728307,-0.06344401069688094,0.7565191522497644,0.7410070465048507,0.6651151522500339,0.6522944821247946,0.8752828689334611,0.525232567043466,0.3048069466240567,-0.21304190718104643,-0.5064867886294973,-0.06400821775680851,0.47076123801552305,0.8244691374313251,-0.1984405207135461,0.7393927767962645,0.7807046607298175,-0.2820276411805975,0.6286448864432291,0.8113550577132606,0.4024315674908563,0.8727483854553506,0.39143243103973674,0.5581072690901271,0.7059044504799251,0.42202060166222666,0.6855935980501254,0.037171251132489216,-0.28496258025287013,0.7488576313642376,0.7203143078659316,0.6311570097991055,0.5249187151989476,-0.16223339705467935,0.010400968089640177,0.7265239856739002,0.42747984593617544,0.5680010180516689,0.7737660183899725,0.38406899491197627,0.29425334618532756,0.4388194509505615,0.7939710412843733,-0.1491009476491879,0.8535139698438065,0.5741635910903928,-0.31173852740172486,0.7571171079611745,-0.03880386854067613,0.817686394897874
