,Fusiform_R,Calcarine_L,SupraMarginal_L,Parietal_Sup_R,Paracentral_Lobule_R,Vermis_8,SN_pr_L,Cerebellum_Crus1_L,Cerebellum_9_R,LC_R,ParaHippocampal_L,Temporal_Sup_R,Cingulate_Mid_R,OFClat_R,Angular_R,Cuneus_L,Vermis_7,Occipital_Sup_L,ACC_sub_R,Heschl_R,Frontal_Sup_2_L,Supp_Motor_Area_R,SupraMarginal_R,Precentral_L,Thal_PuI_R,Supp_Motor_Area_L,Rolandic_Oper_L,SN_pc_L,Thal_LP_L,Temporal_Mid_L,Cuneus_R,Thal_VPL_R,Raphe_D,Thal_VA_R,Thal_IL_L,Olfactory_R,Temporal_Mid_R,Temporal_Pole_Sup_R,Frontal_Inf_Orb_2_R,Red_N_R,Thal_PuI_L,Precuneus_L,Parietal_Sup_L,Precuneus_R,Pallidum_R,ACC_sup_R,Thal_LP_R,Hippocampus_R,Occipital_Sup_R,Thal_MDl_L,Putamen_R,ACC_pre_L,Cingulate_Post_L,Cerebellum_3_R,LC_L,Cingulate_Post_R,Cerebellum_8_L,Paracentral_Lobule_L,Putamen_L,Amygdala_R,Insula_L,Thal_MGN_R,Thal_PuA_L,OFCpost_L,Cerebellum_10_L
ParaHippocampal_L,-0.253419725917591,-0.6778860209381457,-0.2046513939979835,0.46373968815807154,0.6563576493107612,0.5590050401119466,0.16914685192513274,-0.29731141313596227,-0.4128811014063967,-0.6906794548600776,1.0,0.10846311475626465,0.7796306068327497,-0.5496817869745206,-0.46857345995099237,-0.5191692154334583,0.5362898879993526,-0.47781158650396216,0.5861424617327231,0.5729226566871463,0.7769968741556941,0.7785644129542703,0.14891773788101498,0.3443893709622675,0.17283590483387912,0.7938651217107308,0.8048232648313544,0.5097900814341766,-0.010050864486662751,-0.17414554001922528,-0.5576143233054724,0.6241217030194297,0.6871360225868675,0.5193432622620401,0.2963103059323084,0.8040646130766633,-0.5580258589502275,0.6530880218060048,-0.5246942814603002,0.5876400003102529,0.7360846694779908,0.5305196318540125,0.3284435500277841,0.5847141221238497,0.6975330190011921,0.8897350789218882,0.2784192685041366,0.8983658267279613,-0.6095032589393499,-0.044032542647215074,0.7915935559113354,0.729047655752095,0.6972304921173405,-0.054978224385362165,0.6450340226354584,0.8268285254515669,0.2557704157836018,0.662481595254175,0.9040430903626977,0.9171672039513314,0.8035232538216145,0.6174873598576749,0.8734425390769329,0.7011161883555304,0.09186866218466147
Temporal_Sup_R,0.777953308840837,0.49365965912065773,-0.00537242350069608,-0.23496109163782083,0.13659552833783303,-0.4075849670215821,0.18112126414307056,0.347682860845998,0.49858452403172243,0.4348175259212309,0.10846311475626465,1.0,0.41637320108940207,0.06272711693816203,0.2346645931751489,0.6206181613906291,-0.45680396990174876,0.09773988647154337,-0.1804086208625438,0.14995020524196379,0.13897541369043107,0.37297143458506765,0.42030928929538325,0.3885962713103132,0.32939814254038396,0.41444546926420534,0.1708558550228323,-0.07562562068831455,0.35682644840916444,0.5461446396126521,0.42283361830557326,0.45082424954671535,0.18904124679117051,0.23835688735196264,0.35891179030694903,-0.0915682853806328,0.71749025999248,0.24485333408955168,0.31723768981688266,0.5725204253588858,0.16649537687839472,0.1730762469833108,-0.1412934247970462,0.5088692271634344,0.34098089606063464,0.09804145570075315,-0.07691576040914526,0.08972557801534721,0.46133828140609745,0.4833131369812914,0.1851422661139808,-0.1675035265072687,0.4918018023211028,0.6491708573578074,0.27549061040916784,0.22405036019196922,-0.1559957725283273,0.26538107691937446,-0.06424593687464505,0.24031156736327255,0.07166495259989619,0.3230645050002962,0.17032939254908652,-0.12429738032372849,-0.5106463388440147
Cingulate_Mid_R,-0.005649414352382756,-0.33140394529650485,0.1056502023726806,0.40341955570826493,0.7512799312491049,0.296135690937496,0.27607211804441717,-0.12198366705828324,-0.05574024064945091,-0.441045643504747,0.7796306068327497,0.41637320108940207,1.0,-0.4481573458775777,-0.17876695135122192,-0.19111673124848833,0.3816111294921297,-0.22148618681272988,0.45565210753061336,0.7526249783908145,0.8341728422364411,0.918790523901893,0.44214641224432494,0.7109590882153889,0.5403923671158813,0.9278768853960955,0.8010479505084338,0.45118583501861903,0.08041196907820619,-0.020284553284143553,-0.212375301609512,0.8152271443165776,0.5655482371748046,0.6779284695052438,0.48948013233498316,0.6227436425441402,-0.19969555139503772,0.5743909538257491,-0.25863336864976477,0.780454819565121,0.7109001762346313,0.6687438038615481,0.3908695071316039,0.7506512149594803,0.777554749711198,0.7929325103953158,0.26944169739313295,0.8420463154074984,-0.30367835085741857,0.24944528447600806,0.8450860856948981,0.5912791473373648,0.8432232080992398,0.2058207475206767,0.4402148001460846,0.8082316950419208,0.21324527734392384,0.8314850373599808,0.7659256743731934,0.7964536374577241,0.763860250081552,0.6851511498672194,0.8249102111365771,0.47980664251092103,0.06922702451434548
OFClat_R,0.42382466038246086,0.5480000055655065,0.13016805338883194,-0.23079302630009302,-0.48487441305911483,-0.37607873586698753,0.15612864885915106,0.31087000774103285,0.27747500868659153,0.5148914584485005,-0.5496817869745206,0.06272711693816203,-0.4481573458775777,1.0,0.4689655947159283,0.4987300565703488,-0.5769866338164668,0.3916381383227596,-0.4743367939885826,-0.44488811723991656,-0.6609330978811708,-0.5525947916574097,0.049882477173575517,-0.4003140158103359,-0.04962642160524528,-0.46241761094226747,-0.529125894777502,-0.2121952881601912,0.012762959142373055,0.38173146399990165,0.4745198649413976,-0.3239758178207279,-0.34985618014090075,-0.2606098280746574,-0.057367213517443574,-0.5940039652470173,0.43693425755729204,-0.3909020073444166,0.2785785841906906,-0.2584941488927575,-0.500601045751169,-0.3290051596802778,-0.17303601072159305,-0.259788919537385,-0.4486429257093543,-0.61442414751814,-0.049429972309357584,-0.5455227735507027,0.555544864149949,0.11953556052990948,-0.5731779895433213,-0.6975045125909654,-0.4094738240030459,0.22152594804400133,-0.23547364198860116,-0.5003119271157708,0.04898697132539154,-0.4459893889356209,-0.6406086904860133,-0.5410979096797724,-0.5282484116874,-0.4548343920724741,-0.5160742110107256,-0.4373074900380182,-0.1637224757933316
Angular_R,0.31903763252929596,0.6706099879436983,0.6628382277295453,0.3354342644366262,-0.005247483205339421,-0.4199200197649235,0.14621694380604333,0.3371843174383786,0.5105102985405504,0.5042701346517682,-0.46857345995099237,0.2346645931751489,-0.17876695135122192,0.4689655947159283,1.0,0.5315496469119211,-0.2984827725179063,0.8434321464416966,-0.28214018704212024,-0.1538157857156779,-0.35586567442685874,-0.2598578908951392,0.7189946460597471,-0.052594118300605404,0.29244984473004865,-0.1536992203898948,-0.4333893232633344,-0.13254776342259422,0.08899073878494988,0.2409682078801278,0.8357116743604468,-0.01262777405285035,-0.593966748329468,0.024360850380199937,-0.08979367083666596,-0.5595762895530345,0.4817477220032699,-0.26438713136718445,0.5566175113860634,0.04810212522479387,-0.5491693332977645,0.31762274350564745,0.44778983691466634,0.2294000041912973,-0.2623351913655037,-0.4938087122711653,0.2970362102341375,-0.36086257269990424,0.7945761115806627,0.16819991634089856,-0.3578264345370513,-0.5112035070364624,-0.2798043366604124,0.11529785260334184,-0.6271039573498387,-0.4320440306354012,0.016405028384075013,0.06354508250396199,-0.519222237614601,-0.4050479519289964,-0.2846739625169656,-0.44732153368675076,-0.46875987042989675,-0.36635206909286405,0.025280040652628205
Cuneus_L,0.8352610268774303,0.9377591966302219,0.27508422417371337,-0.4227192680733119,-0.3043596709911618,-0.6734097272896993,0.3231414452567696,0.5979242474584007,0.6774544352172779,0.8864214830336726,-0.5191692154334583,0.6206181613906291,-0.19111673124848833,0.4987300565703488,0.5315496469119211,1.0,-0.7853984144705801,0.5601469284836259,-0.6331025519577508,-0.3282753917740242,-0.4906739215617756,-0.23714885993155752,0.24550147923079021,0.05900335411121514,0.18445946384413212,-0.16377826156723216,-0.35223829392557254,-0.15796073610990202,0.39948938753664187,0.7976452062624165,0.8337824417502211,-0.003016683697268827,-0.2270866807661037,-0.17593997659288113,0.19734121429676418,-0.6508133225220023,0.8713257003221427,-0.20232167012636598,0.4887953666453244,0.04991142507304586,-0.30573595679580795,-0.15660868072415815,-0.28013609251486765,0.13816981930084152,-0.16803106045027305,-0.5729152386453402,-0.15699122971143073,-0.5341069263727276,0.8749309709205818,0.5484899439499431,-0.45986971350338846,-0.718311929579446,-0.0012410102289563494,0.698472751209007,-0.08839389968783988,-0.3199842214426904,-0.11935697581298023,-0.21026509604053825,-0.6256985884597408,-0.4567763531073002,-0.39390006810226535,-0.19104948323449022,-0.4131683121890558,-0.5417505525251773,-0.5738321893043383
Vermis_7,-0.7823290080621607,-0.7367795875313006,0.06746257333220831,0.6048989223001141,0.5505810156584017,0.6626507586292574,-0.14046815763004192,-0.4935132985852524,-0.5190707761605802,-0.7924490144250831,0.5362898879993526,-0.45680396990174876,0.3816111294921297,-0.5769866338164668,-0.2984827725179063,-0.7853984144705801,1.0,-0.23884642711680618,0.6228234188397905,0.5607095887713275,0.6435581731898771,0.43979505646747974,0.08860373279292832,0.27205301656400727,0.15434071527234217,0.36926575499572856,0.44303188959118944,0.3794221276683029,-0.40872967019626955,-0.6949133680916398,-0.5559454854287698,0.3239372314524824,0.23138294290077407,0.3709054181206692,-0.0493494269950759,0.5652522956876372,-0.7653401086637975,0.3128435312119027,-0.40409623197911526,0.15423290477309123,0.3952202711848327,0.49192155297892504,0.486103755850278,0.1633314447949935,0.3356971609511342,0.5899138033061863,0.3502885436233436,0.6401767688802333,-0.6711697205350186,-0.3485882896903451,0.5532727485817621,0.7445886901599451,0.16263607353421533,-0.5232009053536105,-0.04667176853514031,0.4019879876430775,0.09146759446506172,0.5263520487163272,0.673509230939305,0.48040646347608,0.5689391592340974,0.25019057712731224,0.48505411562652606,0.4944736264017958,0.6203934244029885
Occipital_Sup_L,0.24476013899890578,0.6853090373987588,0.7913506862746924,0.26511311140893423,0.02670540942087471,-0.340140659172058,0.27733676255224665,0.3324843175317727,0.49573126023624275,0.49080727908995286,-0.47781158650396216,0.09773988647154337,-0.22148618681272988,0.3916381383227596,0.8434321464416966,0.5601469284836259,-0.23884642711680618,1.0,-0.3415800551520259,-0.1478494820977762,-0.3468471831472587,-0.26680271900446056,0.5284270405004939,0.033224321709107225,0.2720827809894046,-0.1858447832363309,-0.39165529782807423,0.04671241568713629,0.07575324244015125,0.2714643065723045,0.8567303970673014,0.0024294734328242943,-0.5033765806426427,-0.04974164141827132,0.0368625027595348,-0.5439817659074747,0.37391745726052167,-0.258153820956648,0.5431165039965508,-0.09961295070412987,-0.4053492564776099,0.30192553956426676,0.41579075681061295,0.24902847215880378,-0.22108954870078407,-0.4921194718870626,0.2334961187081002,-0.37884394915788533,0.7755458346674668,0.24869428528281712,-0.39098614818908356,-0.4984756305083913,-0.258433338907936,0.18625069933216917,-0.600611287636777,-0.3819334783224868,0.06353650904756286,0.056150722512997034,-0.4717199653870053,-0.4602044822681555,-0.2621203895557243,-0.4835260001531282,-0.4176971158135691,-0.39479409208495514,0.027186720042513688
ACC_sub_R,-0.5049426853549882,-0.6502683979105074,-0.12636179438120812,0.529499231653629,0.4275569543441863,0.4596107406078023,-0.12801900405339942,-0.32986586201261625,-0.3937803314586022,-0.6533755466086065,0.5861424617327231,-0.1804086208625438,0.45565210753061336,-0.4743367939885826,-0.28214018704212024,-0.6331025519577508,0.6228234188397905,-0.3415800551520259,1.0,0.46400175095129625,0.6409037625570375,0.5104058926895413,0.13063402560159995,0.13328814259355679,0.07583692053947168,0.4316294407375607,0.445465824188439,0.21563058913748975,-0.23000956049228158,-0.5473955577570557,-0.5150250424410823,0.23502961808362674,0.3095713558731293,0.3040969615674811,-0.019258150785854897,0.6659922550729444,-0.5731837961918339,0.3923285778997838,-0.1719785089530026,0.25758568101836143,0.4295344019358058,0.43193834901568634,0.3753520154226451,0.22474181959933764,0.47682558351869475,0.6734768436558178,0.07976422563391246,0.6191592650828327,-0.5443881173671928,-0.07738702127653765,0.5504053750959549,0.7085244882298967,0.22878250353741494,-0.34586859168011636,0.16404580260856522,0.4864061472820278,-5.45158133659459e-05,0.46624144606430584,0.6221802496605054,0.6465311499887414,0.5812646572165494,0.30914879197119266,0.6180561425324472,0.49309398346539857,0.43205295537217686
Heschl_R,-0.3007204495389026,-0.3864441118461207,0.1627129541046473,0.40533873751718696,0.655108877204214,0.32353117902983913,0.045796836174279126,-0.15233190568654123,-0.10405055707989885,-0.5279531574232021,0.5729226566871463,0.14995020524196379,0.7526249783908145,-0.44488811723991656,-0.1538157857156779,-0.3282753917740242,0.5607095887713275,-0.1478494820977762,0.46400175095129625,1.0,0.8139030988147137,0.7570271303694249,0.33142170860690107,0.662270689634304,0.5652777535091831,0.7112091228931605,0.6876302308850561,0.27532168087902226,-0.14796377374163053,-0.32982175781221684,-0.24760752977504832,0.6803690450359963,0.30485426635253826,0.5990578792838738,0.20716532149901726,0.5730738930766096,-0.2921045408018132,0.49835370309562127,-0.24324225133482083,0.5272797263682383,0.5684885191792806,0.6228397201192393,0.37608937192415015,0.5184058788813894,0.6334108648550285,0.6439748374280639,0.16568547695870073,0.7643665106061489,-0.39268835482256687,0.18270856119865123,0.7560633439739098,0.6110835361166257,0.5878518846451136,-0.03117858471732016,0.15062855625915977,0.6025559645862624,0.2201817777809991,0.7098274599042621,0.6880395295467651,0.6262263259068125,0.6845925627063196,0.49496026226421463,0.615504156747598,0.3787059508000818,0.23089478673821848
