,Frontal_Sup_2_L,Putamen_L,N_Acc_L,N_Acc_R,Cerebellum_6_L,Temporal_Sup_L,ACC_pre_L,Cerebellum_7b_L,Calcarine_R,Thal_LP_L,Thal_PuA_L,Thal_VPL_L,Thal_VPL_R,Fusiform_R,Cingulate_Mid_R,Cerebellum_3_R,OFCmed_R,Rolandic_Oper_L,Vermis_6,Thal_PuM_R,Cerebellum_8_L,Postcentral_L,Caudate_R,Frontal_Sup_Medial_R,Cerebellum_3_L,Cingulate_Post_L,Temporal_Inf_L,Postcentral_R,Occipital_Inf_L,OFClat_R,ParaHippocampal_L,Thal_MDl_R,SupraMarginal_L,OFCmed_L,Thal_PuL_L,Raphe_D,Thal_LP_R,Cerebellum_10_L,Thal_VA_R,Temporal_Pole_Mid_R,Thal_VL_L,VTA_L,Olfactory_L,Frontal_Inf_Orb_2_R,Parietal_Inf_L,Frontal_Sup_2_R,Cerebellum_9_R,Vermis_8,Thal_MDm_L,Frontal_Med_Orb_R,SN_pr_L,Precuneus_R,Amygdala_R,Temporal_Mid_L,OFCant_L,Thal_PuI_L,Heschl_R,Cerebellum_Crus1_R,Thal_LGN_L,Rectus_R,Lingual_L,Precentral_R,Fusiform_L,Lingual_R,Thal_MGN_L,Rectus_L,OFCant_R,Cingulate_Mid_L,SN_pc_L,Cerebellum_10_R
Frontal_Sup_2_L,1.0,0.8744003823905053,0.8548257821859591,0.6938847868496426,-0.4883688550522356,0.6645155047498787,0.8335698967563999,-0.5491639221769565,-0.3636142099202885,-0.13694369166633488,0.8010687495267765,0.5807575729168447,0.667932597613456,-0.36179936240122423,0.8341728422364411,-0.04998605341084398,0.254254898089701,0.8509862606408233,-0.42905338421374517,0.7787567024035214,0.08425630912066957,0.5738578720368588,0.8330634236959145,0.91879646497277,-0.23356747507193074,0.7073763342245095,-0.010140966612069029,0.7235884289006144,-0.023788217547402218,-0.6609330978811708,0.7769968741556941,0.6749473815089629,0.025229119826081576,0.4492675625152478,0.7201928478082856,0.5301570221945361,0.23654837943463736,0.22851115604514344,0.644016386430748,-0.21432805464743274,0.6517528732790824,-0.011610581420026538,0.809806835500741,-0.2676184473748167,0.07608244724174257,0.9497238658649568,-0.16880373923963043,0.3478769275998469,0.3833565537231118,0.4932409662126114,0.05973030206929539,0.5575078754593957,0.8253998566191939,-0.3493084929742261,0.11353080798616502,0.7262282645560323,0.8139030988147137,-0.44592683440680386,0.5805520673690844,0.7731804610012192,-0.3087456722733202,0.8418514119449745,0.15480502233756524,-0.37915152088596143,0.611794096159124,0.8370180465465019,0.40956667751468645,0.8127698459970579,0.38767899328537603,0.36295570760010815
Putamen_L,0.8744003823905053,1.0,0.8753729632128991,0.789414022966336,-0.5622128451896085,0.7632728132668191,0.8063613199478137,-0.7049177948648129,-0.46439774059978245,-0.11131791817925331,0.8551329627981861,0.6218749153914191,0.5929968425996526,-0.46436185507334427,0.7659256743731934,-0.1835599499501165,0.19618263497624336,0.8584490099852148,-0.5877652699828146,0.6668889168050343,0.2565699253258462,0.4295508422898715,0.8331442500709265,0.84308665205644,-0.4157621389809954,0.6672767650998568,0.06734192434132169,0.6973201042194219,-0.10961389848685142,-0.6406086904860133,0.9040430903626977,0.61438257721073,-0.08827711327404372,0.5822835117916546,0.828552120571053,0.6362130079893611,0.3052229457873603,0.19768970842080036,0.5152790354694301,-0.2518679149097454,0.7063213861208848,-0.025396017568467807,0.8864761301681205,-0.5121649542354564,0.09099396048517028,0.8890710402704275,-0.43415831771850694,0.5481320429784693,0.22765978382636054,0.5545558611681968,0.1023986915815127,0.49981532595845946,0.8271527802370261,-0.31563642941573855,0.015391108202590953,0.7784876723867177,0.6880395295467651,-0.669549746505661,0.5414280891043671,0.8876428158361589,-0.3780026876655659,0.7035495363334087,0.293674472719321,-0.4538820342758458,0.47142952465255555,0.9143552591844561,0.5841305746372862,0.7879248730720773,0.5185141713931803,0.2957119735756601
N_Acc_L,0.8548257821859591,0.8753729632128991,1.0,0.7610897478691298,-0.5467688930032714,0.6477003866861809,0.8269292871398038,-0.7394105894954907,-0.3774986823941104,-0.10983639382480129,0.8466318937843219,0.6313382266248524,0.5330108225821087,-0.32626209516799815,0.7606582959779637,-0.12833961369588628,0.30408179140339753,0.805221538575209,-0.44292226631501874,0.6725381038235527,0.09812577264433284,0.3138298915321286,0.836499740138114,0.7843786223620535,-0.3167376069193652,0.67235892812674,-0.07350059838022106,0.5922835726598527,-0.15722707398960592,-0.6730536445849953,0.881524280979329,0.5013827558329326,-0.2545488270957668,0.4768545037069648,0.7849425013107785,0.5957402437679669,0.10961149622775244,0.14202967512246442,0.5233765830397727,-0.3444694641861331,0.6236815628053819,0.06549125132913436,0.9281005862419645,-0.4297532553119347,-0.04813342666588399,0.8223806128567762,-0.3663147632596092,0.5017761745446924,0.2289811164201796,0.4197400901934238,-0.003999178838537642,0.46555845134633195,0.889002776624156,-0.3133881451628932,0.07861714831230883,0.7337132176857181,0.6562230095362914,-0.5774303584399149,0.4918937928169688,0.8386128097692468,-0.24074875348716307,0.6757112925167219,0.2599284082189794,-0.3368602810089652,0.36900964630301825,0.8993188290568553,0.4615918527514974,0.7468446165414319,0.33670363575105683,0.20590431851789232
N_Acc_R,0.6938847868496426,0.789414022966336,0.7610897478691298,1.0,-0.49941609214437466,0.6253612300205338,0.6973529701989877,-0.6658414611674115,-0.4223604622260253,-0.18176750820863005,0.6767839931966492,0.5213184289153026,0.4055181753393236,-0.37549949197507915,0.5653871741073496,-0.18571372613137055,0.10983577992058544,0.6968810270370145,-0.4965361354627277,0.47403607898011385,0.13466419216033604,0.29660317742967923,0.564727109855452,0.6130567973105677,-0.3605499363646502,0.5397436288680968,0.08979287590308095,0.5080929833144052,-0.2137355617509394,-0.5003488884642993,0.7582441685782726,0.388937031328859,-0.17448220824795746,0.5888031880884154,0.6232798358654706,0.5633564400430676,0.3048006087515186,0.14415496433549949,0.4122642435865621,-0.34729464008710936,0.5692315075465871,0.000879598083565748,0.7966520356471959,-0.47882305196369257,0.04602937871590333,0.6934136995233958,-0.36190466611804484,0.4256944693423383,0.14881262450903393,0.3470125434225564,0.01194124623857027,0.35143709813242757,0.653142576276977,-0.27252977298440073,0.026957969970156048,0.6460512942240442,0.4654139576373328,-0.6484627381060308,0.39684925080306493,0.6873547174484675,-0.31746478969005026,0.5210444670129736,0.230257807578809,-0.3508541946466032,0.26545702215893496,0.7240762190592879,0.5022547460582316,0.6070751193273434,0.35239228675604595,0.1765048421993137
Cerebellum_6_L,-0.4883688550522356,-0.5622128451896085,-0.5467688930032714,-0.49941609214437466,1.0,-0.0947423794041099,-0.7310581811787379,0.6661922021584459,0.8299960210204635,0.4161162437002718,-0.41614603175330167,-0.03356444849828622,-0.11994669469536318,0.8106698709286744,-0.21793562134478422,0.6912778164121122,-0.30264474005522757,-0.3539567357507943,0.5664900116008612,-0.22943956529625775,-0.032443357979419385,-0.10424510917130131,-0.33182724517293316,-0.5738047951211043,0.7688084669978894,-0.049009879019120045,0.3895135235101721,-0.3821915564138024,0.09183003373328275,0.4654474752606925,-0.4524062559234709,-0.1658696613795391,0.1913750998481577,-0.37757778679647924,-0.5252225661359615,-0.16713438396260782,-0.15840101502057105,-0.5622457151912833,-0.1201733807948911,0.44976056336634634,-0.1118779346136518,0.2953161872653095,-0.6492637180631922,0.5156851073368878,0.2396040822679108,-0.5774426830214286,0.5934037814019562,-0.6227404005425828,0.35348792411000185,-0.45529829962047447,0.3805539892148503,0.0694852579493366,-0.40662786937723666,0.799240261662698,0.013661456319382544,-0.35110625228944387,-0.37359432817638655,0.7857057922905487,-0.2825790821750789,-0.6201727585638954,0.7791691901038102,-0.1392159358303062,0.4397652680321523,0.8152057632137567,-0.23590488830355452,-0.6005307529896413,-0.22374650488173214,-0.26710334937278984,-0.06947178179104382,-0.30620544685412343
Temporal_Sup_L,0.6645155047498787,0.7632728132668191,0.6477003866861809,0.6253612300205338,-0.0947423794041099,1.0,0.47948400139648717,-0.4351304649362222,-0.013341459729813387,0.20072073136228863,0.7089765646459288,0.7154102677422508,0.6418673345478025,-0.04576143268178095,0.7413000002857366,0.2630498113021094,-0.01928113525612034,0.8245930875756101,-0.3651367387871304,0.6323255270009944,0.259613104982052,0.4873976768522872,0.6718388935828318,0.5489351140835067,-0.0500733162574772,0.7759950083808277,0.46227866037779036,0.6199547337729876,-0.08907317662913725,-0.3760424867252507,0.7851732204704108,0.6872978921713129,0.09122426999116318,0.499913172628989,0.5727073317209855,0.6431654896188124,0.3396370075591856,-0.1278387762687543,0.5263377079218859,-0.18810558666905486,0.8049422162762759,0.13416883649337527,0.5916745373945563,-0.39328812756832976,0.3632269790928686,0.6499843213224245,-0.1057676794469815,0.26266444117833315,0.5659517572294526,0.31918443760121534,0.4531469167596638,0.6759398199415173,0.6681078622309155,0.2513416541570575,-0.005827305149182265,0.7029916433823277,0.4867378068122432,-0.3307946005165005,0.4461421899987453,0.6004184277014414,0.07874939218102887,0.7527513251661978,0.6806469372718406,0.020015859732409755,0.385522614552378,0.6723866940788726,0.6155856898277565,0.7502845986517845,0.6617749982654186,0.1414444304116713
ACC_pre_L,0.8335698967563999,0.8063613199478137,0.8269292871398038,0.6973529701989877,-0.7310581811787379,0.47948400139648717,1.0,-0.7197561696595892,-0.6291029838328931,-0.29018500802934416,0.6898510086732429,0.3436081108254325,0.4341328158448733,-0.5898972698896118,0.5912791473373648,-0.33434651759781614,0.3804815936561242,0.6688224813223064,-0.5488355189619227,0.5686793189064677,0.026378085105775363,0.30216763630339843,0.6863825284547342,0.8270121919922157,-0.546806365352713,0.4579864689558142,-0.15454798191114422,0.593220570081034,-0.04728135540692097,-0.6975045125909654,0.729047655752095,0.46322614593252104,-0.18112602638019634,0.43516655407718646,0.696981556058539,0.4379579538573409,0.18019183251575352,0.3861762518272441,0.425460292632785,-0.43473740588972154,0.42092712289094825,-0.052664101426584765,0.8526344628549561,-0.37700045459886594,-0.12646989214107768,0.8321363083857829,-0.4569637316300884,0.5344025220535902,0.04356599436978892,0.4351290997477359,-0.1900127453605859,0.2769423123465649,0.7277276662166114,-0.5650284966046565,0.17755359572012605,0.5625739752514713,0.6110835361166257,-0.6949259931916731,0.5077824313117143,0.7950440023944294,-0.5102599642516754,0.5497509832571882,-0.08085283363744522,-0.5970040500403401,0.38337758367859676,0.8633661424000839,0.4395723791546947,0.5950716830701378,0.2633666942528638,0.3300943912707665
Cerebellum_7b_L,-0.5491639221769565,-0.7049177948648129,-0.7394105894954907,-0.6658414611674115,0.6661922021584459,-0.4351304649362222,-0.7197561696595892,1.0,0.6010387666943705,0.2657807549275125,-0.6862985181736149,-0.3851373084187718,-0.24821275971975493,0.4236631730016932,-0.4328892878037577,0.30235372693591334,-0.289244414087942,-0.5119084758505602,0.4875380768108213,-0.35409921706412595,0.0700081973969798,-0.007328803818638787,-0.5997633955424527,-0.5795326878881045,0.5787682003100353,-0.3083086909403529,0.1241886764889022,-0.4439151489456847,0.25639450662874363,0.47210473575110096,-0.776491281489206,-0.3010324364103676,0.42602781001052537,-0.4574355943508333,-0.7399790717093325,-0.5415162976812328,-0.15933781509093695,-0.325827048940058,-0.2943206068001071,0.398054247768501,-0.3935861647395613,-0.0694894077866176,-0.8188113469665868,0.49643713852146965,0.18935436323971094,-0.5524526673616652,0.580146706086302,-0.6033375523352995,0.13887247925047153,-0.3291907883905549,0.10056401892546196,-0.15758303268044346,-0.7158254171669274,0.4718348840266507,-0.040949045958721515,-0.5365148254155806,-0.3123516895553139,0.7063550457211512,-0.39956239980759495,-0.7249593045957897,0.42310504864865833,-0.3134515820468991,-0.12182145441698386,0.4687151646396273,-0.17784106448956005,-0.7646133100829099,-0.47032748961740967,-0.4394323844089434,-0.34086099408164017,-0.046779814136511416
Calcarine_R,-0.3636142099202885,-0.46439774059978245,-0.3774986823941104,-0.4223604622260253,0.8299960210204635,-0.013341459729813387,-0.6291029838328931,0.6010387666943705,1.0,0.3902426007011238,-0.22083613327942792,0.19376681356712008,0.05556018187258675,0.8025867852657327,-0.05824284109285455,0.6950131586437136,-0.3934229820723156,-0.21067102322052714,0.6258611501963517,-0.03817422094381526,-0.03506779733005173,-0.03032047661482353,-0.19822601612705137,-0.4871292515218213,0.7772438796797707,0.1447812929796526,0.29314073701143156,-0.3449841654497986,0.1816423501420497,0.3902146954366063,-0.3392133788018127,-0.12079887722668214,0.1934161649596449,-0.2828844164128768,-0.40883834989511986,-0.06383791505327256,-0.13917364094727444,-0.5454864428578179,-0.09424104545954337,0.298308356502258,0.06585627575496547,0.27377006576882323,-0.5051529853427773,0.4517888018950526,0.23607714457507722,-0.4645665372026953,0.5747201019752194,-0.5433979720210651,0.5000332787123158,-0.41926053878065916,0.38754486562639495,0.22530154552363202,-0.2934450618964662,0.7966230433408116,-0.02561752614461879,-0.1692455491578246,-0.2624173364938277,0.7268090019173327,-0.23173724374822793,-0.49532962239066214,0.824385953864954,-0.03524400886590582,0.4472812738726307,0.8745727391589774,-0.138694960305661,-0.4905105878087422,-0.268740124650666,-0.10365618227935791,-0.081917934731757,-0.28497355692663234
Thal_LP_L,-0.13694369166633488,-0.11131791817925331,-0.10983639382480129,-0.18176750820863005,0.4161162437002718,0.20072073136228863,-0.29018500802934416,0.2657807549275125,0.3902426007011238,1.0,-0.015085625926222446,0.2429459882577718,0.08603332012105744,0.4202348413450314,0.08041196907820619,0.3538134075246811,-0.1433626430102639,0.08765872912564357,0.22310384064322508,0.050380721281630896,0.11197215392454803,-0.022839504316845952,-0.0024900584934142737,-0.21539792583404138,0.38398239850409105,0.19796980960723684,0.1431334542814404,-0.13532147542923983,-0.07387687940400203,0.012762959142373055,-0.010050864486662751,0.10507152772605916,0.03493319802295828,0.0035837809111299197,-0.12651267314000603,0.10670667473784481,-0.28354142143368477,-0.4924265786571216,-0.05605573518390243,0.09595313686977217,0.18783416868788577,0.12883192850126368,-0.23884053868174282,-0.0010324886805134909,0.20348717571224925,-0.1507507720125962,0.22755077644883573,-0.22696281464199466,0.3290068152308846,-0.053540129055855555,0.22013024494061412,0.19233116321832128,-0.029863478814009536,0.5562496071569344,-0.050440643184226884,0.05427458475216551,-0.14796377374163053,0.24633876464218654,-0.20239914883758628,-0.1316526709519879,0.5055665741199848,0.0563953321879496,0.40751085911826906,0.43479677550913964,-0.1892695647010427,-0.11938207693181703,0.08007508589740568,0.0385887099664203,0.03253905429666149,0.013491997767037215
