,Occipital_Mid_R,Frontal_Sup_Medial_L,Red_N_L,Frontal_Inf_Orb_2_L,Thal_PuM_R,Thal_LP_R,Temporal_Sup_R,Thal_MGN_L,Precentral_L,N_Acc_L,Calcarine_L,SN_pc_R,Rectus_R,Rolandic_Oper_R,Thal_LGN_R,Calcarine_R,Postcentral_L,Cingulate_Mid_R,Cerebellum_Crus1_L,Frontal_Mid_2_R,Temporal_Inf_L,Hippocampus_R,ACC_sub_R,OFCant_L,Vermis_7,OFCmed_L,Vermis_6,Thal_AV_L,Cerebellum_8_L,Thal_MDm_R,Cingulate_Mid_L,ACC_sup_R,Cuneus_R,Paracentral_Lobule_R,Temporal_Inf_R,Angular_L,Hippocampus_L,SupraMarginal_L,Cerebellum_9_L,Temporal_Mid_R,Thal_VPL_R,ACC_pre_R,Lingual_R,ACC_sub_L,Precuneus_L,Frontal_Med_Orb_L,Thal_IL_R,Temporal_Pole_Mid_L,Thal_IL_L,Cerebellum_3_L,Thal_VL_R,Thal_LP_L,Insula_L,Cerebellum_6_L,ParaHippocampal_R,Frontal_Sup_2_L,Frontal_Mid_2_L,Putamen_L,Insula_R,Pallidum_L
Calcarine_L,0.3730500197044621,-0.5291010379192751,-0.232169696449304,0.0003935385093782755,-0.26571449976742595,-0.08672673216189986,0.49365965912065773,-0.1818312343516897,0.00368870739224739,-0.6798433162200149,1.0,0.775568052370169,-0.7327713866216031,-0.3264815203574292,-0.45055339263929933,0.8321102415153078,0.009690933163379474,-0.33140394529650485,0.5815577724293898,-0.3061549230362186,0.2412416548471321,-0.6425695416640598,-0.6502683979105074,0.017068340219434194,-0.7367795875313006,-0.4447362808172088,0.6542214138121027,-0.007554150523509714,-0.16393996813314773,0.07507109083292005,-0.3679141472773653,-0.701210107025107,0.9141295809740548,-0.365607545138502,0.542465933790112,0.3228873385939838,-0.49866859174987344,0.3917103109251947,-0.12522379912906878,0.8605411361154544,-0.13543852399796422,-0.8123745222226055,0.7629012420619065,-0.6628348569422489,-0.16276508485212382,-0.11673425393574578,-0.14760219343546527,-0.2036627308055331,0.0880991552500233,0.7642803850045952,0.38714771244953156,0.27449602210993673,-0.4805317079095614,0.8379055830572238,-0.6511946470510162,-0.5543780470379818,-0.6047602210852322,-0.7354226253875493,-0.5394051481539214,0.10651709604284866
SN_pc_R,0.26573764576706993,-0.33098892156524146,-0.08129044939038432,-0.008328839108628711,-0.04228800092387223,-0.03988753498875828,0.4871613666809896,0.0222312835440479,0.03370226569522835,-0.5438575164706551,0.775568052370169,1.0,-0.5927397928329516,-0.18069126270120833,-0.2511921200085004,0.6549886548151095,0.12691121728973212,-0.12167874752052482,0.48386821493231236,-0.13890627211969545,0.22754201267125004,-0.38157715631952505,-0.542303210797376,-0.14616997987971664,-0.6019893590225067,-0.34143029602845015,0.5108345142014366,0.08831048925144674,0.006172669226485443,0.21155537985714756,-0.16299208653208422,-0.4851009128449271,0.7482710104532547,-0.22689238771761847,0.6142246137065857,0.30134530610485494,-0.31209541889867987,0.39441604820868326,-0.06028801670275217,0.7291670750124406,0.0705465470614741,-0.621102909490981,0.61240047612253,-0.5439389617477143,-0.06332851767720306,-0.1498130206193513,0.11034906361643203,-0.11989106199839801,0.18410529735773756,0.7881103651589281,0.5254749895283677,0.2983162774291088,-0.35548534894072603,0.7198420785064196,-0.3803713822041498,-0.37667089788481056,-0.4017046488222191,-0.5370958823615949,-0.3939401315939695,0.3027787153927151
Rectus_R,-0.29810424135296737,0.7558114274145903,0.4712158688870354,0.10323623257431261,0.5478696679534557,0.20025126667437385,-0.06915215646103134,0.27341055028403005,0.3635019019688549,0.8386128097692468,-0.7327713866216031,-0.5927397928329516,1.0,0.5699861374216862,0.5479298112257155,-0.49532962239066214,0.25239738589246985,0.6393299543601245,-0.3704336390354446,0.6424233195830749,-0.025875986053877788,0.7911986202801189,0.6440574996757149,0.03219410956668413,0.5741071285238522,0.6728663599443131,-0.5186332606117453,0.10707558539964754,0.1617474346601732,0.2832536604884933,0.6925199502642134,0.8175419434917366,-0.6561367671953214,0.5962560690087733,-0.3629974416005355,-0.2895392131284691,0.7348740517038196,-0.280651126054909,-0.018829383394042224,-0.6157709053077994,0.4615445832660721,0.6905622608092727,-0.43014540463890477,0.7994604614666196,0.38461540511467573,0.36513910168727975,0.39985698962243416,0.21211964761542854,0.30297686871390916,-0.4303899657995076,0.0681716791246311,-0.1316526709519879,0.6772103187368046,-0.6201727585638954,0.7994912511623071,0.7731804610012192,0.7874670773907329,0.8876428158361589,0.729084586668183,0.0645943794348735
Rolandic_Oper_R,-0.09969422596356035,0.7043628630271246,0.6352144424468296,0.032866781134015914,0.7110167067339089,0.015269289026770425,0.4960339296580568,0.3496195174941028,0.46104704499978133,0.7499016727302747,-0.3264815203574292,-0.18069126270120833,0.5699861374216862,1.0,0.674222250000324,-0.020648804883195166,0.340299031306246,0.7824010795616356,-0.17049867314588046,0.7842746489229695,-0.09421921290846968,0.6902357683113842,0.4843148961205327,0.12720653381593183,0.21325034974733614,0.2765493991085169,-0.04359584721913808,0.38758478047831957,-0.03179149671071745,0.6140965032429012,0.722988845327298,0.7771494888821248,-0.30671611698494716,0.4404739032999929,0.018710478079770273,-0.1819713303796263,0.7556964697517029,-0.17940848887678076,-0.10029641388659824,-0.08205095070688398,0.5717725296274346,0.43944862962840336,0.06028987914752662,0.35631256906604075,0.3896137331641283,0.20472897285259778,0.5164603877279573,0.33854918854693355,0.3047122341235363,0.10483093969815313,0.3229440201120384,0.04323004810875153,0.631196875349058,-0.16453239798308528,0.7826932507713877,0.7014649510259579,0.7044380627918196,0.6364150795963095,0.7778835815345145,0.5338369875419237
Thal_LGN_R,-0.2539408367209202,0.7373360004834302,0.6399295921645705,0.1250640012052918,0.7041591740363291,0.27684942457599476,0.24595339425258347,0.5622475462377939,0.5997661714890249,0.7070580893817319,-0.45055339263929933,-0.2511921200085004,0.5479298112257155,0.674222250000324,1.0,-0.23904745882522052,0.4819256469664925,0.7855104519510336,-0.34170059622532833,0.7091341119672346,-0.05079309815693469,0.7850878816570788,0.4060012608970065,0.013331401892214358,0.4892556486179717,0.34418978025699737,-0.18735094897179452,0.4694608575167964,0.029819416382895047,0.5304771024484393,0.743474655821194,0.7080793628497845,-0.3659695684807146,0.6424467691857834,-0.08612403544361776,-0.13164713504680495,0.787052962069019,-0.02133944951580556,0.18659163953039878,-0.28718300639297983,0.7150018606144666,0.5562402093861293,-0.14106377847184903,0.44385634991226086,0.5471067515135755,0.19418179024850485,0.6359711730791131,0.28422122190709487,0.3392006634442133,-0.08017046569387645,0.1544276603686451,-0.08544613632852636,0.6929878159515003,-0.3486699381148915,0.7545749556910479,0.7394590829801214,0.7358687121018246,0.7000850294143259,0.7282997422160367,0.48718631973691545
Calcarine_R,0.6648189014679966,-0.31677295113004106,0.10035770972069301,-0.11176734471312433,-0.03817422094381526,-0.13917364094727444,0.6316052884689244,-0.138694960305661,0.05525059056590468,-0.3774986823941104,0.8321102415153078,0.6549886548151095,-0.49532962239066214,-0.020648804883195166,-0.23904745882522052,1.0,-0.03032047661482353,-0.05824284109285455,0.5663763902397613,-0.06814156492779792,0.29314073701143156,-0.3852522781191275,-0.529843798731292,-0.02561752614461879,-0.7045417318669758,-0.2828844164128768,0.6258611501963517,0.03884848304225039,-0.03506779733005173,0.26360773595054776,-0.10365618227935791,-0.3929105668728162,0.7285371301869035,-0.2556088605564844,0.4659337428630041,0.10782165744858048,-0.16775935609697873,0.1934161649596449,-0.31856804468796496,0.7592891085501359,0.05556018187258675,-0.6994338594275658,0.8745727391589774,-0.5314420496361221,-0.13078725717666334,-0.1344776949462404,0.08913557862368754,-0.04681477615685327,0.23997773633508104,0.7772438796797707,0.4659804987780566,0.3902426007011238,-0.24009858431587613,0.8299960210204635,-0.3503368255837129,-0.3636142099202885,-0.3711705351365619,-0.46439774059978245,-0.3465348851061121,0.24888356279901228
Postcentral_L,-0.21356866981826944,0.6403385557182141,0.3849735590210234,0.382887935034396,0.5785322745077588,0.5918598846216648,0.22192901313668345,0.7059817196506005,0.7544198000238216,0.3138298915321286,0.009690933163379474,0.12691121728973212,0.25239738589246985,0.340299031306246,0.4819256469664925,-0.03032047661482353,1.0,0.6487272725365875,-0.06374272197930307,0.6456962256949283,0.09060855875564727,0.5427836353538783,0.2242298133458822,0.11693222263513883,0.33818192778382483,0.19534663154940138,-0.190362708443036,0.6057113976202091,0.23333754927619813,0.5623312730960122,0.6853348760913209,0.32353244940724146,0.2653585330018111,0.7911043480740655,0.20349048904317696,0.560031682864137,0.476658398474716,0.7257340038894131,0.323856305518136,-0.08762533121514628,0.6873304822815348,0.325901100227377,-0.13726377665659006,0.22018630177360127,0.857666648682986,0.1928598258739041,0.548294243238255,0.2317655482747775,0.38720009636516056,0.15513180122177775,0.410265990021228,-0.022839504316845952,0.5152378276027206,-0.10424510917130131,0.40153631641821774,0.5738578720368588,0.5681427672672319,0.4295508422898715,0.48895333786332856,0.524495197405485
Cingulate_Mid_R,-0.14295211842587394,0.8746492506378137,0.7338896599612689,0.11956225967642725,0.8673564479507503,0.26944169739313295,0.41637320108940207,0.6206226824833028,0.7109590882153889,0.7606582959779637,-0.33140394529650485,-0.12167874752052482,0.6393299543601245,0.7824010795616356,0.7855104519510336,-0.05824284109285455,0.6487272725365875,1.0,-0.12198366705828324,0.8978565913290986,0.0660256071658217,0.8420463154074984,0.45565210753061336,0.040859582453731294,0.3816111294921297,0.3992415926041021,-0.19756522140481994,0.5075372650859935,0.21324527734392384,0.725085646464807,0.9579990246333819,0.7929325103953158,-0.212375301609512,0.7512799312491049,0.07401818263896717,-0.02339762529397262,0.8595041288585823,0.1056502023726806,0.017977220607696444,-0.19969555139503772,0.8152271443165776,0.4895089655125741,-0.03895030964068532,0.4492224585297175,0.6687438038615481,0.242734454188973,0.7310142828023145,0.368651834508908,0.48948013233498316,0.08768917620131825,0.3973293539469149,0.08041196907820619,0.763860250081552,-0.21793562134478422,0.8233033958893367,0.8341728422364411,0.8428543336109928,0.7659256743731934,0.8012951823360962,0.612334204700412
Cerebellum_Crus1_L,0.2845494265504128,-0.23362635953702357,-0.0612035871469461,0.020010329492351275,-0.0823070387842284,-0.19408256405635996,0.347682860845998,-0.123999057526947,-0.050902502929743604,-0.3819967668232908,0.5815577724293898,0.48386821493231236,-0.3704336390354446,-0.17049867314588046,-0.34170059622532833,0.5663763902397613,-0.06374272197930307,-0.12198366705828324,1.0,-0.017599817129168416,0.42264337548204234,-0.3464712169364193,-0.32986586201261625,0.012499686113884011,-0.4935132985852524,-0.27280948555531603,0.2844147631329193,-0.01707832794793038,0.21333919130119602,0.22717743227634846,-0.1667930324844532,-0.3909942998112094,0.5345975153383222,-0.296330884096788,0.2804994332632906,0.09326331698249364,-0.16020847441056948,0.1349365152989776,-0.32199775052993285,0.455056551945118,-0.10292347347654172,-0.5356805478133267,0.5123425857564075,-0.43184527039038134,-0.1374651909650371,-0.126127241467241,-0.03435675686163264,0.1289773734219561,0.026057825248379747,0.4938599595115247,0.4353651841180085,0.30025528760996073,-0.14989109249586915,0.7446138620831294,-0.37573099373647567,-0.2716654807519072,-0.2504348243212677,-0.32905045004370126,-0.29469091551644,0.10158775998516535
Frontal_Mid_2_R,-0.15940133988163163,0.9320820577334339,0.6650330326416598,0.3214389659750651,0.8324444833115219,0.24160117588939797,0.4057060082614372,0.6159328796053133,0.7511665772303049,0.7731820501714899,-0.3061549230362186,-0.13890627211969545,0.6424233195830749,0.7842746489229695,0.7091341119672346,-0.06814156492779792,0.6456962256949283,0.8978565913290986,-0.017599817129168416,1.0,0.125615997364927,0.8152701360743708,0.47640598016727914,0.11254815647103247,0.41070607871306486,0.39811821202699127,-0.24657621062832247,0.5259319417012097,0.14809983500135088,0.7164342005323907,0.8623863583122585,0.7762813403921555,-0.18934149861796185,0.7045227481814607,0.05632719166320891,-0.03647751826282667,0.8689191826982886,0.11231282043817539,0.10420381021232017,-0.1986217112741045,0.7468834856641167,0.543779252855808,-0.07516479969408452,0.49391772347286805,0.6731330110370946,0.2992742276462463,0.6906004541752122,0.3761450419087346,0.4790460785129711,0.05918556029366794,0.47342497883969353,0.0050462767230509825,0.8330918189640374,-0.18449441199798217,0.7949853007433845,0.9107272837216569,0.9067178177492048,0.7867959841756524,0.840881699989992,0.556694861217772
Temporal_Inf_L,0.15320084204643322,0.04753285686685666,0.30122844191335185,0.2480444413812103,-0.018055715632828918,0.1779630467066035,0.0748425900465159,0.040704111472845556,0.0976775163611863,-0.07350059838022106,0.2412416548471321,0.22754201267125004,-0.025875986053877788,-0.09421921290846968,-0.05079309815693469,0.29314073701143156,0.09060855875564727,0.0660256071658217,0.42264337548204234,0.125615997364927,1.0,-0.01743201857764339,-0.247170617282803,-0.09928249288015897,-0.1768064035456669,0.2713766267536979,-0.08717178202214716,0.03389752351560446,0.26172422660325323,0.1522267999980755,0.0783212487467738,-0.07649753715074638,0.27568262925146736,0.03585951601466772,-0.19745346263759853,0.006098226072655102,0.14730823706475885,0.17322999868648625,-0.19635976045980696,-0.0016975082932761583,0.06365372856301588,-0.18811411149260712,0.26847147620330536,0.09384543933882002,0.08045632580139796,-0.100111967942768,0.34613471031637727,-0.12890886012171204,0.4148911039238783,0.12445433362749697,0.28358720295226514,0.1431334542814404,0.22959745615575425,0.3895135235101721,-0.13069792214257894,-0.010140966612069029,0.04175371897886312,0.06734192434132169,-0.17124373269450396,0.02065473104853037
Hippocampus_R,-0.23871102893013782,0.9059118894411328,0.6785570431298265,0.2070398284979451,0.7877471975585525,0.3894316320103834,0.08972557801534721,0.5960566798684284,0.5153623291281314,0.8477450735734917,-0.6425695416640598,-0.38157715631952505,0.7911986202801189,0.6902357683113842,0.7850878816570788,-0.3852522781191275,0.5427836353538783,0.8420463154074984,-0.3464712169364193,0.8152701360743708,-0.01743201857764339,1.0,0.6191592650828327,0.04822657093448271,0.6401767688802333,0.47521981057796137,-0.47958989729782553,0.4343652443432983,0.2997015140820143,0.5164169530260747,0.8733702380572249,0.8559668989603475,-0.49266113079590984,0.7586334312519489,-0.14664193538882406,-0.05160691289421286,0.9106460034647221,-0.022108818261683757,0.10744247521694332,-0.5370192727831691,0.7496689251848663,0.752588018650467,-0.38263892189485316,0.613112393779251,0.6502102766433149,0.20305036838710339,0.6199675602528073,0.35934325865359024,0.2913414237976072,-0.2279942201487777,0.16670800750284653,-0.13123466019294938,0.8274465097534781,-0.517124040989363,0.925662690049132,0.876080454978737,0.9154945113701014,0.9051036559412434,0.8624056533075114,0.434550500536563
