,Temporal_Sup_R,N_Acc_R,Olfactory_L,Frontal_Inf_Orb_2_L,Cerebellum_3_R,Thal_MGN_L,Temporal_Mid_L,Thal_PuI_R,Thal_PuI_L,ParaHippocampal_L,Frontal_Inf_Orb_2_R,Cerebellum_Crus1_L,Precentral_L,SupraMarginal_L,Thal_MDl_R,ACC_sup_R,ACC_sub_L,Lingual_R,OFClat_R,VTA_L,Thal_LGN_L,Frontal_Inf_Oper_R,Amygdala_L,Rectus_R,Occipital_Sup_R,Cingulate_Mid_L,Paracentral_Lobule_R,Thal_VPL_L,Vermis_9,Parietal_Inf_L,OFCpost_L,Occipital_Mid_R,Frontal_Med_Orb_L,Hippocampus_L,Cerebellum_Crus2_R,Frontal_Inf_Oper_L,Thal_LP_R,Cerebellum_7b_R,Frontal_Sup_Medial_L,Parietal_Inf_R,Calcarine_L,ACC_pre_L,Temporal_Sup_L,Frontal_Sup_2_L,Insula_R,Raphe_D,Temporal_Pole_Sup_R,Heschl_L,Supp_Motor_Area_L,Angular_R,Thal_LP_L,Temporal_Mid_R,OFCmed_L,Cerebellum_9_L,ParaHippocampal_R,Cerebellum_4_5_R,Thal_PuM_L,Thal_MDl_L,Vermis_3,Cerebellum_6_L,Occipital_Mid_L,Vermis_8,Putamen_L,Occipital_Inf_L,Thal_PuA_L,Red_N_L,Vermis_6,VTA_R,Thal_IL_R,Thal_VPL_R,Cerebellum_4_5_L,Parietal_Sup_R,Thal_VL_R,Hippocampus_R,Cerebellum_6_R,Frontal_Mid_2_R,Thal_VA_R,Rolandic_Oper_R,Postcentral_R,Occipital_Sup_L,Temporal_Pole_Sup_L,Cingulate_Mid_R,SN_pr_R,Cerebellum_9_R,Frontal_Sup_Medial_R,Putamen_R,Rolandic_Oper_L,Angular_L,Cerebellum_8_L,Pallidum_L,Thal_PuA_R,Vermis_7,Olfactory_R,Cingulate_Post_L,Rectus_L,Red_N_R,Thal_IL_L,OFCant_R,ACC_sup_L,Frontal_Inf_Tri_L,Amygdala_R,Cerebellum_Crus1_R,Thal_MDm_R,SN_pc_R,SupraMarginal_R,Cerebellum_10_R,Postcentral_L,Thal_PuL_L,Vermis_1_2,OFCpost_R
Temporal_Sup_R,1.0,-0.03980407596086328,-0.07916602369802175,-0.14831044867199716,0.6491708573578074,0.042814565977820504,0.5461446396126521,0.32939814254038396,0.16649537687839472,0.10846311475626465,0.31723768981688266,0.347682860845998,0.3885962713103132,-0.00537242350069608,0.2034296024665703,0.09804145570075315,-0.19654009536721376,0.7418587508294926,0.06272711693816203,0.4308889459297577,-0.04492352459506724,0.6068942861717785,-0.1354415935376444,-0.06915215646103134,0.46133828140609745,0.35210498700528736,0.13659552833783303,0.48563270661150437,0.5194175533289141,0.17730678529193733,-0.12429738032372849,0.20515979650785776,0.0912736472315422,0.23298277131597003,0.5135381912014474,0.23151141790512986,-0.07691576040914526,0.5249502999574694,0.15684548620287334,0.18772907702760266,0.49365965912065773,-0.1675035265072687,0.20942150274462037,0.13897541369043107,0.26405520964901014,0.18904124679117051,0.24485333408955168,0.16445151182685774,0.41444546926420534,0.2346645931751489,0.35682644840916444,0.71749025999248,-0.025455512107904425,-0.26539803788914906,0.18714340291277454,0.6420791372490458,0.3521741129209946,0.4833131369812914,0.6467327289230979,0.5483748054801745,0.03619481395224338,-0.4075849670215821,-0.06424593687464505,-0.08297526414519218,0.17032939254908652,0.39537594349572674,0.4952995998346429,-0.02285711955376839,0.2842836824249647,0.45082424954671535,0.69478681514151,-0.23496109163782083,0.5482912951466392,0.08972557801534721,0.5352706699427373,0.4057060082614372,0.23835688735196264,0.4960339296580568,0.019197556949070334,0.09773988647154337,0.07358521227008105,0.41637320108940207,0.4734835257939019,0.49858452403172243,-0.06063043611968744,0.1851422661139808,0.1708558550228323,-0.022228384363879233,-0.1559957725283273,0.49842953549069435,0.4310515312734218,-0.45680396990174876,-0.0915682853806328,0.4918018023211028,-0.03295772441774335,0.5725204253588858,0.35891179030694903,0.08830561703344851,0.09950261495626234,0.21276329761588902,0.24031156736327255,0.5096560667588645,0.5275556782235155,0.4871613666809896,0.42030928929538325,-0.01973755014218946,0.22192901313668345,-0.09381659378660959,0.4347779924380682,0.31610107463006154
N_Acc_R,-0.03980407596086328,1.0,0.7966520356471959,0.14850520003336898,-0.18571372613137055,0.26545702215893496,-0.27252977298440073,0.13319569108203227,0.6460512942240442,0.7582441685782726,-0.47882305196369257,-0.44090481868305087,0.37059830512997977,-0.17448220824795746,0.388937031328859,0.7163231822929784,0.7273582600744737,-0.3508541946466032,-0.5003488884642993,0.000879598083565748,0.39684925080306493,0.41087278347717493,0.7384584409738932,0.6873547174484675,-0.6316863998725155,0.6070751193273434,0.5488427857556032,0.5213184289153026,-0.47774943926468094,0.04602937871590333,0.6157740333992054,-0.22886922558649847,0.17766992385330804,0.6760922360872451,-0.6471757871919865,0.5741635910903928,0.3048006087515186,-0.660944714064764,0.6802071244833494,0.12936459564117503,-0.6299478293603905,0.6973529701989877,0.6253612300205338,0.6938847868496426,0.6399235061896594,0.5633564400430676,0.4686706154337424,0.5972675603806553,0.6096866199518391,-0.4811013361895055,-0.18176750820863005,-0.5350680287091638,0.5888031880884154,0.0001712988192453523,0.7154218145998493,-0.47660806709362347,0.5112401188997603,-0.3119610150839281,-0.5521820258561989,-0.49941609214437466,-0.08133029744934461,0.4256944693423383,0.789414022966336,-0.2137355617509394,0.6767839931966492,0.5483554208058808,-0.4965361354627277,0.3788462788210088,0.43769161732963735,0.4055181753393236,-0.44473388673176795,0.32037306152891043,-0.0787692874219898,0.7233991446753298,-0.5797744897034726,0.6093315142421295,0.4122642435865621,0.5265909909209794,0.5080929833144052,-0.47462903765118053,-0.4532844351528647,0.5653871741073496,0.17804605807941845,-0.36190466611804484,0.6130567973105677,0.7054108339827274,0.6968810270370145,-0.23626474969058192,0.13466419216033604,0.18240439301610473,-0.2033424297175806,0.5102745935567118,0.6989651759769674,0.5397436288680968,0.7240762190592879,0.3675700482130926,0.29896481757480464,0.5022547460582316,0.5161329504583261,0.47445013007070047,0.653142576276977,-0.6484627381060308,0.1550277273781303,-0.5084659130454029,-0.00753086946940243,0.1765048421993137,0.29660317742967923,0.6232798358654706,0.16497965075864168,-0.7197975115209143
Olfactory_L,-0.07916602369802175,0.7966520356471959,1.0,0.14961752412125304,-0.2510707017768389,0.33838278564935564,-0.4277310428657297,0.09812211748493169,0.6605324180648869,0.8780628662155389,-0.4574145779952942,-0.4149501814968144,0.3038242010819516,-0.271100607043383,0.4193287417707025,0.8881568045984637,0.6564962526244144,-0.4716685038318843,-0.628354877136059,0.05497760220648829,0.544853595613054,0.46077134411877135,0.9173049906746296,0.8459172358020173,-0.7275389360860107,0.6711616300259937,0.5561779038452568,0.5145886822902432,-0.5866641001082452,-0.07381045117363226,0.641125156725195,-0.2758738586020522,0.27578168921796725,0.8135715681207856,-0.7494370990446808,0.633518107565196,0.20713763975525304,-0.7375998636003323,0.7928705823368245,0.16978212449722013,-0.7751581163941885,0.8526344628549561,0.5916745373945563,0.809806835500741,0.8037204359227906,0.5800879304468161,0.5488885307396645,0.7279463146060097,0.6722322128868604,-0.548083218389481,-0.23884053868174282,-0.6475754964414733,0.44646691584877324,0.016200338006036017,0.8440220718791501,-0.6000747791802347,0.6130310829071545,-0.18433674975147224,-0.6784743343841314,-0.6492637180631922,-0.07469055552561486,0.5638132567463355,0.8864761301681205,-0.16633998512599987,0.8289407686669252,0.54231920592141,-0.5522119618913692,0.4443355329163191,0.3967489708926454,0.4473279802512714,-0.6146696686178578,0.4188110038854253,-0.04295283796980671,0.837654279532912,-0.7126692356512527,0.6910789124034401,0.47102866634722784,0.6687293081300693,0.612865302609639,-0.5623561239664041,-0.7323112665756231,0.6661300519786726,0.24920839096824723,-0.4730126273401221,0.7801409584537098,0.7870329972020548,0.728140808126866,-0.23276680992814283,0.11600613420773646,0.22655162417024854,-0.04386039917676743,0.6526533640565313,0.923896753707298,0.5611180804321982,0.9085403032201457,0.4215370397927253,0.11264047196442015,0.46147630415890767,0.7261548246710938,0.5344078257531021,0.8543903533530519,-0.6787686297216408,0.30695053133342765,-0.6477084551133524,0.0026695609789641203,0.17751814494013915,0.25596153364652013,0.8141933798604485,0.2100491421527894,-0.6403743466675181
Frontal_Inf_Orb_2_L,-0.14831044867199716,0.14850520003336898,0.14961752412125304,1.0,-0.07938110660330434,0.36609020898806993,-0.13101971793725722,0.4266823832744753,0.06926716110677314,0.07655841125275009,0.26949308227622515,0.020010329492351275,0.2987760013787114,0.41829192291251,0.34937273876580865,0.12700500446135313,0.2679000845684359,-0.33599669826666223,-0.21392141119517932,-0.057483228338128904,0.35639948511927794,0.12906984750195558,0.15144564946942812,0.10323623257431261,-0.018668772367233005,0.08107531834263915,0.3057240770913214,-0.06628560546461675,-0.07793122868588526,0.2567862051551095,0.13874030173298135,-0.03265355909364982,0.3161812340120156,0.2063989171178283,0.006686765515027999,0.44331863127484017,0.1908098977341884,-0.10480819773161366,0.3967558285181368,0.17003733708846747,0.0003935385093782755,0.29822883051397864,0.2721685868806134,0.4029975281013682,0.2473478382390364,-0.11479765013814171,0.11342221054336082,0.2891585319015836,0.2177891742587675,0.2388347128698257,-0.12225212236162739,-0.19394977943035463,-0.024147444826503345,0.5062826435733982,0.09012240000353301,-0.2936055681878972,0.08343208076546055,0.05420336139720295,-0.0687835836519527,-0.10017398780853626,-0.21460390179254346,0.006803293029023438,0.24975676510144795,0.2945100106951313,0.08203293472696292,-0.026569851073266735,-0.38086402314107,0.13752083812769397,0.20871532586619718,0.1505276415526882,-0.15092844453532386,0.44411249669784875,0.1561221958954852,0.2070398284979451,-0.07121261442295405,0.3214389659750651,0.2993869263702113,0.032866781134015914,0.4405894556564945,0.3055028276838671,0.15293371743201248,0.11956225967642725,-0.016056025856947476,0.12547239714152264,0.47629142066457186,0.2192724804810087,0.30590796441679835,0.287035202927263,-0.06638974769029171,0.11246384379058487,0.11143561566254565,0.3680607919871051,0.13707808712473796,0.05600798698542142,0.16634583621795945,0.038547845088927196,0.0765388704471027,-0.16944099966047327,0.36814027344251754,0.5320034901446025,0.12268961534980993,-0.0157299062965635,0.3085129213780913,-0.008328839108628711,0.34939822130895754,0.2642984560762033,0.382887935034396,0.13853082479381018,0.19189908362254102,-0.1482966913156692
Cerebellum_3_R,0.6491708573578074,-0.18571372613137055,-0.2510707017768389,-0.07938110660330434,1.0,0.08492617770631539,0.7308435833932532,0.3789984496428182,0.036743604586957364,-0.054978224385362165,0.3555463069747761,0.46569851308594107,0.3143284708052699,0.10736662839874378,0.24224029730606794,-0.14011296290043024,-0.3632138029927211,0.8100286956274413,0.22152594804400133,0.28911835696456356,0.0002276545486514787,0.47158667805672405,-0.24226419123120924,-0.2645367040404526,0.5068602541816245,0.11196862222645242,-0.15047925991146957,0.35028717132805126,0.6187266666832257,0.11242005615424397,-0.3337687078485934,0.24979532332011023,-0.1082446343231375,0.1644006594618981,0.5516750364996877,0.19537013103241788,-0.14421177392573553,0.5580144279174971,-0.019533222551046392,-0.010549973609598908,0.5751974140430199,-0.33434651759781614,0.2630498113021094,-0.04998605341084398,-0.06111947464936618,0.2822213344878115,0.02894753789490501,-0.002762772532001301,0.23442240105321227,0.11529785260334184,0.3538134075246811,0.6084778311418868,-0.20791990670248828,-0.17711129058387104,-0.029325095636402905,0.7904351858450198,0.22708401991149266,0.6162606155766162,0.6894379509720119,0.6912778164121122,-0.009431204599047652,-0.37817421702694826,-0.1835599499501165,-0.035285558890913414,0.04992873183427087,0.32591912247161425,0.5834126164804413,0.04526174113961637,0.3898543000375017,0.2374475878746702,0.7402244924758535,-0.3921638340218759,0.5284763077365252,-0.09790095573164131,0.7066257978721642,0.2251027769864369,0.1663027299387899,0.2758922572451274,-0.1907269349041178,0.18625069933216917,0.3133753704252687,0.2058207475206767,0.15267420300749357,0.5171816928735539,-0.1713207496011693,-0.08473046970456061,0.0631102464933856,-0.08411337347507575,-0.13189882751682247,0.40491694644843673,0.44434031029418464,-0.5232009053536105,-0.2550141538458811,0.384691218518624,-0.23043886048056253,0.3046889307065517,0.30456112672685876,-0.023916171587093634,-0.02705452309125163,0.17633473200720717,0.015465962710513228,0.6094748242799938,0.5017194612219457,0.5194910389438973,0.13482887392670745,-0.27600145731743325,0.08589010813739888,-0.1393817823679572,0.22780245347356617,0.43516325264161837
Thal_MGN_L,0.042814565977820504,0.26545702215893496,0.33838278564935564,0.36609020898806993,0.08492617770631539,1.0,-0.20638904885087486,0.6810017898762332,0.4074445650845371,0.36933791330805277,-0.054029866658932946,-0.123999057526947,0.6506462393221728,0.47659399977120764,0.6275452203078032,0.4334371880543903,0.2062364914605443,-0.2473471765614021,-0.25652523159158347,-0.0023319210976403336,0.6308478013874406,0.4891814974398203,0.3723515053295534,0.27341055028403005,-0.16198946218244284,0.5784989317984517,0.5938464084451957,0.29578923684077896,-0.16576810855137658,0.34110498705393033,0.25828419342039216,-0.19604776905205926,0.14637776803356495,0.5561165654951499,-0.18389783062669904,0.5995918384577033,0.34085659263265145,-0.2503297192519692,0.6491575428692151,0.32385513482951644,-0.1818312343516897,0.38337758367859676,0.385522614552378,0.611794096159124,0.517269749517978,0.2383600245598609,0.2629588554316518,0.5590802642664295,0.5970550762778526,0.06465988648448066,-0.1892695647010427,-0.23827756368261466,0.13545457893344717,0.42840343359669975,0.47467604103457584,-0.2722333122905967,0.4794396863439835,0.1748478907355208,-0.06729919571612483,-0.23590488830355452,-0.11654782438054781,0.31146092239307566,0.47142952465255555,0.02170482775641563,0.45788797995749675,0.2993762153750324,-0.09858851944555283,0.33670218612113767,0.5693346507289717,0.6402908024035754,-0.09290351589731737,0.45899245158719687,0.32624556124607934,0.5960566798684284,-0.18738191864486317,0.6159328796053133,0.613561520612898,0.3496195174941028,0.6084672106653328,0.17072683666567728,-0.10697962469210952,0.6206226824833028,0.3055729323894158,0.001686556191336315,0.6110391196383609,0.5746113704340712,0.4775143590167673,0.24853462546080643,0.18524353597399792,0.46516414336656653,0.374575625872559,0.4878014441285714,0.30314683290379624,0.4160119158703819,0.35273546794825494,0.4583172871430673,0.3183126566274549,0.10132074695912549,0.616814519414916,0.6101537642664895,0.4019410871599969,-0.07566218240419893,0.5727411451457944,0.0222312835440479,0.4328171031326811,0.20144576478737453,0.7059817196506005,0.3621660774560083,0.47268553669228947,-0.20155478777211316
Temporal_Mid_L,0.5461446396126521,-0.27252977298440073,-0.4277310428657297,-0.13101971793725722,0.7308435833932532,-0.20638904885087486,1.0,0.09149899400263795,-0.0758799584098686,-0.17414554001922528,0.20610499421963321,0.5580484439085887,0.05314079215065655,0.11367116647157587,0.023175270645673283,-0.35165384663728444,-0.3789980556730455,0.8567990045260091,0.38173146399990165,0.2585996169461902,-0.25652869160361946,0.09617580935604075,-0.3747481117787766,-0.36387786157675495,0.6103265482691856,-0.050611096504604394,-0.21201378126114956,0.2606002150653431,0.6097664918679482,0.27452515731443666,-0.31178566265264585,0.43486880673288547,-0.1296902644213307,-0.08208508716531053,0.5880576740711131,0.04754218486309371,-0.07134641700062633,0.5923726677190831,-0.2735462199097584,0.041604629944732546,0.6793089062683526,-0.5650284966046565,0.2513416541570575,-0.3493084929742261,-0.3928880667894295,0.11666598342563811,-0.029788084846027747,-0.2842815720316412,0.031048420006509474,0.2409682078801278,0.5562496071569344,0.6093393075281901,-0.12426268144839707,-0.4089181954934989,-0.2947468327691993,0.8374815381984696,0.07615422606381202,0.48797924837821166,0.702121520008085,0.799240261662698,0.17187893297907594,-0.4389821891686593,-0.31563642941573855,0.023004646689812218,-0.1661331391092643,0.25459519588613083,0.5008425810201301,-0.23902590705876733,0.21751268860315998,0.05954223194823493,0.8334214007998143,-0.3868459355373988,0.44903954182276073,-0.3226751697435633,0.7302507769146072,-0.06496229625387803,-0.08749938252610745,-0.05677689370742984,-0.3144285533983504,0.2714643065723045,0.4278888477713169,-0.020284553284143553,0.11765695005851516,0.47230598258996,-0.48267738848925795,-0.29669048060494574,-0.07023805588844279,-0.02269002862000658,0.05304876794079824,0.23091674183097338,0.31679767363911515,-0.6949133680916398,-0.42064416087174394,0.20216931790519393,-0.3704129965481664,0.1680000594993098,0.38528009464015733,0.02765246966543748,-0.26956679267405875,0.022593595564377695,-0.22163887613662264,0.5762570732654945,0.2514502825615455,0.5732063950935723,0.11600502926004058,-0.2466683158065745,-0.06209048529964243,-0.36521098270587404,-0.13127275758684748,0.4577062529901929
Thal_PuI_R,0.32939814254038396,0.13319569108203227,0.09812211748493169,0.4266823832744753,0.3789984496428182,0.6810017898762332,0.09149899400263795,1.0,0.20947744091896542,0.17283590483387912,0.13314213384740178,0.13679197691372688,0.6865217048292235,0.4955399277429712,0.5225107219753373,0.17892905547384133,0.025237708106945454,0.10092224348082098,-0.04962642160524528,0.18037694003339697,0.5062169024493336,0.5215514038967873,0.08016639157845637,0.014677490997112597,0.15033549078337577,0.4992568623378593,0.4397763244820582,0.253008257179269,0.19457997272729413,0.4406838425285772,0.06651157774435885,-0.08296800849408799,0.03181690213340879,0.41864834633008025,0.16864512289525757,0.5350754982998182,0.36019585727419723,0.1457974873251461,0.5023103259866084,0.3150020391323495,0.18922922856161728,0.1650968069439299,0.3985587015916652,0.47416974233964565,0.3916065092954987,0.12293461960189025,0.14510709776872055,0.5249888805696538,0.5801307748908013,0.29244984473004865,-0.07110921659981569,0.16025437875867904,-0.05348616879716775,0.3618271443315929,0.2858528516628857,0.0647200093234756,0.34774432998274024,0.38035169201267777,0.29365591882661046,0.11578031980834247,-0.20269740202208497,-0.08143824834209895,0.23567516299903077,-0.0032308193471373052,0.26444047134366183,0.35204783468552137,0.073119614645114,0.30458463665260427,0.5771066964413268,0.6363049452540701,0.27050997959598255,0.2844921894244061,0.4342701393107169,0.40417677147437786,0.18629777271766054,0.5730326064224647,0.5838304565442257,0.31843314167252534,0.47644674230742684,0.2720827809894046,0.18289950022692913,0.5403923671158813,0.3522036598782751,0.35399584382203475,0.37746084574476696,0.414109721012173,0.3885109326618249,0.30892036598063777,0.07345793903885287,0.5192350872789666,0.35491457855451897,0.15434071527234217,0.08171856652129342,0.48605519423303445,0.10105207075263174,0.5134088605239657,0.2651765493215681,0.02964646665398032,0.4727279097926131,0.5858338766044232,0.26192467774444894,0.25895115276093356,0.6233520666016443,0.33779432920334984,0.5286089872312297,0.1761359964002079,0.7129606061885775,0.09092907313125914,0.4763819860280829,-0.053566585426771826
Thal_PuI_L,0.16649537687839472,0.6460512942240442,0.6605324180648869,0.06926716110677314,0.036743604586957364,0.4074445650845371,-0.0758799584098686,0.20947744091896542,1.0,0.7360846694779908,-0.499537881595218,-0.22551532195609297,0.5843336736517073,-0.12004799262717479,0.657834117606624,0.7645721457769948,0.6200364836944585,-0.11779768469064766,-0.500601045751169,-0.11799271496920712,0.21096990589900902,0.5141286853981335,0.7291659988612761,0.7275814831654495,-0.5257738849393264,0.7133102104843648,0.6389090551274831,0.8547257609934725,-0.33902525330427896,-0.021178816895413295,0.552082667575166,-0.11639545906788124,0.3598094535501992,0.751261179412476,-0.4195991277505414,0.7203143078659316,0.06207878137951951,-0.4819802323765651,0.7446493557926461,0.01134826218095014,-0.47896266912098273,0.5625739752514713,0.7029916433823277,0.7262282645560323,0.5983175590344992,0.6521393668377761,0.5561684247019322,0.6391503115131029,0.7241135724771086,-0.5491693332977645,0.05427458475216551,-0.38617937414855397,0.6545926988689819,-0.007638305613425403,0.723832283768482,-0.2971593381396533,0.9027583559761116,0.09256308276864642,-0.3487035931353143,-0.35110625228944387,-0.1343234812163341,0.31840992873897783,0.7784876723867177,-0.148296342195088,0.8199935647656555,0.5349983453669486,-0.2597168932860756,0.44730512696535296,0.5983350013240639,0.5697013753952057,-0.24097595050341353,0.16823485829367033,0.22398331266501098,0.7123997236423711,-0.415602245393512,0.7249201010152626,0.3859883395361102,0.5809722492070705,0.4557892580950933,-0.4053492564776099,-0.45527022792717686,0.7109001762346313,0.22704119794236405,-0.23441818886326238,0.6647181187863208,0.721438968423554,0.815914312888865,-0.3769117267744253,0.14050461188335012,0.19982850524641282,0.23792532151993043,0.3952202711848327,0.6271100741334272,0.7458400036893114,0.750338188567236,0.440452040870171,0.6563131648196281,0.5066561936428813,0.5377071087883853,0.6480849714233929,0.6825642469330873,-0.4517006669587579,0.42964433533212715,-0.34290013233843025,0.01445464980639977,0.22248236362218932,0.3346341245115288,0.7193066344541504,0.20219577843121306,-0.390150927116115
ParaHippocampal_L,0.10846311475626465,0.7582441685782726,0.8780628662155389,0.07655841125275009,-0.054978224385362165,0.36933791330805277,-0.17414554001922528,0.17283590483387912,0.7360846694779908,1.0,-0.5246942814603002,-0.29731141313596227,0.3443893709622675,-0.2046513939979835,0.5492199219754564,0.8897350789218882,0.6273453068814321,-0.26759666746806926,-0.5496817869745206,0.20531440139657633,0.5772652714744068,0.5026834258532542,0.9375639835747429,0.8262636549853164,-0.6095032589393499,0.7993327036880762,0.6563576493107612,0.686018785733012,-0.5008263752678753,0.13460111670717642,0.7011161883555304,-0.1938965222611223,0.21370741180194813,0.9195860732224795,-0.6637053009970935,0.7162203159840306,0.2784192685041366,-0.6636833194947487,0.8190065139717719,0.34225767199008095,-0.6778860209381457,0.729047655752095,0.7851732204704108,0.7769968741556941,0.7498482018968124,0.6871360225868675,0.6530880218060048,0.7565542474631984,0.7938651217107308,-0.46857345995099237,-0.010050864486662751,-0.5580258589502275,0.5261601635982163,-0.1322592454072589,0.8980176708500976,-0.40324032210665345,0.7395345083067296,-0.044032542647215074,-0.5450752989056847,-0.4524062559234709,0.05079573514429014,0.5590050401119466,0.9040430903626977,-0.23117100555077613,0.8734425390769329,0.7590308259038994,-0.4908185491522101,0.5006476365002476,0.612692414964672,0.6241217030194297,-0.3872268701241481,0.46373968815807154,0.11061662049831494,0.8983658267279613,-0.5779962069011448,0.7503219397180487,0.5193432622620401,0.711151221804784,0.6829837107456572,-0.47781158650396216,-0.6892595208063336,0.7796306068327497,0.38870630300053566,-0.4128811014063967,0.7086300191729356,0.7915935559113354,0.8048232648313544,-0.20136774754827286,0.2557704157836018,0.37176175426538394,0.0688983654763448,0.5362898879993526,0.8040646130766633,0.6972304921173405,0.877908337121334,0.5876400003102529,0.2963103059323084,0.6326322214616192,0.7718151101557803,0.587861990944975,0.9171672039513314,-0.6058798459657463,0.43996076857786326,-0.45656783917299476,0.14891773788101498,0.14354395296732103,0.33395650143162026,0.8082236871113023,0.234371893962505,-0.5773876241615776
