,Thal_PuL_R,Thal_VA_L,Vermis_1_2,SN_pr_R,Frontal_Inf_Tri_L,Olfactory_L,Thal_MGN_L,Thal_MDl_R,Amygdala_R,Frontal_Sup_Medial_L,Postcentral_L,Temporal_Mid_R,Temporal_Sup_R,Frontal_Inf_Tri_R,Cerebellum_4_5_L,Frontal_Inf_Oper_R,Fusiform_L,Hippocampus_L,Rolandic_Oper_R,Frontal_Sup_Medial_R,Cuneus_L,OFCant_L,Cingulate_Mid_L,ParaHippocampal_L,Frontal_Mid_2_L,Pallidum_R,Thal_LP_L,Frontal_Inf_Orb_2_R,Supp_Motor_Area_R,Lingual_L,Thal_MDm_L,OFCpost_R,Cerebellum_9_R,Parietal_Inf_L,Vermis_3,OFCant_R,Thal_AV_L,ACC_pre_R,Cerebellum_6_L,Red_N_R,Paracentral_Lobule_L,Rectus_L,Temporal_Pole_Sup_R,Cerebellum_3_L,VTA_R,Cingulate_Post_R,SupraMarginal_L,VTA_L,Thal_PuA_R,Cingulate_Mid_R,Cerebellum_Crus1_R,Occipital_Sup_R,Putamen_L,Precuneus_L,Rectus_R,Heschl_R,ACC_sub_L,Occipital_Inf_L,Rolandic_Oper_L,Parietal_Sup_L,Thal_AV_R,Cerebellum_8_R,Thal_PuI_L,Thal_MGN_R,Cerebellum_4_5_R,OFCpost_L,Thal_IL_L,Caudate_L,Cerebellum_8_L,Thal_LGN_L,LC_L,Calcarine_R,Thal_PuL_L,SN_pc_R,Temporal_Mid_L,Thal_VL_L,SN_pc_L,Thal_LP_R,ACC_sup_L,Cerebellum_Crus1_L,Cuneus_R,Frontal_Med_Orb_R,Cerebellum_9_L,Thal_MDm_R,Occipital_Mid_L,Vermis_6,Temporal_Pole_Sup_L,Calcarine_L,SupraMarginal_R,Thal_VL_R,Occipital_Inf_R,OFCmed_R,Vermis_10,Thal_PuA_L,Cerebellum_7b_L,Frontal_Sup_2_L,Pallidum_L,Occipital_Mid_R,Cerebellum_Crus2_R,Parietal_Sup_R,Precentral_R,Angular_R,Raphe_D,Thal_LGN_R,Temporal_Pole_Mid_L,Caudate_R,Heschl_L,Fusiform_R,ParaHippocampal_R,OFCmed_L,Vermis_4_5,Temporal_Inf_L,Temporal_Inf_R,Parietal_Inf_R,Cerebellum_7b_R
Thal_PuL_R,1.0,0.5911452480242085,0.2987032491788969,0.26298806266212277,0.5360225580250169,0.7779055932892543,0.3949710181772336,0.5760271877179187,0.7501115341448017,0.7686537840885072,0.2399457475766338,-0.48014128854853483,0.06580721651286474,0.05395753278289813,-0.483743252415492,0.5284063455848126,0.12736315998523892,0.7280094508071727,0.6150004722811463,0.7708556947088104,-0.5198458885020498,-0.037009098764629364,0.6578481124432535,0.7479598654724074,0.7885932373390383,0.7011326117193009,-0.07795137726324029,-0.44896862652560054,0.735514373621777,-0.25049761714033414,0.15592661994847093,-0.42759385915122333,-0.3600408065880123,-0.2096591509297317,-0.551658442992447,0.46858687741259175,0.09931929046132759,0.6334589214697149,-0.531178822163909,0.39617347158233723,0.5873721633768566,0.8167850095546323,0.5842039351571249,-0.36585645898245334,0.5139680889431532,0.7383481412054755,-0.24499901529710466,-0.11109352697050465,0.10384444748816649,0.689240282715433,-0.596558599964568,-0.6925637202740862,0.8098182727178165,0.3826773334072634,0.7585483250176458,0.6477053060107132,0.6411174781812772,-0.06304591781900544,0.7496111583426419,0.10495437307734733,0.1031703709180189,0.13009878496995733,0.8033180205785331,0.5727852661989956,-0.505178739830306,0.5379044672487431,0.3076274384666266,0.8139518051179697,0.013092782586126043,0.3073046614980062,0.4827774734139575,-0.39660373223441364,0.7649396289572717,-0.5354766971576475,-0.35574461758801856,0.6149740068577744,0.3040378131485081,0.0027606813048297284,0.6307983194105007,-0.35090428260458395,-0.6321220817807739,0.48401207668102464,0.12719317941632785,0.39645540335697094,-0.22616064302220323,-0.34265714749191906,-0.6383178404694216,-0.6536861217336487,-0.03899176853265156,0.017781810540414878,0.11815569748420067,0.2684770156994277,0.4555077172488052,0.8005483202612821,-0.6636733919765004,0.8007270738421957,0.23181615606040884,-0.23421540688604656,-0.5793129330367068,0.21731804359029203,0.6106777856452656,-0.5996123128827128,0.5533544525247226,0.6733614661369521,0.3631509509849811,0.7641040222570844,0.6544318150346106,-0.36840721934679177,0.7992564200602628,0.4743990877281678,-0.16576572961865424,-0.10512801903474747,-0.1630832985533059,-0.037101364938256116,-0.6155528333026519
Thal_VA_L,0.5911452480242085,1.0,0.3284094007552269,0.38175403456882245,0.6729586483693696,0.6092408575103719,0.5435997394270765,0.5969741513012882,0.7020341693745779,0.749478876548808,0.5500295624644562,-0.3621850343169771,0.17927137201452895,0.2837110336249319,-0.13106176925643237,0.6009750027937703,0.49349739531593867,0.7861709145794057,0.5911900488790633,0.6067939454928951,-0.2764502956976655,0.03581940178381854,0.7475693821442986,0.7467296698306596,0.7757241293621739,0.7261318101290223,0.04199950266452339,-0.31488101530371865,0.7102764381056225,-0.07743209732774044,0.46614231378978244,-0.4639958009108182,-0.15566624658630412,0.36801202216470186,-0.28453687693167784,0.499219106420235,0.575916323489897,0.5197196348482948,-0.1901579683893966,0.5961897708919773,0.6895473196825911,0.6203065918858877,0.5341771306462861,-0.0914143935260779,0.43069808014592914,0.6762207790248096,0.12099812004303231,0.1101308965768824,0.06735806697384228,0.7493853563153722,-0.3400577331749978,-0.3468555397358341,0.7397624657066832,0.612416592297672,0.5346297331180259,0.5749029458150345,0.5126077295971215,-0.2270333715036407,0.7248730517152677,0.4272154977333294,0.39108077124380397,0.47606936693675256,0.6351395788704693,0.5874578420139919,-0.2411807951951229,0.5467306295938582,0.45628955821968853,0.7607418633451504,0.2801755057111972,0.5569213633093067,0.39112843018772675,-0.13911047051385206,0.5698364733770642,-0.2008676843464499,-0.0033642134411556,0.733054046931652,0.522979283457616,0.3972328438028241,0.6292005105229281,-0.13722047791878797,-0.24268631889763448,0.33264837674929487,0.021134667309270792,0.49331950640755295,-0.00292407117931086,-0.3323562350736917,-0.3008660399269987,-0.39492204848643647,0.3262203862595775,0.32940027222778784,0.1751656728166371,0.0683294685477037,0.3393016351975283,0.7227060562523134,-0.4761156487018608,0.6980487650468177,0.5911828233231374,-0.10192236782564822,-0.42683846661144925,0.4700270685482156,0.704146418565254,-0.18615575803516154,0.5528312979464906,0.6781693072641366,0.367272996891466,0.7061701289053628,0.6500069757118648,-0.11398471190655153,0.7112628382465507,0.4242630482667941,0.022196136104523333,0.22976389894272908,-0.11847347407914843,0.39809949953643087,-0.44378945705471734
Vermis_1_2,0.2987032491788969,0.3284094007552269,1.0,0.3810157462311091,0.3891012953386749,0.2100491421527894,0.47268553669228947,0.38649311795109037,0.35843996273703427,0.4596971846904831,0.5065579415345678,0.17888954109983327,0.4347779924380682,0.40495317758762067,0.1066420127334969,0.5623120526913368,0.03610433947110427,0.3779168184285145,0.4908696674922119,0.39855895787922196,0.02842992863587089,0.23419628438140658,0.45531040768486514,0.234371893962505,0.39025512221361647,0.4106905446709589,-0.04186813493246303,0.23496746344618924,0.4642259990680523,0.10257122097481221,0.4338127777673146,-0.0535195339457129,0.1614798687718528,0.19685413326688928,0.15564174924617047,0.04838123047508785,0.4074242923952419,0.23584596428894167,-0.08341564858529901,0.49049920713050527,0.4828591193717817,0.1828823087388546,0.28718261819614865,0.2926074224108468,0.13439049705027833,0.2865088389520873,0.23718469940872292,0.3058716927579057,0.2721996122734155,0.48733531957569176,0.11290249567573239,0.0664364366402304,0.23295040816476695,0.46172540869880135,0.1649861823338012,0.4271396755855673,0.08105042132958773,-0.007969784361792426,0.24857072779876463,0.3342545851696973,0.34359066097728325,0.20063876351868662,0.20219577843121306,0.3256819272689171,-0.031137537901606466,0.07746577343538952,0.19846827948260728,0.30076585714298926,-0.23114674265092927,0.3722827151819268,-0.1186712613394319,0.02257257040098837,0.17353471223804992,0.14538478795776205,-0.13127275758684748,0.33599013805439715,0.0961952510932611,0.24249906362176757,0.4355841160831195,-0.24356424885227196,0.11414919439335834,0.10616729620131406,0.37317643267174105,0.48033506285113997,-0.12730997448458645,0.12032472133879052,-0.10150184769963745,0.026971848331358354,0.3855383054746214,0.30806026644259,-0.0007362009864802813,0.06075330247273403,-0.04715273889267268,0.34244113599807713,-0.09506465655122869,0.4651380201384777,0.5172944111460492,-0.15544001899887824,0.02946243227538201,0.19154975863969473,0.47172088764944897,0.1388715909981914,0.19812807118707484,0.48632523345768097,0.18907610232928165,0.4067267211968118,0.35976794513626814,0.1469309126169895,0.4375238550793435,0.0017584633838540983,0.05380207611922908,-0.23383125541565186,0.38836984928680707,0.24672049330133947,-0.022445698774781035
SN_pr_R,0.26298806266212277,0.38175403456882245,0.3810157462311091,1.0,0.3113539284051938,0.24920839096824723,0.3055729323894158,0.3044567861490089,0.46012646290821096,0.38395630528565977,0.3424108204940309,0.11541030700878126,0.4734835257939019,0.473526068303061,0.2260956512621747,0.4067151778705154,0.426601140048189,0.4372959255009061,0.45090377383829683,0.23359504144507381,0.0753800828539501,0.0460430636122079,0.5282950212577494,0.38870630300053566,0.3758465321735193,0.4974651903272891,0.1622304737693842,-0.03367646943165164,0.42118568472386264,0.25893161335048986,0.46273079627098773,-0.07358777857266491,0.10981597800401031,0.3300011127455425,0.11219072502359824,0.18556005819900426,0.31557634003579643,0.10075736527502663,0.14029181002339533,0.6773944542771432,0.3695922094416044,0.2362263285981589,0.3781967509294842,0.37346069777921215,0.28515685556487513,0.3458542228760492,0.05568932788291865,0.48647496325975004,0.2594963634257708,0.5282313341425334,0.04635129235008021,0.02693204892797287,0.2814557425290798,0.3541532087321522,0.17609334187432737,0.3294736151772108,-0.011796171139000524,-0.08744185535123458,0.34163516324564563,0.25265922305372734,0.24718504280266923,0.15236556792877687,0.22704119794236405,0.34801518814793364,0.08197745395846259,0.16003095755016777,0.18147613923346492,0.4009193294139695,0.11881920630964736,0.34259825418212797,0.17822310828518398,0.1445050366784721,0.234567373124801,0.2686665432891837,0.11765695005851516,0.3691647072388474,0.15779410838085803,0.16783232075449075,0.3705684831313186,0.046637569884489014,0.04812279609167552,0.031834272356875644,-0.10391566119026775,0.4569227539522947,0.09038382485568051,-0.01415163053826006,-0.19185594327202984,-0.017581162951703772,0.4629064344288084,0.3332457122361935,-0.017235446483565894,0.10682037979239314,0.14326970347983145,0.36897603135535106,-0.09587814769124166,0.3377850708001254,0.605957667687509,0.034346115290443,-0.02451654460342082,0.2020928787543871,0.4692771982953368,0.13515902182126088,0.23704131820930532,0.3705644909176107,0.3510316028658712,0.4632760513076654,0.33666476722209593,0.2503743725501121,0.44448162643419203,0.01351640490350558,0.28153413176500347,-0.06613171531104779,0.3503472449600676,0.40611680130020383,-0.029455530123730454
Frontal_Inf_Tri_L,0.5360225580250169,0.6729586483693696,0.3891012953386749,0.3113539284051938,1.0,0.5344078257531021,0.6101537642664895,0.7226059260760991,0.5919510840823508,0.83434978419943,0.6628638851322467,-0.2418801963138941,0.21276329761588902,0.332260276320757,-0.059107774734605344,0.5852999748585486,0.3432257946185433,0.7278989543326068,0.5459127117273711,0.7436725476768148,-0.16159797635087908,0.03276256786015859,0.7134296607605436,0.587861990944975,0.8057789120411396,0.7112811034814418,0.05638548304401866,-0.10716054196745742,0.7989616457476869,-0.09266743013147614,0.5389136572769634,-0.3049962199160084,0.06740432436757951,0.3091464227570138,-0.10745014032229376,0.3215080006084045,0.45005336370757226,0.4906839858032627,-0.15402125729692642,0.5412449681883857,0.7616501398695212,0.5967129848940804,0.4920124461267536,-0.013829235893199735,0.3469214206974841,0.6747647659178789,0.3189774872202136,-0.015595704232286147,0.4511475070651331,0.7390474225338155,-0.16899579031503073,-0.24924010353278778,0.7449588822673072,0.654317766672176,0.5565166055955004,0.6893131875595925,0.48533583173369177,0.05436376710871647,0.7961432263282439,0.38978279946731553,0.28180585667907243,0.42673025424320926,0.6480849714233929,0.5222737621712925,-0.229318292187357,0.42034375130596774,0.5571685466382391,0.7025157879453633,0.1605172068199399,0.4601375093654068,0.2123286192563892,-0.05239618166369253,0.5224452501395493,-0.059685435639033675,0.022593595564377695,0.7075992719973373,0.5034469586816643,0.302912838869177,0.657995913607556,0.028844541116419885,-0.0718409930232444,0.46410965521752906,0.24455472677552953,0.6989188461908585,-0.2219916975632615,-0.3138714989688798,-0.1586503908062745,-0.21001630072286065,0.37363344089845657,0.5326690438997508,0.21136759729082621,0.010641316430611832,0.3421963395656908,0.6421438866849577,-0.2084165606905802,0.7991136441357398,0.4918223066807474,-0.09877813632464243,-0.17945022568336072,0.4004330079699432,0.8117907229795818,-0.11654957665151003,0.4297858285588847,0.5559813156972964,0.40099383787118653,0.6939707699303059,0.7351250898344981,-0.16141109365021936,0.6075394839432534,0.3423617777296357,-0.04269912864167805,0.25290569609029334,0.01988696391503633,0.2532227793628419,-0.2748922928752444
Olfactory_L,0.7779055932892543,0.6092408575103719,0.2100491421527894,0.24920839096824723,0.5344078257531021,1.0,0.33838278564935564,0.4193287417707025,0.8543903533530519,0.7928705823368245,0.25596153364652013,-0.6475754964414733,-0.07916602369802175,-0.026230893064663918,-0.6146696686178578,0.46077134411877135,0.18255355526719103,0.8135715681207856,0.6687293081300693,0.7801409584537098,-0.690324947693898,0.11765546639815805,0.6711616300259937,0.8780628662155389,0.8531767606631752,0.5747955885691339,-0.23884053868174282,-0.4574145779952942,0.7132037708030158,-0.39625507009451905,0.08682666129393027,-0.6403743466675181,-0.4730126273401221,-0.07381045117363226,-0.6784743343841314,0.46147630415890767,0.2761837608330215,0.8123989459436022,-0.6492637180631922,0.4215370397927253,0.5776188237150397,0.9085403032201457,0.5488885307396645,-0.466199954287409,0.4443355329163191,0.7580658086431575,-0.271100607043383,0.05497760220648829,-0.04386039917676743,0.6661300519786726,-0.6787686297216408,-0.7275389360860107,0.8864761301681205,0.44429624958772945,0.8459172358020173,0.5979479911318745,0.6564962526244144,-0.16633998512599987,0.728140808126866,0.2815788499556699,0.3039015750614357,0.12223137732887364,0.6605324180648869,0.5798578775580854,-0.6000747791802347,0.641125156725195,0.11264047196442015,0.8252991686315447,0.11600613420773646,0.544853595613054,0.5128592512376512,-0.5051529853427773,0.8141933798604485,-0.6477084551133524,-0.4277310428657297,0.5392141699604109,0.3461574230872771,0.20713763975525304,0.7261548246710938,-0.4149501814968144,-0.6871517695183015,0.4444222243359324,0.016200338006036017,0.30695053133342765,-0.07469055552561486,-0.5522119618913692,-0.7323112665756231,-0.7751581163941885,0.0026695609789641203,-0.04295283796980671,0.16386408062288488,0.35363343522938934,0.509777451946923,0.8289407686669252,-0.8188113469665868,0.809806835500741,0.22655162417024854,-0.2758738586020522,-0.7494370990446808,0.4188110038854253,0.5762308380973035,-0.548083218389481,0.5800879304468161,0.6437372936500587,0.3347659451103499,0.7913645085847076,0.7279463146060097,-0.46112589242573104,0.8440220718791501,0.44646691584877324,-0.28259097387916415,-0.11527081716327334,-0.38005245189655334,0.16978212449722013,-0.7375998636003323
Thal_MGN_L,0.3949710181772336,0.5435997394270765,0.47268553669228947,0.3055729323894158,0.6101537642664895,0.33838278564935564,1.0,0.6275452203078032,0.4019410871599969,0.6491575428692151,0.7059817196506005,-0.23827756368261466,0.042814565977820504,0.20831721237482353,-0.09290351589731737,0.4891814974398203,0.08396919524765725,0.5561165654951499,0.3496195174941028,0.6110391196383609,-0.1949512793467678,-0.04598055257816092,0.5784989317984517,0.36933791330805277,0.6082041297092953,0.532684183359859,-0.1892695647010427,-0.054029866658932946,0.602144497239115,-0.22186693843032188,0.42455132490046116,-0.20155478777211316,0.001686556191336315,0.34110498705393033,-0.06729919571612483,0.10132074695912549,0.4404182606895864,0.43701304341744257,-0.23590488830355452,0.4583172871430673,0.6819479573836708,0.35273546794825494,0.2629588554316518,-0.053986721136845425,0.33670218612113767,0.40185966069152496,0.47659399977120764,-0.0023319210976403336,0.374575625872559,0.6206226824833028,-0.07566218240419893,-0.16198946218244284,0.47142952465255555,0.6198436731738638,0.27341055028403005,0.6677517210695412,0.2062364914605443,0.02170482775641563,0.4775143590167673,0.5088653504974701,0.4780770570040854,0.41954639467648985,0.4074445650845371,0.3426357793037807,-0.2722333122905967,0.25828419342039216,0.3183126566274549,0.5120132278903905,0.18524353597399792,0.6308478013874406,-0.08379044588613992,-0.138694960305661,0.3621660774560083,0.0222312835440479,-0.20638904885087486,0.46233411678737457,0.4269041773242685,0.34085659263265145,0.616814519414916,-0.123999057526947,-0.0061819198220166354,0.3137593019062057,0.42840343359669975,0.5727411451457944,-0.11654782438054781,-0.09858851944555283,-0.10697962469210952,-0.1818312343516897,0.4328171031326811,0.32624556124607934,0.19357628828741077,0.14893400774899268,0.2936498839350764,0.45788797995749675,-0.17784106448956005,0.611794096159124,0.46516414336656653,-0.19604776905205926,-0.18389783062669904,0.45899245158719687,0.65205607521515,0.06465988648448066,0.2383600245598609,0.5622475462377939,0.34550328136357167,0.5540090942062001,0.5590802642664295,-0.21461699748947638,0.47467604103457584,0.13545457893344717,-0.24312052349399882,0.040704111472845556,0.15598116012292632,0.32385513482951644,-0.2503297192519692
Thal_MDl_R,0.5760271877179187,0.5969741513012882,0.38649311795109037,0.3044567861490089,0.7226059260760991,0.4193287417707025,0.6275452203078032,1.0,0.538618630343685,0.7128196440666869,0.5520388666562465,-0.22065196129542014,0.2034296024665703,0.2498054710345742,-0.06225064345277653,0.5398236561070419,0.3300051456493849,0.6505386329067357,0.4603125847156801,0.6555121845050504,-0.1299600238646553,-0.09272193520120654,0.6560736917117342,0.5492199219754564,0.6586000405115996,0.659311675565082,0.10507152772605916,-0.25678134370618744,0.7021162454022546,-0.019630959588244686,0.5387503298392733,-0.21130858299344144,-0.03565481502922754,0.2170993649809584,-0.11417497408413782,0.3790731801631032,0.28239285875859027,0.38328609683094944,-0.1658696613795391,0.5038920721542232,0.710644095808242,0.5453093694077092,0.48728421817294804,-0.027427718497796922,0.4508208294841557,0.5860811518985726,0.2331049520818675,0.034365740135509255,0.474000808543435,0.68831851394201,-0.18084561466875948,-0.24341348722237882,0.61438257721073,0.5483354020213262,0.4633365986090473,0.6308403704993111,0.38619769181111957,-0.03676924363588231,0.6991442548630447,0.2730366090840851,0.23260360002735117,0.44491281928206017,0.657834117606624,0.5300195064325787,-0.17847181672500123,0.39548809443151883,0.5585823142563757,0.6852777151355176,0.0722435453130178,0.3746440359092549,0.2464240674396082,-0.12079887722668214,0.5108181158813898,-0.025628266708131058,0.023175270645673283,0.6935135481510328,0.5131675589804364,0.2031923382174927,0.6215743886702683,-0.08251951869827519,-0.12921629086381778,0.3641478723002262,0.3090025614456478,0.7178809237282063,-0.250250566091247,-0.16821608587738396,-0.20782493925252965,-0.24470217103365505,0.34275893258070866,0.4698149351919548,0.19407285905781535,0.038903540371876544,0.23768507156053803,0.5807002091649527,-0.3010324364103676,0.6749473815089629,0.39189675378736555,-0.24366956051265823,-0.1534597174110546,0.3284952914435791,0.7545287800229168,-0.18523284523169256,0.45256077707109493,0.6102769037879529,0.2999835154606147,0.6407584084273904,0.618358999552763,-0.10561540017268473,0.5692121403053966,0.38026911095209454,0.024329478204006227,0.2002484745251436,0.00877843060560584,0.22340473630629504,-0.27826322674484016
Amygdala_R,0.7501115341448017,0.7020341693745779,0.35843996273703427,0.46012646290821096,0.5919510840823508,0.8543903533530519,0.4019410871599969,0.538618630343685,1.0,0.8374527522064651,0.34979722471433666,-0.40297812624938145,0.24031156736327255,0.26755979411167896,-0.33717976586201337,0.6415928694512222,0.41577100442159004,0.8891999325600097,0.7966600958195306,0.7484274993798097,-0.4567763531073002,0.08757916626260566,0.7751353259465711,0.9171672039513314,0.8603060082807668,0.7480849092034845,-0.029863478814009536,-0.34498024005972616,0.8114162877516696,-0.12026776064627676,0.35967123479559926,-0.48056867000116704,-0.2765322374232022,0.06472922689209065,-0.42730433586065303,0.48976444129887814,0.35429750116932224,0.672068110544238,-0.40662786937723666,0.6269603486237839,0.6710142964873228,0.8358152507463156,0.6117636945256095,-0.179053524673351,0.534862769218447,0.7979430761424607,-0.2265675315045005,0.25739640351967563,0.1463354834072889,0.7964536374577241,-0.4478719837917572,-0.5244925805427302,0.8271527802370261,0.5464787157384973,0.7612795532644318,0.6262263259068125,0.5377677563193144,-0.20274810773070945,0.7638362722077469,0.2874501827973136,0.3970259490017595,0.25217135132585167,0.6825642469330873,0.6328716880036381,-0.3434260240386555,0.6262961209345457,0.24510029283760126,0.8749897361621748,0.11070701855731083,0.5922605434142089,0.591100582391326,-0.2934450618964662,0.7946780783724914,-0.389281996993405,-0.22163887613662264,0.6441503673528537,0.40290354969568054,0.16527786102501518,0.8070221021042823,-0.24761962050466393,-0.4906584147100585,0.3812714015397217,-0.0865973657909382,0.5254375868719448,-0.031828177644780686,-0.3893839473377586,-0.6880560249123122,-0.5979525379250263,0.20263580326911454,0.1634327188844792,0.1224718213270586,0.2949620976097909,0.3902958722958723,0.8695560433775643,-0.7158254171669274,0.8253998566191939,0.4260013731897757,-0.21478123675845354,-0.5255193420805996,0.4119921376108655,0.7213148158250838,-0.4050479519289964,0.6291978312190138,0.7054679752041668,0.3541531340748991,0.8770776744601682,0.774246736348994,-0.15631781760079755,0.9035073888073395,0.4011388918308496,-0.0027750500168017118,0.0004946008277450289,-0.1350031789760531,0.313673610799421,-0.5050434736629199
Frontal_Sup_Medial_L,0.7686537840885072,0.749478876548808,0.4596971846904831,0.38395630528565977,0.83434978419943,0.7928705823368245,0.6491575428692151,0.7128196440666869,0.8374527522064651,1.0,0.6403385557182141,-0.4441784171168692,0.15684548620287334,0.22120635444128914,-0.3440047997010378,0.6634762098012842,0.26083965189582803,0.8831500178071598,0.7043628630271246,0.9078115043730705,-0.45076035954671356,0.10489490452894547,0.8673751357320901,0.8190065139717719,0.9729393315758167,0.7570288972892936,-0.08569910350243821,-0.291081957809781,0.9220430694606742,-0.2680594691734482,0.44798075035090124,-0.49748578132925325,-0.17787014434861645,0.19981249442541035,-0.3988461065891503,0.4516830319961424,0.45725629958933545,0.7432835177379705,-0.4417523213727886,0.6543742443759643,0.8462851624918339,0.8252412610804599,0.5722472735689867,-0.19607051449263038,0.48901568549755314,0.7878743373094277,0.102312385498641,0.053996327072318065,0.24053421031212677,0.8746492506378137,-0.4362006084385902,-0.5144799119128901,0.8880677294814295,0.7203856318464704,0.7558114274145903,0.8058310513850147,0.6378087251200214,-0.0268495951865206,0.8456045600932122,0.4609596296098093,0.3786635248444582,0.3599567570445637,0.7446493557926461,0.6316626876065123,-0.47801888306225443,0.610456744194277,0.3915793399859207,0.8837895476214986,0.18502556169831536,0.6329960899936271,0.342196886890998,-0.31677295113004106,0.7410220022806734,-0.33098892156524146,-0.2735462199097584,0.70746188000206,0.48082500930118866,0.3077071835536468,0.8452975077503224,-0.23362635953702357,-0.37135124963605076,0.4902721569662671,0.23678280852552944,0.6143914651608415,-0.17058381684254065,-0.44735028523734244,-0.4990311269126666,-0.5291010379192751,0.3399744522456871,0.25920523841227255,0.20152879330583223,0.23346539628080468,0.5250757394013832,0.8363565040688408,-0.5325172228785556,0.9718235849341657,0.43240474129825424,-0.24555504137562584,-0.4799316872837219,0.5258489814734727,0.8800031634620828,-0.28961549273339054,0.5417260557663803,0.7373360004834302,0.36577222960575234,0.8554158711456561,0.8613300060512236,-0.335309855005152,0.8529869270791265,0.4506193025752162,-0.1867965941308077,0.04753285686685666,-0.07745893202615504,0.3066861802032679,-0.5305256291153769
