,Angular_R,Cuneus_L,SN_pr_R,Vermis_4_5,SupraMarginal_R,Frontal_Sup_Medial_R,SN_pc_R,Vermis_10,Putamen_L,Frontal_Sup_2_L,Pallidum_R,Cerebellum_6_R,Supp_Motor_Area_R,Cerebellum_10_L,ParaHippocampal_L,Amygdala_L,Raphe_D,Occipital_Mid_R,Olfactory_R,Occipital_Mid_L,Frontal_Inf_Orb_2_L,Cingulate_Mid_L,Cerebellum_10_R,Cerebellum_3_R,Occipital_Inf_L,Temporal_Inf_R,Thal_PuI_R,Red_N_R,Supp_Motor_Area_L,Insula_L,OFCmed_R,Fusiform_L,Rolandic_Oper_L,Cuneus_R,Thal_MDl_R,Calcarine_L,Olfactory_L,Frontal_Inf_Oper_L,ACC_sub_R,Frontal_Inf_Oper_R,Paracentral_Lobule_L,OFCant_R,Cerebellum_9_L,Parietal_Sup_L,ACC_pre_L,Thal_PuM_R,Frontal_Inf_Tri_L,Cerebellum_4_5_L,Thal_LP_L,Cerebellum_9_R,Cerebellum_Crus1_R,Cerebellum_3_L,Temporal_Sup_L,Cingulate_Mid_R,Hippocampus_L,Cerebellum_Crus2_R,Heschl_L,Thal_PuM_L,Thal_VPL_L,ACC_sup_L,VTA_L,Caudate_L,Cerebellum_7b_R,Thal_MGN_L,Thal_PuI_L,Thal_VL_L,Temporal_Pole_Mid_R,Cerebellum_7b_L,Temporal_Pole_Sup_L,Temporal_Mid_R,Vermis_1_2,Lingual_R,Insula_R,Frontal_Med_Orb_R,Temporal_Pole_Mid_L,Vermis_9,Thal_IL_R,Fusiform_R,Precentral_R,Thal_PuA_R,Frontal_Med_Orb_L,Cerebellum_6_L,Frontal_Mid_2_L,Thal_IL_L,Frontal_Sup_Medial_L,Parietal_Sup_R,Hippocampus_R,Parietal_Inf_R,Cerebellum_Crus1_L,Lingual_L,N_Acc_R,Thal_PuL_R,Thal_PuA_L,ACC_pre_R,OFClat_R,Precuneus_L,Rolandic_Oper_R,SupraMarginal_L,Temporal_Pole_Sup_R,Cingulate_Post_L,Occipital_Inf_R,Frontal_Sup_2_R,Putamen_R,ACC_sub_L,OFCmed_L,Thal_VL_R,Cingulate_Post_R,OFCant_L,Cerebellum_Crus2_L,Heschl_R,Pallidum_L,SN_pc_L,Frontal_Inf_Tri_R,OFClat_L,Cerebellum_8_L,Precuneus_R,Rectus_L,ParaHippocampal_R,Thal_LGN_L,Postcentral_R,OFCpost_L,Thal_VPL_R,Thal_MDm_R,Cerebellum_8_R,LC_R,Calcarine_R,Angular_L,Paracentral_Lobule_R,Thal_AV_R,Temporal_Inf_L,Thal_PuL_L,Thal_MDl_L,Thal_VA_L,Temporal_Sup_R,N_Acc_L
Angular_R,1.0,0.5315496469119211,0.13515902182126088,0.1292732958284346,0.7189946460597471,-0.3742849598031438,0.6116279134781584,-0.21190532991889113,-0.519222237614601,-0.35586567442685874,-0.2623351913655037,0.49627226085712045,-0.2598578908951392,0.025280040652628205,-0.46857345995099237,-0.5746733442107922,-0.593966748329468,0.18027689005220388,-0.5595762895530345,0.17132004625349673,0.2388347128698257,-0.19201282736163616,-0.0628715236465272,0.11529785260334184,0.11891382334586419,0.4674776324873188,0.29244984473004865,0.04810212522479387,-0.1536992203898948,-0.2846739625169656,-0.14930861038156923,0.005625962281200071,-0.4333893232633344,0.8357116743604468,-0.18523284523169256,0.6706099879436983,-0.548083218389481,-0.2581943229204978,-0.28214018704212024,-0.12042472493719691,0.06354508250396199,-0.3444848401510663,0.05654871158599093,0.44778983691466634,-0.5112035070364624,-0.1896774502433087,-0.11654957665151003,0.5328634775173772,0.08899073878494988,0.5105102985405504,0.6004139594215829,0.47504584132506045,-0.27227426520970066,-0.17876695135122192,-0.3648719711364685,0.5759749321782619,-0.2686031649700358,-0.37440750568325054,-0.3870872782007725,-0.1790540112656175,0.27092852229277475,-0.491265357960432,0.5701450686606121,0.06465988648448066,-0.5491693332977645,-0.2751515045193058,0.3065829980946285,0.5968012417515409,0.5543671408531107,0.4817477220032699,0.1388715909981914,0.23451991507066763,-0.32743900166660966,-0.31283826618066335,-0.026768136240145925,0.5067608073836741,-0.12083975515329229,0.31903763252929596,-0.041367952771803204,0.1097439902627487,-0.12416184733385993,0.48288876020654836,-0.33746375577204907,-0.08979367083666596,-0.28961549273339054,0.3354342644366262,-0.36086257269990424,0.579278121279008,0.3371843174383786,0.24970622566257272,-0.4811013361895055,-0.5996123128827128,-0.46875987042989675,-0.366724180576283,0.4689655947159283,0.31762274350564745,-0.3234530985266401,0.6628382277295453,-0.26438713136718445,-0.2798043366604124,0.06985538165638418,-0.41707853725805,-0.3578264345370513,-0.48942456920845673,-0.41664344135072046,0.23363574619791372,-0.4320440306354012,0.1289807534735886,0.06481362792756706,-0.1538157857156779,0.23415794380411445,-0.13254776342259422,0.25934826331181,-0.15121355517612842,0.016405028384075013,0.2294000041912973,-0.5686588338438348,-0.4801795401270829,0.024518110774958843,0.1438347546772371,-0.36635206909286405,-0.01262777405285035,0.054874061796112414,-0.01890149113525891,0.5042701346517682,0.4201745952037137,0.7856499589883239,-0.005247483205339421,0.22531653323628859,0.08744763199792956,-0.5662797051892968,0.16819991634089856,-0.18615575803516154,0.2346645931751489,-0.5356414851195713
Cuneus_L,0.5315496469119211,1.0,0.0753800828539501,0.7661171188008241,0.24550147923079021,-0.6015626059308691,0.7596772301216265,-0.6232094823525128,-0.6256985884597408,-0.4906739215617756,-0.16803106045027305,0.8861318354722676,-0.23714885993155752,-0.5738321893043383,-0.5191692154334583,-0.7040095453848692,-0.2270866807661037,0.395649856609147,-0.6508133225220023,0.11518395151679121,-0.12021261056860226,-0.2365907455788744,-0.21671643072999458,0.698472751209007,0.08215245943925704,0.5409357233896831,0.18445946384413212,0.04991142507304586,-0.16377826156723216,-0.39390006810226535,-0.39032183045496405,0.32163613145108755,-0.35223829392557254,0.8337824417502211,-0.1299600238646553,0.9377591966302219,-0.690324947693898,-0.21304190718104643,-0.6331025519577508,0.04611353579036766,-0.21026509604053825,-0.2564395620480898,-0.2502820188089606,-0.28013609251486765,-0.718311929579446,-0.1226038610025697,-0.16159797635087908,0.9317063986143083,0.39948938753664187,0.6774544352172779,0.8179122987643411,0.8258082113786919,-0.14405661782477308,-0.19111673124848833,-0.35643558758866384,0.8591023996676868,-0.42273188471269196,-0.12262249129874471,0.031947066776571276,-0.4226377236397155,0.2423472412279343,-0.4505329301573251,0.8615091526906319,-0.1949512793467678,-0.30573595679580795,-0.04664096303941132,0.321522819578259,0.7261429885179219,0.6189491622454114,0.8713257003221427,0.02842992863587089,0.8809598921069612,-0.4634911337164426,-0.43716054609876903,-0.1620091760170645,0.8045777533382458,-0.006412519928256545,0.8352610268774303,-0.10905794934467022,0.3740463903189079,-0.10870802328701056,0.8736494469390004,-0.5313057519227473,0.19734121429676418,-0.45076035954671356,-0.4227192680733119,-0.5341069263727276,0.018606110990492662,0.5979242474584007,0.8467861184673753,-0.5561574780880852,-0.5198458885020498,-0.4131683121890558,-0.8304206315276715,0.4987300565703488,-0.15660868072415815,-0.18539457417658176,0.27508422417371337,-0.20232167012636598,-0.0012410102289563494,-0.289780159282068,-0.5680574228745731,-0.45986971350338846,-0.6110691350426872,-0.3511396066359594,0.46863745277401636,-0.3199842214426904,-0.06481203789600748,0.06819136971673756,-0.3282753917740242,0.17516649356808067,-0.15796073610990202,0.5530779125061611,-0.5115765992283675,-0.11935697581298023,0.13816981930084152,-0.6208097186768492,-0.4964723293641629,-0.3789808502372972,-0.4035363005360265,-0.5417505525251773,-0.003016683697268827,0.1983134537779614,0.06406371499299303,0.8864214830336726,0.8853642409268224,0.1707612020896816,-0.3043596709911618,-0.07461825625729182,0.2585119175462774,-0.5816502714752553,0.5484899439499431,-0.2764502956976655,0.6206181613906291,-0.5559898024372295
SN_pr_R,0.13515902182126088,0.0753800828539501,1.0,0.28153413176500347,0.4629064344288084,0.23359504144507381,0.2686665432891837,0.14326970347983145,0.2814557425290798,0.3377850708001254,0.4974651903272891,0.034396018251770154,0.42118568472386264,-0.06303475490553151,0.38870630300053566,0.23479550150750006,0.23704131820930532,0.034346115290443,0.18394113907172469,0.09038382485568051,-0.016056025856947476,0.5282950212577494,0.1811462388904345,0.15267420300749357,-0.08744185535123458,0.3503472449600676,0.3522036598782751,0.6773944542771432,0.4700422870059041,0.29211686246692975,0.10682037979239314,0.426601140048189,0.34163516324564563,0.04812279609167552,0.3044567861490089,-0.017581162951703772,0.24920839096824723,0.38406899491197627,0.15746636105542727,0.4067151778705154,0.3695922094416044,0.18556005819900426,-0.10391566119026775,0.25265922305372734,0.11948119438103488,0.46841099226973026,0.3113539284051938,0.2260956512621747,0.1622304737693842,0.10981597800401031,0.04635129235008021,0.37346069777921215,0.31277125148931995,0.5282313341425334,0.4372959255009061,-0.02451654460342082,0.33666476722209593,0.37627532417426174,0.37777108026895095,0.3705684831313186,0.48647496325975004,0.4009193294139695,-0.029455530123730454,0.3055729323894158,0.22704119794236405,0.3691647072388474,0.06649735584634038,-0.09587814769124166,-0.19185594327202984,0.11541030700878126,0.3810157462311091,0.14849987869561412,0.4434150823497577,0.031834272356875644,0.3510316028658712,0.04728260567665566,0.35816054995301677,0.2503743725501121,0.4692771982953368,0.2594963634257708,0.0041550659643534915,0.14029181002339533,0.3758465321735193,0.18147613923346492,0.38395630528565977,0.2020928787543871,0.460497593783955,0.40611680130020383,0.046637569884489014,0.25893161335048986,0.17804605807941845,0.26298806266212277,0.36897603135535106,0.10075736527502663,-0.06254955646519031,0.3541532087321522,0.45090377383829683,0.05568932788291865,0.3781967509294842,0.43119212421789666,-0.017235446483565894,0.2288947697309774,0.420207463404966,-0.011796171139000524,0.01351640490350558,0.3332457122361935,0.3458542228760492,0.0460430636122079,-0.16897239937924283,0.3294736151772108,0.605957667687509,0.15779410838085803,0.473526068303061,-0.0035342067150612847,0.11881920630964736,0.4582394372370614,0.2362263285981589,0.44448162643419203,0.34259825418212797,0.3631098889604462,0.16003095755016777,0.5075794002701722,0.4569227539522947,0.15236556792877687,-0.06618963247673676,0.1445050366784721,0.13326947248825277,0.3636822041117261,0.24718504280266923,-0.06613171531104779,0.234567373124801,0.15601330816395195,0.38175403456882245,0.4734835257939019,0.33574266723530505
Vermis_4_5,0.1292732958284346,0.7661171188008241,0.28153413176500347,1.0,0.1208325600450916,-0.42863776584804375,0.5205902702806857,-0.5149332657327629,-0.2525498398362737,-0.22808324458977086,0.10244146578463881,0.6646564752854722,0.06532418969423236,-0.7208042095310522,-0.02342367023547388,-0.28860694833014766,0.2197571836883188,0.3435396373719497,-0.27581653812983586,0.13496943642655485,-0.3915963591798652,0.09960690987081045,-0.23732788608766972,0.7524777200469907,-0.14673016651004303,0.3592003879834995,0.09628305296577562,0.3325337080847187,0.1590892143251893,-0.13811831523047835,-0.3431584122963313,0.6412499738678687,0.014258439412339405,0.42077560657321844,0.024329478204006227,0.5796617722407413,-0.28259097387916415,0.010400968089640177,-0.46297755457506173,0.29502825339028593,-0.06812024356792845,0.11171106709481458,-0.5337883082452771,-0.39677955128838627,-0.44147266232424653,0.1630379107387954,-0.04269912864167805,0.8160130543163648,0.5081893563132791,0.4375008407726333,0.5040572531009156,0.7665612408498574,0.1870767606630876,0.14228856044869123,0.03461997098698406,0.5426007336828871,-0.1523784726935947,0.1993333888085915,0.4411036125959388,-0.16806240464397634,0.38071238284058523,-0.027578642370627886,0.58707000771486,-0.24312052349399882,0.039795507300705246,0.26571659028803296,0.09675814687637135,0.30120107221939735,0.19345000470465787,0.7215735011750994,0.05380207611922908,0.9307236024261654,-0.15556947983542602,-0.3596194938723079,-0.09571277898932147,0.6053673360485453,0.2196672166370812,0.8928386578222463,0.10591978386762793,0.3247743156948571,-0.09264637929516233,0.7047305135406494,-0.23611162019297638,0.3293400926679032,-0.1867965941308077,-0.4570594553320457,-0.1735551244188794,0.045113255992911445,0.431940754988369,0.9440752710522803,-0.16384941738291192,-0.16576572961865424,0.00243566349692196,-0.6287085380786767,0.3021038531797511,-0.15460891144486807,0.21867724338539443,-0.13700925001559355,0.10462500328372056,0.3742704187187923,-0.32103077705295524,-0.34394111765487695,-0.13203410356479833,-0.3437138385201088,-0.06486223795308252,0.457207389337604,0.1164748601308326,-0.04280679140593232,-0.19321718124371118,-0.20752985162198537,0.30983204427780464,-0.07004420784221403,0.6913140754921147,-0.4736537600855156,-0.07111837333176703,0.31222823867115607,-0.23335880533684958,-0.05419649201446149,-0.27619351563212335,-0.29185803425839124,-0.23901952370268062,0.21678913625965138,0.31329323588693014,0.06304366965054257,0.6291943537614035,0.762484617296391,-0.16562440207393556,-0.1560038208943966,-0.05722926409806787,0.22811945879730472,-0.23067864619230238,0.4714964523366957,0.022196136104523333,0.7966953299833126,-0.13410475825330334
SupraMarginal_R,0.7189946460597471,0.24550147923079021,0.4629064344288084,0.1208325600450916,1.0,0.19474738063612404,0.37710849631448234,0.1172515394238866,0.08761802655410254,0.2570833704392676,0.28135794639118766,0.13663061036034335,0.38356504668473573,0.0877679543797692,0.14891773788101498,0.029130103023655263,-0.16415048599809598,-0.023702262768418775,-0.07087392237539578,0.03395511360583889,0.34939822130895754,0.42539908695305434,0.1453302997737944,0.13482887392670745,0.03156729614846975,0.37898950122867997,0.5286089872312297,0.5465048518858848,0.46232930998639454,0.2855795519807315,-0.004574320197539534,0.28760488919385857,0.16662953977885298,0.5265316654668317,0.34275893258070866,0.2702531358434807,0.0026695609789641203,0.30966969732106797,0.13063402560159995,0.3393727596183129,0.640719728917001,0.1038626777987764,0.1403243327097228,0.6647010160971606,0.007554203621751666,0.3461254957071313,0.37363344089845657,0.31159552219892905,0.09419813149530258,0.3192267803748532,0.2507242344725358,0.35701005138554676,0.27740170195761776,0.44214641224432494,0.2517658922046207,0.2547812432929625,0.29838829066847733,0.19439361943809225,0.09679380832356116,0.3362049472280101,0.35543086763949966,0.15958989552904224,0.17091546463939272,0.4328171031326811,0.01445464980639977,0.2532796667786551,0.18075963476193715,0.14137822957899335,0.1619650225799206,0.18954791160864407,0.3855383054746214,0.07492711146488212,0.26673363904032465,-0.04161357117215836,0.22917041171846886,0.20802260829393446,0.3257737117741882,0.16503013605338068,0.5867326872594705,0.2804428904086348,0.13555301536983735,0.2116343468549211,0.2843287272559062,0.22892483131596092,0.3399744522456871,0.6415897537736466,0.2629328497981318,0.8066210720067554,0.18056270741411662,0.16090539049739036,-0.00753086946940243,-0.03899176853265156,0.10884207433309256,0.05641608398109106,0.049882477173575517,0.7393855154682002,0.20426932947934898,0.5934391042076985,0.2163176262903387,0.23881924001327834,0.21053819904518375,0.15983878903287457,0.2562998451330359,-0.0649706830580085,-0.00873897642048696,0.4269867914597182,0.12561843049221177,0.15133420477273507,0.009793396646896057,0.33142170860690107,0.5199505813934214,0.2527656786422865,0.4653550751044005,0.1275572345263081,0.09341063927221147,0.6585815481735482,0.05342014273084387,0.12062503219536401,0.3624174113452325,0.6823314210422677,0.1293333143154953,0.4996155095745346,0.4796882152762263,0.21867581534667144,0.06815092428569976,0.20624215461790554,0.6183797959938016,0.5201071269805547,0.3844624091988471,0.14131595946819267,-0.06799726185346357,0.2388433836306155,0.3262203862595775,0.42030928929538325,0.062228798864852476
Frontal_Sup_Medial_R,-0.3742849598031438,-0.6015626059308691,0.23359504144507381,-0.42863776584804375,0.19474738063612404,1.0,-0.4365583541489051,0.5380549008297559,0.84308665205644,0.91879646497277,0.6885620882559125,-0.5810312460861901,0.7712628251536532,0.37831886627019307,0.7086300191729356,0.7991411154112263,0.4466196554202858,-0.3341309582701563,0.7418820778187741,-0.2346337297798642,0.47629142066457186,0.6663710916497303,0.354356629388485,-0.1713207496011693,0.03919582541826496,-0.14540266856419543,0.37746084574476696,0.4170888054014688,0.691770121686333,0.8045702889760475,0.3361709974384815,0.029740361883848727,0.748187571090081,-0.485446140772895,0.6555121845050504,-0.6348722504435371,0.7801409584537098,0.7565191522497644,0.7406077819049752,0.5348680851702717,0.7080677602391957,0.3036997403317178,0.38369597967145,0.38697171161549904,0.8270121919922157,0.6716672441427058,0.7436725476768148,-0.5452408622341176,-0.21539792583404138,-0.2946808872201778,-0.5084741640220487,-0.40050253813557996,0.5489351140835067,0.699656117260544,0.7641418461827136,-0.5376387990284847,0.7928978449161204,0.6419718002652967,0.4376104972086122,0.7875043824094405,-0.08559547031887765,0.801316503685631,-0.6205055805607428,0.6110391196383609,0.6647181187863208,0.541061371489206,-0.11646893581380388,-0.5795326878881045,-0.5157875821448341,-0.5652600659305769,0.39855895787922196,-0.5419770421206211,0.8272288722505622,0.5487845951763113,0.4010515937881846,-0.5015206356547426,0.4930314338835773,-0.5050945228680359,0.7141279114498387,0.22300960223107608,0.3885763495925949,-0.5738047951211043,0.9049710976297762,0.24961267574107648,0.9078115043730705,0.4934655294312363,0.818197499886071,0.15720984432121116,-0.3077454692441542,-0.4777166171256463,0.6130567973105677,0.7708556947088104,0.7398019458552676,0.8305155159669316,-0.6342061698952651,0.5849884302656003,0.601595971103811,0.03609218903167123,0.5096389980780648,0.5058291132546993,0.24227455277913695,0.9132054927277686,0.8257574939115248,0.6512324151099402,0.39553909989246716,0.15774807400599317,0.6573513891819607,0.05626500240954291,0.11491112998440915,0.7661005002620266,0.2901391308524965,0.41091791392213245,0.026777680922614094,0.630533740910316,0.07436219256515203,0.3939281176974273,0.8050235710146149,0.7865882282118739,0.58608460510137,0.7090667470404295,0.5551889423451202,0.5332803135416493,0.5095533684003446,0.2766562190723638,-0.7274626524420735,-0.4871292515218213,-0.09395534335686748,0.6506473799826132,0.3051120905479858,-0.03319323936814453,0.7590135079515906,0.018243241072271564,0.6067939454928951,-0.06063043611968744,0.7843786223620535
SN_pc_R,0.6116279134781584,0.7596772301216265,0.2686665432891837,0.5205902702806857,0.37710849631448234,-0.4365583541489051,1.0,-0.4463580096910061,-0.5370958823615949,-0.37667089788481056,-0.128669540402349,0.8068494863349555,-0.22350502004540618,-0.3376702124478313,-0.45656783917299476,-0.6461889112105552,-0.2947673260279727,0.26573764576706993,-0.5920278648741317,0.10878978784824177,-0.008328839108628711,-0.16299208653208422,-0.08267184139911535,0.5194910389438973,0.07596294465863412,0.6142246137065857,0.33779432920334984,0.10709268152903108,-0.1140000927391251,-0.35548534894072603,-0.3069637248111922,0.27845688278369285,-0.25465012152884686,0.7482710104532547,-0.025628266708131058,0.775568052370169,-0.6477084551133524,-0.16223339705467935,-0.542303210797376,0.038812018950320895,-0.15072180768197918,-0.31884812733029994,-0.06028801670275217,-0.06522257065273687,-0.684705236352194,-0.04228800092387223,-0.059685435639033675,0.8318326281838542,0.2983162774291088,0.6179964895376433,0.7441076701815639,0.7881103651589281,-0.1572944723097507,-0.12167874752052482,-0.31209541889867987,0.7562037833024553,-0.260945658501426,-0.18129825276411868,-0.11169099494751104,-0.25628973083624823,0.2431656185471654,-0.38225849892051855,0.7455972399037839,0.0222312835440479,-0.34290013233843025,-0.07720520509301307,0.37203331941524626,0.6876196896969365,0.584799129867332,0.7291670750124406,0.14538478795776205,0.61240047612253,-0.3939401315939695,-0.35002749109669695,-0.11989106199839801,0.7444784672996808,0.11034906361643203,0.6815798030425623,-0.04888034602856884,0.41804096050406125,-0.1498130206193513,0.7198420785064196,-0.4017046488222191,0.18410529735773756,-0.33098892156524146,-0.22682593199291967,-0.38157715631952505,0.1709800617651309,0.48386821493231236,0.5879542975140231,-0.5084659130454029,-0.5354766971576475,-0.42715392025241417,-0.621102909490981,0.5556206347508321,-0.06332851767720306,-0.18069126270120833,0.39441604820868326,-0.19296847571808828,-0.09710521884343715,-0.09906167125402979,-0.4574817955973207,-0.35057761214740574,-0.5439389617477143,-0.34143029602845015,0.5254749895283677,-0.3784986288650592,-0.14616997987971664,0.04858311004355759,-0.17220471087917272,0.3027787153927151,-0.11371231214187767,0.48649908300965145,-0.4391127099440647,0.006172669226485443,0.09724902198722189,-0.6277401694142144,-0.3803713822041498,-0.20470058906079622,-0.2180485661706183,-0.4407534999761517,0.0705465470614741,0.21155537985714756,0.13106927829153955,0.6752390554834522,0.6549886548151095,0.30134530610485494,-0.22689238771761847,0.03894829317259579,0.22754201267125004,-0.5369464149678997,0.40291428710618815,-0.2008676843464499,0.4871613666809896,-0.5438575164706551
Vermis_10,-0.21190532991889113,-0.6232094823525128,0.14326970347983145,-0.5149332657327629,0.1172515394238866,0.5380549008297559,-0.4463580096910061,1.0,0.6016582246928752,0.5267710367737982,0.22753099278013295,-0.6623376582196775,0.36373617811691356,0.2261291804514551,0.454588789081584,0.5598107179077494,0.0710651980682778,-0.2576923309718777,0.4802321543533262,-0.09447585866416036,0.23192764725026208,0.4374921317170535,0.4548147216880254,-0.6197151077871567,0.011926233772533724,-0.1294114555125486,0.11031246852727439,0.24780899602183162,0.3461921460764156,0.3965889879733508,0.3093958625872837,-0.17206924750189176,0.46877161323544964,-0.4644315566767105,0.23768507156053803,-0.6184172376190056,0.509777451946923,0.3843558227309481,0.4140451866908898,-0.04324381559282239,0.38615102972283744,0.3810191273626769,0.19626488232156836,0.4084144680129518,0.5779750274585216,0.32681762037175155,0.3421963395656908,-0.5943011722092483,-0.19144679279925914,-0.4006933895466793,-0.6057548909488464,-0.46209592071142824,0.27492180464348254,0.3464701526448342,0.3653223391807282,-0.5753760421944775,0.5601189790119891,0.21726398433381502,0.08268353353892875,0.4264276417919955,-0.2009299539243077,0.44730785544235024,-0.6008265264151341,0.2936498839350764,0.34198138543219686,0.18644605760416516,-0.25444901010919824,-0.3165871632591087,-0.40653646109675873,-0.5996496961869765,-0.04715273889267268,-0.6819735293827748,0.48046616201157144,0.3831622090078556,0.1445141617127061,-0.6171726257859796,0.06751803270415913,-0.6901063617845756,0.35561144602039957,-0.14080632048890654,0.17643511336163764,-0.5958618637211361,0.5662168887008698,-0.0525948870951164,0.5250757394013832,0.49410982030204753,0.577321922153151,0.10789902766565337,-0.27563722285751713,-0.5792670561470264,0.447850450925972,0.4555077172488052,0.327704354776222,0.6438522632574073,-0.4714331426958285,0.40349014056366533,0.09946240218426707,0.010298001393713715,0.3142900574515891,0.23651837128516898,0.30001398837773974,0.5951177694104728,0.5655705756930548,0.5175147500591599,0.37263971834544884,-0.16811220085779296,0.33067643770314425,-0.044262993235740254,0.07095333147900713,0.5465365358150059,-0.017643018422115336,0.09061760346951345,-0.40876241877681657,0.4145128098464405,0.41971270963978835,0.19223055061131983,0.5890749609909568,0.4753468037456785,0.32514067284074655,0.5476216815839299,0.5781313939020113,0.28105074063950336,0.025760932512817494,0.03694590095741319,-0.7140353440528641,-0.5935450279871795,0.01613147063403929,0.559241391148653,0.053151392659117745,-0.14635653919000724,0.40403322476043896,-0.24944526104029907,0.3393016351975283,-0.32730758125857157,0.48882650361376867
Putamen_L,-0.519222237614601,-0.6256985884597408,0.2814557425290798,-0.2525498398362737,0.08761802655410254,0.84308665205644,-0.5370958823615949,0.6016582246928752,1.0,0.8744003823905053,0.7038993133438923,-0.6761840400081188,0.7966585035902861,0.19768970842080036,0.9040430903626977,0.938642399676707,0.6362130079893611,-0.24576827626650233,0.8447236746700922,-0.11731973068165097,0.24975676510144795,0.7879248730720773,0.2957119735756601,-0.1835599499501165,-0.10961389848685142,-0.3367390962102751,0.23567516299903077,0.49173135949034535,0.7786350257140275,0.847867634518739,0.19618263497624336,0.293674472719321,0.8584490099852148,-0.6083657200351635,0.61438257721073,-0.7354226253875493,0.8864761301681205,0.817686394897874,0.6221802496605054,0.4648284309066688,0.6951760991100882,0.5841305746372862,0.0774203490924307,0.3773823337559983,0.8063613199478137,0.6668889168050343,0.7449588822673072,-0.5202144504631165,-0.11131791817925331,-0.43415831771850694,-0.669549746505661,-0.4157621389809954,0.7632728132668191,0.7659256743731934,0.8722602839903165,-0.6936252092273117,0.801103004528414,0.7406117910445833,0.6218749153914191,0.7413805676784992,-0.025396017568467807,0.9120750954172487,-0.7485043706907093,0.47142952465255555,0.7784876723867177,0.7063213861208848,-0.2518679149097454,-0.7049177948648129,-0.5906956223086475,-0.6694763859294813,0.23295040816476695,-0.4538820342758458,0.7941531971641262,0.5545558611681968,0.39636959566965346,-0.5991640339576202,0.5923461820102619,-0.46436185507334427,0.7035495363334087,0.09319522356284815,0.32258042926110575,-0.5622128451896085,0.9206088816497524,0.35892527699770743,0.8880677294814295,0.4807629957185686,0.9051036559412434,0.21435639559374497,-0.32905045004370126,-0.3780026876655659,0.789414022966336,0.8098182727178165,0.8551329627981861,0.7871530651141312,-0.6406086904860133,0.5476632364320257,0.6364150795963095,-0.08827711327404372,0.6201114636034298,0.6672767650998568,0.22478977820671064,0.8890710402704275,0.889250192684965,0.7503580060604265,0.5822835117916546,0.13588764183539426,0.8156661582986444,0.015391108202590953,-0.15622642148922833,0.6880395295467651,0.3136744929134681,0.5185141713931803,-0.0018164152566995534,0.566703963026598,0.2565699253258462,0.49981532595845946,0.9143552591844561,0.8635993299686996,0.5414280891043671,0.6973201042194219,0.7093674286148078,0.5929968425996526,0.4429039291677062,0.2994332871727265,-0.788914702463246,-0.46439774059978245,-0.18506894007636526,0.7200291816500644,0.1683786337631671,0.06734192434132169,0.828552120571053,-0.09250418016768344,0.7397624657066832,-0.06424593687464505,0.8753729632128991
Frontal_Sup_2_L,-0.35586567442685874,-0.4906739215617756,0.3377850708001254,-0.22808324458977086,0.2570833704392676,0.91879646497277,-0.37667089788481056,0.5267710367737982,0.8744003823905053,1.0,0.7161776206971305,-0.5024250100327757,0.9081343959368829,0.22851115604514344,0.7769968741556941,0.7968493249004859,0.5301570221945361,-0.28560022736231827,0.766874321523965,-0.2525129861301383,0.4029975281013682,0.8127698459970579,0.36295570760010815,-0.04998605341084398,-0.023788217547402218,-0.06324895107771968,0.47416974233964565,0.5914919161343545,0.8555353524114437,0.8606492842391337,0.254254898089701,0.15480502233756524,0.8509862606408233,-0.4211639880841451,0.6749473815089629,-0.5543780470379818,0.809806835500741,0.8381002722130161,0.6409037625570375,0.667794600496894,0.7976663762153049,0.40956667751468645,0.26624388499889295,0.3761269669957041,0.8335698967563999,0.7787567024035214,0.7991136441357398,-0.39914983931078174,-0.13694369166633488,-0.16880373923963043,-0.44592683440680386,-0.23356747507193074,0.6645155047498787,0.8341728422364411,0.8421871581871091,-0.46476561422881174,0.8649148908647966,0.7258676982374371,0.5807575729168447,0.8128128042022514,-0.011610581420026538,0.8568391093686731,-0.525081178887231,0.611794096159124,0.7262282645560323,0.6517528732790824,-0.21432805464743274,-0.5491639221769565,-0.5122969161582283,-0.4324715053899844,0.4651380201384777,-0.37915152088596143,0.9032946062444414,0.4932409662126114,0.3318893977941914,-0.4015808997042944,0.5872369703715571,-0.36179936240122423,0.8418514119449745,0.2081893367837705,0.37863095719514134,-0.4883688550522356,0.9676368900673777,0.34003818515365514,0.9718235849341657,0.44563933696803953,0.876080454978737,0.1881334877752786,-0.2716654807519072,-0.3087456722733202,0.6938847868496426,0.8007270738421957,0.8010687495267765,0.7618220260678671,-0.6609330978811708,0.6518432374686984,0.7014649510259579,0.025229119826081576,0.5551885993667695,0.7073763342245095,0.1945696366829092,0.9497238658649568,0.8983749426370795,0.6647905395230074,0.4492675625152478,0.21222766880469954,0.771130867545548,0.11353080798616502,0.09300422939892045,0.8139030988147137,0.3730269498816454,0.38767899328537603,0.1804420102598672,0.5760904654103511,0.08425630912066957,0.5575078754593957,0.8370180465465019,0.8487224277654265,0.5805520673690844,0.7235884289006144,0.6060724488443847,0.667932597613456,0.5800351059535942,0.2749768341197305,-0.6540807295263217,-0.3636142099202885,-0.11182044133381934,0.7460046802717478,0.3460922855205871,-0.010140966612069029,0.7201928478082856,0.05571378090540419,0.6980487650468177,0.13897541369043107,0.8548257821859591
