,Thal_PuA_L,OFCmed_R,SupraMarginal_R,Cuneus_L,Cingulate_Mid_R,Cerebellum_Crus2_R,Temporal_Mid_R,Precuneus_L,Thal_MDm_R,ACC_sub_L,Cerebellum_Crus2_L,Frontal_Inf_Orb_2_R,Precentral_R,Thal_VPL_L,Cerebellum_6_L,OFCpost_R,OFCant_L,Cerebellum_8_R,Angular_R,VTA_R,Postcentral_R,Parietal_Sup_R,Cerebellum_7b_L,ACC_sup_L,ACC_pre_R,Vermis_6,Calcarine_L,Parietal_Inf_L,Raphe_D,N_Acc_R,Thal_VPL_R,Cerebellum_6_R,Thal_MDl_R,SN_pc_R,Rectus_R
Cerebellum_Crus2_L,-0.24155518110896343,0.13895563254888796,0.009793396646896057,0.06819136971673756,-0.13903145336644523,0.27325787548278924,0.1658634429262824,-0.030426623382306842,-0.013872080539743056,-0.06995563644215234,1.0,0.07139681593955634,0.014652239585138232,-0.19563370579312767,-0.0517252841203715,0.13156697837428602,-0.0007228220298647806,-0.22879153746403336,0.06481362792756706,-0.0646011310263869,-0.11672832615736581,-0.1496530390993199,0.3141883870871841,-0.02892244846649672,0.002478914928868927,0.09153943812745699,0.14472451093292302,-0.24322437503432773,-0.20609899384980984,-0.1891330625283676,0.019925766683030494,0.050391996077159856,0.07632854132075922,0.04858311004355759,-0.16032569436040053
Frontal_Inf_Orb_2_R,-0.3642196767750407,-0.1896603679954022,0.24634522052431218,0.4887953666453244,-0.25863336864976477,0.6126113247826956,0.5600961649848404,-0.0441330263155486,0.09585930513107596,-0.4239781664380615,0.07139681593955634,1.0,-0.17746628965245662,-0.3197719270881945,0.5156851073368878,0.5185543997559613,0.35545807419951014,-0.059583487757489575,0.5566175113860634,-0.35792947267523784,-0.23214303420833904,-0.13716494970562546,0.49643713852146965,-0.29601280028129723,-0.39103517467569276,0.4239670026247167,0.6392274126283506,0.1361508344757975,-0.3941183054593647,-0.47882305196369257,-0.24756669027564918,0.5908476979711443,-0.25678134370618744,0.4291579013364048,-0.50168992745986
Precentral_R,0.6932978402598604,0.12453780892595472,0.5867326872594705,-0.10905794934467022,0.9012839726596638,-0.16237366270650247,-0.1505155872177627,0.7730451489588939,0.7445970647473248,0.41660747237209456,0.014652239585138232,-0.17746628965245662,1.0,0.6538455570212068,-0.1392159358303062,-0.30162156441747234,0.07884180923749783,0.39920121187721314,-0.041367952771803204,0.4661887406478381,0.7985906807826891,0.47548533289902317,-0.3134515820468991,0.7319250391881215,0.4480166905392185,-0.24814847811944213,-0.21332443062654174,0.3677938787109005,0.46993526716656614,0.5210444670129736,0.8198311529030052,-0.21730843774603725,0.7545287800229168,-0.04888034602856884,0.5676039653044715
Thal_VPL_L,0.805776621068658,-0.15610422559942005,0.09679380832356116,0.031947066776571276,0.7274621873290716,-0.19134126828788475,-0.056623909067040804,0.3680030333348485,0.548652412100032,0.434527417059451,-0.19563370579312767,-0.3197719270881945,0.6538455570212068,1.0,-0.03356444849828622,-0.22339499829391987,-0.10716405489119847,0.29866013267793184,-0.3870872782007725,0.34303091842611694,0.32933322837918083,0.03127738669394017,-0.3851373084187718,0.45665329137334476,0.19263060355894202,-0.005243018161123252,-0.18261248927913964,0.08601714834522711,0.7076263599033178,0.5213184289153026,0.6394338824104376,-0.10852352474489953,0.5621985921719694,-0.11169099494751104,0.5800876272047191
Cerebellum_6_L,-0.41614603175330167,-0.30264474005522757,0.2116343468549211,0.8736494469390004,-0.21793562134478422,0.7994318824162517,0.7476233808557756,-0.23125777124352487,0.16428805339368716,-0.6244401881275029,-0.0517252841203715,0.5156851073368878,-0.1392159358303062,-0.03356444849828622,1.0,0.6240223911224181,0.013661456319382544,0.14176123905229268,0.48288876020654836,-0.21279707839937417,-0.3821915564138024,-0.39561582019689356,0.6661922021584459,-0.42820966524078835,-0.7944674003648766,0.5664900116008612,0.8379055830572238,0.2396040822679108,-0.16713438396260782,-0.49941609214437466,-0.11994669469536318,0.8756255487822604,-0.1658696613795391,0.7198420785064196,-0.6201727585638954
OFCpost_R,-0.4512357594857007,-0.013091011260331572,-0.021772975846764502,0.6580692186475968,-0.35655546524110265,0.6475931320456015,0.6022290798631439,-0.3783813593692102,0.08371419893286816,-0.680358848429111,0.13156697837428602,0.5185543997559613,-0.30162156441747234,-0.22339499829391987,0.6240223911224181,1.0,0.0014819519494507689,0.018463269348030185,0.3148349442013365,-0.2481609484995846,-0.5133150916449274,-0.47367509327162916,0.610222693068805,-0.3768592844586356,-0.6737203745666935,0.6163688498203689,0.6549559864827091,-0.09763782990147549,-0.352211073367394,-0.7197975115209143,-0.2492200026918394,0.6647267352093779,-0.21130858299344144,0.48455929084115285,-0.6318105964285845
OFCant_L,0.033430772946001316,0.1532398299055101,0.15133420477273507,-0.06481203789600748,0.040859582453731294,-0.011773533938037484,0.04697174344543331,0.1593614035057419,0.011144666378414115,0.013962981141839529,-0.0007228220298647806,0.35545807419951014,0.07884180923749783,-0.10716405489119847,0.013661456319382544,0.0014819519494507689,1.0,0.035365450020809215,0.1289807534735886,-0.1047344128437155,0.12335260577076562,0.139736748000645,-0.040949045958721515,0.030422253739254605,0.07048884221267432,-0.052779541707538645,0.017068340219434194,0.06999494283389492,-0.052706490239082436,0.026957969970156048,0.012801040842463772,-0.05207853781496371,-0.09272193520120654,-0.14616997987971664,0.03219410956668413
Cerebellum_8_R,0.3306280958629351,0.006996474306357574,0.21867581534667144,0.06406371499299303,0.3937889228635843,-0.039840283910965966,-0.10704450916395038,0.3206068534718519,0.4128250268523151,0.0077810910384183895,-0.22879153746403336,-0.059583487757489575,0.39920121187721314,0.29866013267793184,0.14176123905229268,0.018463269348030185,0.035365450020809215,1.0,-0.01890149113525891,0.2528944562857162,0.3242053714814503,0.18502144174011068,-0.053863513724553384,0.31511805159929546,0.06819754507694172,-0.030073359029914388,0.014471016114121153,0.3456316826167229,0.33811414768909515,0.11079458683925214,0.40592934566838607,0.06390226912363904,0.44491281928206017,0.13106927829153955,0.11693842187604793
Angular_R,-0.46875987042989675,-0.14930861038156923,0.7189946460597471,0.5315496469119211,-0.17876695135122192,0.5759749321782619,0.4817477220032699,0.31762274350564745,0.054874061796112414,-0.48942456920845673,0.06481362792756706,0.5566175113860634,-0.041367952771803204,-0.3870872782007725,0.48288876020654836,0.3148349442013365,0.1289807534735886,-0.01890149113525891,1.0,-0.30060845939167863,0.1438347546772371,0.3354342644366262,0.5968012417515409,-0.1790540112656175,-0.366724180576283,0.16381200466680548,0.6706099879436983,0.6410491414134668,-0.593966748329468,-0.4811013361895055,-0.01262777405285035,0.49627226085712045,-0.18523284523169256,0.6116279134781584,-0.6038268757696267
VTA_R,0.4748293534582752,0.5065706937583558,0.08273742581527574,-0.3002940974755088,0.43549230478090345,-0.3182796269112888,-0.34762074755760525,0.33515886213135865,0.3341761374745935,0.20887395974332135,-0.0646011310263869,-0.35792947267523784,0.4661887406478381,0.34303091842611694,-0.21279707839937417,-0.2481609484995846,-0.1047344128437155,0.2528944562857162,-0.30060845939167863,1.0,0.41848011398968865,0.23889296209606006,-0.4438336259590303,0.48931703663832105,0.4322207587648775,-0.2964330516291643,-0.39462579900498546,-0.014706693419575121,0.3660924648648665,0.3788462788210088,0.37609589034912694,-0.27445043495694077,0.4508208294841557,-0.17762344601126182,0.3846504551818405
Postcentral_R,0.5887147986770905,0.241192441838337,0.6823314210422677,-0.4035363005360265,0.7026327899922367,-0.412745699302751,-0.4872498861755931,0.8945889489017281,0.48275355764915395,0.47056483149852013,-0.11672832615736581,-0.23214303420833904,0.7985906807826891,0.32933322837918083,-0.3821915564138024,-0.5133150916449274,0.12335260577076562,0.3242053714814503,0.1438347546772371,0.41848011398968865,1.0,0.8885903901646808,-0.4439151489456847,0.7292937857948683,0.6650127894046536,-0.6183921018912113,-0.4163849799615218,0.537588741836496,0.23002599363855422,0.5080929833144052,0.6489912182066477,-0.4974805189043692,0.5800380636287286,-0.2180485661706183,0.555386777672401
Parietal_Sup_R,0.35062450651116417,0.23983099274692016,0.6415897537736466,-0.4227192680733119,0.40341955570826493,-0.40426834310875565,-0.5378544804729364,0.8311832346478724,0.22503821568733878,0.3563451700527167,-0.1496530390993199,-0.13716494970562546,0.47548533289902317,0.03127738669394017,-0.39561582019689356,-0.47367509327162916,0.139736748000645,0.18502144174011068,0.3354342644366262,0.23889296209606006,0.8885903901646808,1.0,-0.3537921668755028,0.5436290373848107,0.5985563209805104,-0.6715260964608348,-0.3719120084133089,0.6238157728452136,-0.03369428683888037,0.32037306152891043,0.3914046936565173,-0.5024771874283858,0.3284952914435791,-0.22682593199291967,0.35077829813886485
Cerebellum_7b_L,-0.6862985181736149,-0.289244414087942,0.14137822957899335,0.7261429885179219,-0.4328892878037577,0.7501159071100667,0.6874325445529635,-0.24302250429200367,-0.06934941118341285,-0.5897255017061668,0.3141883870871841,0.49643713852146965,-0.3134515820468991,-0.3851373084187718,0.6661922021584459,0.610222693068805,-0.040949045958721515,-0.053863513724553384,0.5968012417515409,-0.4438336259590303,-0.4439151489456847,-0.3537921668755028,1.0,-0.5229831075566076,-0.7015100051612636,0.4875380768108213,0.8186519841884746,0.18935436323971094,-0.5415162976812328,-0.6658414611674115,-0.24821275971975493,0.7242270964686699,-0.3010324364103676,0.6876196896969365,-0.7249593045957897
ACC_sup_L,0.7244187474089998,0.4428202901231966,0.3362049472280101,-0.4226377236397155,0.7692581150895166,-0.45268924025846097,-0.4020144144335384,0.6492202646552353,0.6154200152186141,0.4067699016387638,-0.02892244846649672,-0.29601280028129723,0.7319250391881215,0.45665329137334476,-0.42820966524078835,-0.3768592844586356,0.030422253739254605,0.31511805159929546,-0.1790540112656175,0.48931703663832105,0.7292937857948683,0.5436290373848107,-0.5229831075566076,1.0,0.7325618004321328,-0.3789083150603866,-0.49961756128368423,0.21937464963517783,0.44765883848404686,0.5161329504583261,0.6576929822217494,-0.4218903483098517,0.6215743886702683,-0.25628973083624823,0.5765112372734533
ACC_pre_R,0.6213434302948777,0.3953495206613197,0.05641608398109106,-0.8304206315276715,0.4895089655125741,-0.7699044246883167,-0.7510411897226843,0.5053470398081624,0.16922108659685153,0.6913487470305025,0.002478914928868927,-0.39103517467569276,0.4480166905392185,0.19263060355894202,-0.7944674003648766,-0.6737203745666935,0.07048884221267432,0.06819754507694172,-0.366724180576283,0.4322207587648775,0.6650127894046536,0.5985563209805104,-0.7015100051612636,0.7325618004321328,1.0,-0.6839098277955536,-0.8123745222226055,-0.01308766896575914,0.3377268845321425,0.6666380818652888,0.3370728318885541,-0.7828203969780086,0.38328609683094944,-0.621102909490981,0.6905622608092727
Vermis_6,-0.3225992000670036,-0.33177243107140797,-0.14174916319018818,0.6903630012109857,-0.19756522140481994,0.6304953856011393,0.7533235664003719,-0.4329962657614086,0.08170053618259152,-0.5624233957653496,0.09153943812745699,0.4239670026247167,-0.24814847811944213,-0.005243018161123252,0.5664900116008612,0.6163688498203689,-0.052779541707538645,-0.030073359029914388,0.16381200466680548,-0.2964330516291643,-0.6183921018912113,-0.6715260964608348,0.4875380768108213,-0.3789083150603866,-0.6839098277955536,1.0,0.6542214138121027,-0.13199830118343833,-0.0653994751807052,-0.4965361354627277,-0.08874225962358014,0.6959376695279764,-0.16821608587738396,0.5108345142014366,-0.5186332606117453
Calcarine_L,-0.5719697797120533,-0.38320622020069833,0.2702531358434807,0.9377591966302219,-0.33140394529650485,0.895902289744364,0.8605411361154544,-0.16276508485212382,0.07507109083292005,-0.6628348569422489,0.14472451093292302,0.6392274126283506,-0.21332443062654174,-0.18261248927913964,0.8379055830572238,0.6549559864827091,0.017068340219434194,0.014471016114121153,0.6706099879436983,-0.39462579900498546,-0.4163849799615218,-0.3719120084133089,0.8186519841884746,-0.49961756128368423,-0.8123745222226055,0.6542214138121027,1.0,0.264744542336579,-0.40308151196662284,-0.6299478293603905,-0.13543852399796422,0.8921504299479663,-0.24470217103365505,0.775568052370169,-0.7327713866216031
Parietal_Inf_L,0.07664432841386387,-0.16716384894206465,0.7214917255128381,0.2532811579281366,0.3236539626099468,0.11788184070337768,0.045592605613095596,0.6383743936221999,0.33628230014946187,-0.07169865357304349,-0.24322437503432773,0.1361508344757975,0.3677938787109005,0.08601714834522711,0.2396040822679108,-0.09763782990147549,0.06999494283389492,0.3456316826167229,0.6410491414134668,-0.014706693419575121,0.537588741836496,0.6238157728452136,0.18935436323971094,0.21937464963517783,-0.01308766896575914,-0.13199830118343833,0.264744542336579,1.0,-0.08763646817219693,0.04602937871590333,0.4078043568791653,0.14055174200227452,0.2170993649809584,0.36619761700294673,-0.08215364127636438
Raphe_D,0.6947388332320229,-0.028739711006608364,-0.16415048599809598,-0.2270866807661037,0.5655482371748046,-0.3877967793430566,-0.2740126138218574,0.12868187059352598,0.37806301128323067,0.4467908385654913,-0.20609899384980984,-0.3941183054593647,0.46993526716656614,0.7076263599033178,-0.16713438396260782,-0.352211073367394,-0.052706490239082436,0.33811414768909515,-0.593966748329468,0.3660924648648665,0.23002599363855422,-0.03369428683888037,-0.5415162976812328,0.44765883848404686,0.3377268845321425,-0.0653994751807052,-0.40308151196662284,-0.08763646817219693,1.0,0.5633564400430676,0.45328808031251167,-0.2596369454075638,0.45256077707109493,-0.2947673260279727,0.5915041478589952
N_Acc_R,0.6767839931966492,0.10983577992058544,-0.00753086946940243,-0.5561574780880852,0.5653871741073496,-0.6471757871919865,-0.5350680287091638,0.385672273957446,0.1550277273781303,0.7273582600744737,-0.1891330625283676,-0.47882305196369257,0.5210444670129736,0.5213184289153026,-0.49941609214437466,-0.7197975115209143,0.026957969970156048,0.11079458683925214,-0.4811013361895055,0.3788462788210088,0.5080929833144052,0.32037306152891043,-0.6658414611674115,0.5161329504583261,0.6666380818652888,-0.4965361354627277,-0.6299478293603905,0.04602937871590333,0.5633564400430676,1.0,0.4055181753393236,-0.5797744897034726,0.388937031328859,-0.5084659130454029,0.6873547174484675
Thal_VPL_R,0.6383886665555693,0.043661495896669664,0.4996155095745346,-0.003016683697268827,0.8152271443165776,-0.16541819352054662,-0.05957982392698397,0.6892144611498855,0.7130796884015981,0.2852416417030234,0.019925766683030494,-0.24756669027564918,0.8198311529030052,0.6394338824104376,-0.11994669469536318,-0.2492200026918394,0.012801040842463772,0.40592934566838607,-0.01262777405285035,0.37609589034912694,0.6489912182066477,0.3914046936565173,-0.24821275971975493,0.6576929822217494,0.3370728318885541,-0.08874225962358014,-0.13543852399796422,0.4078043568791653,0.45328808031251167,0.4055181753393236,1.0,-0.16436628491257546,0.691021403115277,0.0705465470614741,0.4615445832660721
Cerebellum_6_R,-0.48385346892097303,-0.3307270740120544,0.13663061036034335,0.8861318354722676,-0.2698178432171979,0.8719111303788074,0.8612911696645987,-0.28559581223380004,0.13528253400399295,-0.6636671871473595,0.050391996077159856,0.5908476979711443,-0.21730843774603725,-0.10852352474489953,0.8756255487822604,0.6647267352093779,-0.05207853781496371,0.06390226912363904,0.49627226085712045,-0.27445043495694077,-0.4974805189043692,-0.5024771874283858,0.7242270964686699,-0.4218903483098517,-0.7828203969780086,0.6959376695279764,0.8921504299479663,0.14055174200227452,-0.2596369454075638,-0.5797744897034726,-0.16436628491257546,1.0,-0.19452890308144202,0.8068494863349555,-0.7068248213641227
Thal_MDl_R,0.5807002091649527,0.038903540371876544,0.34275893258070866,-0.1299600238646553,0.68831851394201,-0.1534597174110546,-0.22065196129542014,0.5483354020213262,0.7178809237282063,0.38619769181111957,0.07632854132075922,-0.25678134370618744,0.7545287800229168,0.5621985921719694,-0.1658696613795391,-0.21130858299344144,-0.09272193520120654,0.44491281928206017,-0.18523284523169256,0.4508208294841557,0.5800380636287286,0.3284952914435791,-0.3010324364103676,0.6215743886702683,0.38328609683094944,-0.16821608587738396,-0.24470217103365505,0.2170993649809584,0.45256077707109493,0.388937031328859,0.691021403115277,-0.19452890308144202,1.0,-0.025628266708131058,0.4633365986090473
SN_pc_R,-0.42715392025241417,-0.3069637248111922,0.37710849631448234,0.7596772301216265,-0.12167874752052482,0.7562037833024553,0.7291670750124406,-0.06332851767720306,0.21155537985714756,-0.5439389617477143,0.04858311004355759,0.4291579013364048,-0.04888034602856884,-0.11169099494751104,0.7198420785064196,0.48455929084115285,-0.14616997987971664,0.13106927829153955,0.6116279134781584,-0.17762344601126182,-0.2180485661706183,-0.22682593199291967,0.6876196896969365,-0.25628973083624823,-0.621102909490981,0.5108345142014366,0.775568052370169,0.36619761700294673,-0.2947673260279727,-0.5084659130454029,0.0705465470614741,0.8068494863349555,-0.025628266708131058,1.0,-0.5927397928329516
Rectus_R,0.7697855674077106,0.12616231522719365,-0.039325442777273636,-0.6181958773192618,0.6393299543601245,-0.6543746296771336,-0.6157709053077994,0.38461540511467573,0.2832536604884933,0.7994604614666196,-0.16032569436040053,-0.50168992745986,0.5676039653044715,0.5800876272047191,-0.6201727585638954,-0.6318105964285845,0.03219410956668413,0.11693842187604793,-0.6038268757696267,0.3846504551818405,0.555386777672401,0.35077829813886485,-0.7249593045957897,0.5765112372734533,0.6905622608092727,-0.5186332606117453,-0.7327713866216031,-0.08215364127636438,0.5915041478589952,0.6873547174484675,0.4615445832660721,-0.7068248213641227,0.4633365986090473,-0.5927397928329516,1.0
