,OFCpost_R,Olfactory_R,Frontal_Inf_Orb_2_R,Cerebellum_9_R,Cerebellum_3_R,Paracentral_Lobule_L,Thal_IL_R,Insula_R,Thal_PuL_L,Thal_PuM_L,Cuneus_R,Cingulate_Mid_L,Cerebellum_Crus2_R,Angular_L,Parietal_Inf_R,Lingual_R,Cingulate_Post_L,SN_pr_L,SN_pc_R,Cingulate_Mid_R,Fusiform_R,Thal_MGN_R,ACC_sup_L,ACC_pre_R,VTA_L,Angular_R,Cerebellum_10_R,SN_pc_L,Occipital_Inf_L,Vermis_3,Frontal_Sup_2_R,Cerebellum_Crus1_L,Pallidum_R,ACC_sub_L,Thal_LGN_R,Amygdala_R,Frontal_Sup_2_L,Frontal_Sup_Medial_L,Cingulate_Post_R,Precentral_L,Frontal_Inf_Orb_2_L,Vermis_1_2,OFClat_R,Temporal_Sup_R,LC_R,Heschl_L,Postcentral_R,Red_N_R,Frontal_Sup_Medial_R,Cerebellum_6_L,Supp_Motor_Area_R,Temporal_Pole_Sup_R,Thal_LP_R,ParaHippocampal_R,Cuneus_L
Cuneus_R,0.5475810835984587,-0.6661789474044999,0.6428628525157054,0.6916779620999923,0.46614544993614004,-0.04403491009931962,-0.036521749754517795,-0.4352140788024945,-0.6182233837580489,-0.24095979049563165,1.0,-0.23232109218046249,0.8081971956553926,0.5703172572432266,0.2961989779298217,0.5866666153204688,-0.1488433609052051,0.3366143315254944,0.7482710104532547,-0.212375301609512,0.5907158752488308,-0.35127727652917706,-0.32173291993064146,-0.6421823089021141,0.22598617887884165,0.8357116743604468,-0.14818761379618695,-0.08031291965405558,0.14844423360271064,0.8539596904850452,-0.5031800134084706,0.5345975153383222,-0.23208017139025938,-0.5802122168626813,-0.3659695684807146,-0.4906584147100585,-0.4211639880841451,-0.37135124963605076,-0.41766743519482324,0.07875238293314273,0.1706823685582334,0.11414919439335834,0.4745198649413976,0.42283361830557326,0.7610079261048471,-0.3595724468312857,-0.11575547893805789,0.021923995525612375,-0.485446140772895,0.7465419736724251,-0.24955899387057862,-0.2753776921847263,0.10592790895067002,-0.5526271302507244,0.8337824417502211
Cingulate_Mid_L,-0.4377080998017185,0.6318572345445728,-0.3262878698054378,-0.13054146135921682,0.11196862222645242,0.817397176461138,0.698739084564871,0.7898296528349532,0.6140757914328414,0.7964370040036189,-0.23232109218046249,1.0,-0.38822390284247776,0.019536398049508335,0.43812478184845627,-0.09610613264382817,0.8229467409751423,0.27122478368994457,-0.16299208653208422,0.9579990246333819,-0.08063104199391291,0.659837373915014,0.6998481243178859,0.4937582516411368,0.18005792317147656,-0.19201282736163616,0.2966462768210315,0.48117237337183594,-0.16528210038991215,-0.22046391681560348,0.7322972052937708,-0.1667930324844532,0.7034951013180792,0.5076725918282612,0.743474655821194,0.7751353259465711,0.8127698459970579,0.8673751357320901,0.7915457219814952,0.6784259052087498,0.08107531834263915,0.45531040768486514,-0.464308604899526,0.35210498700528736,-0.4986343023817633,0.7694613388711361,0.7307225477410436,0.7912427475584879,0.6663710916497303,-0.26710334937278984,0.8904743013028446,0.5666041177678225,0.4053531050092735,0.8155257622754462,-0.2365907455788744
Cerebellum_Crus2_R,0.6475931320456015,-0.6883906920644418,0.6126113247826956,0.744551681861893,0.5516750364996877,-0.26083570413057794,-0.1632378904864768,-0.46875450425397275,-0.6754654828231466,-0.2747197504635034,0.8081971956553926,-0.38822390284247776,1.0,0.19409473599174515,-0.051483897781838435,0.704607769944551,-0.20422400395595736,0.17528413467772572,0.7562037833024553,-0.3156301083314732,0.7174933183080223,-0.3172109570467451,-0.45268924025846097,-0.7699044246883167,0.12408915187211905,0.5759749321782619,-0.19400469217099622,-0.28593080738301174,0.1647268298094222,0.8937788848544079,-0.5403626103238739,0.6021700018459051,-0.2589861305338821,-0.6101828407751917,-0.4241218200026087,-0.5255193420805996,-0.46476561422881174,-0.4799316872837219,-0.4900466446967156,0.0340200402656769,0.006686765515027999,0.02946243227538201,0.4604966130524994,0.5135381912014474,0.8570925475218409,-0.42002243968638153,-0.412745699302751,-0.09882568838024315,-0.5376387990284847,0.7994318824162517,-0.30573575157136024,-0.3390095524787971,-0.24060631606825844,-0.6030471372099175,0.8591023996676868
Angular_L,0.010767766065362033,-0.236397372689003,0.4108312249992224,0.2516547147656413,-0.08411337347507575,0.22337774475353211,0.011959595283369132,-0.09728639615111898,-0.25059633223535277,-0.21235146518722178,0.5703172572432266,0.019536398049508335,0.19409473599174515,1.0,0.6574111354108311,-0.09899035984283215,-0.2065257135221501,0.12810886275860847,0.30134530610485494,-0.02339762529397262,0.025099647724983038,-0.2963150127764285,0.043823440342902184,-0.019778925563303823,0.2133808086247499,0.7856499589883239,0.051545763464423265,0.057439857263796426,0.023284318875725837,0.25189247733046394,-0.14061293980515163,0.09326331698249364,-0.10658172077881033,-0.2555384720465825,-0.13164713504680495,-0.1835462319414673,-0.11182044133381934,-0.036021524342755136,-0.22181187954260856,0.028566337635163704,0.287035202927263,0.21720923607625064,0.23897022981328508,-0.022228384363879233,0.16102823134384833,-0.053265357962914775,0.3651584736018945,0.10378685921953519,-0.09395534335686748,0.14675664478107114,-0.110690074647544,-0.15891218300921922,0.48612195911269124,-0.20440532761645677,0.1707612020896816
Parietal_Inf_R,-0.206187820807298,0.08629199244595817,0.08112407067393117,0.03621567274871423,-0.010549973609598908,0.5585567537035052,0.34438826690743074,0.21632616351496786,0.11046343974980825,0.19182010310827816,0.2961989779298217,0.43812478184845627,-0.051483897781838435,0.6574111354108311,1.0,-0.06418280090718737,0.1957897665200077,0.279732827590378,0.1709800617651309,0.42995128965321,0.07857982699308548,0.043470800313855924,0.4014471014173391,0.1988199354240188,0.4317203192194333,0.579278121279008,0.015942601103589565,0.34677030372297135,-0.1774952181923433,0.05586508306971966,0.10737299775764546,0.013434866771512932,0.2730332776311394,0.025672981303578903,0.27163920398307745,0.313673610799421,0.1881334877752786,0.3066861802032679,0.21474698441248363,0.1047115015200713,0.17003733708846747,0.24672049330133947,0.05273039741316928,0.18772907702760266,-0.11591798337830687,0.2430279105099783,0.7094032722694533,0.4536950416448565,0.15720984432121116,0.050571445862589444,0.28942009625156273,0.22096143924999442,0.5348815621705084,0.2235896484382646,0.018606110990492662
Lingual_R,0.5551442904129276,-0.45530803992920305,0.34588474313442513,0.5566263623243484,0.8100286956274413,-0.19725779072295171,0.10604785984452596,-0.3175688964849343,-0.4025630191107947,0.047338116611429504,0.5866666153204688,-0.09610613264382817,0.704607769944551,-0.09899035984283215,-0.06418280090718737,1.0,0.2057335301076611,0.3292127062509402,0.61240047612253,-0.03895030964068532,0.9339635508166716,0.0419544380692783,-0.34329676015223043,-0.7692969871032608,0.3174388346860171,0.23451991507066763,-0.324908485511935,-0.10996385632408809,-0.017466063473110444,0.8293811315021619,-0.49076601553452276,0.5123425857564075,-0.048175888403435396,-0.5009254963506842,-0.14106377847184903,-0.22286743434408332,-0.37915152088596143,-0.35074577578024424,-0.0915670778172194,0.0669684920557405,-0.33599669826666223,0.03311709695622947,0.4100914730826838,0.7418587508294926,0.7879394940763051,-0.3104206316650775,-0.44669384238542675,0.1684514423201748,-0.5419770421206211,0.8152057632137567,-0.0917318292895847,-0.07028772257672752,-0.20373187879744692,-0.2814052342265655,0.8809598921069612
Cingulate_Post_L,-0.2515901803538244,0.5279565926847879,-0.27094934959389616,0.06219159923873617,0.384691218518624,0.674635592655844,0.6757827744355096,0.6389716195958504,0.5328637703838907,0.8256213189882458,-0.1488433609052051,0.8229467409751423,-0.20422400395595736,-0.2065257135221501,0.1957897665200077,0.2057335301076611,1.0,0.31216147725749893,-0.09710521884343715,0.8432232080992398,0.13771100096722033,0.6926848428217046,0.5790461182605995,0.29752558836866716,0.1802702890253358,-0.2798043366604124,0.1664001183047513,0.40355222913977384,-0.18249532706221244,-0.024757517139738127,0.6356917896813944,-0.007722766328550279,0.68527803267347,0.3788520523741096,0.6847198198827616,0.7003814956870011,0.7073763342245095,0.727939756249988,0.880915201410724,0.7077811773903085,0.05600798698542142,0.31819676689556303,-0.4094738240030459,0.4918018023211028,-0.24000555652209776,0.6851966457758896,0.4654590307989071,0.7095509001626863,0.5058291132546993,-0.049009879019120045,0.8340524597268998,0.5363134173333182,0.18283853164458314,0.7094941634456429,-0.0012410102289563494
SN_pr_L,0.15354598479643375,-0.13563220589367042,0.04721494817136755,0.2323890302041092,0.47679264884863587,0.2793945753544929,0.5045392145115779,-0.08240893011386867,0.08095994573337074,0.3606213240403604,0.3366143315254944,0.27122478368994457,0.17528413467772572,0.12810886275860847,0.279732827590378,0.3292127062509402,0.31216147725749893,1.0,0.32381561761552813,0.27607211804441717,0.2746713345555588,0.14082874709759888,0.11456452886971703,-0.19142077945516278,0.11600922716447098,0.14621694380604333,-0.20921293493745508,0.5672298635642776,-0.06658456817622883,0.3049338137558152,0.018573821789255183,0.37620316677586724,0.3086468034415239,-0.08957588836199809,0.10812860688821037,0.10144944255018505,0.05973030206929539,0.16249894518332153,0.1631115267951567,0.26102940248373946,0.06893317697504313,-0.029611175672786202,0.15612864885915106,0.18112126414307056,0.16488677847985134,0.0978050013028268,0.2187346341691903,0.28113066440849616,0.028982479594480064,0.3805539892148503,0.24322268518869217,0.06600190146046793,0.17925274522690102,0.034441496159503614,0.3231414452567696
SN_pc_R,0.48455929084115285,-0.5920278648741317,0.4291579013364048,0.6179964895376433,0.5194910389438973,-0.15072180768197918,0.11034906361643203,-0.3939401315939695,-0.5369464149678997,-0.18129825276411868,0.7482710104532547,-0.16299208653208422,0.7562037833024553,0.30134530610485494,0.1709800617651309,0.61240047612253,-0.09710521884343715,0.32381561761552813,1.0,-0.12167874752052482,0.6815798030425623,-0.2856331731449704,-0.25628973083624823,-0.621102909490981,0.2431656185471654,0.6116279134781584,-0.08267184139911535,-0.11371231214187767,0.07596294465863412,0.8306928438838661,-0.4574817955973207,0.48386821493231236,-0.128669540402349,-0.5439389617477143,-0.2511921200085004,-0.389281996993405,-0.37667089788481056,-0.33098892156524146,-0.3784986288650592,0.03370226569522835,-0.008328839108628711,0.14538478795776205,0.5556206347508321,0.4871613666809896,0.6752390554834522,-0.260945658501426,-0.2180485661706183,0.10709268152903108,-0.4365583541489051,0.7198420785064196,-0.22350502004540618,-0.19296847571808828,-0.03988753498875828,-0.3803713822041498,0.7596772301216265
Cingulate_Mid_R,-0.35655546524110265,0.6227436425441402,-0.25863336864976477,-0.05574024064945091,0.2058207475206767,0.8314850373599808,0.7310142828023145,0.8012951823360962,0.6060654200690496,0.8125484873262357,-0.212375301609512,0.9579990246333819,-0.3156301083314732,-0.02339762529397262,0.42995128965321,-0.03895030964068532,0.8432232080992398,0.27607211804441717,-0.12167874752052482,1.0,-0.005649414352382756,0.6851511498672194,0.7692581150895166,0.4895089655125741,0.1862325985650659,-0.17876695135122192,0.2504495222707969,0.45118583501861903,-0.14439302097084541,-0.1546675292380187,0.7508476001735772,-0.12198366705828324,0.777554749711198,0.4492224585297175,0.7855104519510336,0.7964536374577241,0.8341728422364411,0.8746492506378137,0.8082316950419208,0.7109590882153889,0.11956225967642725,0.48733531957569176,-0.4481573458775777,0.41637320108940207,-0.441045643504747,0.7795419100610118,0.7026327899922367,0.780454819565121,0.699656117260544,-0.21793562134478422,0.918790523901893,0.5743909538257491,0.26944169739313295,0.8233033958893367,-0.19111673124848833
Fusiform_R,0.5239018834796498,-0.4502209821191456,0.45297036198946744,0.5573954357745807,0.7946431551337186,-0.19854365649852565,0.09615701980773124,-0.25016361331313425,-0.3994286617294737,-0.012318224209047542,0.5907158752488308,-0.08063104199391291,0.7174933183080223,0.025099647724983038,0.07857982699308548,0.9339635508166716,0.13771100096722033,0.2746713345555588,0.6815798030425623,-0.005649414352382756,1.0,0.039662515177054,-0.2677032746901292,-0.7085139990118924,0.39515547904651965,0.31903763252929596,-0.30978776809881237,-0.16078280801479586,-0.08356175131026959,0.8370127567665048,-0.5060442932568966,0.47755741470126056,0.0054567376038300594,-0.5357762661231158,-0.12395468594260672,-0.15631781760079755,-0.36179936240122423,-0.335309855005152,-0.14120187524151684,0.004042362736410452,-0.3320078107913077,0.1469309126169895,0.42382466038246086,0.777953308840837,0.7734755388026765,-0.29202419325813045,-0.39316440327357366,0.20816243522524902,-0.5050945228680359,0.8106698709286744,-0.11081690607120709,-0.07784083748016248,-0.21141209560995478,-0.2114544714237171,0.8352610268774303
Thal_MGN_R,-0.29839660225806885,0.5043479492983588,-0.23922292679655652,-0.10725134952691985,0.3083686377469538,0.5129393865003501,0.48152302630865357,0.6698222249995093,0.5096677951767529,0.5906124120356907,-0.35127727652917706,0.659837373915014,-0.3172109570467451,-0.2963150127764285,0.043470800313855924,0.0419544380692783,0.6926848428217046,0.14082874709759888,-0.2856331731449704,0.6851511498672194,0.039662515177054,1.0,0.4851938774173172,0.3400370468526365,0.17271046583143992,-0.44732153368675076,0.2001451258429787,0.33657000192330755,-0.12562521512100275,-0.20740771168341687,0.5806367437147866,-0.09801530621635213,0.5690468850859817,0.3473944066181012,0.6732323707062206,0.6328716880036381,0.6369040050873398,0.6316626876065123,0.6540309965505979,0.5311727902160626,0.009186686361087736,0.3256819272689171,-0.4548343920724741,0.3230645050002962,-0.27912473476683763,0.5902745236091599,0.36918970288275305,0.6255920114580555,0.5289105180039428,-0.1500854714779244,0.7032886501005462,0.48779874709240517,0.1342957549655267,0.6590460271647994,-0.19104948323449022
ACC_sup_L,-0.3768592844586356,0.6837834623169373,-0.29601280028129723,-0.20542326668164476,-0.02705452309125163,0.7291258695104171,0.6091296088232169,0.7262687395701339,0.6557596442801531,0.6152232245229711,-0.32173291993064146,0.6998481243178859,-0.45268924025846097,0.043823440342902184,0.4014471014173391,-0.34329676015223043,0.5790461182605995,0.11456452886971703,-0.25628973083624823,0.7692581150895166,-0.2677032746901292,0.4851938774173172,1.0,0.7325618004321328,0.17673358638037126,-0.1790540112656175,0.23305381802860156,0.3822359117548551,-0.08697081201748935,-0.36387201349354603,0.7950905722653783,-0.250638577365146,0.701266802525257,0.4067699016387638,0.6756155217123216,0.8070221021042823,0.8128128042022514,0.8452975077503224,0.6738141883329379,0.4757241224012099,0.36814027344251754,0.4355841160831195,-0.5176647799628873,0.09950261495626234,-0.5499447065600823,0.7611110150106072,0.7292937857948683,0.5440213925304268,0.7875043824094405,-0.42820966524078835,0.7629214362005907,0.4754159689204968,0.1422522730606406,0.8057788831789426,-0.4226377236397155
ACC_pre_R,-0.6737203745666935,0.7575937623727634,-0.39103517467569276,-0.49768867675201167,-0.4893881964645338,0.5401732004101308,0.316327255227969,0.6974951620681008,0.686300955144783,0.3628365395513565,-0.6421823089021141,0.4937582516411368,-0.7699044246883167,-0.019778925563303823,0.1988199354240188,-0.7692969871032608,0.29752558836866716,-0.19142077945516278,-0.621102909490981,0.4895089655125741,-0.7085139990118924,0.3400370468526365,0.7325618004321328,1.0,-0.07803767692184757,-0.366724180576283,0.29164109600929017,0.2975973649504832,-0.0315368637836386,-0.7677890423623943,0.8081179464564409,-0.5356805478133267,0.40211459500986496,0.6913487470305025,0.5562402093861293,0.672068110544238,0.7618220260678671,0.7432835177379705,0.5395046573578967,0.24340557757877315,0.41026424422119634,0.23584596428894167,-0.5897485303798815,-0.3634116352940361,-0.8536860258079482,0.6826412155164548,0.6650127894046536,0.21888727824290016,0.8305155159669316,-0.7944674003648766,0.5407402753641285,0.38693490807747427,0.2791539497146008,0.7059394692973333,-0.8304206315276715
