,Pallidum_R,Cingulate_Post_L,Frontal_Med_Orb_R,Cerebellum_10_L,Cerebellum_4_5_L,SN_pc_R,Thal_PuI_L,Thal_PuM_R,VTA_L,SupraMarginal_R,Caudate_R,OFCpost_L,Thal_LP_R,Cerebellum_9_R,Temporal_Pole_Sup_L,Insula_L,Temporal_Pole_Mid_L,OFCant_R,Calcarine_R,Frontal_Inf_Tri_L,Thal_VPL_R,Thal_MGN_L,Rectus_R,Postcentral_L,Cerebellum_8_L,Red_N_R,Thal_PuM_L,Cerebellum_Crus1_L,Amygdala_L,Rolandic_Oper_L,Occipital_Mid_R,Thal_MDl_R,Temporal_Sup_L,N_Acc_R,ParaHippocampal_R,Frontal_Inf_Orb_2_L,Frontal_Sup_Medial_R,N_Acc_L,Temporal_Mid_L,OFCmed_R,Thal_MGN_R,OFClat_L,Frontal_Inf_Oper_L,Frontal_Mid_2_L,Temporal_Sup_R,OFCpost_R,Supp_Motor_Area_L,Thal_LGN_R,Temporal_Pole_Sup_R,Precuneus_R,Frontal_Med_Orb_L,ACC_pre_L,Lingual_L,Thal_LP_L,Thal_IL_L,Vermis_3,Thal_VA_R,Hippocampus_R,Angular_R,Cerebellum_3_R,Thal_LGN_L,Vermis_6,Angular_L,Parietal_Inf_L,Temporal_Mid_R,Cerebellum_Crus2_R,Occipital_Mid_L,Heschl_R,OFClat_R,Cerebellum_6_L,Cerebellum_3_L,Thal_PuL_L,Vermis_8,Thal_MDm_R,Thal_AV_R,Calcarine_L,Insula_R,Frontal_Mid_2_R,SupraMarginal_L,Thal_IL_R,Cerebellum_Crus1_R,Thal_VA_L,Lingual_R,Occipital_Sup_R,Cerebellum_7b_L,OFCmed_L,Rectus_L,OFCant_L,Parietal_Inf_R,ACC_sup_R
Pallidum_R,1.0,0.68527803267347,0.47350897755110166,-0.023700375519401646,-0.059791572338496836,-0.128669540402349,0.6984175521519616,0.6660495367153078,0.14427445337638511,0.28135794639118766,0.840828416501104,0.3395022575409114,0.017582599916445018,-0.05445087677055496,-0.39000938082940984,0.7124238169492497,0.6336094990500454,0.3608588903044734,-0.06339396051964712,0.7112811034814418,0.6104896461161141,0.532684183359859,0.5361404860833443,0.4390613156332493,0.07005247044766205,0.590191067751908,0.7961027729311778,-0.013040552992520911,0.648200442293337,0.7371171259673647,-0.10424057294959842,0.659311675565082,0.6681458191923514,0.44373202390274913,0.7470175250315929,0.22308767694173187,0.6885620882559125,0.6719214564184448,0.018948556506530344,0.2809375138044666,0.5690468850859817,0.3486754725242518,0.7939710412843733,0.7514149027459043,0.34098089606063464,-0.146616821330783,0.717999768878042,0.6293226756139538,0.6099024391708863,0.6132539193407862,0.3338938393366961,0.4679963574409891,0.07382631833536764,0.17690724326786328,0.42509864347871934,-0.17543794297425472,0.604134413790922,0.7152363791415695,-0.2623351913655037,0.23328025831451682,0.457516755055622,-0.20118851658026463,-0.10658172077881033,0.16808542468861556,-0.22387587499298697,-0.2589861305338821,-0.06493668769837416,0.6334108648550285,-0.4486429257093543,-0.08882112335231923,0.035922593278499164,0.6532680763237854,0.25890002651057636,0.70308035009833,0.26695983435118514,-0.3237518121264742,0.6721273441112493,0.7840216543154036,0.051640200864062846,0.626109811489476,-0.20542585086508003,0.7261318101290223,-0.048175888403435396,-0.30255931617551546,-0.40987448479013633,0.20434569181941742,0.6233277155206125,0.010941066264198494,0.2730332776311394,0.7062110858666483
Cingulate_Post_L,0.68527803267347,1.0,0.24168597680764684,-0.2288898129107934,0.10679664775875497,-0.09710521884343715,0.7458400036893114,0.792633772442756,0.1802702890253358,0.23881924001327834,0.7280320419869472,0.3826509134388846,0.18283853164458314,0.06219159923873617,-0.33101459083569806,0.685431742709849,0.26555657314945075,0.5056758969822994,0.1447812929796526,0.7061961115488498,0.7342774315505003,0.4160119158703819,0.5521438358901364,0.4967474327033297,0.1745999012228041,0.7095509001626863,0.8256213189882458,-0.007722766328550279,0.5738582744248005,0.8115343440942613,0.01022051156478397,0.600893965864684,0.7759950083808277,0.5397436288680968,0.7094941634456429,0.05600798698542142,0.5058291132546993,0.67235892812674,0.20216931790519393,-0.02483010177142154,0.6926848428217046,0.20122189322618533,0.7927805063653622,0.7154997051587157,0.4918018023211028,-0.2515901803538244,0.8625416050897907,0.6847198198827616,0.5363134173333182,0.7592198998824568,0.21065506539153137,0.4579864689558142,0.2632981511833105,0.19796980960723684,0.5255403240471862,-0.024757517139738127,0.5555655411299029,0.6976338535588551,-0.2798043366604124,0.384691218518624,0.3674988551390818,-0.057428937233850647,-0.2065257135221501,0.2171707716198478,-0.05518777202784566,-0.20422400395595736,-0.07241996396950917,0.5878518846451136,-0.4094738240030459,-0.049009879019120045,0.16636753575897176,0.5328637703838907,0.08911907554633106,0.6581908469987428,0.284302751192621,-0.1811451089992012,0.6389716195958504,0.8149034172406892,0.011952725104966892,0.6757827744355096,-0.15324779298497448,0.671884877697889,0.2057335301076611,-0.22076342968845136,-0.3083086909403529,0.38001746380199775,0.6171156699724809,0.008252135537074198,0.1957897665200077,0.6418571964475398
Frontal_Med_Orb_R,0.47350897755110166,0.24168597680764684,1.0,0.1443539009356884,-0.4239933340425208,-0.35002749109669695,0.5114671734817643,0.3213597577481886,-0.29231875399163537,-0.04161357117215836,0.4097596655847483,0.3642773895691737,-0.00233852959163722,-0.3050716495558993,-0.33815527567581716,0.4114258522846169,0.33356724032451524,0.09784705444294016,-0.41926053878065916,0.46410965521752906,0.22248204126761834,0.3137593019062057,0.5181368512817105,0.2762576925297147,0.1171066892243023,0.04015328350280764,0.4593707643617122,-0.22444150307428995,0.5093666411758337,0.48997280634858903,-0.21788923337598642,0.3641478723002262,0.31918443760121534,0.3470125434225564,0.4495882863945317,0.2878993243711144,0.5487845951763113,0.4197400901934238,-0.3512071792655428,0.09025864951127127,0.19662261918034327,0.39003740879597576,0.4388194509505615,0.511189644598354,-0.22102127353468845,-0.36032954996922834,0.33247476556958416,0.3243638634636478,0.26500181867841865,0.20098191966388593,0.3783203023904042,0.4351290997477359,-0.4247544239642212,-0.053540129055855555,0.29558932611151234,-0.43389736535506307,0.21621520356670393,0.46067627818991286,-0.31283826618066335,-0.27263826500469535,0.20943985076706004,-0.36236485927281,-0.008580062706258986,0.026779062143994278,-0.47720486362447595,-0.4035563659467257,-0.1372054977915562,0.42741331398735344,-0.3177893466480171,-0.45529829962047447,-0.39119559572104207,0.5404398646549473,0.3005532442630302,0.22317690674891194,-0.008952961863275384,-0.4659207013924167,0.3541660943352552,0.3928359197655428,0.0752754013567129,0.2990069932319632,-0.4218811550074801,0.33264837674929487,-0.45477836308273506,-0.4550129857127141,-0.3291907883905549,0.31143345860040883,0.4861711861501938,-0.21209446871608886,0.050516805217906365,0.48415653070449727
Cerebellum_10_L,-0.023700375519401646,-0.2288898129107934,0.1443539009356884,1.0,-0.5467393503151826,-0.3376702124478313,-0.11314259991077556,0.06698377970063252,-0.07488438811725892,0.0877679543797692,0.18194089877624642,0.10233708642856268,0.33931570075165657,-0.3470093972227268,-0.17119199086461628,0.18958911524174002,0.14366401030917594,-0.09276397206323818,-0.5454864428578179,0.03962390643155956,0.048106915987874276,0.4241852190003373,0.11582490073796625,0.2737953707923032,0.048833216388772235,-0.037011187431959226,-0.1025015286222315,-0.43619452020983895,0.2493693431214949,-0.06676749526450178,-0.3463358135304415,0.0422153754403831,-0.1278387762687543,0.14415496433549949,0.15860903786799718,0.20916886420806471,0.37831886627019307,0.14202967512246442,-0.6372231824944772,0.31263498896257386,0.01213814365811768,0.255834914394971,0.037171251132489216,0.23617587521504874,-0.5106463388440147,-0.2798088057991931,0.00023224841941902116,0.1728520034780341,-0.04294213440939375,-0.135380395102815,-0.11304647101886088,0.3861762518272441,-0.6688940685334481,-0.4924265786571216,-0.31357094259703927,-0.43843454563830897,0.21888161292122202,0.27906200028514955,0.025280040652628205,-0.4343282658626666,0.5017830976071327,-0.3169305541156917,0.3154281289760149,0.0712980830125215,-0.5122479276018539,-0.48386404558088825,-0.048985655533076614,0.23089478673821848,-0.1637224757933316,-0.5622457151912833,-0.4536929026659744,0.22346645008315894,0.5496400905448793,-0.07631695010818236,0.37007193326654014,-0.4162422350839176,0.27320570254283627,0.04001261005238723,0.23013755515895573,-0.024737522043254048,-0.3216554041502225,0.0976562513623775,-0.6552980883131171,-0.3170645928299407,-0.325827048940058,-0.08205604818485944,0.15780505859534064,0.16826972218017194,0.2161923666255754,0.19085500143412326
Cerebellum_4_5_L,-0.059791572338496836,0.10679664775875497,-0.4239933340425208,-0.5467393503151826,1.0,0.8318326281838542,-0.24097595050341353,-0.03419096602185914,0.3062014818153785,0.31159552219892905,-0.25479299929748167,-0.47035808457842976,-0.06602065847843866,0.6668709071406113,0.5733189432812539,-0.3138687116060858,-0.11887155564518816,-0.20251461883222027,0.8847337386368797,-0.059107774734605344,0.09268352556981473,-0.09290351589731737,-0.5626127093833125,0.08093280797366417,-0.026104317779810624,0.19537134645315754,-0.04563415748767983,0.573097583340255,-0.626594757229742,-0.2337698170263953,0.4112421253424348,-0.06225064345277653,-0.03255377270741593,-0.44473388673176795,-0.3712149281963873,-0.15092844453532386,-0.5452408622341176,-0.4789791196427475,0.8334214007998143,-0.4333604349555022,-0.12142961688329788,-0.4873659141196922,-0.10834024142173093,-0.4187049054416755,0.69478681514151,0.5673811716018528,-0.03267288779818914,-0.20871286149491527,-0.13115207352761463,0.23643083644856244,-0.17351330577905089,-0.7000997413043349,0.8547569768147166,0.4338545008316496,0.29662724595552653,0.9403254032519607,-0.05332775898797487,-0.40238225264030053,0.5328634775173772,0.7402244924758535,-0.2656072531379446,0.673837620133494,0.20848792128411145,0.3582303018263571,0.8486141770269742,0.8048937053574055,0.16485759204376566,-0.2667652115869799,0.5239767178026947,0.8814677648215576,0.8994466313510018,-0.5236643207087662,-0.6335013897890889,0.2717568924654455,-0.01239093929573745,0.8818489956421669,-0.37800720735938,-0.08103834220775084,0.2849102847103358,0.12515056339556377,0.7982868001443629,-0.13106176925643237,0.8969509962469472,0.83213077100221,0.6773904751435775,-0.284781911019323,-0.5794442312174819,-0.03578117006723798,0.12862148214850466,-0.463862705139425
SN_pc_R,-0.128669540402349,-0.09710521884343715,-0.35002749109669695,-0.3376702124478313,0.8318326281838542,1.0,-0.34290013233843025,-0.04228800092387223,0.2431656185471654,0.37710849631448234,-0.3202536123214197,-0.4407534999761517,-0.03988753498875828,0.6179964895376433,0.584799129867332,-0.35548534894072603,-0.11989106199839801,-0.31884812733029994,0.6549886548151095,-0.059685435639033675,0.0705465470614741,0.0222312835440479,-0.5927397928329516,0.12691121728973212,0.006172669226485443,0.10709268152903108,-0.18129825276411868,0.48386821493231236,-0.6461889112105552,-0.25465012152884686,0.26573764576706993,-0.025628266708131058,-0.1572944723097507,-0.5084659130454029,-0.3803713822041498,-0.008328839108628711,-0.4365583541489051,-0.5438575164706551,0.5732063950935723,-0.3069637248111922,-0.2856331731449704,-0.4391127099440647,-0.16223339705467935,-0.4017046488222191,0.4871613666809896,0.48455929084115285,-0.1140000927391251,-0.2511921200085004,-0.19296847571808828,0.09724902198722189,-0.1498130206193513,-0.684705236352194,0.5879542975140231,0.2983162774291088,0.18410529735773756,0.8306928438838661,-0.051366181074410266,-0.38157715631952505,0.6116279134781584,0.5194910389438973,-0.20470058906079622,0.5108345142014366,0.30134530610485494,0.36619761700294673,0.7291670750124406,0.7562037833024553,0.10878978784824177,-0.17220471087917272,0.5556206347508321,0.7198420785064196,0.7881103651589281,-0.5369464149678997,-0.5644589626589116,0.21155537985714756,0.03894829317259579,0.775568052370169,-0.3939401315939695,-0.13890627211969545,0.39441604820868326,0.11034906361643203,0.7441076701815639,-0.2008676843464499,0.61240047612253,0.7336058738829659,0.6876196896969365,-0.34143029602845015,-0.6277401694142144,-0.14616997987971664,0.1709800617651309,-0.4851009128449271
Thal_PuI_L,0.6984175521519616,0.7458400036893114,0.5114671734817643,-0.11314259991077556,-0.24097595050341353,-0.34290013233843025,1.0,0.62274236131995,-0.11799271496920712,0.01445464980639977,0.6994102547869574,0.552082667575166,0.06207878137951951,-0.23441818886326238,-0.45527022792717686,0.6382377687700233,0.2660713809704378,0.5066561936428813,-0.1692455491578246,0.6480849714233929,0.5697013753952057,0.4074445650845371,0.7275814831654495,0.3346341245115288,0.14050461188335012,0.440452040870171,0.9027583559761116,-0.22551532195609297,0.7291659988612761,0.815914312888865,-0.11639545906788124,0.657834117606624,0.7029916433823277,0.6460512942240442,0.723832283768482,0.06926716110677314,0.6647181187863208,0.7337132176857181,-0.0758799584098686,-0.026215851732597155,0.5472195050291094,0.28364003841486474,0.7203143078659316,0.7308752356940748,0.16649537687839472,-0.390150927116115,0.7241135724771086,0.6298026671154068,0.5561684247019322,0.5295109426104329,0.3598094535501992,0.5625739752514713,-0.08726346032316713,0.05427458475216551,0.6563131648196281,-0.3487035931353143,0.3859883395361102,0.7123997236423711,-0.5491693332977645,0.036743604586957364,0.21096990589900902,-0.2597168932860756,-0.3769117267744253,-0.021178816895413295,-0.38617937414855397,-0.4195991277505414,-0.1343234812163341,0.5684885191792806,-0.500601045751169,-0.35110625228944387,-0.19623460376952467,0.7193066344541504,0.31840992873897783,0.42964433533212715,-0.012006759460458634,-0.47896266912098273,0.5983175590344992,0.7249201010152626,-0.12004799262717479,0.5983350013240639,-0.4517006669587579,0.6351395788704693,-0.11779768469064766,-0.5257738849393264,-0.5365148254155806,0.6545926988689819,0.750338188567236,-0.20232702408385494,0.01134826218095014,0.7645721457769948
Thal_PuM_R,0.6660495367153078,0.792633772442756,0.3213597577481886,0.06698377970063252,-0.03419096602185914,-0.04228800092387223,0.62274236131995,1.0,0.20454399946826005,0.3461254957071313,0.8126806354057713,0.39267110654087845,0.18397113359522826,-0.001879559130416741,-0.42417548011387374,0.719349637785003,0.28200701753873375,0.3688685624603209,-0.03817422094381526,0.6959861521696764,0.8283667416314252,0.5973265208127276,0.5478696679534557,0.5785322745077588,0.18063691056643025,0.6952735724235398,0.7565433016137533,-0.0823070387842284,0.5934295732326423,0.7477693740194974,-0.165132929651074,0.6807547893534968,0.6323255270009944,0.47403607898011385,0.7920631144896991,0.16565045174739929,0.6716672441427058,0.6725381038235527,-0.05023395363166591,0.19389166792298973,0.5920535363873852,0.20650463344851663,0.7476936950989421,0.7585160663798158,0.38983712762401274,-0.24049243741589785,0.8447429433277001,0.7041591740363291,0.5098620902771867,0.6481789409060456,0.2445302887371866,0.5686793189064677,0.08416963681638749,0.050380721281630896,0.33628272371088064,-0.0891628161535748,0.6042269515793457,0.7877471975585525,-0.1896774502433087,0.24663391720082228,0.545925496402242,-0.11953617700096462,-0.05505223293733857,0.22867331166939497,-0.10636298139045548,-0.2387529415063214,-0.1034102100941029,0.7704441233332813,-0.3695466576020763,-0.22943956529625775,0.12389999611997964,0.5957423471885285,0.22838997055355775,0.7621176799287376,0.5169389300401248,-0.26571449976742595,0.7510364137656087,0.8324444833115219,0.08409047829224736,0.7041286586795442,-0.15508188742844056,0.5872208092438591,-0.00994435612487741,-0.2657644980993361,-0.35409921706412595,0.2559068700309648,0.6296114275699682,-0.019894911159423274,0.29577282611690103,0.6948449940005248
VTA_L,0.14427445337638511,0.1802702890253358,-0.29231875399163537,-0.07488438811725892,0.3062014818153785,0.2431656185471654,-0.11799271496920712,0.20454399946826005,1.0,0.35543086763949966,0.16837936091026315,-0.0544527610399747,0.21845539231431127,0.15534169508319198,-0.04564614268986613,0.09118978713120961,0.11919235140733014,0.06971442087798235,0.27377006576882323,-0.015595704232286147,0.32636627255934486,-0.0023319210976403336,-0.09383245871761339,0.11680607976756999,-0.023419506810106554,0.39903027338513963,0.08607357042697908,0.11909787492683373,0.02346188318388554,-0.04750751754419705,0.10076217680969293,0.034365740135509255,0.13416883649337527,0.000879598083565748,0.12870508037876197,-0.057483228338128904,-0.08559547031887765,0.06549125132913436,0.2585996169461902,0.12442676768022347,0.17271046583143992,-0.1275614613981789,0.02551427814637154,0.045005720925905,0.4308889459297577,0.07237084326804963,0.182361830683091,0.1575384002886756,0.16079779264819455,0.35307635193991177,-0.10213369773686669,-0.052664101426584765,0.4199905531936514,0.12883192850126368,-0.08799917621188637,0.24738164730039627,0.13399378492840933,0.15968438042612032,0.27092852229277475,0.28911835696456356,0.3140689118761507,0.08558666777037047,0.2133808086247499,0.3000083995042167,0.23287937408629011,0.12408915187211905,0.24506551562413165,0.0029898438586943438,0.0844801295638311,0.2953161872653095,0.4189379051752469,0.032722164869397184,-0.005140579388729988,0.23942273039432033,0.2717712246216089,0.18377178078712467,0.1364740793299556,0.1378977746899068,0.003797835643963681,0.17145464389657036,0.22531650335719006,0.1101308965768824,0.3174388346860171,0.2900565789824807,-0.0694894077866176,-0.18839122730130486,-0.029183104445231527,0.18018881990707009,0.4317203192194333,0.06700827606611222
SupraMarginal_R,0.28135794639118766,0.23881924001327834,-0.04161357117215836,0.0877679543797692,0.31159552219892905,0.37710849631448234,0.01445464980639977,0.3461254957071313,0.35543086763949966,1.0,0.2052555748848975,0.1293333143154953,0.4632428309726823,0.3192267803748532,0.1619650225799206,0.2855795519807315,0.22917041171846886,0.1038626777987764,0.20624215461790554,0.37363344089845657,0.4996155095745346,0.4328171031326811,-0.039325442777273636,0.6907591234297984,0.09341063927221147,0.5465048518858848,0.19439361943809225,0.18056270741411662,0.029130103023655263,0.16662953977885298,-0.023702262768418775,0.34275893258070866,0.27740170195761776,-0.00753086946940243,0.12062503219536401,0.34939822130895754,0.19474738063612404,0.062228798864852476,0.11600502926004058,-0.004574320197539534,0.0423402481126276,0.1275572345263081,0.30966969732106797,0.2843287272559062,0.42030928929538325,-0.021772975846764502,0.46232930998639454,0.23954025690114145,0.2163176262903387,0.6585815481735482,0.13555301536983735,0.007554203621751666,0.16090539049739036,0.09419813149530258,0.22892483131596092,0.3053531176148697,0.445535655851633,0.2629328497981318,0.7189946460597471,0.13482887392670745,0.3624174113452325,-0.14174916319018818,0.6183797959938016,0.7214917255128381,0.18954791160864407,0.2547812432929625,0.03395511360583889,0.33142170860690107,0.049882477173575517,0.2116343468549211,0.35701005138554676,-0.06799726185346357,-0.14330227929680964,0.4796882152762263,0.3844624091988471,0.2702531358434807,0.26673363904032465,0.3979544311875627,0.5934391042076985,0.3257737117741882,0.2507242344725358,0.3262203862595775,0.07492711146488212,0.4222861853268047,0.14137822957899335,-0.00873897642048696,0.05342014273084387,0.15133420477273507,0.8066210720067554,0.1161624947685157
